Block,Time,NR/23122023/31122023/HP-17,NR/01102023/22052037/LT-59,NR/23122023/31122023/HP-21,NR/01102023/30042040/GNA_LT_35,NR/01102023/06022042/L_NR_2012_02,NR/23122023/23122023/DD20231223NR21887,NR/01102023/31102037/L_NR_2019_11,NR/20122023/29022024/IEX_LDC_231218_00502,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/23072042/L_NR_2012_04,NR/30092023/31122025/SH-07,NR/01102023/06022042/L_NR_2012_07,NR/01102023/19072037/LT-05,NR/30092023/26122029/SH-06,NR/01102023/05012040/L_NR_2020_02,NR/20122023/31122023/HPX-GTAMLDCRA-141223-05422,NR/20122023/31122023/HPX-GTAMLDCRA-141223-05421,NR/01102023/31052040/LT-31,NR/01122023/31122023/5412UPCL/CE(Comm)/SE/Banking dt. 17.11.2023,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/30042040/GNA_LT_36,NR/20122023/29022024/IEX_LDC_231218_00501,L_NR_2019_19,WR/01102023/30052048/L_NR_2022_10,WR/01102023/31032046/L_NR_2020_05,WR/01102023/16072048/L_NR_2022_08,SR/01122023/31122023/BYPL_KSEB_DEC23,NR/01102023/13082046/L_NR_2021_12,NR/22102023/11042047/L_NR_2021_16,WR/01102023/01102023/L_NR_2020_06,NR/26072023/31072042/L_NR_2023_07,NR/01102023/02012046/L_NR_2021_17,NR/01102023/02122045/L_NR_2021_13,WR/01102023/01102023/L_NR_2022_09,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/14082046/L_NR_2021_16,NR/23122023/31122023/SJVN231223NR1310,NR/22102023/11042047/L_NR_2021_17,NR/23122023/31122023/SJVN231223NR1309,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/24112044/L_NR_2020_07,WR/01102023/29112042/L_NR_2019_05,SR/01102023/07102043/L_NR_2018_61,NR/01102023/08032047/L_NR_2021_14,NR/01102023/25072045/L_NR_2021_15,NR/26072023/25122043/L_NR_2023_10
61,15:00-15:15,0.000000,1.090000,250.750000,9.850000,259.660000,0.000000,1.300000,11.520000,20.170000,270.110000,30.730000,72.990000,67.230000,30.730000,1.760000,14.410000,5.760000,9.850000,96.040000,0.000000,100.590000,10.090000,8.160000,77.040968,21.51,21.76,7.18,48.02,187.18,69,7.26,144,0,37.44,21.51,31,0,28.81,34,24.01,31,7.25,31,10.14,61.02,34,61

62,15:15-15:30,0.000000,1.090000,250.750000,8.790000,259.660000,0.000000,1.300000,11.520000,20.170000,270.110000,30.730000,72.990000,96.040000,30.730000,1.760000,14.410000,5.760000,8.790000,96.040000,0.000000,100.590000,9.010000,8.160000,67.548368,21.95,22.76,7.33,48.02,167.81,62,7.58,126,0,33.56,21.95,31,0,28.81,31,24.01,31,7.59,31,10.14,55.78,31.5,54

63,15:30-15:45,0.000000,1.090000,250.750000,7.660000,259.660000,0.000000,1.300000,11.520000,21.130000,270.110000,30.730000,72.990000,117.170000,30.730000,1.760000,14.410000,5.760000,7.660000,96.040000,0.000000,100.590000,7.850000,8.160000,57.286624,22.51,23.76,7.51,48.02,149.23,55,7.92,112,0,29.85,22.51,31,0,28.81,28,24.01,31,7.92,31,10.14,49.79,26,48

64,15:45-16:00,0.000000,1.090000,250.750000,6.530000,259.660000,0.000000,1.300000,11.520000,21.130000,270.110000,30.730000,72.990000,117.170000,30.730000,1.760000,14.410000,5.760000,6.530000,96.040000,0.000000,100.590000,6.690000,8.160000,46.353096,22.84,24.76,7.95,48.02,131.89,49,8.26,98,0,26.38,22.84,31,0,28.81,24,24.01,31,8.25,31,10.14,42.79,23,42

65,16:00-16:15,0.000000,1.090000,250.750000,5.380000,259.660000,0.000000,1.370000,11.520000,21.130000,270.110000,30.250000,72.990000,117.170000,30.250000,1.760000,14.410000,5.760000,5.380000,96.040000,0.000000,100.590000,5.510000,8.160000,35.0496,18.55,26.44,8.34,48.02,113.77,37,8.82,78,0,22.75,18.55,26,0,28.81,19,17,33,8.81,25.95,10.14,35.14,22,34

66,16:15-16:30,0.000000,1.090000,250.750000,4.090000,259.660000,0.000000,1.370000,11.520000,21.130000,270.110000,30.250000,72.990000,117.170000,30.250000,1.760000,14.410000,5.760000,4.090000,96.040000,0.000000,100.590000,4.180000,8.160000,24.544456,19.22,28.67,8.64,48.02,93.46,27,9.56,63,0,18.69,19.22,12.7,0,28.81,13,4.99,24.58,9.56,13.51,10.54,27.07,18,27

67,16:30-16:45,0.000000,1.090000,250.750000,2.810000,259.660000,0.000000,1.370000,11.520000,22.090000,270.110000,30.250000,72.990000,117.170000,30.250000,1.760000,14.410000,5.760000,2.810000,96.040000,0.000000,100.590000,2.880000,8.160000,16.220176,19.88,23.84,6.66,48.02,72.99,20,7.94,49,0,14.6,19.88,4.3,0,0,10,0,10,7.95,2.05,7.61,18.44,14,21

68,16:45-17:00,0.000000,1.090000,250.750000,1.690000,259.660000,0.000000,1.370000,11.520000,22.090000,270.110000,30.250000,72.990000,117.170000,30.250000,1.760000,14.410000,5.760000,1.690000,96.040000,0.000000,100.590000,1.730000,8.160000,8.918176,20.88,25.26,6.71,48.02,49.11,15,8.43,35,0,9.82,20.88,0.7,0,0,7,0,1,8.42,1,7.61,9.79,9,15

69,17:00-17:15,0.000000,1.090000,250.750000,0.880000,259.660000,81.630000,1.370000,11.520000,23.050000,270.110000,30.250000,72.990000,117.170000,30.250000,1.760000,14.410000,5.760000,0.880000,96.040000,0.000000,100.590000,0.910000,8.160000,5.150344,20.88,27.45,6.94,48.02,28.49,12,9.15,21,0,5.7,20.88,0,0,0,6,0,0,9.15,0,7.61,1.77,5,9

70,17:15-17:30,0.000000,1.090000,250.750000,0.370000,259.660000,81.630000,1.370000,11.520000,24.010000,270.110000,30.250000,72.990000,117.170000,30.250000,1.760000,14.410000,5.760000,0.370000,96.040000,0.000000,100.590000,0.380000,8.160000,1.36304,22.72,29.8,7.19,48.02,14.37,5,9.94,7,0,2.87,22.72,0,0,0,2,0,0,9.93,0,7.61,0.33,3,3

71,17:30-17:45,0.000000,1.090000,250.750000,0.110000,259.660000,81.630000,1.370000,11.520000,24.010000,270.110000,30.250000,72.990000,117.170000,30.250000,1.760000,14.410000,5.760000,0.110000,96.040000,0.000000,100.590000,0.110000,8.160000,0.029208,25.5,32.5,7.57,48.02,4.85,1,10.84,1,0,0.97,25.5,0,0,0,1,0,0,10.83,0,7.9,0,2,1

72,17:45-18:00,0.000000,1.090000,250.750000,0.010000,259.660000,81.630000,1.370000,11.520000,24.010000,270.110000,30.250000,72.990000,117.170000,30.250000,1.760000,14.410000,5.760000,0.010000,96.040000,0.000000,100.590000,0.010000,8.160000,0,28.96,35.34,7.92,48.02,0.48,0,11.78,0,0,0.1,28.96,0,0,0,0,0,0,11.78,0,8,0,1,0

73,18:00-18:15,0.000000,1.090000,147.310000,0.000000,259.660000,62.430000,1.450000,11.520000,24.970000,270.110000,30.250000,72.990000,117.170000,30.250000,1.760000,14.410000,5.760000,0.000000,96.040000,0.000000,100.590000,0.000000,8.160000,0,28.7,42.73,7.95,48.02,0,0,14.25,0,0,0,28.7,0,0,0,0,0,0,14.24,0,8.1,0,0,0

74,18:15-18:30,0.000000,1.090000,147.310000,0.000000,259.660000,62.430000,1.450000,11.520000,24.970000,270.110000,30.250000,72.990000,117.170000,30.250000,1.760000,14.410000,5.760000,0.000000,96.040000,0.000000,100.590000,0.000000,8.160000,0,33.79,50.76,8.31,48.02,0,0,16.93,0,0,0,33.79,0,0,0,0,0,0,16.92,0,8.5,0,0,0

75,18:30-18:45,0.000000,1.090000,147.310000,0.000000,259.660000,62.430000,1.370000,11.520000,24.970000,270.110000,30.250000,72.990000,117.170000,30.250000,1.760000,14.410000,5.760000,0.000000,96.040000,0.000000,100.590000,0.000000,8.160000,0,39.6,56.81,8.92,48.02,0,0,18.93,0,0,0,39.6,0,0,0,0,0,0,18.94,0,8.8,0,0,0

76,18:45-19:00,0.000000,1.090000,147.310000,0.000000,259.660000,62.430000,1.370000,11.520000,24.970000,270.110000,30.250000,72.990000,117.170000,30.250000,1.760000,14.410000,5.760000,0.000000,96.040000,0.000000,100.590000,0.000000,8.160000,0,47.83,62.61,9.57,48.02,0,0,20.87,0,0,0,47.83,0,0,0,0,0,0,20.87,0,9,0,0,0

77,19:00-19:15,0.000000,1.010000,147.310000,0.000000,259.660000,0.000000,1.300000,11.520000,24.010000,270.110000,30.250000,72.990000,117.170000,30.250000,1.760000,14.410000,5.760000,0.000000,96.040000,0.000000,100.590000,0.000000,8.160000,0,52.96,34.83,7.73,48.02,0,0,11.6,0,0,0,52.96,0,0,0,0,0,0,11.61,0,9.6,0,0,0

78,19:15-19:30,0.000000,1.010000,147.310000,0.000000,259.660000,0.000000,1.300000,11.520000,24.010000,270.110000,30.250000,72.990000,117.170000,30.250000,1.760000,14.410000,5.760000,0.000000,96.040000,0.000000,100.590000,0.000000,8.160000,0,58.5,35.83,8.01,48.02,0,0,11.94,0,0,0,58.5,0,0,0,0,0,0,11.94,0,10.08,0,0,0

79,19:30-19:45,0.000000,1.010000,147.310000,0.000000,259.660000,0.000000,1.300000,11.520000,24.010000,270.110000,30.250000,72.990000,117.170000,30.250000,1.760000,14.410000,5.760000,0.000000,96.040000,0.000000,100.590000,0.000000,8.160000,0,62.33,37.82,8.3,48.02,0,0,12.61,0,0,0,62.33,0,0,0,0,0,0,12.61,0,11.34,0,0,0

80,19:45-20:00,0.000000,1.010000,147.310000,0.000000,259.660000,0.000000,1.300000,11.520000,24.010000,270.110000,30.250000,72.990000,117.170000,30.250000,1.760000,14.410000,5.760000,0.000000,96.040000,0.000000,100.590000,0.000000,8.160000,0,62.86,40.83,8.59,48.02,0,0,13.6,0,0,0,62.86,0,0,0,0,0,0,13.61,0,12.75,0,0,0

81,20:00-20:15,0.000000,1.010000,147.310000,0.000000,259.660000,0.000000,1.300000,11.520000,24.010000,270.110000,30.730000,72.990000,117.170000,0.000000,1.710000,14.410000,5.760000,0.000000,96.040000,0.000000,100.590000,0.000000,8.160000,0,60.54,42.83,8.97,48.02,0,0,14.26,0,0,0,60.54,0,0,0,0,0,0,14.28,0,10.01,0,0,0

82,20:15-20:30,0.000000,1.010000,147.310000,0.000000,259.660000,0.000000,1.300000,11.520000,24.010000,270.110000,30.730000,72.990000,117.170000,0.000000,1.710000,14.410000,5.760000,0.000000,96.040000,0.000000,100.590000,0.000000,8.160000,0,57.42,47.32,9.36,48.02,0,0,15.79,0,0,0,57.42,0,0,0,0,0,0,15.77,0,10.29,0,0,0

83,20:30-20:45,0.000000,1.090000,147.310000,0.000000,259.660000,0.000000,1.300000,11.520000,24.010000,270.110000,0.000000,72.990000,117.170000,0.000000,1.710000,14.410000,5.760000,0.000000,96.040000,0.000000,100.590000,0.000000,8.160000,0,56.22,56.21,9.94,48.02,0,0,18.72,0,0,0,56.22,0,0,0,0,0,0,18.74,0,9.01,0,0,0

84,20:45-21:00,0.000000,1.090000,147.310000,0.000000,259.660000,0.000000,1.300000,11.520000,24.010000,270.110000,0.000000,72.990000,117.170000,0.000000,1.710000,14.410000,5.760000,0.000000,96.040000,0.000000,100.590000,0.000000,8.160000,0,55.22,58.26,10.14,48.02,0,0,19.42,0,0,0,55.22,0,0,0,0,0,0,19.42,0,9.61,0,0,0

85,21:00-21:15,0.000000,1.090000,147.310000,0.000000,259.660000,0.000000,1.300000,11.520000,24.010000,270.110000,13.340000,72.990000,117.170000,13.340000,1.710000,14.410000,5.760000,0.000000,96.040000,0.000000,96.610000,0.000000,8.160000,0,54.12,59.06,10.28,48.02,0,0,19.69,0,0,0,54.12,0,0,0,0,0,0,19.68,0,10.01,0,0,0

86,21:15-21:30,0.000000,1.090000,147.310000,0.000000,259.660000,0.000000,1.300000,11.520000,24.010000,270.110000,22.410000,72.990000,117.170000,22.410000,1.710000,14.410000,5.760000,0.000000,96.040000,0.000000,67.790000,0.000000,8.160000,0,51.77,59.49,10.42,48.02,0,0,19.82,0,0,0,51.77,0,0,0,0,0,0,19.83,0,10.2,0,0,0

87,21:30-21:45,0.000000,1.090000,147.310000,0.000000,259.660000,0.000000,1.300000,11.520000,24.010000,270.110000,22.410000,63.670000,96.040000,22.410000,1.710000,14.410000,5.760000,0.000000,96.040000,0.000000,48.020000,0.000000,8.160000,0,43.47,69.18,17.44,48.02,0,0,23.07,0,0,0,43.47,0,0,0,0,0,0,23.06,0,10.58,0,0,0

88,21:45-22:00,0.000000,1.090000,147.310000,0.000000,259.660000,0.000000,1.300000,11.520000,24.010000,270.110000,22.410000,63.670000,67.230000,22.410000,1.710000,14.410000,5.760000,0.000000,96.040000,0.000000,48.020000,0.000000,8.160000,0,41.67,69.01,17.21,48.02,0,0,23.01,0,0,0,41.67,0,0,0,0,0,0,23,0,10.6,0,0,0

89,22:00-22:15,114.620000,1.090000,147.310000,0.000000,259.660000,0.000000,1.220000,11.520000,24.010000,270.110000,22.410000,48.960000,67.230000,22.410000,1.710000,14.410000,5.760000,0.000000,96.040000,0.000000,46.120000,0.000000,8.160000,0,57.86,68.21,16.34,48.02,0,0,22.73,0,0,0,57.86,0,0,0,0,0,0,22.74,0,10.8,0,0,0

90,22:15-22:30,114.620000,1.090000,147.310000,0.000000,259.660000,0.000000,1.220000,11.520000,24.010000,270.110000,22.410000,48.960000,67.230000,22.410000,1.710000,14.410000,5.760000,0.000000,96.040000,0.000000,46.120000,0.000000,8.160000,0,56,66.57,15.83,48.02,0,0,22.18,0,0,0,56,0,0,0,0,0,0,22.19,0,11.01,0,0,0

91,22:30-22:45,114.620000,1.090000,147.310000,0.000000,220.590000,0.000000,1.220000,11.520000,24.010000,249.700000,22.410000,48.960000,65.880000,22.410000,1.710000,14.410000,5.760000,0.000000,96.040000,0.000000,46.120000,0.000000,8.160000,0,55.16,77.51,19.5,48.02,0,0,25.83,0,0,0,55.16,0,0,0,0,0,0,25.84,0,11.21,0,0,0

92,22:45-23:00,114.620000,1.090000,147.310000,0.000000,220.590000,0.000000,1.220000,11.520000,24.010000,249.700000,22.410000,48.960000,65.880000,22.410000,1.710000,14.410000,5.760000,0.000000,96.040000,0.000000,46.120000,0.000000,8.160000,0,55.31,76.01,19.29,48.02,0,0,25.33,0,0,0,55.31,0,0,0,0,0,0,25.34,0,11.41,0,0,0

93,23:00-23:15,114.620000,1.090000,147.310000,0.000000,184.400000,0.000000,1.220000,11.520000,23.050000,201.680000,22.410000,48.960000,65.880000,22.410000,1.660000,14.410000,5.760000,0.000000,96.040000,0.000000,46.120000,0.000000,8.160000,0,57.37,75.01,18.95,48.02,0,0,25.01,0,0,0,57.37,0,0,0,0,0,0,25,0,11.66,0,0,0

94,23:15-23:30,114.620000,1.090000,147.310000,0.000000,165.190000,0.000000,1.220000,11.520000,23.050000,148.550000,22.410000,48.960000,65.880000,22.410000,1.660000,14.410000,5.760000,0.000000,96.040000,0.000000,46.120000,0.000000,8.160000,0,57.97,74.01,18.68,48.02,0,0,24.67,0,0,0,57.97,0,0,0,0,0,0,24.67,0,11.61,0,0,0

95,23:30-23:45,114.620000,1.090000,147.310000,0.000000,165.190000,0.000000,1.220000,11.520000,23.050000,148.550000,22.410000,48.960000,70.020000,22.410000,1.660000,14.410000,5.760000,0.000000,96.040000,0.000000,46.120000,0.000000,8.160000,0,58.16,72.51,18.62,48.02,0,0,24.17,0,0,0,58.16,0,0,0,0,0,0,24.17,0,11.81,0,0,0

96,23:45-24:00,114.620000,1.090000,147.310000,0.000000,165.190000,0.000000,1.220000,11.520000,23.050000,148.550000,22.410000,48.960000,70.020000,22.410000,1.660000,14.410000,5.760000,0.000000,96.040000,0.000000,46.120000,0.000000,8.160000,0,58.52,71.01,18.29,48.02,0,0,23.67,0,0,0,58.52,0,0,0,0,0,0,23.67,0,12.15,0,0,0

