Column1,Time,NR/01102023/30042040/GNA_LT_36,NR/01102023/30042040/GNA_LT_35,NR/01102023/31052040/LT-31,NR/01102023/25072045/L_NR_2021_15,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/30052048/L_NR_2022_10,WR/01102023/24112044/L_NR_2020_07,NR/01102023/02122045/L_NR_2021_13,WR/01102023/16072048/L_NR_2022_08,GNARE/NR/2024/12/20/3668,WR/01102023/31032046/L_NR_2020_05,NR/01102023/13082046/L_NR_2021_12,NR/26072023/31072042/L_NR_2023_07,NR/22102023/11042047/L_NR_2021_16,WR/01102023/01102023/L_NR_2020_06,NR/01102023/08032047/L_NR_2021_14,NR/26072023/25122043/L_NR_2023_10,WR/01102023/01102023/L_NR_2022_09,NR/22102023/11042047/L_NR_2021_17,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/29112042/L_NR_2019_05,GNA/NR/2025/03/01/5143,NR/30092023/26122029/SH-06,GNA/NR/2025/03/01/1906,GNA/NR/2025/03/01/3469,NR/30092023/31122025/SH-07,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/19072037/LT-05,GNA/SR/2025/03/01/7500,NR/01102023/06022042/L_NR_2012_02,NR/01102023/22052037/LT-59,NR/01102023/05012040/L_NR_2020_02,NR/01102023/06022042/L_NR_2012_07,NR/01102023/15082037/GNA_NR_2012_01,GNARE/SR/2025/01/13/4532,GNA/NR/2025/03/01/4651,NR/01102023/31102037/L_NR_2019_11,GNA/NR/2025/03/01/9482,GNA/NR/2025/03/01/6891,GNA/WR/2025/01/01/8625,GNA/NR/2025/03/01/8036,GNA/NR/2025/03/01/2563,GNA/WR/2025/01/01/9606,GNA/WR/2025/03/01/6406,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04
79,19:30-19:45,0,0,0,0,0,35.33,15.33,0,13,0,46,0,0,0,15.34,0,0,35.33,0,0,0,0,31.43,22.06,12.47,31.43,4.41,29.77,114.72,50,259.56,1.01,1.44,86.52,99.93,6,0,0.96,17.27,0,100,36.45,36.45,100,0,271.21

80,19:45-20:00,0,0,0,0,0,37,15.67,0,13,0,47,0,0,0,15.66,0,0,37,0,0,0,0,31.43,22.06,12.47,31.43,4.41,29.27,114.72,50,259.56,1.01,1.44,86.52,99.93,6,0,0.96,17.27,0,100,36.45,36.45,100,0,271.21

81,20:00-20:15,0,0,0,0,0,39.33,15.83,0,13.34,0,47.5,0,0,0,15.84,0,0,39.33,0,0,0,0,31.43,22.06,12.47,31.43,4.32,29.27,114.72,50,259.56,1.01,1.39,86.52,99.93,6,0,0.96,17.27,0,100,36.45,36.45,100,0,271.21

82,20:15-20:30,0,0,0,0,0,40.67,15.5,0,13.66,0,46.5,0,0,0,15.5,0,0,40.67,0,0,0,0,31.43,22.06,12.47,31.43,4.32,28.77,114.72,50,259.56,1.01,1.39,86.52,99.93,6,0,0.96,17.27,0,100,36.45,36.45,100,0,271.21

83,20:30-20:45,0,0,0,0,0,34,12.17,0,12.33,0,36.49,0,0,0,12.17,0,0,34,0,0,0,0,31.43,22.06,12.47,31.43,4.32,28.77,114.72,50,259.56,1.01,1.39,86.52,99.93,6,0,0.96,17.27,0,100,36.45,36.45,100,0,271.21

84,20:45-21:00,0,0,0,0,0,34,12.17,0,12.33,0,36.49,0,0,0,12.17,0,0,34,0,0,0,0,31.43,22.06,12.47,31.43,4.32,28.77,114.72,50,259.56,1.01,1.39,86.52,99.93,6,0,0.96,17.27,0,100,36.45,36.45,100,0,271.21

85,21:00-21:15,0,0,0,0,0,34.34,12.33,0,8.33,0,37.01,0,0,0,12.33,0,0,34.33,0,0,0,0,31,22.06,12.47,31,4.32,28.26,114.72,50,259.56,1.01,1.39,86.52,99.93,6,0,0.96,17.27,0,100,23.02,23.02,100,0,271.21

86,21:15-21:30,0,0,0,0,0,35,12.67,0,8.33,0,37.99,0,0,0,12.67,0,0,35,0,0,0,0,31.25,22.06,8.63,31.25,4.32,28.26,114.72,50,259.56,1.01,1.39,86.52,99.93,6,0,0.96,17.27,0,100,23.02,23.02,100,0,271.21

87,21:30-21:45,0,0,0,0,0,24.34,11.33,0,9,0,34.01,0,0,0,11.33,0,0,24.33,0,0,0,0,31.25,22.06,8.63,31.25,4.32,28.26,84.63,50,259.56,1.01,1.39,86.52,99.93,6,0,0.96,17.27,0,100,23.02,23.02,100,0,271.21

88,21:45-22:00,0,0,0,0,0,25,11.83,0,9,0,35.51,0,0,0,11.83,0,0,25,0,0,0,0,31.25,22.06,8.63,31.25,4.32,28.26,84.63,50,259.56,1.01,1.39,86.52,99.93,6,0,0.96,17.27,0,100,23.02,23.02,100,0,271.21

89,22:00-22:15,0,0,0,0,0,26.34,7.83,0,7,0,23.51,0,0,0,7.83,0,0,26.33,0,0,0,190.26,19.98,22.06,8.63,32,4.32,28.26,84.63,50,259.56,1.01,1.35,86.52,99.93,6,0,0.92,17.27,63.42,100,23.02,23.02,100,0,271.21

90,22:15-22:30,0,0,0,0,0,28,9.33,0,7.67,0,28.01,0,0,0,9.33,0,0,28,0,0,0,190.26,19.98,22.06,8.63,32,4.32,28.26,84.63,50,259.56,1.01,1.35,86.52,99.93,6,0,0.92,17.27,63.42,100,23.02,23.02,100,0,271.21

91,22:30-22:45,0,0,0,0,0,31.66,10.17,0,8.33,0,30.49,0,0,0,10.17,0,0,31.67,0,0,0,190.26,19.98,22.06,8.63,32,4.32,28.26,84.63,50,259.56,1.01,1.35,86.52,99.93,6,0,0.92,17.27,63.42,100,23.02,23.02,100,0,271.21

92,22:45-23:00,0,0,0,0,0,33.34,11.5,0,9,0,34.5,0,0,0,11.5,0,0,33.33,0,0,0,190.26,19.98,22.06,8.63,32,4.32,28.26,84.63,50,259.56,1.01,1.35,86.52,99.93,6,0,0.92,17.27,63.42,100,23.02,23.02,100,0,271.21

93,23:00-23:15,0,0,0,0,0,35,12.17,0,10,0,36.49,0,0,0,12.17,0,0,35,0,0,0,190.26,25.65,22.06,8.63,32,4.32,28.26,76.16,50,229.16,1.01,1.35,74.37,99.93,6,0,0.92,17.27,63.42,0,23.02,23.02,100,0,271.21

94,23:15-23:30,0,0,0,0,0,37,13,0,9.33,0,39,0,0,0,13,0,0,37,0,0,0,190.26,25.65,22.06,8.63,32,4.32,28.26,67.7,50,259.56,1.01,1.35,86.52,99.93,6,0,0.92,17.27,63.42,0,23.02,23.02,100,0,271.21

95,23:30-23:45,0,0,0,0,0,41,13.83,0,10.33,0,41.51,0,0,0,13.83,0,0,41,0,0,0,190.26,25.65,22.06,8.63,32,4.32,28.26,65.82,50,259.56,1.01,1.35,86.52,99.93,6,0,0.92,17.27,63.42,0,23.02,23.02,100,0,271.21

96,23:45-24:00,0,0,0,0,0,41,14.5,0,10,0,43.5,0,0,0,14.5,0,0,41,0,0,0,190.26,25.65,22.06,8.63,32,4.32,28.26,65.82,50,259.56,1.01,1.35,86.52,99.93,6,0,0.92,17.27,63.42,0,23.02,23.02,100,0,271.21

