Time,Block,WR/2024/21675/A/7874,WR/2024/21740/A/7906,NER/2024/2023/A/7870,NR/2024/18388/A/7626,WR/2024/21710/A/7902,NR/2024/18691/A/7903,SR/2024/12219/C,NR/2024/18755/C,Total
12,02:45-03:00,0.000000,50.000000,25.000000,0.390000,0.000000,0.000000,150.00,0,225.39

13,03:00-03:15,0.000000,50.000000,25.000000,0.390000,0.000000,0.000000,150.00,0,225.39

14,03:15-03:30,0.000000,50.000000,25.000000,0.390000,0.000000,0.000000,150.00,0,225.39

15,03:30-03:45,0.000000,50.000000,25.000000,0.390000,0.000000,0.000000,150.00,0,225.39

16,03:45-04:00,0.000000,50.000000,25.000000,0.390000,0.000000,0.000000,150.00,0,225.39

17,04:00-04:15,0.000000,50.000000,25.000000,0.390000,0.000000,0.000000,150.00,0,225.39

18,04:15-04:30,0.000000,50.000000,25.000000,0.390000,0.000000,0.000000,150.00,0,225.39

19,04:30-04:45,0.000000,50.000000,25.000000,0.390000,0.000000,0.000000,150.00,0,225.39

20,04:45-05:00,0.000000,50.000000,25.000000,0.390000,0.000000,0.000000,150.00,0,225.39

21,05:00-05:15,0.000000,50.000000,25.000000,0.390000,0.000000,0.000000,150.00,0,225.39

22,05:15-05:30,0.000000,50.000000,25.000000,0.390000,0.000000,0.000000,150.00,0,225.39

23,05:30-05:45,0.000000,50.000000,25.000000,0.390000,0.000000,0.000000,150.00,0,225.39

24,05:45-06:00,0.000000,50.000000,25.000000,0.390000,0.000000,0.000000,150.00,0,225.39

25,06:00-06:15,0.000000,50.000000,25.000000,0.530000,0.000000,191.900000,0.00,0,267.43

26,06:15-06:30,0.000000,50.000000,25.000000,0.530000,0.000000,191.900000,0.00,0,267.43

27,06:30-06:45,0.000000,50.000000,25.000000,0.530000,0.000000,191.900000,0.00,0,267.43

28,06:45-07:00,0.000000,50.000000,25.000000,0.530000,0.000000,191.900000,0.00,0,267.43

29,07:00-07:15,0.000000,50.000000,25.000000,0.580000,0.000000,191.900000,0.00,0.46,267.94

30,07:15-07:30,0.000000,50.000000,25.000000,0.580000,0.000000,191.900000,0.00,0.79,268.27

31,07:30-07:45,0.000000,50.000000,25.000000,0.580000,0.000000,191.900000,0.00,1.19,268.67

32,07:45:08:00,0.000000,50.000000,25.000000,0.580000,0.000000,191.900000,0.00,1.63,269.11

33,08:00-08:15,0.000000,50.000000,25.000000,0.970000,0.000000,191.900000,0.00,2.13,270

34,08:15-08:30,0.000000,50.000000,25.000000,0.970000,0.000000,191.900000,0.00,2.65,270.52

35,08:30-08:45,0.000000,50.000000,25.000000,0.970000,0.000000,191.900000,0.00,3.18,271.05

36,08:45:09:00,0.000000,50.000000,25.000000,0.970000,0.000000,191.900000,0.00,3.77,271.64

37,09:00:09:15,0.000000,50.000000,25.000000,0.970000,0.000000,191.900000,0.00,4.3,272.17

38,09:15-09:30,0.000000,50.000000,25.000000,0.970000,0.000000,191.900000,0.00,4.87,272.74

39,09:30-09:45,0.000000,50.000000,25.000000,0.970000,0.000000,191.900000,0.00,5.35,273.22

40,09:45-10:00,0.000000,50.000000,25.000000,0.970000,0.000000,191.900000,0.00,5.88,273.75

41,10:00-10:15,0.000000,50.000000,25.000000,0.970000,0.000000,191.900000,0.00,6.3,274.17

42,10:15-10:30,0.000000,50.000000,25.000000,0.970000,0.000000,191.900000,0.00,6.68,274.55

43,10:30-10:45,0.000000,50.000000,25.000000,0.970000,0.000000,191.900000,0.00,7.04,274.91

44,10:45-11:00,0.000000,50.000000,25.000000,0.970000,0.000000,191.900000,0.00,7.35,275.22

45,11:00-11:15,0.000000,50.000000,25.000000,0.970000,0.000000,191.900000,0.00,7.63,275.5

46,11:15-11:30,0.000000,50.000000,25.000000,0.970000,0.000000,191.900000,0.00,7.8,275.67

47,11:30-11:45,0.000000,50.000000,25.000000,0.970000,0.000000,191.900000,0.00,8.02,275.89

48,11:45-12:00,0.000000,50.000000,25.000000,0.970000,0.000000,191.900000,0.00,8.13,276

49,12:00-12:15,0.000000,50.000000,25.000000,0.970000,0.000000,191.900000,0.00,8.18,276.05

50,12:15-12:30,0.000000,50.000000,25.000000,0.970000,0.000000,191.900000,0.00,8.19,276.06

51,12:30-12:45,0.000000,50.000000,25.000000,0.970000,0.000000,191.900000,0.00,8.15,276.02

52,12:45-13:00,0.000000,50.000000,25.000000,0.970000,0.000000,191.900000,0.00,8.07,275.94

53,13:00-13:15,0.000000,50.000000,25.000000,0.970000,0.000000,191.900000,0.00,8.01,275.88

54,13:15-13:30,0.000000,50.000000,25.000000,0.970000,0.000000,191.900000,0.00,7.81,275.68

55,13:30-13:45,0.000000,50.000000,25.000000,0.970000,0.000000,191.900000,0.00,7.84,275.71

56,13:45-14:00,0.000000,50.000000,25.000000,0.970000,0.000000,191.900000,0.00,7.72,275.59

57,14:00-14:15,0.000000,50.000000,25.000000,0.970000,0.000000,191.900000,0.00,4.25,272.12

58,14:15-14:30,0.000000,50.000000,25.000000,0.970000,0.000000,191.900000,0.00,5.42,273.29

59,14:30-14:45,0.000000,50.000000,25.000000,0.970000,0.000000,191.900000,0.00,6.21,274.08

60,14:45-15:00,0.000000,50.000000,25.000000,0.970000,0.000000,191.900000,0.00,6.19,274.06

61,15:00-15:15,0.000000,50.000000,25.000000,0.770000,0.000000,191.900000,0.00,5.96,273.63

62,15:15-15:30,0.000000,50.000000,25.000000,0.770000,0.000000,191.900000,0.00,4.1,271.77

63,15:30-15:45,0.000000,50.000000,25.000000,0.770000,0.000000,191.900000,0.00,2.95,270.62

64,15:45-16:00,0.000000,50.000000,25.000000,0.770000,0.000000,191.900000,0.00,4.47,272.14

65,16:00-16:15,0.000000,50.000000,25.000000,0.530000,0.000000,191.900000,0.00,3.15,270.58

66,16:15-16:30,0.000000,50.000000,25.000000,0.530000,0.000000,191.900000,0.00,2.91,270.34

67,16:30-16:45,0.000000,50.000000,25.000000,0.530000,0.000000,191.900000,0.00,1.81,269.24

68,16:45-17:00,0.000000,50.000000,25.000000,0.530000,0.000000,191.900000,100.00,1.58,369.01

69,17:00-17:15,0.000000,50.000000,25.000000,0.530000,0.000000,191.900000,0.00,1.15,268.58

70,17:15-17:30,0.000000,50.000000,25.000000,0.530000,0.000000,191.900000,0.00,1.1,268.53

71,17:30-17:45,0.000000,50.000000,25.000000,0.530000,0.000000,191.900000,0.00,0.89,268.32

72,17:45-18:00,0.000000,50.000000,25.000000,0.530000,0.000000,191.900000,0.00,0.5,267.93

73,18:00-18:15,57.760000,50.000000,25.000000,0.530000,25.000000,30.600000,0.00,0.26,189.15

74,18:15-18:30,57.760000,50.000000,25.000000,0.530000,25.000000,30.600000,0.00,0,188.89

75,18:30-18:45,57.760000,50.000000,25.000000,0.530000,25.000000,30.600000,0.00,0,188.89

76,18:45-19:00,57.760000,50.000000,25.000000,0.530000,25.000000,30.600000,0.00,0,188.89

77,19:00-19:15,57.760000,50.000000,25.000000,0.630000,25.000000,30.600000,0.00,0,188.99

78,19:15-19:30,57.760000,50.000000,25.000000,0.630000,25.000000,30.600000,0.00,0,188.99

79,19:30-19:45,57.760000,50.000000,25.000000,0.630000,25.000000,30.600000,0.00,0,188.99

80,19:45-20:00,57.760000,50.000000,25.000000,0.630000,25.000000,30.600000,0.00,0,188.99

81,20:00-20:15,57.760000,50.000000,25.000000,0.630000,25.000000,30.600000,0.00,0,188.99

82,20:15-20:30,57.760000,50.000000,25.000000,0.630000,25.000000,30.600000,0.00,0,188.99

83,20:30-20:45,57.760000,50.000000,25.000000,0.630000,25.000000,30.600000,0.00,0,188.99

84,20:45-21:00,57.760000,50.000000,25.000000,0.630000,25.000000,30.600000,0.00,0,188.99

85,21:00-21:15,57.760000,50.000000,25.000000,0.630000,25.000000,30.600000,0.00,0,188.99

86,21:15-21:30,57.760000,50.000000,25.000000,0.630000,25.000000,30.600000,0.00,0,188.99

87,21:30-21:45,57.760000,50.000000,25.000000,0.630000,25.000000,30.600000,0.00,0,188.99

88,21:45-22:00,57.760000,50.000000,25.000000,0.630000,25.000000,30.600000,0.00,0,188.99

89,22:00-22:15,57.760000,50.000000,25.000000,0.530000,0.000000,0.000000,0.00,0,133.29

90,22:15-22:30,57.760000,50.000000,25.000000,0.530000,0.000000,0.000000,0.00,0,133.29

91,22:30-22:45,57.760000,50.000000,25.000000,0.530000,0.000000,0.000000,0.00,0,133.29

92,22:45-23:00,57.760000,50.000000,25.000000,0.530000,0.000000,0.000000,0.00,0,133.29

93,23:00-23:15,0.000000,50.000000,25.000000,0.480000,0.000000,0.000000,0.00,0,75.48

94,23:15-23:30,0.000000,50.000000,25.000000,0.480000,0.000000,0.000000,0.00,0,75.48

95,23:30-23:45,0.000000,50.000000,25.000000,0.480000,0.000000,0.000000,0.00,0,75.48

96,23:45-24:00,0.000000,50.000000,25.000000,0.480000,0.000000,0.000000,0.00,0,75.48

