Block,Time,KOTESHWR,ANTA_RF,BSIUL,SINGRAULI_HYDRO,AURY_LF,TEHRI,AURY_GF,RIHAND1,DADRI_LF,URI,DHAULIGNGA,ANTA_CRF,TANAKPUR,UNCHAHAR1,DADRI_GF,CHAMERA1,AURY_CRF,RAMPUR,UNCHAHAR3,DADRI_CRF,DULHASTI,RAPPC,URI2,KISHANGANGA,PARBATI3,ANTA_LF,CHAMERA3,ANTA_GF,UNCHAHAR2,SEWA2,SALAL,GANDHAR-NAPM,UNCHAHAR4,AURY_RF,KHSTPP-I,LARA-I,NJPC,CHAMERA2,BRBCL,KAWAS-APM,RIHAND3,KHSTPP-II,RIHAND2,MOUDA_II,DADRI_RF,NAPP,FSTPP I & II,DADRT2,TAPS-II,JHAJJAR,SIPAT I,SOLAPUR,SINGRAULI,SIPAT II,SASAN,RAPPB,KOLDAM,TALA,KAWAS-ComGas,TANDA2,VSTPS II,NLCIIST2,NLCEXP,TALST2,KGSU1AND2,KHARGONE-I,KSTPS I&II,NNTPP,VSTPS I,NTPL,KSTPS7,GANDHAR-RLNG,RSTPSU1TO6,GANDHAR-ComGas,RSTPSU7,VSTPS III,KAWAS-RLNG,NLCTS2EXP,KAWAS-NAPM,VALLURNTECL,MOUDA,KGSU3AND4,SIMHST2,VSTPS IV,GANDHAR-APM,KKNP,MAPS,GADARWARA-I,KAPS,KAWAS-zLIQ,KUDGI,VSTPS V,NLCIIST1,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
55,13:30-13:45,8.798246,0.000000,0.000000,1.014603,0.000000,0.000000,0.000000,92.331090,0.000000,46.773830,0.000000,0.000000,0.000000,11.782656,0.000000,40.584386,0.000000,0.000000,15.088739,0.000000,18.209005,62.541305,31.131890,4.068498,0.000000,0.000000,10.741344,0.000000,26.358425,17.436898,34.685584,0.000000,2.301331,0.000000,24.517264,4.072013,0.000000,0.000000,14.443459,0.000000,123.684601,88.538655,117.887847,3.358207,0.000000,45.735721,8.766819,364.557442,1.311170,351.384998,3.339733,1.693819,135.075071,1.788485,336.028028,0.000000,0.000000,0.000000,0.000000,3.938161,0.929022,0.90,1.76,2.92,1.94,1.866966,2.839546,0.19,2.239132,3.64,1.283197,0.000000,7.66,0.000000,1.87,1.874035,0.000000,0.90,0.000000,3.44,1.853390,2.10,1.78,2.566393,0.000000,0.00,0.24,4.106229,1.097871,0.000000,8.98,1.269510,0.91,0,0,0,0,0

56,13:45-14:00,8.798246,0.000000,0.000000,1.014603,0.000000,0.000000,0.000000,92.331090,0.000000,46.773830,0.000000,0.000000,0.000000,11.782656,0.000000,40.584386,0.000000,0.000000,15.088739,0.000000,18.209005,62.541305,31.131890,4.068498,0.000000,0.000000,10.741344,0.000000,26.358425,17.436898,34.685584,0.000000,2.301331,0.000000,24.517264,4.072013,0.000000,0.000000,14.443459,0.000000,123.684601,88.538655,117.887847,3.358207,0.000000,45.735721,8.766819,364.557442,1.311170,351.384998,3.339733,1.693819,135.075071,1.788485,336.028028,0.000000,0.000000,0.000000,0.000000,3.938161,0.929022,0.90,1.76,2.92,1.94,1.866966,2.839546,0.19,2.239132,3.64,1.283197,0.000000,7.66,0.000000,1.87,1.874035,0.000000,0.90,0.000000,3.44,1.853390,2.10,1.78,2.566393,0.000000,0.00,0.24,4.106229,1.097871,0.000000,8.98,1.269510,0.91,0,0,0,0,0

57,14:00-14:15,8.798246,0.000000,0.000000,1.014603,0.000000,0.000000,0.000000,92.331090,0.000000,46.773830,0.000000,0.000000,0.000000,11.782656,0.000000,40.584386,0.000000,0.000000,15.088739,0.000000,18.209005,62.541305,31.131890,4.068498,0.000000,0.000000,10.741344,0.000000,26.724327,17.436898,34.685584,0.000000,2.301331,0.000000,24.517264,4.072013,0.000000,3.770398,14.443459,0.000000,123.684601,87.469836,117.887847,3.358207,0.000000,45.735721,8.766819,364.557442,1.311170,350.158625,3.339733,1.693819,135.075071,1.788485,336.028028,0.000000,0.000000,0.000000,0.000000,3.938161,0.929022,0.90,1.76,2.92,1.94,1.866966,2.839546,0.19,2.239132,3.64,1.283197,0.000000,7.66,0.000000,1.87,1.874035,0.000000,0.90,0.000000,3.44,1.853390,2.10,1.78,2.566393,0.000000,0.00,0.24,4.106229,1.097871,0.000000,8.98,1.269510,0.91,0,0,0,0,0

58,14:15-14:30,8.798246,0.000000,0.000000,1.014603,0.000000,0.000000,0.000000,92.331090,0.000000,46.773830,0.000000,0.000000,0.000000,11.350620,0.000000,40.584386,0.000000,0.000000,15.088739,0.000000,18.209005,62.541305,31.131890,4.068498,0.000000,0.000000,10.741344,0.000000,26.724327,17.436898,34.685584,0.000000,2.301331,0.000000,24.517264,4.072013,0.000000,14.779958,14.443459,0.000000,123.684601,88.529026,117.887847,3.358207,0.000000,45.735721,8.766819,364.337897,1.311170,350.028585,3.339733,1.693819,135.075071,1.788485,336.028028,0.000000,0.000000,0.000000,0.000000,3.938161,0.929022,0.90,1.76,2.92,1.94,1.866966,2.839546,0.19,2.239132,3.64,1.283197,0.000000,7.66,0.000000,1.87,1.874035,0.000000,0.90,0.000000,3.44,1.853390,2.10,1.78,2.566393,0.000000,0.00,0.24,3.791418,1.097871,0.000000,8.98,1.269510,0.91,0,0,0,0,0

59,14:30-14:45,8.798246,0.000000,0.000000,1.014603,0.000000,0.000000,0.000000,92.331090,0.000000,46.773830,0.000000,0.000000,0.000000,10.907415,0.000000,40.584386,0.000000,0.000000,13.819859,0.000000,18.209005,62.541305,31.131890,4.068498,0.000000,0.000000,10.741344,0.000000,22.459761,17.436898,34.685584,0.000000,1.657536,0.000000,11.747380,4.072013,0.000000,14.779958,14.443459,0.000000,123.684601,42.906824,117.887847,3.358207,0.000000,45.735721,5.777270,364.337897,1.311170,345.876440,3.339733,1.693819,135.075071,1.788485,336.028028,0.000000,0.000000,0.000000,0.000000,3.938161,0.929022,0.90,1.76,2.92,1.94,1.866966,2.839546,0.19,2.239132,3.64,1.283197,0.000000,7.57,0.000000,1.87,1.874035,0.000000,0.90,0.000000,3.44,1.853390,2.10,1.78,2.566393,0.000000,0.00,0.24,3.476608,1.097871,0.000000,8.98,1.269510,0.91,0,0,0,0,0

60,14:45-15:00,8.798246,0.000000,0.000000,1.014603,0.000000,0.000000,0.000000,92.331090,0.000000,46.773830,0.000000,0.000000,0.000000,10.907415,0.000000,40.584386,0.000000,0.000000,13.819859,0.000000,18.209005,62.541305,31.131890,4.068498,0.000000,0.000000,10.741344,0.000000,22.459761,17.436898,34.685584,0.000000,1.657536,0.000000,11.747380,4.072013,0.000000,14.779958,14.443459,0.000000,123.684601,42.906824,117.887847,3.358207,0.000000,45.735721,3.851600,364.337897,1.311170,345.876440,3.339733,1.693819,135.075071,1.788485,336.028028,0.000000,0.000000,0.000000,0.000000,3.938161,0.929022,0.87,1.76,2.92,1.94,1.866966,2.839546,0.19,2.239132,3.64,1.283197,0.000000,7.57,0.000000,1.87,1.874035,0.000000,0.90,0.000000,3.44,1.853390,2.10,1.78,2.566393,0.000000,0.00,0.24,3.161797,1.097871,0.000000,8.98,1.269510,0.88,0,0,0,0,0

61,15:00-15:15,8.798246,0.000000,0.000000,1.014603,0.000000,24.825589,0.000000,92.331090,0.000000,46.773830,0.000000,0.000000,0.000000,10.907415,0.000000,40.584386,0.000000,0.798376,13.819859,0.000000,18.209005,62.541305,31.131890,4.068498,0.000000,0.000000,10.741344,0.000000,22.628160,17.436898,34.685584,0.000000,1.657536,0.000000,12.979892,4.072013,25.894451,14.779958,14.443459,0.000000,123.684601,42.906824,117.887847,3.358207,0.000000,45.735721,6.018125,363.899908,1.311170,345.876440,3.339733,1.693819,135.075071,1.788485,336.028028,0.000000,0.000000,0.000000,0.000000,3.938161,0.929022,0.87,1.76,2.92,1.94,1.866966,2.839546,0.19,2.239132,3.64,1.283197,0.000000,7.57,0.000000,1.87,1.874035,0.000000,0.90,0.000000,3.44,1.853390,2.10,1.78,2.566393,0.000000,0.00,0.24,1.998364,1.097871,0.000000,8.98,1.269510,0.88,0,0,0,0,0

62,15:15-15:30,8.798246,0.000000,0.000000,1.014603,0.000000,37.238383,0.000000,92.331090,0.000000,46.773830,0.000000,0.000000,0.000000,10.907415,0.000000,15.213820,0.000000,0.798376,13.819859,0.000000,18.209005,62.541305,31.131890,4.068498,0.000000,0.000000,10.741344,0.000000,22.628160,17.436898,34.685584,0.000000,1.657536,0.000000,12.979892,4.072013,25.894451,14.779958,14.443459,0.000000,123.684601,42.906824,117.887847,3.358207,0.000000,45.735721,6.018125,363.899908,1.311170,345.876440,3.339733,1.693819,135.075071,1.788485,336.028028,0.000000,0.000000,0.000000,0.000000,3.938161,0.929022,0.87,1.76,2.92,1.94,1.866966,2.839546,0.19,2.239132,3.64,1.283197,0.000000,7.57,0.000000,1.87,1.874035,0.000000,0.90,0.000000,3.44,1.853390,2.10,1.78,2.566393,0.000000,0.00,0.24,1.998364,1.097871,0.000000,8.98,1.269510,0.88,0,0,0,0,0

63,15:30-15:45,8.798246,0.000000,0.000000,1.014603,0.000000,49.651177,0.000000,92.331090,0.000000,46.773830,0.000000,0.000000,0.616737,10.907415,0.000000,15.213820,0.000000,0.798376,13.810920,0.000000,18.209005,62.541305,31.131890,4.068498,0.000000,0.000000,10.741344,0.000000,26.733956,17.436898,34.685584,0.000000,1.657536,0.000000,24.449861,4.072013,25.894451,14.779958,14.443459,0.000000,123.684601,75.719261,117.887847,3.358207,0.000000,45.735721,8.766819,363.901455,1.311170,345.887973,3.385409,1.693819,135.075071,1.788485,336.028028,0.000000,0.000000,0.000000,0.000000,3.938161,0.929022,0.87,1.76,2.92,1.94,1.866966,2.839546,0.19,2.239132,3.64,1.283197,0.000000,7.57,0.000000,1.87,1.874035,0.000000,0.90,0.000000,3.44,1.853390,2.10,1.78,2.566393,0.000000,0.00,0.24,1.998364,1.097871,0.000000,8.98,1.269510,0.88,0,0,0,0,0

64,15:45-16:00,8.798246,0.000000,0.000000,1.014603,0.000000,49.651177,0.000000,92.331090,0.000000,46.773830,0.000000,0.000000,0.616737,10.907415,0.000000,15.213820,0.000000,0.798376,13.810920,0.000000,18.209005,62.541305,31.131890,4.068498,0.000000,0.000000,0.000000,0.000000,26.724327,17.436898,34.685584,0.000000,1.657536,0.000000,24.517264,4.072013,25.894451,14.779958,14.443459,0.000000,123.684601,112.910521,117.887847,3.358207,0.000000,45.735721,8.766819,363.904924,1.311170,345.887973,3.387639,1.693819,135.075071,1.788485,336.028028,0.000000,0.000000,0.000000,0.000000,3.938161,0.929022,0.87,1.76,2.92,1.94,1.866966,2.839546,0.19,2.239132,3.64,1.283197,0.000000,7.57,0.000000,1.87,1.874035,0.000000,0.90,0.000000,3.44,1.853390,2.10,1.78,2.566393,0.000000,0.00,0.24,1.998364,1.097871,0.000000,8.98,1.269510,0.88,0,0,0,0,0

65,16:00-16:15,8.798246,0.000000,0.000000,1.014603,0.000000,49.651177,0.000000,92.331090,0.000000,46.773830,0.000000,0.000000,0.000000,10.905545,0.000000,15.213820,0.000000,0.798376,13.810920,0.000000,18.209005,62.541305,31.131890,4.068498,0.000000,0.000000,0.000000,0.000000,26.724327,17.436898,34.685584,0.000000,1.657536,0.000000,24.863908,4.072013,25.894451,14.779958,14.443459,0.000000,123.684601,94.856049,117.887847,3.358207,0.000000,45.735721,10.914086,363.901455,1.311170,345.887973,3.387639,1.693819,135.075071,1.788485,336.028028,0.000000,0.000000,0.000000,0.000000,3.938161,0.929022,0.87,1.76,2.92,1.94,1.866966,2.839546,0.19,2.259769,3.64,1.283197,0.000000,7.57,0.000000,1.87,1.874035,0.000000,0.91,0.000000,3.44,1.853390,2.10,1.78,2.566393,0.000000,0.00,0.24,1.998364,1.097871,0.000000,8.98,1.269510,0.88,0,0,0,0,0

66,16:15-16:30,8.798246,0.000000,0.000000,1.014603,0.000000,49.651177,0.000000,92.331090,0.000000,51.025997,0.000000,0.000000,0.000000,10.905545,0.000000,15.213820,0.000000,0.798376,13.810920,0.000000,18.209005,62.541305,31.131890,4.068498,0.000000,0.000000,0.000000,0.000000,26.724327,17.436898,34.685584,0.000000,1.657536,0.000000,24.863908,4.072013,25.894451,14.779958,14.443459,0.000000,123.684601,94.856049,117.887847,3.358207,0.000000,45.735721,10.914086,363.904924,1.311170,345.887973,3.387639,1.693819,135.075071,1.788485,336.028028,0.000000,0.000000,0.000000,0.000000,3.938161,0.929022,0.87,1.76,2.92,1.94,1.866966,2.839546,0.19,2.259769,3.64,1.283197,0.000000,7.57,0.000000,1.87,1.874035,0.000000,0.92,0.000000,3.44,1.853390,2.10,1.78,2.566393,0.000000,0.00,0.24,1.998364,1.097871,0.000000,8.98,1.269510,0.88,0,0,0,0,0

67,16:30-16:45,8.798246,0.000000,0.000000,1.014603,0.000000,49.651177,0.000000,92.331090,0.000000,51.025997,0.000000,0.000000,5.673985,10.905545,0.000000,15.213820,0.000000,0.798376,13.810920,0.000000,35.422205,62.541305,31.131890,4.068498,0.000000,0.000000,0.000000,0.000000,24.798527,17.436898,34.685584,0.000000,1.657536,0.000000,23.901008,4.072013,25.894451,14.779958,14.443459,0.000000,123.684601,90.861027,117.887847,3.358207,0.000000,45.735721,10.914086,363.903191,1.311170,345.887973,3.387639,1.693819,135.075071,1.788485,336.028028,0.000000,0.000000,0.000000,0.000000,3.938161,0.981554,0.87,1.76,2.92,1.94,1.866966,2.839546,0.19,2.259769,3.64,1.283197,0.000000,7.57,0.000000,1.87,1.874035,0.000000,0.90,0.000000,3.44,1.853390,2.10,1.78,2.566393,0.000000,0.00,0.24,1.998364,1.097871,0.000000,8.98,1.269510,0.88,0,0,0,0,0

68,16:45-17:00,8.798246,0.000000,0.000000,1.014603,0.000000,49.651177,0.000000,92.331090,0.000000,46.773830,0.000000,0.000000,5.673985,10.905545,0.000000,15.213820,0.000000,0.798376,13.810920,0.000000,36.418010,62.541305,31.131890,4.068498,0.000000,0.000000,0.000000,0.000000,24.798527,17.436898,34.685584,0.000000,1.657536,0.000000,23.554364,4.072013,25.894451,14.779958,14.443459,0.000000,123.684601,90.041549,117.887847,3.358207,0.000000,45.735721,8.766819,363.903191,1.311170,345.887973,3.387639,1.693819,135.075071,1.788485,336.028028,0.000000,0.000000,0.000000,0.000000,3.938161,1.024696,0.87,1.76,2.92,1.94,1.866966,2.839546,0.19,2.259769,3.64,1.283197,0.000000,7.57,0.000000,1.87,1.874035,0.000000,0.90,0.000000,3.44,1.853390,2.10,1.78,2.566393,0.000000,0.00,0.24,1.998364,1.097871,0.000000,8.98,1.269510,0.88,0,0,0,0,0

69,17:00-17:15,8.798246,0.000000,0.000000,1.014603,0.000000,49.651177,0.000000,92.331090,0.000000,46.773830,0.000000,0.000000,6.044027,11.006738,0.000000,15.213820,0.000000,0.798376,13.824334,0.000000,36.418010,62.541305,31.131890,4.068498,0.000000,0.000000,0.000000,0.000000,24.808156,17.436898,34.685584,0.000000,1.657536,0.000000,23.554364,4.072013,25.894451,14.779958,14.443459,0.000000,123.684601,108.096021,117.887847,3.358207,0.000000,45.735721,10.914086,364.284907,1.311170,345.462754,3.387639,1.693819,135.075071,1.788485,336.028028,0.000000,0.000000,0.000000,0.000000,3.938161,1.081195,0.87,1.76,2.92,1.94,1.866966,2.839546,0.19,2.259769,3.64,1.283197,0.000000,7.57,0.000000,1.87,1.874035,0.000000,0.90,0.000000,3.44,1.853390,2.10,1.78,2.566393,0.000000,0.00,0.24,1.998364,1.097871,0.000000,8.98,1.269510,0.92,0,0,0,0,0

70,17:15-17:30,8.798246,0.000000,0.000000,1.014603,0.000000,49.651177,0.000000,92.331090,0.000000,46.773830,0.000000,0.000000,6.044027,11.006738,0.000000,15.213820,0.000000,0.798376,13.824334,0.000000,36.418010,62.541305,31.131890,4.068498,0.000000,0.000000,0.000000,0.000000,24.808156,17.436898,34.685584,0.000000,1.657536,0.000000,23.554364,4.072013,25.894451,14.779958,14.443459,0.000000,123.684601,108.096021,117.887847,3.358207,0.000000,45.735721,10.914086,364.284907,1.311170,345.462754,3.387639,1.693819,135.075071,1.788485,336.028028,0.000000,0.000000,0.000000,0.000000,3.938161,1.087441,0.87,1.76,2.92,1.94,1.866966,2.839546,0.19,2.259769,3.64,1.283197,0.000000,7.57,0.000000,1.87,1.874035,0.000000,0.90,0.000000,3.44,1.853390,2.10,1.78,2.566393,0.000000,0.00,0.24,1.998364,1.097871,0.000000,8.98,1.269510,0.92,0,0,0,0,0

71,17:30-17:45,8.798246,0.000000,6.355140,1.014603,0.000000,49.651177,0.000000,92.331090,0.000000,46.773830,0.000000,0.000000,5.673985,11.006738,0.000000,15.213820,0.000000,1.277401,13.824334,0.000000,36.418010,62.541305,31.131890,4.068498,0.000000,0.000000,0.000000,0.000000,24.798527,17.436898,34.685584,0.000000,1.657536,0.000000,28.716759,4.072013,41.431122,14.779958,14.443459,0.000000,123.684601,108.096021,117.887847,3.358207,0.000000,45.735721,8.766819,364.284907,1.311170,345.462754,3.387639,1.693819,135.075071,1.788485,336.028028,0.000000,0.242832,0.000000,0.000000,3.938161,1.148901,0.91,1.76,2.92,1.94,1.866966,2.839546,0.19,2.259769,3.64,1.283197,0.000000,7.57,0.000000,1.87,1.874035,0.000000,0.90,0.000000,3.44,1.853390,2.10,1.78,2.566393,0.000000,0.00,0.24,1.998364,1.097871,0.000000,8.98,1.269510,0.93,0,0,0,0,0

72,17:45-18:00,8.798246,0.000000,12.710280,1.014603,0.000000,49.651177,0.000000,92.331090,0.000000,46.773830,0.000000,0.000000,6.290722,11.006738,0.000000,15.213820,0.000000,1.916102,13.824334,0.000000,36.418010,62.541305,31.131890,4.068498,0.000000,0.000000,0.000000,0.000000,24.798527,17.436898,34.685584,0.000000,1.657536,0.000000,28.716759,4.072013,62.146683,14.779958,14.443459,0.000000,123.684601,108.096021,117.887847,3.358207,0.000000,45.735721,8.766819,364.284907,1.311170,345.462754,3.387639,1.693819,135.075071,1.788485,336.028028,0.000000,1.717168,0.000000,0.000000,3.938161,1.218866,0.93,1.76,2.92,1.94,1.866966,2.839546,0.19,2.259769,3.64,1.283197,0.000000,7.57,0.000000,1.87,1.874035,0.000000,0.90,0.000000,3.44,1.853390,2.10,1.78,2.566393,0.000000,0.00,0.24,1.998364,1.097871,0.000000,8.98,1.269510,0.93,0,0,0,0,0

73,18:00-18:15,8.798246,0.000000,12.710280,1.014603,0.000000,49.651177,0.000000,92.331090,0.000000,46.773830,10.068264,0.000000,0.616737,10.993598,0.000000,15.213820,0.000000,2.326695,14.066260,0.000000,36.418010,62.541305,31.131890,4.068498,0.000000,0.000000,10.741344,0.000000,24.798527,17.436898,61.538939,0.000000,1.657536,0.000000,27.405964,4.072013,75.611798,14.779958,14.443459,0.000000,123.684601,108.096021,117.887847,3.358207,0.000000,45.735721,8.766819,364.181579,1.311170,337.007875,3.387639,1.693819,135.075071,1.788485,336.028028,0.000000,2.775223,0.000000,0.000000,3.938161,1.296221,0.93,1.76,2.92,1.94,1.866966,2.839546,0.19,2.259769,3.64,1.283197,0.000000,7.60,0.000000,1.87,1.874035,0.000000,0.90,0.000000,3.44,1.853390,2.10,1.78,2.566393,0.000000,0.00,0.24,1.998364,1.097871,0.000000,8.98,1.269510,0.93,0,0,0,0,0

74,18:15-18:30,17.596491,0.000000,12.710280,1.014603,0.000000,49.651177,0.000000,92.331090,0.000000,46.773830,20.136529,0.000000,0.000000,10.911533,0.000000,15.213820,0.000000,2.862748,14.057725,0.000000,36.418010,62.541305,31.131890,4.068498,0.000000,0.000000,10.741344,0.000000,37.323256,17.436898,80.560066,0.000000,1.657536,0.000000,39.997518,4.072013,93.220024,29.801223,14.443459,0.000000,123.684601,140.347938,117.887847,3.358207,0.000000,45.735721,14.786310,364.013834,1.311170,336.978988,3.387639,1.693819,135.075071,1.788485,336.028028,0.000000,5.151506,0.000000,0.000000,3.938161,1.307326,0.93,1.76,2.92,1.94,1.866966,2.839546,0.19,2.259769,3.64,1.283197,0.000000,7.60,0.000000,1.87,1.874035,0.000000,0.90,0.000000,3.44,1.853390,2.10,1.78,2.566393,0.000000,0.00,0.24,1.998364,1.097871,0.000000,8.98,1.269510,0.93,0,0,0,0,0

75,18:30-18:45,26.394737,0.000000,19.065420,1.014603,0.000000,49.651177,0.000000,92.331090,0.000000,46.773830,30.204793,0.000000,0.000000,11.860442,0.000000,27.056257,0.000000,3.661123,14.973191,0.000000,36.418010,62.541305,31.131890,4.068498,0.000000,0.000000,21.503887,0.000000,42.301449,17.436898,80.560066,0.000000,2.301331,0.000000,39.997518,4.072013,119.114476,29.801223,14.443459,0.000000,123.684601,142.042795,117.887847,3.358207,0.000000,45.735721,19.960917,367.272303,1.311170,435.594584,3.387639,1.693819,139.746885,1.788485,336.028028,0.000000,5.151506,0.000000,0.000000,3.938161,1.376180,0.93,1.76,2.92,1.94,1.866966,2.839546,0.19,2.259769,3.64,1.283197,0.000000,7.60,0.000000,1.87,1.874035,0.000000,0.90,0.000000,3.44,1.853390,2.10,1.78,2.566393,0.000000,0.00,0.24,1.998364,1.097871,0.000000,8.98,1.269510,0.98,0,0,0,0,0

76,18:45-19:00,34.334616,0.000000,19.065420,1.014603,0.000000,49.651177,0.000000,92.331090,0.000000,46.773830,40.273058,0.000000,0.000000,11.860442,0.000000,40.584386,0.000000,4.459498,14.973191,0.000000,54.814796,62.541305,31.131890,4.068498,0.000000,0.000000,32.256539,0.000000,42.301449,17.436898,80.560066,0.000000,2.301331,0.000000,39.997518,4.072013,145.008927,44.701835,14.443459,0.000000,123.684601,142.042795,117.887847,3.358207,0.000000,45.735721,19.960917,362.617380,1.311170,522.255584,3.387639,1.693819,141.166482,1.788485,336.028028,0.000000,6.868676,0.000000,0.000000,3.938161,1.456139,0.93,1.76,2.92,1.94,1.866966,2.839546,0.19,2.259769,3.64,1.283197,0.000000,7.60,0.000000,1.87,1.874035,0.000000,0.90,0.000000,3.44,1.853390,2.10,1.78,2.566393,0.000000,0.00,0.24,1.998364,1.097871,0.000000,8.98,1.269510,0.98,0,0,0,0,0

77,19:00-19:15,34.334616,0.000000,19.065420,1.014603,0.000000,49.651177,0.000000,92.331090,0.000000,46.773830,40.273058,0.000000,6.414069,4.994659,0.000000,40.584386,0.000000,4.653390,5.093356,0.000000,54.814796,62.541305,31.131890,4.068498,3.532374,0.000000,32.256539,0.000000,37.130676,17.436898,80.560066,0.000000,1.657536,0.000000,34.682310,4.072013,153.502307,44.701835,14.443459,0.000000,123.684601,142.042795,117.887847,3.358207,0.000000,45.735721,14.890863,338.279384,1.311170,587.074738,3.387639,1.693819,141.744817,1.788485,336.028028,0.000000,6.868676,0.000000,0.000000,3.938161,1.536098,0.98,1.78,2.92,1.94,1.866966,2.839546,0.19,2.259769,3.64,1.283197,0.000000,7.60,0.000000,1.87,1.874035,0.000000,0.90,0.000000,3.44,1.853390,2.10,1.78,2.566393,0.000000,0.00,0.24,1.998364,1.097871,0.000000,8.98,1.269510,0.93,0,0,0,0,0

78,19:15-19:30,34.334616,0.000000,19.065420,1.014603,0.000000,49.651177,0.000000,92.331090,0.000000,51.025997,40.273058,0.000000,6.414069,4.994659,0.000000,40.584386,0.000000,4.653390,5.093356,0.000000,54.814796,62.541305,31.131890,4.068498,7.064747,0.000000,32.256539,0.000000,37.130676,17.436898,80.560066,0.000000,1.657536,0.000000,34.682310,4.072013,153.502307,44.701835,14.443459,0.000000,123.684601,142.042795,117.887847,3.358207,0.000000,45.735721,14.890863,338.279384,1.311170,587.074738,3.387639,1.693819,141.748509,1.788485,336.028028,0.000000,6.868676,0.000000,0.000000,3.938161,1.616057,0.98,1.78,2.92,1.94,1.866966,2.839546,0.19,2.259769,3.64,1.283197,0.000000,7.60,0.000000,1.87,1.874035,0.000000,0.90,0.000000,3.44,1.853390,2.10,1.78,2.566393,0.000000,0.00,0.24,1.998364,1.097871,0.000000,8.98,1.269510,0.93,0,0,0,0,0

79,19:30-19:45,34.334616,0.000000,19.065420,1.014603,0.000000,49.651177,0.000000,92.331090,0.000000,51.025997,40.273058,0.000000,1.850212,4.994659,0.000000,40.584386,0.000000,4.653390,5.093356,0.000000,54.814796,62.541305,31.131890,4.068498,36.736688,0.000000,32.256539,0.000000,37.130676,17.436898,80.560066,0.000000,1.657536,0.000000,34.682310,4.072013,153.502307,44.701835,14.443459,0.000000,123.684601,142.042795,117.887847,3.358207,0.000000,45.735721,14.890863,338.279384,1.311170,472.978984,3.387639,1.693819,141.748509,1.788485,336.028028,0.000000,6.868676,0.000000,0.000000,3.938161,1.696016,0.93,1.78,2.92,1.94,1.866966,2.839546,0.19,2.270088,3.64,1.283197,0.000000,7.60,0.000000,1.87,1.874035,0.000000,0.90,0.000000,3.44,1.853390,2.10,1.78,2.566393,0.000000,0.00,0.24,1.998364,1.097871,0.000000,8.98,1.269510,0.93,0,0,0,0,0

80,19:45-20:00,34.334616,0.000000,19.065420,1.014603,0.000000,49.651177,0.000000,92.331090,0.000000,46.773830,40.273058,0.000000,1.850212,4.994659,0.000000,40.584386,0.000000,4.653390,5.093356,0.000000,54.814796,62.541305,31.131890,4.068498,36.736688,0.000000,32.256539,0.000000,37.130676,17.436898,61.538939,0.000000,1.657536,0.000000,34.682310,4.072013,153.502307,44.701835,14.443459,0.000000,123.684601,142.042795,117.887847,3.358207,0.000000,45.735721,14.890863,338.279384,1.311170,472.978984,3.387639,1.693819,141.748509,1.788485,336.028028,0.000000,6.868676,0.000000,0.000000,3.938161,1.775976,0.93,1.78,2.92,1.94,1.866966,2.839546,0.19,2.270088,3.64,1.283197,0.000000,7.60,0.000000,1.87,1.874035,0.000000,0.90,0.000000,3.44,1.853390,2.10,1.78,2.566393,0.000000,0.00,0.24,1.998364,1.097871,0.000000,8.98,1.269510,0.93,0,0,0,0,0

81,20:00-20:15,34.334616,0.000000,19.065420,1.014603,0.000000,49.651177,0.000000,92.331090,0.000000,46.773830,40.273058,0.000000,1.850212,9.367091,0.000000,40.584386,0.000000,4.653390,9.623897,0.000000,54.814796,62.541305,31.131890,4.068498,36.736688,0.000000,32.256539,0.000000,41.987502,17.436898,34.685584,0.000000,1.657536,0.000000,40.036901,4.072013,153.502307,44.701835,14.443459,0.000000,123.684601,142.042795,117.887847,3.358207,0.000000,45.735721,19.960917,335.419571,1.311170,462.637438,3.387639,1.693819,141.748509,1.788485,336.028028,0.000000,6.868676,0.000000,0.000000,3.938161,1.824284,0.93,1.78,2.92,1.94,1.866966,2.574826,0.19,2.270088,3.64,1.283197,0.000000,7.60,0.000000,1.87,1.874035,0.000000,0.90,0.000000,3.44,1.853390,2.10,1.78,2.566393,0.000000,0.00,0.24,1.998364,1.097871,0.000000,8.98,1.269510,0.93,0,0,0,0,0

82,20:15-20:30,34.334616,0.000000,19.065420,1.014603,0.000000,49.651177,0.000000,92.331090,0.000000,46.773830,40.273058,0.000000,1.850212,9.367091,0.000000,40.584386,0.000000,4.653390,9.623897,0.000000,54.814796,62.541305,31.131890,4.068498,36.736688,0.000000,32.256539,0.000000,42.681567,17.436898,34.685584,0.000000,1.657536,0.000000,40.036901,4.072013,153.502307,44.701835,14.443459,0.000000,123.684601,142.042795,117.887847,3.358207,0.000000,45.735721,19.960917,335.419571,1.311170,462.637438,3.387639,1.693819,141.748509,1.788485,336.028028,0.000000,6.868676,0.000000,0.000000,3.938161,1.856377,0.93,1.78,2.92,1.94,1.866966,2.574826,0.19,2.270088,3.64,1.283197,0.000000,7.60,0.000000,1.87,1.874035,0.000000,0.90,0.000000,3.44,1.853390,2.10,1.78,2.566393,0.000000,0.00,0.24,1.998364,1.097871,0.000000,8.98,1.269510,0.93,0,0,0,0,0

