Block,Time,KOTESHWR,ANTA_RF,BSIUL,SINGRAULI_HYDRO,AURY_LF,TEHRI,AURY_GF,RIHAND1,DADRI_LF,URI,DHAULIGNGA,ANTA_CRF,TANAKPUR,UNCHAHAR1,DADRI_GF,CHAMERA1,AURY_CRF,RAMPUR,UNCHAHAR3,DADRI_CRF,DULHASTI,RAPPC,URI2,KISHANGANGA,PARBATI3,ANTA_LF,CHAMERA3,ANTA_GF,UNCHAHAR2,SEWA2,SALAL,GANDHAR-NAPM,UNCHAHAR4,AURY_RF,KHSTPP-I,LARA-I,NJPC,CHAMERA2,BRBCL,KAWAS-APM,RIHAND3,KHSTPP-II,RIHAND2,MOUDA_II,DADRI_RF,NAPP,FSTPP I & II,DADRT2,TAPS-II,JHAJJAR,SIPAT I,SOLAPUR,SINGRAULI,SIPAT II,SASAN,RAPPB,KOLDAM,TALA,KAWAS-ComGas,TANDA2,VSTPS II,NLCIIST2,NLCEXP,TALST2,KGSU1AND2,KHARGONE-I,KSTPS I&II,NNTPP,VSTPS I,NTPL,KSTPS7,GANDHAR-RLNG,RSTPSU1TO6,GANDHAR-ComGas,RSTPSU7,VSTPS III,KAWAS-RLNG,NLCTS2EXP,KAWAS-NAPM,VALLURNTECL,MOUDA,KGSU3AND4,SIMHST2,VSTPS IV,GANDHAR-APM,KKNP,MAPS,GADARWARA-I,KAPS,KAWAS-zLIQ,KUDGI,VSTPS V,NLCIIST1,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
6,01:15-01:30,26.823919,0.000000,12.621308,1.034894,0.000000,49.651177,0.000000,92.331090,0.000000,51.025997,0.000000,0.000000,1.110127,13.847176,0.000000,40.584386,0.000000,0.000000,22.516839,0.000000,36.418010,62.541305,31.131890,4.068498,0.000000,0.000000,21.482687,0.000000,37.130676,17.436898,61.538939,0.000000,2.301331,0.000000,34.430126,4.072013,0.000000,44.701835,14.419711,0.000000,123.684601,142.042795,117.887847,3.358207,0.000000,45.735721,19.860198,360.239684,1.311170,597.666638,5.081459,1.693819,141.748509,1.788485,328.228538,0.000000,3.434338,0.000000,0.000000,3.938161,0.929022,0.87,1.76,2.76,1.94,1.866966,2.839546,0.19,2.270088,3.64,1.283197,0.000000,7.66,0.000000,1.87,1.874035,0.000000,0.84,0.000000,3.44,1.853390,2.10,1.78,2.566393,0.000000,0.00,0.24,4.106229,1.097871,0.000000,8.98,1.269510,0.88,0,0,0,0,0

7,01:30-01:45,26.823919,0.000000,12.621308,1.034894,0.000000,37.238383,0.000000,92.331090,0.000000,46.773830,0.000000,0.000000,1.110127,13.847176,0.000000,40.584386,0.000000,0.000000,22.516839,0.000000,36.418010,62.541305,31.131890,4.068498,0.000000,0.000000,21.482687,0.000000,37.130676,17.436898,80.560066,0.000000,2.301331,0.000000,34.430126,4.072013,0.000000,29.710734,14.443459,0.000000,123.684601,142.042795,117.887847,3.358207,0.000000,45.735721,19.860198,364.825145,1.311170,597.666638,5.081459,1.693819,141.748509,1.788485,328.228538,0.000000,3.434338,0.000000,0.000000,3.938161,0.929022,0.87,1.76,2.76,1.94,1.866966,2.839546,0.19,2.270088,3.64,1.283197,0.000000,7.66,0.000000,1.87,1.874035,0.000000,0.84,0.000000,3.44,1.853390,2.10,1.78,2.566393,0.000000,0.00,0.24,4.106229,1.097871,0.000000,8.98,1.269510,0.88,0,0,0,0,0

8,01:45-02:00,26.823919,0.000000,12.621308,1.034894,0.000000,24.825589,0.000000,92.331090,0.000000,46.773830,0.000000,0.000000,1.110127,13.847176,0.000000,40.584386,0.000000,0.000000,22.516839,0.000000,36.418010,62.541305,31.131890,4.068498,0.000000,0.000000,21.482687,0.000000,37.130676,17.436898,80.560066,0.000000,2.301331,0.000000,34.430126,4.072013,0.000000,29.710734,13.783838,0.000000,123.684601,142.042795,117.887847,3.358207,0.000000,45.735721,19.860198,364.825145,1.311170,597.666638,5.081459,1.693819,141.748509,1.788485,328.228538,0.000000,3.434338,0.000000,0.000000,3.938161,0.929022,0.87,1.76,2.76,1.94,1.866966,2.839546,0.19,2.270088,3.64,1.283197,0.000000,7.66,0.000000,1.87,1.874035,0.000000,0.84,0.000000,3.44,1.853390,2.10,1.78,2.566393,0.000000,0.00,0.24,4.106229,1.097871,0.000000,8.98,1.269510,0.88,0,0,0,0,0

9,02:00-02:15,17.596491,0.000000,12.621308,1.034894,0.000000,0.000000,0.000000,92.331090,0.000000,46.773830,0.000000,0.000000,1.110127,10.661837,0.000000,40.584386,0.000000,0.000000,13.916177,0.000000,36.418010,62.541305,35.282808,4.068498,0.000000,0.000000,21.482687,0.000000,25.626012,17.436898,80.560066,0.000000,1.657536,0.000000,22.875326,4.072013,0.000000,29.710734,12.349750,0.000000,123.684601,139.725649,117.887847,3.358207,0.000000,45.735721,16.008598,363.885132,1.311170,588.037638,5.081459,1.693819,141.748509,1.788485,328.228538,0.000000,3.434338,0.000000,0.000000,3.938161,0.929022,0.87,1.76,2.76,1.94,1.866966,2.839546,0.19,2.270088,3.64,1.283197,0.000000,7.66,0.000000,1.87,1.874035,0.000000,0.84,0.000000,3.44,1.853390,2.10,1.78,2.566393,0.000000,0.00,0.24,4.106229,1.097871,0.000000,8.98,1.269510,0.88,0,0,0,0,0

10,02:15-02:30,8.798246,0.000000,12.621308,1.034894,0.000000,0.000000,0.000000,92.331090,0.000000,46.773830,0.000000,0.000000,1.110127,10.661837,0.000000,40.584386,0.000000,0.000000,13.916177,0.000000,36.418010,62.541305,35.282808,4.068498,0.000000,0.000000,21.482687,0.000000,25.604570,17.436898,80.560066,0.000000,1.657536,0.000000,22.875326,4.072013,0.000000,29.710734,13.817414,0.000000,123.684601,139.725649,117.887847,3.358207,0.000000,45.735721,16.008598,363.884681,1.311170,588.037638,5.081459,1.693819,141.748509,1.788485,328.228538,0.000000,1.717168,0.000000,0.000000,3.938161,0.929022,0.87,1.76,2.76,1.94,1.866966,2.839546,0.19,2.270088,3.64,1.283197,0.000000,7.66,0.000000,1.87,1.874035,0.000000,0.84,0.000000,3.44,1.853390,2.10,1.78,2.566393,0.000000,0.00,0.24,4.106229,1.097871,0.000000,8.98,1.269510,0.88,0,0,0,0,0

11,02:30-02:45,8.798246,0.000000,12.621308,1.034894,0.000000,0.000000,0.000000,92.331090,0.000000,47.836872,0.000000,0.000000,1.110127,10.661837,0.000000,40.584386,0.000000,0.000000,14.217145,0.000000,36.418010,62.541305,29.649418,4.068498,0.000000,0.000000,21.482687,0.000000,31.159155,17.436898,80.560066,0.000000,1.657536,0.000000,28.230302,4.072013,0.000000,29.710734,13.155746,0.000000,123.684601,139.725649,117.887847,3.358207,0.000000,45.735721,16.008598,363.885132,1.311170,588.037638,5.081459,1.693819,141.748509,1.788485,328.228538,0.000000,0.000000,0.000000,0.000000,3.938161,0.929022,0.87,1.78,2.76,1.94,1.866966,2.839546,0.19,2.270088,3.64,1.283197,0.000000,7.66,0.000000,1.87,1.874035,0.000000,0.84,0.000000,3.44,1.853390,2.10,1.78,2.566393,0.000000,0.00,0.24,4.106229,1.097871,0.000000,8.98,1.269510,0.88,0,0,0,0,0

12,02:45-03:00,8.798246,0.000000,12.621308,1.034894,0.000000,0.000000,0.000000,92.331090,0.000000,47.836872,0.000000,0.000000,1.110127,10.661837,0.000000,40.584386,0.000000,0.000000,14.217145,0.000000,36.418010,62.541305,29.649418,4.068498,0.000000,0.000000,21.482687,0.000000,31.159155,17.436898,80.560066,0.000000,1.657536,0.000000,28.230302,4.072013,0.000000,29.710734,14.141184,0.000000,123.684601,139.725649,117.887847,3.358207,0.000000,45.735721,16.008598,363.884681,1.311170,588.037638,5.081459,1.693819,141.748509,1.788485,328.228538,0.000000,0.000000,0.000000,0.000000,3.938161,0.929022,0.87,1.78,2.76,1.94,1.866966,2.839546,0.19,2.270088,3.64,1.283197,0.000000,7.66,0.000000,1.87,1.874035,0.000000,0.84,0.000000,3.44,1.853390,2.10,1.78,2.566393,0.000000,0.00,0.24,4.106229,1.097871,0.000000,8.98,1.269510,0.88,0,0,0,0,0

13,03:00-03:15,8.798246,0.000000,12.621308,1.034894,0.000000,0.000000,0.000000,92.331090,0.000000,46.773830,0.000000,0.000000,1.110127,10.656801,0.000000,40.584386,0.000000,0.000000,14.072350,0.000000,36.418010,62.541305,29.649418,4.068498,0.000000,0.000000,21.482687,0.000000,31.159155,17.436898,59.301159,0.000000,1.657536,0.000000,28.230302,4.072013,0.000000,29.710734,14.443459,0.000000,123.684601,139.725649,117.887847,3.358207,0.000000,45.735721,16.008598,363.759006,1.311170,588.037638,5.081459,1.693819,141.748509,1.788485,328.228538,0.000000,0.000000,0.000000,0.000000,3.938161,0.929022,0.87,1.78,2.76,1.94,1.866966,2.839546,0.19,2.270088,3.64,1.283197,0.000000,7.66,0.000000,1.87,1.874035,0.000000,0.88,0.000000,3.44,1.853390,2.10,1.78,2.566393,0.000000,0.00,0.24,4.106229,1.097871,0.000000,8.98,1.269510,0.88,0,0,0,0,0

14,03:15-03:30,8.798246,0.000000,12.621308,1.034894,0.000000,0.000000,0.000000,92.331090,0.000000,46.773830,0.000000,0.000000,1.110127,10.656801,0.000000,40.584386,0.000000,0.000000,14.072350,0.000000,36.418010,62.541305,29.649418,4.068498,0.000000,0.000000,21.482687,0.000000,31.159155,17.436898,59.301159,0.000000,1.657536,0.000000,28.230302,4.072013,0.000000,29.710734,14.443459,0.000000,123.684601,139.725649,117.887847,3.358207,0.000000,45.735721,16.008598,363.758526,1.311170,588.037638,5.081459,1.693819,141.748509,1.788485,328.228538,0.000000,0.000000,0.000000,0.000000,3.938161,0.929022,0.87,1.78,2.76,1.94,1.866966,2.839546,0.19,2.270088,3.64,1.283197,0.000000,7.66,0.000000,1.87,1.874035,0.000000,0.88,0.000000,3.44,1.853390,2.10,1.78,2.566393,0.000000,0.00,0.24,4.106229,1.097871,0.000000,8.98,1.269510,0.88,0,0,0,0,0

15,03:30-03:45,8.798246,0.000000,12.621308,1.034894,0.000000,0.000000,0.000000,92.331090,0.000000,46.773830,0.000000,0.000000,1.110127,10.661837,0.000000,40.584386,0.000000,0.000000,14.214123,0.000000,36.418010,62.541305,29.649418,4.068498,0.000000,0.000000,21.482687,0.000000,31.159155,17.436898,59.301159,0.000000,1.657536,0.000000,28.230302,4.072013,0.000000,29.710734,14.443459,0.000000,123.684601,139.725649,117.887847,3.358207,0.000000,45.735721,16.008598,363.885132,1.311170,588.037638,5.081459,1.693819,141.748509,1.788485,328.228538,0.000000,0.000000,0.000000,0.000000,3.938161,0.929022,0.87,1.78,2.76,1.94,1.866966,2.839546,0.19,2.270088,3.64,1.283197,0.000000,7.66,0.000000,1.87,1.874035,0.000000,0.88,0.000000,3.44,1.853390,2.10,1.78,2.566393,0.000000,0.00,0.24,4.106229,1.097871,0.000000,8.98,1.269510,0.93,0,0,0,0,0

16,03:45-04:00,8.798246,0.000000,12.621308,1.034894,0.000000,0.000000,0.000000,92.331090,0.000000,46.773830,0.000000,0.000000,1.110127,9.875972,0.000000,40.584386,0.000000,0.000000,13.015364,0.000000,36.418010,62.541305,29.649418,4.068498,0.000000,0.000000,21.482687,0.000000,23.011396,17.436898,59.301159,0.000000,1.657536,0.000000,22.875326,4.072013,0.000000,29.710734,14.443459,0.000000,123.684601,98.917947,117.887847,3.358207,0.000000,45.735721,16.008598,363.758526,1.311170,588.037638,5.081459,1.693819,141.748509,1.788485,328.228538,0.000000,0.000000,0.000000,0.000000,3.938161,0.929022,0.87,1.78,2.76,1.94,1.866966,2.839546,0.19,2.270088,3.64,1.283197,0.000000,7.66,0.000000,1.87,1.874035,0.000000,0.88,0.000000,3.44,1.853390,2.10,1.78,2.566393,0.000000,0.00,0.24,4.106229,1.097871,0.000000,8.98,1.269510,0.94,0,0,0,0,0

17,04:00-04:15,8.798246,0.000000,12.621308,1.034894,0.000000,0.000000,0.000000,92.331090,0.000000,51.025997,0.000000,0.000000,1.110127,9.878883,0.000000,40.584386,0.000000,0.000000,13.639682,0.000000,54.814796,62.541305,29.649418,4.068498,0.000000,0.000000,21.482687,0.000000,30.419070,17.436898,59.301159,0.000000,1.657536,0.000000,28.230302,4.072013,0.000000,29.710734,14.443459,0.000000,123.684601,98.917947,117.887847,3.358207,0.000000,45.735721,16.008598,363.265737,1.311170,588.037638,5.081459,1.693819,141.748509,1.788485,328.228538,0.000000,0.000000,0.000000,0.000000,3.938161,0.929022,0.87,1.78,2.76,1.94,1.866966,2.839546,0.19,2.280406,3.64,1.283197,0.000000,7.66,0.000000,1.87,1.874035,0.000000,0.88,0.000000,3.44,1.853390,2.10,1.78,2.566393,0.000000,0.00,0.24,4.106229,1.097871,0.000000,8.98,1.269510,0.94,0,0,0,0,0

18,04:15-04:30,8.798246,0.000000,12.621308,1.034894,0.000000,0.000000,0.000000,92.331090,0.000000,51.025997,0.000000,0.000000,1.110127,9.878883,0.000000,40.584386,0.000000,0.000000,13.191312,0.000000,54.814796,62.541305,29.649418,4.068498,0.000000,0.000000,21.482687,0.000000,25.421619,17.436898,59.301159,0.000000,1.657536,0.000000,28.230302,4.072013,0.000000,29.710734,14.443459,0.000000,123.684601,98.917947,117.887847,3.358207,0.000000,45.735721,16.008598,363.265132,1.311170,588.037638,5.081459,1.693819,141.748509,1.788485,328.228538,0.000000,0.000000,0.000000,0.000000,3.938161,0.929022,0.87,1.78,2.76,1.94,1.866966,2.839546,0.19,2.280406,3.64,1.283197,0.000000,7.66,0.000000,1.87,1.874035,0.000000,0.88,0.000000,3.44,1.853390,2.10,1.78,2.566393,0.000000,0.00,0.24,4.106229,1.097871,0.000000,8.98,1.269510,0.94,0,0,0,0,0

19,04:30-04:45,8.798246,0.000000,12.621308,1.034894,0.000000,0.000000,0.000000,92.331090,0.000000,46.773830,0.000000,0.000000,1.110127,9.878883,0.000000,40.584386,0.000000,0.000000,13.191312,0.000000,54.814796,62.541305,29.649418,4.068498,0.000000,0.000000,21.482687,0.000000,25.421619,17.436898,59.301159,0.000000,1.657536,0.000000,28.230302,4.072013,0.000000,29.710734,14.443459,0.000000,123.684601,98.917947,117.887847,3.358207,0.000000,45.735721,16.008598,363.265737,1.311170,588.037638,5.081459,1.693819,141.748509,1.788485,328.228538,0.000000,0.000000,0.000000,0.000000,3.938161,0.929022,0.87,1.78,2.76,1.94,1.866966,2.839546,0.19,2.270088,3.64,1.283197,0.000000,7.66,0.000000,1.87,1.874035,0.000000,0.88,0.000000,3.44,1.853390,2.10,1.78,2.566393,0.000000,0.00,0.24,4.106229,1.097871,0.000000,8.98,1.269510,0.94,0,0,0,0,0

20,04:45-05:00,8.798246,0.000000,12.621308,1.034894,0.000000,0.000000,0.000000,92.331090,0.000000,46.773830,0.000000,0.000000,1.110127,9.878883,0.000000,40.584386,0.000000,0.000000,13.191312,0.000000,54.814796,62.541305,29.649418,4.068498,0.000000,0.000000,21.482687,0.000000,25.421619,17.436898,59.301159,0.000000,1.657536,0.000000,28.230302,4.072013,0.000000,29.710734,14.443459,0.000000,123.684601,98.917947,117.887847,3.358207,0.000000,45.735721,16.008598,363.265132,1.311170,588.037638,5.081459,1.693819,141.748509,1.788485,328.228538,0.000000,0.000000,0.000000,0.000000,3.938161,0.929022,0.87,1.78,2.76,1.94,1.866966,2.839546,0.19,2.270088,3.64,1.283197,0.000000,7.66,0.000000,1.87,1.874035,0.000000,0.88,0.000000,3.44,1.853390,2.10,1.78,2.566393,0.000000,0.00,0.24,4.106229,1.097871,0.000000,8.98,1.269510,0.88,0,0,0,0,0

21,05:00-05:15,8.798246,0.000000,12.621308,1.034894,0.000000,0.000000,0.000000,92.331090,0.000000,46.773830,0.000000,0.000000,0.000000,9.882384,0.000000,40.584386,0.000000,0.000000,13.507505,0.000000,54.814796,62.541305,35.282808,4.068498,0.000000,0.000000,21.482687,0.000000,25.421619,17.436898,46.993372,0.000000,1.657536,0.000000,28.230302,4.072013,0.000000,29.710734,14.443459,0.000000,123.684601,98.917947,117.887847,3.358207,0.000000,45.735721,16.008598,363.399238,1.311170,588.037638,5.081459,1.693819,141.748509,1.788485,328.228538,0.000000,0.000000,0.000000,0.000000,3.938161,0.929022,0.87,1.78,2.89,1.94,1.866966,2.839546,0.19,2.270088,3.64,1.283197,0.000000,7.66,0.000000,1.87,1.874035,0.000000,0.88,0.000000,3.44,1.853390,2.10,1.78,2.566393,0.000000,0.00,0.24,4.106229,1.097871,0.000000,4.81,1.269510,0.88,0,0,0,0,0

22,05:15-05:30,8.798246,0.000000,12.621308,1.034894,0.000000,0.000000,0.000000,92.331090,0.000000,46.773830,0.000000,0.000000,0.000000,9.882384,0.000000,40.584386,0.000000,0.638700,13.507505,0.000000,54.814796,62.541305,35.282808,4.068498,0.000000,0.000000,21.482687,0.000000,25.421619,17.436898,46.993372,0.000000,1.657536,0.000000,28.230302,4.072013,20.715561,29.710734,14.443459,0.000000,123.684601,98.917947,117.887847,3.358207,0.000000,45.735721,16.008598,363.398668,1.311170,588.037638,5.081459,1.693819,141.748509,1.788485,328.228538,0.000000,1.717168,0.000000,0.000000,3.938161,0.929022,0.87,1.78,2.92,1.94,1.866966,2.839546,0.19,2.270088,3.64,1.283197,0.000000,7.66,0.000000,1.87,1.874035,0.000000,0.88,0.000000,3.44,1.853390,2.10,1.78,2.566393,0.000000,0.00,0.24,4.106229,1.097871,0.000000,4.81,1.269510,0.88,0,0,0,0,0

23,05:30-05:45,8.798246,0.000000,12.621308,1.034894,0.000000,0.000000,0.000000,92.331090,0.000000,46.773830,0.000000,0.000000,0.000000,9.860106,0.000000,40.584386,0.000000,1.277401,12.368268,0.000000,54.814796,62.541305,30.390654,4.068498,0.000000,0.000000,21.482687,0.000000,25.421619,17.436898,46.993372,0.000000,1.657536,0.000000,28.230302,4.072013,41.431122,29.710734,14.443459,0.000000,123.684601,98.917947,117.887847,3.358207,0.000000,45.735721,16.008598,362.927508,1.311170,588.037638,5.081459,1.693819,141.748509,1.788485,328.228538,0.000000,3.434338,0.000000,0.000000,3.938161,0.929022,0.87,1.78,2.92,1.94,1.866966,2.839546,0.19,2.270088,3.64,1.283197,0.000000,7.66,0.000000,1.87,1.874035,0.000000,0.88,0.000000,3.44,1.853390,2.10,1.78,2.566393,0.000000,0.00,0.24,4.106229,1.097871,0.000000,4.81,1.269510,0.88,0,0,0,0,0

24,05:45-06:00,8.798246,0.000000,12.621308,1.034894,0.000000,0.000000,0.000000,92.331090,0.000000,46.773830,10.068264,0.000000,0.000000,9.860106,0.000000,40.584386,0.000000,2.075777,12.368268,0.000000,54.814796,62.541305,30.390654,4.068498,0.000000,0.000000,21.482687,0.000000,25.421619,17.436898,46.993372,0.000000,1.657536,0.000000,28.230302,4.072013,67.325573,29.710734,14.443459,0.000000,123.684601,98.917947,117.887847,3.358207,0.000000,45.735721,16.008598,362.926816,1.311170,588.037638,5.081459,1.693819,141.748509,1.788485,328.228538,0.000000,3.434338,0.000000,0.000000,3.938161,0.929022,0.89,1.78,2.92,1.94,1.866966,2.839546,0.19,2.270088,3.64,1.283197,0.000000,7.66,0.000000,1.87,1.874035,0.000000,0.88,0.000000,3.44,1.853390,2.10,1.78,2.566393,0.000000,0.00,0.24,4.106229,1.097871,0.000000,4.81,1.269510,0.91,0,0,0,0,0

25,06:00-06:15,8.798246,0.000000,12.621308,1.034894,0.000000,0.000000,0.000000,92.331090,0.000000,46.773830,20.136529,0.000000,0.000000,5.957559,0.000000,40.584386,0.000000,2.703072,8.790892,0.000000,54.814796,62.541305,30.390654,4.068498,0.000000,0.000000,21.482687,0.000000,25.421619,17.436898,45.874482,0.000000,1.657536,0.000000,28.230302,4.072013,88.041134,29.710734,14.443459,0.000000,123.684601,98.917947,117.887847,3.358207,0.000000,45.735721,16.008598,347.908384,1.311170,588.037638,5.081459,1.693819,141.748509,1.788485,328.228538,0.000000,2.775223,0.000000,0.000000,3.938161,0.929022,0.90,1.78,2.92,1.94,1.866966,2.839546,0.19,2.270088,3.64,1.283197,0.000000,7.66,0.000000,1.87,1.874035,0.000000,0.88,0.000000,3.44,1.853390,2.10,1.78,2.566393,0.000000,0.00,0.24,4.106229,1.097871,0.000000,3.56,1.269510,0.91,0,0,0,0,0

26,06:15-06:30,8.798246,0.000000,12.621308,1.034894,0.000000,0.000000,0.000000,92.331090,0.000000,46.773830,30.204793,0.000000,0.000000,7.940555,0.000000,40.584386,0.000000,3.147881,8.790892,0.000000,54.814796,62.541305,30.390654,4.068498,0.000000,0.000000,21.482687,0.000000,25.421619,17.436898,45.874482,0.000000,1.657536,0.000000,28.230302,4.072013,102.334871,29.710734,14.443459,0.000000,123.684601,98.917947,117.887847,3.358207,0.000000,45.735721,16.008598,347.908384,1.311170,493.199884,5.081459,1.693819,141.748509,1.788485,328.228538,0.000000,3.434338,0.000000,0.000000,3.938161,0.929022,0.90,1.78,2.92,1.94,1.866966,2.839546,0.19,2.270088,3.64,1.283197,0.000000,7.66,0.000000,1.87,1.874035,0.000000,0.88,0.000000,3.44,1.853390,2.10,1.78,2.566393,0.000000,0.00,0.24,4.106229,1.097871,0.000000,0.00,1.269510,0.91,0,0,0,0,0

