Block,Time Block,CHAMERA1,CHAMERA3,BSIUL,BRBCL,CHAMERA2,DHAULIGNGA,DADRT2,FSTPP I & II,DULHASTI,KGSU1AND2,JHAJJAR,KGSU3AND4,KHSTPP-II,KHSTPP-I,KISHANGANGA,KUDGI,KKNPPU2,KKNP,KOTESHWR,KOLDAM,NNTPP,NTPL,NLCTS2EXP,NAPP,MAPS,NLCEXP,NJPC,NLCIIST2,NLCIIST1,RSTPSU7,SASAN,SALAL,SEWA2,PARBATI2,RAPPB,RAMPUR,PARBATI3,RIHAND2,RSTPSU1TO6,RAPPD,RIHAND3,RAPPC,RIHAND1,TelanganaSTPP,TEHRI,TEHRIPSP,SINGRAULI,SIMHST1,SINGRAULI_HYDRO,SIMHST2,TALA,TANAKPUR,TANDA2,TALST2,UNCHAHAR2,UNCHAHAR1,VALLURNTECL,UNCHAHAR3,URI2,URI,UNCHAHAR4,ANTA_GF,ANTA_CRF,ANTA_RF,ANTA_LF,AURY_CRF,AURY_GF,AURY_RF,DADRI_LF,AURY_LF,DADRI_GF,DADRI_CRF,DADRI_RF,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
6,01:15-01:30,40.57,32.67,12.55,13.22,45.35,40.87,51.43,14.1,53.87,0,126.15,0,142.74,37.77,6.79,0,0,0,19.53,8.3,0,0,0,23.7,0,0,169.2,0,0,0,330.25,82.21,0,0,0,5.49,31.48,120.57,0,23.42,125.93,62.97,94.63,0,48.68,68.06,144.44,0,1,0,28.02,12.33,2.94,0,31.44,14.69,0,19.58,24,34.01,3.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

7,01:30-01:45,40.57,32.67,12.55,13.22,45.35,40.87,51.43,14.1,53.87,0,126.15,0,142.74,37.77,6.79,0,0,0,19.53,8.3,0,0,0,23.7,0,0,169.2,0,0,0,330.25,82.21,0,0,0,5.49,31.48,120.57,0,23.42,125.93,62.97,94.63,0,48.68,0,144.44,0,1,0,28.02,12.33,2.94,0,31.44,14.69,0,19.58,24,34.01,3.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

8,01:45-02:00,40.57,32.67,12.55,13.22,45.35,40.87,51.43,14.1,53.87,0,126.15,0,142.74,37.77,6.79,0,0,0,19.53,8.3,0,0,0,23.7,0,0,169.2,0,0,0,330.25,82.21,0,0,0,5.49,31.48,120.57,0,23.42,125.93,62.97,94.63,0,48.68,0,144.44,0,1,0,28.02,12.33,2.94,0,31.44,14.69,0,19.58,24,34.01,3.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

9,02:00-02:15,40.57,32.67,12.55,13.22,45.35,40.87,50.46,14.1,53.87,0,124.33,0,141.7,37.77,6.79,0,0,0,19.53,8.3,0,0,0,23.7,0,0,169.2,0,0,0,330.25,82.21,0,0,0,5.49,31.48,120.57,0,23.42,125.93,62.97,94.63,0,48.68,0,144.44,0,1,0,28.02,12.33,2.94,0,26.95,12.42,0,16.44,24,34.01,2.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

10,02:15-02:30,40.57,32.67,12.55,13.22,45.35,40.87,50.46,14.1,53.87,0,124.33,0,130.98,37.77,6.79,0,0,0,19.53,8.3,0,0,0,23.7,0,0,169.2,0,0,0,330.25,82.21,0,0,0,5.49,21.46,120.57,0,23.42,125.93,62.97,94.63,0,48.68,0,144.44,0,1,0,28.02,12.33,2.94,0,26.95,12.42,0,16.44,24,34.01,2.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

11,02:30-02:45,40.57,32.67,12.55,13.22,45.35,40.87,50.46,14.1,53.87,0,124.33,0,129.96,37.77,6.79,0,0,0,19.53,8.3,0,0,0,23.7,0,0,169.2,0,0,0,330.25,82.21,0,0,0,5.49,21.46,120.57,0,23.42,125.93,62.97,94.63,0,48.68,0,144.44,0,1,0,28.02,12.33,2.94,0,26.95,12.42,0,16.44,24,31.88,2.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

12,02:45-03:00,40.57,32.67,12.55,13.71,45.35,40.87,50.46,14.1,53.87,0,124.33,0,129.35,37.77,6.79,0,0,0,19.53,8.3,0,0,0,23.7,0,0,169.2,0,0,0,330.25,82.21,0,0,0,5.49,21.46,120.57,0,23.42,125.93,62.97,94.63,0,48.68,0,144.44,0,1,0,28.02,12.33,2.94,0,26.95,12.42,0,16.44,24,31.88,2.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

13,03:00-03:15,40.57,32.67,12.55,14.76,45.35,40.87,50.46,14.1,53.87,0,124.33,0,128.18,37.77,6.79,0,0,0,19.53,8.3,0,0,0,23.7,0,0,169.2,0,0,0,330.25,77.73,0,0,0,5.49,21.46,120.57,0,23.42,125.93,62.97,94.63,0,48.68,0,144.44,0,1,0,28.02,11.46,2.94,0,26.95,12.42,0,16.44,24,31.88,2.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

14,03:15-03:30,40.57,32.67,12.55,15.68,45.35,40.87,50.46,14.1,53.87,0,124.33,0,127.81,37.77,6.79,0,0,0,19.53,8.3,0,0,0,23.7,0,0,169.2,0,0,0,330.25,77.73,0,0,0,5.49,30.05,120.57,0,23.42,125.93,62.97,94.63,0,48.68,0,144.44,0,1,0,28.02,11.46,2.94,0,26.95,12.42,0,16.44,24,31.88,2.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

15,03:30-03:45,40.57,32.67,12.55,15.3,45.35,40.87,50.46,14.1,53.87,0,124.33,0,126.75,37.77,6.79,0,0,0,19.53,8.3,0,0,0,23.7,0,0,169.2,0,0,0,330.25,77.73,0,0,0,5.49,30.05,120.57,0,23.42,125.93,62.97,94.63,0,48.68,0,144.44,0,1,0,28.02,11.46,2.94,0,26.95,12.42,0,16.44,37.51,31.88,2.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

16,03:45-04:00,40.57,32.67,12.55,16.58,45.35,40.87,50.46,14.1,53.87,0,124.33,0,126.39,37.77,6.79,0,0,0,19.53,8.3,0,0,0,23.7,0,0,169.2,0,0,0,330.25,77.73,0,0,0,5.49,30.05,120.57,0,23.42,125.93,62.97,94.63,0,48.68,0,144.44,0,1,0,28.02,11.46,2.94,0,26.95,12.42,0,16.44,37.51,31.88,2.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

17,04:00-04:15,40.57,32.67,6.28,17.16,45.35,40.87,50.46,16.86,53.87,0,124.33,0,142.74,43.82,6.79,0,0,0,9.76,8.3,0,0,0,23.7,0,0,169.2,0,0,0,330.25,77.73,0,0,0,5.49,21.46,120.57,0,23.42,125.93,62.97,94.63,0,48.68,0,144.44,0,1,0,28.02,11.46,2.94,0,26.76,12.28,0,16.44,37.51,31.88,2.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

18,04:15-04:30,40.57,32.67,6.28,18.71,45.35,40.87,50.46,16.86,53.87,0,124.33,0,142.74,43.82,6.79,0,0,0,9.76,8.3,0,0,0,23.7,0,0,169.2,0,0,0,330.25,77.73,0,0,0,5.49,21.46,120.57,0,23.42,125.93,62.97,94.63,0,48.68,0,144.44,0,1,0,28.02,11.46,2.94,0,26.76,12.28,0,16.44,37.51,31.88,2.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

19,04:30-04:45,40.57,32.67,6.28,19.51,45.35,40.87,50.46,14.1,53.87,0,124.33,0,142.74,37.77,6.79,0,0,0,9.76,8.3,0,0,0,23.7,0,0,169.2,0,0,0,259.88,77.73,0,0,0,5.49,21.46,120.57,0,23.42,125.93,62.97,94.63,0,48.68,0,144.8,0,1,0,27.73,11.46,2.94,0,26.58,12.16,0,16.44,24,31.88,2.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

20,04:45-05:00,40.57,32.67,6.28,20.38,45.35,40.87,50.46,14.1,53.87,0,124.33,0,142.74,37.77,6.79,0,0,0,9.76,8.3,0,0,0,23.7,0,0,169.2,0,0,0,259.88,77.73,0,0,0,5.49,21.46,120.57,0,23.42,125.93,62.97,94.63,0,48.68,0,144.8,0,1,0,27.73,11.46,2.94,0,26.58,12.16,0,16.44,24,31.88,2.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

21,05:00-05:15,40.57,32.67,6.28,22.56,45.35,40.87,115.71,10.71,53.87,0,124.33,0,142.74,29.11,6.79,0,0,0,9.76,8.3,0,0,0,23.7,0,0,169.2,0,0,0,259.88,77.73,0,0,0,5.49,21.46,120.57,0,23.42,125.93,62.97,94.63,0,48.68,0,144.8,0,1.02,0,27.73,11.46,2.94,0,26.58,12.16,0,16.44,24,31.88,2.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

22,05:15-05:30,40.57,32.67,6.28,22.59,45.35,40.87,50.49,10.71,53.87,0,124.33,0,142.74,29.11,6.79,0,0,0,9.76,8.3,0,0,0,23.7,0,0,169.2,0,0,0,259.88,77.73,0,0,0,5.49,21.46,120.57,0,23.42,125.93,62.97,94.63,0,48.68,0,144.8,0,1.02,0,27.73,11.46,2.94,0,26.58,12.16,0,16.44,24,31.88,2.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

23,05:30-05:45,40.57,32.67,6.28,24.05,45.35,40.87,50.49,10.71,53.87,0,124.33,0,142.74,29.11,6.79,0,0,0,9.76,8.3,0,0,0,23.7,0,0,169.2,0,0,0,259.88,77.73,0,0,0,5.49,21.46,120.57,0,23.42,125.93,62.97,94.63,0,48.68,0,144.8,0,1.02,0,28.12,11.46,2.94,0,26.43,12.03,0,16.44,24,31.88,2.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

24,05:45-06:00,40.57,32.67,6.28,19.89,45.35,40.87,50.49,10.71,53.87,0,124.33,0,142.74,29.11,6.79,0,0,0,9.76,8.3,0,0,0,23.7,0,0,169.2,0,0,0,259.88,77.73,0,0,0,5.49,21.46,120.57,0,23.42,125.93,62.97,94.63,0,36.51,0,144.8,0,1.02,0,28.12,11.46,2.94,0,26.43,12.03,0,16.44,24,31.88,2.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

25,06:00-06:15,40.57,32.67,6.28,19.11,45.35,40.87,50.49,10.71,53.87,0,124.33,0,142.74,29.11,6.79,0,0,0,9.76,8.3,0,0,0,23.7,0,0,169.2,0,0,0,259.88,77.73,0,0,0,5.49,21.46,120.57,0,23.42,125.93,62.97,94.63,0,36.51,0,144.8,0,1.02,0,28.12,11.46,2.94,0,26.43,12.03,0,16.44,24,31.88,2.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

26,06:15-06:30,40.57,32.67,6.28,23.35,45.35,40.87,50.49,10.71,53.87,0,124.33,0,142.74,35.15,6.79,0,0,0,9.76,8.3,0,0,0,23.7,0,0,169.2,0,0,0,259.88,77.73,0,0,0,5.49,21.46,120.57,0,23.42,125.93,62.97,94.63,0,36.51,0,144.8,0,1.02,0,28.12,11.46,2.94,0,26.43,12.03,0,16.44,24,31.88,2.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

27,06:30-06:45,40.57,32.67,12.55,24.05,45.35,40.87,50.49,10.71,53.87,0,124.33,0,142.74,31.7,6.79,0,0,0,9.76,8.3,0,0,0,23.7,0,0,169.2,0,0,0,259.88,77.73,0,0,0,5.49,21.46,120.57,0,23.42,125.93,62.97,94.63,0,36.51,0,144.8,0,1.02,0,27.59,11.46,2.94,0,26.43,12.03,0,16.44,37.51,50.4,2.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

28,06:45-07:00,40.57,32.67,12.55,21.02,45.35,40.87,50.49,10.71,53.87,0,124.33,0,131.37,29.11,6.79,0,0,0,9.76,8.3,0,0,0,23.7,0,0,169.2,0,0,0,259.88,77.73,0,0,0,5.49,21.46,120.57,0,23.42,125.93,62.97,94.63,0,36.51,0,144.8,0,1.02,0,27.59,11.46,2.94,0,26.43,12.03,0,16.44,37.51,50.4,2.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

29,07:00-07:15,40.57,32.67,12.55,21.7,45.35,40.87,50.49,13.29,53.87,0,124.33,0,131.84,29.11,6.79,0,0,0,9.76,8.3,0,0,0,23.7,0,0,169.2,0,0,0,259.88,77.73,0,0,0,5.49,21.46,120.57,0,23.42,125.93,62.97,94.63,0,24.34,0,144.8,0,1.02,0,28.63,11.46,4.41,0,26.43,13.06,0,16.44,37.51,50.4,2.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

30,07:15-07:30,40.57,32.67,12.55,21.63,45.35,40.87,50.49,13.29,53.87,0,124.33,0,131.66,29.11,6.79,0,0,0,9.76,8.3,0,0,0,23.7,0,0,169.2,0,0,0,259.88,77.73,0,0,0,5.49,21.46,120.57,0,23.42,125.93,62.97,94.63,0,12.17,0,144.8,0,1.02,0,28.63,11.46,4.41,0,26.43,13.06,0,16.44,37.51,50.4,2.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

31,07:30-07:45,40.57,32.67,12.55,20.22,45.35,40.87,50.49,13.29,53.87,0,124.33,0,119.83,29.11,6.79,0,0,0,9.76,8.3,0,0,0,23.7,0,0,169.2,0,0,0,259.88,77.73,0,0,0,5.49,21.46,120.57,0,23.42,125.93,62.97,94.63,0,0,0,144.8,0,1.02,0,28.02,11.46,4.41,0,25.75,12.51,0,16.44,27.01,34.01,2.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

32,07:45-08:00,27.05,32.67,12.55,19.51,45.35,40.87,50.49,13.29,53.87,0,124.33,0,103.45,29.11,6.79,0,0,0,9.76,8.3,0,0,0,23.7,0,0,169.2,0,0,0,259.88,77.73,0,0,0,5.49,21.46,120.57,0,23.42,125.93,62.97,94.63,0,0,0,144.8,0,1.02,0,28.02,11.46,4.41,0,25.75,12.51,0,16.44,27.01,34.01,2.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

33,08:00-08:15,13.52,32.67,0,20.4,45.35,40.87,50.49,13.29,53.87,0,124.33,0,132.27,29.11,6.79,0,0,0,9.76,8.3,0,0,0,23.7,0,0,169.2,0,0,0,267.3,77.73,0,0,0,5.49,21.46,120.57,0,23.42,125.93,62.97,94.63,0,0,0,144.8,0,1.02,0,28.07,11.46,4.41,0,30.26,13.06,0,16.44,27.01,34.01,2.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

34,08:15-08:30,0,32.67,0,21.12,45.35,40.87,50.49,13.29,53.87,0,124.33,0,132.96,29.11,6.79,0,0,0,9.76,8.3,0,0,0,23.7,0,0,169.2,0,0,0,268.71,77.73,0,0,0,5.49,21.46,120.57,0,23.42,125.93,62.97,94.63,0,0,0,144.8,0,1.02,0,29.83,11.46,4.41,0,30.26,13.06,0,16.44,27.01,34.01,2.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

35,08:30-08:45,0,32.67,0,20.41,45.35,40.87,50.49,13.29,53.87,0,124.33,0,133.6,29.11,6.79,0,0,0,9.76,8.3,0,0,0,23.7,0,0,169.2,0,0,0,268.71,77.73,0,0,0,5.49,21.46,120.57,0,23.42,125.93,62.97,94.63,0,0,0,144.8,0,1.04,0,29.83,11.46,4.41,0,30.26,13.06,0,16.44,27.01,38.26,2.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

36,08:45-09:00,0,32.67,0,19.83,45.35,40.87,50.49,13.29,53.87,0,124.33,0,133.6,29.11,6.79,0,0,0,9.76,8.3,0,0,0,23.7,0,0,169.2,0,0,0,268.71,77.73,0,0,0,5.49,21.46,120.57,0,23.42,125.93,62.97,94.63,0,0,0,144.8,0,1.04,0,29.83,11.46,4.41,0,30.26,13.06,0,16.44,27.01,38.26,2.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

37,09:00-09:15,0,32.67,0,19.95,45.35,40.87,50.49,13.29,53.87,0,124.33,0,142.74,37.77,6.79,0,0,0,9.76,8.3,0,0,0,23.7,0,0,169.2,0,0,0,268.71,77.73,0,0,0,5.49,21.46,120.57,0,23.42,125.93,62.97,94.63,0,0,0,144.8,0,1.04,0,29.83,11.46,4.41,0,30.26,13.06,0,16.44,27.01,38.26,2.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

38,09:15-09:30,0,32.67,0,21.34,45.35,40.87,8.14,13.29,53.87,0,123.43,0,142.74,37.77,6.79,0,0,0,9.76,8.3,0,0,0,23.7,0,0,169.2,0,0,0,268.71,77.73,0,0,0,5.49,21.46,120.57,0,23.42,125.93,62.97,94.63,0,0,0,144.8,0,1.04,0,29.83,11.46,4.41,0,24.44,10.76,0,14.29,27.01,38.26,2.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

39,09:30-09:45,0,32.67,0,20.9,45.35,40.87,8.14,17.26,53.87,0,123.43,0,142.74,37.77,6.79,0,0,0,9.76,8.3,0,0,0,23.7,0,0,169.2,0,0,0,268.71,77.73,0,0,0,5.49,21.46,120.57,0,23.42,125.93,31.41,94.63,0,0,0,144.8,0,1.04,0,29.83,11.46,5.34,0,24.44,10.76,0,14.29,27.01,50.4,2.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

40,09:45-10:00,0,32.67,0,21.02,45.35,40.87,8.14,17.26,53.87,0,123.43,0,142.74,37.77,6.79,0,0,0,9.76,8.3,0,0,0,23.7,0,0,169.2,0,0,0,268.71,77.73,0,0,0,5.49,21.46,120.57,0,23.42,125.93,31.41,94.63,0,0,0,144.8,0,1.04,0,30.11,11.46,5.34,0,24.44,10.76,0,14.29,27.01,50.4,2.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

41,10:00-10:15,0,32.67,0,21.43,45.35,40.87,8.14,17.26,53.87,0,123.43,0,142.74,37.77,6.79,0,0,0,9.76,8.3,0,0,0,23.7,0,0,169.2,0,0,0,268.71,77.73,0,0,0,5.49,21.46,120.57,0,23.42,125.93,31.41,94.63,0,0,0,144.8,0,1.04,0,30.5,11.46,5.34,0,24.44,10.76,0,14.29,27.01,50.4,2.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

42,10:15-10:30,0,32.67,0,18.41,45.35,40.87,8.14,20.02,53.87,0,123.43,0,142.74,43.82,6.79,0,0,0,9.76,8.3,0,0,0,23.7,0,0,169.2,0,0,0,268.71,77.73,0,0,0,5.49,21.46,120.57,0,23.42,125.93,31.41,94.63,0,0,0,144.8,0,1.04,0,30.5,11.46,5.34,0,24.44,10.76,0,14.29,27.01,50.4,2.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

43,10:30-10:45,0,32.67,0,16.37,45.35,40.87,8.14,20.02,53.87,0,123.43,0,142.74,43.82,6.79,0,0,0,9.76,8.3,0,0,0,23.7,0,0,169.2,0,0,0,268.71,77.73,0,0,0,5.49,21.46,120.57,0,23.42,125.93,31.41,94.63,0,0,0,144.8,0,1.04,0,30.5,11.46,5.34,0,24.44,10.76,0,14.29,37.51,29.75,3.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

44,10:45-11:00,0,32.67,0,15.48,45.35,40.87,8.14,20.02,53.87,0,123.43,0,142.74,43.82,6.79,0,0,0,9.76,8.3,0,0,0,23.7,0,0,169.2,0,0,0,268.71,77.73,0,0,0,5.49,21.46,120.57,0,23.42,125.93,31.41,94.63,0,0,0,144.8,0,1.04,0,30.5,11.46,5.34,0,24.44,10.76,0,14.29,37.51,29.75,3.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

45,11:00-11:15,0,32.67,0,16.42,45.35,40.87,8.14,20.02,53.87,0,123.43,0,142.74,43.82,6.79,0,0,0,9.76,8.3,0,0,0,23.7,0,0,169.2,0,0,0,268.71,77.73,0,0,0,5.49,21.46,120.57,0,23.42,125.93,31.41,94.63,0,0,0,144.8,0,1.04,0,30.5,11.46,5.34,0,24.44,10.76,0,14.29,30,37.19,3.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

46,11:15-11:30,0,32.67,0,16.47,45.35,40.87,8.14,20.02,53.87,0,123.43,0,142.74,43.82,6.79,0,0,0,9.76,8.3,0,0,0,23.7,0,0,169.2,0,0,0,268.71,77.73,0,0,0,5.49,21.46,120.57,0,23.42,125.93,31.41,94.63,0,0,0,144.8,0,1.04,0,30.5,11.46,5.34,0,24.44,10.76,0,14.29,30,34.01,3.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

47,11:30-11:45,0,32.67,0,17.26,45.35,40.87,8.14,20.02,53.87,0,123.43,0,142.74,43.82,6.79,0,0,0,9.76,8.3,0,0,0,23.7,0,0,169.2,0,0,0,268.71,77.73,0,0,0,5.49,17.88,120.57,0,23.42,125.93,31.41,94.63,0,0,0,144.8,0,1.04,0,30.5,11.46,5.34,0,24.44,10.76,0,14.29,27.01,34.01,3.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

48,11:45-12:00,0,32.67,0,19.23,45.35,40.87,8.14,20.02,53.87,0,123.43,0,142.74,43.82,6.79,0,0,0,9.76,8.3,0,0,0,23.7,0,0,169.2,0,0,0,268.71,77.73,0,0,0,5.49,17.88,120.57,0,23.42,125.93,31.41,94.63,0,0,0,144.8,0,1.04,0,30.5,11.46,5.34,0,24.44,10.76,0,14.29,27.01,34.01,3.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

49,12:00-12:15,0,32.67,0,21.9,45.35,40.87,8.14,17.28,53.87,0,123.43,0,142.74,43.82,6.79,0,0,0,9.76,8.3,0,0,0,23.7,0,0,169.2,0,0,0,268.71,77.73,0,0,0,5.49,17.88,120.57,0,23.42,125.93,31.41,94.63,0,0,0,145.02,0,1.04,0,30.66,11.46,5.34,0,24.44,10.76,0,14.29,27.01,34.01,3.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

50,12:15-12:30,0,32.67,0,21.18,45.35,40.87,8.14,17.28,53.87,0,123.43,0,142.74,43.82,6.79,0,0,0,9.76,8.3,0,0,0,23.7,0,0,169.2,0,0,0,268.71,77.73,0,0,0,5.49,17.88,120.57,0,23.42,125.93,31.41,94.63,0,0,0,145.02,0,1.04,0,30.66,11.46,5.34,0,24.44,10.76,0,14.29,27.01,34.01,3.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

51,12:30-12:45,0,32.67,0,18.42,45.35,40.87,8.14,17.28,53.87,0,123.43,0,142.74,31.55,6.79,0,0,0,9.76,8.3,0,0,0,23.7,0,0,169.2,0,0,0,268.71,77.73,0,0,0,5.49,21.46,120.57,0,23.42,125.93,31.41,94.63,0,0,0,145.02,0,1.04,0,30.66,11.46,5.34,0,32.14,14.9,0,19.58,24,33.48,3.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

52,12:45-13:00,0,32.67,0,18.83,45.35,40.87,8.14,17.28,53.87,0,123.43,0,142.74,31.55,6.79,0,0,0,9.76,8.3,0,0,0,23.7,0,0,169.2,0,0,0,268.71,77.73,0,0,0,5.49,21.46,120.57,0,23.42,125.93,31.41,94.63,0,0,0,145.02,0,1.04,0,30.66,11.46,5.34,0,32.14,14.9,0,19.58,24,33.48,3.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

53,13:00-13:15,0,32.67,0,20.3,45.35,40.87,77.92,16.86,53.3,0,126.15,0,142.74,31.55,6.79,0,0,0,9.76,8.3,0,0,0,23.7,0,0,169.2,0,0,0,268.71,77.73,0,0,0,5.49,21.46,120.57,0,23.42,125.93,31.41,94.63,0,0,0,145.02,0,1.04,0,30.22,11.46,5.34,0,37.77,17.67,0,23.08,25.51,34.01,3.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

