Block,Time Block,NLCIIST2,NLCTS2EXP,NNTPP,NLCIIST1,NLCEXP,NJPC,MAPS,NAPP,KUDGI,SASAN,SIMHST1,SALAL,SEWA2,FSTPP I & II,DHAULIGNGA,DULHASTI,RSTPSU7,DADRI_LF,DADRI_GF,DADRI_CRF,DADRI_RF,KKNP,KISHANGANGA,KHSTPP-II,KKNPPU2,KOLDAM,KOTESHWR,KHSTPP-I,KGSU3AND4,ANTA_CRF,ANTA_RF,AURY_LF,ANTA_LF,AURY_GF,ANTA_GF,AURY_CRF,AURY_RF,BSIUL,BRBCL,CHAMERA2,CHAMERA1,KGSU1AND2,JHAJJAR,UNCHAHAR2,URI,UNCHAHAR4,VALLURNTECL,URI2,UNCHAHAR3,RIHAND2,RIHAND1,RSTPSU1TO6,RAPPD,RIHAND3,TANAKPUR,TEHRIPSP,TEHRI,TelanganaSTPP,TANDA2,UNCHAHAR1,TALST2,TALA,SINGRAULI_HYDRO,CHAMERA3,DADRT2,RAPPB,RAMPUR,RAPPC,NTPL,PARBATI2,PARBATI3,SIMHST2,SINGRAULI,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
13,03:00-03:15,0,0,0,0,0,169.07,0,23.18,0,333.26,0,78.23,0,15.43,0,53.26,0,0,0,0,0,0,6.78,142.63,0,8.29,29.27,43.79,0,0,0,0,0,0,0,0,0,12.54,24.04,45.32,31.15,0,278.61,23.8,25.48,3.1,0,20.99,14.65,118.41,89.6,0,23.58,125.84,9.48,0,54.28,0,5.34,11.86,0,19.66,0.92,32.64,58.76,0,5.48,62.78,0,0,18.58,0,141.01,0,0,0,0,0

14,03:15-03:30,0,0,0,0,0,169.07,0,23.18,0,333.26,0,78.23,0,15.43,0,53.26,0,0,0,0,0,0,6.78,142.63,0,8.29,29.27,43.79,0,0,0,0,0,0,0,0,0,12.54,24.04,45.32,31.15,0,206.09,23.8,25.48,3.1,0,20.99,14.65,120.48,94.56,0,23.58,125.84,9.48,0,54.28,0,5.34,11.86,0,19.66,0.92,32.64,51.27,0,5.48,62.78,0,0,18.58,0,141.01,0,0,0,0,0

15,03:30-03:45,0,0,0,0,0,169.07,0,23.18,0,333.26,0,78.23,0,15.43,0,53.26,0,0,0,0,0,0,6.78,142.63,0,8.29,29.27,43.79,0,0,0,0,0,0,0,0,0,12.54,24.04,45.32,31.15,0,206.37,32.11,25.48,3.1,0,20.99,19.56,120.48,94.56,0,23.58,125.84,9.48,0,54.28,0,5.34,14.89,0,19.66,0.92,32.64,51.27,0,5.48,62.78,0,0,18.58,0,141.01,0,0,0,0,0

16,03:45-04:00,0,0,0,0,0,169.07,0,23.18,0,333.26,0,78.23,0,15.43,0,53.26,0,0,0,0,0,0,6.78,142.63,0,8.29,29.27,43.79,0,0,0,0,0,0,0,0,0,12.54,24.04,45.32,31.15,0,206.88,32.11,25.48,3.1,0,20.99,19.56,120.48,94.56,0,23.58,125.84,9.48,0,54.28,0,5.34,14.89,0,19.66,0.92,32.64,51.27,0,5.48,62.78,0,0,18.58,0,141.01,0,0,0,0,0

17,04:00-04:15,0,0,0,0,0,169.07,0,23.18,0,333.26,0,78.23,0,15.2,0,53.26,0,0,0,0,0,0,6.78,142.63,0,8.29,29.27,43.79,0,0,0,0,0,0,0,0,0,12.54,24.04,45.32,31.15,0,264.09,32.11,21.24,3.1,0,20.99,19.56,120.48,94.56,0,23.58,125.84,9.48,0,54.28,0,5.34,14.89,0,19.66,0.92,32.64,51.27,0,5.48,62.78,0,0,18.58,0,141.01,0,0,0,0,0

18,04:15-04:30,0,0,0,0,0,169.07,0,23.18,0,333.26,0,78.23,0,13.34,0,53.26,0,0,0,0,0,0,6.78,142.63,0,8.29,29.27,43.79,0,0,0,0,0,0,0,0,0,12.54,24.04,45.32,31.15,0,212.92,32.11,21.24,3.1,0,20.99,19.56,120.48,94.56,0,23.58,125.84,9.48,0,54.28,0,5.34,14.89,0,19.62,0.92,32.64,51.27,0,5.48,62.78,0,0,18.58,0,141.01,0,0,0,0,0

19,04:30-04:45,0,0,0,0,0,169.07,0,23.18,0,333.26,0,78.23,0,12.94,0,53.26,0,0,0,0,0,0,6.78,142.63,0,8.29,29.27,43.79,0,0,0,0,0,0,0,0,0,12.54,24.04,45.32,31.15,0,212.92,32.11,21.24,3.1,0,20.99,19.56,120.48,94.56,0,23.58,125.84,9.48,0,54.28,0,5.34,14.89,0,19.5,0.92,32.64,51.27,0,5.48,62.78,0,0,18.58,0,141.01,0,0,0,0,0

20,04:45-05:00,0,0,0,0,0,169.07,0,23.18,0,333.26,0,78.23,0,12.94,0,53.26,0,0,0,0,0,0,6.78,142.63,0,8.29,29.27,43.79,0,0,0,0,0,0,0,0,0,12.54,24.04,45.32,31.15,0,212.92,32.11,21.24,3.1,0,20.99,19.56,120.48,94.56,0,23.58,125.84,9.48,0,54.28,0,5.34,14.89,0,19.23,0.92,32.64,51.27,0,5.48,62.78,0,0,18.58,0,141.01,0,0,0,0,0

21,05:00-05:15,0,0,0,0,0,169.07,0,23.18,0,333.26,0,78.23,0,15.7,0,53.26,0,0,0,0,0,0,6.78,142.63,0,8.29,19.51,43.79,0,0,0,0,0,0,0,0,0,12.54,24.04,45.32,31.15,0,212.92,37.66,21.24,3.1,0,20.99,23.13,120.48,94.56,0,23.58,125.84,9.48,0,54.28,0,5.34,18.05,0,18.71,0.92,32.64,51.27,0,5.48,62.78,0,0,18.58,0,141.01,0,0,0,0,0

22,05:15-05:30,0,0,0,0,0,169.07,0,23.18,0,333.26,0,78.23,0,15.7,0,53.26,0,0,0,0,0,0,6.78,142.63,0,8.29,19.51,43.79,0,0,0,0,0,0,0,0,0,12.54,24.04,45.32,40.54,0,212.92,37.66,21.24,3.1,0,20.99,23.13,120.48,94.56,0,23.58,125.84,9.48,0,54.28,0,5.34,18.05,0,18.55,0.92,32.64,51.27,0,5.48,62.78,0,0,18.58,0,141.01,0,0,0,0,0

23,05:30-05:45,0,0,0,0,0,169.07,0,23.18,0,333.26,0,78.23,0,15.7,0,53.26,0,0,0,0,0,0,6.78,142.63,0,8.29,19.51,43.79,0,0,0,0,0,0,0,0,0,12.54,24.04,45.32,40.54,0,204.27,28.19,50.36,2.22,0,37.48,17.16,120.48,94.56,0,23.58,125.84,9.48,0,54.28,0,5.34,13.22,0,18.42,0.92,32.64,51.27,0,5.48,62.78,0,0,17.16,0,141.01,0,0,0,0,0

24,05:45-06:00,0,0,0,0,0,169.07,0,23.18,0,333.26,0,78.23,0,17.98,0,53.26,0,0,0,0,0,0,6.78,142.63,0,8.29,19.51,43.79,0,0,0,0,0,0,0,0,0,12.54,24.04,45.32,40.54,0,204.27,33.82,50.36,2.22,0,37.48,20.66,120.48,94.56,0,23.58,125.84,9.48,0,54.28,0,5.34,15.99,0,18.32,0.92,32.64,51.27,0,5.48,62.78,0,0,17.16,0,141.01,0,0,0,0,0

25,06:00-06:15,0,0,0,0,0,169.07,0,23.18,0,333.26,0,78.23,0,17.98,0,53.26,0,0,0,0,0,0,6.78,142.63,0,8.29,19.51,43.79,0,0,0,0,0,0,0,0,0,12.54,24.04,45.32,40.54,0,204.27,33.82,50.36,2.22,0,20.99,20.66,120.48,94.56,0,23.58,125.84,9.48,0,54.28,0,5.34,15.99,0,18.27,0.92,32.64,51.27,0,5.48,62.78,0,0,17.16,0,141.01,0,0,0,0,0

26,06:15-06:30,0,0,0,0,0,169.07,0,23.18,0,333.26,0,78.23,0,17.98,0,53.26,0,0,0,0,0,0,6.78,142.63,0,8.29,19.51,43.79,0,0,0,0,0,0,0,0,0,12.54,24.04,45.32,40.54,0,214.85,33.82,21.24,2.22,0,20.99,20.66,120.48,94.56,0,23.58,125.84,9.48,0,54.28,0,5.34,15.99,0,18.23,0.92,32.64,51.27,0,5.48,62.78,0,0,17.16,0,141.01,0,0,0,0,0

27,06:30-06:45,0,0,0,0,0,169.07,0,23.18,0,333.26,0,78.23,0,17.98,0,53.26,0,0,0,0,0,0,6.78,142.63,0,8.29,19.51,43.79,0,0,0,0,0,0,0,0,0,18.81,24.04,45.32,40.54,0,235.04,33.82,21.24,2.22,0,20.99,20.66,120.48,94.56,0,23.58,125.84,9.48,0,54.28,0,5.34,15.99,0,18.19,0.92,32.64,95.37,0,5.48,62.78,0,0,17.16,0,141.01,0,0,0,0,0

28,06:45-07:00,0,0,0,0,0,169.07,0,23.18,0,333.26,0,78.23,0,14.68,0,53.26,0,0,0,0,0,0,6.78,142.63,0,8.29,19.51,35.02,0,0,0,0,0,0,0,0,0,18.81,24.04,45.32,40.54,0,291.31,33.82,21.24,2.22,0,20.99,20.66,120.48,94.56,0,23.58,125.84,9.48,0,54.28,0,4.18,15.99,0,18.19,0.92,32.64,95.37,0,5.48,62.78,0,0,17.16,0,141.01,0,0,0,0,0

29,07:00-07:15,0,0,0,0,0,169.07,0,23.18,0,333.26,0,78.23,0,14.68,0,53.26,0,0,0,0,0,0,6.78,113.66,0,8.29,9.75,34.17,0,0,0,0,0,0,0,0,0,18.81,24.04,45.32,40.54,0,184.07,33.82,21.24,2.22,0,20.99,20.66,96.58,58,0,23.58,92.64,9.48,0,54.28,0,4.18,15.99,0,18.19,0.92,32.64,100.71,0,5.48,62.78,0,0,17.16,0,123.97,0,0,0,0,0

30,07:15-07:30,0,0,0,0,0,169.07,0,23.18,0,333.26,0,78.23,0,14.68,0,53.26,0,0,0,0,0,0,6.78,113.66,0,8.29,9.75,34.17,0,0,0,0,0,0,0,0,0,18.81,24.04,45.32,40.54,0,146.56,33.82,21.24,2.22,0,20.99,20.66,96.58,58,0,23.58,92.64,9.48,0,54.28,0,4.18,15.99,0,18.19,0.92,32.64,51.27,0,5.48,62.78,0,0,17.16,0,123.97,0,0,0,0,0

31,07:30-07:45,0,0,0,0,0,169.07,0,23.18,0,333.26,0,78.23,0,12.39,0,53.26,0,0,0,0,0,0,6.78,96.66,0,8.29,9.75,32.23,0,0,0,0,0,0,0,0,0,18.81,24.04,45.32,40.54,0,121.99,29.78,50.36,2.22,0,20.99,18.06,96.58,58,0,23.58,92.64,9.48,0,54.28,0,4.18,12.92,0,18.19,0.92,21.74,50.46,0,5.48,62.78,0,0,17.16,0,123.97,0,0,0,0,0

32,07:45-08:00,0,0,0,0,0,169.07,0,23.18,0,333.26,0,78.23,0,10.7,0,53.26,0,0,0,0,0,0,6.78,96.66,0,8.29,9.75,28.83,0,0,0,0,0,0,0,0,0,18.81,24.04,45.32,40.54,0,121.99,23.8,50.36,2.22,0,20.99,16.43,96.58,58,0,23.58,92.64,9.48,0,54.28,0,4.18,11.86,0,19.24,0.92,21.74,50.46,0,5.48,62.78,0,0,17.16,0,123.97,0,0,0,0,0

33,08:00-08:15,0,0,0,0,0,169.07,0,23.18,0,335.65,0,78.23,0,10.7,0,53.26,0,0,0,0,0,0,6.78,96.66,0,8.29,9.75,29.84,0,0,0,0,0,0,0,0,0,18.81,24.04,45.32,40.54,0,121.99,30.24,50.36,2.22,0,37.48,16.43,96.58,58,0,23.58,92.64,9.48,0,40.49,0,3.34,13.05,0,19.24,0.92,21.74,50.46,0,5.48,62.78,0,0,17.16,0,123.97,0,0,0,0,0

34,08:15-08:30,0,0,0,0,0,169.07,0,23.18,0,335.65,0,78.23,0,10.7,0,53.26,0,0,0,0,0,0,6.78,96.66,0,8.29,9.75,29.84,0,0,0,0,0,0,0,0,0,18.81,24.04,45.32,27.03,0,121.99,30.24,25.48,2.22,0,37.48,16.43,96.58,58,0,23.58,92.64,9.48,0,27,0,3.17,13.05,0,19.51,0.92,21.74,50.46,0,5.48,62.78,0,0,17.16,0,123.97,0,0,0,0,0

35,08:30-08:45,0,0,0,0,0,169.07,0,23.18,0,335.65,0,78.23,0,10.7,0,53.26,0,0,0,0,0,0,6.78,96.66,0,8.29,9.75,29.84,0,0,0,0,0,0,0,0,0,18.81,24.04,45.32,13.51,0,121.99,30.24,38.23,2.22,0,20.99,16.43,81.99,58,0,23.58,69.21,9.48,0,13.65,0,2.93,13.05,0,19.51,0.92,21.74,50.46,0,5.48,62.78,0,0,17.16,0,91.96,0,0,0,0,0

36,08:45-09:00,0,0,0,0,0,169.07,0,23.18,0,335.65,0,78.23,0,10.7,0,53.26,0,0,0,0,0,0,6.78,96.66,0,8.29,9.75,29.84,0,0,0,0,0,0,0,0,0,18.81,24.04,45.32,0,0,121.99,30.24,38.23,2.22,0,20.99,16.43,81.99,58,0,23.58,69.21,9.48,0,0,0,2.93,13.05,0,19.51,0.92,21.74,50.46,0,5.48,62.78,0,0,17.16,0,91.96,0,0,0,0,0

37,09:00-09:15,0,0,0,0,0,169.07,0,23.18,0,335.65,0,78.23,0,10.7,0,53.26,0,0,0,0,0,0,6.78,96.66,0,8.29,9.75,29.84,0,0,0,0,0,0,0,0,0,12.54,24.04,45.32,0,0,121.99,30.24,38.23,2.22,0,20.99,16.43,81.99,58,0,23.58,69.21,9.48,0,0,0,2.93,13.05,0,19.51,0.92,21.74,50.46,0,5.48,62.78,0,0,17.16,0,91.96,0,0,0,0,0

38,09:15-09:30,0,0,0,0,0,169.07,0,23.18,0,335.65,0,78.23,0,10.7,0,53.26,0,0,0,0,0,0,6.78,96.66,0,8.29,9.75,29.84,0,0,0,0,0,0,0,0,0,12.54,24.04,45.32,0,0,121.99,30.24,38.23,2.22,0,20.99,16.43,96.58,58,0,23.58,92.64,9.48,0,0,0,2.93,13.05,0,19.51,0.92,21.74,50.46,0,5.48,62.78,0,0,17.16,0,123.97,0,0,0,0,0

39,09:30-09:45,0,0,0,0,0,169.07,0,23.18,0,335.65,0,78.23,0,10.7,0,53.26,0,0,0,0,0,0,6.78,96.66,0,8.29,9.75,29.84,0,0,0,0,0,0,0,0,0,12.54,24.04,45.32,0,0,121.99,30.24,25.48,2.22,0,37.48,16.43,120.48,94.56,0,23.58,125.84,9.48,0,0,0,2.93,13.05,0,19.69,0.92,21.74,50.46,0,5.48,62.78,0,0,17.16,0,123.97,0,0,0,0,0

40,09:45-10:00,0,0,0,0,0,169.07,0,23.18,0,335.65,0,78.23,0,11.91,0,53.26,0,0,0,0,0,0,6.78,96.66,0,8.29,9.75,29.84,0,0,0,0,0,0,0,0,0,12.54,24.04,45.32,0,0,121.99,30.24,25.48,2.22,0,37.48,16.43,120.48,94.56,0,23.58,125.84,9.48,0,0,0,2.93,13.05,0,20.36,0.92,21.74,50.46,0,5.48,62.78,0,0,17.16,0,123.97,0,0,0,0,0

41,10:00-10:15,0,0,0,0,0,169.07,0,23.18,0,335.65,0,78.23,0,12.39,0,53.26,0,0,0,0,0,0,6.78,96.66,0,8.29,9.75,29.84,0,0,0,0,0,0,0,0,0,12.54,24.04,30.2,0,0,121.99,30.24,25.48,2.22,0,20.99,17.1,120.48,94.56,0,23.58,125.84,11.46,0,0,0,4.41,13.05,0,20.58,0.92,21.74,50.46,0,5.48,62.78,0,0,17.16,0,123.97,0,0,0,0,0

42,10:15-10:30,0,0,0,0,0,169.07,0,23.18,0,335.65,0,78.23,0,12.39,0,53.26,0,0,0,0,0,0,6.78,96.66,0,8.29,9.75,29.84,0,0,0,0,0,0,0,0,0,12.54,24.04,30.2,0,0,121.99,30.24,25.48,2.22,0,20.99,17.1,120.48,94.56,0,23.58,125.84,11.46,0,0,0,4.41,13.05,0,20.58,0.92,21.74,50.46,0,5.48,62.78,0,0,17.16,0,123.97,0,0,0,0,0

43,10:30-10:45,0,0,0,0,0,169.07,0,23.18,0,335.65,0,78.23,5.89,12.39,0,53.26,0,0,0,0,0,0,6.78,96.66,0,8.29,9.75,29.84,0,0,0,0,0,0,0,0,0,12.54,24.04,30.2,0,0,121.99,30.24,33.98,2.22,0,20.99,17.1,120.48,94.56,0,23.58,125.84,11.46,0,0,0,4.41,13.05,0,20.58,0.92,21.74,50.46,0,5.48,62.78,0,0,17.16,0,123.97,0,0,0,0,0

44,10:45-11:00,0,0,0,0,0,169.07,0,23.18,0,335.65,0,78.23,11.75,12.39,0,53.26,0,0,0,0,0,0,6.78,96.66,0,8.29,9.75,29.84,0,0,0,0,0,0,0,0,0,12.54,24.04,30.2,0,0,121.99,30.24,33.98,2.22,0,20.99,17.1,120.48,94.56,0,23.58,125.84,11.46,0,0,0,4.41,13.05,0,20.58,0.92,21.74,50.46,0,5.48,62.78,0,0,17.16,0,123.97,0,0,0,0,0

45,11:00-11:15,0,0,0,0,0,169.07,0,23.18,0,335.65,0,78.23,17.64,12.39,0,53.26,0,0,0,0,0,0,6.78,96.66,0,8.29,9.75,29.84,0,0,0,0,0,0,0,0,0,12.54,24.04,30.2,0,0,121.99,30.24,33.98,2.22,0,20.99,17.1,120.48,94.56,0,23.58,125.84,11.46,0,0,0,4.41,13.05,0,20.58,0.92,21.74,50.46,0,5.48,62.78,0,0,17.16,0,123.97,0,0,0,0,0

46,11:15-11:30,0,0,0,0,0,169.07,0,23.18,0,335.65,0,78.23,17.64,12.39,0,53.26,0,0,0,0,0,0,6.78,96.66,0,8.29,9.75,29.84,0,0,0,0,0,0,0,0,0,12.54,24.04,30.2,0,0,121.99,30.24,33.98,2.22,0,20.99,17.1,120.48,94.56,0,23.58,125.84,11.46,0,0,0,4.41,13.05,0,20.58,0.92,21.74,50.46,0,5.48,62.78,0,0,17.16,0,123.97,0,0,0,0,0

47,11:30-11:45,0,0,0,0,0,169.07,0,23.18,0,335.65,0,78.23,17.64,12.39,0,53.26,0,0,0,0,0,0,6.78,96.66,0,8.29,9.75,29.84,0,0,0,0,0,0,0,0,0,12.54,24.04,30.2,0,0,121.99,30.24,29.73,2.22,0,20.99,17.1,120.48,94.56,0,23.58,125.84,11.46,0,0,0,4.41,13.05,0,20.58,0.92,21.74,50.46,0,5.48,62.78,0,0,17.16,0,123.97,0,0,0,0,0

48,11:45-12:00,0,0,0,0,0,169.07,0,23.18,0,335.65,0,78.23,17.64,12.39,0,53.26,0,0,0,0,0,0,6.78,96.66,0,8.29,9.75,29.84,0,0,0,0,0,0,0,0,0,12.54,24.04,30.2,0,0,121.99,30.24,29.73,2.22,0,20.99,17.1,120.48,94.56,0,23.58,125.84,11.46,0,0,0,4.41,13.05,0,20.58,0.92,32.64,50.46,0,5.48,62.78,0,0,17.16,0,123.97,0,0,0,0,0

49,12:00-12:15,0,0,0,0,0,169.07,0,23.18,0,335.65,0,78.23,17.64,12.39,0,53.26,0,0,0,0,0,0,6.78,96.66,0,8.29,9.75,29.84,0,0,0,0,0,0,0,0,0,12.54,24.04,45.32,0,0,121.99,30.24,29.73,2.22,0,22.49,17.1,120.48,94.56,0,23.58,125.84,11.46,0,0,0,4.41,13.05,0,20.58,0.92,32.64,50.46,0,5.48,62.78,0,0,17.87,0,141.01,0,0,0,0,0

50,12:15-12:30,0,0,0,0,0,169.07,0,23.18,0,335.65,0,78.23,17.64,12.39,0,53.26,0,0,0,0,0,0,6.78,96.66,0,8.29,9.75,29.84,0,0,0,0,0,0,0,0,0,12.54,24.04,45.32,0,0,121.99,30.24,29.73,2.22,0,22.49,17.1,120.48,94.56,0,23.58,125.84,11.46,0,0,0,4.41,13.05,0,20.58,0.92,32.64,50.46,0,5.48,62.78,0,0,17.87,0,141.01,0,0,0,0,0

51,12:30-12:45,0,0,0,0,0,169.07,0,23.18,0,335.65,0,78.23,17.64,12.39,0,53.26,0,0,0,0,0,0,6.78,96.66,0,8.29,9.75,29.84,0,0,0,0,0,0,0,0,0,12.54,24.04,45.32,0,0,121.99,30.24,29.73,2.22,0,22.49,17.1,120.48,94.56,0,23.58,125.84,11.46,0,0,0,4.41,13.05,0,20.58,0.92,32.64,50.46,0,5.48,62.78,0,0,17.87,0,141.01,0,0,0,0,0

52,12:45-13:00,0,0,0,0,0,169.07,0,23.18,0,335.65,0,78.23,17.64,12.39,0,53.26,0,0,0,0,0,0,6.78,96.66,0,8.29,9.75,29.84,0,0,0,0,0,0,0,0,0,12.54,24.04,45.32,0,0,121.99,30.24,29.73,2.22,0,22.49,17.1,120.48,94.56,0,23.58,125.84,11.46,0,0,0,4.41,13.05,0,20.58,0.92,32.64,50.46,0,5.48,62.78,0,0,17.87,0,141.01,0,0,0,0,0

53,13:00-13:15,0,0,0,0,0,169.07,0,23.18,0,335.65,0,78.23,17.64,10.7,0,53.26,0,0,0,0,0,0,6.78,96.66,0,8.29,9.75,29.84,0,0,0,0,0,0,0,0,0,12.54,24.04,45.32,0,0,120.59,24.42,26.55,2.22,0,20.99,13.6,120.48,94.56,0,23.58,125.84,11.46,0,0,0,4.41,10.41,0,20.58,0.92,25.75,50.46,0,5.48,62.78,0,0,17.87,0,125.55,0,0,0,0,0

