Block,Time,DULHASTI,KGSU1AND2,NJPC,NLCIIST2,RAPPB,RIHAND2,CHAMERA3,DHAULIGNGA,KKNP,KOTESHWR,MAPS,PARBATI3,RIHAND3,SIMHST2,TALA,TANDA2,UNCHAHAR3,URI2,ANTA_LF,AURY_CRF,AURY_GF,DADRI_GF,DADRI_RF,BRBCL,KHSTPP-II,KKNPPU2,KUDGI,NAPP,NLCEXP,RAMPUR,RIHAND1,SALAL,SIMHST1,UNCHAHAR4,RSTPSU7,SASAN,ANTA_CRF,DADRI_LF,JHAJJAR,KGSU3AND4,KHSTPP-I,RSTPSU1TO6,SINGRAULI_HYDRO,TEHRI,UNCHAHAR1,VALLURNTECL,ANTA_GF,FSTPP I & II,KISHANGANGA,KOLDAM,NLCIIST1,NNTPP,URI,ANTA_RF,BSIUL,CHAMERA2,DADRT2,NTPL,RAPPC,SEWA2,TANAKPUR,TelanganaSTPP,AURY_LF,CHAMERA1,NLCTS2EXP,SINGRAULI,TALST2,UNCHAHAR2,AURY_RF,DADRI_CRF
65,16:00-16:15,0,0,0,0,0,118.76,0,0,0,26.62,0,0,62.16,0,0,0,26.4,4.31,0,70.59,0,0,0,20,148.3,0,0,43.57,0,0,92,1.4,0,0,0,343.12,42.32,0,434.65,0,45.83,0,0.63,56.45,8.28,0,0,20.8,0,0,0,0,0.66,0,0,0,683.14,0,52.79,0,0.25,0,0,0,0,139.69,0,42.39,0,91.52

66,16:15-16:30,0,0,0,0,0,118.76,0,0,0,26.62,0,0,62.16,0,0,0,26.4,4.31,0,70.59,0,0,0,20,148.3,0,0,43.57,0,0,92,1.4,0,0,0,343.12,42.32,0,434.65,0,45.83,0,0.63,56.45,8.28,0,0,20.8,0,0,0,0,0.66,0,0,0,683.14,0,52.79,0,0.25,0,0,0,0,139.69,0,42.39,0,91.52

67,16:30-16:45,0,0,18.94,0,0,118.76,0,0,0,26.62,0,0,62.16,0,0,0,26.4,4.31,0,70.59,0,0,0,20,148.3,0,0,43.57,0,0,92,1.4,0,0,0,343.12,42.32,0,434.65,0,45.83,0,0.63,56.45,8.28,0,0,20.8,0,0,0,0,0.66,0,0,0,683.14,0,52.79,0,0.25,0,0,0,0,139.69,0,42.39,0,91.52

68,16:45-17:00,0,0,41.67,0,0,118.76,9.68,0,0,26.62,0,0,62.16,0,0,0,26.4,4.31,0,70.59,0,0,0,20,148.3,0,0,43.57,0,0,83.8,1.4,0,0,0,343.12,42.32,0,434.65,0,45.83,0,0.63,56.45,8.28,0,0,20.8,0,0,0,0,0.66,0,0,0,683.14,0,52.79,0,0.25,0,0,0,0,139.69,0,42.39,0,91.52

69,17:00-17:15,16.48,0,62.51,0,0,118.76,9.68,1.32,0,26.62,0,0,62.16,0,0,0,26.4,4.31,0,70.59,0,0,0,20,148.3,0,0,43.57,0,0,87.8,1.4,0,0,0,343.12,42.63,0,434.65,0,45.83,0,0.63,56.45,8.28,0,0,20.8,0,0,0,0,0.66,0,0,0,683.14,0,52.79,0,0.25,0,0,0,0,139.69,0,42.39,0,91.52

70,17:15-17:30,32.96,0,83.33,0,0,118.76,9.68,18.27,0,26.62,0,0,62.16,0,0,0,26.4,4.31,0,70.59,0,0,0,20,148.3,0,0,43.57,0,0,92,1.4,0,0,0,343.12,42.95,0,434.65,0,45.83,0,0.63,56.45,8.28,0,0,20.8,0,0,0,0,0.66,0,2.2,2.66,683.14,0,52.79,0,0.25,0,0,13.24,0,139.69,0,42.39,0,91.52

71,17:30-17:45,32.96,0,116.95,0,0,118.76,19.38,18.27,0,39.05,0,0,62.16,0,0,0,26.4,4.31,0,70.59,0,0,0,20,148.3,0,0,43.57,0,0,92,1.4,0,0,0,343.12,43.47,0,434.65,0,45.83,0,0.63,56.45,8.28,0,0,20.8,0,0,0,0,1.11,0,13.04,39.51,653.72,0,52.79,7.9,0.25,0,0,24.09,0,139.69,0,42.39,0,91.52

72,17:45-18:00,32.96,0,116.95,0,0,118.76,19.38,18.27,0,39.05,0,0,62.16,0,0,0,26.4,4.31,0,70.59,0,0,0,20,148.3,0,0,43.57,0,0,92,1.4,0,0,0,343.12,43.47,0,434.65,0,45.83,0,0.63,56.45,8.28,0,0,20.8,0,0,0,0,1.11,0,13.04,39.51,682.79,0,52.79,7.9,0.25,0,0,24.09,0,139.69,0,42.39,0,91.52

73,18:00-18:15,32.96,0,116.95,0,0,118.76,19.38,18.27,0,39.05,0,0,62.16,0,0,0,26.4,10.76,0,70.59,0,0,0,20,148.3,0,0,43.57,0,0,92,1.4,0,0,0,343.12,43.47,0,434.65,0,45.83,0,0.63,56.45,8.28,0,0,20.8,0,0,0,0,1.11,0,13.04,39.51,682.79,0,52.79,7.9,0,0,0,24.09,0,139.69,0,42.39,0,91.52

74,18:15-18:30,32.96,0,113.64,0,0,118.76,19.38,18.27,0,39.05,0,0,62.16,0,0,0,26.4,10.76,0,70.81,0,0,0,20,148.3,0,0,43.57,0,0,92,9.29,0,0,0,343.12,43.47,0,434.65,0,45.83,0,0.63,56.45,8.28,0,0,20.8,0,0,0,0,1.11,0,13.04,39.51,682.79,0,52.79,7.9,0,0,0,13.24,0,139.69,0,42.39,0,91.52

75,18:30-18:45,32.96,0,113.64,0,0,118.76,19.38,18.27,0,39.05,0,0,62.16,0,0,0,26.4,10.76,0,70.81,0,0,0,20,148.3,0,0,43.57,0,0,92,41.83,0,0,0,343.12,43.68,0,434.65,0,45.83,0,0.63,56.45,8.28,0,0,20.8,0,0,0,0,29.81,0,13.04,39.51,682.79,0,52.79,7.9,0,0,0,0,0,139.69,0,42.39,0,91.52

76,18:45-19:00,32.96,0,83.43,0,0,118.76,19.38,18.27,0,39.05,0,0,62.16,0,0,0,26.4,10.76,0,70.81,0,0,0,20,148.3,0,0,43.57,0,0,92,41.83,0,0,0,343.12,43.68,0,434.65,0,45.83,0,0.63,56.45,8.28,0,0,20.8,0,0,0,0,29.81,0,13.04,39.51,682.79,0,52.79,7.9,0,0,0,0,0,139.69,0,42.39,0,91.52

77,19:00-19:15,32.96,0,62.51,0,0,118.76,9.68,18.27,0,39.05,0,3.82,62.16,0,0,0,26.4,10.76,0,70.81,0,0,0,20,148.3,0,0,43.57,0,0,92,41.83,0,0,0,343.12,43.68,0,434.65,0,45.83,0,0.63,56.45,8.28,0,0,20.8,0,0,0,0,29.81,0,2.2,2,682.79,0,52.79,0,0,0,0,0,0,139.69,0,42.39,0,91.52

78,19:15-19:30,16.48,0,41.67,0,0,118.76,9.68,9.14,0,39.05,0,16.54,62.16,0,0,0,26.4,10.76,0,70.81,0,0,0,20,148.3,0,0,43.57,0,0,92,41.83,0,0,0,343.12,43.68,0,434.65,0,45.83,0,0.63,56.45,8.28,0,0,20.8,0,0,0,0,3.31,0,0,0,682.79,0,52.79,0,0,0,0,0,0,139.69,0,42.39,0,91.52

79,19:30-19:45,16.48,0,41.67,0,0,118.76,9.68,0,0,39.05,0,16.54,62.16,0,0,0,26.4,4.31,0,70.81,0,0,0,20,148.3,0,0,43.57,0,0,92,41.83,0,0,0,343.12,43.79,0,434.65,0,45.83,0,0.63,56.45,8.28,0,0,20.8,0,0,0,0,1.66,0,0,0,682.79,0,52.79,0,0,0,0,0,0,139.69,0,42.39,0,91.52

80,19:45-20:00,16.48,0,0,0,0,118.76,9.68,0,0,39.05,0,16.54,62.16,0,0,0,26.4,4.31,0,70.81,0,0,0,20,148.3,0,0,43.57,0,0,92,41.83,0,0,0,343.12,43.79,0,434.65,0,45.83,0,0.63,56.45,8.28,0,0,20.8,0,0,0,0,1.66,0,0,0,682.79,0,52.79,0,0,0,0,0,0,139.69,0,42.39,0,91.52

81,20:00-20:15,16.48,0,0,0,0,118.76,0,0,0,39.05,0,16.54,62.16,0,0,0,26.4,4.31,0,70.81,0,0,0,20,148.3,0,0,43.57,0,0,92,9.29,0,0,0,343.12,43.79,0,434.65,0,45.83,0,0.63,56.45,8.28,0,0,20.8,0,0,0,0,3.31,0,0,0,682.78,0,52.79,0,0,0,0,0,0,139.69,0,42.39,0,91.52

82,20:15-20:30,16.48,0,0,0,0,118.76,0,0,0,26.62,0,16.54,62.16,0,0,0,26.4,4.31,0,70.81,0,0,0,20,148.3,0,0,43.57,0,0,92,1.4,0,0,0,343.12,43.79,0,434.65,0,45.83,0,0.63,56.45,8.28,0,0,20.8,0,0,0,0,3.31,0,0,0,682.78,0,52.79,0,0,0,0,0,0,139.69,0,42.39,0,91.52

83,20:30-20:45,16.48,0,0,0,0,118.76,0,0,0,26.62,0,3.57,62.16,0,0,0,26.4,4.31,0,70.81,0,0,0,20,148.3,0,0,43.57,0,0,92,1.4,0,0,0,343.12,43.79,0,434.65,0,45.83,0,0.63,56.45,8.28,0,0,20.8,0,0,0,0,29.81,0,0,0,683.14,0,52.79,0,0,0,0,0,0,139.69,0,42.39,0,91.52

84,20:45-21:00,16.48,0,0,0,0,118.76,0,0,0,26.62,0,0,62.16,0,0,0,26.4,4.31,0,70.81,0,0,0,20,148.3,0,0,43.57,0,0,92,1.4,0,0,0,343.12,43.79,0,434.65,0,45.83,0,0.63,56.45,8.28,0,0,20.8,0,0,0,0,29.81,0,0,0,683.14,0,52.79,0,0,0,0,0,0,139.69,0,42.39,0,91.52

85,21:00-21:15,16.48,0,0,0,0,118.76,0,0,0,26.62,0,0,62.16,0,0,0,26.4,4.31,0,70.81,0,0,0,20,148.3,0,0,43.57,0,0,92,1.4,0,0,0,343.12,43.89,0,434.65,0,45.83,0,0.63,56.45,8.28,0,0,20.8,0,0,0,0,29.81,0,0,0,683.14,0,52.79,0,0,0,0,0,0,139.69,0,42.39,0,91.52

86,21:15-21:30,16.48,0,0,0,0,118.76,0,0,0,26.62,0,0,62.16,0,0,0,26.4,4.31,0,70.81,0,0,0,20,148.3,0,0,43.57,0,0,92,1.4,0,0,0,343.12,43.89,0,434.65,0,45.83,0,0.63,56.45,8.28,0,0,20.8,0,0,0,0,3.31,0,0,0,683.14,0,52.79,0,0,0,0,0,0,139.69,0,42.39,0,91.52

87,21:30-21:45,16.48,0,0,0,0,118.76,0,0,0,26.62,0,0,62.16,0,0,0,26.4,4.31,0,70.81,0,0,0,20,148.3,0,0,43.57,0,0,92,1.4,0,0,0,343.12,43.89,0,434.65,0,45.83,0,0.63,42.34,8.28,0,0,20.8,0,0,0,0,3.31,0,0,0,683.14,0,52.79,0,0,0,0,0,0,139.69,0,42.39,0,91.52

88,21:45-22:00,16.48,0,0,0,0,118.76,0,0,0,26.62,0,0,62.16,0,0,0,26.4,4.31,0,70.81,0,0,0,20,148.3,0,0,43.57,0,0,92,1.4,0,0,0,343.12,43.89,0,434.65,0,45.83,0,0.63,42.34,8.28,0,0,20.8,0,0,0,0,3.31,0,0,0,683.14,0,52.79,0,0,0,0,0,0,139.69,0,42.39,0,91.52

89,22:00-22:15,16.48,0,0,0,0,118.76,0,0,0,26.62,0,0,62.16,0,0,0,26.4,4.31,0,70.81,0,0,0,20,148.3,0,0,43.57,0,0,92,1.4,0,0,0,343.12,43.99,0,434.65,0,45.83,0,0.63,42.34,8.28,0,0,20.8,0,0,0,0,5.52,0,0,0,683.14,0,52.79,0,0,0,0,0,0,139.69,0,42.39,0,91.52

90,22:15-22:30,16.48,0,0,0,0,118.76,0,0,0,26.62,0,0,62.16,0,0,0,26.4,4.31,0,70.81,0,0,0,20,148.3,0,0,43.57,0,0,92,1.4,0,0,0,343.12,44.21,0,434.65,0,45.83,0,0.63,42.34,8.28,0,0,20.8,0,0,0,0,5.52,0,0,0,683.14,0,52.79,0,0,0,0,0,0,139.69,0,42.39,0,91.52

91,22:30-22:45,16.48,0,0,0,0,118.76,0,0,0,26.62,0,0,62.16,0,0,0,26.4,4.31,0,70.81,0,0,0,20,148.3,0,0,43.57,0,0,92,1.4,0,0,0,343.12,44.21,0,434.65,0,45.83,0,0.63,42.46,8.28,0,0,20.8,0,0,0,0,1.66,0,0,0,683.14,0,52.79,0,0,0,0,0,0,139.69,0,42.39,0,91.52

92,22:45-23:00,16.48,0,0,0,0,118.76,0,0,0,17.75,0,0,62.16,0,0,0,26.4,4.31,0,70.81,0,0,0,20,148.3,0,0,43.57,0,0,92,1.4,0,0,0,343.12,44.21,0,434.65,0,45.83,0,0.63,28.22,8.28,0,0,20.8,0,0,0,0,1.66,0,0,0,683.14,0,52.79,0,0,0,0,0,0,139.69,0,42.39,0,91.52

93,23:00-23:15,16.48,0,0,0,0,118.76,0,0,0,17.75,0,0,62.16,0,0,0,26.4,4.31,0,70.81,0,0,0,20,148.3,0,0,43.57,0,0,92,1.4,0,0,0,343.12,44.21,0,434.65,0,45.83,0,0.63,28.22,8.28,0,0,20.8,0,0,0,0,1.66,0,0,0,683.14,0,52.79,0,0,0,0,0,0,139.69,0,42.39,0,91.52

94,23:15-23:30,16.48,0,0,0,0,118.76,0,0,0,17.75,0,0,62.16,0,0,0,26.4,4.31,0,70.81,0,0,0,20,148.3,0,0,43.57,0,0,92,1.4,0,0,0,343.12,44.42,0,434.65,0,45.83,0,0.63,15.75,8.28,0,0,20.8,0,0,0,0,1.66,0,0,0,683.14,0,52.79,0,0,0,0,0,0,139.69,0,42.39,0,91.52

95,23:30-23:45,16.48,0,0,0,0,118.76,0,0,0,8.87,0,0,62.16,0,0,0,26.4,4.31,0,70.81,0,0,0,20,148.3,0,0,43.57,0,0,92,1.4,0,0,0,343.12,44.42,0,434.65,0,45.83,0,0.63,14.12,8.28,0,0,20.8,0,0,0,0,1.66,0,0,0,683.14,0,52.79,0,0,0,0,0,0,139.69,0,42.39,0,91.52

96,23:45-24:00,16.48,0,0,0,0,118.76,0,0,0,8.87,0,0,62.16,0,0,0,26.4,4.31,0,70.81,0,0,0,20,148.3,0,0,43.57,0,0,92,1.4,0,0,0,343.12,44.42,0,434.65,0,45.83,0,0.63,0,8.28,0,0,20.8,0,0,0,0,1.66,0,0,0,683.14,0,52.79,0,0,0,0,0,0,139.69,0,42.39,0,91.52

