Block,Time,DHAULIGNGA,KKNP,PARBATI2,TANAKPUR,UNCHAHAR4,AURY_LF,AURY_RF,CHAMERA2,DADRT2,KGSU1AND2,KOTESHWR,NLCIIST1,SALAL,TelanganaSTPP,UNCHAHAR2,URI,FSTPP I & II,KHSTPP-I,KISHANGANGA,RIHAND2,RSTPSU7,UNCHAHAR1,ANTA_GF,DADRI_GF,CHAMERA1,DULHASTI,KGSU3AND4,KHSTPP-II,MAPS,RAMPUR,RAPPD,SASAN,SIMHST2,SINGRAULI,TALA,TANDA2,TEHRI,BRBCL,NAPP,NLCEXP,NTPL,RAPPC,SEWA2,SIMHST1,TALST2,URI2,ANTA_LF,CHAMERA3,KOLDAM,NJPC,NLCTS2EXP,RSTPSU1TO6,ANTA_RF,DADRI_LF,DADRI_RF,KUDGI,PARBATI3,RAPPB,UNCHAHAR3,BSIUL,JHAJJAR,KKNPPU2,NLCIIST2,NNTPP,RIHAND1,RIHAND3,SINGRAULI_HYDRO,VALLURNTECL,ANTA_CRF,AURY_CRF,AURY_GF,DADRI_CRF
6,01:15-01:30,10.95,0,45.08,0.51,2.3,0,80.77,48.81,458.92,0,10.43,0,84.24,0,44.5,51.34,18.76,45.53,8.63,124.58,0,21.94,0,0,42.15,59.5,0,148.3,0,6.5,21.66,414,0,150.34,0,5.7,30.82,20,26.03,0,0,67.88,0,0,0,38.1,0,35.03,9.59,165.99,0,0,51.17,0,98.41,0,42.96,0,27.68,13.04,468.67,0,0,0,97.23,95.79,1.08,0,0,0,0,0

7,01:30-01:45,10.95,0,45.08,0.51,2.3,0,80.77,48.81,458.92,0,10.43,0,84.24,0,44.5,51.34,18.76,45.53,8.63,124.58,0,21.94,0,0,42.15,59.5,0,148.3,0,7.15,21.66,414,0,150.34,0,5.7,30.82,20,26.03,0,0,67.88,0,0,0,38.1,0,35.03,9.59,182.59,0,0,51.17,0,98.41,0,42.96,0,27.68,13.04,468.67,0,0,0,97.23,95.79,1.08,0,0,0,0,0

8,01:45-02:00,10.95,0,45.08,0.51,2.3,0,80.77,48.81,458.92,0,10.43,0,84.24,0,44.5,51.34,18.76,45.53,8.63,124.58,0,21.94,0,0,42.15,59.5,0,148.3,0,7.15,21.66,414,0,150.34,0,5.7,30.82,20,26.03,0,0,67.88,0,0,0,38.1,0,35.03,9.59,182.59,0,0,51.17,0,98.41,0,42.96,0,27.68,13.04,468.67,0,0,0,97.23,95.79,1.08,0,0,0,0,0

9,02:00-02:15,10.95,0,45.08,0.51,2.3,0,80.77,48.81,458.92,0,10.43,0,84.24,0,44.5,51.34,18.76,45.53,8.63,124.58,0,21.94,0,0,42.15,59.5,0,148.3,0,7.15,21.66,414,0,150.34,0,5.7,30.82,20,26.03,0,0,67.88,0,0,0,38.1,0,35.03,9.59,182.59,0,0,51.83,0,98.41,0,50.64,0,27.68,13.04,468.67,0,0,0,97.23,95.79,1.08,0,0,0,0,0

10,02:15-02:30,10.95,0,45.08,0.51,2.3,0,80.77,48.81,458.92,0,10.43,0,84.24,0,44.5,51.34,18.76,45.53,8.63,124.58,0,21.94,0,0,42.15,59.5,0,148.3,0,7.15,21.66,414,0,150.34,0,5.7,30.82,20,26.03,0,0,67.88,0,0,0,38.1,0,35.03,9.59,182.59,0,0,51.83,0,98.41,0,50.64,0,27.68,13.04,468.67,0,0,0,97.23,95.79,1.08,0,0,0,0,0

11,02:30-02:45,10.95,0,45.08,0.51,2.3,0,80.77,48.81,458.92,0,10.43,0,84.24,0,44.5,51.34,18.76,45.53,8.63,124.58,0,21.94,0,0,42.15,59.5,0,148.3,0,7.04,21.66,409.5,0,150.34,0,5.7,30.82,20,26.03,0,0,67.88,0,0,0,38.1,0,35.03,9.59,182.59,0,0,51.83,0,98.41,0,50.64,0,27.68,13.04,468.67,0,0,0,97.23,95.79,1.08,0,0,0,0,0

12,02:45-03:00,10.95,0,45.08,0.51,2.3,0,80.77,48.81,458.92,0,10.43,0,84.24,0,44.5,51.34,18.76,45.53,8.63,124.58,0,21.94,0,0,42.15,59.5,0,148.3,0,7.04,21.66,409.5,0,150.34,0,5.7,30.82,20,26.03,0,0,67.88,0,0,0,38.1,0,35.03,9.59,182.59,0,0,51.83,0,98.41,0,50.64,0,27.68,13.04,468.67,0,0,0,97.23,95.79,1.08,0,0,0,0,0

13,03:00-03:15,10.95,0,45.08,0.51,3.2,0,80.77,48.81,458.92,0,10.43,0,79.38,0,45,51.34,18.76,45.53,8.63,124.58,0,21.94,0,0,42.15,59.5,0,148.3,0,7.04,21.66,409.5,0,150.34,0,5.7,30.82,20,26.03,0,0,67.88,0,0,0,38.1,0,35.03,9.59,182.59,0,0,52.22,0,98.41,0,50.64,0,27.68,13.04,468.67,0,0,0,97.23,95.79,1.08,0,0,0,0,0

14,03:15-03:30,10.95,0,45.08,0.51,3.2,0,80.77,48.81,458.92,0,10.43,0,79.38,0,45,51.34,18.76,45.53,8.63,124.58,0,21.94,0,0,28.1,59.5,0,148.3,0,7.04,21.66,409.5,0,150.34,0,5.7,30.82,20,26.03,0,0,67.88,0,0,0,38.1,0,35.03,9.59,182.59,0,0,52.22,0,98.41,0,50.64,0,27.68,13.04,468.67,0,0,0,97.23,95.79,1.08,0,0,0,0,0

15,03:30-03:45,10.95,0,45.08,0.51,3.2,0,80.77,48.81,458.92,0,10.43,0,79.38,0,45,51.34,18.76,45.53,8.63,124.58,0,21.94,0,0,28.1,59.5,0,148.3,0,7.04,21.66,409.5,0,150.34,0,5.7,30.82,20,26.03,0,0,67.88,0,0,0,38.1,0,35.03,9.59,182.59,0,0,52.22,0,98.41,0,50.64,0,27.68,13.04,468.67,0,0,0,97.23,95.79,1.08,0,0,0,0,0

16,03:45-04:00,10.95,0,45.08,0.51,3.2,0,80.77,48.81,458.92,0,10.43,0,79.38,0,45,51.34,18.76,45.53,8.63,124.58,0,21.94,0,0,28.1,59.5,0,148.3,0,7.04,21.66,409.5,0,150.34,0,5.7,30.82,20,26.03,0,0,67.88,0,0,0,38.1,0,35.03,9.59,182.59,0,0,52.22,0,98.41,0,50.64,0,27.68,13.04,468.67,0,0,0,97.23,95.79,1.08,0,0,0,0,0

17,04:00-04:15,10.95,0,45.08,6.27,3.2,0,80.77,48.81,458.92,0,10.43,0,80.18,0,45,51.34,18.76,45.53,8.63,124.58,0,21.94,0,0,28.1,59.5,0,148.3,0,7.04,21.66,409.5,0,150.34,0,5.7,30.82,20,26.03,0,0,67.88,0,0,0,38.1,0,35.03,9.59,182.59,0,0,52.22,0,98.41,0,50.64,0,27.68,13.04,468.67,0,0,0,97.23,130.79,1.08,0,0,0,0,0

18,04:15-04:30,10.95,0,45.08,6.27,3.2,0,80.77,48.81,458.92,0,10.43,0,80.18,0,45,51.34,18.76,45.53,8.63,124.58,0,21.94,0,0,28.1,59.5,0,148.3,0,7.04,21.66,409.5,0,150.34,0,5.7,30.82,20,26.03,0,0,67.88,0,0,0,38.1,0,35.03,9.59,182.59,0,0,52.22,0,98.41,0,50.64,0,27.68,13.04,468.67,0,0,0,97.23,130.79,1.08,0,0,0,0,0

19,04:30-04:45,10.95,0,45.08,6.27,3.2,0,80.77,48.81,458.92,0,10.43,0,80.18,0,45,50.79,18.76,45.53,8.63,124.58,0,21.94,0,0,28.1,59.5,0,148.3,0,7.04,21.66,409.5,0,150.34,0,5.7,30.82,20,26.03,0,0,67.88,0,0,0,38.1,0,35.03,9.59,182.59,0,0,52.22,0,98.41,0,50.64,0,27.68,13.04,468.67,0,0,0,97.23,130.79,1.08,0,0,0,0,0

20,04:45-05:00,10.95,0,45.08,6.27,3.2,0,80.77,48.81,458.92,0,10.43,0,80.18,0,45,50.79,18.76,45.53,8.63,124.58,0,21.94,0,0,28.1,59.5,0,148.3,0,7.04,21.66,409.5,0,150.34,0,5.7,30.82,20,26.03,0,0,67.88,0,0,0,38.1,0,35.03,9.59,182.59,0,0,52.22,0,98.41,0,50.64,0,27.68,13.04,468.67,0,0,0,97.23,130.79,1.08,0,0,0,0,0

21,05:00-05:15,10.95,0,45.08,0.51,3.2,0,80.77,48.81,458.92,0,10.43,0,80.18,0,45,50.79,18.76,45.53,8.63,124.58,0,21.94,0,0,28.1,59.5,0,148.3,0,7.04,21.66,409.5,0,150.34,0,5.7,30.82,20,26.03,0,0,67.88,0,0,0,38.1,0,35.03,9.59,182.59,0,0,52.22,0,98.41,0,50.64,0,27.68,13.04,468.67,0,0,0,97.23,130.79,1.08,0,0,0,0,0

22,05:15-05:30,10.95,0,45.08,0.51,3.2,0,80.77,48.81,458.92,0,10.43,0,80.18,0,45,50.79,18.76,45.53,8.63,124.58,0,21.94,0,0,28.1,59.5,0,148.3,0,7.04,21.66,409.5,0,150.34,0,5.7,30.82,20,26.03,0,0,67.88,0,0,0,38.1,0,35.03,9.59,182.59,0,0,52.22,0,98.41,0,50.64,0,27.68,13.04,468.67,0,0,0,97.23,130.79,1.08,0,0,0,0,0

23,05:30-05:45,10.95,0,45.08,0.51,3.2,0,80.77,48.81,458.92,0,10.43,0,80.18,0,45,50.79,18.76,45.53,8.63,124.58,0,21.94,0,0,28.1,59.5,0,148.3,0,7.04,21.66,409.5,0,150.34,0,5.7,30.82,20,26.03,0,0,67.88,0,0,0,38.1,0,35.03,9.59,182.59,0,0,52.22,0,98.41,0,50.64,0,27.68,13.04,468.67,0,0,0,97.23,130.79,1.08,0,0,0,0,0

24,05:45-06:00,10.95,0,45.08,0.51,3.2,0,80.77,48.81,458.92,0,10.43,0,80.18,0,45,50.79,18.76,45.53,8.63,124.58,0,21.94,0,0,14.05,59.5,0,148.3,0,7.04,21.66,409.5,0,150.34,0,5.7,30.82,20,26.03,0,0,67.88,0,0,0,38.1,0,35.03,9.59,182.59,0,0,52.22,0,98.41,0,50.64,0,27.68,13.04,468.67,0,0,0,97.23,130.79,1.08,0,0,0,0,0

25,06:00-06:15,10.95,0,45.08,0.51,2.3,0,80.77,48.81,458.92,0,10.43,0,80.18,0,45,50.79,18.76,45.53,8.63,124.58,0,21.94,0,0,14.05,59.5,0,148.3,0,7.04,21.66,409.5,0,150.34,0,5.7,30.82,20,26.03,0,0,67.88,0,0,0,38.1,0,23.33,9.59,182.59,0,0,52.22,0,98.41,0,50.64,0,27.68,13.04,468.67,0,0,0,97.23,130.79,1.08,0,0,0,0,0

26,06:15-06:30,10.95,0,45.08,0.51,3.2,0,80.77,48.81,458.92,0,10.43,0,80.18,0,45,50.79,18.76,45.53,8.63,124.58,0,21.94,0,0,0,59.5,0,148.3,0,7.04,21.66,409.5,0,150.34,0,5.7,30.82,20,26.03,0,0,67.88,0,0,0,38.1,0,23.33,9.59,182.59,0,0,52.22,0,98.41,0,50.64,0,27.68,13.04,670.67,0,0,0,97.23,130.79,1.08,0,0,0,0,0

27,06:30-06:45,10.95,0,45.08,1.79,3.2,0,80.77,48.81,458.92,0,10.43,0,80.18,0,45,50.79,18.76,45.53,8.63,124.58,0,21.94,0,0,0,59.5,0,148.3,0,7.04,21.66,409.5,0,150.34,0,5.7,30.82,20,26.03,0,0,67.88,0,0,0,38.1,0,23.33,9.59,182.59,0,0,52.22,0,98.41,0,50.64,0,27.68,13.04,670.67,0,0,0,97.23,130.79,1.08,0,0,0,0,0

28,06:45-07:00,10.95,0,45.08,1.79,3.2,0,80.77,48.81,458.92,0,10.43,0,80.18,0,45,50.79,18.76,45.53,8.63,124.58,0,21.94,0,0,0,59.5,0,148.3,0,7.04,21.66,409.5,0,150.34,0,5.7,30.82,20,26.03,0,0,67.88,0,0,0,38.1,0,23.33,9.59,182.59,0,0,52.22,0,98.41,0,50.64,0,27.68,13.04,670.67,0,0,0,97.23,130.79,1.08,0,0,0,0,0

29,07:00-07:15,10.95,0,45.08,1.79,3.2,0,80.77,48.81,688.92,0,10.43,0,80.18,0,45,50.79,18.76,45.53,8.63,124.58,0,21.94,0,0,0,59.5,0,148.3,0,7.04,21.66,409.5,0,150.34,0,5.7,20.55,20,26.03,0,0,67.88,0,0,0,38.1,0,23.33,9.59,182.59,0,0,51.83,0,98.41,0,50.64,0,27.68,13.04,670.67,0,0,0,97.23,130.79,1.08,0,0,0,0,0

30,07:15-07:30,10.95,0,45.08,1.79,3.2,0,80.77,48.81,688.92,0,10.43,0,80.18,0,45,50.79,18.76,45.53,8.63,124.58,0,21.94,0,0,0,59.5,0,148.3,0,7.04,21.66,409.5,0,150.34,0,5.7,20.55,20,26.03,0,0,67.88,0,0,0,38.1,0,23.33,9.59,182.59,0,0,51.83,0,98.41,0,50.64,0,27.68,13.04,670.67,0,0,0,97.23,130.79,1.08,0,0,0,0,0

31,07:30-07:45,10.95,0,45.08,1.79,3.2,0,80.77,48.81,688.92,0,10.43,0,80.18,0,45,50.79,18.76,45.53,8.63,124.58,0,21.94,0,0,0,59.5,0,148.3,0,7.04,21.66,409.5,0,150.34,0,5.7,9.79,20,26.03,0,0,67.88,0,0,0,38.1,0,23.33,9.59,182.59,0,0,51.83,0,98.41,0,50.64,0,27.68,13.04,670.67,0,0,0,97.23,130.79,1.08,0,0,0,0,0

32,07:45-08:00,10.95,0,45.08,1.79,3.2,0,80.77,48.81,688.92,0,10.43,0,80.18,0,45,50.79,18.76,45.53,8.63,124.58,0,21.94,0,0,0,59.5,0,148.3,0,7.04,21.66,409.5,0,150.34,0,5.7,9.79,20,26.03,0,0,67.88,0,0,0,38.1,0,23.33,9.59,182.59,0,0,51.83,0,98.41,0,50.64,0,27.68,13.04,670.67,0,0,0,97.23,130.79,1.08,0,0,0,0,0

33,08:00-08:15,21.88,0,45.08,1.79,3.2,0,80.77,48.81,688.92,0,10.43,0,80.18,0,45,52.99,18.76,45.53,8.63,124.58,0,21.94,0,0,0,59.5,0,148.3,0,7.04,21.66,413.44,0,150.34,0,5.7,0,20,26.03,0,0,67.88,0,0,0,38.1,0,23.33,9.59,182.59,0,0,51.17,0,98.41,0,50.64,0,27.68,13.04,670.67,0,0,0,97.23,130.79,1.08,0,0,0,0,0

34,08:15-08:30,43.78,0,45.08,1.79,3.2,0,80.77,48.81,688.92,0,10.43,0,80.18,0,45,52.99,18.76,45.53,8.63,124.58,0,21.94,0,0,0,59.5,0,148.3,0,7.04,21.66,413.44,0,150.34,0,5.7,0,20,26.03,0,0,67.88,0,0,0,38.1,0,23.33,9.59,182.59,0,0,51.17,0,98.41,0,50.64,0,27.68,13.04,670.67,0,0,0,97.23,130.79,1.08,0,0,0,0,0

35,08:30-08:45,43.78,0,45.08,1.79,3.2,0,80.77,48.81,688.92,0,10.43,0,80.18,0,45,52.99,18.76,45.53,8.63,124.58,0,21.94,0,0,0,59.5,0,148.3,0,7.04,21.66,413.44,0,150.34,0,5.7,0,20,26.03,0,0,67.88,0,0,0,38.1,0,35.03,9.59,182.59,0,0,51.17,0,98.41,0,50.64,0,27.68,13.04,620.67,0,0,0,97.23,130.79,1.08,0,0,0,0,0

36,08:45-09:00,43.78,0,45.08,1.79,3.2,0,80.77,48.81,688.92,0,10.43,0,80.18,0,45,52.99,18.76,45.53,8.63,124.58,0,21.94,0,0,0,59.5,0,148.3,0,7.04,21.66,413.44,0,150.34,0,5.7,0,20,26.03,0,0,67.88,0,0,0,38.1,0,35.03,7.19,182.59,0,0,51.17,0,98.41,0,50.64,0,27.68,13.04,620.67,0,0,0,97.23,130.79,1.08,0,0,0,0,0

37,09:00-09:15,43.78,0,46.59,1.79,3.2,0,80.77,48.81,688.92,0,10.43,0,80.18,0,45,52.99,18.76,45.53,8.63,124.58,0,21.94,0,0,0,59.5,0,148.3,0,7.04,21.66,413.44,0,150.34,0,5.7,0,20,26.03,0,0,67.88,0,0,0,38.1,0,35.03,4.78,182.59,0,0,51.17,0,98.41,0,50.64,0,27.68,13.04,620.67,0,0,0,97.23,130.79,1.08,0,0,0,0,0

38,09:15-09:30,21.88,0,46.59,1.79,3.2,0,80.77,48.81,688.92,0,10.43,0,80.18,0,45,52.99,18.76,45.53,8.63,124.58,0,21.94,0,0,0,59.5,0,148.3,0,7.04,21.66,413.44,0,150.34,0,5.7,0,20,26.03,0,0,67.88,0,0,0,38.1,0,35.03,2.4,182.59,0,0,51.17,0,98.41,0,50.64,0,27.68,13.04,520.67,0,0,0,97.23,130.79,1.08,0,0,0,0,0

39,09:30-09:45,21.88,0,46.59,1.79,3.2,0,80.77,48.81,688.92,0,10.43,0,80.18,0,45,52.99,18.76,45.53,8.63,124.58,0,21.94,0,0,0,59.5,0,148.3,0,7.04,21.66,413.44,0,150.34,0,5.7,0,20,26.03,0,0,67.88,0,0,0,38.1,0,35.03,2.4,182.59,0,0,51.17,0,98.41,0,50.64,0,27.68,19.56,520.67,0,0,0,97.23,130.79,1.08,0,0,0,0,0

40,09:45-10:00,10.95,0,46.59,1.79,3.2,0,80.77,48.81,688.92,0,10.43,0,80.18,0,45,52.99,18.76,45.53,8.63,124.58,0,21.94,0,0,0,59.5,0,148.3,0,7.04,21.66,413.44,0,150.34,0,5.7,0,20,26.03,0,0,67.88,0,0,0,38.1,0,35.03,0,182.59,0,0,51.17,0,98.41,0,50.64,0,27.68,19.56,520.67,0,0,0,97.23,130.79,1.08,0,0,0,0,0

41,10:00-10:15,0,0,46.59,6.27,3.2,0,80.77,48.81,688.92,0,10.43,0,80.18,0,45,50.79,18.76,45.53,8.63,124.58,0,21.94,0,0,0,59.5,0,148.3,0,7.04,21.66,413.44,0,150.34,0,5.7,0,20,26.03,0,0,67.88,0,0,0,38.1,0,35.03,0,182.59,0,0,51.17,0,98.41,0,50.64,0,27.68,19.56,520.67,0,0,0,97.23,130.79,1.08,0,0,0,0,0

42,10:15-10:30,0,0,46.59,6.27,3.2,0,80.77,48.81,688.92,0,10.43,0,80.18,0,45,50.79,18.76,45.53,8.63,124.58,0,21.94,0,0,0,59.5,0,148.3,0,7.04,21.66,413.44,0,150.34,0,5.7,0,20,26.03,0,0,67.88,0,0,0,38.1,0,35.03,0,182.59,0,0,51.17,0,98.41,0,50.64,0,27.68,19.56,520.67,0,0,0,97.23,130.79,1.08,0,0,0,0,0

43,10:30-10:45,0,0,46.59,6.27,3.2,0,80.77,48.81,688.92,0,10.43,0,80.18,0,45,50.79,18.76,45.53,8.63,124.58,0,21.94,0,0,0,59.5,0,148.3,0,7.04,21.66,413.44,0,150.34,0,5.7,0,20,26.03,0,0,67.88,0,0,0,38.1,0,35.03,0,182.59,0,0,51.17,0,98.41,0,50.64,0,27.68,19.56,520.67,0,0,0,97.23,130.79,1.08,0,0,0,0,0

44,10:45-11:00,0,0,46.59,6.27,3.2,0,80.77,48.81,688.92,0,10.43,0,80.18,0,45,50.79,18.76,45.53,8.63,124.58,0,21.94,0,0,0,59.5,0,148.3,0,7.04,21.66,413.44,0,150.34,0,5.7,0,20,26.03,0,0,67.88,0,0,0,38.1,0,35.03,0,182.59,0,0,51.17,0,98.41,0,50.64,0,27.68,19.56,520.67,0,0,0,97.23,130.79,1.08,0,0,0,0,0

45,11:00-11:15,0,0,46.59,0.51,3.2,0,80.77,48.81,688.92,0,10.43,0,80.18,0,45,50.79,18.76,45.53,8.63,124.58,0,21.94,0,0,0,59.5,0,148.3,0,7.04,21.66,413.44,0,150.34,0,5.7,0,20,26.03,0,0,67.88,0,0,0,38.1,0,35.03,0,182.59,0,0,50.51,0,98.41,0,50.64,0,27.68,19.56,520.67,0,0,0,97.23,130.79,1.08,0,0,0,0,0

46,11:15-11:30,0,0,46.59,0.51,3.2,0,80.77,48.81,688.92,0,10.43,0,80.18,0,45,50.79,18.76,45.53,8.63,124.58,0,21.94,0,0,0,59.5,0,148.3,0,7.04,21.66,413.44,0,150.34,0,5.7,0,20,26.03,0,0,67.88,0,0,0,38.1,0,35.03,0,182.59,0,0,50.51,0,98.41,0,50.64,0,27.68,19.56,520.67,0,0,0,97.23,130.79,1.08,0,0,0,0,0

47,11:30-11:45,0,0,46.59,0.51,3.2,0,80.77,48.81,688.92,0,10.43,0,80.18,0,45,50.79,18.76,45.53,8.63,124.58,0,21.94,0,0,0,59.5,0,148.3,0,7.04,21.66,413.44,0,150.34,0,5.7,0,20,26.03,0,0,67.88,0,0,0,38.1,0,35.03,0,182.59,0,0,50.51,0,98.41,0,50.64,0,27.68,19.56,520.67,0,0,0,97.23,130.79,1.08,0,0,0,0,0

48,11:45-12:00,0,0,46.59,0.51,3.2,0,80.77,48.81,688.92,0,10.43,0,80.18,0,45,50.79,18.76,45.53,8.63,124.58,0,21.94,0,0,0,59.5,0,148.3,0,7.04,21.66,413.44,0,150.34,0,5.7,0,20,26.03,0,0,67.88,0,0,0,38.1,0,35.03,0,182.59,0,0,50.51,0,98.41,0,50.64,0,27.68,19.56,520.67,0,0,0,97.23,130.79,1.08,0,0,0,0,0

49,12:00-12:15,0,0,46.59,0.51,3.2,0,80.77,48.81,688.92,0,10.43,0,80.18,0,45,51.34,18.76,45.53,8.63,124.58,0,21.94,0,0,0,59.5,0,148.3,0,7.04,21.66,413.44,0,150.34,0,5.7,0,20,26.03,0,0,67.88,0,0,0,38.1,0,35.03,0,182.59,0,0,49.86,0,98.41,0,50.64,0,27.68,13.04,520.67,0,0,0,97.23,130.79,1.08,0,0,0,0,0

50,12:15-12:30,0,0,46.59,0.51,3.2,0,80.77,48.81,688.92,0,10.43,0,80.18,0,45,51.34,18.76,45.53,8.63,124.58,0,21.94,0,0,0,59.5,0,148.3,0,7.04,21.66,413.44,0,150.34,0,5.7,0,20,26.03,0,0,67.88,0,0,0,38.1,0,35.03,0,182.59,0,0,49.86,0,98.41,0,50.64,0,27.68,13.04,520.67,0,0,0,97.23,130.79,1.08,0,0,0,0,0

51,12:30-12:45,0,0,46.59,0.51,3.2,0,80.77,48.81,688.92,0,10.43,0,80.18,0,45,50.79,18.76,45.53,8.63,124.58,0,21.94,0,0,0,59.5,0,148.3,0,7.04,21.66,413.44,0,150.34,0,5.7,0,20,26.03,0,0,67.88,0,0,0,38.1,0,35.03,0,182.59,0,0,49.86,0,98.41,0,50.64,0,27.68,13.04,520.67,0,0,0,97.23,130.79,1.08,0,0,0,0,0

52,12:45-13:00,0,0,46.59,0.51,3.2,0,80.77,48.81,688.92,0,10.43,0,80.18,0,45,50.79,18.76,45.53,8.63,124.58,0,21.94,0,0,0,59.5,0,148.3,0,7.04,21.66,413.44,0,150.34,0,5.7,0,20,26.03,0,0,67.88,0,0,0,38.1,0,35.03,0,182.59,0,0,49.86,0,98.41,0,50.64,0,27.68,13.04,520.67,0,0,0,97.23,130.79,1.08,0,0,0,0,0

53,13:00-13:15,0,0,40.58,1.79,3.2,0,80.77,48.81,688.92,0,10.43,0,80.18,0,45,50.79,18.76,45.53,8.63,124.58,0,21.94,0,0,0,59.5,0,148.3,0,7.04,21.66,413.44,0,150.34,0,5.7,0,20,26.03,0,0,67.88,0,0,0,38.1,0,35.03,0,182.59,0,0,49.86,0,98.41,0,50.64,0,27.68,13.04,520.67,0,0,0,97.23,130.79,1.08,0,0,0,0,0

54,13:15-13:30,0,0,40.58,1.79,3.2,0,80.77,48.81,688.92,0,10.43,0,80.18,0,45,50.79,18.76,45.53,8.63,124.58,0,21.94,0,0,0,59.5,0,148.3,0,7.04,21.66,413.44,0,150.34,0,5.7,0,20,26.03,0,0,67.88,0,0,0,38.1,0,35.03,0,182.59,0,0,49.2,0,98.41,0,50.64,0,27.68,13.04,520.67,0,0,0,97.23,130.79,1.08,0,0,0,0,0

55,13:30-13:45,0,0,40.58,1.79,3.2,0,80.77,48.81,688.92,0,10.43,0,80.18,0,45,50.79,18.76,45.53,8.63,124.58,0,21.94,0,0,14.05,59.5,0,148.3,0,7.04,21.66,413.44,0,150.34,0,5.7,0,15,26.03,0,0,67.88,0,0,0,38.1,0,35.03,0,182.59,0,0,49.2,0,98.41,0,38.36,0,27.68,13.04,520.67,0,0,0,97.23,130.79,1.08,0,0,0,0,0

56,13:45-14:00,0,0,40.58,1.79,3.2,0,80.77,48.81,688.92,0,10.43,0,80.18,0,45,50.79,18.76,45.53,8.63,124.58,0,21.94,0,0,14.05,59.5,0,148.3,0,7.04,21.66,413.44,0,150.34,0,5.7,0,15,26.03,0,0,67.88,0,0,0,38.1,0,35.03,0,182.59,0,0,49.2,0,98.41,0,38.36,0,27.68,13.04,520.67,0,0,0,97.23,130.79,1.08,0,0,0,0,0

