Block,Time,BSIUL,KISHANGANGA,KOTESHWR,MAPS,NLCTS2EXP,AURY_LF,CHAMERA1,CHAMERA2,RIHAND1,RIHAND3,RSTPSU1TO6,TEHRI,TelanganaSTPP,ANTA_GF,ANTA_RF,AURY_RF,KKNP,KKNPPU2,NLCIIST1,RIHAND2,SALAL,UNCHAHAR3,KOLDAM,NJPC,RAPPB,SINGRAULI_HYDRO,TANAKPUR,UNCHAHAR1,UNCHAHAR2,URI,DADRI_LF,DHAULIGNGA,KGSU3AND4,KHSTPP-I,NAPP,SIMHST2,ANTA_LF,BRBCL,KUDGI,NTPL,RAMPUR,RSTPSU7,SIMHST1,SINGRAULI,TANDA2,UNCHAHAR4,URI2,VALLURNTECL,AURY_GF,DADRI_CRF,DULHASTI,KGSU1AND2,KHSTPP-II,SASAN,TALA,TALST2,ANTA_CRF,CHAMERA3,DADRT2,FSTPP I & II,JHAJJAR,NLCEXP,NLCIIST2,NNTPP,PARBATI3,RAPPC,SEWA2,AURY_CRF,DADRI_GF,DADRI_RF
6,01:15-01:30,13.04,0,6.41,0,0,0,0,0,92,124.33,0,0,0,0,28.66,52.67,0,0,0,118.76,70.88,26.4,0,0,0,0.8,0,20.85,42.39,33.67,0,0,0,45.53,41.66,0,0,20,0,0,0,0,0,139.69,0,0,28.25,0,0,0,16.48,0,148.3,405,0,0,0,0,683.14,18.2,434.65,0,0,0,0,25.76,0,0,0,59.73

7,01:30-01:45,13.04,0,6.41,0,0,0,0,0,92,124.33,0,0,0,0,28.66,52.67,0,0,0,118.76,70.88,26.4,0,0,0,0.8,0,20.85,42.39,33.67,0,0,0,45.53,41.66,0,0,20,0,0,0,0,0,139.69,0,0,28.25,0,0,0,16.48,0,148.3,405,0,0,0,0,683.14,18.2,434.65,0,0,0,0,25.76,0,0,0,59.73

8,01:45-02:00,13.04,0,6.41,0,0,0,0,0,92,124.33,0,0,0,0,28.66,52.67,0,0,0,118.76,12.78,26.4,0,0,0,0.8,0,20.85,42.39,33.67,0,0,0,45.53,41.66,0,0,20,0,0,0,0,0,139.69,0,0,28.25,0,0,0,16.48,0,148.3,405,0,0,0,0,683.14,18.2,434.65,0,0,0,0,25.76,0,0,0,59.73

9,02:00-02:15,13.04,0,6.41,0,0,0,0,0,92,124.33,0,0,0,0,28.66,52.67,0,0,0,118.76,12.78,26.4,0,0,0,0.8,0,20.85,42.39,33.67,0,0,0,45.53,41.66,0,0,20,0,0,0,0,0,139.69,0,0,28.25,0,0,0,16.48,0,148.3,405,0,0,0,0,683.14,18.2,434.65,0,0,0,0,25.76,0,0,0,59.73

10,02:15-02:30,13.04,0,6.41,0,0,0,0,0,92,124.33,0,0,0,0,28.66,52.67,0,0,0,118.76,12.78,26.4,0,0,0,0.8,0,20.85,42.39,33.67,0,0,0,45.53,41.66,0,0,20,0,0,0,0,0,139.69,0,0,28.25,0,0,0,16.48,0,148.3,405,0,0,0,0,683.14,18.2,434.65,0,0,0,0,25.76,0,0,0,59.73

11,02:30-02:45,13.04,0,6.41,0,0,0,0,0,92,124.33,0,0,0,0,28.66,52.67,0,0,0,118.76,12.78,26.4,0,0,0,0.8,0,20.85,42.39,33.67,0,0,0,45.53,42.19,0,0,20,0,0,0,0,0,139.69,0,0,28.25,0,0,0,16.48,0,148.3,405,0,0,0,0,683.14,18.2,434.65,0,0,0,0,25.76,0,0,0,59.73

12,02:45-03:00,13.04,0,6.41,0,0,0,0,0,92,124.33,0,0,0,0,28.66,52.67,0,0,0,118.76,12.78,26.4,0,0,0,0.8,0,20.85,42.39,33.67,0,0,0,45.53,42.19,0,0,20,0,0,0,0,0,139.69,0,0,28.25,0,0,0,16.48,0,148.3,405,0,0,0,0,683.14,18.2,434.65,0,0,0,0,25.76,0,0,0,59.73

13,03:00-03:15,13.04,0,6.41,0,0,0,0,0,92,124.33,0,0,0,0,28.66,52.67,0,0,0,118.76,12.78,26.4,0,0,0,0.8,0,20.85,42.39,33.67,0,0,0,45.53,42.19,0,0,20,0,0,0,0,0,139.69,0,0,28.25,0,0,0,16.48,0,148.3,405,0,0,0,0,683.14,18.2,434.65,0,0,0,0,25.76,0,0,0,59.73

14,03:15-03:30,13.04,0,6.41,0,0,0,0,13.17,92,124.33,0,0,0,0,28.66,52.67,0,0,0,118.76,12.78,26.4,0,0,0,0.8,0,20.85,42.39,33.67,0,0,0,45.53,42.19,0,0,20,0,0,0,0,0,139.69,0,0,28.25,0,0,0,16.48,0,148.3,405,0,0,0,9.68,683.14,18.2,434.65,0,0,0,0,25.76,0,0,0,59.73

15,03:30-03:45,13.04,0,6.41,0,0,0,0,13.17,92,124.33,0,0,0,0,28.56,52.67,0,0,0,118.76,12.78,26.4,0,0,0,0.8,0,20.85,42.39,33.67,0,0,0,45.83,42.19,0,0,20,0,0,0,0,0,139.69,0,0,28.25,0,0,0,16.48,0,148.3,405,0,0,0,9.68,683.14,18.2,434.65,0,0,0,0,25.76,0,0,0,59.73

16,03:45-04:00,13.04,0,6.41,0,0,0,0,13.17,92,124.33,0,0,0,0,28.56,52.67,0,0,0,118.76,12.78,26.4,0,21.78,0,0.8,0,20.85,42.39,33.67,0,0,0,45.83,42.19,0,0,20,0,0,0,0,0,139.69,0,0,28.25,0,0,0,16.48,0,148.3,405,0,0,0,9.68,683.14,18.2,434.65,0,0,0,0,25.76,0,0,0,59.73

17,04:00-04:15,13.04,0,6.41,0,0,0,0,13.17,92,124.33,0,0,0,0,28.56,52.67,0,0,0,118.76,12.78,26.4,0,21.78,0,0.8,0,20.85,42.39,33.67,0,0,0,45.83,42.19,0,0,20,0,0,0,0,0,139.69,0,0,28.25,0,0,0,16.48,0,148.3,405,0,0,0,9.68,683.14,18.2,434.65,0,0,0,0,25.76,0,0,0,59.73

18,04:15-04:30,13.04,0,6.41,0,0,0,0,13.17,92,124.33,0,0,0,0,28.56,52.67,0,0,0,118.76,12.78,26.4,0,21.78,0,0.8,0,20.85,42.39,33.67,0,0,0,45.83,42.19,0,0,20,0,0,0,0,0,139.69,0,0,28.25,0,0,0,16.48,0,148.3,405,0,0,0,9.68,683.14,18.2,434.65,0,0,0,0,25.76,0,0,0,59.73

19,04:30-04:45,13.04,0,6.41,0,0,0,0,13.17,92,124.33,0,0,0,0,28.56,52.67,0,0,0,118.76,12.78,26.4,0,21.78,0,0.8,0,20.85,42.39,33.67,0,0,0,45.83,42.19,0,0,20,0,0,0,0,0,139.69,0,0,28.25,0,0,0,16.48,0,148.3,405,0,0,0,9.68,683.14,18.2,434.65,0,0,0,0,25.76,0,0,0,59.73

20,04:45-05:00,13.04,0,6.41,0,0,0,0,13.17,92,124.33,0,0,0,0,28.56,52.67,0,0,0,118.76,12.78,26.4,0,21.78,0,0.8,0,20.85,42.39,33.67,0,0,0,45.83,42.19,0,0,20,0,0,0,0,0,139.69,0,0,28.25,0,0,0,16.48,0,148.3,405,0,0,0,9.68,683.14,18.2,434.65,0,0,0,0,25.76,10.53,0,0,59.73

21,05:00-05:15,13.04,0,6.41,0,0,0,0,13.17,92,124.33,0,10.97,0,0,28.56,52.67,0,0,0,118.76,2.33,26.4,0,21.78,0,0.8,0,20.85,42.39,33.67,0,0,0,45.83,42.19,0,0,20,0,0,0,0,0,139.69,0,0,28.25,0,0,0,16.48,0,148.3,405,0,0,0,9.68,683.14,18.2,434.65,0,0,0,0,25.76,10.53,0,0,59.73

22,05:15-05:30,13.04,0,6.41,0,0,0,0,13.17,92,124.33,0,21.92,0,0,28.56,52.67,0,0,0,118.76,2.33,26.4,0,21.78,0,0.8,0,20.85,42.39,33.67,0,0,0,45.83,42.19,0,0,20,0,0,0,0,0,139.69,0,0,28.25,0,0,0,16.48,0,148.3,405,0,0,0,9.68,683.14,18.2,434.65,0,0,0,0,25.76,10.53,0,0,59.73

23,05:30-05:45,13.04,0,6.41,0,0,0,0,13.17,92,124.33,0,32.89,0,0,28.56,52.67,0,0,0,118.76,2.33,26.4,0,23.39,0,0.8,0,20.85,42.39,33.67,0,0,0,45.83,42.19,0,0,20,0,0,0,0,0,139.69,0,0,26.9,0,0,0,16.48,0,148.3,405,0,0,0,9.68,683.14,18.2,434.65,0,0,0,0,25.76,10.53,0,0,59.73

24,05:45-06:00,13.04,0,6.41,0,0,0,12.25,26.34,92,124.33,0,32.89,0,0,28.56,52.67,0,0,0,118.76,2.33,26.4,0,39.58,0,0.8,0,20.85,42.39,33.67,0,0,0,45.83,42.19,0,0,20,0,0,0,0,0,139.69,0,0,26.9,0,0,0,16.48,0,148.3,405,0,0,0,9.68,683.14,18.2,434.65,0,0,0,0,25.76,10.53,0,0,59.73

25,06:00-06:15,13.04,0,6.41,0,0,0,12.25,26.34,92,124.33,0,32.89,0,0,28.98,52.67,0,0,0,118.76,15.11,26.4,0,62.51,0,0.8,0,20.85,42.39,39.75,0,7.92,0,45.83,42.19,0,0,20,0,0,0,0,0,139.69,0,0,24.21,0,0,0,32.96,0,148.3,411.75,0,0,0,9.68,683.14,18.2,434.65,0,0,0,3.82,25.76,10.53,0,0,59.73

26,06:15-06:30,13.04,0,17.75,0,0,0,28.05,39.51,92,124.33,0,43.84,0,0,28.98,52.67,0,0,0,118.76,70.88,26.4,0,83.33,0,0.8,0,20.85,42.39,39.75,0,15.85,0,45.83,42.19,0,0,20,0,0,0,0,0,139.69,0,0,24.21,0,0,0,32.96,0,148.3,411.75,0,0,0,19.35,683.14,18.2,434.65,0,0,0,16.54,25.76,10.53,0,0,59.73

27,06:30-06:45,19.56,0,39.05,0,0,0,42.15,39.51,92,124.33,0,43.84,0,0,28.98,52.67,0,0,0,118.76,70.88,26.4,0,116.95,0,0.8,0,20.85,42.39,39.75,0,18.27,0,45.83,42.19,0,0,20,0,0,0,0,0,139.69,0,0,33.23,0,0,0,49.43,0,148.3,411.75,0,0,0,29.06,683.14,18.2,434.65,0,0,0,16.54,25.76,10.53,0,0,59.73

28,06:45-07:00,19.56,0,39.05,0,0,0,42.15,39.51,92,124.33,0,43.84,0,0,29.08,52.67,0,0,0,118.76,70.88,26.4,0,116.95,0,0.8,0,20.85,42.39,39.75,0,18.27,0,45.83,42.19,0,0,20,0,0,0,0,0,139.69,0,0,33.23,0,0,0,49.43,0,148.3,411.75,0,0,0,29.06,683.14,18.2,434.65,0,0,0,16.54,25.76,10.53,0,0,59.73

29,07:00-07:15,19.56,0,39.05,0,0,0,42.15,39.51,92,124.33,0,43.84,0,0,29.08,52.67,0,0,0,118.76,70.88,26.4,0,140.35,0,0.8,0,20.85,42.39,33.67,0,27.41,0,45.83,42.19,0,0,20,0,0,0,0,0,139.69,0,0,33.23,0,0,0,49.43,0,148.3,411.75,0,0,0,29.06,683.14,18.2,434.65,0,0,0,16.54,25.76,10.53,0,0,59.73

30,07:15-07:30,19.56,0,39.05,0,0,0,42.15,39.51,92,124.33,0,43.84,0,0,29.08,52.67,0,0,0,118.76,12.78,26.4,0,140.35,0,0.8,0,20.85,42.39,33.67,0,27.41,0,45.83,42.19,0,0,20,0,0,0,0,0,139.69,0,0,33.23,0,0,0,49.43,0,148.3,411.75,0,0,0,29.06,683.14,18.2,434.65,0,0,0,16.54,25.76,10.53,0,0,59.73

31,07:30-07:45,19.56,0,39.05,0,0,0,42.15,39.51,92,124.33,0,43.84,0,0,29.08,52.67,0,0,0,118.76,12.78,26.4,0,122.54,0,0.8,0,20.85,42.39,33.67,0,24.3,0,45.83,42.19,0,0,20,0,0,0,0,0,139.69,0,0,33.23,0,0,0,49.43,0,148.3,411.75,0,0,0,29.06,683.14,18.2,434.65,0,0,0,16.54,25.76,10.53,0,0,59.73

32,07:45-08:00,6.52,0,17.75,0,0,0,42.15,26.34,92,124.33,0,43.84,0,0,28.98,52.67,0,0,0,118.76,12.78,26.4,0,116.95,0,0.8,0,20.85,42.39,33.67,0,15.85,0,45.83,42.19,0,0,20,0,0,0,0,0,139.69,0,0,33.23,0,0,0,32.96,0,148.3,411.75,0,0,0,9.68,683.14,18.2,434.65,0,0,0,3.57,25.76,10.53,0,0,59.73

33,08:00-08:15,6.52,0,8.87,0,0,0,24.49,26.34,92,124.33,0,43.84,0,0,28.88,52.67,0,0,0,118.76,12.78,26.4,0,93.56,0,0.8,0,20.85,42.39,33.67,0,7.92,0,45.83,42.19,0,0,20,0,0,0,0,0,139.69,0,0,26.9,0,0,0,32.96,0,148.3,411.75,0,0,0,9.68,683.14,18.2,434.65,0,0,0,0,25.76,10.53,0,0,59.73

34,08:15-08:30,6.52,0,8.87,0,0,0,23.7,13.17,92,124.33,0,32.89,0,0,28.66,52.67,0,0,0,118.76,12.78,26.4,0,70.17,0,0.8,0,20.85,42.39,39.75,0,0,0,45.83,42.19,0,0,20,0,0,0,0,0,139.69,0,0,26.9,0,0,0,16.48,0,148.3,411.75,0,0,0,9.68,683.14,18.2,434.65,0,0,0,0,25.76,10.53,0,0,59.73

35,08:30-08:45,13.04,0,8.87,0,0,0,12.26,0,92,124.33,0,32.89,0,0,28.56,52.67,0,0,0,118.76,12.78,26.4,0,23.39,0,0.8,6.27,20.85,42.39,39.75,0,0,0,45.83,42.19,0,0,20,0,0,0,0,0,139.69,0,0,25.56,0,0,0,16.48,0,148.3,411.75,0,0,0,9.68,683.14,18.2,434.65,0,0,0,0,25.76,10.53,0,0,59.73

36,08:45-09:00,13.04,0,8.87,0,0,0,0,0,92,124.33,0,21.92,0,0,28.56,52.67,0,0,0,118.76,12.78,26.4,0,0,0,0.8,6.27,20.85,42.39,39.75,0,0,0,45.83,42.19,0,0,20,0,0,0,0,0,139.69,0,0,25.56,0,0,0,16.48,0,148.3,411.75,0,0,0,0,683.14,18.2,434.65,0,0,0,0,25.76,10.53,0,0,59.73

37,09:00-09:15,13.04,0,8.87,0,0,0,0,0,92,124.33,0,21.92,0,0,28.35,52.67,0,0,0,118.76,12.78,26.4,0,0,0,0.8,6.27,20.85,42.39,39.75,0,0,0,45.83,42.19,0,0,20,0,0,0,0,0,139.69,0,0,25.56,0,0,0,16.48,0,148.3,411.75,0,0,0,0,683.14,18.2,434.65,0,0,0,0,25.76,10.53,0,0,59.73

38,09:15-09:30,13.04,0,8.87,0,0,0,0,0,92,124.33,0,13.86,0,0,28.14,52.67,0,0,0,118.76,12.78,26.4,0,0,0,0.8,6.27,20.85,42.39,34.78,0,0,0,45.83,42.19,0,0,20,0,0,0,0,0,139.69,0,0,25.56,0,0,0,16.48,0,148.3,411.75,0,0,0,0,683.14,18.2,434.65,0,0,0,0,25.76,10.53,0,0,59.73

39,09:30-09:45,13.04,0,8.87,0,0,0,0,0,92,124.33,0,11.09,0,0,27.93,52.67,0,0,0,118.76,12.78,26.4,0,0,0,0.8,6.27,20.85,42.39,34.78,0,0,0,45.83,42.19,0,0,20,0,0,0,0,0,139.69,0,0,25.56,0,0,0,16.48,0,148.3,411.75,0,0,0,0,683.14,18.2,434.65,0,0,0,0,25.76,10.53,0,0,59.73

40,09:45-10:00,13.04,0,8.87,0,0,0,0,0,92,124.33,0,0,0,0,27.93,52.67,0,0,0,118.76,12.78,26.4,0,0,0,0.8,6.27,20.85,42.39,34.78,0,0,0,45.83,42.19,0,0,20,0,0,0,0,0,139.69,0,0,25.56,0,0,0,16.48,0,148.3,411.75,0,0,0,0,683.14,18.2,434.65,0,0,0,0,25.76,10.53,0,0,59.73

41,10:00-10:15,13.04,0,8.87,0,0,0,0,0,92,124.33,0,0,0,0,27.72,52.67,0,0,0,118.76,12.78,26.4,0,0,0,0.8,6.27,20.85,42.39,34.78,0,0,0,45.83,42.19,0,0,20,0,0,0,0,0,139.69,0,0,24.21,0,0,0,0,0,148.3,411.75,0,0,0,0,683.14,18.2,434.65,0,0,0,0,25.76,10.13,0,0,59.73

42,10:15-10:30,13.04,0,8.87,0,0,0,0,0,92,124.33,0,0,0,0,27.62,52.67,0,0,0,118.76,12.78,26.4,0,0,0,0.8,6.27,20.85,42.39,34.78,0,0,0,45.83,42.19,0,0,20,0,0,0,0,0,139.69,0,0,24.21,0,0,0,0,0,148.3,411.75,0,0,0,0,683.14,18.2,434.65,0,0,0,0,25.76,10.13,0,0,59.73

43,10:30-10:45,13.04,0,8.87,0,0,0,0,0,92,124.33,0,0,0,0,27.41,52.67,0,0,0,118.76,12.78,26.4,0,0,0,0.8,0.25,20.85,42.39,34.78,0,0,0,45.83,42.19,0,0,20,0,0,0,0,0,139.69,0,0,24.21,0,0,0,0,0,148.3,411.75,0,0,0,0,683.14,18.2,434.65,0,0,0,0,25.76,10.13,0,0,59.73

44,10:45-11:00,13.04,0,8.87,0,0,0,0,0,92,124.33,0,0,0,0,27.41,52.67,0,0,0,118.76,12.78,26.4,0,0,0,0.8,0,20.85,42.39,34.78,0,0,0,45.83,42.19,0,0,20,0,0,0,0,0,139.69,0,0,24.21,0,0,0,0,0,148.3,411.75,0,0,0,0,683.14,18.2,434.65,0,0,0,0,25.76,0,0,0,59.73

45,11:00-11:15,13.04,0,8.87,0,0,0,0,0,92,124.33,0,0,0,0,27.3,52.67,0,0,0,118.76,12.78,26.4,0,0,0,0.8,0,20.85,42.39,34.78,0,0,0,45.83,42.19,0,0,20,0,0,0,0,0,139.69,0,0,24.21,0,0,0,0,0,148.3,411.75,0,0,0,0,683.14,18.2,434.65,0,0,0,0,25.76,0,0,0,59.73

46,11:15-11:30,13.04,0,8.87,0,0,0,0,0,92,124.33,0,0,0,0,27.3,52.67,0,0,0,118.76,12.78,26.4,0,0,0,0.8,0,20.85,42.39,34.78,0,0,0,45.83,42.19,0,0,20,0,0,0,0,0,139.69,0,0,24.21,0,0,0,0,0,148.3,411.75,0,0,0,0,683.14,18.2,434.65,0,0,0,0,25.76,0,0,0,59.73

47,11:30-11:45,13.04,0,8.87,0,0,0,0,0,92,124.33,0,0,0,0,27.19,52.67,0,0,0,118.76,12.78,26.4,0,0,0,0.8,0,20.85,42.39,34.78,0,0,0,45.83,42.19,0,0,20,0,0,0,0,0,139.69,0,0,24.21,0,0,0,0,0,148.3,411.75,0,0,0,0,683.14,18.2,434.65,0,0,0,0,25.76,0,0,0,59.73

48,11:45-12:00,13.04,0,8.87,0,0,0,0,0,92,124.33,0,0,0,0,27.19,52.67,0,0,0,118.76,12.78,26.4,0,0,0,0.8,0,20.85,42.39,34.78,0,0,0,45.83,42.19,0,0,20,0,0,0,0,0,139.69,0,0,24.21,0,0,0,0,0,148.3,411.75,0,0,0,0,683.14,18.2,434.65,0,0,0,0,25.76,0,0,0,59.73

49,12:00-12:15,6.52,0,8.87,0,0,0,0,0,92,124.33,0,0,0,0,27.19,52.67,0,0,0,118.76,12.78,26.4,0,0,0,0.8,0,20.85,42.39,34.78,0,9.14,0,45.83,42.19,0,0,20,0,0,0,0,0,139.69,0,0,24.21,0,0,0,0,0,148.3,411.75,0,0,0,0,683.14,18.2,434.65,0,0,0,0,25.76,0,0,0,59.73

50,12:15-12:30,6.52,0,8.87,0,0,0,0,0,92,124.33,0,0,0,0,27.09,52.67,0,0,0,118.76,12.78,26.4,0,0,0,0.8,0,20.85,42.39,34.78,0,9.14,0,45.83,42.19,0,0,20,0,0,0,0,0,139.69,0,0,24.21,0,0,0,0,0,148.3,411.75,0,0,0,0,683.14,18.2,434.65,0,0,0,0,25.76,0,0,0,59.73

51,12:30-12:45,6.52,0,8.87,0,0,0,0,0,92,124.33,0,0,0,0,27.09,52.67,0,0,0,118.76,12.78,26.4,0,0,0,0.8,0,20.85,42.39,34.78,0,9.14,0,45.83,42.19,0,0,20,0,0,0,0,0,139.69,0,0,24.21,0,0,0,0,0,148.3,411.75,0,0,0,0,683.14,18.2,434.65,0,0,0,0,25.76,0,0,0,59.73

52,12:45-13:00,6.52,0,8.87,0,0,0,0,0,92,124.33,0,0,0,0,27.09,52.67,0,0,0,118.76,12.78,26.4,0,0,0,0.8,0,20.85,42.39,34.78,0,9.14,0,45.83,42.19,0,0,20,0,0,0,0,0,139.69,0,0,24.21,0,0,0,0,0,148.3,411.75,0,0,0,0,683.14,18.2,434.65,0,0,0,0,25.76,0,0,0,59.73

53,13:00-13:15,6.52,0,8.87,0,0,0,0,0,92,124.33,0,0,0,0,26.88,52.67,0,0,0,118.76,12.78,26.4,0,0,0,0.8,0,20.85,42.39,34.78,0,0,0,45.83,42.19,0,0,20,0,0,0,0,0,139.69,0,0,25.56,0,0,0,0,0,148.3,411.75,0,0,0,0,683.14,18.2,434.65,0,0,0,0,25.76,0,0,0,59.73

54,13:15-13:30,6.52,0,8.87,0,0,0,0,0,92,124.33,0,0,0,0,26.88,52.67,0,0,0,118.76,12.78,26.4,0,0,0,0.8,0,20.85,42.39,34.78,0,0,0,45.83,42.19,0,0,20,0,0,0,0,0,139.69,0,0,25.56,0,0,0,0,0,148.3,411.75,0,0,0,0,683.14,18.2,434.65,0,0,0,0,25.76,0,0,0,59.73

55,13:30-13:45,6.52,0,8.87,0,0,0,0,0,92,124.33,0,0,0,0,26.88,52.67,0,0,0,118.76,12.78,26.4,0,0,0,0.8,0,20.85,42.39,34.78,0,0,0,45.83,42.19,0,0,20,0,0,0,0,0,139.69,0,0,24.21,0,0,0,0,0,148.3,411.75,0,0,0,0,683.14,18.2,434.65,0,0,0,0,25.76,0,0,0,59.73

56,13:45-14:00,6.52,0,8.87,0,0,0,0,0,92,124.33,0,10.97,0,0,26.77,52.67,0,0,0,118.76,12.78,26.4,0,0,0,0.8,0,20.85,42.39,34.78,0,0,0,45.83,42.19,0,0,20,0,0,0,0,0,139.69,0,0,24.21,0,0,0,0,0,148.3,411.75,0,0,0,0,683.14,18.2,434.65,0,0,0,0,25.76,0,0,0,59.73

57,14:00-14:15,6.52,0,8.87,0,0,0,0,0,92,124.33,0,10.97,0,0,26.77,52.67,0,0,0,118.76,12.78,26.4,0,0,0,0.8,0,20.85,42.39,34.78,0,0,0,45.83,42.19,0,0,20,0,0,0,0,0,139.69,0,0,33.23,0,0,0,0,0,148.3,411.75,0,0,0,0,683.14,18.2,434.65,0,0,0,0,25.76,0,0,0,59.73

58,14:15-14:30,6.52,0,8.87,0,0,0,0,0,92,124.33,0,10.97,0,0,26.77,52.67,0,0,0,118.76,12.78,26.4,0,0,0,0.8,0,20.85,42.39,34.78,0,0,0,45.83,42.19,0,0,20,0,0,0,0,0,139.69,0,0,33.23,0,0,0,0,0,148.3,411.75,0,0,0,0,683.14,18.2,434.65,0,0,0,0,25.76,0,0,0,59.73

59,14:30-14:45,6.52,0,8.87,0,0,0,0,0,92,124.33,0,10.97,0,0,26.77,52.67,0,0,0,118.76,12.78,26.4,0,0,0,0.8,0,20.85,42.39,34.78,0,0,0,45.83,42.19,0,0,20,0,0,0,0,0,139.69,0,0,33.23,0,0,0,0,0,148.3,411.75,0,0,0,0,683.14,18.2,434.65,0,0,0,0,25.76,0,0,0,59.73

60,14:45-15:00,6.52,0,8.87,0,0,0,0,0,92,124.33,0,21.92,0,0,26.77,52.67,0,0,0,118.76,12.78,26.4,0,0,0,0.8,0.25,20.85,42.39,34.78,0,0,0,45.83,42.19,0,0,20,0,0,0,0,0,139.69,0,0,33.23,0,0,0,0,0,148.3,411.75,0,0,0,0,683.14,18.2,434.65,0,0,0,0,25.76,0,0,0,59.73

61,15:00-15:15,6.52,0,8.87,0,0,0,0,0,92,124.33,0,21.92,0,0,26.77,52.67,0,0,0,118.76,12.78,26.4,0,0,0,0.8,0.25,20.85,42.39,34.78,0,9.14,0,45.83,42.19,0,0,20,0,0,0,0,0,139.69,0,0,33.23,0,0,0,0,0,148.3,411.75,0,0,0,0,683.14,18.2,434.65,0,0,0,0,25.76,0,0,0,59.73

62,15:15-15:30,6.52,0,8.87,0,0,0,0,0,92,124.33,0,21.92,0,0,26.77,52.67,0,0,0,118.76,12.78,26.4,0,0,0,0.8,0.25,20.85,42.39,34.78,0,9.14,0,45.83,42.19,0,0,20,0,0,0,0,0,139.69,0,0,33.23,0,0,0,0,0,148.3,411.75,0,0,0,0,683.14,18.2,434.65,0,0,0,0,25.76,0,0,0,59.73

63,15:30-15:45,1.1,0,8.87,0,0,0,0,0,92,124.33,0,21.92,0,0,26.77,52.67,0,0,0,118.76,12.78,26.4,0,0,0,0.8,0,20.85,42.39,13.25,0,9.14,0,45.83,42.19,0,0,20,0,0,0,0,0,139.69,0,0,26.9,0,0,0,0,0,148.3,411.75,0,0,0,0,683.14,18.2,434.65,0,0,0,0,25.76,0,0,0,59.73

