Column1,Time,GNA/NR/2025/03/01/4651,NR/01102023/19072037/LT-05,NR/01102023/31052040/LT-31,GNA/NR/2025/03/01/3469,NR/01102023/30042040/GNA_LT_35,NR/01102023/22052037/LT-59,NR/01102023/05012040/L_NR_2020_02,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2025/03/01/8036,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/30042040/GNA_LT_36,GNA/NR/2025/03/01/5143,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/30092023/31122025/SH-07,GNA/NR/2025/03/01/1906,NR/01102023/06022042/L_NR_2012_02,GNA/NR/2025/03/01/9482,NR/01102023/06022042/L_NR_2012_07,GNA/NR/2025/03/01/6891,NR/30092023/26122029/SH-06,GNA/NR/2025/03/01/2563,NR/01102023/31102037/L_NR_2019_11,GNA/SR/2025/03/01/7500,GNA/WR/2025/01/01/8625,GNA/WR/2025/01/01/9606,GNA/WR/2025/03/01/6406,WR/01102023/31032046/L_NR_2020_05,WR/01102023/16072048/L_NR_2022_08,WR/01102023/29112042/L_NR_2019_05,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/24112044/L_NR_2020_07,WR/01102023/01102023/L_NR_2020_06,WR/01102023/30052048/L_NR_2022_10,WR/01102023/01102023/L_NR_2022_09,WR/01102023/29112042/RUMS(L_NR_2019_06),L_NR_2019_19,GNARE/SR/2025/01/13/4532,GNARE/NR/2024/12/20/3668,NR/26072023/31072042/L_NR_2023_07,NR/22102023/11042047/L_NR_2021_16,NR/01102023/13082046/L_NR_2021_12,NR/01102023/02122045/L_NR_2021_13,NR/22102023/11042047/L_NR_2021_17,NR/26072023/25122043/L_NR_2023_10,NR/01102023/25072045/L_NR_2021_15,NR/01102023/08032047/L_NR_2021_14
7,01:30-01:45,6.75,66.13,0,8.67,0,2.72,1.36,272.49,23.41,100.4,0,237.82,6.46,30.78,32,23.41,260.78,17.35,86.93,79.27,25.87,23.41,2.61,200,0,0,42,66,12,0,0,22,22,46.66,46.67,0,0,7,0,0,0,0,0,0,0,0,0

8,01:45-02:00,6.75,66.13,0,8.67,0,2.72,1.36,272.49,23.41,100.4,0,237.82,6.46,30.28,32,23.41,260.78,17.35,86.93,79.27,25.87,23.41,2.61,200,0,0,42,65,12.34,0,0,21.67,21.66,46.34,46.33,0,0,7,0,0,0,0,0,0,0,0,0

9,02:00-02:15,6.75,66.13,0,8.67,0,2.72,1.36,272.49,23.41,100.4,0,237.82,6.36,30.28,32,23.41,193.93,17.35,74.72,79.27,25.87,23.41,2.53,0,0,0,42,55.99,12,0,0,18.67,18.67,45,45,0,0,7,0,0,0,0,0,0,0,0,0

10,02:15-02:30,6.75,66.13,0,8.67,0,2.72,1.36,272.49,23.41,100.4,0,237.82,6.36,30.28,32,23.41,193.93,17.35,74.72,79.27,25.87,23.41,2.53,0,0,0,42,55.99,12,0,0,18.67,18.67,44.34,44.33,0,0,7,0,0,0,0,0,0,0,0,0

11,02:30-02:45,6.75,66.13,0,8.67,0,2.72,1.36,272.49,23.41,100.4,0,237.82,6.36,30.28,32,23.41,193.93,17.35,64.2,79.27,25.87,23.41,2.53,0,0,0,42,55.99,11.66,0,0,18.67,18.67,36.34,36.33,0,0,7,0,0,0,0,0,0,0,0,0

12,02:45-03:00,6.75,66.13,0,8.67,0,2.72,1.36,272.49,23.41,100.4,0,237.82,6.36,30.28,32,23.41,193.93,17.35,64.2,79.27,25.87,23.41,2.53,0,0,0,42,57.49,11.34,0,0,19.17,19.17,36.34,36.33,0,0,7,0,0,0,0,0,0,0,0,0

13,03:00-03:15,6.75,66.13,0,8.67,0,2.64,1.31,272.49,23.41,100.4,0,237.82,6.27,30.28,32,23.41,193.93,17.35,64.2,79.27,25.87,23.41,2.53,0,0,0,42,55.99,11,0,0,18.67,18.67,38,38,0,0,7,0,0,0,0,0,0,0,0,0

14,03:15-03:30,6.75,66.13,0,8.67,0,2.64,1.31,272.49,23.41,100.4,0,237.82,6.27,30.28,32,23.41,193.93,17.35,64.2,79.27,25.87,23.41,2.53,0,0,0,42,55.5,10.34,0,0,18.5,18.5,37.66,37.67,0,0,7,0,0,0,0,0,0,0,0,0

15,03:30-03:45,6.75,66.13,0,8.67,0,2.64,1.31,272.49,23.41,100.4,0,237.82,6.27,30.28,32,23.41,193.93,17.35,64.2,79.27,25.87,23.41,2.53,0,0,0,42,54.49,9.34,0,0,18.17,18.17,31.66,31.67,0,0,7,0,0,0,0,0,0,0,0,0

16,03:45-04:00,6.75,66.13,0,8.67,0,2.64,1.31,272.49,23.41,100.4,0,237.82,6.27,30.28,32,23.41,193.93,17.35,64.2,79.27,25.87,23.41,2.53,0,0,0,42,52.99,8.66,0,0,17.67,17.67,31.34,31.33,0,0,7,0,0,0,0,0,0,0,0,0

17,04:00-04:15,6.75,70.28,0,8.67,0,2.64,1.31,272.49,23.41,100.4,0,237.82,6.18,30.28,26.99,23.41,193.93,17.35,64.2,79.27,26.99,23.41,2.15,0,0,0,42,45.49,8,0,0,15.17,15.17,31,31,0,0,7,0,0,0,0,0,0,0,0,0

18,04:15-04:30,6.75,70.28,0,8.67,0,2.64,1.31,272.49,23.41,100.4,0,237.82,6.18,30.28,26.99,23.41,193.93,17.35,64.2,79.27,26.99,23.41,2.15,0,0,0,42,43.5,7.34,0,0,14.5,14.5,30.66,30.67,0,0,7,0,0,0,0,0,0,0,0,0

19,04:30-04:45,6.75,70.28,0,8.67,0,0.78,1.31,272.49,23.41,100.4,0,237.82,6.18,30.78,26.99,23.41,260.78,17.35,86.93,79.27,26.99,23.41,2.15,0,0,0,42,41.51,6.66,0,0,13.83,13.83,23.34,23.33,0,0,7,0,0,0,0,0,0,0,0,0

20,04:45-05:00,6.75,66.13,0,8.67,0,2.26,1.31,272.49,23.41,100.4,0,237.82,6.18,30.78,26.99,23.41,260.78,17.35,86.93,79.27,26.99,23.41,2.15,0,0,0,42,39.49,6.66,0,0,13.17,13.17,22.34,22.33,0,0,7,0,0,0,0,0,0,0,0,0

21,05:00-05:15,6.75,66.13,0,8.67,0,2.26,1.31,272.49,23.41,100.4,0,237.82,5.99,30.78,26.99,23.41,260.78,17.35,86.93,79.27,26.99,23.41,2.15,0,0,0,42,39,6.66,0,0,13,13,22,22,0,0,7,0,0,0,0,0,0,0,0,0

22,05:15-05:30,6.75,66.13,0,8.67,0,2.26,1.31,272.49,23.41,100.4,0,237.82,5.99,30.28,26.99,23.41,260.78,17.35,86.93,79.27,26.99,23.41,2.15,0,0,0,42,39,6.66,0,0,13,13,22,22,0,0,7,0,0,0,0,0,0,0,0,0

23,05:30-05:45,6.75,66.13,0,8.67,0,2.26,1.31,272.49,23.41,100.4,0,237.82,5.99,29.78,26.99,23.41,260.78,17.35,74.72,79.27,26.99,23.41,2.15,0,0,0,42,38.51,6.66,0,0,12.83,12.83,22,22,0,0,7,0,0,0,0,0,0,0,0,0

24,05:45-06:00,6.75,66.13,0,8.67,0,2.26,1.31,272.49,23.41,100.4,0,237.82,5.99,29.78,26.99,23.41,260.78,17.35,86.93,79.27,26.99,23.41,2.15,0,0,0,42,38.51,6.66,0,0,12.83,12.83,21.66,21.67,0,0,7,0,0,0,0,0,0,0,0,0

25,06:00-06:15,6.75,115.26,0,8.67,0,2.26,1.31,272.49,23.41,100.4,0,0,5.81,29.27,26.99,23.41,260.78,17.35,86.93,0,26.99,23.41,2.07,0,0,0,42,36,6.66,7.79,0,12,12,22,22,7.56,0,7,0,0,0,0,0,0,0,0,0

26,06:15-06:30,6.75,115.26,0,8.67,0,2.26,1.31,272.49,23.41,100.4,0,0,5.81,28.26,26.99,23.41,260.78,17.35,86.93,0,26.99,23.41,2.07,0,0,0,42,36.49,6.66,14.99,0,12.17,12.17,22,22,14.57,0.01,7,0,0,0,0,0,0,0,0,0

27,06:30-06:45,6.75,115.26,1.24,8.67,17.5,2.26,1.31,272.49,23.41,100.4,18.32,0,5.81,27.25,26.99,23.41,260.78,17.35,86.93,0,26.99,23.41,2.07,0,0,0,42,36.49,6.66,22.21,1,12.17,12.17,21.66,21.67,21.57,2.54,7,0.04,0,0,0,0,0,0,0,0

28,06:45-07:00,6.75,115.26,1.32,8.67,19.25,2.26,1.31,272.49,23.41,100.4,20,0,5.81,27.25,25.87,23.41,260.78,17.35,86.93,0,32,23.41,2.07,0,0,0,42,37.01,6.66,24.6,4,12.33,12.33,21.34,21.33,24.85,7.74,7,0.08,1,1,1.12,0.23,1,0,0,2

29,07:00-07:15,6.75,106.75,0.12,8.67,0.12,2.18,1.31,272.49,28.91,100.4,0.12,0,5.71,26.74,25.87,28.91,229.27,17.35,74.72,0,32,28.91,2.07,0,0,0,0,31.99,6.66,31.36,9,10.67,10.67,19.34,19.33,31.36,14.52,7,0.4,4,7,4.55,0.91,3,1,1,3

30,07:15-07:30,6.75,98.25,0.26,8.67,0.26,2.18,1.31,272.49,28.91,100.4,0.26,0,5.71,26.24,25.87,28.91,229.27,17.35,74.72,0,32,28.91,2.07,0,0,0,0,27.49,6.66,32.66,14,9.17,9.17,18,18,32.66,23.21,7,2.83,7,10,10.23,2.05,5,3,3,7

31,07:30-07:45,6.75,89.75,1.12,8.67,1.12,2.18,1.31,272.49,28.91,100.4,1.12,0,5.71,26.24,25.87,28.91,229.27,17.35,74.72,0,32,28.91,2.07,0,0,0,0,23.51,6.66,31.91,22,7.83,7.83,16.34,16.33,31.92,33,7,5.83,14,10,18.2,3.64,5,6,7,10

32,07:45-08:00,6.75,81.25,2.34,8.67,2.34,2.18,1.31,272.49,28.91,100.4,2.34,0,5.71,26.24,25.87,28.91,229.27,17.35,74.72,0,32,28.91,2.07,0,0,0,0,19.99,6.66,28.66,28.67,6.67,6.67,14.66,14.67,28.67,43.38,7,13.2,25,17,39.59,7.92,8,10,12,16

33,08:00-08:15,6.75,72.74,3.79,8.67,3.79,0.78,1.31,272.49,31.8,100.4,3.79,0,5.71,26.24,26.99,31.8,229.27,17.35,74.72,0,26.99,31.8,1.99,0,0,0,0,19.99,6.66,31.24,31.23,6.67,6.67,13.34,13.33,31.23,53.82,7,23.5,60,33,62.03,12.41,17,25,16,25

34,08:15-08:30,6.75,70.28,5.29,8.67,5.29,1.63,1.31,272.49,31.8,100.4,5.29,0,5.71,26.24,26.99,31.8,229.27,17.35,74.72,0,26.99,31.8,1.99,0,0,0,0,19.99,6.66,31.56,31.57,6.67,6.67,13.34,13.33,31.57,64.19,7,31.77,77,43,83.61,16.72,22,33,23,33

35,08:30-08:45,6.75,70.28,6.79,14.6,6.79,1.63,1.31,272.49,31.8,100.4,6.79,0,5.71,26.24,26.99,31.8,229.27,17.35,74.72,0,26.99,31.8,1.99,0,0,0,0,19.99,6.66,32.66,32.67,6.67,6.67,13.34,13.33,32.67,74.02,7,40.54,91,53,108.42,21.68,27,39,25,43

36,08:45-09:00,6.75,70.28,8.31,14.6,8.31,1.63,1.31,272.49,31.8,100.4,8.31,0,5.71,26.24,26.99,31.8,229.27,17.35,74.72,0,26.99,31.8,1.99,0,0,0,0,19.99,6.66,32.66,32.67,6.67,6.67,13.34,13.33,32.67,91.22,7,49.05,109,60,128.72,25.75,30,46,30,50

37,09:00-09:15,6.75,70.28,9.82,6.75,9.82,1.63,1.31,272.49,31.8,100.4,9.82,0,5.71,26.24,26.99,31.8,229.27,17.35,74.72,0,26.99,31.8,1.92,0,0,0,0,19.99,6.66,32.66,32.67,6.67,6.67,13.34,13.33,32.67,101.34,7,57.34,126,67,164.26,32.85,33,54,33,59

38,09:15-09:30,6.75,70.28,11.09,6.75,11.09,1.63,1.31,272.49,31.8,100.4,11.09,0,5.71,26.24,26.99,31.8,229.27,17.35,74.72,0,26.99,31.8,1.92,0,0,0,0,19.99,6.66,32.66,32.67,6.67,6.67,13.34,13.33,32.67,110.69,7,65.15,144,73,183.44,36.69,37,61,36,66

39,09:30-09:45,6.75,70.28,12.31,6.75,12.31,1.63,1.31,272.49,31.8,100.4,12.31,0,5.71,26.24,26.99,31.8,193.93,17.35,64.2,0,26.99,31.8,1.92,0,0,0,0,19.99,6.66,32.66,32.67,6.67,6.67,13.34,13.33,32.67,119.16,7,72.4,154,80,202.24,40.45,40,66,39,72

40,09:45-10:00,6.75,70.28,13.34,6.75,13.34,1.63,1.31,272.49,31.8,100.4,13.34,0,5.71,27.25,26.99,31.8,193.93,17.35,64.2,0,26.99,31.8,1.92,0,0,0,0,19.99,6.66,32.66,32.67,6.67,6.67,13.34,13.33,32.67,126.56,7,78.84,168,87,220.31,44.06,43,72,41,78

41,10:00-10:15,6.75,70.28,14.47,6.75,14.47,1.63,1.36,272.49,31.8,71.49,14.47,0,5.63,27.25,26.99,31.8,193.93,17.35,64.2,0,26.99,31.8,1.92,0,0,0,0,19.99,6.66,32.66,32.67,6.67,6.67,13.66,13.67,32.67,133.37,7,84.93,182,92,235.78,47.16,46,78,42,83

42,10:15-10:30,6.75,70.28,15.29,6.75,15.29,1.63,1.36,272.49,31.8,53,15.29,0,5.63,27.25,26.99,31.8,193.93,17.35,64.2,0,26.99,31.8,1.92,0,0,0,0,19.99,6.66,32.66,32.67,6.67,6.67,15.34,15.33,32.67,139.5,7,89.79,193,96,241.67,48.33,48,82,43,88

43,10:30-10:45,6.75,70.28,16.03,6.75,16.03,1.63,1.36,272.49,31.8,53,16.03,0,5.63,27.25,26.99,31.8,134.74,17.35,46.97,0,26.99,31.8,1.92,0,0,0,0,19.99,6.66,32.66,32.67,6.67,6.67,15.67,15.67,32.67,144.27,7,98.38,203,100,241.67,48.33,50,87,45,93

44,10:45-11:00,6.75,70.28,16.71,6.75,16.71,1.63,1.36,272.49,31.8,53,16.71,0,5.63,26.24,26.99,31.8,134.74,17.35,46.97,0,26.99,31.8,1.92,0,0,0,0,19.99,6.66,32.66,32.67,6.67,6.67,17.33,17.33,32.67,147,7,98.67,210,100,241.67,48.33,50,90,47,94

45,11:00-11:15,6.75,70.28,17.32,6.75,17.32,1.95,1.36,272.49,36.62,53,17.32,0,5.63,26.24,26.99,36.62,134.74,17.35,46.97,0,26.99,36.62,1.99,0,0,0,0,19.99,6.66,32.66,32.67,6.67,6.67,19,19,32.67,148.85,7,98.67,210,100,241.67,48.33,50,90,49,98

46,11:15-11:30,6.75,70.28,17.86,6.75,17.86,1.95,1.36,272.49,36.62,53,17.86,0,5.63,26.24,26.99,36.62,134.74,17.35,46.97,0,26.99,36.62,1.99,0,0,0,0,20.51,6.66,32.66,32.67,6.83,6.83,20,20,32.67,150.6,7,98.67,210,100,241.67,48.33,50,90,49,98

47,11:30-11:45,6.75,70.28,17.86,6.75,17.86,1.95,1.4,272.49,36.62,53,17.86,0,5.63,26.24,26.99,36.62,134.74,17.35,46.97,0,26.99,36.62,1.99,0,0,0,0,22.01,6.66,32.66,32.67,7.33,7.33,21.66,21.67,32.67,151.28,7,98.67,210,100,241.67,48.33,50,90,49,98

48,11:45-12:00,6.75,70.28,17.86,6.75,17.86,1.95,1.4,272.49,36.62,53,17.86,0,5.63,26.74,26.99,36.62,134.74,17.35,46.97,0,26.99,36.62,1.99,0,0,0,0,22.5,6.66,32.66,32.67,7.5,7.5,23,23,32.67,152.06,7,98.67,210,100,241.67,48.33,50,90,50,98

49,12:00-12:15,6.75,70.28,17.86,6.75,17.86,1.87,1.4,272.49,36.62,53,17.86,0,5.63,26.74,26.99,36.62,134.74,17.35,46.97,0,26.99,36.62,2.07,0,0,0,0,22.5,6.66,32.66,32.67,7.5,7.5,25.66,25.67,32.67,152.55,7,98.67,210,100,241.67,48.33,50,90,50,98

50,12:15-12:30,6.75,70.28,17.86,6.75,17.86,1.87,1.4,272.49,36.62,53,17.86,0,5.63,26.74,26.99,36.62,134.74,17.35,46.97,0,26.99,36.62,2.07,0,0,0,0,22.5,6.66,32.06,32.07,7.5,7.5,27.66,27.67,32.07,152.55,7,98.67,210,100,241.67,48.33,50,90,50,98

51,12:30-12:45,6.75,70.28,17.86,6.75,17.86,1.87,1.4,272.49,36.62,53,17.86,0,5.63,26.74,26.99,36.62,134.74,17.35,46.97,0,26.99,36.62,2.07,0,0,0,0,25.5,7.34,31.9,31.9,8.5,8.5,29.66,29.67,31.9,152.74,7,98.67,210,100,241.67,48.33,50,90,50,98

52,12:45-13:00,6.75,70.28,17.86,6.75,17.86,1.87,1.4,231.29,36.62,53,17.86,0,5.63,26.74,26.99,36.62,134.74,17.35,46.97,0,26.99,36.62,2.07,0,0,0,0,30,8,31.56,31.57,10,10,31.66,31.67,31.57,152.35,7,98.67,210,100,241.67,48.33,50,90,50,98

53,13:00-13:15,6.75,70.28,17.86,6.75,17.86,1.87,1.4,192.74,36.62,53,17.86,0,5.63,26.74,26.99,36.62,134.74,17.35,46.97,0,26.99,36.62,2.15,0,0,0,0,34.99,9.34,31.56,31.57,11.67,11.67,34,34,31.57,151.87,7,98.67,210,100,241.67,48.33,50,90,50,98

54,13:15-13:30,6.75,70.28,17.86,6.75,17.86,1.87,1.4,149.86,36.62,53,17.86,0,5.63,26.74,26.99,36.62,134.74,17.35,46.97,0,26.99,36.62,2.15,0,0,0,0,40.99,10,31.56,31.57,13.67,13.67,36,36,31.57,151.09,7,98.67,210,100,241.67,48.33,50,90,50,98

55,13:30-13:45,6.75,70.28,17.86,6.75,17.86,2.18,1.4,149.86,31.8,53,17.86,0,5.63,26.74,26.99,31.8,134.74,17.35,46.97,0,26.99,31.8,2.15,0,0,0,0,47.51,12,31.56,31.57,15.83,15.83,53.34,53.33,31.57,149.82,7,98.67,210,100,241.67,48.33,50,90,50,98

56,13:45-14:00,6.75,70.28,17.86,6.75,17.86,2.18,1.4,149.86,31.8,53,17.86,0,5.63,26.74,26.99,31.8,134.74,17.35,46.97,0,26.99,31.8,2.15,0,0,0,0,51,12.66,31.56,31.57,17,17,53.66,53.67,31.57,148.36,7,98.67,210,100,241.67,48.33,50,90,49,98

57,14:00-14:15,6.75,70.28,17.86,6.75,17.86,2.18,1.49,192.74,31.8,53,17.86,0,5.53,26.74,26.99,31.8,134.74,17.35,46.97,0,26.99,31.8,2.15,0,0,0,0,50.51,13.34,31.56,31.57,16.83,16.83,54,54,31.57,145.73,8.4,98.67,210,100,241.67,48.33,50,90,48,97

58,14:15-14:30,6.75,70.28,17.41,6.75,17.41,2.18,1.49,212.01,31.8,53,17.41,0,5.53,26.74,26.99,31.8,134.74,17.35,46.97,0,26.99,31.8,2.15,0,0,0,0,51,14.34,31.56,31.57,17,17,54.34,54.33,31.57,142.33,8.4,98.67,210,100,241.67,48.33,50,90,47,95

59,14:30-14:45,6.75,70.28,16.72,6.75,16.72,2.33,1.49,231.29,31.8,53,16.72,0,5.53,26.74,26.99,31.8,134.74,17.35,46.97,0,26.99,31.8,2.15,0,0,0,0,52.01,15,31.56,31.57,17.33,17.33,55,55,31.57,137.36,8.4,98.67,203,97,241.67,48.33,48,87,46,93

60,14:45-15:00,6.75,70.28,16.12,6.75,16.12,2.33,1.49,250.56,31.8,53,16.12,0,5.53,27.75,26.99,31.8,134.74,17.35,46.97,0,26.99,31.8,2.15,0,0,0,0,52.99,15.66,31.56,31.57,17.67,17.67,55.34,55.33,31.57,131.81,8.4,98.67,196,93,241.67,48.33,47,84,44,91

61,15:00-15:15,6.75,70.28,15.45,6.75,15.45,2.33,1.49,272.49,31.8,53,15.45,0,5.53,28.26,26.99,31.8,134.74,17.35,46.97,0,26.99,31.8,2.23,0,0,0,0,60,18.66,32.06,32.07,20,20,55.66,55.67,32.07,125.58,8.4,98.67,186,90,241.67,48.33,45,79,42,88

62,15:15-15:30,6.75,70.28,14.62,6.75,14.62,2.33,1.49,272.49,31.8,53,14.62,0,5.53,29.78,26.99,31.8,134.74,17.35,46.97,0,26.99,31.8,2.23,0,0,0,0,58.99,18.66,32.06,32.07,19.67,19.67,55.66,55.67,32.07,117.99,8.4,92.37,175,85,232.47,46.5,42,75,40,84

63,15:30-15:45,6.75,70.28,13.7,6.75,13.7,2.33,1.49,272.49,31.8,53,13.7,0,5.53,30.78,26.99,31.8,134.74,17.35,46.97,0,26.99,31.8,2.23,0,0,0,0,58.01,18.34,32.06,32.07,19.33,19.33,55.66,55.67,32.07,109.81,8.4,86.76,165,78,216.58,43.32,39,70,37,78

64,15:45-16:00,6.75,70.28,12.64,6.75,12.64,2.33,1.49,272.49,31.8,81.91,12.64,0,5.53,30.78,26.99,31.8,134.74,17.35,46.97,0,26.99,31.8,2.23,0,0,0,0,57.49,18.34,32.06,32.07,19.17,19.17,55.66,55.67,32.07,101.05,8.4,80.74,151,72,200.52,40.1,36,64,34,73

65,16:00-16:15,6.75,70.28,11.55,6.75,11.55,2.49,1.59,272.49,31.8,100.4,11.55,0,5.63,30.78,26.99,31.8,225.43,17.35,64.2,0,26.99,31.8,2.38,0,0,0,0,57,18.34,32.06,32.07,19,19,46.66,46.67,32.07,91.02,8.4,74.45,137,65,182.69,36.54,33,58,32,66

66,16:15-16:30,6.75,70.28,10.29,6.75,10.29,2.49,1.59,272.49,31.8,100.4,10.29,0,5.63,30.78,26.99,31.8,225.43,17.35,76.41,0,26.99,31.8,2.38,0,0,0,0,55.5,17.66,32.06,32.07,18.5,18.5,45,45,32.07,81.68,8.4,67.78,119,59,163.54,32.71,29,51,28,59

67,16:30-16:45,6.75,70.28,7.94,6.75,7.94,2.49,1.59,272.49,31.8,100.4,7.94,0,5.63,31.29,26.99,31.8,225.43,17.35,76.41,0,26.99,31.8,2.38,0,0,0,0,54.49,16.66,32.66,32.67,18.17,18.17,54.34,54.33,32.67,71.55,9,60.3,105,51,144.72,28.94,26,45,25,51

68,16:45-17:00,6.75,70.28,6.72,6.75,6.72,2.49,1.59,272.49,31.8,100.4,6.72,0,5.63,31.29,26.99,31.8,225.43,17.35,76.41,0,26.99,31.8,2.38,0,0,0,0,54,16,32.66,32.67,18,18,52,52,32.67,59.29,9.6,52.68,88,43,125.43,25.09,22,37,21,43

69,17:00-17:15,6.75,66.13,5.41,6.75,5.41,2.64,1.77,272.49,36.62,100.4,5.41,0,5.71,31.29,26.99,36.62,248.56,17.35,86.93,0,26.99,36.62,2.53,0,100,0,0,52.5,16,32.66,32.67,17.5,17.5,50,50,32.67,47.41,10.2,44.54,70,33,96.97,19.4,17,30,16,36

70,17:15-17:30,6.75,66.13,4.06,6.75,4.06,2.64,1.77,272.49,36.62,100.4,4.06,0,5.71,31.29,26.99,36.62,260.78,17.35,86.93,0,26.99,36.62,2.53,0,100,0,0,51,15,31.18,16,17,17,48,48,31.91,36.12,10.2,37.08,53,25,78.7,15.74,13,22,12,29

71,17:30-17:45,6.75,66.13,2.82,6.75,2.82,2.64,1.77,272.49,36.62,100.4,2.82,0,5.71,31.29,26.99,36.62,260.78,17.35,86.93,0,26.99,36.62,2.53,0,100,0,0,49.01,14.34,18.9,7,16.33,16.33,40,40,19.57,25.31,10.2,28.71,39,17,61.03,12.21,9,16,7,21

72,17:45-18:00,6.75,66.13,1.65,6.75,1.65,2.64,1.77,272.49,36.62,100.4,1.65,0,5.71,31.29,26.99,36.62,260.78,17.35,86.93,0,26.99,36.62,2.53,0,100,0,0,44.51,13.34,9.78,1,14.83,14.83,40.34,40.33,10.26,15.87,10.8,19.76,18,10,43.9,8.78,5,7,4,13

73,18:00-18:15,6.75,66.13,0.81,6.75,0.81,2.79,1.87,272.49,36.62,100.4,0.81,0,5.91,31.29,26.99,36.62,260.78,17.35,86.93,0,26.99,36.62,2.69,0,100,50,0,37.5,13.66,0,0,12.5,12.5,40.66,40.67,0,8.86,9.2,14.33,7,5,30.27,6.06,3,3,3,8

74,18:15-18:30,6.75,66.13,0.25,6.75,0.25,2.79,1.87,272.49,36.62,100.4,0.25,0,5.91,31.29,26.99,36.62,260.78,17.35,86.93,0,26.99,36.62,2.69,0,100,50,0,36.49,13.66,0,0,12.17,12.17,40.66,40.67,0,4.58,8.6,8.13,2,3,18.87,3.77,1,1,1,5

