Time,Block,NR/2023/18162/C,WR/2023/20577/A/1854,NR/2023/18165/C,NR/2023/17270/A,NR/2023/18164/C,WR/2023/19446/A,NR/2023/18105/A/1747,NR/2023/18062/A/1753,NR/2023/18163/C,WR/2023/20256/A/1858,NR/2023/17525/A,NER/2023/1742/C,NR/2023/18074/A/1761,Total
20,04:45-05:00,0,0.000000,0,0.000000,0,75.000000,0.960000,4.790000,2.010000,0.000000,59.650000,40.000000,0.380000,182.79

21,05:00-05:15,0,0.000000,0,0.000000,0,75.000000,0.960000,4.790000,2.010000,0.000000,59.650000,0.000000,0.380000,142.79

22,05:15-05:30,0,0.000000,0,0.000000,0,75.000000,0.960000,4.790000,2.010000,0.000000,59.650000,0.000000,0.380000,142.79

23,05:30-05:45,0,0.000000,0,0.000000,0,75.000000,0.960000,4.790000,2.010000,0.000000,59.650000,0.000000,0.380000,142.79

24,05:45-06:00,0,0.000000,0,0.000000,0,75.000000,0.960000,4.790000,2.010000,0.000000,59.650000,0.000000,0.380000,142.79

25,06:00-06:15,0,0.000000,0,100.000000,0,75.000000,0.960000,4.790000,2.010000,0.000000,0.000000,0.000000,0.380000,183.14

26,06:15-06:30,0,0.000000,0,100.000000,0,75.000000,0.960000,4.790000,2.010000,0.000000,0.000000,0.000000,0.380000,183.14

27,06:30-06:45,0,0.000000,0,100.000000,0,75.000000,0.960000,4.790000,2.010000,0.000000,0.000000,0.000000,0.380000,183.14

28,06:45-07:00,0,0.000000,0,100.000000,0,75.000000,0.960000,4.790000,2.010000,0.000000,0.000000,0.000000,0.380000,183.14

29,07:00-07:15,0.14,0.000000,0,100.000000,0,75.000000,0.960000,4.790000,2.010000,0.000000,0.000000,0.000000,0.530000,183.43

30,07:15-07:30,0.41,0.000000,0,100.000000,0,75.000000,0.960000,4.790000,2.010000,0.000000,0.000000,0.000000,0.530000,183.7

31,07:30-07:45,0.73,0.000000,0,100.000000,0,75.000000,0.960000,4.790000,2.010000,0.000000,0.000000,0.000000,0.530000,184.02

32,07:45:08:00,1.15,0.000000,0,100.000000,0,75.000000,0.960000,4.790000,2.010000,0.000000,0.000000,0.000000,0.530000,184.44

33,08:00-08:15,1.61,0.000000,0,50.000000,0,75.000000,0.960000,4.790000,2.010000,0.000000,0.000000,0.000000,0.770000,135.14

34,08:15-08:30,2.09,0.000000,0,50.000000,0,75.000000,0.960000,4.790000,2.010000,0.000000,0.000000,0.000000,0.770000,135.62

35,08:30-08:45,2.56,0.000000,0,50.000000,0,75.000000,0.960000,4.790000,2.010000,0.000000,0.000000,0.000000,0.770000,136.09

36,08:45:09:00,3.09,0.000000,0,50.000000,0,75.000000,0.960000,4.790000,2.010000,0.000000,0.000000,0.000000,0.770000,136.62

37,09:00:09:15,3.55,0.000000,0,50.000000,0,75.000000,0.960000,4.790000,2.010000,0.000000,0.000000,0.000000,0.770000,137.08

38,09:15-09:30,4.05,0.000000,0,50.000000,0,75.000000,0.960000,4.790000,2.010000,0.000000,0.000000,0.000000,0.770000,137.58

39,09:30-09:45,4.47,0.000000,0,50.000000,0,75.000000,0.960000,4.790000,2.010000,0.000000,0.000000,0.000000,0.770000,138

40,09:45-10:00,4.88,0.000000,0,50.000000,0,75.000000,0.960000,4.790000,2.010000,0.000000,0.000000,0.000000,0.770000,138.41

41,10:00-10:15,5.28,0.000000,14.36,50.000000,14.36,75.000000,0.960000,4.790000,2.010000,0.000000,0.000000,0.000000,0.770000,167.53

42,10:15-10:30,5.59,0.000000,14.36,50.000000,14.36,75.000000,0.960000,4.790000,2.010000,0.000000,0.000000,0.000000,0.770000,167.84

43,10:30-10:45,5.84,0.000000,14.36,50.000000,14.36,75.000000,0.960000,4.790000,2.010000,0.000000,0.000000,0.000000,0.770000,168.09

44,10:45-11:00,6.16,0.000000,14.36,50.000000,14.36,75.000000,0.960000,4.790000,2.010000,0.000000,0.000000,0.000000,0.770000,168.41

45,11:00-11:15,6.31,0.000000,14.36,100.000000,14.36,75.000000,0.960000,4.790000,2.010000,0.000000,0.000000,0.000000,0.770000,218.56

46,11:15-11:30,6.58,0.000000,14.36,100.000000,14.36,75.000000,0.960000,4.790000,2.010000,0.000000,0.000000,0.000000,0.770000,218.83

47,11:30-11:45,6.66,0.000000,14.36,100.000000,14.36,75.000000,0.960000,4.790000,2.010000,0.000000,0.000000,0.000000,0.770000,218.91

48,11:45-12:00,6.86,0.000000,14.36,100.000000,14.36,75.000000,0.960000,4.790000,2.010000,0.000000,0.000000,0.000000,0.770000,219.11

49,12:00-12:15,6.98,0.000000,14.36,100.000000,14.36,75.000000,0.960000,4.790000,2.010000,0.000000,0.000000,0.000000,0.770000,219.23

50,12:15-12:30,6.91,0.000000,14.36,100.000000,14.36,75.000000,0.960000,4.790000,2.010000,0.000000,0.000000,0.000000,0.770000,219.16

51,12:30-12:45,6.64,0.000000,14.36,100.000000,14.36,75.000000,0.960000,4.790000,2.010000,0.000000,0.000000,0.000000,0.770000,218.89

52,12:45-13:00,6.62,0.000000,14.36,100.000000,14.36,75.000000,0.960000,4.790000,2.010000,0.000000,0.000000,0.000000,0.770000,218.87

53,13:00-13:15,6.55,0.000000,14.36,100.000000,14.36,75.000000,0.960000,4.790000,2.010000,0.000000,0.000000,0.000000,0.770000,218.8

54,13:15-13:30,6.47,0.000000,14.36,100.000000,14.36,75.000000,0.960000,4.790000,2.010000,0.000000,0.000000,0.000000,0.770000,218.72

55,13:30-13:45,6.34,0.000000,14.36,100.000000,14.36,75.000000,0.960000,4.790000,2.010000,0.000000,0.000000,0.000000,0.770000,218.59

56,13:45-14:00,6.02,0.000000,14.36,100.000000,14.36,75.000000,0.960000,4.790000,2.010000,0.000000,0.000000,0.000000,0.770000,218.27

57,14:00-14:15,5.83,0.000000,14.36,100.000000,14.36,75.000000,0.960000,4.790000,2.010000,0.000000,0.000000,0.000000,0.770000,218.08

58,14:15-14:30,5.53,0.000000,14.36,100.000000,14.36,75.000000,0.960000,4.790000,2.010000,0.000000,0.000000,0.000000,0.770000,217.78

59,14:30-14:45,5.17,0.000000,14.36,100.000000,14.36,75.000000,0.960000,4.790000,2.010000,0.000000,0.000000,0.000000,0.770000,217.42

60,14:45-15:00,4.8,0.000000,14.36,100.000000,14.36,75.000000,0.960000,4.790000,2.010000,0.000000,0.000000,0.000000,0.770000,217.05

61,15:00-15:15,4.42,0.000000,14.36,100.000000,14.36,75.000000,0.960000,4.790000,2.010000,0.000000,0.000000,0.000000,0.620000,216.52

62,15:15-15:30,3.76,0.000000,14.36,100.000000,14.36,75.000000,0.960000,4.790000,2.010000,0.000000,0.000000,0.000000,0.620000,215.86

63,15:30-15:45,3.24,0.000000,14.36,100.000000,14.36,75.000000,0.960000,4.790000,2.010000,0.000000,0.000000,0.000000,0.620000,215.34

64,15:45-16:00,2.66,0.000000,14.36,100.000000,14.36,75.000000,0.960000,4.790000,2.010000,0.000000,0.000000,0.000000,0.620000,214.76

65,16:00-16:15,2.35,0.000000,0,100.000000,0,75.000000,0.960000,4.790000,2.010000,0.000000,0.000000,0.000000,0.480000,185.59

66,16:15-16:30,1.86,0.000000,0,100.000000,0,75.000000,0.960000,4.790000,2.010000,0.000000,0.000000,0.000000,0.480000,185.1

67,16:30-16:45,1.38,0.000000,0,100.000000,0,75.000000,0.960000,4.790000,2.010000,0.000000,0.000000,0.000000,0.480000,184.62

68,16:45-17:00,0.95,0.000000,0,100.000000,0,75.000000,0.960000,4.790000,2.010000,0.000000,0.000000,0.000000,0.480000,184.19

69,17:00-17:15,0.62,0.000000,0,100.000000,0,75.000000,0.960000,4.790000,2.010000,0.000000,0.000000,0.000000,0.480000,183.86

70,17:15-17:30,0.35,0.000000,0,100.000000,0,75.000000,0.960000,4.790000,2.010000,0.000000,0.000000,0.000000,0.480000,183.59

71,17:30-17:45,0.12,0.000000,0,100.000000,0,75.000000,0.960000,4.790000,2.010000,0.000000,0.000000,0.000000,0.480000,183.36

72,17:45-18:00,0,0.000000,0,100.000000,0,75.000000,0.960000,4.790000,2.010000,0.000000,0.000000,0.000000,0.480000,183.24

73,18:00-18:15,0,55.000000,0,100.000000,0,75.000000,0.960000,4.790000,2.010000,25.000000,0.000000,0.000000,0.530000,263.29

74,18:15-18:30,0,55.000000,0,100.000000,0,75.000000,0.960000,4.790000,2.010000,25.000000,0.000000,0.000000,0.530000,263.29

75,18:30-18:45,0,55.000000,0,100.000000,0,75.000000,0.960000,4.790000,2.010000,25.000000,0.000000,0.000000,0.530000,263.29

76,18:45-19:00,0,55.000000,0,100.000000,0,75.000000,0.960000,4.790000,2.010000,25.000000,0.000000,0.000000,0.530000,263.29

77,19:00-19:15,0,55.000000,0,100.000000,0,75.000000,0.960000,4.790000,2.010000,25.000000,0.000000,0.000000,0.530000,263.29

78,19:15-19:30,0,55.000000,0,100.000000,0,75.000000,0.960000,4.790000,2.010000,25.000000,0.000000,0.000000,0.530000,263.29

79,19:30-19:45,0,55.000000,0,100.000000,0,75.000000,0.960000,4.790000,2.010000,25.000000,0.000000,0.000000,0.530000,263.29

80,19:45-20:00,0,55.000000,0,100.000000,0,75.000000,0.960000,4.790000,2.010000,25.000000,0.000000,0.000000,0.530000,263.29

81,20:00-20:15,0,55.000000,0,0.000000,0,75.000000,0.960000,4.790000,2.010000,25.000000,0.000000,0.000000,0.530000,163.29

82,20:15-20:30,0,55.000000,0,0.000000,0,75.000000,0.960000,4.790000,2.010000,25.000000,0.000000,0.000000,0.530000,163.29

83,20:30-20:45,0,55.000000,0,0.000000,0,75.000000,0.960000,4.790000,2.010000,25.000000,0.000000,0.000000,0.530000,163.29

84,20:45-21:00,0,55.000000,0,0.000000,0,75.000000,0.960000,4.790000,2.010000,25.000000,0.000000,0.000000,0.530000,163.29

85,21:00-21:15,0,55.000000,0,0.000000,0,75.000000,0.960000,4.790000,2.010000,25.000000,0.000000,0.000000,0.530000,163.29

86,21:15-21:30,0,55.000000,0,0.000000,0,75.000000,0.960000,4.790000,2.010000,25.000000,0.000000,0.000000,0.530000,163.29

87,21:30-21:45,0,55.000000,0,0.000000,0,75.000000,0.960000,4.790000,2.010000,25.000000,0.000000,0.000000,0.530000,163.29

88,21:45-22:00,0,55.000000,0,0.000000,0,75.000000,0.960000,4.790000,2.010000,25.000000,0.000000,0.000000,0.530000,163.29

89,22:00-22:15,0,55.000000,0,0.000000,0,75.000000,0.960000,4.790000,2.010000,0.000000,59.650000,0.000000,0.480000,197.89

90,22:15-22:30,0,55.000000,0,0.000000,0,75.000000,0.960000,4.790000,2.010000,0.000000,59.650000,0.000000,0.480000,197.89

91,22:30-22:45,0,55.000000,0,0.000000,0,75.000000,0.960000,4.790000,2.010000,0.000000,59.650000,0.000000,0.480000,197.89

92,22:45-23:00,0,55.000000,0,0.000000,0,75.000000,0.960000,4.790000,2.010000,0.000000,59.650000,0.000000,0.480000,197.89

93,23:00-23:15,0,0.000000,0,0.000000,0,75.000000,0.960000,4.790000,2.010000,0.000000,59.650000,0.000000,0.430000,142.84

94,23:15-23:30,0,0.000000,0,0.000000,0,75.000000,0.960000,4.790000,2.010000,0.000000,59.650000,0.000000,0.430000,142.84

95,23:30-23:45,0,0.000000,0,0.000000,0,75.000000,0.960000,4.790000,2.010000,0.000000,59.650000,0.000000,0.430000,142.84

96,23:45-24:00,0,0.000000,0,0.000000,0,75.000000,0.960000,4.790000,2.010000,0.000000,59.650000,0.000000,0.430000,142.84

