Column1,Time,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2024/09/01/8090,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/30092023/31122025/SH-07,NR/30092023/26122029/SH-06,GNA/NR/2024/09/01/7908,NR/01082024/30092024/LT_MEJA_DELHI,NR/01102023/06022042/L_NR_2012_02,NR/01102023/19072037/LT-05,GNA/NR/2024/09/01/7119,NR/01102023/31102037/L_NR_2019_11,NR/01102023/22052037/LT-59,NR/01102023/06022042/L_NR_2012_07,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2024/09/16/2535,NR/01102023/05012040/L_NR_2020_02,NR/01102023/30042040/GNA_LT_35,NR/01102023/30042040/GNA_LT_36,GNA/NR/2024/09/01/2171,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/NR/2024/09/01/6020,NR/01102023/31052040/LT-31,NR/26072023/31072042/L_NR_2023_07,NR/01102023/25072045/L_NR_2021_15,NR/26072023/25122043/L_NR_2023_10,NR/01102023/02122045/L_NR_2021_13,NR/01102023/08032047/L_NR_2021_14,NR/22102023/11042047/L_NR_2021_17,WR/01102023/30052048/L_NR_2022_10,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/13082046/L_NR_2021_12,NR/22102023/11042047/L_NR_2021_16,WR/01102023/01102023/L_NR_2020_06,WR/01102023/29112042/L_NR_2019_05,WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2022_09,SR/01102023/07102043/L_NR_2018_61,WR/01102023/24112044/L_NR_2020_07,L_NR_2019_19,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/31032046/L_NR_2020_05,GNA/NR/2024/09/01/6566,GNA/NR/2024/09/01/9821
13,03:00-03:15,53.22,8.8,273.62,26.91,26.91,21.77,7.96,171.9,70.54,17.5,5,5.68,57.77,8.41,163.3,4.01,0,0,2.42,30.78,96.77,0,0,0,0,0,0,0,21,0,0,0,6.84,0,13.34,21,7,6.83,0,0,20.5,24.19,0

14,03:15-03:30,53.22,8.8,273.62,26.91,26.91,21.77,7.96,171.9,70.54,17.5,5,5.68,57.77,8.41,163.3,4.01,0,0,2.42,30.78,96.77,0,0,0,0,0,0,0,20.67,0,0,0,6.84,0,13.34,20.67,7,6.83,0,0,20.5,24.19,0

15,03:30-03:45,53.22,8.8,273.62,26.91,26.91,21.77,7.96,171.9,70.54,17.5,5,5.68,57.77,8.41,163.3,4.01,0,0,2.42,30.78,96.77,0,0,0,0,0,0,0,28.33,0,0,0,13.34,0,13.34,28.33,7,13.33,0,0,40,24.19,0

16,03:45-04:00,53.22,8.8,273.62,26.91,26.91,21.77,7.96,171.9,70.54,17.5,5,5.68,57.77,8.41,163.3,4.01,0,0,2.42,30.78,96.77,0,0,0,0,0,0,0,28,0,0,0,13,0,13.34,28,7,13,0,0,39,24.19,0

17,04:00-04:15,53.22,8.8,273.62,26.91,26.91,21.77,7.96,171.9,70.54,17.5,4.85,5.68,57.77,8.31,163.3,3.81,0,0,2.42,30.78,96.77,0,0,0,0,0,0,0,41,0,0,0,12.5,0,19.66,41,7,12.5,0,0,37.5,24.19,0

18,04:15-04:30,53.22,8.8,273.62,26.91,26.91,21.77,7.96,171.9,70.54,17.5,4.85,5.68,57.77,8.31,163.3,3.81,0,0,2.42,30.78,96.77,0,0,0,0,0,0,0,43.67,0,0,0,12.16,0,19,43.67,7,12.17,0,0,36.5,24.19,0

19,04:30-04:45,53.22,8.8,273.62,26.91,26.91,21.77,7.96,171.9,70.54,17.5,4.85,5.68,57.77,8.31,163.3,3.81,0,0,2.42,30.78,96.77,0,0,0,0,0,0,0,52,0,0,0,20.5,0,18.34,52,7,20.5,0,0,61.5,24.19,0

20,04:45-05:00,53.22,8.8,273.62,26.91,26.91,21.77,7.96,171.9,70.54,17.5,4.85,5.68,57.77,8.31,163.3,3.81,0,0,2.42,30.78,96.77,0,0,0,0,0,0,0,55.33,0,0,0,20,0,19.34,55.33,7,20,0,0,60,24.19,0

21,05:00-05:15,53.22,8.8,273.62,26.91,26.91,21.77,7.96,171.9,70.54,17.5,4.69,5.68,57.77,8.23,163.3,3.81,0,0,2.42,30.78,96.77,0,0,0,0,0,0,0,61.67,0,0,0,19.66,0,20,61.67,7,19.67,0,0,59,24.19,0

22,05:15-05:30,53.22,8.8,273.62,26.91,26.91,21.77,7.96,171.9,70.54,17.5,4.69,5.68,57.77,8.23,163.3,3.81,0,0,2.42,30.78,96.77,0,0,0,0,0,0,0,61.67,0,0,0,19.5,0,20.66,61.67,7,19.5,0,0,58.5,24.19,0

23,05:30-05:45,53.22,8.8,273.62,26.91,26.91,21.77,7.96,171.9,70.54,17.5,4.69,5.68,57.77,8.23,163.3,3.81,0,0,2.42,30.28,96.77,0,0,0,0,0,0,0,61.67,0,0,0,19,0,19.34,61.67,7,19,0,0,57,24.19,0

24,05:45-06:00,53.22,8.8,273.62,26.91,26.91,21.77,7.96,171.9,70.54,17.5,4.69,5.68,57.77,8.23,163.3,3.81,0,0,2.42,30.28,96.77,0,0,0,0,0,0,0,61.67,0,0,0,18.84,0,18.34,61.67,7,18.83,0,0,56.5,24.19,0

25,06:00-06:15,77.42,8.8,273.62,26.91,26.91,21.77,7.96,171.9,70.54,17.5,4.69,5.68,57.77,8.23,0,3.73,0,0,2.42,30.28,96.77,0,1,0,1,0,0,0,48,7,0,1,19,10.5,17.66,48,7,19,0.03,3.2,57,24.19,0

26,06:15-06:30,72.58,8.8,273.62,26.91,26.91,21.77,7.96,171.9,70.54,17.5,4.69,5.68,57.77,8.23,0,3.73,0,0,2.42,29.78,96.77,0,4,0,1,0,0,1,47.67,15,0,2,19.34,20.39,17.34,47.67,7,19.33,1.1,8.2,58,24.19,0

27,06:30-06:45,72.58,8.8,273.62,26.91,26.91,21.77,7.96,171.9,70.54,17.5,4.69,5.68,57.77,8.23,0,3.73,0.38,0.39,2.42,30.78,96.77,0.38,7,2,3,0.16,0,3,46.33,22,0.79,5,19.5,28.07,17,46.33,7,19.5,2.97,10.8,58.5,24.19,0

28,06:45-07:00,67.74,8.8,273.62,26.91,26.91,21.77,7.96,171.9,70.54,17.5,4.69,5.68,57.77,8.23,0,3.73,0.69,0.71,2.42,30.28,96.77,0.69,14,3,6,0.63,3,4,45,30,3.17,8,19.84,32.67,17.66,45,7,19.83,4.98,14.1,59.5,24.19,0

29,07:00-07:15,53.22,8.8,273.62,26.91,26.91,21.77,7.96,171.9,70.54,17.5,4.69,5.68,57.77,8.13,0,3.73,1.17,1.19,2.42,30.28,96.77,1.17,21,5,9,1.43,6,5,43.33,33,7.14,10,20.34,33,17.66,43.33,7,20.33,7.48,17.3,61,24.19,0

30,07:15-07:30,53.22,8.8,232.25,26.91,26.91,21.77,7.96,171.9,70.54,17.5,4.69,5.68,57.77,8.13,0,3.73,1.82,1.87,2.42,30.28,96.77,1.82,32,8,13,2.54,10,7,42,33,12.68,15,20.84,33,18,42,7,20.83,10.38,24.1,62.5,24.19,0

31,07:30-07:45,53.22,8.8,193.54,26.91,26.91,21.77,7.96,171.9,70.54,17.5,4.69,5.68,57.77,8.13,0,3.73,2.63,2.69,2.42,30.28,96.77,2.63,42,11,18,5.49,15,9,40.33,32.67,27.46,18,17.5,32.67,14,40.33,7,17.5,14.81,32.66,52.5,24.19,0

32,07:45-08:00,53.22,8.8,150.49,26.91,26.91,21.77,7.96,171.9,70.54,17.5,4.69,5.68,57.77,8.13,0,3.73,3.25,3.33,2.42,30.28,96.77,3.25,53,13,22,8.79,20,11,38.67,32.67,43.93,22,17.66,32.67,14.34,38.67,7,17.67,18.92,32.66,53,24.19,0

33,08:00-08:15,53.22,8.8,150.49,26.91,26.91,21.77,7.96,171.9,70.54,17.5,4.54,5.68,57.77,8.04,0,3.73,4.15,4.25,2.42,30.28,96.77,4.15,56,17,24,12.82,21,13,37.67,33,64.12,27,17.5,33,14.66,37.67,7,17.5,22.41,33,52.5,24.19,0

34,08:15-08:30,53.22,8.8,150.49,26.91,26.91,21.77,7.96,171.9,70.54,17.5,4.54,5.68,57.77,8.04,0,3.73,5.13,5.25,2.42,29.78,96.77,5.13,70,20,30,16.67,22,16,36.67,33,83.34,34,17.5,33,15,36.67,7,17.5,24.66,33,52.5,24.19,0

35,08:30-08:45,53.22,8.8,150.49,26.91,26.91,21.77,7.96,171.9,70.54,17.5,4.54,5.06,57.77,8.04,0,3.73,6.05,6.21,2.42,29.78,96.77,6.05,84,21.5,36,20.25,33,19,37,33,101.26,41,17.5,33,14.66,37,7,17.5,26.45,33,52.5,24.19,0

36,08:45-09:00,53.22,8.8,150.49,26.91,26.91,21.77,7.96,171.9,70.54,17.5,4.54,5.06,57.77,8.04,0,3.73,7.01,7.18,2.42,29.78,96.77,7.01,98,24.5,42,23.76,38,23,37.33,33,118.79,47,17.5,33,15,37.33,7,17.5,28.22,33,52.5,24.19,0

37,09:00-09:15,53.22,8.8,150.49,26.91,26.91,21.77,7.96,171.9,70.54,17.5,4.46,5.06,57.77,7.94,0,3.73,7.84,8.04,2.42,30.28,96.77,7.84,112,27.5,48,27.99,40,26,38,33,139.97,54,17.34,33,11.66,38,7,17.33,30.18,33,52,24.19,0

38,09:15-09:30,53.22,8.8,150.49,26.91,26.91,21.77,7.96,171.9,70.54,17.5,4.46,5.06,57.77,7.94,0,3.73,8.67,8.89,2.42,30.28,96.77,8.67,126,30.5,54,30.88,47,29,39,33,154.4,60,16.84,33,11.66,39,7,16.83,32.51,33,50.5,24.19,0

39,09:30-09:45,53.22,8.8,150.49,26.91,26.91,21.77,7.96,171.9,70.54,17.5,4.69,5.06,57.77,7.94,0,3.73,9.5,9.74,2.42,30.28,96.77,9.5,137,34,58,33.77,57,31,39.67,33,168.83,64,15.34,33,11.66,39.67,7,15.33,35.02,33,46,24.19,0

40,09:45-10:00,53.22,8.8,150.49,26.91,26.91,21.77,7.96,171.9,70.54,17.5,4.69,5.06,57.77,7.94,0,3.73,10.56,10.82,2.42,30.28,96.77,10.56,147,36,63,36.65,63,33,40,33,183.26,69,15.16,33,11.66,40,7,15.17,37.62,33,45.5,24.19,0

41,10:00-10:15,53.22,8.8,150.49,26.91,26.91,21.77,7.96,171.9,70.54,17.5,4.69,5.06,57.77,7.94,0,3.63,11.14,11.42,2.42,27.25,96.77,11.14,161,39,69,38.79,70,36,40,33,193.97,74,15,33,11.66,40,6.8,15,40.4,33,45,24.19,0

42,10:15-10:30,53.22,8.8,150.49,26.91,26.91,21.77,7.96,171.9,70.54,17.5,4.69,5.06,57.77,7.94,0,3.63,12.18,12.48,2.42,27.25,96.77,12.18,168,40,72,40.93,75,38,40.33,33,204.68,80,14.84,33,12,40.33,6.8,14.83,43.12,33,44.5,24.19,0

43,10:30-10:45,53.22,8.8,150.49,26.91,26.91,21.77,7.96,171.9,70.54,17.5,4.69,5.06,57.77,7.94,0,3.63,12.63,12.95,2.42,25.23,96.77,12.63,175,42,75,43.08,83,41,40.33,33,215.38,85,14.66,33,12.34,40.33,6.8,14.67,45.84,33,44,24.19,0

44,10:45-11:00,53.22,8.8,150.49,26.91,26.91,21.77,7.96,171.9,70.54,17.5,4.69,5.06,57.77,7.94,0,3.63,13.37,13.7,2.42,25.23,96.77,13.37,182,43,78,44.17,85,42,40.67,33,220.83,88,14.66,33,12.66,40.67,6.8,14.67,48.51,33,44,24.19,0

45,11:00-11:15,53.22,8.8,150.49,26.91,26.91,21.77,7.96,171.9,70.54,17.5,4.93,5.45,57.77,7.94,0,3.63,13.37,13.7,2.42,25.23,96.77,13.37,189,44,81,45,87,43,50.67,33,225,90,17.34,33,15.34,50.67,6.8,17.33,49.42,33,52,24.19,0

46,11:15-11:30,53.22,8.8,150.49,26.91,26.91,21.77,7.96,171.9,70.54,17.5,4.93,5.45,57.77,7.94,0,3.63,13.37,13.7,2.42,25.23,96.77,13.37,193,45,82,45.83,87,43,52,33,229.17,90,17.66,33,16,52,6.8,17.67,49.12,33,53,24.19,0

47,11:30-11:45,53.22,8.8,150.49,26.91,26.91,21.77,7.96,171.9,70.54,17.5,4.93,5.45,57.77,7.94,0,3.63,13.37,13.7,2.42,25.23,96.77,13.37,193,45,82,45.83,90,43,52.67,33,229.17,90,18,33,16.34,52.67,6.8,18,49.11,33,54,24.19,0

48,11:45-12:00,53.22,8.8,150.49,26.91,26.91,21.77,7.96,171.9,70.54,17.5,4.93,5.45,57.77,7.94,0,3.63,13.37,13.7,2.42,25.73,96.77,13.37,193,45,82,45.83,90,43,55,33,229.17,90,18.34,33,16.66,55,6.8,18.33,49.29,33,55,24.19,0

49,12:00-12:15,53.22,8.8,150.49,26.91,26.91,21.77,7.96,171.9,70.54,17.5,5.16,5.45,57.77,7.85,0,3.81,13.37,13.7,2.42,25.73,96.77,13.37,193,45,82,45.83,90,43,56,33,229.17,90,18.66,33,11.66,56,6.8,18.67,44.72,33,56,24.19,0

50,12:15-12:30,53.22,8.8,150.49,26.91,26.91,21.77,7.96,171.9,70.54,17.5,5.16,5.45,57.77,7.85,0,3.81,13.37,13.7,2.42,25.73,96.77,13.37,193,45,82,45.83,90,43,57.33,33,229.17,90,18.84,33,12,57.33,6.8,18.83,45.16,33,56.5,24.19,0

51,12:30-12:45,53.22,8.8,150.49,26.91,26.91,21.77,7.96,171.9,70.54,17.5,5.16,5.45,57.77,7.85,0,3.81,13.37,13.7,2.42,23.21,96.77,13.37,193,45,82,45.83,91,43,53.33,33,229.17,90,16.66,33,12,53.33,6.8,16.67,44.6,33,50,24.19,0

52,12:45-13:00,53.22,8.8,150.49,26.91,26.91,21.77,7.96,171.9,70.54,17.5,5.16,5.45,57.77,7.85,0,3.81,13.37,13.7,2.42,23.21,96.77,13.37,193,45,82,45.83,91,43,53.33,33,229.17,90,16.84,33,12,53.33,6.8,16.83,43.08,33,50.5,24.19,0

53,13:00-13:15,53.22,8.8,150.49,26.91,26.91,21.77,7.96,171.9,70.54,17.5,5.39,5.91,57.77,7.85,0,4.01,14.71,15.08,2.42,23.21,96.77,14.71,193,45,82,45.83,91,43,53.33,33,229.17,90,17,33,12.34,53.33,6.8,17,40.78,33,51,24.19,0

54,13:15-13:30,53.22,8.8,150.49,26.91,26.91,21.77,7.96,171.9,70.54,17.5,5.39,5.91,57.77,7.85,0,4.01,14.71,15.08,2.42,23.21,96.77,14.71,193,45,82,45.83,91,43,54,33,229.17,90,17.16,33,12.66,54,6.8,17.17,37.4,33,51.5,24.19,0

55,13:30-13:45,53.22,8.8,193.54,26.91,26.91,21.77,3.82,172.87,70.54,17.5,5.39,5.91,57.77,7.85,0,4.01,14.71,15.08,2.42,23.72,96.77,14.71,189,44,81,45.83,91,41,54.67,33,229.17,87,17.34,33,13,54.67,12.01,17.33,37.64,33,52,24.19,0

56,13:45-14:00,53.22,8.8,232.25,26.91,26.91,21.77,3.82,172.87,70.54,17.5,5.39,5.91,57.77,7.85,0,4.01,14.71,15.08,2.42,23.72,96.77,14.71,186,43,79,45,91,40,55.33,33,225,85,17.5,33,13.66,55.33,11.61,17.5,34.97,33,52.5,24.19,0

57,14:00-14:15,53.22,8.8,193.54,26.91,26.91,21.77,3.82,172.87,70.54,17.5,5.39,6.07,57.77,7.94,0,4.19,14.71,15.08,2.42,23.72,96.77,14.71,175,42,75,45,88,39,51.67,33,225,81,17.66,33,17.66,51.67,11,17.67,31.78,33,53,24.19,0

58,14:15-14:30,53.22,8.8,150.39,26.91,26.91,21.77,3.82,172.87,70.54,17.5,5.39,6.07,57.77,7.94,0,4.19,14.52,14.88,2.42,24.22,96.77,14.52,168,41,72,43.3,87,38,51.33,33,216.53,79,17.5,33,18.66,51.33,10,17.5,28.1,33,52.5,24.19,0

59,14:30-14:45,53.22,8.8,150.49,26.91,26.91,21.77,3.52,172.87,70.54,17.5,5.39,6.07,57.77,7.94,0,4.19,14.12,14.48,2.42,24.22,96.77,14.12,147,40,63,41.74,85,36,51,33,208.73,74,17.34,33,19.66,51,7,17.33,24.56,33,52,24.19,0

60,14:45-15:00,53.22,8.8,150.49,26.91,26.91,21.77,3.52,172.87,70.54,17.5,5.39,6.07,57.77,7.94,0,4.19,13.46,13.79,2.42,24.22,96.77,13.46,140,38,60,39.6,82,34,50.67,33,198.03,71,17.16,33,21,50.67,7,17.17,21.19,33,51.5,24.19,0

61,15:00-15:15,64.84,8.8,150.49,26.91,26.91,21.77,0,173.84,70.54,17.5,5.62,6.23,57.77,8.04,0,4.47,12.53,12.84,2.42,25.23,96.77,12.53,137,35,58,36.89,71,30,50,33,184.47,64,17,33,21.34,50,7,17,18.07,33,51,24.19,0

62,15:15-15:30,80.32,8.8,150.49,26.91,26.91,21.77,0,173.84,70.54,17.5,5.62,6.23,57.77,8.04,0,4.47,11.6,11.89,2.42,24.22,96.77,11.6,130,33,55,34.32,65,27,50,33,171.58,58,16.84,33,21.66,50,7,16.83,16.42,33,50.5,24.19,0

63,15:30-15:45,85.16,8.8,150.49,26.91,26.91,21.77,0,173.84,70.54,17.5,5.62,6.23,57.77,8.04,0,4.47,10.69,10.95,2.42,24.22,96.77,10.69,119,30,51,31.45,59,25,50,33,157.27,53,20.84,33,25,50,7,20.83,15,33,62.5,24.19,0

64,15:45-16:00,100.81,8.8,150.49,26.91,26.91,21.77,0,173.84,70.54,17.5,5.62,6.23,57.77,8.04,0,4.47,9.76,10.01,2.42,24.72,96.77,9.76,109,28,46,28.42,54,22,50,33,142.11,47,20.5,33,25.66,50,7,20.5,13.63,33,61.5,24.19,0

65,16:00-16:15,100.81,8.8,150.49,26.91,26.91,21.77,0,173.84,70.54,17.5,5.54,6.39,57.77,8.23,0,4.47,8.67,8.88,2.42,26.24,96.77,8.67,88,24,37,25.66,50,19,66.67,33,128.33,41,24.16,33,26,66.67,7,24.17,11.91,33,72.5,24.19,0

66,16:15-16:30,100.81,8.8,150.49,26.91,26.91,21.77,0,173.84,70.54,17.5,5.54,6.39,57.77,8.23,0,4.47,7.79,7.98,2.42,26.24,96.77,7.79,81,20,34,22.66,43,16,65.67,33,113.28,34,23.34,33,26,65.67,7,23.33,9.96,33,70,24.19,0

67,16:30-16:45,100.81,8.8,193.54,26.91,26.91,21.77,0,222.22,70.54,17.5,5.54,6.39,80.92,8.23,0,4.47,6.87,7.04,2.42,26.24,96.77,6.87,70,16.5,30,17.97,36,13,65,33,89.87,27,22.5,33,26,65,7,22.5,7.68,33,67.5,24.19,0

68,16:45-17:00,100.81,8.8,232.25,26.91,26.91,21.77,0,262.73,70.54,17.5,5.54,6.39,87.29,8.23,0,4.47,5.84,6,2.42,26.24,96.77,5.84,63,12.5,27,14.76,32,10,64.33,30,73.79,20,20.84,33,25.66,64.33,7,20.83,5.37,20.8,62.5,24.19,0

69,17:00-17:15,100.81,8.8,273.62,26.91,26.91,21.77,0,262.73,70.54,17.5,5.78,6.62,87.29,8.41,0,4.65,4.87,4.99,2.42,26.24,96.77,4.87,46,10,19,10.78,23,6,62.67,25,53.92,14,20,33,25.34,62.67,7,20,3.55,14.1,60,24.19,0

70,17:15-17:30,100.81,8.8,273.62,26.91,26.91,21.77,0,262.73,70.54,17.5,5.78,6.62,87.29,8.41,0,4.65,3.97,4.07,2.42,26.24,96.77,3.97,28,8,12,8.25,19,6,61.67,10.7,41.26,12,18.5,33,25,61.67,7,18.5,2.21,7.4,55.5,24.19,0

71,17:30-17:45,94.63,8.8,273.62,26.91,26.91,21.77,0,262.73,66.36,17.5,6.15,6.62,87.29,8.41,0,4.65,3.03,3.1,2.42,26.24,96.77,3.03,18,7,7,5.72,17,5,58.67,1,28.59,10,25,25,24.34,58.67,7,25,1.4,2.5,75,24.19,0

72,17:45-18:00,94.63,8.8,273.62,25.74,25.74,21.77,0,262.73,66.36,17.5,6.15,6.62,87.29,8.41,0,4.65,2.18,2.23,2.42,26.24,96.77,2.18,7,5,3,3.19,13,4,57.33,0,15.93,9,24.66,15,24,57.33,7,24.67,0.85,0,74,24.19,0

73,18:00-18:15,94.63,8.8,273.62,25.74,25.74,21.77,0,262.73,66.36,17.5,6.15,6.62,81.29,8.5,0,4.84,1.66,1.71,2.42,27.25,96.77,1.66,4,3,1,1.79,10,3,64.67,0,8.97,7,24.16,0,24,64.67,7,24.17,0.22,0,72.5,24.19,0

74,18:15-18:30,94.63,8.8,273.62,25.74,25.74,21.77,0,262.73,66.36,17.5,6.15,6.62,81.29,8.5,0,4.84,1.18,1.21,2.42,28.26,96.77,1.18,1,2,0,0.8,7,2,64.67,0,3.98,3,23.84,0,24,64.67,7,23.83,0,0,71.5,24.19,0

75,18:30-18:45,94.63,8.8,273.62,32,5.95,21.77,0,223.54,66.36,17.5,6.15,6.62,81.29,8.5,0,4.84,0.6,0.62,2.42,28.26,96.77,0.6,0,0,0,0.2,3,1,55,0,1,1,17,0,18.34,55,7,17,0,0,51,24.19,0

76,18:45-19:00,94.63,8.8,273.62,32,5.95,21.77,0,223.54,66.36,17.5,6.15,6.62,81.29,8.5,0,4.84,0.22,0.23,2.42,29.26,96.77,0.22,0,0,0,0,2,0,54.67,0,0,0,16.66,0,17.66,54.67,7,16.67,0,0,50,24.19,0

77,19:00-19:15,94.63,8.8,273.62,32,5.95,21.77,0,223.54,66.36,17.5,6,6.77,81.29,8.59,0,4.84,0,0,2.42,29.26,96.77,0,0,0,0,0,0,0,46.67,0,0,0,16.16,0,12,46.67,7,16.17,0,0,48.5,24.19,0

78,19:15-19:30,94.63,8.8,273.62,32,5.95,21.77,0,223.54,66.36,17.5,6,6.77,81.29,8.59,0,4.84,0,0,2.42,29.26,96.77,0,0,0,0,0,0,0,46.33,0,0,0,15.34,0,12.66,46.33,7,15.33,0,0,46,24.19,0

79,19:30-19:45,94.63,8.8,273.62,32,5.95,21.77,0,223.54,66.36,17.5,6,6.77,81.29,8.59,0,4.84,0,0,2.42,28.26,96.77,0,0,0,0,0,0,0,45.67,0,0,0,14.8,0,12.66,45.67,7,14.8,0,0,44.39,24.19,0

80,19:45-20:00,94.63,8.8,273.62,32,5.95,21.77,0,223.54,66.36,17.5,6,6.77,81.29,8.59,0,4.84,0,0,2.42,28.26,96.77,0,0,0,0,0,0,0,45.67,0,0,0,13.64,0,12.66,45.67,7,13.63,0,0,40.9,24.19,0

