Block,Time Block,JHAJJAR,DHAULIGNGA,FSTPP I & II,DULHASTI,CHAMERA3,CHAMERA2,DADRT2,TelanganaSTPP,UNCHAHAR2,TEHRI,UNCHAHAR1,SINGRAULI,TALST2,TANAKPUR,TALA,SINGRAULI_HYDRO,TANDA2,SIMHST2,KGSU1AND2,KGSU3AND4,KOLDAM,KKNPPU2,KHSTPP-II,KKNP,KOTESHWR,KISHANGANGA,NLCEXP,KUDGI,NJPC,MAPS,NAPP,RIHAND1,RAPPB,RSTPSU1TO6,NLCIIST1,RAPPD,NLCIIST2,NLCTS2EXP,RAMPUR,RIHAND3,NNTPP,RAPPC,NTPL,PARBATI3,RIHAND2,PARBATI2,SEWA2,SASAN,RSTPSU7,SALAL,SIMHST1,KHSTPP-I,BRBCL,CHAMERA1,BSIUL,UNCHAHAR3,URI,UNCHAHAR4,AURY_RF,DADRI_LF,VALLURNTECL,ANTA_CRF,ANTA_RF,AURY_LF,DADRI_GF,URI2,ANTA_LF,AURY_GF,DADRI_CRF,DADRI_RF,ANTA_GF,AURY_CRF,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
15,03:30-03:45,408.42,31.71,17.58,56.69,33.84,47.15,228.83,0,42.51,29.3,21.19,145.23,0,6.06,5.11,1.04,2.57,0,0,0,9.26,0,143.26,0,10.08,8.34,0,0,160.35,0,24.52,93.92,0,0,0,20.92,0,0,6.28,92.53,0,65.57,0,37.06,120.34,38.47,12.18,398.84,0,76.68,0,43.98,18.34,40.72,12.6,26.74,49.28,1.74,0,0,0,0,0,0,0,36.8,0,0,0,0,0,0,0,0,0,0,0

16,03:45-04:00,398.76,31.71,17.58,56.69,33.84,47.15,199.85,0,42.51,29.3,21.19,145.23,0,6.06,5.11,1.04,2.57,0,0,0,9.26,0,143.26,0,10.08,8.34,0,0,160.35,0,24.52,93.92,0,0,0,20.92,0,0,6.28,92.53,0,65.57,0,37.06,120.34,38.47,12.18,398.84,0,76.68,0,43.98,18.48,40.72,12.6,26.74,49.28,1.74,0,0,0,0,0,0,0,36.8,0,0,0,0,0,0,0,0,0,0,0

17,04:00-04:15,311.82,31.71,17.58,56.69,33.84,47.15,151.55,0,42.51,29.3,21.19,145.23,0,6.06,5.11,1.04,2.57,0,0,0,9.26,0,143.26,0,10.08,8.34,0,0,160.35,0,24.52,93.92,0,0,0,20.92,0,0,6.28,126.34,0,65.57,0,37.06,120.34,38.47,12.18,398.84,0,76.68,0,43.98,18.52,40.72,12.6,26.74,49.28,1.74,0,0,0,0,0,0,0,36.8,0,0,0,0,0,0,0,0,0,0,0

18,04:15-04:30,224.88,31.71,17.58,56.69,33.84,47.15,127.4,0,42.51,29.3,21.19,145.23,0,6.06,5.11,1.04,2.57,0,0,0,9.26,0,143.26,0,10.08,8.34,0,0,160.35,0,24.52,93.92,0,0,0,20.92,0,0,6.28,126.34,0,65.57,0,37.06,120.34,38.47,12.18,398.84,0,76.68,0,43.98,19.32,40.72,12.6,26.74,49.28,1.74,0,0,0,0,0,0,0,36.8,0,0,0,0,0,0,0,0,0,0,0

19,04:30-04:45,212.33,31.71,17.58,56.69,33.84,47.15,95.28,0,42.51,29.3,21.19,145.23,0,2.36,4.26,1.04,2.57,0,0,0,9.26,0,143.26,0,10.08,8.34,0,0,160.35,0,24.52,93.92,0,0,0,20.92,0,0,6.28,126.34,0,65.57,0,37.94,120.34,38.47,12.18,398.84,0,76.68,0,43.98,19.32,40.72,12.6,26.74,49.28,1.64,0,0,0,0,0,0,0,36.8,0,0,0,0,0,0,0,0,0,0,0

20,04:45-05:00,212.33,31.71,17.58,56.69,33.84,47.15,95.28,0,42.51,29.3,21.19,145.23,0,2.36,4.26,1.04,2.57,0,0,0,9.26,0,143.26,0,10.08,8.34,0,0,160.35,0,24.52,93.92,0,0,0,20.92,0,0,6.28,126.34,0,65.57,0,37.94,120.34,38.47,12.18,398.84,0,76.68,0,43.98,19.32,40.72,12.6,26.74,49.28,1.64,0,0,0,0,0,0,0,36.8,0,0,0,0,0,0,0,0,0,0,0

21,05:00-05:15,260.52,31.71,15.05,56.69,33.84,47.15,95.28,0,28.55,29.3,15.36,145.23,0,2.36,4.26,1.04,2.57,0,0,0,9.26,0,143.26,0,10.08,8.34,0,0,160.35,0,24.52,93.92,0,0,0,20.92,0,0,6.28,126.34,0,65.57,0,38.54,120.34,38.47,12.18,398.84,0,76.68,0,43.98,19.32,40.72,12.6,19.9,49.28,2.14,0,0,0,0,0,0,0,36.8,0,0,0,0,0,0,0,0,0,0,0

22,05:15-05:30,260.52,31.71,15.05,56.69,33.84,47.15,95.28,0,28.55,29.3,13.71,145.23,0,2.36,4.26,1.04,2.57,0,0,0,9.26,0,143.26,0,10.08,8.34,0,0,160.35,0,24.52,93.92,0,0,0,20.92,0,0,6.28,126.34,0,65.57,0,51.87,120.34,38.47,12.18,398.84,0,76.68,0,43.98,19.32,40.72,12.6,17.8,49.28,2.14,0,0,0,0,0,0,0,36.8,0,0,0,0,0,0,0,0,0,0,0

23,05:30-05:45,260.52,31.71,12.47,56.69,33.84,47.15,95.28,0,28.55,29.3,13.71,145.23,0,2.36,4.26,1.04,2.57,0,0,0,9.26,0,143.26,0,10.08,8.34,0,0,160.35,0,24.52,93.92,0,0,0,20.92,0,0,6.28,126.34,0,65.57,0,51.87,120.34,41.37,12.18,398.84,0,76.32,0,43.98,19.32,40.72,12.6,17.8,49.28,2.14,0,0,0,0,0,0,0,36.8,0,0,0,0,0,0,0,0,0,0,0

24,05:45-06:00,260.52,31.71,12.47,56.69,33.84,47.15,95.28,0,28.55,29.3,13.71,130.55,0,2.36,4.26,1.04,2.57,0,0,0,9.26,0,114.94,0,10.08,8.34,0,0,160.35,0,24.52,64.89,0,0,0,20.92,0,0,6.28,81.54,0,65.57,0,51.87,96.2,41.37,6.09,398.84,0,76.32,0,35.29,19.32,40.72,12.6,17.8,49.28,1.07,0,0,0,0,0,0,0,36.8,0,0,0,0,0,0,0,0,0,0,0

25,06:00-06:15,260.52,31.71,14.24,56.69,33.84,47.15,95.28,0,29.62,29.3,16.96,130.55,0,2.36,4.26,1.04,2.57,0,0,0,9.26,0,114.94,0,10.08,8.34,0,0,160.35,0,24.52,64.89,0,0,0,20.92,0,0,6.28,81.54,0,65.57,0,51.87,96.2,41.37,6.09,398.84,0,76.32,0,35.29,19.32,40.72,12.6,20.96,49.28,1.07,0,0,0,0,0,0,0,36.8,0,0,0,0,0,0,0,0,0,0,0

26,06:15-06:30,357.12,31.71,14.24,56.69,33.84,47.15,95.28,0,34.13,29.3,16.96,130.55,0,2.36,4.26,1.04,2.57,0,0,0,9.26,0,114.94,0,10.08,8.34,0,0,160.35,0,24.52,64.89,0,0,0,20.92,0,0,6.28,81.54,0,65.57,0,51.87,96.2,41.37,5.61,398.84,0,76.32,0,35.29,19.32,40.72,12.6,21.38,49.28,1.07,0,0,0,0,0,0,0,36.8,0,0,0,0,0,0,0,0,0,0,0

27,06:30-06:45,357.12,31.71,12.47,56.69,33.84,47.15,95.28,0,33.84,28.68,15.08,130.55,0,2.36,4.26,1.04,2.57,0,0,0,9.26,0,114.94,0,10.08,8.34,0,0,160.35,0,24.52,64.89,0,0,0,20.92,0,0,6.28,81.54,0,65.57,0,51.87,96.2,41.37,4.63,398.84,0,76.32,0,35.29,19.32,40.72,12.6,19.34,49.28,1.55,0,0,0,0,0,0,0,36.8,0,0,0,0,0,0,0,0,0,0,0

28,06:45-07:00,357.12,31.71,10.75,56.69,33.84,47.15,95.28,0,23.91,27.91,11.91,130.55,0,2.36,4.26,1.04,2.57,0,0,0,9.26,0,114.94,0,10.08,8.34,0,0,160.35,0,24.52,64.89,0,0,0,20.92,0,0,6.28,81.54,0,65.57,0,51.87,96.2,41.37,4.63,398.84,0,76.32,0,29.21,19.32,40.72,12.6,14.7,49.28,1.07,0,0,0,0,0,0,0,36.8,0,0,0,0,0,0,0,0,0,0,0

29,07:00-07:15,357.12,31.71,10.75,56.69,33.84,47.15,262.04,0,24.72,18.61,11.91,130.55,0,2.36,4.26,1.04,2.57,0,0,0,9.26,0,114.94,0,10.08,8.34,0,0,160.35,0,24.52,64.89,0,0,0,20.92,0,0,6.28,81.54,0,65.57,0,51.87,96.2,41.37,0,398.84,0,76.32,0,29.21,19.32,40.72,12.6,16.37,49.28,1.07,0,0,0,0,0,0,0,36.8,0,0,0,0,0,0,0,0,0,0,0

30,07:15-07:30,357.12,31.71,10.75,56.69,33.84,47.15,162.9,0,24.72,18.61,11.91,130.55,0,2.36,4.26,1.04,2.57,0,0,0,9.26,0,114.94,0,10.08,8.34,0,0,160.35,0,24.52,64.89,0,0,0,20.92,0,0,6.28,81.54,0,65.57,0,51.87,96.2,41.37,0,398.84,0,76.32,0,29.21,19.32,40.72,12.6,16.37,49.28,1.07,0,0,0,0,0,0,0,36.8,0,0,0,0,0,0,0,0,0,0,0

31,07:30-07:45,357.12,31.71,10.75,56.69,33.84,47.15,95.28,0,24.5,9.3,11.91,130.55,0,2.36,4.26,1.04,2.57,0,0,0,9.26,0,114.94,0,10.08,8.34,0,0,160.35,0,24.52,64.89,0,0,0,20.92,0,0,6.28,119.08,0,65.57,0,48.92,96.2,41.37,0,398.84,0,74.08,0,29.21,19.32,40.72,12.6,16.37,49.28,1.07,0,0,0,0,0,0,0,36.8,0,0,0,0,0,0,0,0,0,0,0

32,07:45-08:00,357.12,31.71,10.75,56.69,33.84,47.15,95.28,0,24.5,9.3,11.91,130.55,0,2.36,4.26,1.04,2.57,0,0,0,6.51,0,97.88,0,10.08,8.34,0,0,160.35,0,24.52,64.89,0,0,0,20.92,0,0,6.28,126.34,0,65.57,0,48.92,96.2,41.37,0,398.84,0,74.08,0,25.95,19.32,40.72,12.6,16.37,49.28,1.07,0,0,0,0,0,0,0,36.8,0,0,0,0,0,0,0,0,0,0,0

33,08:00-08:15,337.8,31.71,10.75,56.69,33.84,47.15,95.28,0,24.29,9.3,13.12,97.49,0,2.36,4.26,1.04,2.57,0,0,0,4.62,0,97.88,0,10.08,8.34,0,0,160.35,0,24.52,64.89,0,0,0,20.92,0,0,6.28,114.07,0,65.57,0,48.92,85.5,41.37,0,398.84,0,74.08,0,27.32,19.32,40.72,18.89,16.37,51.19,1.07,0,0,0,0,0,0,0,36.8,0,0,0,0,0,0,0,0,0,0,0

34,08:15-08:30,337.8,31.71,10.75,56.69,33.84,47.15,95.28,0,24.29,0,13.12,97.49,0,2.36,5.11,1.04,2.57,0,0,0,4.21,0,97.88,0,10.08,8.34,0,0,160.35,0,24.52,64.89,0,0,0,20.92,0,0,6.28,102.54,0,65.57,0,48.92,82.53,41.37,0,398.84,0,74.08,0,27.21,19.32,40.72,18.89,16.37,51.19,1.07,0,0,0,0,0,0,0,36.8,0,0,0,0,0,0,0,0,0,0,0

35,08:30-08:45,270.18,31.71,10.75,56.69,33.84,47.15,95.28,0,25.76,0,13.12,112.16,0,2.36,5.11,1.04,2.57,0,0,0,1.92,0,78.8,0,10.08,8.34,0,0,160.35,0,24.52,93.92,0,0,0,20.92,0,0,6.28,102.54,0,65.57,0,41.5,82.53,41.37,0,398.84,0,73.52,0,27.21,19.32,40.72,18.89,16.37,51.19,1.07,0,0,0,0,0,0,0,36.8,0,0,0,0,0,0,0,0,0,0,0

36,08:45-09:00,270.18,31.71,10.75,56.69,33.84,47.15,95.28,0,25.76,0,13.12,112.16,0,2.36,5.11,1.04,2.57,0,0,0,1.92,0,78.8,0,10.08,8.34,0,0,160.35,0,24.52,93.92,0,0,0,20.92,0,0,6.28,102.54,0,65.57,0,41.5,106.67,43.55,0,398.84,0,73.52,0,27.21,19.32,40.72,18.89,16.37,51.19,1.07,0,0,0,0,0,0,0,36.8,0,0,0,0,0,0,0,0,0,0,0

37,09:00-09:15,270.18,21.14,10.75,56.69,33.84,47.15,95.28,0,25.76,0,13.12,145.23,0,2.36,5.11,1.04,2.57,0,0,0,0,0,78.8,0,10.08,8.34,0,0,160.35,0,24.52,93.92,0,0,0,20.92,0,0,6.28,126.34,0,65.57,0,32.61,120.34,43.55,0,398.84,0,73.52,0,27.21,19.32,40.72,18.89,16.37,51.19,1.07,0,0,0,0,0,0,0,36.8,0,0,0,0,0,0,0,0,0,0,0

38,09:15-09:30,192.9,21.14,10.75,56.69,33.84,47.15,95.28,0,25.76,0,13.12,145.23,0,2.36,5.11,1.04,2.57,0,0,0,0,0,78.8,0,10.08,8.34,0,0,160.35,0,24.52,93.92,0,0,0,20.92,0,0,6.28,126.34,0,65.57,0,32.61,120.34,43.55,0,398.84,0,73.52,0,27.21,19.32,40.72,18.89,16.37,51.19,1.07,0,0,0,0,0,0,0,36.8,0,0,0,0,0,0,0,0,0,0,0

39,09:30-09:45,192.9,10.58,10.75,56.69,33.84,47.15,95.28,0,25.76,0,13.12,145.23,0,2.36,5.11,1.04,2.57,0,0,0,0,0,82.2,0,10.08,8.34,0,0,160.35,0,24.52,93.92,0,0,0,20.92,0,0,6.28,126.34,0,65.57,0,32.61,120.34,43.55,0,398.84,0,73.52,0,28.03,19.32,40.72,18.89,16.37,51.19,1.07,0,0,0,0,0,0,0,36.8,0,0,0,0,0,0,0,0,0,0,0

40,09:45-10:00,192.9,10.58,10.75,56.69,33.84,47.15,95.28,0,25.76,0,13.12,145.23,0,2.36,5.11,1.04,2.57,0,0,0,0,0,90.5,0,10.08,8.34,0,0,160.35,0,24.52,93.92,0,0,0,20.92,0,0,6.28,126.34,0,65.57,0,32.61,120.34,43.55,0,398.84,0,73.52,0,28.03,19.32,40.72,18.89,16.37,51.19,1.07,0,0,0,0,0,0,0,36.8,0,0,0,0,0,0,0,0,0,0,0

41,10:00-10:15,192.9,10.58,10.75,56.69,33.84,47.15,95.28,0,25.76,0,13.12,145.23,0,2.36,5.11,1.04,2.57,0,0,0,0,0,90.5,0,10.08,8.34,0,0,160.35,0,24.52,93.92,0,0,0,20.92,0,0,6.28,126.34,0,65.57,0,32.61,120.34,43.55,0,398.84,0,73.52,0,28.03,19.32,40.72,18.89,16.37,51.19,1.07,0,0,0,0,0,0,0,36.8,0,0,0,0,0,0,0,0,0,0,0

42,10:15-10:30,183.24,10.58,10.75,56.69,33.84,47.15,95.28,0,25.76,0,13.12,145.23,0,2.36,5.11,1.04,2.57,0,0,0,0,0,90.5,0,10.08,8.34,0,0,160.35,0,24.52,93.92,0,0,0,20.92,0,0,6.28,126.34,0,65.57,0,16.31,120.34,36.29,0,398.84,0,73.52,0,28.03,19.32,40.72,18.89,16.37,51.19,1.07,0,0,0,0,0,0,0,36.8,0,0,0,0,0,0,0,0,0,0,0

43,10:30-10:45,183.24,10.58,10.75,56.69,33.84,47.15,95.28,0,25.73,0,13.12,145.23,0,2.36,5.11,1.04,2.57,0,0,0,0,0,88.11,0,10.08,8.34,0,0,160.35,0,24.52,93.92,0,0,0,20.92,0,0,6.28,126.34,0,65.57,0,16.31,120.34,29.04,0,398.84,0,73.52,0,28.03,18.03,27.14,6.3,16.37,51.19,1.07,0,0,0,0,0,0,0,36.8,0,0,0,0,0,0,0,0,0,0,0

44,10:45-11:00,183.24,10.58,10.75,56.69,33.84,47.15,95.28,0,25.73,0,13.12,145.23,0,2.36,5.11,1.04,2.57,0,0,0,0,0,88.11,0,10.08,8.34,0,0,160.35,0,24.52,93.92,0,0,0,20.92,0,0,6.28,126.34,0,65.57,0,16.31,120.34,29.04,0,398.84,0,73.52,0,28.03,17.85,24.67,6.3,16.37,51.19,1.07,0,0,0,0,0,0,0,36.8,0,0,0,0,0,0,0,0,0,0,0

45,11:00-11:15,183.24,10.58,10.75,56.69,33.84,47.15,95.28,0,25.73,0,13.12,145.23,0,2.36,5.11,1.04,2.57,0,0,0,0,0,106.4,0,10.08,8.34,0,0,160.35,0,24.52,93.92,0,0,0,20.92,0,0,6.28,126.34,0,65.57,0,16.31,120.34,21.77,0,401.83,0,76.32,0,32.53,18.94,13.57,6.3,16.37,49.28,2.14,0,0,0,0,0,0,0,36.8,0,0,0,0,0,0,0,0,0,0,0

46,11:15-11:30,183.24,10.58,10.75,56.69,33.84,47.15,95.28,0,25.73,0,13.12,145.23,0,2.36,5.11,1.04,2.57,0,0,0,0,0,106.4,0,10.08,8.34,0,0,160.35,0,24.52,93.92,0,0,0,20.92,0,0,6.28,126.34,0,65.57,0,16.31,120.34,21.77,0,402.1,0,76.32,0,32.53,18.76,13.57,6.3,16.37,49.28,2.14,0,0,0,0,0,0,0,36.8,0,0,0,0,0,0,0,0,0,0,0

47,11:30-11:45,183.24,10.58,13.39,56.69,33.84,47.15,95.28,0,25.73,0,13.12,145.23,0,2.36,5.11,1.04,2.57,0,0,0,0,0,106.4,0,10.08,8.34,0,0,160.35,0,24.52,93.92,0,0,0,20.92,0,0,6.28,126.34,0,65.57,0,16.31,120.34,21.77,0,402.1,0,76.32,0,32.53,19.32,13.57,6.3,16.37,49.28,2.14,0,0,0,0,0,0,0,36.8,0,0,0,0,0,0,0,0,0,0,0

48,11:45-12:00,183.24,10.58,13.39,56.69,33.84,47.15,95.28,0,25.73,0,13.12,145.23,0,2.36,5.11,1.04,2.57,0,0,0,0,0,126.19,0,10.08,8.34,0,0,160.35,0,24.52,93.92,0,0,0,20.92,0,0,6.28,126.34,0,65.57,0,16.31,120.34,21.77,0,402.1,0,76.32,0,32.53,19.32,13.57,6.3,16.37,49.28,2.14,0,0,0,0,0,0,0,36.8,0,0,0,0,0,0,0,0,0,0,0

49,12:00-12:15,183.24,10.58,13.39,56.69,33.84,47.15,95.28,0,25.72,0,13.12,145.23,0,2.36,5.82,1.07,2.57,0,0,0,0,0,126.19,0,10.08,8.34,0,0,160.35,0,24.52,93.92,0,0,0,20.92,0,0,6.28,126.34,0,65.57,0,16.31,120.34,21.77,0,402.1,0,76.32,0,32.53,19.32,13.57,6.3,16.37,49.28,2.14,0,0,0,0,0,0,0,36.8,0,0,0,0,0,0,0,0,0,0,0

50,12:15-12:30,183.24,10.58,13.39,56.69,33.84,47.15,95.28,0,25.72,0,13.12,145.23,0,2.36,5.82,1.07,2.57,0,0,0,0,0,126.19,0,10.08,8.34,0,0,160.35,0,24.52,93.92,0,0,0,20.92,0,0,6.28,126.34,0,65.57,0,16.31,120.34,10.9,0,402.1,0,76.32,0,32.53,19.32,13.57,6.3,16.37,49.28,2.14,0,0,0,0,0,0,0,36.8,0,0,0,0,0,0,0,0,0,0,0

51,12:30-12:45,194.92,10.58,13.39,56.69,33.84,47.15,95.28,0,31.68,0,15.13,145.23,0,2.36,5.82,1.07,2.77,0,0,0,0,0,126.19,0,10.08,8.34,0,0,160.35,0,24.52,93.92,0,0,0,20.92,0,0,6.28,126.34,0,65.57,0,22.24,120.34,27.59,0,402.1,0,77.45,0,32.53,19.32,13.57,6.3,19.64,49.28,2.14,0,0,0,0,0,0,0,36.8,0,0,0,0,0,0,0,0,0,0,0

52,12:45-13:00,194.92,10.58,13.39,56.69,33.84,47.15,95.28,0,31.68,0,15.13,145.23,0,2.36,5.4,1.07,2.84,0,0,0,0,0,126.19,0,10.08,8.34,0,0,160.35,0,24.52,93.92,0,0,0,20.92,0,0,6.28,126.34,0,65.57,0,32.61,120.34,27.59,0,402.1,0,77.45,0,32.53,19.32,13.57,6.3,19.64,49.28,2.14,0,0,0,0,0,0,0,36.8,0,0,0,0,0,0,0,0,0,0,0

