Block,Time Block,NJPC,NLCIIST2,NTPL,NLCTS2EXP,NNTPP,NLCEXP,NLCIIST1,MAPS,NAPP,KOTESHWR,KOLDAM,KUDGI,KKNP,JHAJJAR,KHSTPP-I,KHSTPP-II,KISHANGANGA,KGSU1AND2,KGSU3AND4,KKNPPU2,CHAMERA3,CHAMERA2,DADRT2,CHAMERA1,DHAULIGNGA,FSTPP I & II,DULHASTI,BSIUL,BRBCL,UNCHAHAR1,UNCHAHAR2,UNCHAHAR3,TelanganaSTPP,UNCHAHAR4,URI,ANTA_LF,DADRI_CRF,URI2,AURY_CRF,AURY_RF,ANTA_GF,AURY_LF,DADRI_LF,ANTA_CRF,ANTA_RF,DADRI_GF,VALLURNTECL,AURY_GF,TEHRI,TANDA2,RIHAND2,RAPPD,RAPPC,RIHAND1,RAPPB,SIMHST1,RSTPSU1TO6,TALST2,RSTPSU7,SALAL,SEWA2,SINGRAULI_HYDRO,RIHAND3,TANAKPUR,SIMHST2,TALA,SINGRAULI,SASAN,DADRI_RF,RAMPUR,PARBATI3,PARBATI2,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
12,02:45-03:00,174.74,0,0,0,0,0,0,0,24.52,0,9.26,0,0,42.88,33.89,95.94,8.34,0,0,0,33.84,47.15,0,40.72,42.29,17.37,56.69,12.6,19.32,16.97,26,21.12,0,1.64,49.28,0,0,36.8,0,0,0,0,0,0,0,0,0,0,0,3.96,96.2,0,65.41,64.89,0,0,0,0,0,81.38,0,1.07,81.08,6.06,0,5.25,130.55,391.23,0,6.74,48.92,38.47,0,0,0,0,0

13,03:00-03:15,174.74,0,0,0,0,0,0,0,24.52,0,9.26,0,0,42.88,32.5,114.94,8.34,0,0,0,33.84,47.15,0,40.72,42.29,17.18,56.69,12.6,19.32,16.97,26,21.12,0,1.64,49.28,0,0,36.8,0,0,0,0,0,0,0,0,0,0,0,3.96,96.2,0,65.41,64.89,0,0,0,0,0,77.45,0,1.07,81.08,6.06,0,5.25,130.55,391.23,0,6.74,48.92,38.47,0,0,0,0,0

14,03:15-03:30,174.74,0,0,0,0,0,0,0,24.52,0,9.26,0,0,42.88,32.5,114.94,8.34,0,0,0,33.84,47.15,0,40.72,42.29,17.18,56.69,12.6,19.32,16.97,26,21.12,0,1.64,49.28,0,0,36.8,0,0,0,0,0,0,0,0,0,0,0,3.96,96.2,0,65.41,64.89,0,0,0,0,0,77.45,0,1.07,81.08,6.06,0,5.25,130.55,391.23,0,6.74,48.92,38.47,0,0,0,0,0

15,03:30-03:45,174.74,0,0,0,0,0,0,0,24.52,0,9.26,0,0,37.65,29.81,114.94,8.34,0,0,0,33.84,47.15,0,40.72,21.14,13.95,56.69,12.6,19.32,14.25,25.97,18.12,0,1.07,49.28,0,0,36.8,0,0,0,0,0,0,0,0,0,0,0,3.96,96.2,0,65.41,64.89,0,0,0,0,0,77.45,0,1.07,81.08,3.59,0,5.25,130.55,380.36,0,6.74,48.92,38.47,0,0,0,0,0

16,03:45-04:00,174.74,0,0,0,0,0,0,0,24.52,0,9.26,0,0,37.65,29.81,114.94,8.34,0,0,0,33.84,47.15,0,40.72,21.14,13.95,56.69,12.6,19.32,14.25,25.97,18.12,0,1.07,49.28,0,0,36.8,0,0,0,0,0,0,0,0,0,0,0,3.96,96.2,0,65.41,64.89,0,0,0,0,0,77.45,0,1.07,81.08,3.59,0,5.25,130.55,380.36,0,6.74,48.92,38.47,0,0,0,0,0

17,04:00-04:15,174.74,0,0,0,0,0,0,0,24.52,0,9.26,0,0,37.65,29.21,104.09,8.34,0,0,0,33.84,47.15,0,40.72,21.14,13.89,56.69,12.6,19.32,14.25,25.19,18,0,1.07,49.28,0,0,36.8,0,0,0,0,0,0,0,0,0,0,0,3.96,96.2,0,65.41,64.89,0,0,0,0,0,77.45,0,1.07,81.54,3.59,0,5.25,130.55,380.36,0,6.74,41.5,38.47,0,0,0,0,0

18,04:15-04:30,174.74,0,0,0,0,0,0,0,24.52,0,9.26,0,0,37.65,28.35,104.09,8.34,0,0,0,33.84,47.15,0,40.72,21.14,13.89,56.69,12.6,19.32,14.25,25.19,18,0,1.07,49.28,0,0,36.8,0,0,0,0,0,0,0,0,0,0,0,3.96,96.2,0,65.41,64.89,0,0,0,0,0,77.45,0,1.07,81.54,3.59,0,5.25,130.55,380.36,0,6.74,41.5,38.47,0,0,0,0,0

19,04:30-04:45,174.74,0,0,0,0,0,0,0,24.52,0,9.26,0,0,37.65,28.35,104.09,8.34,0,0,0,33.84,47.15,0,40.72,21.14,13.89,56.69,12.6,19.32,14.25,25.19,18,0,1.07,49.28,0,0,36.8,0,0,0,0,0,0,0,0,0,0,0,3.96,96.2,0,65.41,64.89,0,0,0,0,0,77.45,0,1.07,81.54,3.59,0,2.98,130.55,380.36,0,6.74,41.5,38.47,0,0,0,0,0

20,04:45-05:00,174.74,0,0,0,0,0,0,0,24.52,0,9.26,0,0,37.65,28.35,104.09,8.34,0,0,0,33.84,47.15,0,40.72,21.14,13.89,56.69,12.6,19.32,14.25,25.19,18,0,1.07,49.28,0,0,36.8,0,0,0,0,0,0,0,0,0,0,0,3.96,96.2,0,65.41,64.89,0,0,0,0,0,77.45,0,1.07,81.54,3.59,0,2.98,130.55,380.36,0,6.74,41.5,38.47,0,0,0,0,0

21,05:00-05:15,174.74,0,0,0,0,0,0,0,24.52,0,9.26,0,0,141.03,27.65,85.91,8.34,0,0,0,33.84,47.15,0,40.72,21.14,13.6,56.69,12.6,19.32,11.91,23.91,14.7,0,1.07,49.28,0,0,36.8,0,0,0,0,0,0,0,0,0,0,0,3.96,96.2,0,65.41,64.89,0,0,0,0,0,77.45,0,1.07,81.54,3.59,0,2.98,130.55,380.36,0,6.74,41.5,38.47,0,0,0,0,0

22,05:15-05:30,174.74,0,0,0,0,0,0,0,24.52,0,9.26,0,0,141.03,27.65,85.91,8.34,0,0,0,33.84,47.15,0,40.72,21.14,13.6,56.69,12.6,19.32,11.91,23.42,16.88,0,1.07,49.28,0,0,36.8,0,0,0,0,0,0,0,0,0,0,0,3.96,96.2,0,65.41,64.89,0,0,0,0,0,77.45,0,1.07,81.54,3.59,0,2.98,130.55,380.36,0,6.74,41.5,38.47,0,0,0,0,0

23,05:30-05:45,174.74,0,0,0,0,0,0,0,24.52,0,9.26,0,0,141.03,26.19,78.8,8.34,0,0,0,33.84,47.15,0,40.72,21.14,13.5,56.69,12.6,19.32,11.91,23.42,16.88,0,1.07,49.28,0,0,36.8,0,0,0,0,0,0,0,0,0,0,0,3.96,96.2,0,65.41,64.89,0,0,0,0,0,77.45,0,1.07,81.54,3.59,0,2.98,130.55,380.36,0,6.74,41.5,38.47,0,0,0,0,0

24,05:45-06:00,174.74,0,0,0,0,0,0,0,24.52,0,9.26,0,0,141.03,26.19,78.8,8.34,0,0,0,33.84,47.15,0,40.72,21.14,13.5,56.69,12.6,19.32,11.91,23.91,17.36,0,1.07,49.28,0,0,36.8,0,0,0,0,0,0,0,0,0,0,0,3.96,96.2,0,65.41,64.89,0,0,0,0,0,77.45,0,1.07,81.54,3.59,0,2.98,130.55,380.36,0,6.74,41.5,38.47,0,0,0,0,0

25,06:00-06:15,174.74,0,0,0,0,0,0,0,24.52,0,9.26,0,0,141.03,26.14,78.8,8.34,0,0,0,33.84,47.15,0,40.72,0,13.5,56.69,12.6,19.32,11.91,23.91,17.36,0,1.07,49.28,0,0,36.8,0,0,0,0,0,0,0,0,0,0,0,3.96,96.2,0,65.41,64.89,0,0,0,0,0,77.45,0,1.07,81.54,3.59,0,2.98,130.55,380.36,0,6.74,41.5,38.47,0,0,0,0,0

26,06:15-06:30,174.74,0,0,0,0,0,0,0,24.52,0,9.26,0,0,237.66,26.14,78.8,8.34,0,0,0,33.84,47.15,0,40.72,0,13.5,56.69,12.6,19.32,11.91,23.91,14.7,0,1.07,49.28,0,0,36.8,0,0,0,0,0,0,0,0,0,0,0,3.96,96.2,0,65.41,64.89,0,0,0,0,0,77.45,0,1.07,81.54,3.59,0,2.98,130.55,380.36,0,6.74,41.5,38.47,0,0,0,0,0

27,06:30-06:45,174.74,0,0,0,0,0,0,0,24.52,0,9.26,0,0,237.66,26.14,78.8,8.34,0,0,0,33.84,47.15,0,40.72,0,10.95,56.69,12.6,19.32,11.91,23.91,14.7,0,1.07,49.28,0,0,36.8,0,0,0,0,0,0,0,0,0,0,0,3.96,96.2,0,65.41,64.89,0,0,0,0,0,77.45,0,1.07,81.54,3.59,0,0,130.55,380.36,0,6.74,41.5,38.47,0,0,0,0,0

28,06:45-07:00,174.74,0,0,0,0,0,0,0,24.52,0,9.26,0,0,237.66,26.14,78.8,8.34,0,0,0,33.84,47.15,0,40.72,0,10.95,56.69,12.6,19.32,11.91,23.91,14.7,0,1.07,49.28,0,0,36.8,0,0,0,0,0,0,0,0,0,0,0,3.96,96.2,0,65.41,64.89,0,0,0,0,0,77.45,0,1.07,81.54,3.59,0,0,130.55,380.36,0,6.74,41.5,38.47,0,0,0,0,0

29,07:00-07:15,174.74,0,0,0,0,0,0,0,24.52,0,9.26,0,0,237.66,24.65,78.8,8.34,0,0,0,33.84,47.15,94.17,40.72,0,9.67,56.69,12.6,19.32,11.91,24.75,16.37,0,1.07,49.28,0,0,36.8,0,0,0,0,0,0,0,0,0,0,0,3.96,96.2,0,65.41,64.89,0,0,0,0,0,77.45,0,1.07,81.54,3.59,0,0,130.55,380.36,0,6.74,41.5,34.84,0,0,0,0,0

30,07:15-07:30,174.74,0,0,0,0,0,0,0,24.52,0,9.26,0,0,237.66,24.65,78.8,8.34,0,0,0,33.84,47.15,23.49,40.72,0,9.67,56.69,12.6,19.32,11.91,24.75,16.37,0,1.07,49.28,0,0,36.8,0,0,0,0,0,0,0,0,0,0,0,3.96,96.2,0,65.41,64.89,0,0,0,0,0,77.45,0,1.07,81.54,3.59,0,0,130.55,380.36,0,6.74,41.5,34.84,0,0,0,0,0

31,07:30-07:45,174.74,0,0,0,0,0,0,0,24.52,0,9.26,0,0,240.23,24.65,78.8,8.34,0,0,0,33.84,47.15,0,40.72,0,9.98,56.69,12.6,19.32,11.91,24.75,16.37,0,1.07,49.28,0,0,36.8,0,0,0,0,0,0,0,0,0,0,0,3.96,96.2,0,65.41,64.89,0,0,0,0,0,77.45,0,1.07,81.54,3.59,0,0,130.55,380.36,0,6.74,35.58,34.84,0,0,0,0,0

32,07:45-08:00,174.74,0,0,0,0,0,0,0,24.52,0,6.51,0,0,240.23,25.65,78.8,8.34,0,0,0,33.84,47.15,0,40.72,0,9.98,56.69,12.6,19.32,11.91,24.75,16.37,0,1.07,49.28,0,0,36.8,0,0,0,0,0,0,0,0,0,0,0,3.96,96.2,0,65.41,64.89,0,0,0,0,0,77.45,0,1.07,81.54,1.98,0,0,130.55,380.36,0,6.74,35.58,34.84,0,0,0,0,0

33,08:00-08:15,135.79,0,0,0,0,0,0,0,24.52,0,4.62,0,0,220.91,28.03,82.33,8.34,0,0,0,22.56,31.42,0,40.72,0,9.98,56.69,12.6,19.32,13.12,24.75,16.37,0,1.07,51.19,0,0,36.8,0,0,0,0,0,0,0,0,0,0,0,3.96,96.2,0,65.41,64.89,0,0,0,0,0,77.45,0,1.07,81.54,3.59,0,0,130.55,380.36,0,5.35,35.58,34.84,0,0,0,0,0

34,08:15-08:30,143.26,0,0,0,0,0,0,0,24.52,0,4.21,0,0,220.91,28.03,82.33,8.34,0,0,0,22.56,31.42,0,27.47,0,9.98,56.69,12.6,19.32,13.12,24.75,16.37,0,1.07,51.19,0,0,36.8,0,0,0,0,0,0,0,0,0,0,0,3.96,96.2,0,65.41,64.89,0,0,0,0,0,77.45,0,1.07,81.54,3.59,0,0,130.55,380.36,0,5.8,35.58,34.84,0,0,0,0,0

35,08:30-08:45,139.14,0,0,0,0,0,0,0,24.52,0,1.92,0,0,143.63,28.03,84.01,8.34,0,0,0,22.56,31.42,0,27.47,0,9.98,56.69,12.6,19.32,13.12,26.14,16.37,0,1.07,51.19,0,0,36.8,0,0,0,0,0,0,0,0,0,0,0,3.96,96.2,0,65.41,64.89,0,0,0,0,0,77.45,0,1.07,81.54,3.59,0,0,130.55,380.36,0,5.59,35.58,34.84,0,0,0,0,0

36,08:45-09:00,138.06,0,0,0,0,0,0,0,24.52,0,1.92,0,0,143.63,28.03,84.01,8.34,0,0,0,22.56,31.42,0,13.74,0,9.98,56.69,12.6,19.32,13.12,26.14,16.37,0,1.07,51.19,0,0,36.8,0,0,0,0,0,0,0,0,0,0,0,3.96,96.2,0,65.41,64.89,0,0,0,0,0,77.45,0,1.07,81.54,3.59,0,0,130.55,380.36,0,5.38,35.58,34.84,0,0,0,0,0

37,09:00-09:15,121.83,0,0,0,0,0,0,0,24.52,0,0,0,0,143.63,28.03,82.61,8.34,0,0,0,22.56,35,4.31,0,0,9.98,56.69,12.6,19.32,13.12,26.03,16.37,0,1.07,51.19,0,0,36.8,0,0,0,0,0,0,0,0,0,0,0,3.96,79.36,0,65.41,52.12,0,0,0,0,0,77.45,0,1.07,81.54,3.59,0,0,111.38,368.98,0,4.85,35.58,34.84,0,0,0,0,0

38,09:15-09:30,122.48,0,0,0,0,0,0,0,24.52,0,0,0,0,76.01,28.03,84.11,8.34,0,0,0,22.56,38.18,4.4,0,0,9.98,49.24,18.89,19.32,13.12,26.03,16.37,0,1.07,51.19,0,0,36.8,0,0,0,0,0,0,0,0,0,0,0,3.96,79.36,0,65.41,52.12,0,0,0,0,0,77.45,0,1.07,81.54,3.59,0,0,111.38,354.86,0,4.85,35.58,34.84,0,0,0,0,0

39,09:30-09:45,128.54,0,0,0,0,0,0,0,24.52,0,0,0,0,76.01,28.03,96.63,8.34,0,0,0,33.84,38.18,4.51,0,0,9.98,49.24,18.89,19.32,13.12,26.03,16.37,0,1.07,51.19,0,0,36.8,0,0,0,0,0,0,0,0,0,0,0,3.96,79.36,0,65.41,52.12,0,0,0,0,0,77.45,0,1.07,81.54,3.59,0,0,111.38,354.86,0,5.19,8,34.84,0,0,0,0,0

40,09:45-10:00,121.94,0,0,0,0,0,0,0,24.52,0,0,0,0,76.01,28.03,96.63,8.34,0,0,0,33.84,38.18,4.51,0,0,9.98,49.24,18.89,19.32,13.12,26.03,16.37,0,1.07,51.19,0,0,36.8,0,0,0,0,0,0,0,0,0,0,0,3.96,79.36,0,65.41,52.12,0,0,0,0,0,56.12,0,1.07,81.54,3.59,0,0,111.38,354.86,0,4.88,8,34.84,0,0,0,0,0

41,10:00-10:15,90.78,0,0,0,0,0,0,0,24.52,0,0,0,0,76.01,28.03,96.56,8.34,0,0,0,33.84,23.86,4.51,0,0,9.98,49.24,12.6,19.32,13.12,26.01,16.37,0,1.07,51.19,0,0,36.8,0,0,0,0,0,0,0,0,0,0,0,3.96,66.19,0,65.41,52.12,0,0,0,0,0,56.12,0,1.07,69.48,3.59,0,0,85.75,301.77,0,3.77,35.58,23.22,0,0,0,0,0

42,10:15-10:30,66.55,0,0,0,0,0,0,0,24.52,0,0,0,0,66.35,28.03,96.56,8.34,0,0,0,0,0,4.51,0,0,9.98,20.14,0,19.32,13.12,26.01,16.37,0,1.07,51.19,0,0,36.8,0,0,0,0,0,0,0,0,0,0,0,3.96,66.19,0,65.41,52.12,0,0,0,0,0,56.12,0,1.07,69.48,3.59,0,0,85.75,284.09,0,2.78,35.58,23.22,0,0,0,0,0

43,10:30-10:45,41.23,0,0,0,0,0,0,0,24.52,0,0,0,0,66.35,28.03,96.56,8.34,0,0,0,0,0,4.51,0,0,9.98,9.7,0,19.32,13.12,26,16.37,0,1.07,51.19,0,0,36.8,0,0,0,0,0,0,0,0,0,0,0,3.96,66.19,0,65.41,52.12,0,0,0,0,0,56.12,0,1.07,69.48,3.59,0,8.8,80.25,229.32,0,1.71,35.58,23.22,0,0,0,0,0

44,10:45-11:00,41.34,0,0,0,0,0,0,0,24.52,0,0,0,0,66.35,29.92,96.82,8.34,0,0,0,0,0,4.51,0,0,9.98,10.44,0,19.32,13.12,26,16.37,0,1.07,51.19,0,0,36.8,0,0,0,0,0,0,0,0,0,0,0,3.96,66.19,0,65.41,52.12,0,0,0,0,0,56.12,0,1.07,69.48,3.59,0,8.8,80.25,239.12,0,1.58,35.58,23.22,0,0,0,0,0

45,11:00-11:15,43.29,0,0,0,0,0,0,0,24.52,0,0,0,0,66.35,29.92,96.91,8.34,0,0,0,0,0,4.51,0,0,11.7,10.44,0,19.32,13.12,26.56,16.84,0,1.07,25.71,0,0,24.53,0,0,0,0,0,0,0,0,0,0,0,3.96,66.19,0,65.41,52.12,0,0,0,0,0,56.12,0,1.07,69.48,3.59,0,8.8,80.25,229.32,0,1.65,35.58,11.61,0,0,0,0,0

46,11:15-11:30,43.29,0,0,0,0,0,0,0,24.52,0,0,0,0,66.35,29.92,96.91,8.34,0,0,0,0,0,4.51,0,0,11.7,10.44,0,19.32,13.12,26.56,16.84,0,1.07,25.71,0,0,24.53,0,0,0,0,0,0,0,0,0,0,0,3.96,66.19,0,65.41,52.12,0,0,0,0,0,37.05,0,1.07,69.48,3.59,0,8.8,80.25,229.32,0,1.69,8.89,11.61,0,0,0,0,0

47,11:30-11:45,43.29,0,0,0,0,0,0,0,24.52,0,0,0,0,66.35,29.92,96.91,8.34,0,0,0,0,0,4.51,0,10.58,11.7,23.87,0,19.32,13.12,26.54,16.84,0,1.07,25.71,0,0,24.53,0,0,0,0,0,0,0,0,0,0,0,3.96,66.19,0,65.41,52.12,0,0,0,0,0,37.05,0,1.07,69.48,3.59,0,8.8,84.42,282.89,0,1.69,8.89,11.61,0,0,0,0,0

48,11:45-12:00,43.29,0,0,0,0,0,0,0,24.52,0,0,0,0,66.35,29.92,96.91,8.34,0,0,0,0,0,4.51,0,10.58,11.7,32.07,6.3,19.32,13.12,26.54,16.84,0,1.07,25.71,0,0,24.53,0,0,0,0,0,0,0,0,0,0,0,3.96,66.19,0,65.41,52.12,0,0,0,0,0,37.05,0,1.07,69.48,3.59,0,8.8,84.42,282.89,0,1.69,8.89,11.61,0,0,0,0,0

49,12:00-12:15,43.29,0,0,0,0,0,0,0,24.52,10.08,0,0,0,66.35,29.92,96.91,8.34,0,0,0,11.28,0,4.51,0,10.58,11.7,56.69,6.3,19.32,13.12,26.51,16.84,0,1.07,25.71,0,0,24.53,0,0,0,0,0,0,0,0,0,0,0,3.96,66.19,0,65.41,52.12,0,0,0,0,0,37.05,0,1.07,69.48,3.59,0,11.08,84.28,281.11,0,1.69,8.89,27.59,0,0,0,0,0

50,12:15-12:30,43.29,0,0,0,0,0,0,0,24.52,10.08,0,0,0,66.35,29.92,96.91,8.34,0,0,0,11.28,31.42,4.51,0,10.58,11.7,56.69,6.3,19.32,13.12,26.51,16.84,0,1.07,25.71,0,0,24.53,0,0,0,0,0,0,0,0,0,0,0,3.96,66.19,0,65.41,52.12,0,0,0,0,0,37.05,0,1.07,69.48,3.59,0,11.08,84.28,281.11,0,1.69,8.89,27.59,0,0,0,0,0

51,12:30-12:45,43.29,0,0,0,0,0,0,0,24.52,10.08,0,0,0,66.35,29.92,96.91,8.34,0,0,0,22.56,31.42,4.51,0,10.58,11.7,56.69,6.3,19.32,13.12,26.5,16.84,0,1.07,25.71,0,0,24.53,0,0,0,0,0,0,0,0,0,0,0,3.96,66.19,0,65.41,52.12,0,0,0,0,0,37.05,0,1.07,69.48,3.59,0,6.11,80.25,284.01,0,1.69,8.89,27.59,0,0,0,0,0

52,12:45-13:00,43.29,0,0,0,0,0,0,0,24.52,0,0,0,0,66.35,29.92,96.91,8.34,0,0,0,22.56,31.42,4.51,0,10.58,11.7,56.69,6.3,19.32,13.12,26.5,16.84,0,1.07,25.71,0,0,24.53,0,0,0,0,0,0,0,0,0,0,0,3.96,66.19,0,65.41,52.12,0,0,0,0,0,37.05,0,1.07,69.48,3.59,0,6.11,80.25,284.01,0,1.69,35.58,27.59,0,0,0,0,0

53,13:00-13:15,43.29,0,0,0,0,0,0,0,24.52,0,0,0,0,66.35,29.92,96.91,8.34,0,0,0,33.84,47.72,0,0,10.58,11.7,56.69,6.3,19.32,13.12,26.49,16.84,0,1.07,25.71,0,0,24.53,0,0,0,0,0,0,0,0,0,0,0,3.96,66.19,0,65.41,51.66,0,0,0,0,0,37.05,0,1.07,69.48,4.83,0,6.11,79.88,222.49,0,1.69,35.58,27.59,0,0,0,0,0

54,13:15-13:30,53.45,0,0,0,0,0,0,0,24.52,0,0,0,0,66.35,29.92,96.91,8.34,0,0,0,33.84,47.72,1.93,0,10.58,11.7,56.69,6.3,19.32,13.12,26.49,16.84,0,1.07,49.06,0,0,24.53,0,0,0,0,0,0,0,0,0,0,0,3.96,66.19,0,65.41,51.66,0,0,0,0,0,37.05,0,1.07,69.48,4.83,0,5.54,79.88,222.49,0,2.12,35.58,27.59,0,0,0,0,0

55,13:30-13:45,80.17,0,0,0,0,0,0,0,24.52,0,0,0,0,66.35,29.92,96.91,8.34,0,0,0,33.84,47.72,35.74,0,10.58,11.7,56.69,12.6,19.32,13.12,26.48,16.84,0,1.07,37.33,0,0,24.53,0,0,0,0,0,0,0,0,0,0,0,3.96,66.19,0,65.41,51.66,0,0,0,0,0,37.05,0,1.07,69.48,4.83,0,4.34,79.88,240.39,0,3.18,35.58,27.59,0,0,0,0,0

