Column1,Time,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/24112044/L_NR_2020_07,WR/01102023/29112042/RUMS(L_NR_2019_06),GNARE/SR/2025/01/13/4532,WR/01102023/29112042/L_NR_2019_05,WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2020_06,WR/01102023/01102023/L_NR_2022_09,GNARE/NR/2024/12/20/3668,WR/01102023/31032046/L_NR_2020_05,WR/01102023/30052048/L_NR_2022_10,NR/01102023/08032047/L_NR_2021_14,NR/26072023/31072042/L_NR_2023_07,NR/22102023/11042047/L_NR_2021_16,NR/26072023/25122043/L_NR_2023_10,NR/22102023/11042047/L_NR_2021_17,NR/01102023/13082046/L_NR_2021_12,NR/01102023/25072045/L_NR_2021_15,L_NR_2019_19,NR/01102023/02122045/L_NR_2021_13,GNA/NR/2025/07/01/1044,NR/01102023/06022042/L_NR_2012_07,GNA/NR/2025/08/01/2414,GNA/NR/2025/08/01/6209,GNA/NR/2025/08/01/1196,NR/01102023/22052037/LT-59,GNA/NR/2025/08/01/6452,NR/30092023/26122029/SH-06,GNA/NR/2025/07/01/8128,GNA/NR/2025/08/01/6475,NR/01102023/05012040/L_NR_2020_02,GNA/NR/2025/08/01/3698,NR/01102023/19072037/LT-05,NR/01102023/30042040/GNA_LT_35,GNA/NR/2025/08/01/4452,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2025/08/01/5784,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2025/08/01/5126,NR/01102023/06022042/L_NR_2012_02,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/31102037/L_NR_2019_11,GNA/NR/2025/08/01/6187,NR/01102023/31052040/LT-31,NR/30092023/31122025/SH-07,GNA/NR/2025/06/07/5932,NR/01102023/30042040/GNA_LT_36,GNA/NR/2025/07/01/2952,GNA/NR/2025/08/01/4125,NR/01102023/27052033/DIAPL(L_NR_2023_04)
8,01:45-02:00,0,14.17,0,8,0,13.33,14.17,36.05,0,42.49,36.06,0,0,0,0,0,0,0,0,0,3.24,86.93,40.96,33.73,19.28,10.5,20.48,26.94,6.79,20.8,8.41,8.03,115.65,0,15.28,0,81.92,100.41,20.48,130.4,271.07,10.76,15.94,0,26.94,-0,0,4.01,8.03,0

9,02:00-02:15,0,14.33,0,8,0,13.33,14.33,35.73,0,43.01,35.74,0,0,0,0,0,0,0,0,0,3.24,86.93,40.96,81.92,19.28,10.5,20.48,26.94,6.79,20.8,7.48,8.03,115.65,0,15.28,0,81.92,100.41,20.48,130.4,271.07,10.76,15.94,0,26.94,-0,0,4.69,8.03,0

10,02:15-02:30,0,14.67,0,8,0,13,14.67,38.29,0,43.99,38.28,0,0,0,0,0,0,0,0,0,3.24,86.93,40.96,81.92,19.28,10.5,20.48,26.94,6.79,20.8,7.48,8.03,115.65,0,15.28,0,81.92,100.41,20.48,130.4,271.07,10.76,15.94,0,26.94,-0,0,4.66,8.03,0

11,02:30-02:45,0,14.17,0,7.4,0,12.33,14.17,39.06,0,42.49,39.07,0,0,0,0,0,0,0,0,0,3.24,86.93,40.96,81.92,19.28,10.5,20.48,26.94,6.79,20.8,7.48,8.03,70.29,0,15.28,0,81.92,100.41,20.48,130.4,271.07,10.76,15.94,0,26.94,-0,0,4.41,8.03,0

12,02:45-03:00,0,13.5,0,7.4,0,12,13.5,39.76,0,40.5,39.75,0,0,0,0,0,0,0,0,0,3.24,86.93,40.96,81.92,19.28,10.5,20.48,26.94,6.79,20.8,7.48,8.03,70.29,0,15.28,0,81.92,100.41,20.48,130.4,271.07,10.76,15.94,0,26.94,-0,0,4.41,8.03,0

13,03:00-03:15,0,11.67,0,7.4,0,11.67,11.67,33.33,0,34.99,33.34,0,0,0,0,0,0,0,0,0,3.24,67.01,40.96,81.92,19.28,10.5,20.48,26.94,6.79,20.8,7.48,8.03,70.29,0,15.28,0,81.92,100.41,20.48,102.61,271.07,10.76,15.94,0,26.94,-0,0,4.01,8.03,0

14,03:15-03:30,0,12.17,0,7.4,0,11.67,12.17,34,0,36.49,34,0,0,0,0,0,0,0,0,0,3.24,67.01,40.96,81.92,19.28,10.5,20.48,26.94,6.79,20.8,7.48,8.03,70.29,0,15.28,0,81.92,100.41,20.48,102.61,271.07,10.76,15.94,0,26.94,-0,0,4.01,8.03,0

15,03:30-03:45,0,12.5,0,7.4,0,11.67,12.5,35,0,37.5,35,0,0,0,0,0,0,0,0,0,3.24,67.01,40.96,81.92,19.28,10.5,20.48,26.94,6.79,20.8,9.35,8.03,70.29,0,15.28,0,81.92,100.41,20.48,102.61,271.07,10.76,15.94,0,26.94,-0,0,4.01,8.03,0

16,03:45-04:00,0,13,0,7.4,0,11.67,13,35.67,0,39,35.66,0,0,0,0,0,0,0,0,0,3.24,67.01,40.96,81.92,19.28,10.5,20.48,26.94,6.79,20.8,9.35,8.03,70.29,0,15.28,0,81.92,100.41,20.48,102.61,271.07,10.76,15.94,0,26.94,-0,0,4.01,8.03,0

17,04:00-04:15,0,13.33,0,6.6,0,12,13.33,36.67,0,40.01,36.66,0,0,0,0,0,0,0,0,0,3.24,67.01,40.96,81.92,19.28,10.5,20.48,26.94,6.79,20.8,9.35,8.03,70.29,0,15.28,0,81.92,100.41,20.48,102.61,271.07,10.76,15.94,0,26.94,-0,0,4.01,8.03,0

18,04:15-04:30,0,14,0,6.6,0,12.67,14,37.67,0,42,37.66,0,0,0,0,0,0,0,0,0,3.24,67.01,40.96,81.92,19.28,10.5,20.48,26.94,6.79,20.8,9.35,8.03,70.29,0,15.28,0,81.92,100.41,20.48,102.61,271.07,10.76,15.94,0,26.94,-0,0,4.01,8.03,0

19,04:30-04:45,0,14.83,0,6.6,0,13,14.83,38.68,0,44.51,38.67,0,0,0,0,0,0,0,0,0,3.24,67.01,40.96,81.92,19.28,10.5,20.48,26.94,6.79,20.8,9.35,8.03,70.29,0,15.28,0,81.92,100.41,20.48,102.61,271.07,10.76,15.94,0,26.94,-0,0,4.01,8.03,0

20,04:45-05:00,0,15.33,0,6.6,0,13.67,15.33,38.75,0,46.01,38.74,0,0,0,0,0,0,0,0,0,3.24,67.01,40.96,81.92,19.28,10.5,20.48,26.94,6.79,20.8,9.35,8.03,70.29,0,15.28,0,81.92,100.41,20.48,102.61,271.07,10.76,15.94,0,26.94,-0,0,4.01,8.03,0

21,05:00-05:15,0,14.67,0,6.6,0,13.67,14.67,37.37,0,43.99,37.37,0,0,0,0,0,0,0,0,0,3.24,67.01,40.96,81.92,19.28,5.44,20.48,26.94,6.79,20.8,8.88,8.03,70.29,0,15.28,0,81.92,100.41,20.48,102.61,271.07,10.76,15.94,0,26.94,-0,0,4.01,8.03,0

22,05:15-05:30,0,14,0,6.6,0,13.33,14,36.12,0,42,36.12,0,0,0,0,0,0,0,0,0,3.24,67.01,40.96,81.92,19.28,5.44,20.48,26.94,6.79,20.8,8.88,8.03,70.29,0,15.28,0,81.92,100.41,20.48,102.61,271.07,10.76,15.94,0,26.94,-0,0,4.01,8.03,0

23,05:30-05:45,0,13.33,0,6.6,0,13,13.33,34.91,0,40.01,34.9,0,0,0,0,0,0,0,0,0,3.24,67.01,40.96,81.92,19.28,5.44,20.48,26.94,6.79,20.8,8.88,8.03,70.29,0,15.28,0,81.92,100.41,20.48,102.61,271.07,10.76,15.94,0,26.94,-0,0,4.01,8.03,0

24,05:45-06:00,0,12.83,0,6.6,0,12.67,12.83,33.69,0.28,38.51,33.7,0,0,0,0,0,0.11,0,0.06,0.02,3.21,67.01,40.96,81.92,19.28,5.44,20.48,26.94,6.79,20.8,8.88,8.03,70.29,0,15.28,0,81.92,100.41,20.48,102.61,271.07,10.76,15.94,0,26.94,-0,0,4.01,8.03,0

25,06:00-06:15,0,13,1.4,6.6,3.2,12.33,13,29.66,2.11,39,29.65,1,0,1,1,0,0.98,1,1.48,0.2,3.21,86.93,40.96,81.92,19.28,5.44,20.48,26.94,6.77,20.8,8.6,8.03,115.65,0,15.28,0,81.92,100.41,20.48,130.4,271.07,10.76,15.94,0,26.94,-0,0,4.01,8.03,27.25

26,06:15-06:30,0,13,2.5,6.6,5.5,12,13,30.17,3.45,39,30.17,2,0,2,2,1,1.86,2,4.26,0.37,3.21,67.01,40.96,81.92,19.28,5.44,20.48,26.94,6.77,20.8,8.6,8.03,70.29,0,15.28,0,81.92,100.41,20.48,102.61,271.07,10.76,15.94,0,26.94,-0,0,4.01,8.03,27.25

27,06:30-06:45,3,12.83,9.4,6.6,9.2,11.67,12.83,30.57,4.2,38.51,30.58,4,0,5,4,3,2.72,3,8.04,0.55,3.21,67.01,40.96,81.92,19.28,5.44,20.48,26.94,6.77,20.8,8.6,8.03,70.29,1.53,15.28,0,81.92,100.41,20.48,102.61,271.07,10.76,15.94,1.53,26.94,-0,1.18,4.01,8.03,26.24

28,06:45-07:00,5,12.83,14.2,6.6,14.4,11.33,12.83,30.54,6.87,38.51,30.55,7,0,9,6,4,18.72,4,12.75,3.75,3.21,67.01,40.96,81.92,19.28,5.44,20.48,26.94,6.77,20.8,8.6,8.03,70.29,2,15.28,0,81.92,100.41,20.48,102.61,271.07,10.76,15.94,2,26.94,-0,1.55,4.01,8.03,26.24

29,07:00-07:15,8,14.17,19.9,6.6,20.9,12.33,14.17,32.72,10.2,42.49,32.71,11,0,10,9,5,28.55,5,18.18,5.71,3.21,49.07,40.96,81.92,19.28,10.5,20.48,26.94,6.2,20.8,8.12,8.03,70.29,2.99,15.28,0,81.92,96.78,20.48,72.61,271.07,10.76,15.94,2.99,26.94,-0,2.31,4.01,8.03,25.23

30,07:15-07:30,13,15.5,26.5,6.6,28.8,13.67,15.5,35.46,14.35,46.5,35.47,13,0,16,12,8,38.69,7,23.89,7.74,3.21,49.07,40.96,81.92,19.28,10.5,20.48,26.94,6.2,20.8,8.12,8.03,70.29,3.98,15.28,0,81.92,96.78,20.48,72.61,230.35,10.76,15.94,3.98,26.94,-0,3.08,1.93,8.03,25.23

31,07:30-07:45,20,16.83,33,6.6,33,12.43,16.83,38.4,19.25,50.51,38.4,23,0,22,19,11,50.01,12,30.03,10,3.21,38.55,40.96,81.92,19.28,10.5,20.48,26.94,6.52,20.8,8.12,8.03,70.29,4.96,15.28,0,81.92,77.1,20.48,72.61,189.87,10.76,15.94,4.96,26.94,-0,3.83,4.69,8.03,26.24

32,07:45-08:00,26,18.17,32.83,6.6,32.84,13.91,18.17,41.18,24.76,54.49,41.17,27,0,29,25,14,62.6,16,36.47,12.52,3.21,38.55,40.96,81.92,19.28,10.5,20.48,26.94,6.52,20.8,8.12,8.03,70.29,5.95,15.28,0,81.92,53.01,20.48,72.61,149.09,10.76,15.94,5.95,26.94,-0,4.6,4.54,8.03,26.24

33,08:00-08:15,31.9,18.17,31.9,6.8,31.9,14.92,18.17,42.14,30.72,54.49,42.14,33,0,35,31,18,76.78,20,43.12,15.36,3.21,38.55,40.96,81.92,19.28,10.5,20.48,26.94,6.52,20.8,7.94,8.03,70.29,7.11,15.28,0,81.92,53.01,20.48,72.61,149.09,10.76,15.94,7.11,26.94,-0,5.5,3.59,8.03,26.24

34,08:15-08:30,33,17.5,33,7,33,15.7,17.5,43.26,37.05,52.5,43.27,37,0,42,37,21,92.03,23,49.84,18.41,3.21,38.55,40.96,81.92,19.28,10.5,20.48,26.94,6.52,20.8,7.94,8.03,70.29,8.28,15.28,0,81.92,53.01,20.48,72.61,149.09,10.76,15.94,8.28,26.94,-0,6.39,3.59,8.03,26.24

35,08:30-08:45,33,17.67,33,7,33,16.44,17.67,44.17,43.42,52.99,44.18,43,0,49,43,24,108.4,26,37.03,21.68,3.21,38.55,40.96,81.92,19.28,10.5,20.48,26.94,6.52,20.8,7.94,8.03,70.29,9.44,15.28,0,81.92,53.01,20.48,72.61,149.09,10.76,15.94,9.44,26.94,-0,7.29,1.93,8.03,26.24

36,08:45-09:00,33,18.17,33,7,33,17.15,18.17,45.07,49.56,54.49,45.06,50,0,55,49,28,124.61,29,34.11,24.92,3.21,38.55,40.96,81.92,19.28,10.5,20.48,26.94,6.52,20.8,7.94,8.03,70.29,10.6,15.28,0,81.92,53.01,20.48,72.61,149.09,10.76,15.94,10.6,26.94,-0,8.19,1.93,8.03,26.24

37,09:00-09:15,33,14.42,33,7,33,13.12,14.42,45.33,55.39,43.25,45.34,59,0,60,54,30,144.28,31,34.11,28.86,3.21,38.55,40.96,81.92,19.28,10.5,20.48,26.95,6.52,20.8,7.94,8.03,70.29,11.33,15.28,0,81.92,53.01,20.48,54.35,149.09,10.76,15.94,11.33,26.95,-91.92,8.76,1.93,8.03,25.23

38,09:15-09:30,33,15.14,33,7,33,13.76,15.14,45.67,61.08,45.44,45.66,67,0,67,60,33,160.18,34,34.11,32.04,3.21,38.55,40.96,81.92,19.28,10.5,20.48,26.95,6.52,20.8,7.94,8.03,70.29,11.96,15.28,0,81.92,53.01,20.48,54.35,149.09,10.76,15.94,11.96,26.95,-183.84,9.24,1.93,8.03,25.23

39,09:30-09:45,33,15.83,33,7,33,10.9,15.83,38.33,68.46,47.49,38.34,72,0,72,64,36,179.87,36,34.11,35.97,3.21,38.55,40.96,81.92,19.28,10.5,20.48,26.95,6.52,20.8,7.94,8.03,70.29,12.58,15.28,0,81.92,53.01,20.48,54.35,149.09,10.76,15.94,12.58,26.95,-183.84,9.71,1.93,8.03,25.23

40,09:45-10:00,33,16.75,33,7.4,33,11.66,16.75,39.33,73.65,50.27,39.34,77,0,77,69,38,194.92,38,34.11,38.98,3.21,38.55,40.96,81.92,19.28,10.5,20.48,26.95,6.52,20.8,7.94,8.03,70.29,13.19,15.28,0,81.92,53.01,20.48,54.35,149.09,10.76,15.94,13.19,26.95,-183.84,10.19,1.93,8.03,25.23

41,10:00-10:15,33,14.72,33,7.4,33,12.5,14.72,41.67,78.49,44.18,41.66,80,0,82,73,41,204.96,40,34.11,40.99,3.21,38.55,40.96,81.92,19.28,10.5,20.48,26.95,6.52,20.8,7.94,8.03,70.29,13.8,15.28,0,81.92,53.01,20.48,54.35,149.09,10.76,15.94,13.8,26.95,-183.84,10.66,1.93,8.03,23.72

42,10:15-10:30,33,16.1,33,7.4,33,13.42,16.1,43.33,83.05,48.31,43.34,85,0,87,78,43,214.52,41,34.11,42.9,3.21,38.55,40.96,81.92,19.28,10.5,20.48,26.95,6.52,20.8,7.94,8.03,70.29,14.4,15.28,0,81.92,53.01,20.48,54.35,149.09,10.76,15.94,14.4,26.95,-183.84,11.13,1.93,8.03,23.72

43,10:30-10:45,33,17.35,33,6,33,14.43,17.35,45,87.13,52.03,45,92,0,92,82,46,229.51,42,63.35,45.9,3.21,38.55,40.96,81.92,19.28,10.5,20.48,26.95,6.52,20.8,7.94,8.03,70.29,15.01,15.28,0,81.92,53.01,20.48,54.35,149.09,10.76,15.94,15.01,26.95,-183.84,11.6,1.93,8.03,23.72

44,10:45-11:00,33,17.78,33,6,33,15.5,17.78,48.33,90.67,53.31,48.34,93,0,95,85,48,235.02,43,63.35,47.01,3.21,38.55,40.96,81.92,19.28,10.5,20.48,26.95,6.52,20.8,7.94,8.03,70.29,15.63,15.28,0,81.92,53.01,20.48,54.35,149.09,10.76,15.94,15.63,26.95,-183.84,12.08,1.93,8.03,23.72

45,11:00-11:15,33,18.02,33,6,33,16.23,18.02,50,98.33,54.08,50,95,0,95,85,48,241.67,43,63.35,48.33,3.21,38.55,40.96,81.92,19.28,10.5,20.48,26.95,6.52,20.8,6.54,8.03,70.29,15.83,15.28,0,81.92,53.01,20.48,54.35,149.09,10.76,15.94,15.83,26.95,-183.84,12.22,1.93,8.03,23.72

46,11:15-11:30,33,18.75,33,6,33,16.75,18.75,53.33,98.33,56.25,53.34,97,0,95,85,48,241.67,43,63.35,48.33,3.21,38.55,40.96,81.92,19.28,10.5,20.48,26.95,6.52,20.8,6.54,8.03,70.29,16.04,15.28,0,81.92,53.01,20.48,54.35,149.09,10.76,15.94,16.04,26.95,-183.84,12.39,1.93,8.03,23.72

47,11:30-11:45,33,19.56,33,6,33,21.45,19.56,54,98.33,58.67,54,97,0,97,85,48,241.67,43,58.48,48.33,3.21,38.55,40.96,81.92,19.28,10.5,20.48,26.95,6.52,20.8,6.54,8.03,70.29,16.27,15.28,0,81.92,53.01,20.48,54.35,149.09,10.76,15.94,16.27,26.95,-183.84,12.57,1.93,8.03,23.72

48,11:45-12:00,33,20.47,33,6,33,21.86,20.47,54.67,98.33,61.43,54.66,97,0,97,85,48,241.67,43,58.48,48.33,3.21,38.55,40.96,81.92,19.28,10.5,20.48,26.95,6.52,20.8,6.54,8.03,70.29,16.53,15.28,0,81.92,53.01,20.48,54.35,189.87,10.76,15.94,16.53,26.95,-183.84,12.77,1.93,8.03,23.72

49,12:00-12:15,33,21.28,33,6,33,22.17,21.28,55,98.33,63.83,55,100,0,97,87,48,241.67,44,58.48,48.33,3.21,38.55,40.96,81.92,19.28,10.5,20.48,26.96,6.52,20.8,8.41,8.03,70.29,16.71,15.28,0,81.92,53.01,20.48,54.35,230.35,10.76,15.94,16.71,26.96,-183.84,12.9,1.93,8.03,23.21

50,12:15-12:30,33,22.03,33,6,33,22.85,22.03,55.93,98.33,66.08,55.94,100,0,97,87,48,241.67,44,63.35,48.33,3.21,38.55,40.96,81.92,19.28,10.5,20.48,26.96,6.52,20.8,8.41,8.03,70.29,16.86,15.28,0,81.92,53.01,20.48,54.35,271.07,10.76,15.94,16.86,26.96,-183.84,13.03,1.93,8.03,23.21

51,12:30-12:45,33,23.12,33,6,33,23.65,23.12,56.35,98.33,69.33,56.36,100,0,97,87,48,241.67,44,63.35,48.33,3.21,38.55,40.96,81.92,19.28,10.5,20.48,26.96,6.52,20.8,8.41,8.03,70.29,16.86,15.28,0,81.92,53.01,20.48,54.35,271.07,10.76,15.94,16.86,26.96,-183.84,13.03,1.93,8.03,22.71

52,12:45-13:00,33,23.74,33,6,33,24.58,23.74,56.25,98.33,71.23,56.26,100,0,97,87,48,241.67,44,74.72,48.33,3.21,38.55,40.96,81.92,19.28,10.5,20.48,26.96,6.52,20.8,8.41,8.03,70.29,16.86,15.28,0,81.92,53.01,20.48,54.35,271.07,10.76,15.94,16.86,26.96,-183.84,13.03,1.93,8.03,22.71

53,13:00-13:15,33,23.38,33,7.2,33,25.04,23.38,61.67,98.33,70.15,61.66,100,0,97,87,48,234.42,44,74.31,46.88,3.21,38.55,40.96,81.92,19.28,10.5,20.48,26.96,6.52,20.8,8.88,8.03,70.29,16.86,15.28,0,81.92,53.01,20.48,54.35,231.31,10.76,15.94,16.86,26.96,-183.84,13.03,1.93,8.03,22.71

54,13:15-13:30,33,23.04,33,7.4,33,25.3,23.04,61.67,98.33,69.13,61.66,100,0,97,85,48,234.42,44,73.27,46.88,3.21,38.55,40.96,81.92,19.28,10.5,20.48,26.96,6.52,20.8,8.88,8.03,70.29,16.86,15.28,0,81.92,53.01,20.48,54.35,192.76,10.76,15.94,16.86,26.96,-183.84,13.03,1.93,8.03,22.71

55,13:30-13:45,33,27.73,33,8,33,28.03,27.73,61.83,98.33,83.16,61.82,100,0,97,87,48,234.42,44,69.44,46.88,3.21,38.55,40.96,81.92,19.28,10.5,20.48,26.96,6.52,20.8,8.88,8.03,70.29,16.86,15.28,0,81.92,53.01,20.48,54.35,154.21,10.76,15.94,16.86,26.96,-183.84,13.03,1.93,8.03,22.71

56,13:45-14:00,33,28.54,33,9,33,28.19,28.54,61.64,96.67,85.6,61.64,97,0,95,87,47,234.42,44,65.25,46.88,3.21,38.55,40.96,81.92,19.28,10.5,20.48,26.96,6.52,20.8,8.88,8.03,70.29,16.86,15.28,0,81.92,53.01,20.48,54.35,173.48,10.76,15.94,16.86,26.96,-183.84,13.03,1.93,8.03,22.71

57,14:00-14:15,33,27.02,33,9.6,33,28,27.02,61.33,95,81.07,61.34,93,0,93,84,47,234.42,44,60.97,46.88,3.21,38.55,40.96,81.92,19.28,10.5,20.48,26.96,6.52,20.8,9.35,8.03,70.29,16.86,15.28,0,81.92,53.01,20.48,54.35,173.48,10.76,15.94,16.86,26.96,-183.84,13.03,4.53,8.03,21.7

58,14:15-14:30,33,26.93,33,10,33,27.68,26.93,61.33,91.67,80.81,61.34,91,0,88,79,44,234.42,44,56.64,46.88,3.21,38.55,40.96,81.92,19.28,10.5,20.48,26.96,6.52,20.8,9.35,8.03,70.29,16.86,15.28,0,81.92,53.01,20.48,54.35,173.48,10.76,15.94,16.86,26.96,-183.84,13.03,4.53,8.03,21.7

59,14:30-14:45,33,26.86,33,8.4,33,27.3,26.86,61.33,87.23,80.57,61.34,89,0,85,76,42,228.24,44,53.72,45.65,3.21,38.55,40.96,81.92,19.28,10.5,20.48,26.96,6.52,20.8,10.27,8.03,70.29,16.86,15.28,0,81.92,53.01,20.48,54.34,173.48,10.76,15.94,16.86,26.96,-183.84,13.03,4.53,8.03,22.2

60,14:45-15:00,33,26.75,33,8.6,33,26.91,26.75,61.33,84.14,80.25,61.34,86,0,80,72,40,220.47,44,61.72,44.1,3.21,38.55,40.96,81.92,19.28,10.5,20.48,26.96,6.52,20.8,10.27,8.03,70.29,16.86,15.28,0,81.92,53.01,20.48,54.34,173.48,10.76,15.94,16.86,26.96,-183.84,13.03,4.53,8.03,23.21

61,15:00-15:15,33,26.08,33,9,33,26.65,26.08,61.33,80.72,78.23,61.34,82,0,79,69,39,211.57,42,62.4,42.31,3.21,38.55,40.96,81.92,19.28,10.5,20.48,26.96,6.52,20.8,10.75,8.03,70.29,16.86,15.28,0,81.92,53.01,20.48,54.34,173.48,10.76,15.94,16.86,26.96,-183.84,13.03,1.93,8.03,24.22

62,15:15-15:30,33,25.35,33,9.8,33,26.43,25.35,61.33,76.88,76.04,61.34,78,0,75,66,37,201.52,39,58.47,40.31,3.21,38.55,40.96,81.92,19.28,10.5,20.48,26.96,6.52,20.8,10.75,8.03,70.29,16.21,15.28,0,81.92,53.01,20.48,54.34,173.48,10.76,15.94,16.21,26.96,-183.84,12.53,1.93,8.03,24.22

63,15:30-15:45,33,24.51,33,10,33,26.24,24.51,55.79,76.1,73.55,55.79,72,0,68,61,34,195.57,36,52.56,39.11,3.21,38.55,40.96,81.92,19.28,10.5,20.48,26.96,6.52,20.8,10.75,8.03,70.29,15.17,15.28,0,81.92,53.01,20.48,54.34,173.48,10.76,15.94,15.17,26.96,-183.84,11.73,1.93,8.03,25.23

64,15:45-16:00,33,23.62,33,10.6,33,26.06,23.62,55.13,71,70.83,55.14,68,0,65,58,32,182.32,34,21.44,36.46,3.21,38.55,40.96,81.92,19.28,10.5,20.48,26.96,6.52,20.8,10.75,8.03,70.29,14.13,15.28,0,81.92,53.01,20.48,54.34,173.48,10.76,15.94,14.13,26.96,-183.84,10.92,1.93,8.03,26.23

65,16:00-16:15,24,22.08,33,8,33,26.96,22.08,50,65.65,66.22,50,63,0,63,55,32,173.1,31,20.47,34.62,3.21,38.55,40.96,81.92,19.28,10.5,20.48,26.96,6.52,20.8,11.21,8.03,70.29,12.89,15.28,0,81.92,53.01,20.48,54.34,173.48,10.76,15.94,12.89,26.96,-183.84,9.96,1.93,8.03,26.23

