Block,Time,RIHAND2,RSTPSU1TO6,SASAN,TANDA2,AURY_RF,DADRI_RF,CHAMERA2,KKNP,KOLDAM,NAPP,RIHAND1,URI2,AURY_CRF,DADRI_LF,CHAMERA1,DADRT2,DULHASTI,NNTPP,RAPPB,SIMHST1,TANAKPUR,UNCHAHAR4,BSIUL,KISHANGANGA,NLCIIST1,NLCTS2EXP,PARBATI3,RIHAND3,SEWA2,SIMHST2,SINGRAULI_HYDRO,TelanganaSTPP,URI,ANTA_RF,JHAJJAR,KGSU1AND2,KGSU3AND4,KHSTPP-I,NLCIIST2,PARBATI2,TALST2,UNCHAHAR2,DHAULIGNGA,FSTPP I & II,KUDGI,RAMPUR,RAPPC,RSTPSU7,SALAL,SINGRAULI,TEHRI,UNCHAHAR3,AURY_GF,KKNPPU2,NLCEXP,NTPL,TALA,UNCHAHAR1,ANTA_GF,ANTA_LF,AURY_LF,BRBCL,CHAMERA3,KHSTPP-II,KOTESHWR,MAPS,NJPC,VALLURNTECL,ANTA_CRF,DADRI_CRF,DADRI_GF
19,04:30-04:45,124.53,0,418.77,5.65,85.35,92.11,32.49,0,0,52.12,97.18,37.71,0,0,12.64,688.87,39.62,0,0,0,0,2.28,19.56,8.56,0,0,0,130.75,6.21,0,0.98,0,48.57,53.44,478.51,0,0,45.53,0,9,0,44.97,0,20.8,0,2.18,69.26,0,25.57,150.25,24.51,27.67,0,0,0,0,0,21.63,0,0,0,20,0,148.3,10.41,0,55.26,0,0,0,0

20,04:45-05:00,124.53,0,418.77,5.65,85.35,92.11,32.49,0,0,52.12,97.18,37.71,0,0,0,688.87,39.62,0,0,0,0,2.28,19.56,8.56,0,0,0,130.75,6.21,0,0.98,0,48.57,53.44,478.51,0,0,45.53,0,9,0,44.97,0,20.8,0,2.18,69.26,0,25.57,150.25,25.15,27.67,0,0,0,0,0,21.63,0,0,0,20,0,148.3,10.41,0,55.26,0,0,0,0

21,05:00-05:15,124.53,0,418.77,5.65,85.35,92.11,16.25,0,0,52.12,97.18,37.71,0,0,0,688.87,39.62,0,0,0,0,2.28,19.56,8.56,0,0,0,130.75,0,0,0.98,0,48.57,53.18,478.51,0,0,45.53,0,9,0,44.97,10.93,20.8,0,2.18,69.26,0,25.57,150.25,25.15,27.67,0,0,0,0,0,21.63,0,0,0,20,0,148.3,10.41,0,55.26,0,0,0,0

22,05:15-05:30,124.53,0,418.77,5.65,85.35,92.11,16.11,0,0,52.12,97.18,37.71,0,0,0,688.87,39.62,0,0,0,0,2.28,19.56,8.56,0,0,0,130.75,0,0,0.98,0,48.57,53.44,478.51,0,0,45.53,0,9,0,44.97,10.93,20.8,0,2.18,69.26,0,29.04,150.25,25.15,27.67,0,0,0,0,0,21.63,0,0,0,20,0,148.3,10.41,0,55.26,0,0,0,0

23,05:30-05:45,124.53,0,418.77,5.65,85.35,92.11,16.11,0,0,52.12,97.18,37.71,0,0,0,688.87,39.62,0,0,0,0,2.28,19.56,8.56,0,0,0,130.75,0,0,0.98,0,48.57,53.44,478.51,0,0,45.53,0,9,0,44.97,10.93,20.8,0,2.18,69.26,0,79.38,150.25,25.15,27.67,0,0,0,0,0,21.63,0,0,0,20,0,148.3,10.41,0,55.26,0,0,0,0

24,05:45-06:00,124.53,0,418.77,5.65,85.35,92.11,16.11,0,0,52.12,97.18,37.71,0,0,0,688.87,39.62,0,0,0,0,2.28,19.56,8.56,0,0,0,130.75,0,0,0.98,0,48.57,53.44,478.51,0,0,45.53,0,9,0,44.97,10.93,20.8,0,2.18,69.26,0,79.38,150.25,25.15,27.67,0,0,0,0,0,21.63,0,0,0,20,0,148.3,10.41,0,55.26,0,0,0,0

25,06:00-06:15,124.53,0,418.77,5.65,85.35,92.11,32.49,0,0,52.12,97.18,37.71,0,0,0,684.5,39.62,0,0,0,0,2.28,19.56,8.56,0,0,0,130.75,0,0,0.98,0,51.34,53.44,478.51,0,0,45.53,0,9,0,44.97,10.93,20.8,0,2.18,69.26,0,79.38,150.25,25.15,27.67,0,0,0,0,0,21.63,0,0,0,20,0,148.3,10.41,0,55.26,0,0,0,0

26,06:15-06:30,124.53,0,418.77,5.65,85.35,92.11,32.49,0,0,52.12,97.18,37.71,0,0,0,684.5,39.62,0,0,0,0,2.28,19.56,8.56,0,0,0,130.75,0,0,0.98,0,51.34,53.44,478.51,0,0,45.53,0,9,0,44.97,10.93,20.8,0,2.18,69.26,0,79.38,150.25,25.15,27.67,0,0,0,0,0,21.63,0,0,0,20,0,148.3,10.41,0,55.26,0,0,0,0

27,06:30-06:45,124.53,0,418.77,5.65,85.35,92.11,32.49,0,0,52.12,97.18,37.71,0,0,0,684.65,39.62,0,0,0,0,2.28,19.56,8.56,0,0,0,130.75,0,0,0.98,0,51.34,53.18,478.51,0,0,45.53,0,9,0,44.97,10.93,20.8,0,2.18,69.26,0,26.73,150.25,25.15,27.67,0,0,0,0,0,21.63,0,0,0,20,0,148.3,10.41,0,55.26,0,0,0,0

28,06:45-07:00,124.53,0,418.77,5.65,85.35,92.11,32.49,0,0,52.12,97.18,37.71,0,0,0,688.87,39.62,0,0,0,0,2.28,19.56,8.56,0,0,0,130.75,0,0,0.98,0,51.34,53.18,478.51,0,0,45.53,0,9,0,44.97,10.93,20.8,0,2.18,69.26,0,26.73,150.25,25.15,27.67,0,0,0,0,0,21.63,0,0,0,20,0,148.3,10.41,0,55.26,0,0,0,0

29,07:00-07:15,124.53,0,418.77,5.65,85.35,92.11,32.49,0,0,52.12,97.18,37.71,0,0,0,688.87,39.62,0,0,0,0,2.28,19.56,8.56,0,0,0,130.75,0,0,0.98,0,48.57,53.18,670.51,0,0,45.53,0,9,0,44.97,10.93,20.8,0,2.18,69.26,0,26.73,150.25,25.15,27.67,0,0,0,0,0,21.63,0,0,0,20,0,148.3,10.41,0,55.26,0,0,0,0

30,07:15-07:30,124.53,0,418.77,5.65,85.35,92.11,32.49,0,0,25.73,97.18,37.71,0,0,0,688.87,39.62,0,0,0,0,3.18,19.56,8.56,0,0,0,130.75,0,0,0.98,0,48.57,53.18,670.51,0,0,45.53,0,9,0,44.97,10.93,20.8,0,2.18,69.26,0,26.73,150.25,25.15,27.67,0,0,0,0,0,21.63,0,0,0,20,0,148.3,10.41,0,55.26,0,0,0,0

31,07:30-07:45,124.53,0,418.77,5.65,85.35,92.11,32.49,0,0,25.73,97.18,37.71,0,0,0,688.87,39.62,0,0,0,0,3.18,19.56,8.56,0,0,16.86,130.75,0,0,0.98,0,48.57,53.18,670.51,0,0,45.53,0,11.24,0,44.97,10.93,20.8,0,2.18,69.26,0,26.73,150.25,25.15,27.67,0,0,0,0,0,21.63,0,0,0,20,0,148.3,10.41,0,55.26,0,0,0,0

32,07:45-08:00,124.53,0,418.77,5.65,85.35,92.11,32.49,0,0,25.73,97.18,37.71,0,0,0,688.87,39.62,0,0,0,0,3.18,19.56,8.56,0,0,16.86,130.75,0,0,0.98,0,48.57,53.18,670.51,0,0,45.53,0,11.24,0,44.97,10.93,20.8,0,2.18,69.26,0,26.73,150.25,12.1,27.67,0,0,0,0,0,21.63,0,0,0,20,0,148.3,10.41,0,55.26,0,0,0,0

33,08:00-08:15,124.53,0,418.77,5.65,85.35,92.11,32.49,0,0,25.73,97.18,37.71,0,0,0,688.87,39.62,0,0,0,0,3.18,13.04,8.56,0,0,16.86,130.75,0,0,0.98,0,48.57,52.92,670.51,0,0,45.53,0,11.24,0,44.97,10.93,20.8,0,2.18,69.26,0,26.73,150.25,0,27.67,0,0,0,0,0,21.63,0,0,0,20,0,148.3,10.41,0,55.26,0,0,0,0

34,08:15-08:30,124.53,0,418.77,5.65,85.35,92.11,32.49,0,0,25.73,97.18,37.71,0,0,0,688.87,39.62,0,0,0,0,3.18,13.04,8.56,0,0,16.86,130.75,0,0,0.98,0,51.34,52.92,575.51,0,0,45.53,0,11.24,0,44.97,10.93,20.8,0,2.18,69.26,0,26.73,150.25,0,27.67,0,0,0,0,0,21.63,0,0,0,20,0,148.3,10.41,0,55.26,0,0,0,0

35,08:30-08:45,124.53,0,418.77,5.65,85.35,92.11,32.49,0,0,25.73,97.18,37.71,0,0,0,688.87,39.62,0,0,0,0,3.18,13.04,8.56,0,0,16.86,130.75,0,0,0.98,0,51.34,52.92,575.51,0,0,45.53,0,11.24,0,44.97,10.93,20.8,0,2.18,69.26,0,26.73,150.25,0,27.67,0,0,0,0,0,21.63,0,0,0,20,0,148.3,10.41,0,55.26,0,0,0,0

36,08:45-09:00,124.53,0,418.77,5.65,85.35,92.11,32.49,0,0,25.73,97.18,37.71,0,0,0,688.87,39.62,0,0,0,0,3.18,13.04,8.56,0,0,16.86,130.75,0,0,0.98,0,51.34,52.92,575.51,0,0,45.53,0,11.24,0,44.97,10.93,20.8,0,2.18,69.26,0,26.73,150.25,0,27.67,0,0,0,0,0,21.63,0,0,0,20,0,148.3,10.41,0,55.26,0,0,0,0

37,09:00-09:15,124.53,0,418.77,5.65,85.35,92.11,32.49,0,0,25.73,97.18,39.63,0,0,0,688.87,39.62,0,0,0,0,3.18,13.04,8.56,0,0,16.86,130.75,0,0,0.98,0,51.34,52.66,550.51,0,0,45.53,0,11.24,0,44.97,0,20.8,0,2.18,69.26,0,26.73,150.25,0,27.67,0,0,0,0,0,21.63,0,0,0,20,0,148.3,10.41,0,55.26,0,0,0,0

38,09:15-09:30,124.53,0,418.77,5.65,85.35,92.11,32.49,0,0,25.73,97.18,39.63,0,0,0,688.87,39.62,0,0,0,0,3.18,13.04,8.56,0,0,16.86,130.75,0,0,0.98,0,48.57,52.66,480.51,0,0,45.53,0,11.24,0,44.97,0,20.8,0,2.18,69.26,0,26.73,150.25,0,27.67,0,0,0,0,0,21.63,0,0,0,20,0,148.3,10.41,0,55.26,0,0,0,0

39,09:30-09:45,124.53,0,418.77,5.65,85.35,92.11,16.25,0,0,25.73,46.48,39.63,0,0,0,688.87,39.62,0,0,0,0,3.18,13.04,8.56,0,0,16.86,130.75,0,0,0.98,0,48.57,52.66,480.51,0,0,45.53,0,11.24,0,44.97,0,20.8,0,2.18,69.26,0,26.73,150.25,0,27.67,0,0,0,0,0,21.63,0,0,0,20,0,148.3,10.41,0,55.26,0,0,0,0

40,09:45-10:00,124.53,0,418.77,5.65,85.35,92.11,16.25,0,0,25.73,46.48,39.63,0,0,0,688.87,39.62,0,0,0,0.51,3.18,13.04,8.56,0,0,16.86,130.75,0,0,0.98,0,48.57,52.66,480.51,0,0,45.53,0,11.24,0,44.97,0,20.8,0,2.18,69.26,0,26.73,150.25,0,27.67,0,0,0,0,0,21.63,0,0,0,20,0,148.3,10.41,0,55.26,0,0,0,0

41,10:00-10:15,124.53,0,418.77,5.65,85.35,92.11,16.25,0,0,25.73,46.48,37.71,0,0,0,688.87,39.62,0,0,0,6.27,3.18,6.52,8.56,0,0,16.86,130.75,0,0,0.98,0,48.57,52.14,480.51,0,0,45.53,0,11.24,0,44.97,0,20.8,0,2.18,69.26,0,26.73,150.25,0,27.67,0,0,0,0,0,21.63,0,0,0,20,0,148.3,10.41,0,55.26,0,0,0,0

42,10:15-10:30,124.53,0,418.77,5.65,85.35,92.11,16.25,0,0,25.73,46.48,37.71,0,0,0,688.87,39.62,0,0,0,6.27,3.18,6.52,8.56,0,0,16.86,130.75,0,0,0.98,0,48.57,52.14,450.51,0,0,45.53,0,11.24,0,44.97,0,20.8,0,2.18,69.26,0,26.73,150.25,0,27.67,0,0,0,0,0,21.63,0,0,0,20,0,148.3,10.41,0,55.26,0,0,0,0

43,10:30-10:45,124.53,0,418.77,5.65,85.35,92.11,16.25,0,0,25.73,46.48,37.71,0,0,0,688.87,39.62,0,0,0,6.27,3.18,6.52,8.56,0,0,16.86,130.75,0,0,0.98,0,48.57,52.14,450.51,0,0,45.53,0,11.24,0,44.97,0,20.8,0,2.18,69.26,0,26.73,150.25,0,27.67,0,0,0,0,0,21.63,0,0,0,20,0,148.3,10.41,0,55.26,0,0,0,0

44,10:45-11:00,124.53,0,418.77,5.65,85.35,92.11,16.25,0,0,25.73,46.48,37.71,0,0,0,688.87,39.62,0,0,0,6.27,3.18,6.52,8.56,0,0,16.86,130.75,0,0,0.98,0,48.57,52.14,430.51,0,0,45.53,0,11.24,0,44.97,0,20.8,0,2.18,69.26,0,26.73,150.25,0,27.67,0,0,0,0,0,21.63,0,0,0,20,0,148.3,10.41,0,55.26,0,0,0,0

45,11:00-11:15,124.53,0,418.77,5.65,85.35,92.11,16.25,0,0,25.73,46.48,37.71,0,0,0,688.87,39.62,0,0,0,6.27,3.18,6.52,8.56,0,0,16.86,130.75,0,0,0.98,0,48.57,51.61,430.51,0,0,45.53,0,11.24,0,44.97,0,20.8,0,1.01,69.26,0,26.73,150.25,0,27.67,0,0,0,0,0,21.63,0,0,0,20,0,148.3,10.41,0,25.73,0,0,0,0

46,11:15-11:30,124.53,0,418.77,5.65,85.35,92.11,16.25,0,0,25.73,46.48,37.71,0,0,0,688.87,39.62,0,0,0,6.27,3.18,6.52,8.56,0,0,16.86,130.75,0,0,0.98,0,48.57,51.61,430.51,0,0,45.53,0,11.24,0,44.97,0,20.8,0,1.01,69.26,0,26.73,150.25,0,27.67,0,0,0,0,0,21.63,0,0,0,20,0,148.3,10.41,0,25.73,0,0,0,0

47,11:30-11:45,124.53,0,418.77,5.65,85.35,92.11,0,0,0,25.73,46.48,37.71,0,0,0,688.87,39.62,0,0,0,0,3.18,6.52,8.56,0,0,16.86,130.75,0,0,0.98,0,48.57,51.61,430.51,0,0,45.53,0,11.24,0,44.97,0,20.8,0,1.01,69.26,0,26.73,150.25,0,27.67,0,0,0,0,0,21.63,0,0,0,20,0,148.3,10.41,0,25.73,0,0,0,0

48,11:45-12:00,124.53,0,418.77,5.65,85.35,92.11,0,0,0,25.73,46.48,37.71,0,0,0,688.87,39.62,0,0,0,0,3.18,6.52,8.56,0,0,16.86,130.75,0,0,0.98,0,48.57,51.61,430.51,0,0,45.53,0,11.24,0,44.97,0,20.8,0,1.01,69.26,0,26.73,150.25,0,27.67,0,0,0,0,0,21.63,0,0,0,20,0,148.3,10.41,0,25.73,0,0,0,0

49,12:00-12:15,124.53,0,418.77,5.65,85.35,92.11,0,0,0,25.73,46.48,37.71,0,0,0,688.87,39.62,0,0,0,0,3.18,6.52,8.56,0,0,16.86,130.75,0,0,0.98,0,48.57,51.61,430.51,0,0,45.53,0,11.24,0,44.97,0,20.8,0,1.01,69.26,0,26.73,150.25,0,27.67,0,0,0,0,0,21.63,0,0,0,20,0,148.3,10.41,0,25.73,0,0,0,0

50,12:15-12:30,124.53,0,418.77,5.65,85.35,92.11,0,0,0,25.73,46.48,37.71,0,0,0,688.87,39.62,0,0,0,0,3.18,6.52,8.56,0,0,4.29,130.75,0,0,0.98,0,48.57,51.09,430.51,0,0,45.53,0,11.24,0,44.97,0,20.8,0,1.01,69.26,0,26.73,150.25,0,27.67,0,0,0,0,0,21.63,0,0,0,20,0,148.3,10.41,0,25.73,0,0,0,0

51,12:30-12:45,124.53,0,418.77,5.65,85.35,92.11,0,0,0,25.73,46.48,37.71,0,0,0,688.87,39.62,0,0,0,0,3.18,6.52,8.56,0,0,4.29,130.75,0,0,0.98,0,48.57,51.09,430.51,0,0,45.53,0,11.24,0,44.97,0,20.8,0,1.01,69.26,0,40.09,150.25,0,27.67,0,0,0,0,0,21.63,0,0,0,20,0,148.3,10.41,0,25.73,0,0,0,0

52,12:45-13:00,124.53,0,418.77,5.65,85.35,92.11,0,0,0,25.73,46.48,37.71,0,0,0,688.87,39.62,0,0,0,0,3.18,6.52,8.56,0,0,4.29,130.75,0,0,0.98,0,48.57,51.09,430.51,0,0,45.53,0,11.24,0,44.97,0,20.8,0,1.01,69.26,0,40.09,150.25,0,27.67,0,0,0,0,0,21.63,0,0,0,20,0,148.3,10.41,0,25.73,0,0,0,0

53,13:00-13:15,124.53,0,418.77,5.65,85.35,92.11,0,0,0,25.73,46.48,37.71,0,0,0,688.87,39.62,0,0,0,1.79,3.18,6.52,8.56,0,0,4.29,130.75,0,0,0.98,0,48.57,51.09,430.51,0,0,45.53,0,11.24,0,44.97,0,20.8,0,1.01,69.26,0,40.09,150.25,0,27.67,0,0,0,0,0,21.63,0,0,0,20,0,148.3,10.41,0,25.73,0,0,0,0

54,13:15-13:30,124.53,0,418.77,5.65,85.35,92.11,0,0,0,25.73,46.48,37.71,0,0,0,688.87,39.62,0,0,0,1.79,3.18,13.04,8.56,0,0,4.29,130.75,0,0,0.98,0,48.57,51.09,430.51,0,0,45.53,0,11.24,0,44.97,0,20.8,0,1.01,69.26,0,40.09,150.25,0,27.67,0,0,0,0,0,21.63,0,0,0,20,0,148.3,10.41,0,25.73,0,0,0,0

55,13:30-13:45,124.53,0,418.77,5.65,85.35,92.11,0,0,0,25.73,46.48,37.71,0,0,0,688.87,39.62,0,0,0,1.79,3.18,13.04,8.56,0,0,4.29,130.75,0,0,0.98,0,48.57,51.09,430.51,0,0,45.53,0,11.24,0,44.97,0,20.8,0,1.01,69.26,0,40.09,150.25,0,27.67,0,0,0,0,0,21.63,0,0,0,20,0,148.3,10.41,0,25.73,0,0,0,0

56,13:45-14:00,124.53,0,418.77,5.65,85.35,92.11,0,0,0,25.73,46.48,37.71,0,0,0,688.87,39.62,0,0,0,1.79,3.18,13.04,8.56,0,0,4.29,130.75,0,0,0.98,0,48.57,51.09,430.51,0,0,45.53,0,11.24,0,44.97,0,20.8,0,1.99,69.26,0,40.09,150.25,0,27.67,0,0,0,0,0,21.63,0,0,0,20,0,148.3,10.41,0,50.34,0,0,0,0

57,14:00-14:15,124.53,0,418.77,5.65,85.35,92.11,0,0,0,25.73,46.48,37.71,0,0,0,688.87,39.62,0,0,0,1.79,3.18,13.04,8.56,0,0,4.29,130.75,0,0,0.98,0,48.57,51.09,430.51,0,0,45.53,0,11.24,0,44.97,0,20.8,0,1.99,69.26,0,40.09,150.25,0,27.67,0,0,0,0,0,21.63,0,0,0,20,0,148.3,10.41,0,50.34,0,0,0,0

58,14:15-14:30,124.53,0,418.77,5.65,85.35,92.11,0,0,0,25.73,46.48,37.71,0,0,0,688.87,39.62,0,0,0,1.79,3.18,13.04,8.56,0,0,4.29,130.75,0,0,0.98,0,48.57,51.09,430.51,0,0,45.53,0,11.24,0,44.97,0,20.8,0,1.99,69.26,0,40.09,150.25,0,27.67,0,0,0,0,0,21.63,0,0,0,20,0,148.3,10.41,0,50.34,0,0,0,0

