Column1,Time,WR/01102023/31032046/L_NR_2020_05,NR/01102023/02122045/L_NR_2021_13,NR/01102023/08032047/L_NR_2021_14,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/01102023/L_NR_2020_06,NR/01102023/25072045/L_NR_2021_15,NR/01102023/13082046/L_NR_2021_12,NR/22102023/11042047/L_NR_2021_16,NR/26072023/31072042/L_NR_2023_07,WR/01102023/01102023/L_NR_2022_09,WR/01102023/16072048/L_NR_2022_08,NR/22102023/11042047/L_NR_2021_17,WR/01102023/29112042/L_NR_2019_05,L_NR_2019_19,WR/01102023/24112044/L_NR_2020_07,GNARE/NR/2024/12/20/3668,NR/26072023/25122043/L_NR_2023_10,WR/01102023/30052048/L_NR_2022_10,GNARE/SR/2025/01/13/4532,NR/30092023/31122025/SH-07,NR/01102023/30042040/GNA_LT_35,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2025/08/01/6187,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/31052040/LT-31,NR/01102023/22052037/LT-59,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/30092023/26122029/SH-06,NR/01102023/06022042/L_NR_2012_02,GNA/NR/2025/07/01/8128,NR/01102023/05012040/L_NR_2020_02,GNA/NR/2025/07/01/1044,GNA/NR/2025/06/07/5932,GNA/NR/2025/07/01/2952,NR/01102023/19072037/LT-05,GNA/NR/2025/08/01/1196,GNA/NR/2025/08/01/4125,GNA/NR/2025/08/01/2414,NR/01102023/31102037/L_NR_2019_11,GNA/NR/2025/08/01/5126,GNA/NR/2025/08/01/6209,NR/01102023/06022042/L_NR_2012_07,GNA/NR/2025/08/01/6475,GNA/NR/2025/08/01/6452,GNA/NR/2025/08/01/4452,NR/01102023/30042040/GNA_LT_36,GNA/NR/2025/08/01/3698,GNA/NR/2025/08/01/5784
6,01:15-01:30,24,0,0,0,0,8,0,0,0,0,18.67,6.67,0,0,0,8,0,0,18.66,28.41,17.68,0,269.94,99.99,28.86,26.75,0,10.46,14.51,30.5,129.86,12.62,0,2.76,-0,3.99,115.17,19.2,14.54,40.79,10.71,20.4,33.59,86.57,20.71,20.4,15.21,0,14.54,81.58

7,01:30-01:45,23.51,0,0,0,0,7.83,0,0,0,0,18,6.67,0,0,0,7.83,0,0,18,27.81,17.68,0,269.94,99.99,28.86,26.75,0,10.46,14.51,30.5,129.86,12.62,0,2.76,-0,3.99,115.17,19.2,14.54,40.79,10.71,20.4,33.59,86.57,20.71,20.4,15.21,0,14.54,81.58

8,01:45-02:00,23.51,0,0,0,0,7.83,0,0,0,0,17.33,6.67,0,0,0,7.83,0,0,17.34,27.01,17.68,0,269.94,99.99,28.86,26.75,0,10.46,14.51,30.5,129.86,12.62,0,2.76,-0,3.99,64.03,19.2,14.54,40.79,10.71,20.4,33.59,86.57,20.71,20.4,15.21,0,14.54,81.58

9,02:00-02:15,22.99,0,0,0,0,7.67,0,0,0,0,16.67,6.67,0,0,0,7.67,0,0,16.66,25.81,25.28,0,269.94,99.99,28.86,26.75,0,10.46,14.51,30.5,129.86,12.62,0,2.76,-0,3.99,64.03,19.2,14.54,40.79,10.71,20.4,81.58,86.57,20.71,20.4,15.21,0,14.54,81.58

10,02:15-02:30,22.5,0,0,0,0,7.5,0,0,0,0,15,6.67,0,0,0,7.5,0,0,15,24.41,25.28,0,269.94,99.99,28.86,26.75,0,10.46,14.51,30.5,129.86,12.62,0,2.76,-0,3.99,73.39,19.2,14.54,40.79,10.71,20.4,81.58,86.57,20.71,20.4,15.21,0,14.54,81.58

11,02:30-02:45,22.5,0,0,0,0,7.5,0,0,0,0,15,6.67,0,0,0,7.5,0,0,15,23.01,25.28,0,269.94,99.99,28.86,26.75,0,10.46,14.51,30.5,129.86,12.62,0,2.76,-0,3.99,64.92,19.2,14.54,40.79,10.71,20.4,81.58,86.57,20.71,20.4,15.21,0,14.54,81.58

12,02:45-03:00,22.5,0,0,0,0,7.5,0,0,0,0,15,6.67,0,0,0,7.5,0,0,15,21.41,25.28,0,269.94,99.99,28.86,26.75,0,10.46,14.51,30.5,129.86,12.62,0,2.76,-0,3.99,63.98,19.2,14.54,40.79,10.71,20.4,81.58,86.57,20.71,20.4,15.21,0,14.54,81.58

13,03:00-03:15,22.5,0,0,0,0,7.5,0,0,0,0,15,6.67,0,0,0,7.5,0,0,15,20.21,26.91,0,269.94,99.99,28.86,26.75,0,10.46,14.51,26.91,129.86,12.62,0,2.76,-0,3.99,63.98,19.2,14.54,40.79,10.71,20.4,81.58,86.57,20.71,20.4,15.21,0,14.54,81.58

14,03:15-03:30,22.5,0,0,0,0,7.5,0,0,0,0,15,6.67,0,0,0,7.5,0,0,15,19.21,26.91,0,269.94,99.99,28.86,26.75,0,10.46,14.51,26.91,129.86,12.62,0,2.76,-0,3.99,63.98,19.2,14.54,40.79,10.71,20.4,81.58,86.57,20.71,20.4,15.21,0,14.54,81.58

15,03:30-03:45,22.5,0,0,0,0,7.5,0,0,0,0,15,6.67,0,0,0,7.5,0,0,15,18.01,26.91,0,269.94,99.99,28.86,26.75,0,10.46,14.51,26.91,129.86,12.62,0,2.76,-0,3.99,63.98,19.2,14.54,40.79,10.71,20.4,81.58,86.57,20.71,20.4,15.21,0,14.54,81.58

16,03:45-04:00,22.5,0,0,0,0,7.5,0,0,0,0,15,6.67,0,0,0,7.5,0,0,15,17.01,26.91,0,269.94,99.99,28.86,27.25,0,10.46,14.51,26.91,129.86,12.62,0,2.76,-0,3.99,63.98,19.2,14.54,40.79,10.71,20.4,81.58,86.57,20.71,20.4,15.21,0,14.54,81.58

17,04:00-04:15,22.5,0,0,0,0,7.5,0,0,0,0,15,7,0,0,0,7.5,0,0,15,12.01,26.91,0,269.94,99.99,28.86,27.25,0,10.46,14.33,26.91,129.86,12.62,0,2.76,-0,3.99,115.17,19.2,14.54,40.79,10.71,20.4,81.58,86.57,20.71,20.4,15.21,0,14.54,81.58

18,04:15-04:30,22.5,0,0,0,0,7.5,0,0,0,0,15,7.67,0,0,0,7.5,0,0,15,11.61,26.91,0,269.94,99.99,28.86,27.25,0,10.46,14.33,26.91,129.86,12.62,0,2.76,-0,3.99,106.7,19.2,14.54,40.79,10.71,20.4,81.58,86.57,20.71,20.4,15.21,0,14.54,81.58

19,04:30-04:45,22.5,0,0,0,0,7.5,0,0,0,0,15,8.33,0,0,0,7.5,0,0,15,11,26.91,0,269.94,99.99,28.86,27.25,0,10.46,14.33,26.91,129.86,12.62,0,2.76,-0,3.99,98.23,19.2,14.54,40.79,10.71,20.4,81.58,86.57,20.71,20.4,15.21,0,14.54,81.58

20,04:45-05:00,22.5,0,0,0,0,7.5,0,0,0,0,15,9,0,0,0,7.5,0,0,15,10.4,26.91,0,269.94,99.99,28.86,27.25,0,10.46,14.33,26.91,129.86,12.62,0,2.76,-0,3.99,70,19.2,14.54,40.79,10.71,20.4,81.58,86.57,20.71,20.4,15.21,0,14.54,81.58

21,05:00-05:15,22.5,0,0,0,0,7.5,0,0,0,0,15,9,0,0,0,7.5,0,0,15,10.6,26.91,0,269.94,99.99,28.86,27.25,0,10.46,14.33,26.91,129.86,12.62,0,2.76,-0,3.99,78.47,19.2,14.54,40.79,10.71,20.4,81.58,86.57,20.71,20.4,15.21,0,14.54,81.58

22,05:15-05:30,22.5,0,0,0,0,7.5,0,0,0,0,15,8.67,0,0,0,7.5,0,0,15,10.6,26.91,0,269.94,99.99,28.86,26.24,0,10.46,14.33,26.91,129.86,12.62,0,2.76,-0,3.99,86.94,19.2,14.54,40.79,10.71,20.4,81.58,86.57,20.71,20.4,15.21,0,14.54,81.58

23,05:30-05:45,22.5,0,0,0,0,7.5,0,0,0,0,21.56,8.33,0,0,0,7.5,0,0,21.57,17.41,26.91,0,269.94,99.99,28.86,26.24,0,10.46,14.33,26.91,129.86,12.62,0,2.76,-0,3.99,95.4,19.2,14.54,40.79,10.71,20.4,81.58,86.57,20.71,20.4,15.21,0,14.54,81.58

24,05:45-06:00,22.5,0.06,0,0,0,7.5,0,0.3,0,0,22.16,7.67,0,0,0.02,7.5,0.16,0,22.15,16.41,26.91,0,269.94,99.99,28.86,26.24,0,10.46,14.33,26.91,129.86,12.62,0,2.76,-0,3.99,103.88,19.2,14.54,40.79,10.71,20.4,81.58,86.57,20.71,20.4,15.21,0,14.54,81.58

25,06:00-06:15,22.5,0.36,1,13.6,0,7.5,1,1.79,1,0,22.62,7,0,5.5,1.22,7.5,0.76,1,22.61,17.01,23.22,0,269.94,99.99,28.86,26.24,0,10.46,14.33,23.22,129.86,12.62,0,3.22,-0,3.99,112.34,19.2,14.54,40.79,10.71,20.4,81.58,86.57,20.71,20.4,15.21,0,14.54,81.58

26,06:15-06:30,22.5,0.93,2,21.4,0,7.5,2,4.64,2,0,23.03,6.67,1,13.5,3.68,7.5,1.78,2,23.03,16.61,23.22,0,269.94,99.99,28.86,26.24,0,10.46,14.33,23.22,129.86,12.62,0,3.22,-0,3.99,115.17,19.2,14.54,40.79,10.71,20.4,81.58,86.57,20.71,20.4,15.21,0,14.54,81.58

27,06:30-06:45,22.5,1.81,4,30.1,3,7.5,3,9.05,5,0,23.44,6.67,2,26.2,7.65,7.5,3.38,4,23.44,13.57,26.91,0.51,269.94,99.99,28.86,26.24,0.51,10.46,14.33,26.91,129.86,12.62,0,2.76,-0,3.99,115.17,19.2,14.54,40.79,10.71,20.4,81.58,86.57,20.71,20.4,15.21,0.39,14.54,81.58

28,06:45-07:00,22.5,3.09,7,33,5,7.5,4,15.44,7,0,23.87,6.67,4,33,13.2,7.5,5.74,7,23.86,12.4,26.91,1.11,269.94,99.99,28.86,26.24,1.11,10.46,14.33,26.91,129.86,12.62,0,2.76,-0,3.99,115.17,19.2,14.54,40.79,10.71,20.4,81.58,86.57,20.71,20.4,15.21,0.86,14.54,81.58

29,07:00-07:15,22.5,4.74,11,33,8,7.5,5,23.69,11,0,24.94,6.67,6,33,20.16,7.5,9.16,10,24.95,11.25,26.91,1.83,264.89,99.99,28.86,26.24,1.83,10.46,14.33,26.91,102.18,12.62,0,3.23,-0,3.99,106.7,19.2,14.54,40.79,10.71,20.4,81.58,66.73,20.71,20.4,15.21,1.42,14.54,81.58

30,07:15-07:30,25.01,6.66,13,33,13,8.33,7,33.32,16,0,26.12,6.67,8,33,30.86,8.33,13.17,15,26.11,9.35,26.91,2.69,269.94,99.99,28.86,27.25,2.69,10.46,14.33,26.91,129.86,12.62,0,3.22,-0,3.99,98.23,19.2,14.54,40.79,10.71,20.4,81.58,66.73,20.71,20.4,15.21,2.09,14.54,81.58

31,07:30-07:45,28.01,8.94,23,33,20,9.33,8,44.7,21,0,27.38,6.67,11,33,39.08,9.33,17.95,19,27.39,8,26.91,3.36,269.94,99.99,28.86,28.77,3.36,10.46,14.33,26.91,129.86,12.62,0,3.22,-0,3.99,89.76,19.2,14.54,40.79,10.71,20.4,81.58,75.14,20.71,20.4,15.21,2.61,14.54,81.58

32,07:45-08:00,31.5,11.59,29,33,26,10.5,12,57.93,28,0,28.73,7,14,33,47.4,10.5,23.53,25,28.74,8,26.91,4.32,231.55,99.99,28.86,29.26,4.32,10.46,14.33,26.91,102.18,12.62,0,3.22,-0,3.99,81.3,19.2,14.54,40.79,10.71,20.4,81.58,55.3,20.71,20.4,15.21,3.34,14.54,81.58

33,08:00-08:15,34.99,14.42,35,33,33,11.67,18,72.12,37,0,29.64,7.33,19,33,57.75,11.67,29.62,31,29.65,8,26.91,5.46,193.16,99.99,28.86,29.26,5.46,10.46,14.33,26.91,72.31,12.62,0,3.19,-0,4.67,72.83,19.2,14.54,40.79,10.71,20.4,81.58,37.43,20.71,20.4,15.21,4.22,14.54,81.58

34,08:15-08:30,34.99,17.43,40,33,33,11.67,21,87.13,45,0,30.39,7.67,22,33,66.24,11.67,35.99,39,30.4,8,26.91,6.59,154.77,99.99,28.86,29.26,6.59,10.46,14.33,26.91,72.31,12.62,0,3.19,-0,4.66,70,19.2,14.54,40.79,10.71,20.4,81.58,37.43,20.71,20.4,15.21,5.1,14.54,81.58

35,08:30-08:45,34.99,20.62,47,33,33,11.67,25,103.09,52,0,31.07,8,26,33,74.4,11.67,42.52,44,31.06,8,26.91,7.73,149.26,99.99,28.86,27.25,7.73,10.46,14.33,26.91,101.11,12.62,0,3.19,-0,4.39,70,19.2,14.54,40.79,10.71,20.4,81.58,37.43,20.71,20.4,15.21,5.97,14.54,81.58

36,08:45-09:00,35.51,23.57,53,33,33,11.83,28,117.87,59,0,31.65,8.33,30,33,82.41,11.83,48.89,51,31.66,8,26.91,8.84,149.26,99.99,28.86,28.27,8.84,10.46,14.33,26.91,102.18,12.62,0,3.19,-0,4.39,70,19.2,14.54,40.79,10.71,20.4,81.58,37.43,20.71,20.4,15.21,6.83,14.54,81.58

37,09:00-09:15,27.49,26.43,60,33,33,9.17,30,132.12,65,0,20,8.33,33,33,90.39,9.17,55,56,20,8,26.92,9.98,149.26,99.99,28.86,28.27,9.98,10.46,14.33,26.92,102.18,12.62,0,3.19,-0,3.99,70,19.2,14.54,40.79,10.71,20.4,81.58,37.43,20.71,20.4,15.21,7.71,14.54,81.58

38,09:15-09:30,28.99,28.93,67,33,33,9.67,34,144.67,72,0,21,8.33,36,33,97.28,9.67,60.84,61,21,8,26.92,11.01,187.65,99.99,28.86,28.27,11.01,10.46,14.33,26.92,117.94,12.62,0,3.19,-0,3.99,70,19.2,14.54,40.79,10.71,20.4,81.58,37.43,20.71,20.4,15.21,8.51,14.54,81.58

39,09:30-09:45,31.01,35.49,73,33,33,10.33,36,177.42,77,0,18.13,5.75,39,33,103.54,10.33,65.75,67,18.14,6,26.92,11.79,208.93,99.99,28.86,26.24,11.79,10.46,14.33,26.92,102.18,12.62,0,3.19,-108.33,3.99,70,19.2,14.54,40.79,10.71,20.4,81.58,55.3,20.71,20.4,15.21,9.11,14.54,81.58

40,09:45-10:00,31.99,38.29,77,33,33,10.67,38,191.43,82,0,18.67,6.08,41,33,109.43,10.67,70.09,73,18.66,6,26.92,12.55,242.95,99.99,28.86,26.24,12.55,10.46,14.33,26.92,102.18,12.62,0,3.19,-216.67,3.99,70,19.2,14.54,40.79,10.71,20.4,81.58,55.3,20.71,20.4,15.21,9.7,14.54,81.58

41,10:00-10:15,22.08,40.57,82,33,33,7.36,40,202.87,83,0,15.57,6.56,42,33,113.93,7.36,75.79,76,15.58,6,26.92,13.22,269.94,99.99,28.86,26.24,13.22,10.46,14.33,26.92,103,12.62,0,3.19,-216.67,3.99,70,19.2,14.54,40.79,10.71,20.4,81.58,55.3,20.71,20.4,15.21,10.22,14.54,81.58

42,10:15-10:30,23.35,42.86,87,33,33,7.79,41,214.29,87,0,16.21,7.15,43,33,119.33,7.79,79.82,78,16.22,6,26.92,13.81,269.94,99.99,28.86,26.24,13.81,10.46,14.33,26.92,120.44,12.62,0,3.19,-216.67,3.99,70,19.2,14.54,40.79,10.71,20.4,81.58,55.3,20.71,20.4,15.21,10.67,14.54,81.58

43,10:30-10:45,32.51,46.05,91,33,33,10.83,42,230.23,90,0,31.67,10.67,45,33,119.91,10.83,83.38,81,31.66,6,26.92,14.42,269.94,99.99,28.86,26.24,14.42,10.46,14.33,26.92,121.43,12.62,0,3.19,-216.67,3.99,70,19.2,14.54,40.79,10.71,20.4,81.58,55.3,20.71,20.4,15.21,11.14,14.54,81.58

44,10:45-11:00,36,47.6,93,33,33,12,43,238,93,0,34.33,10.67,47,33,120.79,12,87.45,84,34.34,6,26.92,14.97,269.94,99.99,28.86,26.24,14.97,10.46,14.33,26.92,121.94,12.62,0,3.19,-216.67,3.99,70,19.2,14.54,40.79,10.71,20.4,81.58,55.3,20.71,20.4,15.21,11.57,14.54,81.58

45,11:00-11:15,37.5,47.6,97,33,33,12.5,43,238,93,0,36.33,16.47,47,33,120.85,12.5,91.79,85,36.34,6,26.92,15.32,269.94,99.99,28.86,26.24,15.32,10.84,14.33,26.92,122.68,12.62,5.59,5.88,-216.67,8.49,70,19.2,14.54,40.79,10.71,20.4,81.58,55.3,20.71,20.4,15.21,11.83,14.54,81.58

46,11:15-11:30,39.49,47.6,98,33,33,13.17,43,238,93,0,37.67,17.33,47,33,122.01,13.17,95.01,85,37.66,6,26.92,15.59,269.94,99.99,28.86,26.24,15.59,10.84,14.33,26.92,124.33,12.62,5.59,5.88,-216.67,8.49,70,19.2,14.54,40.79,10.71,20.4,81.58,55.3,20.71,20.4,15.21,12.04,14.54,81.58

47,11:30-11:45,41.51,47.6,98,33,33,13.83,43,238,93,0,39.67,18.63,47,33,124.53,13.83,100,81,39.66,6,26.92,15.61,269.94,99.99,28.86,26.24,15.61,10.84,14.33,26.92,124.43,12.62,9.77,5.88,-216.67,8.49,70,19.2,14.54,40.79,10.71,20.4,81.58,66.73,20.71,20.4,15.21,12.06,14.54,81.58

48,11:45-12:00,43.01,47.6,98,33,33,14.33,43,238,93,0,39.67,19.93,47,33,124.47,14.33,100,81,39.66,6,26.92,15.61,269.94,99.99,28.86,26.24,15.61,10.84,14.33,26.92,124.91,12.62,9.77,5.88,-0,8.49,70,19.2,14.54,40.79,10.71,20.4,81.58,66.73,20.71,20.4,15.21,12.06,14.54,81.58

49,12:00-12:15,45.62,47.6,98,33,33,15.2,45,238,97,0,41,19.5,48,33,124.53,15.2,100,85,41,6,26.94,17.17,269.94,99.99,28.86,25.23,17.17,10.46,14.33,26.94,125.26,12.62,9.31,3.7,-0,8.49,70,19.2,14.54,40.79,10.71,20.4,81.58,48.86,20.71,20.4,15.21,13.26,14.54,81.58

50,12:15-12:30,48.63,47.6,98,33,33,16.22,45,238,97,0,43.33,20.28,48,33,124.41,16.22,100,85,43.34,6,26.94,17.17,269.94,99.99,28.86,25.23,17.17,10.46,14.33,26.94,96,12.62,9.31,3.7,-0,8.49,70,19.2,14.54,40.79,10.71,20.4,81.58,48.86,20.71,20.4,15.21,13.26,14.54,81.58

51,12:30-12:45,48.21,49.17,98,33,33,16.08,45,245.83,97,0,45,20.28,48,33,124.24,16.08,100,85,45,6.4,26.94,17.17,269.94,99.99,28.86,25.23,17.17,10.46,14.33,26.94,95.71,12.62,9.31,3.7,-0,8.49,70,19.2,14.54,40.79,10.71,20.4,81.58,48.86,20.71,20.4,15.21,13.26,14.54,81.58

52,12:45-13:00,50.94,49.17,98,33,33,16.98,45,245.83,97,0,47.67,20.67,48,33,124.29,16.98,100,85,47.66,7,26.94,17.17,269.94,99.99,28.86,25.23,17.17,10.46,14.33,26.94,95.56,12.62,9.31,3.7,-0,8.49,70,19.2,14.54,40.79,10.71,20.4,81.58,48.86,20.71,20.4,15.21,13.26,14.54,81.58

53,13:00-13:15,53.53,49.17,98,33,33,17.84,45,245.83,97,0,48.33,20.67,48,33,124.18,17.84,100,85,48.34,7,26.94,17.17,259.12,99.99,28.86,25.23,17.17,10.46,14.33,26.94,72.31,12.62,9.31,3.7,-0,8.49,70,19.2,14.54,40.79,10.71,20.4,81.58,48.86,20.71,20.4,15.21,13.26,14.54,81.58

54,13:15-13:30,55.65,49.17,97,33,33,18.56,45,245.83,97,0,48.67,21.06,48,33,121.49,18.56,100,85,48.66,7.4,26.94,17.17,244.03,99.99,28.86,25.23,17.17,10.46,14.33,26.94,72.31,12.62,9.31,3.7,-0,8.49,70,19.2,14.54,40.79,10.71,20.4,81.58,48.86,20.71,20.4,15.21,13.26,14.54,81.58

55,13:30-13:45,59.3,49.17,96,33,33,19.76,45,245.83,97,0,46.81,21.45,48,33,115.95,19.76,100,85,46.81,7.4,26.94,17.17,269.94,99.99,28.86,25.23,17.17,10.46,14.33,26.94,92.28,12.62,9.31,3.7,-0,8.49,70,19.2,14.54,40.79,10.71,20.4,81.58,48.86,20.71,20.4,15.21,13.26,14.54,81.58

56,13:45-14:00,63.78,49.17,94,33,33,21.27,43,245.83,97,0,48.35,21.84,48,33,115.54,21.27,100,85,48.35,8,26.94,17.17,269.94,99.99,28.86,25.23,17.17,10.46,14.33,26.94,94.52,12.62,9.31,3.7,-0,8.49,70,19.2,14.54,40.79,10.71,20.4,81.58,48.86,20.71,20.4,15.21,13.26,14.54,81.58

57,14:00-14:15,65.09,49.17,92,33,33,21.7,42,245.83,93,0,49.04,22.62,47,33,110.93,21.7,99.79,84,49.03,9.6,26.94,17.17,231.55,99.99,28.86,25.23,17.17,10.46,14.33,26.94,102.18,12.62,9.31,5.88,-0,8.49,70,19.2,14.54,40.79,10.71,20.4,81.58,66.73,20.71,20.4,15.21,13.26,14.54,81.58

58,14:15-14:30,67.43,49.17,89,33,33,22.47,41,245.83,90,0,50.06,22.62,45,33,112.37,22.47,97.21,82,50.06,9.4,26.94,17.17,269.94,99.99,28.86,25.23,17.17,10.46,14.33,26.94,102.51,12.62,9.31,5.88,-0,8.49,70,19.2,14.54,40.79,10.71,20.4,81.58,66.73,20.71,20.4,15.21,13.26,14.54,81.58

59,14:30-14:45,65.25,48.33,89,33,33,21.76,39,241.67,90,0,58.33,22.23,45,33,108.92,21.76,96.09,81,58.34,12.01,26.94,16.97,269.94,99.99,28.86,25.23,16.97,10.46,14.33,26.94,121.48,12.62,9.31,5.88,-0,8.49,70,19.2,14.54,40.79,10.71,20.4,81.58,66.73,20.71,20.4,15.21,13.12,14.54,81.58

60,14:45-15:00,66.01,47.5,88,33,33,22,38,237.5,87,0,57.33,21.84,43,33,93.26,22,92.71,76,57.34,13.01,26.94,16.26,269.94,99.99,28.86,25.23,16.26,10.46,14.33,26.94,122.55,12.62,9.31,5.88,-0,8.49,70,19.2,14.54,40.79,10.71,20.4,81.58,66.73,20.71,20.4,15.21,12.56,14.54,81.58

61,15:00-15:15,62.42,46.67,85,33,33,20.8,37,233.33,83,0,56.67,18.33,41,33,92.73,20.8,88.2,72,56.66,19.21,26.94,15.61,269.94,99.99,28.86,25.23,15.61,10.46,14.33,26.94,122.36,12.62,9.77,5.88,-0,8.49,70,19.2,14.54,40.79,10.71,20.4,81.58,66.73,20.71,20.4,15.21,12.06,14.54,81.58

62,15:15-15:30,62.86,44.65,78,33,33,20.96,36,223.22,79,0,56,18.67,39,33,87.5,20.96,83.59,67,56,19.41,26.94,14.89,269.94,99.99,28.86,25.74,14.89,10.46,14.33,26.94,122.44,12.62,9.77,5.88,-0,8.49,70,19.2,14.54,40.79,10.71,20.4,81.58,66.73,20.71,20.4,15.21,11.51,14.54,81.58

63,15:30-15:45,63.31,41.73,73,33,33,21.1,33,208.67,63,0,61.67,19,32,33,82.09,21.1,78.83,58,61.66,19.41,26.94,14.11,269.94,99.99,28.86,26.24,14.11,10.46,14.33,26.94,129.28,12.62,9.77,5.88,-0,8.49,70,19.2,14.54,40.79,10.71,20.4,81.58,66.73,20.71,20.4,15.21,10.9,14.54,81.58

64,15:45-16:00,63.65,38.73,69,33,33,21.22,32,193.67,60,0,60.67,19.33,30,33,76.21,21.22,73.58,54,60.66,19.81,26.94,13.2,269.94,99.99,28.86,27.25,13.2,10.46,14.33,26.94,129.27,12.62,9.77,5.88,-0,8.49,70,19.2,14.54,40.79,10.71,20.4,81.58,66.73,20.71,20.4,15.21,10.2,14.54,81.58

65,16:00-16:15,66,35.44,63,33,24,22,29,177.21,55,0,60,19.67,27,33,69.4,22,67.09,49,60,19.61,26.94,11.49,269.94,99.99,28.86,28.27,11.49,10.84,14.33,26.94,129.86,12.62,9.77,5.88,-0,8.49,70,19.2,14.54,40.79,10.71,20.4,81.58,66.73,20.71,20.4,15.21,8.87,14.54,81.58

66,16:15-16:30,69,32.15,57,33,16,23,25,160.75,50,0,59.33,20,25,33,77.95,23,60.52,45,59.34,19.41,26.94,10.9,269.94,99.99,28.86,28.27,10.9,10.84,14.33,26.94,129.86,12.62,9.77,5.88,-0,8.49,70,19.2,14.54,40.79,10.71,20.4,81.58,85.86,20.71,20.4,15.21,8.42,14.54,81.58

