Block,Time,CHAMERA2,KGSU3AND4,KKNP,NJPC,NLCIIST1,NTPL,RIHAND2,TALA,DADRI_GF,KOLDAM,KOTESHWR,MAPS,NLCTS2EXP,PARBATI3,RAPPC,RSTPSU7,SASAN,SINGRAULI_HYDRO,TANDA2,UNCHAHAR1,ANTA_GF,AURY_GF,DULHASTI,JHAJJAR,RIHAND1,SALAL,UNCHAHAR3,BSIUL,CHAMERA1,KKNPPU2,KUDGI,NAPP,NLCIIST2,RIHAND3,DADRI_CRF,BRBCL,CHAMERA3,URI,VALLURNTECL,ANTA_CRF,DADRT2,KGSU1AND2,KISHANGANGA,NLCEXP,NNTPP,RSTPSU1TO6,SINGRAULI,TANAKPUR,TEHRI,UNCHAHAR4,URI2,AURY_CRF,AURY_LF,DADRI_LF,DADRI_RF,DHAULIGNGA,FSTPP I & II,KHSTPP-II,RAPPB,SEWA2,SIMHST2,TALST2,TelanganaSTPP,UNCHAHAR2,ANTA_RF,KHSTPP-I,RAMPUR,SIMHST1,ANTA_LF,AURY_RF
15,03:30-03:45,0,0,0,0,0,0,118.76,0,0,0,8.87,0,0,0,25.89,0,354.38,0.75,0,20.85,0,0,0,434.65,92,26.73,26.4,13.04,0,0,0,20.94,0,62.16,0,20,0,19.87,0,0,683.14,0,0,0,0,0,139.69,0,0,0,19.37,0,0,0,59.73,0,18.2,148.3,0,10.53,0,0,0,42.39,43.57,45.53,0,0,0,70.04

16,03:45-04:00,0,0,0,0,0,0,118.76,0,0,0,8.87,0,0,0,25.89,0,360,0.75,0,20.85,0,0,0,434.65,92,26.73,26.4,13.04,0,0,0,20.94,0,62.16,0,20,0,19.87,0,0,683.14,0,0,0,0,0,139.69,0,0,0,19.37,0,0,0,59.73,0,18.2,148.3,0,10.53,0,0,0,42.39,43.57,45.53,0,0,0,70.04

17,04:00-04:15,0,0,0,0,0,0,118.76,0,0,0,8.87,0,0,0,25.89,0,365.62,0.75,0,20.85,0,0,0,434.65,92,26.73,26.4,13.04,0,0,0,20.94,0,62.16,0,20,0,19.87,0,0,683.14,0,0,0,0,0,139.69,0,0,0,19.37,0,0,0,59.73,0,18.2,148.3,0,10.53,0,0,0,42.39,43.57,45.53,0,0,0,70.04

18,04:15-04:30,0,0,0,0,0,0,118.76,0,0,0,8.87,0,0,0,25.89,0,371.25,0.75,0,20.85,0,0,0,434.65,92,26.73,26.4,13.04,0,0,0,20.94,0,62.16,0,20,0,19.87,0,0,683.14,0,0,0,0,0,139.69,0,0,0,19.37,0,0,0,59.73,0,18.2,148.3,0,10.53,0,0,0,42.39,43.57,45.53,0,0,0,70.04

19,04:30-04:45,0,0,0,0,0,0,118.76,0,0,0,8.87,0,0,0,25.89,0,371.25,0.75,0,20.85,0,0,0,434.65,92,26.73,26.4,13.04,0,0,0,20.94,0,62.16,0,20,0,30.91,0,0,683.14,0,0,0,0,0,139.69,0,11.97,0,19.37,0,0,0,59.73,0,18.2,148.3,0,10.53,0,0,0,42.39,43.57,45.53,0,0,0,70.04

20,04:45-05:00,0,0,0,23.39,0,0,118.76,0,0,0,8.87,0,0,0,25.89,0,371.25,0.75,0,20.85,0,0,0,434.65,92,26.73,26.4,13.04,0,0,0,20.94,0,62.16,0,20,0,30.91,0,0,683.14,0,0,0,0,0,139.69,0,11.97,0,19.37,0,0,0,59.73,0,18.2,148.3,0,10.53,0,0,0,42.39,43.57,45.53,0,0,0,70.04

21,05:00-05:15,0,0,0,23.39,0,0,118.76,0,0,0,8.87,0,0,0,25.89,0,371.25,0.75,0,20.85,0,0,0,434.65,92,15.11,26.4,13.04,0,0,0,20.94,0,62.16,0,20,0,30.91,0,0,683.14,0,0,0,0,0,139.69,0,23.94,0,20.18,0,0,0,59.73,0,18.2,148.3,0,10.53,0,0,0,42.39,43.89,45.53,0,0,0,70.04

22,05:15-05:30,0,0,0,43.56,0,0,118.76,0,0,0,8.87,0,0,0,25.89,0,371.25,0.75,0,20.85,0,0,0,434.65,92,15.11,26.4,13.04,0,0,0,20.94,0,62.16,0,20,0,30.91,0,0,682.78,0,0,0,0,0,139.69,0,35.91,0,20.18,0,0,0,59.73,0,18.2,148.3,0,10.53,0,0,0,42.39,43.89,45.53,0,0,0,70.04

23,05:30-05:45,0,0,0,43.56,0,0,118.76,0,0,0,8.87,0,0,0,25.89,0,371.25,0.75,0,20.85,0,0,16.48,434.65,92,69.72,26.4,13.04,0,0,0,20.94,0,62.16,0,20,0,30.91,0,0,682.8,0,0,0,0,0,139.69,0,35.91,0,20.18,0,0,0,59.73,9.14,18.2,148.3,0,10.53,0,0,0,42.39,43.89,45.53,0,0,0,70.04

24,05:45-06:00,2.66,0,0,70.17,0,0,118.76,0,0,0,8.87,0,0,0,25.89,0,371.25,0.75,0,20.85,0,0,16.48,434.65,92,69.72,26.4,13.04,11.85,0,0,20.94,0,62.16,0,20,0,30.91,0,0,682.78,0,0,0,0,0,139.69,0,35.91,0,20.18,0,0,0,59.73,9.14,18.2,148.3,0,10.53,0,0,0,42.39,43.89,45.53,0,0,0,70.04

25,06:00-06:15,13.17,0,0,70.17,0,0,118.76,0,0,0,8.87,0,0,3.82,25.89,0,393.75,0.75,0,20.85,0,0,16.48,434.65,92,69.72,26.4,13.04,11.85,0,0,20.94,0,62.16,0,20,9.68,39.75,0,0,682.78,0,0,0,0,0,139.69,0,35.91,0,20.18,0,0,0,59.73,18.25,18.2,148.3,0,10.53,0,0,0,42.39,43.89,45.53,0,0,0,70.04

26,06:15-06:30,26.34,0,0,93.56,0,0,118.76,0,0,0,17.75,0,0,16.54,25.89,0,393.75,0.75,0,20.85,0,0,32.96,434.65,92,69.72,26.4,13.04,28.05,0,0,20.94,0,62.16,0,20,19.35,39.75,0,0,682.78,0,0,0,0,0,139.69,0,47.88,0,20.18,0,0,0,59.73,18.25,18.2,148.3,0,10.53,0,0,0,42.39,43.89,45.53,0,0,0,70.04

27,06:30-06:45,39.51,0,0,116.95,0,0,118.76,0,0,0,39.05,0,0,16.54,25.89,0,393.75,0.75,0,20.85,0,0,49.43,434.65,92,13.95,26.4,19.56,42.15,0,0,20.94,0,62.16,0,20,29.06,39.75,0,0,682.78,0,0,0,0,0,139.69,0,47.88,0,20.18,0,0,0,59.73,27.41,18.2,148.3,0,15.81,0,0,0,42.39,43.89,45.53,0,0,0,70.04

28,06:45-07:00,39.51,0,0,140.35,0,0,118.76,0,0,0,39.05,0,0,16.54,25.89,0,393.75,0.75,0,20.85,0,0,49.43,434.65,92,2.9,26.4,19.56,42.15,0,0,20.94,0,62.16,0,20,29.06,39.75,0,0,682.78,0,0,0,0,0,139.69,0,47.88,0,20.18,0,0,0,59.73,27.41,18.2,148.3,0,15.81,0,0,0,42.39,43.89,45.53,0,0,0,70.04

29,07:00-07:15,39.51,0,0,140.35,0,0,118.76,0,0,0,39.05,0,0,16.54,25.89,0,393.75,0.75,0,20.85,0,0,49.43,434.65,92,2.9,26.4,19.56,42.15,0,0,20.94,0,62.16,0,20,29.06,36.43,0,0,682.78,0,0,0,0,0,139.69,0,47.88,0,20.18,0,0,0,59.73,27.41,18.2,148.3,0,15.81,0,0,0,42.39,43.89,45.53,0,0,0,70.04

30,07:15-07:30,39.51,0,0,140.35,0,0,118.76,0,0,0,39.05,0,0,16.54,25.89,0,393.75,0.75,0,20.85,0,0,49.43,434.65,92,2.9,26.4,19.56,42.15,0,0,20.94,0,62.16,0,20,29.06,36.43,0,0,682.78,0,0,0,0,0,139.69,0,47.88,0,20.18,0,0,0,59.73,27.41,18.2,148.3,0,15.81,0,0,0,42.39,43.89,45.53,0,0,0,70.04

31,07:30-07:45,39.51,0,0,140.35,0,0,118.76,0,0,0,39.05,0,0,16.54,25.89,0,393.75,0.75,0,20.85,0,0,49.43,434.65,92,2.33,26.4,19.56,42.15,0,0,20.94,0,62.16,0,20,29.06,36.43,0,0,682.78,0,0,0,0,0,139.69,0,47.88,0,20.18,0,0,0,59.73,27.41,18.2,148.3,0,15.81,0,0,0,42.39,43.89,45.53,0,0,0,70.04

32,07:45-08:00,39.51,0,0,140.35,0,0,118.76,0,0,0,39.05,0,0,3.57,25.89,0,393.75,0.75,0,20.85,0,0,49.43,434.65,92,2.33,26.4,19.56,42.15,0,0,20.94,0,62.16,0,20,29.06,36.43,0,0,682.78,0,0,0,0,0,139.69,0,47.88,0,20.18,0,0,0,59.73,27.41,18.2,148.3,0,15.81,0,0,0,42.39,41.48,45.53,0,0,0,70.04

33,08:00-08:15,39.51,0,0,116.95,0,0,118.76,0,0,0,17.75,0,0,0,25.89,0,410.62,0.75,0,20.85,0,0,32.96,434.65,92,2.33,26.4,6.52,28.1,0,0,20.94,0,62.16,0,20,19.35,36.43,0,0,683.14,0,0,0,0,0,139.69,0,47.88,0,20.18,0,0,0,59.73,18.25,18.2,148.3,0,10.53,0,0,0,42.39,44.52,45.53,0,0,0,70.04

34,08:15-08:30,39.51,0,0,93.56,0,0,118.76,0,0,0,8.87,0,0,0,25.89,0,410.62,0.75,0,20.85,0,0,16.48,434.65,92,2.33,26.4,6.52,28.1,0,0,20.94,0,62.16,0,20,9.68,39.75,0,0,683.14,0,0,0,0,0,139.69,0,47.88,0,20.18,0,0,0,59.73,15.85,18.2,148.3,0,10.53,0,0,0,42.39,44.42,45.53,0,0,0,70.04

35,08:30-08:45,26.34,0,0,70.17,0,0,118.76,0,0,0,8.87,0,0,0,25.89,0,410.62,0.75,0,20.85,0,0,16.48,434.65,92,2.33,26.4,6.52,13.99,0,0,20.94,0,62.16,0,20,9.68,39.75,0,0,683.14,0,0,0,0,0,139.69,5.76,47.88,0,20.18,0,0,0,59.73,15.85,18.2,148.3,0,10.53,0,0,0,42.39,44.42,45.53,0,0,0,70.04

36,08:45-09:00,13.17,0,0,43.56,0,0,118.76,0,0,0,8.87,0,0,0,25.89,0,410.62,0.75,0,20.85,0,0,16.48,434.65,92,2.33,26.4,6.52,13.99,0,0,20.94,0,62.16,0,20,0,39.75,0,0,683.14,0,0,0,0,0,139.69,5.76,35.91,0,20.18,0,0,0,59.73,8.72,18.2,148.3,0,10.53,0,0,0,42.39,44.42,45.53,0,0,0,70.04

37,09:00-09:15,13.17,0,0,19.8,0,0,118.76,0,0,0,8.87,0,0,0,25.89,0,410.62,0.75,0,20.85,0,0,16.48,434.65,92,2.33,26.4,6.52,13.99,0,0,20.94,0,62.16,0,20,0,39.75,0,0,598.64,0,0,0,0,0,139.69,5.76,35.91,0,31.9,0,0,0,59.73,0,18.2,148.3,0,10.53,0,0,0,42.39,44.21,45.53,0,0,0,70.04

38,09:15-09:30,13.17,0,0,0,0,0,118.76,0,0,0,8.87,0,0,0,25.89,0,410.62,0.75,0,17.55,0,0,16.48,434.65,92,2.33,22.7,6.52,11.85,0,0,20.94,0,62.16,0,20,0,34.78,0,0,683.14,0,0,0,0,0,139.69,5.76,35.91,0,31.9,0,0,0,59.73,0,18.2,148.3,0,10.53,0,0,0,36.69,43.99,45.53,0,0,0,70.04

39,09:30-09:45,13.17,0,0,0,0,0,118.76,0,0,0,8.87,0,0,0,25.89,0,410.62,0.75,0,17.55,0,0,16.48,434.65,92,2.33,22.7,6.52,6.71,0,0,20.94,0,62.16,0,20,0,34.78,0,0,683.14,0,0,0,0,0,139.69,5.76,35.91,0,31.9,0,0,0,59.73,0,18.2,148.3,0,10.53,0,0,0,36.69,43.57,45.53,0,0,0,70.04

40,09:45-10:00,0,0,0,0,0,0,118.76,0,0,0,8.87,0,0,0,25.89,0,410.62,0.75,0,20.85,0,0,16.48,434.65,92,2.33,26.4,6.52,0,0,0,20.94,0,62.16,0,20,0,34.78,0,0,683.14,0,0,0,0,0,139.69,0,35.91,0,31.9,0,0,0,59.73,0,18.2,148.3,0,10.53,0,0,0,42.39,43.57,45.53,0,0,0,70.04

41,10:00-10:15,0,0,0,0,0,0,118.76,0,0,0,8.87,0,0,0,25.89,0,393.75,0.75,0,20.85,0,0,16.48,434.65,92,17.44,26.4,6.52,0,0,0,20.94,0,62.16,0,20,0,34.78,0,0,683.14,0,0,0,0,0,139.69,0,35.91,0,31.9,0,0,0,59.73,0,18.2,148.3,0,10.53,0,0,0,42.39,43.47,45.53,0,0,0,70.04

42,10:15-10:30,0,0,0,0,0,0,118.76,0,0,0,8.87,0,0,0,25.89,0,393.75,0.75,0,20.85,0,0,16.48,434.65,92,26.73,26.4,6.52,0,0,0,20.94,0,62.16,0,20,0,34.78,0,0,683.14,0,0,0,0,0,139.69,0,23.94,0,31.9,0,0,0,59.73,0,18.2,148.3,0,10.53,0,0,0,42.39,43.26,45.53,0,0,0,70.04

43,10:30-10:45,0,0,0,0,0,0,118.76,0,0,0,8.87,0,0,0,25.89,0,393.75,0.75,0,20.85,0,0,16.48,434.65,92,26.73,26.4,6.52,0,0,0,20.94,0,62.16,0,20,0,34.78,0,0,683.14,0,0,0,0,0,139.69,0,23.94,0,31.9,0,0,0,59.73,0,18.2,148.3,0,10.53,0,0,0,42.39,43.05,45.53,0,0,0,70.04

44,10:45-11:00,0,0,0,0,0,0,118.76,0,0,0,8.87,0,0,0,25.89,0,393.75,0.75,0,20.85,0,0,16.48,434.65,92,26.73,26.4,6.52,0,0,0,20.94,0,62.16,0,20,0,34.78,0,0,683.14,0,0,0,0,0,139.69,0,23.94,0,31.9,0,0,0,59.73,0,18.2,148.3,0,10.53,0,0,0,42.39,42.84,45.53,0,0,0,70.04

45,11:00-11:15,0,0,0,0,0,0,118.76,0,0,0,8.87,0,0,0,25.89,0,393.75,0.75,0,20.85,0,0,16.48,434.65,92,26.73,26.4,6.52,0,0,0,20.94,0,62.16,0,20,0,26.49,0,0,683.14,0,0,0,0,0,139.69,0,23.94,0,20.18,0,0,0,59.73,0,18.2,148.3,0,10.53,0,0,0,42.39,42.73,45.53,0,0,0,70.04

46,11:15-11:30,0,0,0,0,0,0,118.76,0,0,0,8.87,0,0,0,25.89,0,393.75,0.75,0,20.85,0,0,16.48,434.65,92,26.73,26.4,6.52,0,0,0,20.94,0,62.16,0,20,0,26.49,0,0,683.14,0,0,0,0,0,139.69,0,23.94,0,20.18,0,0,0,59.73,0,18.2,148.3,0,10.53,0,0,0,42.39,42.52,45.53,0,0,0,70.04

47,11:30-11:45,0,0,0,0,0,0,118.76,0,0,0,8.87,0,0,0,25.89,0,393.75,0.75,0,20.85,0,0,16.48,434.65,92,13.36,26.4,6.52,0,0,0,20.94,0,62.16,0,20,0,13.25,0,0,683.14,0,0,0,0,0,139.69,0,23.94,0,20.18,0,0,0,59.73,0,18.2,148.3,0,10.53,0,0,0,42.39,42.52,45.53,0,0,0,70.04

48,11:45-12:00,0,0,0,0,0,0,118.76,0,0,0,8.87,0,0,0,25.89,0,393.75,0.75,0,20.85,0,0,16.48,434.65,92,13.36,26.4,6.52,0,0,0,20.94,0,62.16,0,20,0,13.25,0,0,683.14,0,0,0,0,0,139.69,0,23.94,0,20.18,0,0,0,59.73,0,18.2,148.3,0,10.53,0,0,0,42.39,42.32,45.53,0,0,0,70.04

49,12:00-12:15,0,0,0,0,0,0,118.76,0,0,0,8.87,0,0,0,25.89,0,393.75,0.75,0,20.85,0,0,16.48,434.65,92,13.36,26.4,6.52,0,0,0,20.94,0,62.16,0,20,0,13.25,0,0,683.14,0,0,0,0,0,139.69,0,11.97,0,20.18,0,0,0,59.73,0,18.2,148.3,0,10.53,0,0,0,42.39,42.32,45.53,0,0,0,70.04

50,12:15-12:30,0,0,0,0,0,0,118.76,0,0,0,8.87,0,0,0,25.89,0,393.75,0.75,0,20.85,0,0,16.48,434.65,92,13.36,26.4,6.52,0,0,0,20.94,0,62.16,0,20,0,13.25,0,0,683.14,0,0,0,0,0,139.69,0,11.97,0,20.18,0,0,0,59.73,0,18.2,148.3,0,10.53,0,0,0,42.39,42,45.53,0,0,0,70.04

51,12:30-12:45,0,0,0,0,0,0,118.76,0,0,0,8.87,0,0,0,25.89,0,393.75,0.75,0,20.85,0,0,16.48,434.65,92,13.36,26.4,6.52,0,0,0,20.94,0,62.16,0,20,0,26.49,0,0,683.14,0,0,0,0,0,139.69,0,0,0,20.18,0,0,0,59.73,0,18.2,148.3,0,10.53,0,0,0,42.39,41.48,45.53,0,0,0,70.04

52,12:45-13:00,0,0,0,0,0,0,118.76,0,0,0,8.87,0,0,0,25.89,0,393.75,0.75,0,20.85,0,0,16.48,434.65,92,13.36,26.4,6.52,0,0,0,20.94,0,62.16,0,20,0,26.49,0,0,683.14,0,0,0,0,0,139.69,0,0,0,20.18,0,0,0,59.73,0,18.2,148.3,0,10.53,0,0,0,42.39,41.48,45.53,0,0,0,70.04

53,13:00-13:15,0,0,0,0,0,0,118.76,0,0,0,8.87,0,0,0,25.89,0,399.38,0.75,0,20.85,0,0,16.48,434.65,92,13.36,26.4,6.52,0,0,0,20.94,0,62.16,0,20,0,26.49,0,0,683.14,0,0,0,0,0,139.69,0,0,0,20.18,0,0,0,59.73,0,18.2,148.3,0,10.53,0,0,0,42.39,41.48,45.53,0,0,0,70.04

54,13:15-13:30,0,0,0,0,0,0,118.76,0,0,0,8.87,0,0,0,25.89,0,399.38,0.75,0,20.85,0,0,16.48,434.65,92,13.36,26.4,6.52,0,0,0,20.94,0,62.16,0,20,0,26.49,0,0,683.14,0,0,0,0,0,139.69,0,0,0,20.18,0,0,0,59.73,0,18.2,148.3,0,10.53,0,0,0,42.39,41.48,45.53,0,0,0,70.04

55,13:30-13:45,0,0,0,0,0,0,118.76,0,0,0,8.87,0,0,0,25.89,0,399.38,0.75,0,20.85,0,0,16.48,434.65,92,13.36,26.4,6.52,0,0,0,20.94,0,62.16,0,20,0,26.49,0,0,683.14,0,0,0,0,0,139.69,0,0,0,14.79,0,0,0,59.73,0,18.2,148.3,0,10.53,0,0,0,42.39,41.48,45.53,0,0,0,70.04

56,13:45-14:00,0,0,0,0,0,0,118.76,0,0,0,8.87,0,0,0,25.89,0,399.38,0.75,0,20.85,0,0,16.48,434.65,92,13.36,26.4,6.52,0,0,0,20.94,0,62.16,0,20,0,26.49,0,0,683.14,0,0,0,0,0,139.69,0,0,0,14.79,0,0,0,59.73,0,18.2,148.3,0,10.53,0,0,0,42.39,41.48,45.53,0,0,0,70.04

57,14:00-14:15,0,0,0,0,0,0,118.76,0,0,0,8.87,0,0,0,25.89,0,399.38,0.75,0,20.85,0,0,16.48,434.65,92,13.36,26.4,6.52,0,0,0,20.94,0,62.16,0,20,0,26.49,0,0,683.14,0,0,0,0,0,139.69,0,11.97,0,14.79,0,0,0,59.73,0,18.2,148.3,0,10.53,0,0,0,42.39,41.48,45.53,0,0,0,70.04

58,14:15-14:30,0,0,0,0,0,0,118.76,0,0,0,8.87,0,0,0,25.89,0,399.38,0.75,0,20.85,0,0,0,434.65,92,13.36,26.4,6.52,0,0,0,20.94,0,62.16,0,20,0,26.49,0,0,683.14,0,0,0,0,0,139.69,0,11.97,0,14.79,0,0,0,59.73,0,18.2,148.3,0,10.53,0,0,0,42.39,41.48,45.53,0,0,0,70.04

59,14:30-14:45,0,0,0,0,0,0,118.76,0,0,0,8.87,0,0,0,25.89,0,399.38,0.75,0,20.85,0,0,0,434.65,91.8,13.36,26.4,6.52,0,0,0,20.94,0,62.16,0,20,0,26.49,0,0,683.14,0,0,0,0,0,139.69,0,11.97,0,14.79,0,0,0,59.73,0,18.2,148.3,0,10.53,0,0,0,42.39,41.48,45.53,0,0,0,70.04

60,14:45-15:00,0,0,0,0,0,0,118.76,0,0,0,8.87,0,0,0,25.89,0,399.38,0.75,0,20.85,0,0,0,434.65,91.8,13.36,26.4,6.52,0,0,0,20.94,0,62.16,0,20,0,26.49,0,0,683.14,0,0,0,0,0,139.69,0,23.94,0,14.79,0,0,0,59.73,0,18.2,148.3,0,10.53,0,0,0,42.39,40.95,45.53,0,0,0,70.04

61,15:00-15:15,0,0,0,0,0,0,118.76,0,0,0,8.87,0,0,0,25.89,0,410.62,0.75,0,20.85,0,0,0,434.65,92,12.78,26.4,6.52,0,0,0,20.94,0,62.16,0,20,0,26.49,0,0,683.14,0,0,0,0,0,139.69,1.15,23.94,0,14.79,0,0,0,59.73,0,18.2,148.3,0,10.53,0,0,0,42.39,40.95,45.53,0,0,0,70.04

62,15:15-15:30,0,0,0,0,0,0,118.76,0,0,0,8.87,0,0,0,25.89,0,410.62,0.75,0,20.85,0,0,0,434.65,92,12.78,26.4,6.52,0,0,0,20.94,0,62.16,0,20,0,26.49,0,0,683.14,0,0,0,0,0,139.69,1.15,23.94,0,14.79,0,0,0,59.73,0,18.2,148.3,0,10.53,0,0,0,42.39,40.95,45.53,0,0,0,70.04

63,15:30-15:45,0,0,0,0,0,0,118.76,0,0,0,8.87,0,0,0,25.89,0,410.62,0.75,0,20.85,0,0,0,434.65,92,12.78,26.4,6.52,0,0,0,20.94,0,62.16,0,20,0,26.49,0,0,683.14,0,0,0,0,0,139.69,0.51,23.94,0,14.79,0,0,0,59.73,0,18.2,148.3,0,10.53,0,0,0,42.39,40.95,45.53,0,0,0,70.04

