Column1,Time,WR/01102023/31032046/L_NR_2020_05,NR/26072023/31072042/L_NR_2023_07,WR/01102023/29112042/L_NR_2019_05,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/26072023/25122043/L_NR_2023_10,WR/01102023/24112044/L_NR_2020_07,NR/22102023/11042047/L_NR_2021_17,GNARE/SR/2025/01/13/4532,NR/01102023/25072045/L_NR_2021_15,NR/01102023/02122045/L_NR_2021_13,NR/30092023/31122025/SH-07,WR/01102023/30052048/L_NR_2022_10,GNA/WR/2025/01/01/9606,NR/01102023/06022042/L_NR_2012_02,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/19072037/LT-05,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/05012040/L_NR_2020_02,NR/01102023/31102037/L_NR_2019_11,NR/01102023/30042040/GNA_LT_35,GNA/NR/2025/03/01/4651,GNA/NR/2025/03/01/3469,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2025/03/01/2563,GNA/NR/2025/03/01/1906,GNA/NR/2025/03/01/8036,NR/01102023/30042040/GNA_LT_36,GNA/NR/2025/03/01/9482,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/WR/2025/03/01/6406,GNA/WR/2025/01/01/8625,GNA/SR/2025/03/01/7500,GNA/NR/2025/03/01/5143,NR/30092023/26122029/SH-06,NR/01102023/22052037/LT-59,NR/01102023/06022042/L_NR_2012_07,GNA/NR/2025/03/01/6891,NR/01102023/31052040/LT-31,WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2020_06,WR/01102023/01102023/L_NR_2022_09,NR/22102023/11042047/L_NR_2021_16,L_NR_2019_19,GNARE/NR/2024/12/20/3668,NR/01102023/13082046/L_NR_2021_12,NR/01102023/08032047/L_NR_2021_14
11,02:30-02:45,100.01,0,0,0,0,33.33,0,6.6,0,0,26.87,44,0,259.56,0,69.95,3.86,0,1.26,0.92,0,5.76,8.63,271.21,23.02,22.06,23.02,0,17.27,28.26,42,0,0,190.26,26.87,0.78,86.52,63.42,0,36.67,33.33,44,0,0,0,0,0

12,02:45-03:00,100.01,0,0,0,0,33.33,0,6.4,0,0,26.87,44,0,259.56,0,69.95,3.86,0,1.26,0.92,0,5.76,8.63,271.21,23.02,22.06,23.02,0,17.27,28.26,42,0,0,190.26,26.87,0.78,86.52,63.42,0,36.67,33.33,44,0,0,0,0,0

13,03:00-03:15,100.01,0,0,0,0,33.33,0,6.4,0,0,26.87,55,0,242.59,0,69.95,3.76,0,1.21,0.92,0,5.76,8.63,271.21,23.02,22.06,23.02,0,17.27,28.26,42,0,0,190.26,26.87,0.78,86.52,63.42,0,36.67,33.33,55,0,0,0,0,0

14,03:15-03:30,100.01,0,0,0,0,33.33,0,6.4,0,0,26.87,55,0,242.59,0,69.95,3.76,0,1.21,0.92,0,5.76,8.63,271.21,23.02,22.06,23.02,0,17.27,28.26,42,0,0,190.26,26.87,0.78,86.52,63.42,0,36.67,33.33,55,0,0,0,0,0

15,03:30-03:45,100.01,0,0,0,0,33.33,0,6.4,0,0,26.87,56.66,0,242.59,0,69.95,3.76,0,1.21,0.92,0,5.76,8.63,271.21,23.02,22.06,23.02,0,17.27,27.76,42,0,0,190.26,26.87,0.78,86.52,63.42,0,36.67,33.33,56.67,0,0,0,0,0

16,03:45-04:00,100.01,0,0,0,0,33.33,0,6.4,0,0,26.87,58,0,242.59,0,69.95,3.76,0,1.21,0.92,0,5.76,8.63,271.21,23.02,22.06,23.02,0,17.27,27.25,42,0,0,190.26,26.87,0.78,86.52,63.42,0,36.67,33.33,58,0,0,0,0,0

17,04:00-04:15,109.01,0,0,0,0,36.33,0,6.4,0,0,26.87,60,0,242.59,0,69.95,3.76,0,1.21,0.92,0,5.76,8.63,271.21,23.02,22.06,23.02,0,17.27,27.25,42,0,0,190.26,26.87,0.78,86.52,63.42,0,36.67,36.33,60,0,0,0,0,0

18,04:15-04:30,109.01,0,0,0,0,36.33,0,6.4,0,0,26.87,62.66,0,207.41,0,69.95,3.76,0,1.21,0.92,0,5.76,8.63,271.21,23.02,22.06,23.02,0,17.27,27.25,42,0,0,190.26,26.87,0.78,86.52,63.42,0,36.67,36.33,62.67,0,0,0,0,0

19,04:30-04:45,109.01,0,0,0,0,36.33,0,6.4,0,0,26.87,62.66,0,207.41,0,69.95,3.76,0,1.21,0.92,0,5.76,8.63,271.21,23.02,22.06,23.02,0,17.27,27.25,42,0,0,190.26,26.87,0.78,86.52,63.42,0,27.67,36.33,62.67,0,0,0,0,0

20,04:45-05:00,109.01,0,0,0,0,36.33,0,6.4,0,0,26.87,61.66,0,259.56,0,69.95,3.76,0,1.21,0.92,0,5.76,8.63,271.21,23.02,22.06,23.02,0,17.27,27.25,42,0,0,190.26,26.87,0.78,86.52,63.42,0,27,36.33,61.67,0,0,0,0,0

21,05:00-05:15,109.01,0,0,0,0,36.33,0,6.4,0,0,26.87,62.66,0,259.56,0,65.82,3.67,0,1.21,0.92,0,5.76,8.63,271.21,23.02,22.06,23.02,0,17.27,27.25,42,0,0,190.26,26.87,0.78,86.52,63.42,0,26,36.33,62.67,0,0,0,0,0

22,05:15-05:30,109.01,0,0,0,0,36.33,0,6.4,0,0,26.87,63.66,0,259.56,0,74.28,3.67,0,1.21,0.92,0,5.76,8.63,271.21,23.02,22.06,23.02,0,17.27,27.25,42,0,0,190.26,26.87,0.78,86.52,63.42,0,25.33,36.33,63.67,0,0,0,0,0

23,05:30-05:45,100.01,0,0,0,0,33.33,0,6.4,0,0,26.87,64.66,0,259.56,0,82.75,3.67,0,1.21,0.92,0,7.39,10.55,271.21,23.02,22.06,23.02,0,17.27,27.25,42,0,0,190.26,26.87,0.78,86.52,63.42,0,24.67,33.33,64.67,0,0,0,0,0

24,05:45-06:00,100.01,0,0,0,0,33.33,0,6.4,0,0,22.92,65.34,0,259.56,0,91.21,3.67,0,1.21,0.92,0,7.39,10.55,271.21,23.02,22.06,23.02,0,17.27,26.24,42,0,0,190.26,22.92,0.78,86.52,63.42,0,24,33.33,65.33,0,0,0,0,0

25,06:00-06:15,100.01,0,0.54,0,0,33.33,0,6.4,0,0,16.98,62.34,0,259.56,0.86,99.67,3.67,0,1.21,0.92,0,7.39,10.55,271.21,36.45,22.06,36.45,0,28.78,26.24,42,0,0,0,16.98,0.78,86.52,0,0,26.67,33.33,62.33,0,0,0,0,0

26,06:15-06:30,100.01,0,3.52,0,0,33.33,0,6.4,0,0,16.98,61.34,0,259.56,3.45,114.72,3.67,0,1.21,0.92,0,7.39,10.55,271.21,36.45,22.06,36.45,0,28.78,26.24,42,0,0,0,16.98,0.78,86.52,0,0,26.33,33.33,61.33,0,0,0,0,0

27,06:30-06:45,100.01,0,7.97,1,0,33.33,0,6.4,0,0,32,60.34,0,259.56,7.74,114.72,3.67,0,1.21,0.92,0,7.39,10.55,271.21,36.45,22.06,36.45,0,28.78,25.74,42,0,0,0,32,0.78,86.52,0,0,26.33,33.33,60.33,0,0.33,0.42,0,0

28,06:45-07:00,100.01,0,14.76,4,0,33.33,0,6.4,0,0,32,59.34,0,259.56,13.77,114.72,3.67,0,1.21,0.92,0,7.39,10.55,271.21,36.45,22.06,36.45,0,28.78,25.74,42,0,0,0,32,0.78,86.52,0,0,26,33.33,59.33,0,3.66,0.42,0,0

29,07:00-07:15,80.51,1,26.22,10,0,26.83,5,6.4,1,0.19,31.43,56.66,0,259.56,22.52,114.72,3.67,0,1.21,0.92,0,7.39,10.55,271.21,36.45,22.06,36.45,0,28.78,25.74,0,0,0,0,31.43,0.78,86.52,0,0,20,26.83,56.67,10,10.42,0.19,0.97,2

30,07:15-07:30,79.5,4,32.4,14.99,1,26.5,5,6.4,3,1.43,31.43,53.34,0,259.56,32.4,114.72,3.67,0,1.21,0.92,0.3,7.39,10.55,271.21,36.45,22.06,36.45,0.23,28.78,25.74,0,0,0,0,31.43,0.78,86.52,0,0.3,19.33,26.5,53.33,10,17.96,0.89,7.14,5

31,07:30-07:45,78,7,31,24,3,26,6,6.4,5,3.71,31.43,49.34,0,259.56,31,114.72,3.67,0,1.21,0.92,1.18,7.39,10.55,271.21,36.45,22.06,36.45,0.92,28.78,25.74,0,0,0,0,31.43,0.78,86.52,0,1.18,18.33,26,49.33,13,26.96,4.67,18.54,8

32,07:45-08:00,76.99,18,28.67,28.66,7,25.67,9,6.4,7,6.96,31.43,45.34,0,259.56,28.67,114.72,3.67,0,1.21,0.92,2.46,7.39,10.55,271.21,36.45,22.06,36.45,1.9,28.78,25.74,0,0,0,0,31.43,0.78,86.52,0,2.46,17.33,25.67,45.33,19,38.26,10.2,34.8,13

33,08:00-08:15,66,32,31.23,31.24,13,22,13,6.4,12,11.19,1.96,34.66,0,259.56,31.23,114.72,3.58,0,1.21,0.92,3.91,7.39,10.55,271.21,36.45,22.06,36.45,3.02,28.78,25.74,0,0,0,0,32,0.78,86.52,0,3.91,11.67,22,34.67,27,51.11,17.84,55.94,21

34,08:15-08:30,61.99,49,31.57,31.56,21,20.67,17,6.4,17,15.73,25.56,31,0,259.56,31.57,114.72,3.58,0,1.21,0.92,5.34,7.39,10.55,271.21,36.45,22.06,36.45,4.13,28.78,25.74,0,0,0,0,32,0.78,86.52,0,5.34,11,20.67,31,35,64.57,27.11,78.66,29

35,08:30-08:45,57.49,70,32.67,32.66,30,19.17,22,6.4,22,20.32,25.56,48.34,0,259.56,32.67,106.25,3.58,0,1.21,0.92,6.87,7.39,10.55,271.21,36.45,22.06,36.45,5.3,28.78,25.74,0,0,0,0,32,0.78,86.52,0,6.87,10.67,19.17,48.33,45,77.55,36.46,101.61,39

36,08:45-09:00,52.99,91,32.67,32.66,39,17.67,26,6.4,26,24.84,25.56,43.34,0,259.56,32.67,97.79,3.58,0,1.21,0.92,8.43,7.39,10.55,271.21,36.45,22.06,36.45,6.52,28.78,25.24,0,0,0,0,32,0.78,86.52,0,8.43,10.33,17.67,43.33,52,82.37,41.54,124.22,46

37,09:00-09:15,55.99,109,32.67,32.66,46,18.67,30,6.4,30,29.22,25.65,46.66,0,259.56,32.67,89.33,3.58,0,1.21,0.92,9.93,5.76,8.63,271.21,23.02,22.06,23.02,7.67,17.27,24.73,0,0,0,0,32,0.78,86.52,0,9.93,10.33,18.67,46.67,60,104.46,54.16,146.09,57

38,09:15-09:30,55.01,126,32.67,32.66,54,18.33,33,6.4,33,33.49,25.65,43.34,0,224.38,32.67,69.95,3.58,0,1.21,0.92,11.29,5.76,8.63,271.21,23.02,22.06,23.02,8.72,17.27,24.73,0,0,0,0,32,0.78,86.52,0,11.29,10.33,18.33,43.33,67,113.56,62.89,167.43,64

39,09:30-09:45,52.5,140,32.67,32.66,60,17.5,37,6.4,39,38.9,25.65,45,0,224.38,32.67,69.95,3.58,0,1.21,0.92,12.53,5.76,8.63,271.21,23.02,22.06,23.02,9.68,17.27,24.22,0,0,0,0,32,0.78,76.05,0,12.53,10,17.5,45,73,121.68,74.39,194.51,78

40,09:45-10:00,49.99,158,32.67,32.66,67,16.67,40,6.4,41,42.74,25.65,44.34,0,224.38,32.67,69.95,3.58,0,1.21,0.92,13.61,5.76,8.63,271.21,23.02,22.06,23.02,10.51,17.27,23.21,0,0,0,0,32,0.78,76.05,0,13.61,9.67,16.67,44.33,80,129.03,82.18,213.7,83

41,10:00-10:15,57.49,175,32.67,32.66,75,19.17,43,6.4,43,46.05,26.87,43.34,0,193.46,32.67,69.95,3.58,0,1.26,0.92,14.7,5.76,8.63,271.21,23.02,22.06,23.02,11.35,17.27,23.21,0,0,0,0,26.87,0.78,76.05,0,14.7,8.33,19.17,43.33,87,134.84,89.05,230.24,89

42,10:15-10:30,55.01,182,32.67,32.66,78,18.33,47,6.4,45,48.76,26.87,41.66,0,164.69,32.67,69.95,3.58,0,1.26,0.92,15.56,5.76,8.63,271.21,23.02,22.06,23.02,12.02,17.27,22.7,0,0,0,0,26.87,0.78,76.05,0,15.56,9,18.33,41.67,93,143.8,95.81,243.81,91

43,10:30-10:45,52.5,193,32.67,32.66,82,17.5,48,6.4,47,49.17,26.87,31.66,0,134.29,32.67,69.95,3.58,0,1.26,0.92,16.31,5.76,8.63,271.21,23.02,22.06,23.02,12.61,17.27,21.7,0,0,0,0,26.87,0.85,39.33,0,16.31,9.67,17.5,31.67,97,150.15,100,245.83,93

44,10:45-11:00,51,203,32.67,32.66,87,17,50,6.4,48,49.17,26.87,31.66,0,134.29,32.67,69.95,3.58,0,1.26,0.92,17.01,5.76,8.63,271.21,23.02,22.06,23.02,13.14,17.27,21.7,0,0,0,0,26.87,0.85,39.33,0,17.01,10.67,17,31.67,100,156,100,245.83,93

45,11:00-11:15,47.51,210,32.67,32.66,90,15.83,50,6.4,49,49.17,26.87,27.66,0,134.29,32.67,69.95,3.49,0,1.26,0.92,17.6,5.76,8.63,271.21,23.02,22.06,23.02,13.6,17.27,21.7,0,0,0,0,26.87,0.85,39.33,0,17.6,8.33,15.83,27.67,100,161.32,100,245.83,95

46,11:15-11:30,42.49,210,32.67,32.66,90,14.17,50,6.4,49,49.17,26.87,27,0,134.29,32.67,69.95,3.49,0,1.26,0.92,17.86,5.76,8.63,271.21,23.02,22.06,23.02,13.8,17.27,21.2,0,0,0,0,26.87,0.85,39.33,0,17.86,8.33,14.17,27,100,161.32,100,245.83,96

47,11:30-11:45,37.5,210,32.67,32.66,90,12.5,50,6.4,49,49.17,26.87,23.34,0,134.29,32.67,69.95,3.49,0,1.26,0.92,17.86,5.76,8.63,271.21,23.02,22.06,23.02,13.8,17.27,21.2,0,0,0,0,26.87,0.85,39.33,0,17.86,12.67,12.5,23.33,100,161.32,100,245.83,96

48,11:45-12:00,34.99,210,32.67,32.66,90,11.67,50,6.4,50,49.17,26.87,22.66,0,134.29,32.67,69.95,3.49,0,1.26,0.92,17.86,5.76,8.63,271.21,23.02,22.06,23.02,13.8,17.27,21.2,0,0,0,0,26.87,0.85,39.33,0,17.86,13.33,11.67,22.67,100,151.12,100,245.83,96

49,12:00-12:15,34.5,210,32.67,32.66,90,11.5,50,6.4,50,49.17,26.87,22,0,134.29,32.67,69.95,3.49,0,1.26,0.96,17.86,5.76,8.63,271.21,23.02,22.06,23.02,13.8,17.27,21.2,0,0,0,0,26.87,0.85,39.33,0,17.86,15,11.5,22,100,151.41,100,245.83,96

50,12:15-12:30,34.01,210,32.67,32.66,90,11.33,50,6.4,50,49.17,26.87,21.34,0,134.29,32.67,69.95,3.49,0,1.26,0.96,17.86,5.76,8.63,230.21,23.02,22.06,23.02,13.8,17.27,21.2,0,0,0,0,26.87,0.85,39.33,0,17.86,15,11.33,21.33,100,151.8,100,245.83,96

51,12:30-12:45,33.49,210,32.67,32.66,90,11.17,50,6.4,50,49.17,26.87,23.34,0,134.29,32.67,69.95,3.49,0,1.26,0.96,17.86,5.76,8.63,191.84,23.02,22.06,23.02,13.8,17.27,21.2,0,0,0,0,26.87,0.85,39.33,0,17.86,15,11.17,23.33,100,151.99,100,245.83,96

52,12:45-13:00,33,210,32.67,32.66,90,11,50,6.4,50,49.17,26.87,22.66,0,134.29,32.67,69.95,3.49,0,1.26,0.96,17.86,5.76,8.63,149.17,23.02,22.06,23.02,13.8,17.27,21.2,0,0,0,0,26.87,0.85,39.33,0,17.86,15.67,11,22.67,100,151.8,100,245.83,96

53,13:00-13:15,32.51,210,32.67,32.66,90,10.83,50,6.4,50,49.17,26.87,23,0,134.29,32.67,69.95,3.4,0,1.3,1,17.86,5.76,8.63,149.17,23.02,22.06,23.02,13.8,17.27,21.2,0,0,0,0,26.87,0.85,39.33,0,17.86,16.33,10.83,23,100,151.61,100,245.83,96

54,13:15-13:30,32.51,210,32.67,32.66,90,10.83,50,6.4,50,49.17,26.87,23,0,134.29,32.67,69.95,3.4,0,1.3,1,17.86,5.76,8.63,149.17,23.02,22.06,23.02,13.8,17.27,21.2,0,0,0,0,26.87,0.85,39.33,0,17.86,17,10.83,23,100,151.12,100,245.83,96

55,13:30-13:45,42.49,210,32.67,32.66,90,14.17,50,6.4,50,49.17,26.87,22.66,0,134.29,32.67,69.95,3.4,0,1.3,1,17.86,5.76,8.63,149.17,23.02,22.06,23.02,13.8,17.27,21.2,0,0,0,0,26.87,0.85,39.33,0,17.86,18.33,14.17,22.67,100,150.44,100,245.83,96

56,13:45-14:00,42.49,210,32.67,32.66,90,14.17,50,6.6,49,49.17,26.87,22.66,0,134.29,32.67,69.95,3.4,0,1.3,1,17.86,5.76,8.63,149.17,23.02,22.06,23.02,13.8,17.27,21.2,0,0,0,0,26.87,0.85,39.33,0,17.86,18.33,14.17,22.67,100,149.46,100,245.83,96

57,14:00-14:15,42.49,207,32.67,32.66,88,14.17,50,6.8,48,49.17,26.87,34.34,0,134.29,32.67,69.95,3.4,0,1.35,1,17.86,5.76,8.63,149.17,23.02,22.06,23.02,13.8,17.27,21.2,0,0,0,0,26.87,0.85,39.33,0,17.86,18.33,14.17,34.33,100,147.32,100,245.83,95

58,14:15-14:30,42.49,207,32.67,32.66,88,14.17,50,7,47,49.17,26.87,35,0,134.29,32.67,69.95,3.4,0,1.35,1,17.55,5.76,8.63,149.17,23.02,22.06,23.02,13.56,17.27,21.2,0,0,0,0,26.87,0.85,39.33,0,17.55,18.33,14.17,35,100,144.5,100,245.83,94

59,14:30-14:45,42.49,207,32.67,32.66,88,14.17,49,7.6,45,49.17,26.87,35.66,0,134.29,32.67,69.95,3.4,0,1.35,1,17.15,5.76,8.63,149.17,23.02,22.06,23.02,13.26,17.27,21.2,0,0,0,0,26.87,0.85,39.33,0,17.15,18.33,14.17,35.67,99,139.14,100,245.83,93

60,14:45-15:00,43.99,203,32.67,32.66,87,14.67,48,8,44,49.17,26.87,35.66,0,134.29,32.67,69.95,3.4,0,1.35,1,16.08,5.76,8.63,191.84,23.02,22.06,23.02,12.43,17.27,21.2,0,0,0,0,26.87,0.85,39.33,0,16.08,18.33,14.67,35.67,97,132.03,100,245.83,92

61,15:00-15:15,43.01,193,32.67,32.66,82,14.33,46,9,43,49.17,26.87,50.66,0,134.29,32.67,69.95,3.4,0,1.35,1,15.4,5.76,8.63,230.21,23.02,22.06,23.02,11.9,17.27,21.2,0,0,0,0,26.87,0.85,39.33,0,15.4,18.33,14.33,50.67,92,125.8,100,245.83,91

62,15:15-15:30,41.51,182,32.67,32.66,78,13.83,44,10.2,42,47.91,26.87,50,0,134.29,32.67,69.95,3.4,0,1.35,1,14.58,5.76,8.63,271.21,23.02,22.06,23.02,11.27,17.27,21.7,0,0,0,0,26.87,0.85,39.33,0,14.58,18.33,13.83,50,89,118.5,99.42,239.54,89

63,15:30-15:45,40.01,168,32.67,32.66,72,13.33,42,11.21,39,44.95,26.87,48,0,134.29,32.67,69.95,3.4,0,1.35,1,13.67,5.76,8.63,271.21,23.02,22.06,23.02,10.56,17.27,22.7,0,0,0,0,26.87,0.85,39.33,0,13.67,18.33,13.33,48,83,110.61,92.31,224.78,83

64,15:45-16:00,38.51,154,32.67,32.66,66,12.83,38,11.81,36,41.86,26.87,46.34,0,134.29,32.67,69.95,3.4,0,1.35,1,12.62,5.76,8.63,271.21,23.02,22.06,23.02,9.75,17.27,23.21,0,0,0,0,26.87,0.85,39.33,0,12.62,18.33,12.83,46.33,77,101.65,86.62,209.3,78

65,16:00-16:15,57.49,140,32.67,32.66,60,19.17,35,7,33,38.07,26.87,42.34,0,134.29,32.67,69.95,3.49,0,1.44,1.07,11.53,5.76,8.63,271.21,23.02,22.06,23.02,8.9,17.27,23.72,0,0,0,0,26.87,0.85,39.33,0,11.53,18,19.17,42.33,70,91.43,79.49,190.34,73

66,16:15-16:30,55.01,126,32.67,32.66,54,18.33,31,7,30,34.22,26.87,39.34,0,134.29,32.67,69.95,3.49,0,1.44,1.07,10.28,5.76,8.63,271.21,23.02,22.06,23.02,7.95,17.27,23.72,0,0,0,0,26.87,0.85,39.33,0,10.28,17.67,18.33,39.33,62,79.94,71.17,171.1,65

67,16:30-16:45,52.5,112,32.67,32.66,48,17.5,28,7,26,30.12,26.87,36.66,0,134.29,32.67,69.95,3.49,0,1.44,1.07,8.99,5.76,8.63,271.21,23.02,22.06,23.02,6.94,17.27,24.22,0,0,0,0,26.87,0.85,49.79,0,8.99,17,17.5,36.67,55,69.33,64.41,150.6,56

68,16:45-17:00,49.99,95,32.67,32.66,40,16.67,23,7,21,25.85,26.87,36.66,0,199.87,32.67,69.95,3.49,0,1.44,1.07,7.61,5.76,8.63,271.21,23.02,22.06,23.02,5.88,17.27,24.73,0,0,0,0,26.87,0.85,62.9,0,7.61,16.33,16.67,36.67,47,57.45,56.67,129.23,49

69,17:00-17:15,45,77,32.67,32.67,33,15,18,7,16,21.54,26.87,35.66,0,199.87,32.66,69.95,3.58,0,1.49,1.07,6.15,5.76,8.63,271.21,34.53,22.06,34.53,4.75,17.27,25.74,0,100,0,0,26.87,0.85,86.52,0,6.15,15.33,15,35.67,37,44.4,47.41,107.68,39

70,17:15-17:30,40.01,56,25.85,18,24,13.33,13,7,12,17.03,26.87,35.34,0,259.56,20,69.95,3.58,0,1.49,1.07,4.63,5.76,8.63,271.21,34.53,22.06,34.53,3.57,17.27,26.24,0,100,0,0,26.87,0.85,86.52,0,4.63,14.33,13.33,35.33,27,33.2,38.78,85.13,32

71,17:30-17:45,62.51,39,15.51,8,16,20.83,8,7,8,12.81,26.87,23,0,259.56,10,65.82,3.58,0,1.49,1.07,3.22,5.76,8.63,271.21,34.53,22.06,34.53,2.48,17.27,27.25,0,100,0,0,26.87,0.85,86.52,0,3.22,21.67,20.83,23,16,22.49,29.38,64.06,22

72,17:45-18:00,60,21,6.48,1,9,20,5,7,5,8.66,26.87,20,0,259.56,5.08,74.28,3.58,0,1.49,1.07,1.9,5.76,8.63,271.21,34.53,22.06,34.53,1.47,17.27,27.76,0,100,0,0,26.87,0.85,86.52,0,1.9,21,20,20,10,12.56,20.71,43.28,13

73,18:00-18:15,41.51,11,0,0,4,13.83,2,7,3,5.17,21.78,20,100,259.56,0,82.75,3.67,0,1.49,1.07,0.94,7.39,10.55,271.21,36.45,22.06,36.45,0.73,28.78,28.26,0,100,0,0,32,0.93,86.52,0,0.94,19.33,13.83,20,4,5.36,12.62,25.88,8

74,18:15-18:30,37.5,4,0,0,1,12.5,1,7,1,2.39,9.17,20,100,259.56,0,91.21,3.67,0,1.49,1.07,0.29,7.39,10.55,271.21,36.45,22.06,36.45,0.22,28.78,28.77,0,100,0,0,32,0.93,86.52,0,0.29,17,12.5,20,1,1.17,7.25,11.96,5

