Column1,Time,GNA/SR/2025/02/01/7432,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/SR/2025/02/01/6460,WR/01102023/29112042/L_NR_2019_05,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/24112044/L_NR_2020_07,WR/01102023/31032046/L_NR_2020_05,WR/01102023/01102023/L_NR_2022_09,NR/26072023/31072042/L_NR_2023_07,NR/22102023/11042047/L_NR_2021_17,NR/26072023/25122043/L_NR_2023_10,GNARE/NR/2024/12/20/3668,NR/01102023/25072045/L_NR_2021_15,WR/01102023/30052048/L_NR_2022_10,NR/01102023/02122045/L_NR_2021_13,NR/01102023/13082046/L_NR_2021_12,WR/01102023/16072048/L_NR_2022_08,L_NR_2019_19,NR/01102023/08032047/L_NR_2021_14,NR/22102023/11042047/L_NR_2021_16,WR/01102023/01102023/L_NR_2020_06,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/NR/2025/02/01/2143,GNA/NR/2025/02/01/4863,GNA/NR/2025/02/01/2594,NR/01102023/30042040/GNA_LT_36,GNA/NR/2025/02/01/9969,NR/01102023/31052040/LT-31,GNA/NR/2025/02/01/5886,NR/01102023/19072037/LT-05,NR/01102023/06022042/L_NR_2012_02,NR/01102023/31102037/L_NR_2019_11,GNA/WR/2024/11/01/4200,NR/01102023/30042040/GNA_LT_35,NR/30092023/31122025/SH-07,GNA/WR/2025/01/01/9606,NR/01102023/06022042/L_NR_2012_07,NR/01102023/15082037/GNA_NR_2012_01,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/30092023/26122029/SH-06,NR/01102023/05012040/L_NR_2020_02,GNARE/SR/2025/01/13/4532,GNA/WR/2025/01/01/8625,NR/01102023/22052037/LT-59
28,06:45-07:00,0,1.29,75,6,1.45,1,21,63,46.67,0,0,0,0,0,46.67,0,0,10.67,0,0,0,21,0,36.55,8.66,36.55,0,36.55,0,8.66,115.05,261.13,0.92,0,0,3.58,0,86.75,100.2,271.95,32,1.25,6,0,0

29,07:00-07:15,0,1.29,75,13.64,5.77,3,20.67,61.99,45.67,1,5,0,0,0,45.67,0,0,10.33,2.15,2,10,20.67,0,36.55,13.47,36.55,0,43.28,0,13.47,115.05,261.13,0.92,0,0,32,0,86.75,100.2,271.95,32,1.25,6,0,0.63

30,07:15-07:30,0,1.29,75,23.91,13.01,7,20.33,61.01,44.33,4,5,1,0.1,1,44.33,0.16,0.82,9.67,8.92,3,10,20.33,0,36.55,13.47,36.55,0,43.28,0,13.47,115.05,261.13,0.92,0,0,32,0,86.75,100.2,271.95,32,1.25,6,0,0.63

31,07:30-07:45,0,1.29,75,32.02,32.02,11,19.83,59.51,42.67,7,5,3,0.19,2,42.67,1.05,5.23,9.33,16.67,5,10,19.83,0,36.55,13.47,36.55,0.14,43.28,0.14,13.47,115.05,261.13,0.92,0,0.14,32,0,86.75,100.2,271.95,32,1.25,6,0,0.63

32,07:45-08:00,0,1.29,75,29.75,29.75,18,19.17,57.49,41,18,7,7,2.14,3,41,3.21,16.03,9,24.92,7,13,19.17,0,36.55,13.47,36.55,0.59,43.28,0.57,13.47,115.05,261.13,0.92,0,0.57,32,0,86.75,100.2,271.95,32,1.25,6,0,0.63

33,08:00-08:15,0,1.29,75,31.35,31.35,25,16.67,49.99,39.33,32,10,13,6.73,6,39.33,7.06,35.32,11,35.5,12,20,16.67,0,36.55,13.47,36.55,1.33,43.28,1.29,13.47,115.05,261.13,0.92,0,1.29,32,0,86.75,100.2,271.95,32,1.3,6,0,0.63

34,08:15-08:30,0,1.29,75,29.56,29.57,29.57,16.33,49.01,36,49,13,21,13.36,12,36,11.95,59.78,10.33,48.1,18,27,16.33,0,36.55,13.47,36.55,2.36,43.28,2.3,13.47,115.05,261.13,0.92,0,2.3,32,0,86.75,100.2,271.95,32,1.3,6.2,0,0.63

35,08:30-08:45,0,1.29,75,30.06,30.07,30.07,15.83,47.51,31.67,70,20,30,22.57,16,31.66,17.15,85.73,9.67,61.5,26,40,15.83,0,36.55,13.47,36.55,3.68,43.28,3.59,13.47,115.05,261.13,0.92,0,3.59,32,0,86.75,100.2,271.95,32,1.3,6.2,0,0

36,08:45-09:00,0,1.29,75,30.46,30.47,30.47,15.5,46.5,29.67,88,23,37,33,23,29.66,21.96,109.83,9,74.43,36,47,15.5,0,36.55,13.47,36.55,5.71,43.28,5.58,13.47,115.05,261.13,0.92,0,5.58,32,0,86.75,100.2,271.95,32,1.3,6.2,0,0

37,09:00-09:15,0,1.29,75,30.46,30.47,30.47,14.17,42.49,27.33,105,27,45,44.21,25,27.34,26.51,132.58,8.33,86.25,40,53,14.17,0,36.55,13.47,36.55,7.23,43.28,7.06,13.47,115.05,261.13,0.92,0,7.06,23.41,0,86.75,100.2,271.95,32,1.3,6.2,0,0.63

38,09:15-09:30,0,1.29,75,30.46,30.47,30.47,13.33,40.01,25,119,31,51,52.86,28,25,30.79,153.94,7.67,97.2,47,63,13.33,0,36.55,13.47,36.55,8.62,43.28,8.41,13.47,115.05,261.13,0.92,0,8.41,26.12,0,86.75,100.2,271.95,32,1.3,6.2,0,0.63

39,09:30-09:45,0,1.29,75,30.46,30.47,30.47,12.5,37.5,16.67,133,35,57,61.11,29,16.66,32.62,163.11,7,107.48,53,70,12.5,0,34.62,8.66,34.62,9.84,34.62,9.59,8.66,115.05,261.13,0,0,9.59,26.12,0,86.75,100.2,271.95,32,1.3,6.4,0,0.63

40,09:45-10:00,0,1.29,75,30.46,30.47,30.47,11.17,33.49,16,151,38,64,68.97,32,16,36.29,181.47,7,116.77,59,77,11.17,0,34.62,8.66,34.62,10.99,34.62,10.72,8.66,115.05,261.13,0,0,10.72,26.12,0,86.75,100.2,271.95,32,1.3,6.4,0,0.63

41,10:00-10:15,0,1.29,75,30.46,30.47,30.47,10.83,32.51,15,165,42,70,74,34,15,39.7,198.47,7,124.98,66,83,10.83,0,31.74,8.66,31.74,11.99,31.74,11.7,8.66,106.57,261.13,0.92,0,11.7,26.99,0,76.26,100.2,271.95,26.99,1.35,6.6,0,0.63

42,10:15-10:30,0,1.29,75,30.46,30.47,30.47,10.5,31.5,14,179,45,76,80.1,36,14,42.83,214.12,7,132.07,71,90,10.5,0,31.74,8.66,31.74,12.89,31.74,12.58,8.66,98.07,261.13,0.92,0,12.58,26.99,0,76.26,100.2,271.95,26.99,1.35,6.8,0,0.63

43,10:30-10:45,0,1.29,75,30.46,30.47,30.47,10.17,30.49,14,186,47,79,85.41,42,14,45.56,227.82,7,138.09,88,93,10.17,0,31.74,8.66,31.74,13.58,31.74,13.25,8.66,89.59,261.13,0.92,0,13.25,26.99,0,76.26,100.2,271.95,26.99,1.35,7.2,0,0

44,10:45-11:00,0,1.29,75,30.46,30.47,30.47,9.67,28.99,14,197,47,84,90.02,44,14,46.33,231.67,7,143.45,91,93,9.67,0,31.74,8.66,31.74,14.34,31.74,13.99,8.66,81.1,261.13,0.92,0,13.99,26.99,0,76.26,100.2,271.95,26.99,1.35,7.4,0,0

45,11:00-11:15,0,1.38,75,30.46,30.47,30.47,7.5,22.5,19,197,48,84,93.79,45,19,42.59,212.97,7,148.26,92,97,7.5,0,25.97,8.66,25.97,14.95,25.97,14.58,8.66,72.62,261.13,0.92,0,14.58,26.99,0,64.08,100.2,271.95,26.99,1.25,7.4,0,0.63

46,11:15-11:30,0,1.38,75,30.46,30.47,30.47,7.5,22.5,19,197,48,84,100,46,19,43.43,217.13,7,152.63,93,97,7.5,0,25.97,8.66,25.97,15.43,25.97,15.06,8.66,70.16,261.13,0.92,0,15.06,26.99,0,64.08,100.2,271.95,26.99,1.25,7.4,0,0.63

47,11:30-11:45,0,1.38,75,30.46,30.47,30.47,7.5,22.5,15,197,48,84,100,47,15,45.83,229.17,7,156.45,93,97,7.5,0,25.97,8.66,25.97,15.79,25.97,15.4,8.66,70.16,261.13,0.92,0,15.4,26.99,0,64.08,100.2,271.95,26.99,1.25,7.8,0,0.63

48,11:45-12:00,0,1.38,75,30.46,30.47,30.47,7.5,22.5,15,197,48,84,100,48,15,45.83,229.17,7,159.55,93,97,7.5,0,25.97,8.66,25.97,16.05,25.97,15.66,8.66,70.16,261.13,0.92,0,15.66,26.99,0,64.08,100.2,271.95,26.99,1.25,8.2,0,0.63

49,12:00-12:15,0,1.38,75,30.46,30.47,30.47,7.5,22.5,15,196,47,84,100,48,15,45.83,229.17,7,161.63,93,93,7.5,0,23.08,8.66,23.08,16.05,23.08,15.66,8.66,70.16,261.13,0.96,0,15.66,26.99,0,64.08,100.2,271.95,26.99,1.3,10,0,0.63

50,12:15-12:30,0,1.38,75,30.46,30.47,30.47,7.5,22.5,15,196,47,84,100,48,15,45.83,229.17,7.67,162.93,93,93,7.5,0,23.08,8.66,23.08,16.05,23.08,15.66,8.66,70.16,261.13,0.96,0,15.66,26.99,0,64.08,100.2,271.95,26.99,1.3,10,0,0.63

51,12:30-12:45,0,1.38,75,30.46,30.47,30.47,8.17,24.49,15,189,46,81,100,45,15,45.09,225.47,7.67,163.11,93,92,8.17,0,23.08,8.66,23.08,16.05,23.08,15.66,8.66,70.16,201.63,0.96,0,15.66,26.99,0,59.47,100.2,271.95,26.99,1.3,10,0,0

52,12:45-13:00,0,1.38,75,30.46,30.47,30.47,8.5,25.5,16.67,189,46,81,100,45,16.66,45.09,225.47,8,162.33,93,91,8.5,0,23.08,8.66,23.08,16.05,23.08,15.66,8.66,70.16,164.47,0.96,0,15.66,26.99,0,59.47,100.2,271.95,26.99,1.3,10,0,0

53,13:00-13:15,0,1.29,75,30.46,30.47,30.47,10.83,32.51,17.67,189,45,81,100,46,17.66,46.67,233.33,10.67,160.39,92,90,10.83,0,23.08,8.66,23.08,16.05,23.08,15.66,8.66,70.16,134.32,0.96,0,15.66,26.99,0,59.47,67.33,271.95,26.99,1.35,10,0,0.63

54,13:15-13:30,0,1.29,75,30.46,30.47,30.47,11,33,19,189,45,81,100,45,19,46.67,233.33,11,157.6,92,90,11,0,23.08,8.66,23.08,16.05,23.08,15.66,8.66,70.16,134.32,0.96,0,15.66,26.99,0,59.47,52.9,271.95,26.99,1.35,10,0,0.63

55,13:30-13:45,0,1.29,75,30.46,30.47,30.47,11,33,20.33,189,45,81,100,45,20.34,46.67,233.33,11.33,153.73,92,90,11,0,23.08,8.66,23.08,16.05,23.08,15.66,8.66,70.16,134.32,0.96,0,15.66,26.99,0,59.47,52.9,271.95,26.99,1.35,11,0,0.63

56,13:45-14:00,0,1.29,75,30.46,30.47,30.47,11.17,33.49,22,189,45,81,100,45,22,46.67,233.33,11.67,149.27,92,90,11.17,0,23.08,8.66,23.08,15.97,23.08,15.58,8.66,70.16,134.32,0.96,0,15.58,26.99,0,59.47,52.9,271.95,26.99,1.35,11,0,0.63

57,14:00-14:15,0,1.29,75,30.46,30.47,30.47,11.5,34.5,23,189,44,81,100,44,23,46.67,233.33,12.67,144.06,88,89,11.5,0,23.08,8.66,23.08,15.64,23.08,15.26,8.66,70.16,134.32,0.96,0,15.26,26.99,0,59.47,52.9,271.95,26.99,1.2,11,0,0.63

58,14:15-14:30,0,1.29,75,30.46,30.47,30.47,11.83,35.51,23.33,182,43,78,100,43,23.34,46.67,233.33,13.33,138.42,87,87,11.83,0,23.08,8.66,23.08,15.1,23.08,14.74,8.66,70.16,134.32,0.96,0,14.74,26.99,0,59.47,69.25,271.95,26.99,1.2,11.21,0,0.63

59,14:30-14:45,0,1.29,75,30.46,30.47,30.47,12.17,36.49,23.67,175,42,75,100,41,23.66,46.67,233.33,13.67,132.26,84,83,12.17,0,23.08,8.66,23.08,14.65,23.08,14.29,8.66,70.16,134.32,0.96,0,14.29,26.99,0,59.47,69.25,271.95,26.99,1.2,11.61,0,0

60,14:45-15:00,0,1.29,75,30.46,30.47,30.47,12.5,37.5,24,168,40,72,100,40,24,46.67,233.33,14,125.19,81,80,12.5,0,23.08,8.66,23.08,14.06,23.08,13.71,8.66,70.16,134.32,0.96,0,13.71,26.99,0,59.47,62.52,271.95,26.99,1.2,12.01,0,0

61,15:00-15:15,0,1.29,75,30.96,30.97,30.97,12.17,36.49,25.33,158,38,67,100,38,25.34,44.17,220.83,13.67,117,77,77,12.17,0,23.08,8.66,23.08,13.29,23.08,12.97,8.66,70.16,134.32,1,0,12.97,26.99,0,59.47,62.52,271.95,26.99,1.25,12.01,0,0.63

62,15:15-15:30,0,1.29,75,30.96,30.97,30.97,12.17,36.49,26.67,151,36,64,96.98,36,26.66,43.1,215.52,13.33,107.84,73,72,12.17,0,23.08,8.66,23.08,12.48,23.08,12.18,8.66,70.16,134.32,1,0,12.18,26.99,0,59.47,100.2,271.95,26.99,1.25,12.01,0,0.63

63,15:30-15:45,0,1.29,75,32.84,32.85,27,11.83,35.51,26.67,133,33,57,90.2,32,26.66,39.92,199.6,13,98,65,67,11.83,0,23.08,8.66,23.08,11.54,23.08,11.25,8.66,70.16,134.32,1,0,11.25,26.99,0,59.47,100.2,271.95,26.99,1.25,12.01,0,0.63

64,15:45-16:00,0,1.29,75,32.86,32.86,19,11.83,35.51,27,119,30,51,83.6,29,27,36.57,182.84,13,87.31,61,60,11.83,0,23.08,8.66,23.08,10.49,23.08,10.23,8.66,70.16,134.32,1,0,10.23,26.99,0,59.47,100.2,271.95,26.99,1.25,12.41,0,0.63

65,16:00-16:15,0,1.38,75,33,33,11,11.33,34.01,25.33,109,26,46,71.85,26,25.34,29.53,147.66,14.67,75.21,55,51,11.33,0,23.08,8.66,23.08,9.31,23.08,9.08,8.66,70.16,134.32,1,0,9.08,26.99,0,59.47,100.2,271.95,26.99,1.3,19.01,0,0.63

66,16:15-16:30,0,1.38,75,33,33,5,11.33,34.01,23.33,91,22,39,66.5,25,23.34,25.64,128.18,14.33,62.04,48,44,11.33,0,23.08,8.66,23.08,8.08,23.08,7.89,8.66,70.16,134.32,1,0,7.89,26.99,0,59.47,100.2,271.95,26.99,1.3,19.41,0,0.63

67,16:30-16:45,0,1.38,75,33,33,1,10.83,32.51,21.33,74,18,31,59.39,20,21.34,21.62,108.1,14.33,48.98,40,37,10.83,0,23.08,8.66,23.08,6.7,23.08,6.54,8.66,66.02,203.59,1,0,6.54,26.99,0,59.47,100.2,271.95,26.99,1.3,19.81,0,0

68,16:45-17:00,0,1.38,75,33,33,0,10.83,32.51,20.33,56,15,24,51.28,15,20.34,17.43,87.13,13.67,36.37,35,30,10.83,0,23.08,8.66,23.08,5.26,23.08,5.13,8.66,66.02,260.26,1,0,5.13,26.99,0,59.47,100.2,271.95,26.99,1.3,20.61,0,0

69,17:00-17:15,0,1.38,75,24.24,19.5,0,11,33,30.33,39,11,16,42.54,10,30.34,13.87,69.36,13.33,24.73,27,21,11,0,31.74,8.66,31.74,3.65,31.74,3.56,8.66,66.02,260.26,1,0,3.56,26.99,0,76.26,100.2,271.95,26.99,1.35,21.61,0,0.63

70,17:15-17:30,0,1.38,75,14.72,10.98,0,11,33,29.33,21,7,9,31.57,9,29.34,10.26,51.28,13.33,15.36,19,15,11,0,31.74,8.66,31.74,2.53,31.74,2.47,8.66,66.02,260.26,1,0,2.47,26.99,0,86.75,100.2,271.95,26.99,1.35,22.01,0,0.63

71,17:30-17:45,0,1.38,75,7.63,0,0,11.33,34.01,38.67,11,3,4,19.55,3,38.66,7.31,36.55,13.67,8.89,12,7,11.33,0,34.62,8.66,34.62,1.62,34.62,1.59,8.66,82.96,260.26,1,0,1.59,26.12,0,86.75,100.2,271.95,32,1.35,23.41,0,0.63

72,17:45-18:00,0,1.38,75,2.61,0,0,11.33,34.01,37.33,7,2,3,13.9,2,37.34,4.37,21.82,14,4.2,8,3,11.33,0,36.55,8.66,36.55,0.92,43.28,0.89,8.66,115.05,260.26,1,0,0.89,12.6,0,86.75,100.2,271.95,32,1.35,22.41,0,0.63

73,18:00-18:15,0,1.38,75,0,0,0,14.17,42.49,35,4,0,1,5.15,1,35,1.82,9.07,15,0.74,5,1,14.17,0,36.55,13.47,36.55,0.4,43.28,0.39,13.47,115.05,260.26,1,50,0.39,31.41,200,86.75,100.2,271.95,31.41,1.35,21.41,0,0.63

74,18:15-18:30,0,1.38,75,0,0,0,14,42,35,1,0,0,1.85,1,35,0.67,3.37,14.67,0,2,0,14,0,36.55,13.47,36.55,0.11,43.28,0.1,13.47,115.05,260.26,1,50,0.1,31,200,86.75,100.2,271.95,31,1.35,20.41,0,0.63

75,18:30-18:45,50,1.38,75,0,0,0,13.5,40.5,35.67,0,0,0,0.19,0,35.66,0.1,0.49,14.67,0,0,0,13.5,0,36.55,13.47,36.55,0,43.28,0,13.47,115.05,260.26,1,50,0,31,200,86.75,100.2,271.95,31,1.35,20.01,0,0

76,18:45-19:00,50,1.38,75,0,0,0,13.33,40.01,37,0,0,0,0,0,37,0,0,15,0,0,0,13.33,0,36.55,13.47,36.55,0,43.28,0,13.47,115.05,260.26,1,50,0,31,200,86.75,100.2,271.95,31,1.35,19.61,0,0

77,19:00-19:15,50,1.38,75,0,0,0,17.5,52.5,39,0,0,0,0,0,39,0,0,18.33,0,0,0,17.5,0,36.55,13.47,36.55,0,43.28,0,13.47,115.05,260.26,0.96,50,0,31,200,86.75,100.2,271.95,31,1.35,19.21,0,0.63

78,19:15-19:30,50,1.38,75,0,0,0,17,51,40.67,0,0,0,0,0,40.66,0,0,17.67,0,0,0,17,0,36.55,13.47,36.55,0,43.28,0,13.47,115.05,260.26,0.96,50,0,31,200,86.75,100.2,271.95,31,1.35,18.81,0,0.63

79,19:30-19:45,50,1.38,75,0,0,0,19.17,57.49,42.33,0,0,0,0,0,42.34,0,0,16.67,0,0,0,19.17,0,33.66,13.47,33.66,0,33.66,0,13.47,115.05,260.26,0.96,50,0,32,200,86.75,100.2,271.95,32,1.35,18.21,0,0.63

80,19:45-20:00,50,1.38,75,0,0,0,19.17,57.49,44.33,0,0,0,0,0,44.34,0,0,16.67,0,0,0,19.17,0,33.66,13.47,33.66,0,33.66,0,13.47,106.57,260.26,0.96,50,0,32,200,86.75,100.2,271.95,32,1.35,17.81,0,0.63

