Block,Time Block,DHAULIGNGA,DULHASTI,FSTPP I & II,KHSTPP-I,KKNP,KISHANGANGA,KGSU3AND4,KKNPPU2,KHSTPP-II,UNCHAHAR1,ANTA_CRF,UNCHAHAR4,VALLURNTECL,AURY_CRF,TEHRIPSP,URI2,UNCHAHAR3,ANTA_LF,TelanganaSTPP,UNCHAHAR2,ANTA_GF,ANTA_RF,URI,AURY_GF,DADRI_CRF,DADRI_RF,AURY_RF,DADRI_LF,AURY_LF,DADRI_GF,KUDGI,TEHRI,JHAJJAR,KGSU1AND2,KOLDAM,KOTESHWR,NTPL,PARBATI3,SASAN,RIHAND1,PARBATI2,RAPPB,SIMHST1,RSTPSU1TO6,SIMHST2,RAPPD,RSTPSU7,SINGRAULI,SALAL,SEWA2,SINGRAULI_HYDRO,RAMPUR,RIHAND3,RAPPC,RIHAND2,TANDA2,TALST2,TANAKPUR,TALA,NJPC,NLCIIST1,NNTPP,NLCIIST2,NLCTS2EXP,NAPP,NLCEXP,MAPS,DADRT2,BRBCL,BSIUL,CHAMERA3,CHAMERA2,CHAMERA1,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
11,02:30-02:45,42.42,56.27,16.95,43.75,0,8.43,0,0,143.47,14.71,0,1.93,0,0,0,35.8,19.27,0,0,31.48,0,0,44.33,0,0,0,0,0,0,0,0,38.27,122.92,0,10.3,10.1,0,57.25,331.93,84.07,56.16,0,0,0,0,24.9,0,145.93,82.63,0,1.13,6.81,125.34,66.49,119.59,3.74,0,11.77,29.29,175.25,0,0,0,0,24.34,0,0,82.37,14.15,12.61,33.95,47.31,40.78,0,0,0,0,0

12,02:45-03:00,42.42,56.27,16.95,43.75,0,8.43,0,0,143.47,10.56,0,1.93,0,0,0,35.8,13.98,0,0,23.4,0,0,44.33,0,0,0,0,0,0,0,0,38.27,114.19,0,10.3,10.1,0,57.25,331.93,84.07,56.16,0,0,0,0,24.9,0,145.93,82.63,0,1.13,6.81,125.34,66.49,119.59,3.74,0,11.77,29.29,175.25,0,0,0,0,24.34,0,0,4.98,16.51,12.61,33.95,47.31,40.78,0,0,0,0,0

13,03:00-03:15,42.42,56.27,14.17,40,0,8.43,0,0,143.47,10.56,0,1.22,0,0,0,35.8,13.98,0,0,23.4,0,0,45.39,0,0,0,0,0,0,0,0,38.27,114.19,0,10.3,10.1,0,57.25,331.93,84.07,56.16,0,0,0,0,24.9,0,145.93,78.69,0,1.13,6.81,125.34,66.49,119.59,3.74,0,11.77,29.29,175.25,0,0,0,0,24.34,0,0,4.98,17.71,12.61,33.95,47.31,40.78,0,0,0,0,0

14,03:15-03:30,42.42,56.27,14.17,38.07,0,8.43,0,0,143.47,10.56,0,1.22,0,0,0,35.8,13.98,0,0,23.4,0,0,45.39,0,0,0,0,0,0,0,0,38.27,114.19,0,10.3,10.1,0,57.25,331.93,84.07,56.16,0,0,0,0,24.9,0,145.93,78.69,0,1.13,6.81,125.34,66.49,119.59,3.74,0,8.67,29.29,175.25,0,0,0,0,24.34,0,0,4.98,17.84,12.61,33.95,47.31,40.78,0,0,0,0,0

15,03:30-03:45,42.42,56.27,14.17,38.07,0,8.43,0,0,143.47,10.56,0,1.22,0,0,0,34.26,13.98,0,0,23.4,0,0,45.39,0,0,0,0,0,0,0,0,38.27,114.19,0,10.3,10.1,0,57.25,331.93,84.07,56.16,0,0,0,0,24.9,0,145.93,78.69,0,1.13,6.81,125.34,66.49,119.59,3.74,0,8.67,29.33,175.25,0,0,0,0,24.34,0,0,4.98,17.12,12.61,33.95,47.31,40.78,0,0,0,0,0

16,03:45-04:00,42.42,56.27,14.17,38.07,0,8.43,0,0,143.47,10.56,0,1.22,0,0,0,34.26,13.98,0,0,23.4,0,0,45.39,0,0,0,0,0,0,0,0,38.27,114.19,0,10.3,10.1,0,57.25,331.93,84.07,56.16,0,0,0,0,24.9,0,145.93,78.69,0,1.13,6.81,125.34,66.49,119.59,3.74,0,8.67,29.33,175.25,0,0,0,0,24.34,0,0,4.98,17.96,12.61,33.95,47.31,40.78,0,0,0,0,0

17,04:00-04:15,42.42,56.27,16.95,43.75,0,8.43,0,0,143.47,13.4,0,1.22,0,0,0,34.26,17.59,0,0,28.48,0,0,45.39,0,0,0,0,0,0,0,0,38.27,114.19,0,10.3,10.1,0,57.25,331.93,84.07,56.16,0,0,0,0,24.9,0,145.93,78.69,0,1.13,6.81,125.34,66.49,119.59,3.74,0,11.77,29.33,175.25,0,0,0,0,24.34,0,0,4.98,19.28,12.61,33.95,47.31,40.78,0,0,0,0,0

18,04:15-04:30,42.42,56.27,16.95,43.75,0,8.43,0,0,143.47,13.4,0,1.22,0,0,0,34.26,17.59,0,0,28.48,0,0,45.39,0,0,0,0,0,0,0,0,38.27,114.19,0,10.3,10.1,0,57.25,331.93,84.07,56.16,0,0,0,0,24.9,0,145.93,78.69,0,1.13,6.81,125.34,66.49,119.59,3.74,0,11.77,29.18,175.25,0,0,0,0,24.34,0,0,4.98,18.01,12.61,33.95,47.31,40.78,0,0,0,0,0

19,04:30-04:45,42.42,56.27,12.97,34.16,0,8.43,0,0,143.47,12.04,0,1.22,0,0,0,34.26,13.98,0,0,23.4,0,0,45.92,0,0,0,0,0,0,0,0,38.27,114.19,0,10.3,10.1,0,57.25,331.93,84.07,56.16,0,0,0,0,24.9,0,145.93,78.69,0,1.13,6.81,125.34,66.49,119.59,1.88,0,11.77,28.98,175.25,0,0,0,0,24.34,0,0,4.98,21.87,12.61,33.95,47.31,40.78,0,0,0,0,0

20,04:45-05:00,42.42,56.27,12.97,32.57,0,8.43,0,0,115.29,10.56,0,1.22,0,0,0,34.26,13.98,0,0,23.4,0,0,45.92,0,0,0,0,0,0,0,0,38.27,114.19,0,10.3,10.1,0,57.25,331.93,84.07,56.16,0,0,0,0,24.9,0,145.93,78.69,0,1.13,6.81,125.34,66.49,119.59,1.88,0,11.77,28.81,175.25,0,0,0,0,24.34,0,0,4.98,19.59,12.61,33.95,47.31,40.78,0,0,0,0,0

21,05:00-05:15,42.42,56.27,12.97,32.57,0,8.43,0,0,115.29,13.4,0,1.22,0,0,0,34.26,13.98,0,0,23.4,0,0,45.92,0,0,0,0,0,0,0,0,38.27,114.19,0,10.3,10.1,0,57.25,331.93,84.07,56.16,0,0,0,0,24.9,0,130.19,78.69,0,1.13,6.81,125.34,66.49,119.59,1.88,0,8.67,29.47,175.25,0,0,0,0,24.34,0,0,4.98,23.16,12.61,33.95,47.31,40.78,0,0,0,0,0

22,05:15-05:30,42.42,56.27,12.97,32.57,0,8.43,0,0,115.29,10.56,0,1.22,0,0,0,34.26,13.98,0,0,23.4,0,0,45.92,0,0,0,0,0,0,0,0,38.27,114.19,0,10.3,10.1,0,57.25,331.93,84.07,56.16,0,0,0,0,24.9,0,130.19,78.69,0,1.13,6.81,125.34,66.49,119.59,1.88,0,8.67,29.23,175.25,0,0,0,0,24.34,0,0,4.98,22.73,12.61,33.95,47.31,40.78,0,0,0,0,0

23,05:30-05:45,42.42,56.27,12.97,32.57,0,8.43,0,0,115.29,10.56,0,1.22,0,0,0,34.26,13.98,0,0,23.4,0,0,46.45,0,0,0,0,0,0,0,0,38.27,114.19,0,10.3,10.1,0,57.25,331.93,84.07,56.16,0,0,0,0,24.9,0,130.19,78.69,0,1.13,6.81,125.34,66.49,119.59,1.88,0,8.67,27.87,175.25,0,0,0,0,24.34,0,0,4.98,24.18,12.61,33.95,47.31,40.78,0,0,0,0,0

24,05:45-06:00,42.42,56.27,10.2,26.75,0,8.43,0,0,115.29,10.56,0,1.22,0,0,0,34.26,13.98,0,0,23.4,0,0,46.45,0,0,0,0,0,0,0,0,28.71,114.19,0,10.3,10.1,0,57.25,331.93,60.62,56.16,0,0,0,0,24.9,0,130.19,78.69,0,1.13,6.81,125.34,66.49,119.59,1.88,0,8.67,27.75,175.25,0,0,0,0,24.34,0,0,4.98,21.47,12.61,33.95,47.31,40.78,0,0,0,0,0

25,06:00-06:15,42.42,56.27,10.2,26.97,0,8.43,0,0,115.29,10.56,0,1.22,0,0,0,34.26,13.98,0,0,23.4,0,0,46.45,0,0,0,0,0,0,0,0,19.14,114.19,0,10.3,10.1,0,57.25,331.93,80.96,56.16,0,0,0,0,24.9,0,130.19,78.69,0,1.13,6.81,125.34,66.49,119.59,1.88,0,9.92,27.75,175.25,0,0,0,0,24.34,0,0,4.98,19.5,12.61,33.95,47.31,40.78,0,0,0,0,0

26,06:15-06:30,42.42,56.27,10.2,26.97,0,8.43,0,0,115.29,10.56,0,1.22,0,0,0,34.26,13.98,0,0,23.4,0,0,46.45,0,0,0,0,0,0,0,0,9.57,114.19,0,10.3,10.1,0,57.25,331.93,84.07,56.16,0,0,0,0,24.9,0,130.19,78.69,0,1.13,6.81,125.34,66.49,119.59,1.88,0,9.92,27.75,175.25,0,0,0,0,24.34,0,0,4.98,24.18,12.61,33.95,47.31,40.78,0,0,0,0,0

27,06:30-06:45,42.42,56.27,10.2,26.97,0,8.43,0,0,115.29,10.56,0,1.22,0,0,0,34.26,13.98,0,0,23.4,0,0,46.99,0,0,0,0,0,0,0,0,0,114.19,0,10.3,10.1,0,57.25,331.93,71.06,56.16,0,0,0,0,24.9,0,130.19,78.69,0,1.13,6.81,125.34,66.49,119.59,1.88,0,9.92,28.88,175.25,0,0,0,0,24.34,0,0,4.98,24.18,12.61,33.95,47.31,40.78,0,0,0,0,0

28,06:45-07:00,42.42,56.27,10.2,26.97,0,8.43,0,0,115.29,10.56,0,1.22,0,0,0,34.26,13.98,0,0,23.4,0,0,46.99,0,0,0,0,0,0,0,0,0,114.19,0,10.3,10.1,0,57.25,331.93,60.62,56.16,0,0,0,0,24.9,0,130.19,78.69,0,1.13,6.81,125.34,66.49,119.59,1.88,0,9.92,28.95,175.25,0,0,0,0,24.34,0,0,4.98,20.25,12.61,33.95,47.31,40.78,0,0,0,0,0

29,07:00-07:15,42.42,56.27,10.2,28.22,0,8.43,0,0,115.29,10.56,0,1.22,0,0,0,34.26,13.98,0,0,23.4,0,0,46.99,0,0,0,0,0,0,0,0,0,114.19,0,10.3,10.1,0,57.25,331.93,60.62,56.16,0,0,0,0,24.9,0,130.19,78.69,0,1.13,6.81,125.34,66.49,119.59,1.88,0,8.67,30.85,175.25,0,0,0,0,24.34,0,0,4.98,20.11,12.61,33.95,47.31,40.78,0,0,0,0,0

30,07:15-07:30,42.42,56.27,10.2,28.22,0,8.43,0,0,114.9,10.56,0,1.22,0,0,0,34.26,13.98,0,0,23.4,0,0,46.99,0,0,0,0,0,0,0,0,0,114.19,0,10.3,10.1,0,57.25,331.93,60.62,56.16,0,0,0,0,24.9,0,130.19,78.69,0,1.13,6.81,125.34,66.49,94.41,1.88,0,8.67,30.95,175.25,0,0,0,0,24.34,0,0,4.98,20.58,12.61,33.95,47.31,40.78,0,0,0,0,0

31,07:30-07:45,42.42,56.27,10.2,28.22,0,8.43,0,0,95.45,10.56,0,1.22,0,0,0,34.26,13.98,0,0,23.4,0,0,51.26,0,0,0,0,0,0,0,0,0,114.19,0,10.3,10.1,0,57.25,331.93,60.62,56.16,0,0,0,0,24.9,0,122.1,78.69,0,1.13,6.81,125.34,66.49,94.41,1.88,0,9.92,31.31,175.25,0,0,0,0,24.34,0,0,4.98,19.46,12.61,33.95,47.31,40.78,0,0,0,0,0

32,07:45-08:00,42.42,56.27,10.2,28.22,0,8.43,0,0,95.45,10.56,0,1.22,0,0,0,34.26,13.98,0,0,23.4,0,0,51.26,0,0,0,0,0,0,0,0,0,114.19,0,10.3,10.1,0,57.25,331.93,60.62,56.16,0,0,0,0,24.9,0,120.85,78.69,0,1.13,6.81,125.34,66.49,94.41,1.88,0,9.92,31.37,175.25,0,0,0,0,24.34,0,0,4.98,19.37,12.61,33.95,47.31,40.78,0,0,0,0,0

33,08:00-08:15,42.42,56.27,10.2,28.22,0,8.43,0,0,95.45,10.56,0,1.22,0,0,0,34.26,13.98,0,0,23.4,0,0,51.26,0,0,0,0,0,0,0,0,0,114.19,0,10.3,10.1,0,57.25,331.93,84.07,56.16,0,0,0,0,24.9,0,120.2,78.69,0,1.13,6.81,125.34,66.49,119.59,1.88,0,9.92,31.15,175.25,0,0,0,0,24.34,0,0,4.98,20.06,12.61,33.95,47.31,40.78,0,0,0,0,0

34,08:15-08:30,42.42,56.27,10.2,28.22,0,8.43,0,0,95.45,10.56,0,1.22,0,0,0,34.26,13.98,0,0,23.4,0,0,51.26,0,0,0,0,0,0,0,0,0,114.19,0,10.3,10.1,0,57.25,331.93,84.07,56.16,0,0,0,0,24.9,0,120.39,78.69,0,1.13,6.81,125.34,66.49,119.59,1.88,0,9.92,31.15,175.25,0,0,0,0,24.34,0,0,4.98,19.18,12.61,33.95,47.31,40.78,0,0,0,0,0

35,08:30-08:45,42.42,56.27,10.2,28.22,0,8.43,0,0,95.45,10.56,0,1.22,0,0,0,34.26,13.98,0,0,23.4,0,0,51.26,0,0,0,0,0,0,0,0,0,114.19,0,10.3,10.1,0,57.25,331.93,84.07,56.16,0,0,0,0,24.9,0,120.97,78.69,0,1.13,6.81,125.34,66.49,119.59,1.88,0,9.92,30.85,175.25,0,0,0,0,24.34,0,0,4.98,20.08,12.61,33.95,47.31,40.78,0,0,0,0,0

36,08:45-09:00,42.42,56.27,10.2,28.22,0,8.43,0,0,95.45,10.56,0,1.22,0,0,0,34.26,13.98,0,0,23.4,0,0,51.26,0,0,0,0,0,0,0,0,0,114.19,0,10.3,10.1,0,57.25,331.93,84.07,56.16,0,0,0,0,24.9,0,120.17,78.69,0,1.13,6.81,125.34,66.49,119.59,1.88,0,9.92,30.85,175.25,0,0,0,0,24.34,0,0,4.98,22.39,12.61,33.95,47.31,40.78,0,0,0,0,0

37,09:00-09:15,42.42,56.27,10.2,28.22,0,8.43,0,0,97.22,10.56,0,1.22,0,0,0,34.26,13.98,0,0,23.4,0,0,51.26,0,0,0,0,0,0,0,0,0,114.19,0,10.3,10.1,0,57.25,331.93,84.07,56.16,0,0,0,0,24.9,0,136.92,78.69,0,1.13,6.81,125.34,66.49,119.59,1.88,0,9.92,30.71,175.25,0,0,0,0,24.34,0,0,4.98,21.83,12.61,33.95,47.31,40.78,0,0,0,0,0

38,09:15-09:30,42.42,56.27,10.2,28.22,0,8.43,0,0,97.22,10.56,0,1.22,0,0,0,34.26,13.98,0,0,23.4,0,0,51.26,0,0,0,0,0,0,0,0,0,114.19,0,10.3,10.1,0,57.25,331.93,84.07,56.16,0,0,0,0,24.9,0,138.72,78.69,0,1.13,6.81,125.34,66.49,119.59,1.88,0,9.92,30.71,175.25,0,0,0,0,24.34,0,0,4.98,21.32,12.61,33.95,47.31,40.78,0,0,0,0,0

39,09:30-09:45,42.42,56.27,10.2,28.22,0,8.43,0,0,106.54,10.56,0,1.22,0,0,0,34.26,13.98,0,0,23.4,0,0,42.72,0,0,0,0,0,0,0,0,0,114.19,0,10.3,10.1,0,57.25,331.93,84.07,56.16,0,0,0,0,24.9,0,141.87,78.69,0,1.13,6.81,125.34,66.49,119.59,1.88,0,11.77,30.71,175.25,0,0,0,0,24.34,0,0,4.98,20.2,12.61,33.95,47.31,40.78,0,0,0,0,0

40,09:45-10:00,42.42,56.27,10.2,28.22,0,8.43,0,0,106.54,10.56,0,1.22,0,0,0,34.26,13.98,0,0,23.4,0,0,42.72,0,0,0,0,0,0,0,0,0,114.19,0,10.3,10.1,0,57.25,331.93,84.07,56.16,0,0,0,0,24.9,0,145.93,78.69,0,1.13,6.81,125.34,66.49,119.59,1.88,0,11.77,30.71,175.25,0,0,0,0,24.34,0,0,4.98,20.91,12.61,33.95,47.31,40.78,0,0,0,0,0

41,10:00-10:15,42.42,56.27,10.2,28.53,0,8.43,0,0,106.54,10.56,0,1.22,0,0,0,36.92,13.98,0,0,23.4,0,0,48.06,0,0,0,0,0,0,0,0,0,114.19,0,10.3,10.1,0,57.25,331.93,84.07,56.16,0,0,0,0,24.9,0,145.5,78.69,0,1.13,6.81,125.34,66.49,119.59,1.88,0,11.77,30.71,175.25,0,0,0,0,24.34,0,0,4.98,18.87,12.61,33.95,47.31,40.78,0,0,0,0,0

42,10:15-10:30,42.42,56.27,10.2,28.53,0,8.43,0,0,106.54,10.56,0,1.22,0,0,0,36.92,13.98,0,0,23.4,0,0,48.06,0,0,0,0,0,0,0,0,0,114.19,0,10.3,10.1,0,57.25,331.93,84.07,56.16,0,0,0,0,24.9,0,144.64,78.69,0,1.13,6.81,125.34,66.49,119.59,1.88,0,10.53,30.71,175.25,0,0,0,0,24.34,0,0,4.98,18.72,12.61,33.95,47.31,40.78,0,0,0,0,0

43,10:30-10:45,42.42,56.27,10.2,28.53,0,8.43,0,0,113.02,10.56,0,1.22,0,0,0,36.92,13.98,0,0,23.4,0,0,51.26,0,0,0,0,0,0,0,0,0,114.19,0,10.3,10.1,0,57.25,331.93,84.07,56.16,0,0,0,0,24.9,0,145.93,78.69,0,1.13,6.81,125.34,66.49,119.59,1.88,0,10.53,30.71,175.25,0,0,0,0,24.34,0,0,4.98,16.53,12.61,33.95,47.31,40.78,0,0,0,0,0

44,10:45-11:00,42.42,56.27,10.2,28.53,0,8.43,0,0,126.37,10.56,0,1.22,0,0,0,36.92,13.98,0,0,23.4,0,0,51.26,0,0,0,0,0,0,0,0,0,114.19,0,10.3,10.1,0,57.25,331.93,84.07,56.16,0,0,0,0,24.9,0,145.93,78.69,0,1.13,6.81,125.34,66.49,119.59,1.88,0,10.53,30.71,175.25,0,0,0,0,24.34,0,0,4.98,15.82,12.61,33.95,47.31,40.78,0,0,0,0,0

45,11:00-11:15,42.42,56.27,10.2,28.53,0,8.43,0,0,126.37,10.56,0,1.22,0,0,0,36.92,13.98,0,0,23.4,0,0,51.26,0,0,0,0,0,0,0,0,0,114.19,0,10.3,10.1,0,57.25,350.08,84.07,56.16,0,0,0,0,24.9,0,145.93,51.71,0,1.13,6.81,125.34,66.49,119.59,1.88,0,10.53,30.71,175.25,0,0,0,0,24.34,0,0,4.98,15.18,12.61,33.95,47.31,40.78,0,0,0,0,0

46,11:15-11:30,42.42,56.27,10.2,28.53,0,8.43,0,0,126.37,10.56,0,1.22,0,0,0,36.92,13.98,0,0,23.4,0,0,51.26,0,0,0,0,0,0,0,0,0,114.19,0,10.3,10.1,0,57.25,371.85,84.07,56.16,0,0,0,0,24.9,0,145.93,51.71,0,1.13,6.81,125.34,66.49,119.59,1.88,0,10.53,30.71,175.25,0,0,0,0,24.34,0,0,4.98,15.18,12.61,33.95,47.31,40.78,0,0,0,0,0

47,11:30-11:45,42.42,56.27,10.2,28.53,0,8.43,0,0,126.37,10.56,0,1.22,0,0,0,38.92,13.98,0,0,23.4,0,0,49.13,0,0,0,0,0,0,0,0,0,114.19,0,10.3,10.1,0,57.25,403.77,84.07,56.16,0,0,0,0,24.9,0,145.93,51.71,0,1.13,6.81,125.34,66.49,119.59,1.88,0,10.53,30.71,175.25,0,0,0,0,24.34,0,0,4.98,16.59,12.61,33.95,47.31,40.78,0,0,0,0,0

48,11:45-12:00,42.42,56.27,10.2,28.53,0,8.43,0,0,126.37,10.56,0,1.22,0,0,0,38.92,13.98,0,0,23.4,0,0,49.13,0,0,0,0,0,0,0,0,0,114.19,0,10.3,10.1,0,57.25,403.77,84.07,56.16,0,0,0,0,24.9,0,145.93,51.71,0,1.13,6.81,125.34,66.49,119.59,1.88,0,10.53,30.71,175.25,0,0,0,0,24.34,0,0,4.98,19.24,12.61,33.95,47.31,40.78,0,0,0,0,0

49,12:00-12:15,42.42,56.27,10.2,28.53,0,8.43,0,0,126.37,10.56,0,1.22,0,0,0,38.92,13.98,0,0,23.4,0,0,49.13,0,0,0,0,0,0,0,0,0,114.19,0,10.3,10.1,0,57.25,403.77,84.07,56.16,0,0,0,0,24.9,0,145.93,51.71,0,1.13,6.81,125.34,66.49,119.59,1.88,0,11.52,30.71,175.25,0,0,0,0,24.34,0,0,4.98,21.5,12.61,33.95,47.31,40.78,0,0,0,0,0

50,12:15-12:30,42.42,56.27,10.2,28.53,0,8.43,0,0,126.37,10.56,0,1.22,0,0,0,38.92,13.98,0,0,23.4,0,0,49.13,0,0,0,0,0,0,0,0,0,114.19,0,10.3,10.1,0,57.25,403.77,84.07,56.16,0,0,0,0,24.9,0,145.93,51.71,0,1.13,6.81,125.34,66.49,119.59,1.88,0,11.52,30.71,175.25,0,0,0,0,24.34,0,0,4.98,21.47,12.61,33.95,47.31,40.78,0,0,0,0,0

51,12:30-12:45,42.42,56.27,10.2,28.53,0,8.43,0,0,126.37,10.56,0,1.22,0,0,0,38.92,13.98,0,0,23.4,0,0,49.13,0,0,0,0,0,0,0,0,0,114.19,0,10.3,10.1,0,57.25,403.77,84.07,56.16,0,0,0,0,24.9,0,145.93,51.71,0,1.13,6.81,125.34,66.49,119.59,1.88,0,11.52,30.71,175.25,0,0,0,0,24.34,0,0,4.98,19.87,6.31,33.95,47.31,40.78,0,0,0,0,0

52,12:45-13:00,42.42,56.27,10.2,32.4,0,8.43,0,0,126.37,10.56,0,1.22,0,0,0,38.92,13.98,0,0,23.4,0,0,49.13,0,0,0,0,0,0,0,0,0,114.19,0,10.3,10.1,0,57.25,403.77,84.07,56.16,0,0,0,0,24.9,0,145.93,51.71,0,1.13,6.81,125.34,66.49,119.59,1.88,0,11.52,30.71,175.25,0,0,0,0,24.34,0,0,4.98,20.81,6.31,33.95,47.31,40.78,0,0,0,0,0

