Block,Time,KGSU1AND2,KGSU3AND4,KHSTPP-II,PARBATI3,SIMHST1,TALA,UNCHAHAR2,UNCHAHAR4,ANTA_RF,AURY_RF,DADRI_CRF,DADRI_GF,DADRI_LF,KKNPPU2,SASAN,TANAKPUR,UNCHAHAR1,BSIUL,CHAMERA1,CHAMERA3,SALAL,URI2,ANTA_GF,AURY_GF,BRBCL,DHAULIGNGA,KHSTPP-I,NLCTS2EXP,RAPPC,RIHAND3,RSTPSU1TO6,SINGRAULI,URI,CHAMERA2,NLCEXP,NNTPP,RAMPUR,RIHAND1,SINGRAULI_HYDRO,TEHRI,TelanganaSTPP,ANTA_CRF,AURY_LF,KISHANGANGA,KKNP,NJPC,NLCIIST1,RIHAND2,SEWA2,TALST2,DULHASTI,JHAJJAR,KOLDAM,MAPS,NLCIIST2,NTPL,RAPPB,RSTPSU7,SIMHST2,TANDA2,DADRI_RF,DADRT2,FSTPP I & II,KOTESHWR,KUDGI,NAPP,UNCHAHAR3,VALLURNTECL,ANTA_LF,AURY_CRF
6,01:15-01:30,0,0,98.87,3.94,0,10.09,19.02,1.62,32.17,38.97,0,0,0,0,379.69,13,20.96,6.52,28.1,21.37,79.38,35.46,0,0,15,40.2,44.92,0,60.53,127.6,0,109.06,16.56,28.34,0,0,2.44,47.33,0,35.44,0,0,0,0,0,113.81,0,121.71,0,0,54.53,531.81,4.01,0,0,0,0,0,0,2.89,46.86,343.03,20.8,28.98,0,45.34,0,0,0,0

7,01:30-01:45,0,0,98.87,3.51,0,10.09,19.02,1.62,32.17,38.97,0,0,0,0,379.69,13,20.96,6.52,28.1,21.37,79.38,35.46,0,0,15,40.2,44.92,0,60.53,127.6,0,109.06,16.56,28.34,0,0,2.44,47.33,0,35.44,0,0,0,0,0,113.81,0,121.71,0,0,54.53,531.81,4.01,0,0,0,0,0,0,2.89,46.86,343.03,20.8,28.98,0,45.34,0,0,0,0

8,01:45-02:00,0,0,98.87,3.51,0,10.09,19.02,1.62,32.17,38.97,0,0,0,0,379.69,13,20.96,6.52,28.1,21.37,79.38,35.46,0,0,15,40.2,44.92,0,60.53,127.6,0,109.06,16.56,28.34,0,0,2.44,47.33,0,35.44,0,0,0,0,0,113.81,0,121.71,0,0,54.53,531.81,4.01,0,0,0,0,0,0,2.89,46.86,343.03,20.8,28.98,0,45.34,0,0,0,0

9,02:00-02:15,0,0,98.87,3.51,0,10.09,19.02,1.62,32.17,38.97,0,0,0,0,379.69,13,20.96,6.52,28.1,21.37,79.38,14.77,0,0,15,40.2,44.92,0,60.53,127.6,0,109.06,22.08,28.34,0,0,2.44,47.33,0,35.44,0,0,0,0,0,113.81,0,121.71,0,0,54.53,531.81,4.01,0,0,0,0,0,0,2.89,46.86,343.03,20.8,28.98,0,45.34,0,0,0,0

10,02:15-02:30,0,0,98.87,3.51,0,10.09,19.02,1.62,32.17,38.97,0,0,0,0,379.69,13,20.96,6.52,28.1,21.37,79.38,14.77,0,0,15,40.2,44.92,0,60.53,127.6,0,109.06,22.08,28.34,0,0,2.44,47.33,0,35.44,0,0,0,0,0,113.81,0,121.71,0,0,54.53,531.81,4.01,0,0,0,0,0,0,2.89,46.86,343.03,20.8,28.98,0,45.34,0,0,0,0

11,02:30-02:45,0,0,98.87,3.51,0,10.23,19.02,1.62,32.17,38.97,0,0,0,0,379.69,13,20.96,6.52,28.1,21.37,79.38,14.77,0,0,15,40.2,44.92,0,60.53,127.6,0,109.06,22.08,28.34,0,0,2.44,47.33,0,35.44,0,0,0,0,0,113.81,0,121.71,0,0,54.53,531.81,4.01,0,0,0,0,0,0,2.89,46.86,343.03,20.8,28.98,0,45.34,0,0,0,0

12,02:45-03:00,0,0,98.87,3.51,0,10.23,19.02,1.62,32.17,38.97,0,0,0,0,379.69,13,20.96,6.52,28.1,21.37,79.38,14.77,0,0,15,40.2,44.92,0,60.53,127.6,0,109.06,22.08,28.34,0,0,2.44,47.33,0,35.44,0,0,0,0,0,113.81,0,121.71,0,0,54.53,531.81,4.01,0,0,0,0,0,0,2.89,46.86,343.03,20.8,28.98,0,45.34,0,0,0,0

13,03:00-03:15,0,0,98.87,3.51,0,9.85,19.02,1.62,32.17,38.97,0,0,0,0,379.69,11.78,20.96,6.52,28.1,21.37,79.38,14.77,0,0,15,30.23,44.92,0,60.53,127.6,0,109.06,22.08,28.34,0,0,2.44,47.33,0,35.44,0,0,0,0,0,113.81,0,121.71,0,0,54.53,531.81,4.01,0,0,0,0,0,0,2.89,46.86,343.03,20.8,19.32,0,45.34,0,0,0,0

14,03:15-03:30,0,0,98.87,3.51,0,9.85,19.02,1.62,32.17,38.97,0,0,0,0,379.69,11.78,20.96,6.52,28.1,21.37,79.38,14.77,0,0,15,30.23,44.92,0,60.53,127.6,0,109.06,22.08,28.34,0,0,2.44,47.33,0,35.44,0,0,0,0,0,113.81,0,121.71,0,0,54.53,531.81,4.01,0,0,0,0,0,0,2.89,46.86,343.03,20.8,19.32,0,45.34,0,0,0,0

15,03:30-03:45,0,0,98.87,3.51,0,9.7,19.62,1.62,32.17,38.97,0,0,0,0,379.69,11.78,20.96,6.52,28.1,21.37,79.38,14.77,0,0,15,30.23,44.92,0,60.53,127.6,0,109.06,22.08,28.34,0,0,2.44,47.33,0,35.44,0,0,0,0,0,113.81,0,121.71,0,0,54.53,531.81,4.01,0,0,0,0,0,0,2.89,46.86,343.03,20.8,19.32,0,45.34,0,0,0,0

16,03:45-04:00,0,0,98.87,3.51,0,9.7,19.62,1.62,32.17,38.97,0,0,0,0,379.69,11.78,20.96,6.52,28.1,21.37,51.13,14.77,0,0,15,30.23,44.92,0,60.53,127.6,0,109.06,22.08,28.34,0,0,2.44,47.33,0,35.44,0,0,0,0,0,113.81,0,121.71,0,0,54.53,531.81,4.01,0,0,0,0,0,0,2.89,46.86,343.03,20.8,19.32,0,45.34,0,0,0,0

17,04:00-04:15,0,0,98.87,3.51,0,9.7,19.62,1.62,32.17,38.97,0,0,0,0,379.69,11.78,20.96,6.52,28.1,21.37,38.35,14.77,0,0,15,30.23,44.92,0,60.53,127.6,0,109.06,16.56,26.85,0,0,2.44,47.33,0,35.44,0,0,0,0,0,113.81,0,121.71,0,0,54.53,531.81,4.01,0,0,0,0,0,0,2.89,46.86,343.03,20.8,19.32,0,45.34,0,0,0,0

18,04:15-04:30,0,0,98.87,3.51,0,9.7,19.62,1.62,32.17,38.97,0,0,0,0,379.69,11.78,20.96,6.52,28.1,21.37,38.35,14.77,0,0,15,30.23,44.92,0,60.53,127.6,0,109.06,16.56,26.85,0,0,2.44,47.33,0,35.44,0,0,0,0,0,113.81,0,121.71,0,0,54.53,531.81,4.01,0,0,0,0,0,0,2.89,46.86,343.03,20.8,19.32,0,45.34,0,0,0,0

19,04:30-04:45,0,0,98.87,3.51,0,9.7,19.62,1.62,32.17,38.97,0,0,0,0,379.69,11.78,20.96,6.52,28.1,21.37,38.35,14.77,0,0,15,30.23,44.92,0,60.53,127.6,0,109.06,16.56,26.85,0,0,2.44,47.33,0,35.44,0,0,0,0,0,113.81,0,121.71,0,0,54.53,531.81,4.01,0,0,0,0,0,0,2.89,46.86,343.03,20.8,19.32,0,45.34,0,0,0,0

20,04:45-05:00,0,0,98.87,3.51,0,9.7,19.62,1.62,32.17,38.97,0,0,0,0,379.69,11.78,20.96,6.52,28.1,21.37,38.35,14.77,0,0,15,30.23,44.92,0,60.53,127.6,0,109.06,16.56,26.85,0,0,2.44,47.33,0,53.16,0,0,0,0,0,113.81,0,121.71,0,0,54.53,531.81,4.01,0,0,0,0,0,0,2.89,46.86,343.03,20.8,19.32,0,45.34,0,0,0,0

21,05:00-05:15,0,0,98.87,3.51,0,9.41,19.62,1.62,32.17,38.97,0,0,0,0,379.69,11.78,20.96,6.52,28.1,21.37,38.35,14.77,0,0,15,30.23,44.92,0,60.53,127.6,0,109.06,16.56,26.85,0,0,3.29,47.33,0,53.16,0,0,0,0,0,153.34,0,121.71,0,0,54.53,531.81,4.01,0,0,0,0,0,0,2.89,46.86,343.03,20.8,19.32,0,45.34,0,0,0,0

22,05:15-05:30,0,0,98.87,5.62,0,9.11,19.62,1.62,32.17,38.97,0,0,0,0,379.69,11.78,20.96,6.52,28.1,21.37,38.35,14.77,0,0,15,30.23,44.92,0,60.53,127.6,0,109.06,16.56,26.85,0,0,3.29,47.33,0,70.87,0,0,0,0,0,153.34,0,121.71,0,0,54.53,531.81,4.01,0,0,0,0,0,0,2.89,46.86,343.03,20.8,19.32,0,45.34,0,0,0,0

23,05:30-05:45,0,0,98.87,8.43,0,8.82,19.62,1.62,32.17,38.97,0,0,0,0,379.69,11.78,20.96,6.52,42.15,21.37,38.35,14.77,0,0,15,30.23,44.92,0,60.53,127.6,0,109.06,16.56,26.85,0,0,3.29,47.33,0,70.87,0,0,0,0,0,153.34,0,121.71,0,0,54.53,531.81,4.01,0,0,0,0,0,0,2.89,46.86,343.03,20.8,19.32,0,45.34,0,0,0,0

24,05:45-06:00,0,0,98.87,54.11,0,8.82,19.57,1.62,32.17,38.97,0,0,0,0,379.69,11.78,20.96,6.52,42.15,21.37,38.35,14.77,0,0,15,30.23,44.92,0,60.53,127.6,0,109.06,16.56,26.85,0,0,3.29,47.33,0,76.9,0,0,0,0,0,153.34,0,121.71,0,0,54.53,531.81,4.01,0,0,0,0,0,0,2.89,46.86,343.03,20.8,19.32,0,45.34,0,0,0,0

25,06:00-06:15,0,0,98.87,54.11,0,8.53,18.96,1.62,31.34,38.97,0,0,0,0,379.69,11.78,20.96,6.52,42.15,21.37,38.35,14.77,0,0,15,30.23,44.92,0,60.53,127.6,0,109.06,16.56,26.85,0,0,3.29,47.33,0,76.9,0,0,0,0,0,153.34,0,121.71,0,0,54.53,531.81,4.01,0,0,0,0,0,0,2.89,46.86,343.03,20.8,19.32,0,45.34,0,0,0,0

26,06:15-06:30,0,0,98.87,54.11,0,8.53,18.96,1.62,31.34,38.97,0,0,0,0,379.69,11.78,20.96,6.52,42.15,21.37,38.35,14.77,0,0,15,30.23,44.92,0,60.53,127.6,0,109.06,16.56,26.85,0,0,3.29,47.33,0,76.9,0,0,0,0,0,153.34,0,121.71,0,0,54.53,531.81,4.01,0,0,0,0,0,0,2.89,46.86,343.03,20.8,19.32,0,45.34,0,0,0,0

27,06:30-06:45,0,0,98.87,54.11,0,8.23,18.96,1.62,31.34,38.97,0,0,0,0,379.69,11.78,20.96,6.52,42.15,21.37,38.35,14.77,0,0,15,30.23,44.92,0,60.53,127.6,0,109.06,16.56,26.85,0,0,3.29,47.33,0,76.9,0,0,0,0,0,153.34,0,121.71,0,0,54.53,531.81,4.01,0,0,0,0,0,0,2.89,46.86,343.03,20.8,28.98,0,45.34,0,0,0,0

28,06:45-07:00,0,0,98.87,36.54,0,8.23,18.96,1.62,31.34,38.97,0,0,0,0,379.69,11.78,20.96,6.52,42.15,21.37,38.35,14.77,0,0,15,30.23,44.92,0,60.53,127.6,0,109.06,16.56,26.85,0,0,3.29,47.33,0,76.9,0,0,0,0,0,153.34,0,121.71,0,0,54.53,531.81,4.01,0,0,0,0,0,0,2.89,46.86,343.03,20.8,28.98,0,45.34,0,0,0,0

29,07:00-07:15,0,0,98.87,36.54,0,7.94,19.62,1.62,31.34,38.97,0,0,0,0,379.69,11.78,20.96,6.52,28.1,21.37,38.35,14.77,0,0,15,30.23,44.92,0,60.53,127.6,0,109.06,22.08,26.85,0,0,3.29,47.33,0,70.87,0,0,0,0,0,153.34,0,121.71,0,0,54.53,531.81,4.01,0,0,0,0,0,0,2.89,46.86,343.03,20.8,28.98,0,45.34,0,0,0,0

30,07:15-07:30,0,0,98.87,5.62,0,7.94,19.62,1.62,31.34,38.97,0,0,0,0,379.69,11.78,20.96,6.52,28.1,21.37,38.35,14.77,0,0,15,30.23,44.92,0,60.53,127.6,0,109.06,22.08,26.85,0,0,3,47.33,0,70.87,0,0,0,0,0,139.68,0,121.71,0,0,54.53,531.81,4.01,0,0,0,0,0,0,2.89,46.86,343.03,20.8,28.98,0,45.34,0,0,0,0

31,07:30-07:45,0,0,98.87,3.94,0,8.09,19.62,1.62,31.34,38.97,0,0,0,0,379.69,11.78,20.96,6.52,14.05,10.69,52.28,14.77,0,0,15,30.23,44.92,0,60.53,127.6,0,109.06,24.29,26.85,0,0,3,47.33,0,70.87,0,0,0,0,0,139.68,0,121.71,0,0,54.53,531.81,4.01,0,0,0,0,0,0,2.89,46.86,343.03,20.8,28.98,0,45.34,0,0,0,0

32,07:45-08:00,0,0,98.87,3.94,0,8.09,19.62,1.62,31.34,38.97,0,0,0,0,379.69,11.78,20.96,6.52,14.05,10.69,52.28,14.77,0,0,15,30.23,44.92,0,60.53,127.6,0,109.06,24.29,13.43,0,0,3,47.33,0,70.87,0,0,0,0,0,139.68,0,121.71,0,0,54.53,531.81,4.01,0,0,0,0,0,0,2.89,46.86,343.03,20.8,28.98,0,45.34,0,0,0,0

33,08:00-08:15,0,0,98.87,3.94,0,8.09,19.62,1.62,31.34,38.97,0,0,0,0,390.94,11.78,20.96,6.52,14.05,10.69,52.28,35.46,0,0,15,30.23,44.92,0,60.53,127.6,0,120.74,50.34,13.43,0,0,3,47.33,0,53.16,0,0,0,0,0,139.68,0,121.71,0,0,54.53,663.81,4.01,0,0,0,0,0,0,2.89,46.86,343.03,20.8,19.32,0,45.34,0,0,0,0

34,08:15-08:30,0,0,98.87,3.94,0,8.09,19.62,1.62,31.34,38.97,0,0,0,0,396.56,11.78,20.96,6.52,14.05,10.69,52.28,35.46,0,0,15,30.23,44.92,0,60.53,127.6,0,120.74,50.34,13.43,0,0,3,47.33,0,53.23,0,0,0,0,0,139.68,0,121.71,0,0,54.53,663.81,4.01,0,0,0,0,0,0,2.89,46.86,343.03,20.8,19.32,0,45.34,0,0,0,0

35,08:30-08:45,0,0,98.87,3.94,0,8.96,19.62,1.62,31.34,38.97,0,0,0,0,402.19,11.78,20.96,6.52,14.05,10.69,52.28,35.46,0,0,15,30.23,44.92,0,60.53,127.6,0,120.74,27.6,13.43,0,0,3,47.33,0,37.02,0,0,0,0,0,139.68,0,121.71,0,0,54.53,663.81,3.64,0,0,0,0,0,0,2.89,46.86,343.03,20.8,19.32,0,45.34,0,0,0,0

36,08:45-09:00,0,0,98.87,3.94,0,8.96,19.62,1.62,31.34,38.97,0,0,0,0,413.44,11.78,20.96,6.52,14.05,10.69,52.28,35.46,0,0,15,30.23,44.92,0,60.53,127.6,0,120.74,27.6,13.43,0,0,3,47.33,0,37.02,0,0,0,0,0,139.68,0,121.71,0,0,54.53,663.81,3.64,0,0,0,0,0,0,2.89,46.86,343.03,20.8,19.32,0,45.34,0,0,0,0

37,09:00-09:15,0,0,98.87,3.94,0,8.96,19.62,1.62,31.34,38.97,0,0,0,0,418.77,11.78,20.96,6.52,11.85,10.69,52.28,35.46,0,0,15,30.23,44.92,0,60.53,127.6,0,120.74,27.6,13.43,0,0,3,47.33,0,37.02,0,0,0,0,0,139.68,0,121.71,0,0,54.53,663.81,2.43,0,0,0,0,0,0,2.89,46.86,343.03,20.8,19.32,0,45.34,0,0,0,0

38,09:15-09:30,0,0,98.87,3.94,0,8.96,19.62,1.62,31.34,38.97,0,0,0,0,418.77,11.78,20.96,6.52,4.74,10.69,52.28,35.46,0,0,15,30.23,44.92,0,60.53,127.6,0,120.74,27.6,13.43,0,0,3,47.33,0,37.02,0,0,0,0,0,139.68,0,121.71,0,0,54.53,663.81,2.43,0,0,0,0,0,0,2.89,46.86,343.03,20.8,19.32,0,45.34,0,0,0,0

39,09:30-09:45,0,0,98.87,3.94,0,8.91,19.62,1.62,31.34,38.97,0,0,0,0,418.77,11.78,20.96,6.52,0,10.69,52.28,14.77,0,0,15,30.23,44.92,0,60.53,127.6,0,120.74,22.08,13.43,0,0,3,47.33,0,37.02,0,0,0,0,0,139.68,0,121.71,0,0,54.53,663.81,2.43,0,0,0,0,0,0,2.89,46.86,343.03,20.8,9.66,0,45.34,0,0,0,0

40,09:45-10:00,0,0,98.87,3.94,0,8.91,19.62,1.62,31.34,38.97,0,0,0,0,418.77,11.78,20.96,6.52,0,10.69,52.28,14.77,0,0,15,30.23,44.92,0,60.53,127.6,0,120.74,22.08,13.43,0,0,3,47.33,0,19.23,0,0,0,0,0,139.68,0,121.71,0,0,54.53,663.81,2.43,0,0,0,0,0,0,2.89,46.86,343.03,20.8,9.66,0,45.34,0,0,0,0

41,10:00-10:15,0,0,98.87,3.94,0,8.91,19.62,1.62,31.23,38.97,0,0,0,0,418.77,11.78,20.96,6.52,0,10.69,52.28,14.77,0,0,15,30.23,44.92,0,60.53,127.6,0,120.74,50.34,13.43,0,0,3,47.33,0,0,0,0,0,0,0,139.68,0,121.71,0,0,54.53,663.81,1.96,0,0,0,0,0,0,2.89,46.86,343.03,20.8,9.66,0,45.34,0,0,0,0

42,10:15-10:30,0,0,98.87,3.94,0,8.91,19.62,1.62,31.23,38.97,0,0,0,0,418.77,11.78,20.96,6.52,0,10.69,52.28,14.77,0,0,15,30.23,44.92,0,60.53,127.6,0,120.74,50.34,13.43,0,0,3,47.33,0,0,0,0,0,0,0,139.68,0,121.71,0,0,54.53,663.81,1.96,0,0,0,0,0,0,2.89,46.86,343.03,20.8,9.66,0,45.34,0,0,0,0

43,10:30-10:45,0,0,98.87,3.94,0,9.82,19.62,1.62,31.23,38.97,0,0,0,0,418.77,11.78,20.96,6.52,0,10.69,52.28,14.77,0,0,15,30.23,44.92,0,60.53,127.6,0,120.74,22.08,13.43,0,0,3.29,47.33,0,0,0,0,0,0,0,153.34,0,121.71,0,0,54.53,663.81,1.96,0,0,0,0,0,0,2.89,46.86,343.03,20.8,9.66,0,45.34,0,0,0,0

44,10:45-11:00,0,0,98.87,3.94,0,9.82,19.62,1.62,31.23,38.97,0,0,0,0,418.77,11.78,20.96,6.52,0,10.69,52.28,14.77,0,0,15,30.23,44.92,0,60.53,127.6,0,120.74,17.67,13.43,0,0,3.29,47.33,0,0,0,0,0,0,0,153.34,0,121.71,0,0,54.53,663.81,1.96,0,0,0,0,0,0,2.89,46.86,343.03,20.8,9.66,0,45.34,0,0,0,0

45,11:00-11:15,0,0,98.87,3.94,0,9.82,19.62,1.62,31.23,38.36,0,0,0,0,418.77,11.78,20.96,6.52,0,10.69,76.69,14.77,0,0,15,30.23,44.92,0,60.53,127.6,0,120.74,12.15,13.43,0,0,3.29,47.33,0,0,0,0,0,0,0,153.34,0,121.71,0,0,54.53,663.81,2.43,0,0,0,0,0,0,2.89,46.86,343.03,20.8,9.66,0,45.34,0,0,0,0

46,11:15-11:30,0,0,98.87,3.94,0,9.82,19.62,1.62,31.23,38.36,0,0,0,0,418.77,11.78,20.96,6.52,0,10.69,76.69,14.77,0,0,15,30.23,44.92,0,60.53,127.6,0,120.74,12.15,13.43,0,0,3.29,47.33,0,0,0,0,0,0,0,153.34,0,121.71,0,0,54.53,663.81,2.43,0,0,0,0,0,0,2.89,46.86,343.03,20.8,9.66,0,45.34,0,0,0,0

47,11:30-11:45,0,0,44.05,0,0,9.82,19.62,1.62,31.23,38.36,0,0,0,0,418.77,11.78,20.96,6.52,0,10.69,76.69,14.77,0,0,15,30.23,44.92,0,60.53,127.6,0,120.74,12.15,13.43,0,0,3.29,47.33,0,0,0,0,0,0,0,153.34,0,121.71,0,0,54.53,663.81,2.43,0,0,0,0,0,0,2.89,46.86,343.03,20.8,9.66,0,45.34,0,0,0,0

48,11:45-12:00,0,0,44.05,0,0,9.82,19.62,1.62,31.23,38.36,0,0,0,0,418.77,11.78,20.96,6.52,0,10.69,76.69,14.77,0,0,15,30.23,44.92,0,60.53,127.6,0,120.74,12.15,13.43,0,0,3.29,47.33,0,0,0,0,0,0,0,153.34,0,121.71,0,0,54.53,663.81,1.96,0,0,0,0,0,0,2.89,46.86,343.03,20.8,9.66,0,45.34,0,0,0,0

49,12:00-12:15,0,0,44.05,0,0,10.29,19.62,1.62,30.99,38.36,0,0,0,0,418.77,11.78,20.96,6.52,0,10.69,76.69,14.77,0,0,15,30.23,44.92,0,60.53,127.6,0,120.74,17.67,13.43,0,0,2.74,47.33,0,0,0,0,0,0,0,127.78,0,121.71,0,0,54.53,663.81,0.99,0,0,0,0,0,0,2.89,46.86,343.03,20.8,9.66,0,45.34,0,0,0,0

50,12:15-12:30,0,0,44.05,0,0,10.29,19.62,1.62,30.99,38.36,0,0,0,0,418.77,11.78,20.96,6.52,0,10.69,76.69,14.77,0,0,15,30.23,44.92,0,60.53,127.6,0,120.74,17.67,13.43,0,0,2.2,47.33,0,0,0,0,0,0,0,102.23,0,121.71,0,0,54.53,663.81,0.99,0,0,0,0,0,0,2.89,46.86,343.03,20.8,9.66,0,45.34,0,0,0,0

51,12:30-12:45,0,0,44.05,0,0,10.29,19.62,1.62,30.99,38.36,0,0,0,0,418.77,11.78,20.96,6.52,0,10.69,76.69,14.77,0,0,15,30.23,44.92,0,60.53,127.6,0,120.74,17.67,13.43,0,0,2.2,47.33,0,0,0,0,0,0,0,102.23,0,121.71,0,0,54.53,663.81,0.99,0,0,0,0,0,0,2.89,46.86,343.03,20.8,9.66,0,45.34,0,0,0,0

52,12:45-13:00,0,0,44.05,0,0,10.29,19.62,1.62,30.99,38.36,0,0,0,0,418.77,11.78,20.96,6.52,0,10.69,76.69,14.77,0,0,15,30.23,44.92,0,60.53,127.6,0,120.74,17.67,13.43,0,0,2,47.33,0,0,0,0,0,0,0,93.12,0,121.71,0,0,54.53,663.81,0.99,0,0,0,0,0,0,2.89,46.86,343.03,20.8,9.66,0,45.34,0,0,0,0

53,13:00-13:15,0,0,44.05,0,0,10.29,19.62,1.62,30.99,38.36,0,0,0,0,418.77,11.78,20.96,6.52,0,10.69,38.35,14.77,0,0,15,30.23,44.92,0,60.53,127.6,0,120.74,17.67,13.43,0,0,2,47.33,0,0,0,0,0,0,0,93.12,0,121.71,0,0,54.53,663.81,0.99,0,0,0,0,0,0,2.89,46.86,343.03,20.8,9.66,0,45.34,0,0,0,0

54,13:15-13:30,0,0,44.05,0,0,10.29,19.62,1.62,30.99,38.36,0,0,0,0,418.77,11.78,20.96,6.52,0,10.69,38.35,14.77,0,0,15,30.23,44.92,0,60.53,127.6,0,120.74,17.67,13.43,0,0,2,47.33,0,0,0,0,0,0,0,93.12,0,121.71,0,0,54.53,663.81,0.99,0,0,0,0,0,0,2.89,46.86,343.03,20.8,9.66,0,45.34,0,0,0,0

55,13:30-13:45,0,0,44.05,0,0,10.29,19.62,1.62,30.99,38.36,0,0,0,0,418.77,11.78,20.96,6.52,0,10.69,38.35,14.77,0,0,15,30.23,44.92,0,60.53,127.6,0,120.74,50.34,13.43,0,0,2,47.33,0,0,0,0,0,0,0,93.12,0,121.71,0,0,54.53,663.81,0.99,0,0,0,0,0,0,2.89,46.86,343.03,20.8,9.66,0,45.34,0,0,0,0

56,13:45-14:00,0,0,44.05,0,0,10.29,19.62,1.62,30.99,38.36,0,0,0,0,418.77,11.78,20.96,6.52,0,10.69,38.35,14.77,0,0,15,30.23,44.92,0,60.53,127.6,0,120.74,50.34,13.43,0,0,2,47.33,0,0,0,0,0,0,0,93.12,0,121.71,0,0,54.53,663.81,0.99,0,0,0,0,0,0,2.89,46.86,343.03,20.8,9.66,0,45.34,0,0,0,0

57,14:00-14:15,0,0,44.05,0,0,10.29,19.62,1.62,30.99,38.36,0,0,0,0,418.77,11.78,20.96,6.52,0,10.69,38.35,14.77,0,0,15,30.23,44.92,0,60.53,127.6,0,120.74,17.67,13.43,0,0,2,47.33,0,0,0,0,0,0,0,93.12,0,121.71,0,0,54.53,663.81,2.43,0,0,0,0,0,0,2.89,46.86,343.03,20.8,9.66,0,45.34,0,0,0,0

58,14:15-14:30,0,0,44.05,0,0,10.29,19.62,1.62,30.99,38.36,0,0,0,0,418.77,11.78,20.96,6.52,0,10.69,38.35,14.77,0,0,15,30.23,44.92,0,60.53,127.6,0,120.74,17.67,13.43,0,0,2,47.33,0,0,0,0,0,0,0,93.12,0,121.71,0,0,54.53,663.81,2.43,0,0,0,0,0,0,2.89,46.86,343.03,20.8,9.66,0,45.34,0,0,0,0

