Block,Time,BSIUL,CHAMERA3,DADRT2,NJPC,RSTPSU1TO6,AURY_LF,DADRI_GF,CHAMERA2,KGSU1AND2,KHSTPP-II,NLCIIST2,NTPL,RAPPC,RIHAND1,TALA,TelanganaSTPP,DHAULIGNGA,JHAJJAR,KHSTPP-I,NLCIIST1,NLCTS2EXP,SEWA2,TANAKPUR,UNCHAHAR4,DADRI_RF,KISHANGANGA,MAPS,PARBATI3,RIHAND3,SIMHST1,UNCHAHAR1,ANTA_GF,ANTA_RF,AURY_CRF,DULHASTI,KOTESHWR,KUDGI,NLCEXP,RAMPUR,SINGRAULI,TEHRI,URI2,VALLURNTECL,ANTA_CRF,CHAMERA1,FSTPP I & II,KOLDAM,NAPP,RSTPSU7,SALAL,SASAN,SIMHST2,SINGRAULI_HYDRO,TALST2,ANTA_LF,BRBCL,KGSU3AND4,KKNP,RAPPB,RIHAND2,UNCHAHAR3,URI,AURY_GF,AURY_RF,DADRI_CRF,KKNPPU2,NNTPP,TANDA2,UNCHAHAR2,DADRI_LF
64,15:45-16:00,0,0,683.14,0,0,0,0,0,0,148.3,0,0,25.51,92,0,0,0,434.65,45.53,0,0,15.81,0,0,59.73,0,0,0,62.16,0,20.55,0,40.95,0,0,8.87,0,0,0,139.69,24.83,24.21,0,0,0,18.2,0,23.81,0,13.36,334.12,0,0.75,0,0,20,0,0,0,118.76,26.4,36.43,0,70.04,0,0,0,0,42.39,0

65,16:00-16:15,6.52,0,683.14,0,0,0,0,13.17,0,148.3,0,0,25.51,92,0,0,0,434.65,45.53,0,0,15.81,0,0,59.73,0,0,0,62.16,0,20.55,0,40.95,0,0,8.87,0,0,0,139.69,35.91,24.21,0,0,0,18.2,0,23.81,0,13.36,334.12,0,0.75,0,0,20,0,0,0,118.76,26.4,36.43,0,70.04,0,0,0,0,42.39,0

66,16:15-16:30,6.52,9.68,683.14,0,0,0,0,26.34,0,148.3,0,0,25.51,92,0,0,0,434.65,45.53,0,0,15.81,0,0,59.73,0,0,0,62.16,0,20.55,0,40.95,0,0,8.87,0,0,0,139.69,35.91,24.21,0,0,0,18.2,0,23.81,0,13.36,334.12,0,0.75,0,0,20,0,0,0,118.76,26.4,36.43,0,70.04,0,0,0,0,42.39,0

67,16:30-16:45,6.52,9.68,683.14,0,0,0,0,26.34,0,148.3,0,0,25.51,92,0,0,0,434.65,45.53,0,0,15.81,1.28,0,59.73,0,0,0,62.16,0,20.55,0,40.95,0,0,8.87,0,0,0,139.69,35.91,24.21,0,0,0,18.2,0,23.81,0,13.36,334.12,0,0.75,0,0,20,0,0,0,118.76,26.4,36.43,0,70.04,0,0,0,0,42.39,0

68,16:45-17:00,6.52,9.68,683.14,23.39,0,0,0,26.34,0,148.3,0,0,25.51,92,0,0,0,434.65,45.53,0,0,15.81,1.28,0,59.73,0,0,0,62.16,0,20.55,0,40.95,0,0,8.87,0,0,0,139.69,35.91,24.21,0,0,0,18.2,0,23.81,0,13.36,334.12,0,0.75,0,0,20,0,0,0,118.76,26.4,36.43,0,70.04,0,0,0,0,42.39,0

69,17:00-17:15,6.52,9.68,683.14,46.78,0,0,0,26.34,0,148.3,0,0,25.51,92,0,0,1.32,434.65,45.53,0,0,15.81,1.28,0,59.73,0,0,0,62.16,0,20.55,0,40.95,0,16.48,8.87,0,0,0,139.69,47.88,24.21,0,0,13.99,18.2,0,23.81,0,13.36,334.12,0,0.75,0,0,20,0,0,0,118.76,26.4,39.75,0,70.04,0,0,0,0,42.39,0

70,17:15-17:30,6.52,19.35,683.14,70.17,0,0,0,26.34,0,148.3,0,0,25.51,92,0,0,7.92,434.65,45.53,0,0,15.81,1.28,0,59.73,0,0,0,62.16,0,20.55,0,40.95,0,32.96,17.75,0,0,0,139.69,49.14,24.21,0,0,28.05,18.2,0,23.81,0,13.36,334.12,0,0.75,0,0,20,0,0,0,118.76,26.4,39.75,0,70.04,0,0,0,0,42.39,0

71,17:30-17:45,19.56,29.06,683.14,93.56,0,0,0,39.51,0,148.3,0,0,25.51,92,0,0,15.98,434.65,45.53,0,0,15.81,1.28,0,59.73,0,0,0,62.16,0,20.55,0,41.48,0,49.43,39.05,0,0,0,139.69,49.14,24.21,0,0,42.15,18.2,0,23.81,0,2.33,334.12,0,0.75,0,0,20,0,0,0,118.76,26.4,39.75,0,70.04,0,0,0,0,42.39,0

72,17:45-18:00,19.56,29.06,683.14,116.95,0,0,0,39.51,0,148.3,0,0,25.51,92,0,0,27.41,434.65,45.53,0,0,15.81,1.28,0,59.73,0,0,0,62.16,0,20.55,0,41.48,0,49.43,39.05,0,0,0,139.69,49.14,24.21,0,0,42.15,18.2,0,23.81,0,2.33,334.12,0,0.75,0,0,20,0,0,0,118.76,26.4,39.75,0,70.04,0,0,0,0,42.39,0

73,18:00-18:15,19.56,29.06,682.78,140.35,0,0,0,39.51,0,148.3,0,0,25.51,92,0,0,27.41,434.65,45.53,0,0,15.81,1.28,0,59.73,0,0,0,62.16,0,20.55,0,42,0,49.43,39.05,0,0,0,139.69,49.14,24.21,0,0,42.15,18.2,0,23.81,0,2.33,334.12,0,0.75,0,0,20,0,0,0,118.76,26.4,36.43,0,70.04,0,0,0,0,42.39,0

74,18:15-18:30,19.56,29.06,682.78,140.35,0,0,0,39.51,0,148.3,0,0,25.51,92,0,0,27.41,434.65,45.53,0,0,15.81,1.28,0,59.73,0,0,0,62.16,0,20.55,0,42,0,49.43,39.05,0,0,0,139.69,49.14,24.21,0,0,42.15,18.2,0,23.81,0,2.33,334.12,0,0.75,0,0,20,0,0,0,118.76,26.4,36.43,0,70.04,0,0,0,0,42.39,0

75,18:30-18:45,19.56,29.06,682.78,140.35,0,0,0,39.51,0,148.3,0,0,25.51,92,0,0,27.41,434.65,45.53,0,0,15.81,1.28,0,59.73,0,0,0,62.16,0,20.55,0,42,0,49.43,39.05,0,0,0,139.69,49.14,24.21,0,0,42.15,18.2,0,23.81,0,2.33,356.62,0,0.75,0,0,20,0,0,0,118.76,26.4,36.43,0,70.04,0,0,0,0,42.39,0

76,18:45-19:00,19.56,29.06,682.78,116.95,0,0,0,39.51,0,148.3,0,0,25.51,92,0,0,18.23,434.65,45.53,0,0,15.81,1.28,0,59.73,0,0,0,62.16,0,20.55,0,42,0,49.43,39.05,0,0,0,139.69,49.14,24.21,0,0,42.15,18.2,0,23.81,0,2.33,367.88,0,0.75,0,0,20,0,0,0,118.76,26.4,36.43,0,70.04,0,0,0,0,42.39,0

77,19:00-19:15,6.52,19.35,682.78,93.56,0,0,0,39.51,0,148.3,0,0,25.51,92,0,0,18.23,434.65,45.53,0,0,15.81,1.28,0,59.73,0,0,0,62.16,0,20.55,0,42,0,32.96,17.75,0,0,0,139.69,49.14,24.21,0,0,28.09,18.2,0,23.81,0,12.78,373.5,0,0.75,0,0,20,0,0,0,118.76,26.4,36.43,0,70.04,0,0,0,0,42.39,0

78,19:15-19:30,6.52,9.68,682.78,70.17,0,0,0,26.34,0,148.3,0,0,25.51,92,0,0,18.23,434.65,45.53,0,0,15.81,1.28,0,59.73,0,0,0,62.16,0,20.55,0,42.32,0,16.48,8.87,0,0,0,139.69,35.91,24.21,0,0,28.09,18.2,0,23.81,0,12.78,379.12,0,0.75,0,0,20,0,0,0,118.76,26.4,36.43,0,70.04,0,0,0,0,42.39,0

79,19:30-19:45,6.52,0,682.78,46.78,0,0,0,26.34,0,148.3,0,0,25.51,92,0,0,18.23,434.65,45.53,0,0,15.81,1.28,0,59.73,0,0,3.82,62.16,0,20.55,0,42.32,0,16.48,8.87,0,0,0,139.69,35.91,24.21,0,0,13.99,18.2,0,23.81,0,12.78,384.75,0,0.75,0,0,20,0,0,0,118.76,26.4,36.43,0,70.04,0,0,0,0,42.39,0

80,19:45-20:00,6.52,0,682.78,23.39,0,0,0,13.17,0,148.3,0,0,25.51,92,0,0,9.11,434.65,45.53,0,0,15.81,1.28,0,59.73,0,0,16.54,62.16,0,20.55,0,42.32,0,16.48,8.87,0,0,0,139.69,12.41,24.21,0,0,0,18.2,0,23.81,0,12.78,390.38,0,0.75,0,0,20,0,0,0,118.76,26.4,36.43,0,70.04,0,0,0,0,42.39,0

81,20:00-20:15,6.52,0,682.78,0,0,0,0,0,0,148.3,0,0,25.51,92,0,0,0,434.65,45.53,0,0,15.81,0,0,59.73,0,0,16.54,62.16,0,20.85,0,42.32,0,16.48,8.87,0,0,0,139.69,12.41,24.21,0,0,0,18.2,0,23.81,0,69.72,396,0,0.75,0,0,20,0,0,0,118.76,26.4,36.43,0,70.04,0,0,0,0,42.39,0

82,20:15-20:30,6.52,0,682.78,0,0,0,0,0,0,148.3,0,0,25.51,92,0,0,0,434.65,45.53,0,0,15.81,0,0,59.73,0,0,16.54,62.16,0,20.85,0,42.32,0,16.48,8.87,0,0,0,139.69,12.41,24.21,0,0,0,18.2,0,23.81,0,69.72,396,0,0.75,0,0,20,0,0,0,118.76,26.4,36.43,0,70.04,0,0,0,0,42.39,0

83,20:30-20:45,6.52,0,682.78,0,0,0,0,0,0,148.3,0,0,25.51,92,0,0,0,434.65,45.53,0,0,15.81,0,0,59.73,0,0,3.57,62.16,0,20.85,0,42.52,0,16.48,8.87,0,0,0,139.69,9.64,24.21,0,0,0,18.2,0,23.81,0,69.72,382.5,0,0.75,0,0,20,0,0,0,118.76,26.4,36.43,0,70.04,0,0,0,0,42.39,0

84,20:45-21:00,6.52,0,682.78,0,0,0,0,0,0,148.3,0,0,25.51,92,0,0,0,434.65,45.53,0,0,15.81,0,0,59.73,0,0,0,62.16,0,20.85,0,42.52,0,16.48,8.87,0,0,0,139.69,0,24.21,0,0,0,18.2,0,23.81,0,69.72,382.5,0,0.75,0,0,20,0,0,0,118.76,26.4,36.43,0,70.04,0,0,0,0,42.39,0

85,21:00-21:15,6.52,0,682.78,0,0,0,0,0,0,148.3,0,0,25.51,92,0,0,0,434.65,45.53,0,0,15.81,0,0,59.73,0,0,0,62.16,0,20.85,0,42.52,0,16.48,8.87,0,0,0,139.69,0,24.21,0,0,0,18.2,0,23.81,0,9.29,382.5,0,0.75,0,0,20,0,0,0,118.76,26.4,36.43,0,70.04,0,0,0,0,42.39,0

86,21:15-21:30,6.52,0,682.78,0,0,0,0,0,0,148.3,0,0,25.51,92,0,0,0,434.65,45.53,0,0,15.81,0,0,59.73,0,0,0,62.16,0,20.85,0,42.52,0,16.48,8.87,0,0,0,139.69,0,24.21,0,0,0,18.2,0,23.81,0,2.33,382.5,0,0.75,0,0,20,0,0,0,118.76,26.4,36.43,0,70.04,0,0,0,0,42.39,0

87,21:30-21:45,6.52,0,682.78,0,0,0,0,0,0,148.3,0,0,25.51,92,0,0,0,434.65,45.53,0,0,15.81,0,0,59.73,0,0,0,62.16,0,20.85,0,42.52,0,16.48,8.87,0,0,0,139.69,0,24.21,0,0,0,18.2,0,23.81,0,2.33,382.5,0,0.75,0,0,20,0,0,0,118.76,26.4,36.43,0,70.04,0,0,0,0,42.39,0

88,21:45-22:00,6.52,0,682.78,0,0,0,0,0,0,148.3,0,0,25.51,92,0,0,0,434.65,45.53,0,0,15.81,0,0,59.73,0,0,0,62.16,0,20.85,0,42.52,0,16.48,8.87,0,0,0,139.69,0,24.21,0,0,0,18.2,0,23.81,0,2.33,382.5,0,0.75,0,0,20,0,0,0,118.76,26.4,36.43,0,70.04,0,0,0,0,42.39,0

89,22:00-22:15,6.52,0,682.78,0,0,0,0,0,0,148.3,0,0,25.51,92,0,0,0,434.65,45.53,0,0,15.81,0,0,59.73,0,0,0,62.16,0,20.85,0,42.73,0,16.48,8.87,0,0,0,139.69,0,24.21,0,0,0,18.2,0,23.81,0,2.33,382.5,0,0.75,0,0,20,0,0,0,118.76,26.4,36.43,0,70.04,0,0,0,0,42.39,0

90,22:15-22:30,6.52,0,682.78,0,0,0,0,0,0,148.3,0,0,25.51,92,0,0,0,434.65,45.53,0,0,15.81,0,0,59.73,0,0,0,62.16,0,20.85,0,42.73,0,16.48,8.87,0,0,0,139.69,7.62,24.21,0,0,0,18.2,0,23.81,0,2.33,382.5,0,0.75,0,0,20,0,0,0,118.76,26.4,36.43,0,70.04,0,0,0,0,42.39,0

91,22:30-22:45,6.52,0,682.78,0,0,0,0,0,0,148.3,0,0,25.51,92,0,0,0,434.65,45.53,0,0,15.81,0,0,59.73,0,0,0,62.16,0,20.85,0,42.73,0,16.48,8.87,0,0,0,139.69,11.65,24.21,0,0,0,18.2,0,23.81,0,2.33,382.5,0,0.75,0,0,20,0,0,0,118.76,26.4,36.43,0,70.04,0,0,0,0,42.39,0

92,22:45-23:00,6.52,0,682.78,0,0,0,0,0,0,148.3,0,0,25.51,92,0,0,0,434.65,45.53,0,0,15.81,0,0,59.73,0,0,0,62.16,0,20.85,0,42.73,0,16.48,8.87,0,0,0,139.69,11.65,24.21,0,0,0,18.2,0,23.81,0,2.33,382.5,0,0.75,0,0,20,0,0,0,118.76,26.4,36.43,0,70.04,0,0,0,0,42.39,0

93,23:00-23:15,6.52,0,682.78,0,0,0,0,0,0,148.3,0,0,25.51,92,0,0,0,434.65,45.53,0,0,15.81,0,0,59.73,0,0,0,62.16,0,20.85,0,42.73,0,16.48,8.87,0,0,0,139.69,0,24.21,0,0,0,18.2,0,23.81,0,2.33,382.5,0,0.75,0,0,20,0,0,0,118.76,26.4,36.43,0,70.04,0,0,0,0,42.39,0

94,23:15-23:30,6.52,0,677.44,0,0,0,0,0,0,148.3,0,0,25.51,92,0,0,0,434.65,45.53,0,0,15.81,0,0,59.73,0,0,0,62.16,0,20.85,0,42.73,0,16.48,8.87,0,0,0,139.69,0,24.21,0,0,0,18.2,0,23.81,0,2.33,382.5,0,0.75,0,0,20,0,0,0,118.76,26.4,36.43,0,70.04,0,0,0,0,42.39,0

95,23:30-23:45,6.52,0,683.14,0,0,0,0,0,0,148.3,0,0,25.51,92,0,0,0,434.65,45.53,0,0,15.81,0,0,59.73,0,0,0,62.16,0,20.85,0,42.73,0,16.48,8.87,0,0,0,139.69,0,24.21,0,0,0,18.2,0,23.81,0,2.33,382.5,0,0.75,0,0,20,0,0,0,118.76,26.4,36.43,0,70.04,0,0,0,0,42.39,0

96,23:45-24:00,6.52,0,683.14,0,0,0,0,0,0,148.3,0,0,25.51,92,0,0,0,434.65,45.53,0,0,15.81,0,0,59.73,0,0,0,62.16,0,20.85,0,42.73,0,16.48,8.87,0,0,0,139.69,0,24.21,0,0,0,18.2,0,23.81,0,2.33,382.5,0,0.75,0,0,20,0,0,0,118.76,26.4,36.43,0,70.04,0,0,0,0,42.39,0

