Block,Time,BRBCL,BSIUL,FSTPP I & II,MAPS,NLCTS2EXP,SASAN,TALA,TANAKPUR,UNCHAHAR4,VALLURNTECL,AURY_LF,KKNPPU2,RAPPC,RIHAND2,SIMHST2,ANTA_LF,AURY_RF,CHAMERA2,NAPP,NLCIIST1,NNTPP,RSTPSU1TO6,SALAL,TEHRI,DADRI_CRF,KISHANGANGA,KOLDAM,RAMPUR,SINGRAULI,UNCHAHAR1,UNCHAHAR2,AURY_CRF,CHAMERA3,DADRT2,JHAJJAR,KGSU3AND4,KOTESHWR,NLCEXP,NTPL,RAPPB,RIHAND3,SIMHST1,TALST2,TelanganaSTPP,URI2,ANTA_GF,ANTA_RF,KHSTPP-II,PARBATI3,RSTPSU7,UNCHAHAR3,URI,CHAMERA1,DHAULIGNGA,DULHASTI,KGSU1AND2,KUDGI,NLCIIST2,SINGRAULI_HYDRO,ANTA_CRF,AURY_GF,KHSTPP-I,KKNP,NJPC,RIHAND1,SEWA2,TANDA2,DADRI_GF,DADRI_LF,DADRI_RF
6,01:15-01:30,15,0,20.8,0,0,416.25,11.2,13.06,0,0,0,0,51.52,118.76,0,0,68.96,2,40.47,0,0,0,52.28,14.93,0,0,0,0,138.75,20.56,42.4,0,9.68,341.57,474.31,0,8.87,0,0,0,124.32,0,0,0,8.75,0,28.35,140.56,0,0,0,6.63,0,10.44,49.43,0,0,0,0,0,0,44.92,0,70.17,46,0,0,0,21.92,66.85

7,01:30-01:45,15,0,20.8,0,0,348.98,11.2,13.06,0,0,0,0,51.52,118.76,0,0,68.96,2,40.47,0,0,0,52.28,14.93,0,0,0,0,138.75,20.56,42.4,0,9.68,341.57,474.31,0,8.87,0,0,0,124.32,0,0,0,8.75,0,28.35,140.56,0,0,0,6.63,0,10.44,49.43,0,0,0,0,0,0,44.92,0,70.17,46,0,0,0,21.92,66.85

8,01:45-02:00,15,0,20.8,0,0,348.98,11.2,13.06,0,0,0,0,51.52,118.76,0,0,68.96,2,40.47,0,0,0,52.28,14.93,0,0,0,0,138.75,20.56,42.4,0,9.68,341.57,474.31,0,8.87,0,0,0,124.32,0,0,0,8.75,0,28.35,140.56,0,0,0,6.63,0,10.44,49.43,0,0,0,0,0,0,44.92,0,70.17,46,0,0,0,21.92,66.85

9,02:00-02:15,15,0,20.8,0,0,348.98,11.2,13.06,0,0,0,0,51.52,118.76,0,0,68.96,2,40.47,0,0,0,52.28,14.93,0,0,0,0,138.75,20.56,42.4,0,9.68,341.57,474.31,0,8.87,0,0,0,124.32,0,0,0,8.75,0,28.35,140.56,0,0,0,50.79,0,10.44,49.43,0,0,0,0,0,0,44.92,0,70.17,46,0,0,0,21.92,66.85

10,02:15-02:30,15,0,20.8,0,0,348.98,11.2,13.06,0,0,0,0,51.52,118.76,0,0,68.96,2,40.47,0,0,0,52.28,14.93,0,0,0,0,138.75,20.56,42.4,0,9.68,341.57,474.31,0,8.87,0,0,0,124.32,0,0,0,8.75,0,28.35,140.56,0,0,0,50.79,0,10.44,49.43,0,0,0,0,0,0,44.92,0,70.17,46,0,0,0,21.92,66.85

11,02:30-02:45,15,0,20.8,0,0,348.98,11.2,13.06,0,0,0,0,51.52,118.76,0,0,68.96,9.99,40.47,0,0,0,38.35,14.93,0,0,0,0,138.75,20.56,42.4,0,9.68,341.57,474.31,0,8.87,0,0,0,124.32,0,0,0,8.75,0,28.35,140.56,0,0,0,11.04,0,10.44,49.43,0,0,0,0,0,0,44.92,0,70.17,46,0,0,0,21.92,66.85

12,02:45-03:00,15,0,20.8,0,0,348.98,11.2,13.06,0,0,0,0,51.52,118.76,0,0,68.96,9.99,40.47,0,0,0,38.35,14.93,0,0,0,0,138.75,20.56,42.4,0,9.68,341.57,474.31,0,8.87,0,0,0,124.32,0,0,0,8.75,0,28.35,140.56,0,0,0,6.63,0,10.44,49.43,0,0,0,0,0,0,44.92,0,70.17,46,0,0,0,21.92,66.85

13,03:00-03:15,15,0,20.8,0,0,348.98,11.2,11.53,0,0,0,0,51.52,118.76,0,0,68.96,9.99,40.47,0,0,0,38.35,14.93,0,0,0,0,138.75,20.56,42.4,0,9.68,341.57,474.31,0,8.87,0,0,0,124.32,0,0,0,8.75,0,28.35,140.56,0,0,0,6.63,0,10.44,49.43,0,0,0,0,0,0,44.92,0,70.17,46,0,0,0,21.92,66.85

14,03:15-03:30,15,0,20.8,0,0,348.98,11.2,11.53,0,0,0,0,51.52,118.76,0,0,68.96,9.99,40.47,0,0,0,38.35,14.93,0,0,0,0,138.75,20.56,42.4,0,9.68,341.57,474.31,0,8.87,0,0,0,124.32,0,0,0,8.75,0,28.35,140.56,0,0,0,6.63,0,10.44,49.43,0,0,0,0,0,0,44.92,0,70.17,46,0,0,0,21.92,66.85

15,03:30-03:45,15,0,20.8,0,0,348.98,11.64,11.53,0,0,0,0,51.52,118.76,0,0,68.96,9.99,40.47,0,0,0,38.35,14.93,0,0,0,0,138.75,20.56,42.4,0,9.68,341.57,474.31,0,8.87,0,0,0,124.32,0,0,0,8.75,0,28.35,140.56,0,0,0,6.63,0,10.44,49.43,0,0,0,0,0,0,44.92,0,70.17,46,0,0,0,21.92,66.85

16,03:45-04:00,15,0,20.8,0,0,348.98,11.64,11.53,0,0,0,0,51.52,118.76,0,0,68.96,9.99,40.47,0,0,0,38.35,14.99,0,0,0,0,138.75,20.56,42.4,0,9.68,341.57,474.31,0,8.87,0,0,0,124.32,0,0,0,8.75,0,28.35,140.56,0,0,0,6.63,0,10.44,49.43,0,0,0,0,0,0,44.92,0,70.17,46,0,0,0,21.92,66.85

17,04:00-04:15,15,0,20.8,0,0,348.98,11.2,11.53,0,0,0,0,51.52,118.76,0,0,68.96,9.99,40.47,0,0,0,38.35,15.56,0,0,0,0,138.75,20.56,42.4,0,9.68,341.57,256.2,0,8.87,0,0,0,124.32,0,0,0,8.75,0,28.35,140.56,0,0,0,6.63,0,18.23,49.43,0,0,0,0,0,0,44.92,0,94.7,46,0,0,0,21.92,66.85

18,04:15-04:30,15,0,20.8,0,0,348.98,11.2,11.53,0,0,0,0,51.52,118.76,0,0,68.96,9.99,40.47,0,0,0,38.35,15.56,0,0,0,0,138.75,20.56,42.4,0,9.68,341.57,256.2,0,8.87,0,0,0,124.32,0,0,0,8.75,0,28.35,140.56,0,0,0,6.63,0,18.23,49.43,0,0,0,0,0,0,44.92,0,94.7,46,0,0,0,21.92,66.85

19,04:30-04:45,15,0,20.8,0,0,369,11.2,11.53,0,0,0,0,51.52,118.76,0,0,68.96,9.99,40.47,0,0,0,38.35,15.56,0,0,0,0,138.75,20.56,42.4,0,9.68,341.57,256.2,0,8.87,0,0,0,124.32,0,0,0,8.75,0,28.35,140.56,0,0,0,6.63,0,18.23,49.43,0,0,0,0,0,0,44.92,0,94.7,46,0,0,0,21.92,66.85

20,04:45-05:00,15,0,20.8,0,0,389.25,11.2,11.53,0,0,0,0,51.52,118.76,0,0,68.96,9.99,40.47,0,0,0,38.35,15.56,0,0,0,0,138.75,20.56,42.4,0,9.68,341.57,256.2,0,8.87,0,0,0,124.32,0,0,0,8.75,0,28.35,140.56,3.56,0,0,6.63,0,18.23,49.43,0,0,0,0,0,0,44.92,0,94.7,46,0,0,0,21.92,66.85

21,05:00-05:15,15,1.1,20.8,0,0,400.5,10.76,11.53,0,0,0,0,51.52,118.76,0,0,68.96,9.99,40.47,0,0,0,38.35,15.56,0,0,0,0,138.75,20.56,42.4,0,9.68,341.57,256.2,0,8.87,0,0,0,124.32,0,0,0,8.75,0,28.35,140.56,3.56,0,0,6.63,11.85,18.23,49.43,0,0,0,0,0,0,44.92,0,94.7,46,0,0,0,21.92,66.85

22,05:15-05:30,15,6.52,20.8,0,0,408.38,10.32,11.53,0,0,0,0,51.52,118.76,0,0,68.96,9.99,40.47,0,0,0,52.28,15.56,0,0,0,0,138.75,20.56,42.4,0,9.68,341.57,256.2,0,8.87,0,0,0,124.32,0,0,0,8.75,0,28.35,140.56,5.09,0,0,6.63,12.33,18.23,49.43,0,0,0,0,0,0,44.92,0,94.7,46,0,0,0,21.92,66.85

23,05:30-05:45,15,6.52,20.8,0,0,416.25,10.02,11.53,0,0,0,0,51.52,118.76,0,0,68.96,9.99,40.47,0,0,0,52.28,31.13,0,0,0,0,138.75,20.56,42.4,0,9.68,341.57,256.2,0,17.75,0,0,0,124.32,0,0,0,8.75,0,28.35,140.56,7.64,0,0,6.63,13.43,27.48,49.43,0,0,0,0,0,0,44.92,0,94.7,46,0,0,0,21.92,66.85

24,05:45-06:00,15,6.52,20.8,0,0,416.25,9.58,11.53,0,0,0,0,51.52,118.76,0,0,68.96,9.99,40.47,0,0,0,52.28,31.13,0,0,0,0,138.75,20.56,42.4,0,19.36,341.57,256.2,0,26.62,0,0,0,124.32,0,0,0,8.75,0,28.35,140.56,49.01,0,0,6.63,13.43,27.48,49.43,0,0,0,0,0,0,44.92,0,94.7,46,0,0,0,21.92,66.85

25,06:00-06:15,15,19.56,20.8,0,0,416.25,9.58,12.94,0,0,0,0,51.52,118.76,0,0,68.96,40.79,40.47,0,0,0,79.38,31.13,0,0,0,0,138.75,20.56,42.4,0,30.56,341.57,256.2,0,39.44,0,0,0,124.32,0,0,0,8.75,0,27.3,140.56,49.01,0,0,6.63,14.05,37.65,49.93,0,0,0,0,0,0,44.92,0,116.95,46,0,0,0,21.92,66.85

26,06:15-06:30,15,19.56,20.8,0,0,416.25,9.15,12.94,0,0,0,0,51.52,118.76,0,0,68.96,40.79,40.47,0,0,0,79.38,31.13,0,0,0,0,138.75,20.56,42.4,0,30.56,341.57,256.2,0,39.44,0,0,0,124.32,0,0,0,8.75,0,27.3,140.56,49.01,0,0,6.63,14.05,37.65,49.93,0,0,0,0,0,0,44.92,0,116.95,46,0,0,0,21.92,66.85

27,06:30-06:45,15,19.56,20.8,0,0,416.25,9,12.94,0,0,0,0,51.52,118.76,0,0,68.96,40.79,40.47,0,0,0,79.38,31.13,0,0,0,0,138.75,20.56,42.4,0,30.56,341.57,256.2,0,39.44,0,0,0,124.32,0,0,0,8.75,0,27.3,140.56,49.01,0,0,50.79,14.05,37.65,49.93,0,0,0,0,0,0,44.92,0,116.95,46,0,0,0,21.92,66.85

28,06:45-07:00,15,19.56,20.8,0,0,416.25,9,12.94,0,0,0,0,51.52,118.76,0,0,68.96,40.79,40.47,0,0,0,79.38,31.13,0,0,0,0,138.75,20.56,42.4,0,30.56,341.57,256.2,0,39.44,0,0,0,124.32,0,0,0,8.75,0,27.3,140.56,49.01,0,0,50.79,14.05,37.65,49.93,0,0,0,0,0,0,44.92,0,116.95,46,0,0,0,21.92,66.85

29,07:00-07:15,15,6.52,20.8,0,0,416.25,9,11.53,0,0,0,0,51.52,118.76,0,0,68.96,26.34,40.47,0,0,0,51.13,15.56,0,0,0,0,138.75,20.56,42.4,0,19.36,341.57,256.2,0,19.72,0,0,0,124.32,0,0,0,8.75,0,27.3,140.56,49.01,0,0,8.83,11.85,27.48,49.43,0,0,0,0,0,0,44.92,0,116.95,46,0,0,0,21.92,66.85

30,07:15-07:30,15,6.52,20.8,0,0,416.25,9,11.53,0,0,0,0,51.52,118.76,0,0,68.96,10.67,40.47,0,0,0,51.13,0,0,0,0,0,138.75,20.56,42.4,0,9.68,341.57,256.2,0,8.87,0,0,0,124.32,0,0,0,8.75,0,27.3,140.56,6.36,0,0,6.63,0,27.48,49.43,0,0,0,0,0,0,44.92,0,85.23,46,0,0,0,21.92,66.85

31,07:30-07:45,15,6.52,20.8,0,0,416.25,9.15,11.53,0,0,0,0,51.52,118.76,0,0,68.96,10.67,40.47,0,0,0,51.13,0,0,0,0,0,138.75,20.56,42.4,0,9.68,341.57,256.2,0,8.87,0,0,0,124.32,0,0,0,8.75,0,27.3,140.56,3.56,0,0,6.63,0,27.48,49.43,0,0,0,0,0,0,44.92,0,70.17,46,0,0,0,21.92,66.85

32,07:45-08:00,15,6.52,20.8,0,0,416.25,9.15,11.53,0,0,0,0,51.52,118.76,0,0,68.96,2,40.47,0,0,0,51.13,0,0,0,0,0,138.75,20.56,42.4,0,0,341.57,256.2,0,8.87,0,0,0,124.32,0,0,0,8.75,0,27.3,140.56,0,0,0,6.63,0,27.48,49.43,0,0,0,0,0,0,44.92,0,70.17,46,0,0,0,21.92,66.85

33,08:00-08:15,15,6.52,20.8,0,0,416.25,9.29,11.53,0,0,0,0,51.52,118.76,0,0,68.75,2,40.47,0,0,0,51.13,0,0,0,0,0,138.75,20.56,42.4,0,0,341.57,236.2,0,8.87,0,0,0,124.32,0,0,0,8.75,0,27.3,140.56,0,0,0,6.63,0,18.23,49.43,0,0,0,0,0,0,44.92,0,70.17,46,0,0,0,21.92,66.85

34,08:15-08:30,15,6.52,20.8,0,0,416.25,9.29,11.53,0,0,0,0,51.52,118.76,0,0,68.75,2,40.47,0,0,0,51.13,0,0,0,0,0,138.75,20.56,42.4,0,0,341.57,236.2,0,8.87,0,0,0,124.32,0,0,0,8.75,0,27.3,140.56,0,0,0,6.63,0,18.23,49.43,0,0,0,0,0,0,44.92,0,70.17,46,0,0,0,21.92,66.85

35,08:30-08:45,15,6.52,20.8,0,0,416.25,9.74,11.53,0,0,0,0,51.52,118.76,0,0,68.75,2,40.47,0,0,0,51.13,0,0,0,0,0,138.75,20.56,42.4,0,0,341.57,236.2,0,8.87,0,0,0,124.32,0,0,0,26.9,0,27.3,140.56,0,0,0,50.79,0,18.23,49.43,0,0,0,0,0,0,44.92,0,70.17,46,0,0,0,21.92,66.85

36,08:45-09:00,15,6.52,20.8,0,0,416.25,9.74,11.53,0,0,0,0,51.52,118.76,0,0,68.75,2,40.47,0,0,0,51.13,0,0,0,0,0,138.75,20.56,42.4,0,0,341.57,236.2,0,8.87,0,0,0,124.32,0,0,0,26.9,0,27.3,140.56,0,0,0,50.79,0,18.23,49.43,0,0,0,0,0,0,44.92,0,70.17,46,0,0,0,21.92,66.85

37,09:00-09:15,15,6.52,20.8,0,0,416.25,9.74,11.53,0,0,0,0,51.52,118.76,0,0,68.75,2,40.47,0,0,0,51.13,0,0,0,0,0,138.75,20.56,42.4,0,0,341.57,236.2,0,8.87,0,0,0,124.32,0,0,0,26.9,0,27.3,140.56,0,0,0,8.83,0,18.23,49.43,0,0,0,0,0,0,44.92,0,70.17,46,0,0,0,21.92,66.85

38,09:15-09:30,15,6.52,20.8,0,0,416.25,9.74,11.53,0,0,0,0,51.52,118.76,0,0,68.75,2,40.47,0,0,0,51.13,0,0,0,0,0,138.75,20.56,42.4,0,0,341.57,236.2,0,8.87,0,0,0,124.32,0,0,0,26.9,0,27.3,140.56,0,0,0,6.63,0,18.23,49.43,0,0,0,0,0,0,44.92,0,70.17,46,0,0,0,21.92,66.85

39,09:30-09:45,15,6.52,20.8,0,0,416.25,9.27,11.53,0,0,0,0,51.52,118.76,0,0,68.75,2,40.47,0,0,0,51.13,0,0,0,0,0,138.75,20.56,42.4,0,0,341.57,236.2,0,8.87,0,0,0,124.32,0,0,0,26.9,0,27.3,140.56,0,0,0,6.63,0,18.23,49.43,0,0,0,0,0,0,44.92,0,70.17,46,0,0,0,21.92,66.85

40,09:45-10:00,15,6.52,20.8,0,0,416.25,9.27,11.53,0,0,0,0,51.52,118.76,0,0,68.75,2,40.47,0,0,0,51.13,0,0,0,0,0,138.75,20.56,42.4,0,0,341.57,236.2,0,8.87,0,0,0,124.32,0,0,0,26.9,0,27.3,140.56,0,0,0,6.63,0,18.23,49.43,0,0,0,0,0,0,44.92,0,46.78,46,0,0,0,21.92,66.85

41,10:00-10:15,15,6.52,20.8,0,0,416.25,9.27,11.53,0,0,0,0,51.52,118.76,0,0,68.75,2,40.47,0,0,0,38.35,0,0,0,0,0,138.75,20.56,42.4,0,0,341.57,236.2,0,8.87,0,0,0,124.32,0,0,0,10.76,0,27.09,140.56,0,0,0,6.63,0,18.23,49.43,0,0,0,0,0,0,44.92,0,46.78,46,0,0,0,21.92,66.85

42,10:15-10:30,15,6.52,20.8,0,0,416.25,9.27,11.53,0,0,0,0,51.52,118.76,0,0,68.75,2,40.47,0,0,0,38.35,0,0,0,0,0,138.75,20.56,42.4,0,0,341.57,236.2,0,8.87,0,0,0,124.32,0,0,0,26.9,0,27.09,140.56,0,0,0,50.79,0,18.23,49.43,0,0,0,0,0,0,44.92,0,46.78,46,0,0,0,21.92,66.85

43,10:30-10:45,15,6.52,20.8,0,0,416.25,9.27,11.53,0,0,0,0,51.52,118.76,0,0,68.75,2,40.47,0,0,0,38.35,0,0,0,0,0,127.5,20.56,42.4,0,0,341.57,236.2,0,8.87,0,0,0,124.32,0,0,0,26.9,0,27.09,140.56,0,0,0,50.79,0,18.23,49.43,0,0,0,0,0,0,44.92,0,46.78,46,0,0,0,21.92,66.85

44,10:45-11:00,15,6.52,20.8,0,0,416.25,9.27,11.53,0,0,0,0,51.52,118.76,0,0,68.75,2,40.47,0,0,0,38.35,0,0,0,0,0,127.5,20.56,42.4,0,0,341.57,236.2,0,8.87,0,0,0,124.32,0,0,0,8.75,0,27.09,140.56,0,0,0,8.83,0,18.23,49.43,0,0,0,0,0,0,44.92,0,46.78,46,0,0,0,21.92,66.85

45,11:00-11:15,15,6.52,20.8,0,0,382.5,9.27,11.53,0,0,0,0,51.52,118.76,0,0,68.75,2,40.47,0,0,0,26.14,0,0,0,0,0,127.5,20.56,42.4,0,0,341.57,236.2,0,8.87,0,0,0,124.32,0,0,0,8.75,0,27.09,140.56,0,0,0,5.74,0,18.23,49.43,0,0,0,0,0,0,44.92,0,46.78,46,0,0,0,21.92,66.85

46,11:15-11:30,15,6.52,20.8,0,0,382.5,9.27,11.53,0,0,0,0,51.52,118.76,0,0,68.75,2,40.47,0,0,0,26.14,0,0,0,0,0,127.5,20.56,42.4,0,0,341.57,236.2,0,8.87,0,0,0,124.32,0,0,0,8.75,0,27.09,140.56,0,0,0,5.74,0,18.23,49.43,0,0,0,0,0,0,44.92,0,46.78,46,0,0,0,21.92,66.85

47,11:30-11:45,15,0,20.8,0,0,382.5,10.21,11.53,0,0,0,0,51.52,118.76,0,0,68.75,2,40.47,0,0,0,26.14,0,0,0,0,0,127.5,20.56,42.4,0,0,341.57,236.2,0,8.87,0,0,0,124.32,0,0,0,8.75,0,27.09,140.56,0,0,0,5.74,0,18.23,49.43,0,0,0,0,0,0,44.92,0,46.78,46,0,0,0,21.92,66.85

48,11:45-12:00,15,0,20.8,0,0,382.5,10.21,11.53,0,0,0,0,51.52,118.76,0,0,68.75,2,40.47,0,0,0,26.14,0,0,0,0,0,127.5,20.56,42.4,0,0,341.57,236.2,0,8.87,0,0,0,124.32,0,0,0,8.75,0,27.09,140.56,0,0,0,5.74,0,18.23,49.43,0,0,0,0,0,0,44.92,0,46.78,46,0,0,0,21.92,66.85

49,12:00-12:15,15,0,20.8,0,0,382.5,10.35,11.53,0,0,0,0,51.52,118.76,0,0,68.75,2,40.47,0,0,0,26.14,0,0,0,0,0,127.5,20.56,42.4,0,0,341.57,236.2,0,8.87,0,0,0,124.32,0,0,0,8.75,0,26.78,140.56,0,0,0,5.74,0,18.23,49.43,0,0,0,0,0,0,44.92,0,46.78,46,0,0,0,21.92,65.76

50,12:15-12:30,15,0,20.8,0,0,382.5,10.35,11.53,0,0,0,0,51.52,118.76,0,0,68.75,2,40.47,0,0,0,26.14,0,0,0,0,0,127.5,20.56,42.4,0,0,341.57,236.2,0,8.87,0,0,0,124.32,0,0,0,8.75,0,26.78,140.56,0,0,0,5.74,0,18.23,49.43,0,0,0,0,0,0,44.92,0,46.78,46,0,0,0,21.92,65.76

51,12:30-12:45,15,0,20.8,0,0,382.5,10.35,11.53,0,0,0,0,51.52,118.76,0,0,68.75,2,40.47,0,0,0,26.14,0,0,0,0,0,127.5,20.56,42.4,0,0,341.57,236.2,0,8.87,0,0,0,124.32,0,0,0,8.75,0,26.78,140.56,0,0,0,5.74,0,18.23,49.43,0,0,0,0,0,0,44.92,0,46.78,46,0,0,0,21.92,65.76

52,12:45-13:00,15,0,20.8,0,0,382.5,10.35,11.53,0,0,0,0,51.52,118.76,0,0,68.75,2,40.47,0,0,0,26.14,0,0,0,0,0,127.5,20.56,42.4,0,0,341.57,236.2,0,8.87,0,0,0,124.32,0,0,0,8.75,0,26.78,140.56,0,0,0,5.74,0,18.23,49.43,0,0,0,0,0,0,44.92,0,46.78,46,0,0,0,21.92,65.76

53,13:00-13:15,15,0,20.8,0,0,382.5,10.35,11.53,0,0,0,0,51.52,118.76,0,0,68.75,2,40.47,0,0,0,26.14,0,0,0,0,0,127.5,20.56,42.4,0,0,341.57,236.2,0,8.87,0,0,0,124.32,0,0,0,8.75,0,26.78,140.56,0,0,0,7.62,0,18.23,49.43,0,0,0,0,0,0,44.92,0,46.78,46,0,0,0,21.92,65.76

54,13:15-13:30,15,0,20.8,0,0,382.5,10.35,11.53,0,0,0,0,51.52,118.76,0,0,68.75,2,40.47,0,0,0,26.14,0,0,0,0,0,127.5,20.56,42.4,0,0,341.57,236.2,0,8.87,0,0,0,124.32,0,0,0,8.75,0,26.78,140.56,0,0,0,7.62,0,18.23,49.43,0,0,0,0,0,0,44.92,0,46.78,46,0,0,0,21.92,65.76

55,13:30-13:45,15,0,20.8,0,0,382.5,10.05,11.53,0,0,0,0,51.52,118.76,0,0,68.75,2,40.47,0,0,0,26.14,0,0,0,0,0,127.5,20.56,42.4,0,0,341.57,236.2,0,8.87,0,0,0,124.32,0,0,0,8.75,0,26.78,140.56,0,0,0,7.62,0,18.23,49.43,0,0,0,0,0,0,44.92,0,46.78,46,0,0,0,21.92,65.76

56,13:45-14:00,15,0,20.8,0,0,382.5,10.05,11.53,0,0,0,0,51.52,118.76,0,0,68.75,2,40.47,0,0,0,26.14,0,0,0,0,0,127.5,20.56,42.4,0,0,341.57,236.2,0,8.87,0,0,0,124.32,0,0,0,8.75,0,26.78,140.56,0,0,0,7.62,0,18.23,49.43,0,0,0,0,0,0,44.92,0,46.78,46,0,0,0,21.92,65.76

57,14:00-14:15,15,0,20.8,0,0,410.62,10.05,11.53,0,0,0,0,51.52,118.76,0,0,68.42,2,40.47,0,0,0,26.14,0,0,0,0,0,127.5,20.56,42.4,0,0,341.57,236.2,0,8.87,0,0,0,124.32,0,0,0,8.75,0,26.78,140.56,0,0,0,7.62,0,9.11,49.43,0,0,0,0,0,0,44.92,0,46.78,46,0,0,0,21.92,65.76

58,14:15-14:30,15,0,20.8,0,0,416.25,10.05,11.53,0,0,0,0,51.52,118.76,0,0,68.42,2,40.47,0,0,0,26.14,0,0,0,0,0,127.5,20.56,42.4,0,0,341.57,236.2,0,8.87,0,0,0,124.32,0,0,0,8.75,0,26.78,140.56,0,0,0,7.62,0,9.11,49.43,0,0,0,0,0,0,44.92,0,46.78,46,0,0,0,21.92,65.76

59,14:30-14:45,15,0,20.8,0,0,416.25,9.9,11.53,0,0,0,0,51.52,118.76,0,0,68.42,2,40.47,0,0,0,26.14,0,0,0,0,0,127.5,20.56,42.4,0,0,341.57,236.2,0,8.87,0,0,0,124.32,0,0,0,8.75,0,26.78,140.56,0,0,0,7.62,0,9.11,49.43,0,0,0,0,0,0,44.92,0,46.78,46,0,0,0,21.92,65.76

60,14:45-15:00,15,0,20.8,0,0,416.25,9.9,11.53,0,0,0,0,51.52,118.76,0,0,68.42,2,40.47,0,0,0,40.68,14.93,0,0,0,0,127.5,20.56,42.4,0,0,341.57,236.2,0,8.87,0,0,0,124.32,0,0,0,8.75,0,26.78,140.56,0,0,0,7.62,0,9.11,49.43,0,0,0,0,0,0,44.92,0,46.78,46,0,0,0,21.92,65.76

61,15:00-15:15,15,0,20.8,0,0,416.25,9.9,11.53,0,0,0,0,51.52,118.76,0,0,68.42,2,40.47,0,0,0,79.38,14.93,0,0,0,0,127.5,20.56,42.4,0,0,341.57,236.2,0,8.87,0,0,0,124.32,0,0,0,8.75,0,26.78,140.56,0,0,0,7.62,0,9.11,49.43,0,0,0,0,0,0,44.92,0,46.78,46,0,0,0,21.92,65.76

62,15:15-15:30,15,0,20.8,0,0,416.25,9.9,11.53,0,0,0,0,51.52,118.76,0,0,68.42,2,40.47,0,0,0,79.38,14.93,0,0,0,0,127.5,20.56,42.4,0,0,341.57,236.2,0,8.87,0,0,0,124.32,0,0,0,8.75,0,26.78,140.56,0,0,0,7.62,0,9.11,49.43,0,0,0,0,0,0,44.92,0,46.78,46,0,0,0,21.92,65.76

