Column1,Time,GNARE/SR/2025/01/13/4532,GNA/NR/2025/03/01/5143,NR/01102023/30042040/GNA_LT_36,GNA/NR/2025/03/01/1906,NR/30092023/31122025/SH-07,NR/01102023/31052040/LT-31,NR/01102023/19072037/LT-05,GNA/NR/2025/03/01/9482,NR/01102023/06022042/L_NR_2012_07,NR/01102023/30042040/GNA_LT_35,GNA/WR/2025/01/01/8625,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2025/03/01/4651,GNA/NR/2025/03/01/8036,GNA/NR/2025/03/01/3469,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/SR/2025/03/01/7500,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/WR/2025/01/01/9606,GNA/NR/2025/03/01/6891,NR/01102023/06022042/L_NR_2012_02,NR/01102023/22052037/LT-59,NR/01102023/05012040/L_NR_2020_02,NR/01102023/31102037/L_NR_2019_11,GNA/WR/2025/03/01/6406,NR/30092023/26122029/SH-06,GNA/NR/2025/03/01/2563,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/01102023/L_NR_2022_09,WR/01102023/16072048/L_NR_2022_08,NR/01102023/08032047/L_NR_2021_14,NR/22102023/11042047/L_NR_2021_17,WR/01102023/29112042/L_NR_2019_05,NR/26072023/25122043/L_NR_2023_10,L_NR_2019_19,WR/01102023/01102023/L_NR_2020_06,NR/01102023/02122045/L_NR_2021_13,WR/01102023/24112044/L_NR_2020_07,NR/22102023/11042047/L_NR_2021_16,NR/01102023/13082046/L_NR_2021_12,WR/01102023/31032046/L_NR_2020_05,NR/26072023/31072042/L_NR_2023_07,GNARE/NR/2024/12/20/3668,WR/01102023/30052048/L_NR_2022_10,NR/01102023/25072045/L_NR_2021_15,WR/01102023/29112042/RUMS(L_NR_2019_07)
77,19:00-19:15,4.4,0,0,31.67,32,0,114.79,28.79,86.57,0,100,271.38,99.99,6.72,31.67,8.64,3.76,50,31.29,50,0,259.72,1.24,1.31,1.38,0,0,31.67,0,48.33,11.66,0,0,0,0,0,13.67,0,13.67,0,0,40.99,0,0,48.33,0,0

78,19:15-19:30,3.6,0,0,31.67,32,0,114.79,28.79,86.57,0,100,271.38,99.99,6.72,31.67,8.64,3.76,50,31.29,50,0,259.72,1.24,1.31,1.38,0,0,31.67,0,48,11.66,0,0,0,0,0,14,0,14,0,0,42,0,0,48,0,0

79,19:30-19:45,4.4,0,0,31.67,31.48,0,114.79,28.79,86.57,0,100,271.38,99.99,6.72,31.67,8.64,3.76,50,31.29,50,0,259.72,1.24,1.31,1.38,0,31.48,31.67,0,47.67,20,0,0,0,0,0,25.84,0,25.83,0,0,77.5,0,0,47.67,0,0

80,19:45-20:00,4.4,0,0,31.67,31.48,0,114.79,28.79,86.57,0,100,271.38,99.99,6.72,31.67,8.64,3.76,50,31.29,50,0,259.72,1.24,1.31,1.38,0,31.48,31.67,0,47.33,19.66,0,0,0,0,0,25.66,0,25.67,0,0,77,0,0,47.33,0,0

81,20:00-20:15,4.8,0,0,31.67,31.48,0,114.79,28.79,86.57,0,100,271.38,99.99,6.72,31.67,8.64,3.76,50,31.29,75,0,259.72,1.24,1.26,1.31,0,31.48,31.67,0,46.67,19.34,0,0,0,0,0,25.5,0,25.5,0,0,76.5,0,0,46.66,0,0

82,20:15-20:30,5,0,0,31.67,31.48,0,114.79,28.79,86.57,0,100,271.38,99.99,6.72,31.67,8.64,3.76,50,31.29,75,0,259.72,1.24,1.26,1.31,0,31.48,31.67,0,46.33,18.66,0,0,0,0,0,25.34,0,25.33,0,0,76,0,0,46.34,0,0

83,20:30-20:45,4.8,0,0,31.67,32,0,114.79,28.79,86.57,0,100,271.38,99.99,6.72,31.67,8.64,3.76,50,31.29,75,0,259.72,1.24,1.26,1.31,0,32,31.67,0,45.67,11.66,0,0,0,0,0,15,0,15,0,0,45,0,0,45.66,0,0

84,20:45-21:00,4.8,0,0,31.67,32,0,114.79,28.79,86.57,0,100,271.38,99.99,6.72,31.67,8.64,3.76,50,31.29,75,0,259.72,1.24,1.26,1.31,0,32,31.67,0,45.33,11.66,0,0,0,0,0,15.84,0,15.83,0,0,47.5,0,0,45.34,0,0

85,21:00-21:15,4.8,0,0,31.67,26.91,0,114.79,28.79,76.1,0,100,271.38,99.99,6.72,31.67,8.64,3.76,50,31.29,75,0,224.52,1.55,1.26,1.31,0,26.91,31.67,0,45,11.66,0,0,0,0,0,15.66,0,15.67,0,0,47,0,0,45,0,0

86,21:15-21:30,4.6,0,0,31.67,26.91,0,114.79,28.79,76.1,0,100,271.38,99.99,6.72,31.67,8.64,3.76,50,31.29,75,0,224.52,1.55,1.26,1.31,0,26.91,31.67,0,44.33,11.66,0,0,0,0,0,15.5,0,15.5,0,0,46.5,0,0,44.34,0,0

87,21:30-21:45,4.6,0,0,31.67,26.91,0,114.79,28.79,76.1,0,100,271.38,99.99,6.72,31.67,8.64,3.76,50,31.29,75,0,224.52,1.55,1.26,1.31,0,26.91,31.67,0,43.33,11.66,0,0,0,0,0,15.16,0,15.17,0,0,45.5,0,0,43.34,0,0

88,21:45-22:00,4.8,0,0,31.67,26.91,0,114.79,28.79,76.1,0,100,271.38,99.99,6.72,31.67,8.64,3.76,50,31.29,75,0,224.52,1.55,1.26,1.31,0,26.91,31.67,0,42.67,11.66,0,0,0,0,0,14.84,0,14.83,0,0,44.5,0,0,42.66,0,0

89,22:00-22:15,4.8,190.26,0,31.67,21.38,0,114.79,28.79,86.57,0,100,271.38,99.99,6.72,31.67,8.64,3.68,50,31.29,75,63.42,259.72,1.55,1.26,1.23,0,21.38,31.67,0,41.67,11.66,0,0,0,0,0,17.16,0,17.17,0,0,51.5,0,0,41.66,0,0

90,22:15-22:30,4.8,190.26,0,31.67,21.38,0,114.79,28.79,86.57,0,100,271.38,99.99,6.72,31.67,8.64,3.68,50,31.29,75,63.42,259.72,1.55,1.26,1.23,0,21.38,31.67,0,41.33,10,0,0,0,0,0,16.66,0,16.67,0,0,50,0,0,41.34,0,0

91,22:30-22:45,4.8,190.26,0,31.67,21.38,0,114.79,28.79,86.57,0,100,271.38,99.99,6.72,31.67,8.64,3.68,50,31.29,75,63.42,259.72,1.39,1.26,1.23,0,21.38,31.67,0,36.67,10,0,0,0,0,0,16,0,16,0,0,48,0,0,36.66,0,0

92,22:45-23:00,4.8,190.26,0,31.67,21.38,0,114.79,28.79,86.57,0,100,271.38,99.99,6.72,31.67,8.64,3.68,50,31.29,75,63.42,259.72,1.39,1.26,1.23,0,21.38,31.67,0,36.67,10,0,0,0,0,0,15.34,0,15.33,0,0,46,0,0,36.66,0,0

93,23:00-23:15,4.8,190.26,0,31.67,21.38,0,114.79,28.79,86.57,0,0,271.38,99.99,6.72,31.67,8.64,3.68,50,30.78,75,63.42,259.72,1.39,1.26,1.15,0,21.38,31.67,0,36.67,10,0,0,0,0,0,15,0,15,0,0,45,0,0,36.66,0,0

94,23:15-23:30,4.8,190.26,0,31.67,21.38,0,114.79,28.79,86.57,0,0,271.38,99.99,6.72,31.67,8.64,3.68,50,30.28,75,63.42,259.72,1.39,1.26,1.15,0,21.38,31.67,0,36.67,10,0,0,0,0,0,14.84,0,14.83,0,0,44.5,0,0,36.66,0,0

95,23:30-23:45,4.8,190.26,0,31.67,26.91,0,106.32,28.79,86.57,0,0,271.38,99.99,6.72,31.67,8.64,3.68,50,30.28,75,63.42,259.72,1.39,1.26,1.15,0,26.91,31.67,0,36.67,10,0,0,0,0,0,14.5,0,14.5,0,0,43.5,0,0,36.66,0,0

96,23:45-24:00,4.8,190.26,0,31.67,26.91,0,65.86,28.79,86.57,0,0,271.38,99.99,6.72,31.67,8.64,3.68,50,30.28,75,63.42,259.72,1.39,1.26,1.15,0,26.91,31.67,0,36.67,10,0,0,0,0,0,14.34,0,14.33,0,0,43,0,0,36.66,0,0

