Block,Time Block,CHAMERA1,BSIUL,CHAMERA2,BRBCL,DULHASTI,DHAULIGNGA,FSTPP I & II,NLCIIST2,NLCTS2EXP,NNTPP,NLCIIST1,KOTESHWR,NLCEXP,MAPS,NJPC,NAPP,KUDGI,DADRT2,CHAMERA3,JHAJJAR,KGSU1AND2,KHSTPP-I,KHSTPP-II,KKNP,KKNPPU2,KOLDAM,KGSU3AND4,KISHANGANGA,SASAN,SIMHST1,SIMHST2,SALAL,SEWA2,UNCHAHAR4,SINGRAULI,TALST2,UNCHAHAR3,TANAKPUR,URI2,TelanganaSTPP,TALA,UNCHAHAR2,URI,SINGRAULI_HYDRO,TEHRI,TANDA2,UNCHAHAR1,RAMPUR,RSTPSU1TO6,NTPL,RSTPSU7,PARBATI3,RAPPC,RAPPB,RIHAND1,RIHAND2,RIHAND3,DADRI_GF,ANTA_LF,AURY_GF,DADRI_CRF,DADRI_RF,ANTA_GF,AURY_CRF,AURY_RF,DADRI_LF,ANTA_CRF,ANTA_RF,AURY_LF,VALLURNTECL,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
22,05:15-05:30,13.6,6.31,27.42,14.52,52.77,38.9,11.07,0,0,0,0,9.35,0,0,135.17,43.99,0,530.36,20.68,118.73,0,43.47,95.68,0,0,3.88,0,0,405.24,0,0,75.34,0,1.57,102.48,0,0,9.17,10.02,0,9.44,31.24,16.03,0,0,2.29,15.32,2.9,0,0,0,4.08,57.86,0,45.8,117.78,123.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

23,05:30-05:45,13.6,6.31,27.42,14.52,52.77,38.9,11.07,0,0,0,0,9.35,0,0,135.17,43.99,0,588.04,20.68,118.73,0,43.47,95.68,0,0,3.88,0,0,405.24,0,0,75.34,0,1.57,102.48,0,0,9.17,10.02,0,9.31,31.24,16.03,0,0,2.29,15.32,2.9,0,0,0,10.88,57.86,0,45.8,117.78,123.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

24,05:45-06:00,13.6,6.31,27.42,14.52,52.77,38.9,13.44,0,0,0,0,9.35,0,0,135.17,43.99,0,588.04,20.68,118.73,0,43.47,95.68,0,0,3.88,0,0,405.24,0,0,75.34,0,1.57,102.48,0,0,9.17,10.02,0,9.01,37.05,16.03,0,0,2.29,15.32,2.9,0,0,0,52.36,57.86,0,45.8,117.78,123.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

25,06:00-06:15,13.6,6.31,27.42,14.52,52.77,38.9,13.44,0,0,0,0,9.35,0,0,135.17,43.99,0,588.04,20.68,118.73,0,43.47,95.68,0,0,3.88,0,0,405.24,0,0,75.34,0,1.57,102.48,0,0,9.17,10.02,0,8.87,37.05,16.03,0,0,2.29,15.32,2.9,0,0,0,52.36,57.86,0,45.8,117.78,123.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

26,06:15-06:30,13,6.31,27.42,14.52,52.77,38.9,13.44,0,0,0,0,9.35,0,0,135.17,43.99,0,588.04,10.34,118.73,0,43.47,95.68,0,0,3.88,0,0,405.24,0,0,75.34,0,1.57,102.48,0,0,9.17,10.02,0,8.74,37.05,16.03,0,0,2.29,15.32,2.9,0,0,0,52.36,57.86,0,45.8,117.78,123.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

27,06:30-06:45,0,6.31,13,14.52,52.77,38.9,13.44,0,0,0,0,9.35,0,0,135.17,43.99,0,588.04,10.34,118.73,0,43.47,95.68,0,0,3.88,0,0,405.24,0,0,75.34,0,1.57,102.48,0,0,1.11,10.02,0,8.45,37.05,48.71,0,0,2.29,15.32,2.9,0,0,0,52.36,57.86,0,45.8,117.78,123.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

28,06:45-07:00,0,6.31,13,14.52,52.77,38.9,13.44,0,0,0,0,9.35,0,0,135.17,43.99,0,588.04,10.34,118.73,0,43.47,95.68,0,0,3.88,0,0,405.24,0,0,75.34,0,1.57,102.48,0,0,1.11,10.02,0,8.45,31.24,48.71,0,0,2.29,15.32,2.9,0,0,0,35.36,57.86,0,45.8,117.78,123.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

29,07:00-07:15,0,6.31,13,14.52,52.77,38.9,11.07,0,0,0,0,9.35,0,0,135.17,43.99,0,588.04,10.34,118.73,0,43.47,95.68,0,0,3.88,0,0,405.24,0,0,75.34,0,1.57,103.27,0,0,1.11,10.02,0,8.45,31.24,8.54,0,0,2.29,15.32,2.9,0,0,0,52.36,57.86,0,45.8,117.78,123.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

30,07:15-07:30,0,6.31,13,14.52,52.77,38.9,11.07,0,0,0,0,9.35,0,0,135.17,43.99,0,588.04,10.34,118.73,0,43.47,95.68,0,0,3.88,0,0,405.24,0,0,75.34,0,1.57,103.27,0,0,9.17,10.02,0,8.45,31.24,8.54,0,0,2.29,15.32,2.9,0,0,0,8.16,57.86,0,45.8,117.78,123.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

31,07:30-07:45,0,6.31,13,14.52,52.77,38.9,11.07,0,0,0,0,9.35,0,0,135.17,43.99,0,588.04,10.34,118.73,0,43.47,95.68,0,0,3.88,0,0,405.24,0,0,75.34,0,1.57,103.27,0,0,9.17,10.02,0,8.45,31.24,8.54,0,0,2.29,15.32,2.9,0,0,0,3.81,57.86,0,45.8,117.78,123.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

32,07:45-08:00,0,6.31,13,14.52,52.77,38.9,11.07,0,0,0,0,9.35,0,0,135.17,43.99,0,588.04,10.34,118.73,0,43.47,95.68,0,0,3.88,0,0,405.24,0,0,75.34,0,1.57,103.27,0,0,9.17,10.02,0,8.45,31.24,8.54,0,0,2.29,15.32,2.9,0,0,0,3.81,57.86,0,45.8,117.78,123.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

33,08:00-08:15,0,6.31,13,14.52,52.77,38.9,11.73,0,0,0,0,9.35,0,0,135.17,43.99,0,588.04,10.34,118.73,0,43.47,95.68,0,0,3.88,0,0,405.24,0,0,75.34,0,1.57,103.27,0,0,9.17,10.02,0,8.74,31.24,12.82,0,0,2.29,15.32,2.9,0,0,0,3.81,57.86,0,45.8,117.78,123.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

34,08:15-08:30,0,6.31,13,14.52,52.77,38.9,11.73,0,0,0,0,9.35,0,0,135.17,43.99,0,588.04,10.34,118.73,0,43.47,95.68,0,0,3.88,0,0,405.24,0,0,62.97,0,1.57,103.27,0,0,9.17,10.02,0,8.74,31.24,12.82,0,0,2.29,15.32,2.9,0,0,0,3.81,57.86,0,45.8,117.78,123.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

35,08:30-08:45,0,6.31,13,14.52,52.77,38.9,11.73,0,0,0,0,9.35,0,0,135.17,43.99,0,588.04,10.34,118.73,0,43.47,95.68,0,0,3.88,0,0,405.24,0,0,62.97,0,1.57,103.27,0,0,9.17,14.29,0,9.08,31.24,12.82,0,0,2.29,15.32,2.9,0,0,0,3.81,57.86,0,45.8,117.78,123.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

36,08:45-09:00,0,6.31,13,14.52,52.77,38.9,11.73,0,0,0,0,9.35,0,0,135.17,43.99,0,588.04,10.34,118.73,0,43.47,95.68,0,0,3.88,0,0,405.24,0,0,62.97,0,1.57,103.27,0,0,9.17,14.29,0,9.08,31.24,12.82,0,0,2.29,15.32,2.9,0,0,0,3.81,57.86,0,45.8,117.78,123.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

37,09:00-09:15,0,6.31,10.11,14.52,52.77,38.9,11.73,0,0,0,0,9.35,0,0,135.17,43.99,0,588.04,10.34,118.73,0,43.47,95.68,0,0,3.88,0,0,405.24,0,0,62.97,0,1.57,103.27,0,0,10.61,34.31,0,9.08,31.24,48.71,0,0,2.29,15.32,2.9,0,0,0,3.81,57.86,0,45.8,117.78,123.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

38,09:15-09:30,0,6.31,10.11,14.52,52.77,38.9,11.73,0,0,0,0,9.35,0,0,135.17,43.99,0,588.04,10.34,118.73,0,43.47,95.68,0,0,3.88,0,0,405.24,0,0,62.97,0,1.57,103.27,0,0,10.61,34.31,0,9.08,31.24,48.71,0,0,2.29,15.32,2.9,0,0,0,3.81,57.86,0,45.8,117.78,123.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

39,09:30-09:45,0,6.31,10.11,14.52,52.77,38.9,11.73,0,0,0,0,9.35,0,0,135.17,43.99,0,588.04,10.34,118.73,0,43.47,95.68,0,0,3.88,0,0,405.24,0,0,62.97,0,1.57,103.27,0,0,10.61,34.31,0,9.19,31.24,8.54,0,0,2.29,15.32,2.9,0,0,0,3.81,57.86,0,45.8,117.78,123.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

40,09:45-10:00,0,6.31,10.11,14.52,52.77,38.9,14.13,0,0,0,0,9.35,0,0,135.17,43.99,0,588.04,10.34,118.73,0,43.47,95.68,0,0,3.88,0,0,405.24,0,0,62.97,0,1.57,103.27,0,0,10.61,34.31,0,9.19,31.24,8.54,0,0,2.29,15.32,2.9,0,0,0,3.81,57.86,0,45.8,117.78,123.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

41,10:00-10:15,0,6.31,10.11,14.52,52.77,38.9,14.13,0,0,0,0,9.35,0,0,120.15,43.99,0,588.04,10.34,118.73,0,43.47,95.68,0,0,3.88,0,0,405.24,0,0,61.86,0,1.57,103.27,0,0,10.61,10.02,0,9.19,31.24,16.03,0,0,2.29,15.32,2.58,0,0,0,3.81,57.86,0,45.8,117.78,123.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

42,10:15-10:30,0,6.31,10.11,14.52,52.77,38.9,14.13,0,0,0,0,9.35,0,0,120.15,43.99,0,588.04,10.34,118.73,0,43.47,95.68,0,0,3.52,0,0,405.24,0,0,61.86,0,1.57,103.27,0,0,10.61,10.02,0,9.19,31.24,16.03,0,0,2.29,15.32,2.58,0,0,0,3.81,57.86,0,45.8,117.78,123.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

43,10:30-10:45,0,6.31,10.11,14.52,52.77,38.9,13.49,0,0,0,0,9.35,0,0,120.15,43.99,0,559.39,10.34,118.73,0,43.47,95.68,0,0,2.35,0,0,405.24,0,0,61.86,0,1.57,103.27,0,0,10.61,10.02,0,9.24,37.05,16.03,0,0,2.29,15.32,2.58,0,0,0,3.81,57.86,0,45.8,117.78,123.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

44,10:45-11:00,0,6.31,10.11,14.52,52.77,38.9,13.44,0,0,0,0,9.35,0,0,120.15,43.99,0,511,10.34,118.73,0,43.47,95.68,0,0,2.35,0,0,405.24,0,0,61.86,0,1.57,103.27,0,0,10.61,10.02,0,9.24,37.05,16.03,0,0,2.29,15.32,2.58,0,0,0,3.81,57.86,0,45.8,117.78,123.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

45,11:00-11:15,0,6.31,10.11,14.52,52.77,38.9,13.44,0,0,0,0,9.35,0,0,120.15,43.99,0,511,10.34,118.73,0,38.23,85.89,0,0,2.35,0,0,405.24,0,0,61.86,0,1.57,103.27,0,0,9.43,10.02,0,10.22,31.43,10.68,0,0,2.29,15.32,2.58,0,0,0,3.81,57.86,0,45.8,117.78,123.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

46,11:15-11:30,0,6.31,10.11,14.52,52.77,38.9,13.44,0,0,0,0,9.35,0,0,120.15,43.99,0,511,10.34,118.73,0,38.23,85.89,0,0,2.35,0,0,405.24,0,0,61.86,0,1.57,103.27,0,0,9.43,10.02,0,10.22,31.43,10.68,0,0,2.29,15.32,2.58,0,0,0,3.81,57.86,0,45.8,117.78,123.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

47,11:30-11:45,0,6.31,10.11,14.52,52.77,38.9,13.44,0,0,0,0,9.35,0,0,120.15,43.99,0,511,10.34,118.73,0,38.23,85.89,0,0,1.17,0,0,405.24,0,0,61.86,0,1.57,103.27,0,0,9.43,10.02,0,10.07,31.43,10.68,0,0,2.29,15.32,2.58,0,0,0,3.81,57.86,0,45.8,117.78,123.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

48,11:45-12:00,0,0,10.11,14.52,52.77,38.9,13.44,0,0,0,0,9.35,0,0,120.15,43.99,0,511,10.34,118.73,0,38.23,85.89,0,0,1.17,0,0,405.24,0,0,61.86,0,1.57,103.27,0,0,9.43,10.02,0,10.07,31.43,10.68,0,0,2.29,15.32,2.58,0,0,0,3.81,57.86,0,45.8,117.78,123.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

49,12:00-12:15,0,0,10.11,14.52,52.77,38.9,13.44,0,0,0,0,9.35,0,0,120.15,43.99,0,511,10.34,118.73,0,38.23,85.89,0,0,1.17,0,0,405.24,0,0,61.86,0,1.57,103.27,0,0,9.43,10.02,0,10.07,31.43,10.68,0,0,2.29,15.32,2.58,0,0,0,3.81,57.86,0,45.8,117.78,123.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

50,12:15-12:30,0,0,10.11,14.52,52.77,38.9,13.44,0,0,0,0,9.35,0,0,120.15,43.99,0,462.62,10.34,118.73,0,38.23,85.89,0,0,1.17,0,0,405.24,0,0,61.86,0,1.57,103.27,0,0,9.43,10.02,0,10.07,31.43,10.68,0,0,2.29,15.32,2.58,0,0,0,2.72,57.86,0,45.8,117.78,123.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

51,12:30-12:45,0,0,10.11,14.52,52.77,38.9,17.81,0,0,0,0,9.35,0,0,120.15,43.99,0,462.62,10.34,118.73,0,38.23,95.68,0,0,1.17,0,0,405.24,0,0,61.86,0,1.57,103.27,0,0,9.43,10.02,0,10.07,31.43,48.71,0,0,2.29,15.32,2.58,0,0,0,0,57.86,0,45.8,117.78,123.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

52,12:45-13:00,0,0,10.11,14.52,52.77,38.9,17.92,0,0,0,0,9.35,0,0,120.15,43.99,0,462.62,10.34,118.73,0,43.47,95.68,0,0,1.17,0,0,405.24,0,0,61.86,0,1.57,103.27,0,0,9.43,10.02,0,10.07,31.43,48.71,0,0,2.29,15.32,2.58,0,0,0,0,57.86,0,45.8,117.78,123.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

53,13:00-13:15,0,0,10.11,14.52,52.77,38.9,17.92,0,0,0,0,9.35,0,0,110.13,43.99,0,462.62,10.34,118.73,0,43.47,95.68,0,0,1.17,0,0,405.24,0,0,61.86,0,1.57,118.35,0,0,9.43,10.02,0,10.07,31.43,16.03,0,0,2.29,15.32,2.36,0,0,0,0,57.86,0,45.8,117.78,123.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

54,13:15-13:30,0,0,10.11,14.52,52.77,38.9,17.92,0,0,0,0,9.35,0,0,110.13,43.99,0,462.62,10.34,118.73,0,43.47,95.68,0,0,1.17,0,0,405.24,0,0,61.86,0,1.57,119.1,0,0,9.43,10.02,0,10.07,31.43,10.68,0,0,2.29,15.32,2.36,0,0,0,0,57.86,0,45.8,117.78,123.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

55,13:30-13:45,0,0,10.11,14.52,52.77,38.9,17.92,0,0,0,0,9.35,0,0,110.13,43.99,0,462.62,10.34,118.73,0,43.47,95.68,0,0,1.13,0,0.14,405.24,0,0,61.86,0,1.57,121.36,0,0,9.43,10.02,0,10.07,31.43,10.68,0,0,2.39,15.32,2.36,0,0,0,0,57.86,0,45.8,117.78,123.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

56,13:45-14:00,0,0,10.11,14.52,52.77,38.9,17.92,0,0,0,0,9.35,0,0,110.13,43.99,0,462.62,10.34,118.73,0,43.47,95.68,0,0,1.13,0,1.39,405.24,0,0,61.86,0,1.57,121.36,0,0,9.43,10.02,0,10.07,31.43,10.68,0,0,2.39,15.32,2.36,0,0,0,0,57.86,0,45.8,117.78,123.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

57,14:00-14:15,0,0,10.11,14.52,52.77,38.9,17.92,0,0,0,0,9.35,0,0,110.13,43.99,0,414.23,10.34,117.66,0,38.23,83.96,0,0,1.13,0,1.39,405.24,0,0,61.86,0,1.57,116.32,0,0,9.43,10.02,0,9.93,31.25,10.68,0,0,2.39,15.22,2.36,0,0,0,0,57.86,0,45.8,117.78,123.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

