Block,Time Block,DADRT2,CHAMERA3,CHAMERA2,JHAJJAR,CHAMERA1,BSIUL,BRBCL,SEWA2,SALAL,SASAN,SIMHST1,SINGRAULI_HYDRO,SIMHST2,SINGRAULI,KISHANGANGA,KHSTPP-I,KOTESHWR,KHSTPP-II,KKNP,KKNPPU2,KGSU3AND4,KOLDAM,KUDGI,MAPS,RSTPSU1TO6,RSTPSU7,RAMPUR,RIHAND1,RAPPC,RIHAND3,RAPPB,RIHAND2,FSTPP I & II,DULHASTI,DHAULIGNGA,NJPC,NLCIIST2,NLCTS2EXP,NNTPP,NAPP,NTPL,PARBATI3,NLCEXP,NLCIIST1,KGSU1AND2,ANTA_RF,ANTA_LF,ANTA_GF,AURY_CRF,ANTA_CRF,DADRI_CRF,AURY_RF,AURY_LF,DADRI_GF,AURY_GF,DADRI_RF,DADRI_LF,TelanganaSTPP,TALA,UNCHAHAR2,TEHRI,URI,UNCHAHAR1,TANDA2,UNCHAHAR4,VALLURNTECL,TALST2,UNCHAHAR3,URI2,TANAKPUR,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
25,06:00-06:15,181.1,29.46,39.32,158.42,13.54,18.86,14.46,0,12.32,381.74,0,0,0,99.05,0,37.32,19.01,123.22,0,0,0,0,0,0,0,0,0,88.69,50.03,119.84,0,114.48,11.88,47.65,36.29,112.74,0,0,0,40.15,0,31.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.94,30.06,30.01,4.79,14.65,0,0,0,0,0,5.19,12.59,0,0,0,0,0

26,06:15-06:30,181.1,29.46,39.32,158.42,13.54,18.86,14.46,0,12.32,381.74,0,0,0,99.05,0,41.02,19.01,142.61,0,0,0,0,0,0,0,0,0,88.69,50.03,119.84,0,114.48,11.88,47.65,36.29,112.74,0,0,0,40.15,0,31.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.86,30.06,30.01,4.79,14.65,0,0,0,0,0,5.19,12.59,0,0,0,0,0

27,06:30-06:45,216.28,29.46,39.32,158.42,13.54,18.86,14.46,0,12.32,381.74,0,0,0,99.05,0,37.32,19.01,133.49,0,0,0,0,0,0,0,0,0,88.69,50.03,119.84,0,114.48,11.88,47.65,36.29,112.74,0,0,0,40.15,0,31.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84,30.06,30.01,4.79,14.65,0,0,0,0,0,5.19,12.59,0,0,0,0,0

28,06:45-07:00,247.75,29.46,39.32,158.42,13.54,18.86,14.46,0,12.32,381.74,0,0,0,99.05,0,37.32,19.01,123.22,0,0,0,0,0,0,0,0,0,88.69,50.03,119.84,0,114.48,11.88,47.65,36.29,112.74,0,0,0,40.15,0,31.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.83,30.06,29.58,4.79,14.65,0,0,0,0,0,5.19,12.59,0,0,0,0,0

29,07:00-07:15,244.03,18.66,38.09,158.42,11.42,6.29,14.46,0,12.32,381.74,0,0,0,99.05,0,43.3,9.51,142.96,0,0,0,0,0,0,0,0,0,88.69,50.03,119.84,0,114.48,11.88,47.65,26.49,112.74,0,0,0,40.15,0,31.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.94,30.06,14.39,8.51,14.65,0,0,0,0,0,5.19,10.86,0,0,0,0,0

30,07:15-07:30,238.11,9.33,11.57,167.1,0,6.29,14.46,0,12.32,381.74,0,0,0,99.05,0,43.3,8.55,142.96,0,0,0,0,0,0,0,0,0,88.69,50.03,119.84,0,114.48,11.88,47.65,17.57,85.54,0,0,0,40.15,0,4.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,35.22,0,46.82,17.07,0,0,0,0,0,5.19,10.86,0,0,0,0,0

31,07:30-07:45,267.59,9.33,11.57,158.42,0,6.29,14.46,0,2.25,392.23,0,0,0,99.05,0,43.3,8.55,142.96,0,0,0,0,0,0,0,0,0,88.69,50.03,119.84,0,114.48,11.88,47.65,17.57,67.64,0,0,0,40.15,0,2.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,29.66,0,46.82,14.93,0,0,0,0,0,5.19,10.5,0,0,0,0,0

32,07:45-08:00,290.94,9.33,11.57,158.42,0,6.29,14.46,0,2.25,400.9,0,0,0,99.05,0,37.32,8.55,123.22,0,0,0,0,0,0,0,0,0,88.69,50.03,119.84,0,114.48,11.27,47.65,17.57,67.64,0,0,0,40.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.45,29.66,0,6.39,14.93,0,0,0,0,0,5.19,10.5,0,0,0,0,0

33,08:00-08:15,290.94,9.33,11.57,158.42,0,6.29,14.46,0,2.25,401.27,0,0,0,99.05,0,32.1,8.55,123.22,0,0,0,0,0,0,0,0,0,88.69,50.03,119.84,0,114.48,11.27,47.65,8.78,67.64,0,0,0,40.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.45,29.66,0,6.39,14.93,0,0,0,0,0,5.19,10.5,0,0,0,0,0

34,08:15-08:30,290.94,9.33,11.57,158.42,0,6.29,14.46,0,2.25,401.27,0,0,0,99.05,0,32.1,8.55,115.82,0,0,0,0,0,0,0,0,0,88.69,50.03,119.84,0,114.48,11.27,47.65,8.78,45.1,0,0,0,40.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.45,29.66,0,6.39,14.93,0,0,0,0,0,5.19,10.5,0,0,0,0,0

35,08:30-08:45,290.94,9.33,11.57,158.42,0,6.29,14.46,0,25.77,401.27,0,0,0,99.05,0,43.3,8.55,142.96,0,0,0,0,0,0,0,0,0,88.69,50.03,119.84,0,114.48,11.88,47.65,8.78,45.1,0,0,0,40.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.59,29.66,0,6.39,14.93,0,0,0,0,0,5.19,10.5,0,0,0,0,0

36,08:45-09:00,290.94,9.33,11.57,158.42,0,6.29,14.46,0,76.52,401.27,0,0,0,99.05,0,43.3,8.55,142.96,0,0,0,0,0,0,0,0,0,88.69,50.03,119.84,0,114.48,11.88,47.65,8.78,45.1,0,0,0,40.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.59,29.66,0,6.39,14.93,0,0,0,0,0,5.19,10.5,0,0,0,0,0

37,09:00-09:15,290.94,9.33,11.57,158.42,0,6.29,14.46,0,76.52,401.27,0,0,0,99.05,0,43.3,8.55,142.96,0,0,0,0,0,0,0,0,0,88.69,50.03,119.84,0,114.48,11.88,47.65,8.78,45.1,0,0,0,40.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.59,29.66,0,8.51,14.93,0,0,0,0,0,5.19,10.5,0,0,0,0,0

38,09:15-09:30,290.94,9.33,11.57,158.42,0,6.29,14.46,0,76.52,401.27,0,0,0,99.05,0,43.3,8.55,142.96,0,0,0,0,0,0,0,0,0,88.69,50.03,119.84,0,114.48,11.88,47.65,8.78,45.1,0,0,0,40.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.59,29.66,0,43.64,14.93,0,0,0,0,0,5.19,10.5,0,0,0,0,0

39,09:30-09:45,290.94,9.33,11.57,158.42,0,6.29,14.46,0,76.52,401.27,0,0,0,99.05,0,43.3,8.55,142.96,0,0,0,0,0,0,0,0,0,88.69,50.03,119.84,0,114.48,11.88,47.65,8.78,45.1,0,0,0,40.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73,29.66,0,43.64,14.93,0,0,0,0,0,5.19,10.5,0,0,0,0,0

40,09:45-10:00,290.94,9.33,11.57,158.42,0,6.29,14.46,0,25.77,401.27,0,0,0,99.05,0,43.3,8.55,142.96,0,0,0,0,0,0,0,0,0,88.69,50.03,119.84,0,114.48,11.88,47.65,8.78,45.1,0,0,0,40.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73,29.66,0,8.51,14.93,0,0,0,0,0,5.19,10.5,0,0,0,0,0

41,10:00-10:15,290.94,9.33,11.57,158.42,0,6.29,14.46,0,2.25,401.27,0,0,0,99.05,0,43.3,8.55,142.96,0,0,0,0,0,0,0,0,0,88.69,50.03,119.84,0,114.48,11.88,47.65,8.78,45.1,0,0,0,40.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73,29.66,0,6.39,14.93,0,0,0,0,0,5.19,10.5,0,0,0,0,0

42,10:15-10:30,290.94,9.33,11.57,158.42,0,6.29,14.46,0,2.25,401.27,0,0,0,99.05,0,43.3,8.55,142.96,0,0,0,0,0,0,0,0,0,88.69,50.03,119.84,0,114.48,11.88,31.77,8.78,40.71,0,0,0,40.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73,29.66,0,6.39,14.93,0,0,0,0,0,5.19,10.5,0,0,0,0,0

43,10:30-10:45,290.94,9.33,11.57,158.42,0,6.29,14.46,0,2.25,401.27,0,0,0,99.05,0,43.3,8.55,142.96,0,0,0,0,0,0,0,0,0,88.69,50.03,119.84,0,114.48,11.88,31.77,8.78,22.55,0,0,0,40.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.45,29.66,0,6.39,14.93,0,0,0,0,0,5.19,10.37,0,0,0,0,0

44,10:45-11:00,290.94,9.33,11.57,158.42,0,6.29,14.46,0,2.25,401.27,0,0,0,99.05,0,43.3,8.55,142.96,0,0,0,0,0,0,0,0,0,88.69,50.03,119.84,0,114.48,13.79,31.77,8.78,22.55,0,0,0,40.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.45,29.66,0,6.39,14.93,0,0,0,0,0,5.19,10.37,0,0,0,0,0

45,11:00-11:15,290.94,9.33,11.57,158.42,0,0,14.46,0,12.32,401.27,0,0,0,99.12,0,37.32,8.55,123.22,0,0,0,0,0,0,0,0,0,88.69,50.03,119.84,0,114.48,11.88,31.77,8.78,22.55,0,0,0,40.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,29.66,0,5,14.93,0,0,0,0,0,5.19,10.37,0,0,0,0,0

46,11:15-11:30,290.94,9.33,11.57,158.42,0,0,14.46,0,12.32,401.27,0,0,0,99.12,0,43.3,8.55,142.96,0,0,0,0,0,0,0,0,0,88.69,50.03,119.84,0,114.48,11.88,31.77,8.78,22.55,0,0,0,40.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,29.66,0,5,14.93,0,0,0,0,0,5.19,10.37,0,0,0,0,0

47,11:30-11:45,290.94,9.33,11.57,158.42,0,0,14.46,0,12.32,401.27,0,0,0,99.12,0,38.09,8.55,125.93,0,0,0,0,0,0,0,0,0,88.69,50.03,119.84,0,114.48,10.79,31.77,8.78,22.55,0,0,0,40.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.59,29.66,0,5,14.93,0,0,0,0,0,5.19,10.37,0,0,0,0,0

48,11:45-12:00,290.94,9.33,11.57,158.42,0,0,14.46,0,12.32,401.27,0,0,0,99.12,0,38.09,8.55,125.93,0,0,0,0,0,0,0,0,0,88.69,50.03,119.84,0,114.48,10.79,31.77,8.78,22.55,0,0,0,40.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.59,29.66,0,5,14.93,0,0,0,0,0,5.19,10.37,0,0,0,0,0

49,12:00-12:15,290.94,9.33,12.7,158.42,0,0,14.46,0,12.32,401.27,0,0,0,99.12,0,38.09,8.55,142.96,0,0,0,0,0,0,0,0,0,88.69,50.03,119.84,0,114.48,10.79,31.77,8.78,22.55,0,0,0,40.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.59,29.66,0,8.51,14.93,0,0,0,0,0,5.19,10.37,0,0,0,0,0

50,12:15-12:30,290.94,9.33,12.7,158.42,0,0,14.46,0,12.32,401.27,0,0,0,99.12,0,38.09,8.55,142.96,0,0,0,0,0,0,0,0,0,88.69,50.03,119.84,0,114.48,10.79,31.77,8.78,22.55,0,0,0,40.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.59,29.66,0,6.39,14.93,0,0,0,0,0,5.19,10.37,0,0,0,0,0

51,12:30-12:45,290.94,9.33,12.7,158.42,0,0,14.46,0,12.32,401.27,0,0,0,99.12,0,38.09,8.55,142.96,0,0,0,0,0,0,0,0,0,88.69,50.03,119.84,0,114.48,10.79,31.77,8.78,22.55,0,0,0,40.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.59,29.66,0,5,14.93,0,0,0,0,0,5.19,10.5,0,0,0,0,0

52,12:45-13:00,290.94,9.33,12.7,158.42,0,0,14.46,0,12.32,401.27,0,0,0,99.12,0,38.09,8.55,142.96,0,0,0,0,0,0,0,0,0,88.69,50.03,119.84,0,114.48,10.79,31.77,8.78,22.55,0,0,0,40.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.59,29.66,0,5,14.93,0,0,0,0,0,5.19,10.5,0,0,0,0,0

53,13:00-13:15,290.94,0,12.7,158.42,0,0,14.46,0,12.32,401.27,0,0,0,99.12,0,38.09,8.55,142.96,0,0,0,0,0,0,0,0,0,88.69,50.03,119.84,0,114.48,10.79,31.77,8.78,22.55,0,0,0,40.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.59,29.66,0,5,14.93,0,0,0,0,0,25.93,10.5,0,0,0,0,0

54,13:15-13:30,290.94,0,12.7,158.42,0,0,14.46,0,12.32,401.27,0,0,0,99.12,0,38.09,8.55,135.57,0,0,0,0,0,0,0,0,0,88.69,50.03,119.84,0,114.48,10.79,31.77,8.78,22.55,0,0,0,40.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.59,29.66,0,5,14.93,0,0,0,0,0,25.93,10.5,0,0,0,0,0

55,13:30-13:45,290.94,0,2.31,158.42,0,0,14.46,0,12.32,401.27,0,0,0,99.12,0,32.1,8.55,111.97,0,0,0,0,0,0,0,0,0,88.69,50.03,119.84,0,114.48,10.79,31.77,8.78,22.55,0,0,0,40.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.59,29.66,0,5,14.93,0,0,0,0,0,25.93,10.5,0,0,0,0,0

56,13:45-14:00,290.94,0,2.31,158.42,0,0,14.46,0,12.32,401.27,0,0,0,99.12,0,38.09,8.55,135.57,0,0,0,0,0,0,0,0,0,88.69,50.03,119.84,0,114.48,12.7,31.77,8.78,22.55,0,0,0,40.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.59,35.31,0,5,17.68,0,0,0,0,0,25.93,10.5,0,0,0,0,0

57,14:00-14:15,290.94,0,2.31,158.42,0,0,14.46,0,12.32,401.27,0,0,0,99.12,0,43.3,8.55,142.96,0,0,0,0,0,0,0,0,0,88.69,50.03,119.84,0,114.48,13.79,31.77,8.78,22.55,0,0,0,40.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.59,35.31,0,5,17.68,0,0,0,0,0,25.93,10.5,0,0,0,0,0

58,14:15-14:30,290.94,0,2.31,233.62,0,0,14.46,0,12.32,401.27,0,0,0,99.12,0,43.3,8.55,142.96,0,0,0,0,0,0,0,0,0,88.69,50.03,119.84,0,114.48,13.79,31.77,8.78,22.55,0,0,0,40.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.45,35.31,0,5,17.68,0,0,0,0,0,25.93,10.5,0,0,0,0,0

59,14:30-14:45,290.94,0,2.31,252.9,0,0,14.46,0,12.32,401.27,0,0,0,99.12,0,43.3,8.55,142.96,0,0,0,0,0,0,0,0,0,88.69,50.03,119.84,0,114.48,13.79,31.77,8.78,45.1,0,0,0,40.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73,35.31,0,5,17.68,0,0,0,0,0,5.19,10.5,0,0,0,0,0

60,14:45-15:00,290.94,0,2.31,262.54,0,0,14.46,0,12.32,401.27,0,0,0,99.12,0,43.3,8.55,142.96,0,0,0,0,0,0,0,0,0,88.69,50.03,119.84,0,114.48,13.79,31.77,8.78,45.1,0,0,0,40.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73,35.31,0,5,17.68,0,0,0,0,0,5.19,10.5,0,0,0,0,0

