Column1,Time,NR/01102023/30042040/GNA_LT_35,NR/01102023/31052040/LT-31,NR/01082024/30082024/NR/01082024/30082024/TataPower-DDL/PMG/MSEDCL/Banking/12112023,NR/01082024/30092024/LT_MEJA_DELHI,NR/01102023/19072037/LT-05,NR/01102023/30042040/GNA_LT_36,WR/01102023/29112042/L_NR_2019_05,WR/01102023/16072048/L_NR_2022_08,SR/01102023/07102043/L_NR_2018_61,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/01102023/L_NR_2020_06,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/01102023/L_NR_2022_09,NR/01102023/08032047/L_NR_2021_14,WR/01102023/31032046/L_NR_2020_05,WR/01102023/30052048/L_NR_2022_10,L_NR_2019_19,WR/01102023/24112044/L_NR_2020_07,NR/01102023/05012040/L_NR_2020_02,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01082024/19092033/Chanju/TPDDL/01082024,NR/30092023/31122025/SH-07,NR/01082024/31082024/1000011628-SIEL-BRPL(DISCOM),NR/01102023/22052037/LT-59,NR/16082024/31082024/1000011627-ACBL-BRPL(DISCOM),NR/16082024/31082024/APL-Raigarh_august,NR/16082024/31082024/MPL/24-25/STOA/128,NR/01082024/31082024/SKS-Raigarh,NR/01102023/15082037/GNA_NR_2012_01,NR/30092023/26122029/SH-06,NR/01082024/31082024/jitpl,NR/01102023/06022042/L_NR_2012_02,NR/01102023/31102037/L_NR_2019_11,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/16082024/31082024/IIPL/JPL-T-BRPL/05/Aug'24,NR/01082024/31082024/APPCPL/180/F25/GNA/12763,NR/01102023/06022042/L_NR_2012_07,NR/01102023/13082046/L_NR_2021_12,NR/26072023/25122043/L_NR_2023_10,NR/22102023/11042047/L_NR_2021_16,NR/01102023/02012046/L_NR_2021_17,NR/22102023/11042047/L_NR_2021_17,NR/26072023/31072042/L_NR_2023_07,NR/01102023/25072045/L_NR_2021_15,NR/01102023/02122045/L_NR_2021_13,NR/01102023/14082046/L_NR_2021_16
77,19:00-19:15,0.07,0.07,0,7.91,65.94,0.07,0,12.82,10.93,0,16.34,0,41,2,49,41,0,16.33,6.24,28.26,16.8,32,48.08,0,24.04,96.17,21.16,8.74,100.19,25.8389,17.23,261.1,0,271.92,96.17,0,86.75,4.37,0,0,0,0,1,1,0.87,0

78,19:15-19:30,0.01,0.01,0,7.91,114.92,0.01,0,12.34,10.76,0,15.16,0,40.33,1,45.5,40.33,0,15.17,6.24,28.26,16.8,32,48.08,0,24.04,96.17,21.16,8.74,100.19,25.8389,17.23,261.1,0,271.92,96.17,0,86.75,0.89,0,0,0,0,1,0,0.18,0

79,19:30-19:45,0,0,0,7.91,114.92,0,0,11.9,11.04,0,14.16,0,39.33,0,42.5,39.33,0,14.17,6.24,29.27,16.8,32,48.08,0,24.04,96.17,21.16,8.74,100.19,25.8389,17.23,261.1,0,271.92,96.17,0,86.75,0.34,0,0,0,0,0,0,0.07,0

80,19:45-20:00,0,0,0,7.91,114.92,0,0,11.45,11.45,0,13.16,0,38.67,0,39.5,38.67,0,13.17,6.24,29.27,16.8,32,48.08,0,24.04,96.17,21.16,8.74,100.19,25.8389,17.23,261.1,0,271.92,96.17,0,86.75,0.14,0,0,0,0,0,0,0.03,0

81,20:00-20:15,0,0,0,7.91,114.92,0,0,9.36,11.95,0,12.5,0,37,0,37.5,37,0,12.5,6.11,29.27,16.8,32,48.08,0,24.04,96.17,21.16,8.74,100.19,25.8389,17.23,261.1,0,271.92,96.17,0,86.75,0,0,0,0,0,0,0,0,0

82,20:15-20:30,0,0,0,7.91,114.92,0,0,9.03,12.49,0,11.84,0,35.67,0,35.5,35.67,0,11.83,6.11,29.27,16.8,32,48.08,0,24.04,96.17,21.16,8.74,100.19,25.8389,17.23,261.1,0,271.92,96.17,0,86.75,0,0,0,0,0,0,0,0,0

83,20:30-20:45,0,0,0,7.91,114.92,0,0,8.69,13.37,0,11.34,0,34,0,34,34,0,11.33,6.11,29.27,16.8,32,48.08,0,24.04,96.17,21.16,8.74,100.19,20.9536,17.23,261.1,0,271.92,96.17,0,86.75,0,0,0,0,0,0,0,0,0

84,20:45-21:00,0,0,0,7.91,114.92,0,0,8.38,14.08,0,11,0,32.67,0,33,32.67,0,11,6.11,29.27,16.8,32,48.08,0,24.04,96.17,21.16,8.74,100.19,20.9536,17.23,261.1,0,271.92,96.17,0,86.75,0,0,0,0,0,0,0,0,0

85,21:00-21:15,0,0,0,7.91,114.92,0,0,8.27,14.52,0,10.84,0,31.67,0,32.5,31.67,0,10.83,5.96,28.26,16.8,32,48.08,0,24.04,96.17,21.16,8.74,100.19,20.9536,17.23,261.1,0,271.92,96.17,0,86.75,0,0,0,0,0,0,0,0,0

86,21:15-21:30,0,0,0,7.91,114.92,0,0,8.14,15.12,0,11,0,30.67,0,33,30.67,0,11,5.96,28.26,16.8,32,48.08,0,24.04,96.17,21.16,8.74,100.19,20.9536,17.23,261.1,0,271.92,96.17,0,86.75,0,0,0,0,0,0,0,0,0

87,21:30-21:45,0,0,0,7.91,114.92,0,0,8.03,26.07,0,11.34,0,31.33,0,34,31.33,0,11.33,5.96,28.26,16.8,32,48.08,0,24.04,96.17,21.16,8.74,100.19,20.9536,17.23,261.1,0,271.92,96.17,0,86.75,0,0,0,0,0,0,0,0,0

88,21:45-22:00,0,0,0,7.91,114.92,0,0,7.93,25.6,0,11.5,0,31.33,0,34.5,31.33,0,11.5,5.96,27.25,16.8,32,48.08,0,24.04,96.17,21.16,8.74,100.19,20.9536,17.23,261.1,0,271.92,96.17,0,86.75,0,0,0,0,0,0,0,0,0

89,22:00-22:15,0,0,0,7.91,114.92,0,0,7.6,24.86,0,12,0,30.67,0,36,30.67,0,12,5.83,28.26,16.8,32,48.08,0,24.04,96.17,21.16,8.74,100.19,20.9536,17.23,261.1,0,271.92,96.17,0,86.75,0,0,0,0,0,0,0,0,0

90,22:15-22:30,0,0,0,7.91,114.92,0,0,7.67,24.26,0,12.5,0,30.33,0,37.5,30.33,0,12.5,5.83,27.25,16.8,32,48.08,0,24.04,96.17,21.16,8.74,100.19,20.9536,17.23,261.1,0,271.92,96.17,0,86.75,0,0,0,0,0,0,0,0,0

91,22:30-22:45,0,0,0,7.91,114.92,0,0,7.71,23.84,0,13.16,0,29.67,0,39.5,29.67,0,13.17,5.83,28.26,16.8,32,48.08,0,24.04,96.17,21.16,8.74,100.19,20.9536,17.23,261.1,0,271.92,96.17,0,86.75,0,0,0,0,0,0,0,0,0

92,22:45-23:00,0,0,0,7.91,114.92,0,0,7.75,23.42,0,13.84,0,29,0,41.5,29,0,13.83,5.83,28.26,16.8,32,48.08,0,24.04,96.17,21.16,8.74,100.19,20.9536,17.23,261.1,0,271.92,96.17,0,86.75,0,0,0,0,0,0,0,0,0

93,23:00-23:15,0,0,0,7.91,114.92,0,0,7.74,22.74,0,14.34,0,29,0,43,29,0,14.33,5.68,28.26,16.8,32,48.08,0,24.04,96.17,21.16,8.74,100.19,20.9536,17.23,261.1,0,271.92,96.17,0,86.75,0,0,0,0,0,0,0,0,0

94,23:15-23:30,0,0,0,7.91,114.92,0,0,7.73,22.08,0,14.84,0,29,0,44.5,29,0,14.83,5.68,28.26,16.8,32,48.08,0,24.04,96.17,21.16,8.74,100.19,20.9536,17.23,261.1,0,271.92,96.17,0,86.75,0,0,0,0,0,0,0,0,0

95,23:30-23:45,0,0,0,7.91,114.92,0,0,7.71,21.79,0,15.34,0,28.67,0,46,28.67,0,15.33,5.68,29.27,16.8,32,48.08,0,24.04,96.17,21.16,8.74,100.19,20.9536,17.23,261.1,0,271.92,96.17,0,86.75,0,0,0,0,0,0,0,0,0

96,23:45-24:00,0,0,0,7.91,114.92,0,0,7.7,21.38,0,15.84,0,28.67,0,47.5,28.67,0,15.83,5.68,29.27,16.8,32,48.08,0,24.04,96.17,21.16,8.74,100.19,20.9536,17.23,261.1,0,271.92,96.17,0,86.75,0,0,0,0,0,0,0,0,0

