Block,Time Block,KHSTPP-I,FSTPP I & II,JHAJJAR,CHAMERA3,KGSU1AND2,KGSU3AND4,CHAMERA2,DHAULIGNGA,DULHASTI,DADRT2,KKNP,KISHANGANGA,NNTPP,NAPP,NTPL,PARBATI3,NLCEXP,NLCIIST1,NLCIIST2,NJPC,MAPS,NLCTS2EXP,KUDGI,KOTESHWR,KKNPPU2,KOLDAM,CHAMERA1,BSIUL,BRBCL,KHSTPP-II,DADRI_RF,ANTA_GF,AURY_CRF,AURY_RF,DADRI_LF,ANTA_CRF,ANTA_RF,AURY_LF,DADRI_GF,ANTA_LF,DADRI_CRF,AURY_GF,UNCHAHAR2,URI,UNCHAHAR1,VALLURNTECL,UNCHAHAR4,URI2,UNCHAHAR3,RIHAND2,SASAN,TALST2,RIHAND1,SINGRAULI_HYDRO,TANAKPUR,SIMHST1,RSTPSU1TO6,SIMHST2,TALA,RSTPSU7,SINGRAULI,SALAL,SEWA2,RIHAND3,TANDA2,TelanganaSTPP,TEHRI,RAPPB,RAMPUR,RAPPC,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
30,07:15-07:30,32.4,20,569.25,27.94,0,0,30.76,26.36,31.69,656.57,0,0,0,42.42,0,15.9,0,0,0,112.46,0,0,0,37.55,0,0,27.02,12.54,17.33,142.61,0,0,0,0,0,0,0,0,0,0,0,0,40.76,1.28,9.89,0,0,4.14,25.39,114.2,186.07,0,88.47,0,1.23,0,0,0,0,0,134.33,1.35,7.6,119.56,0,0,59.85,0,0,51.73,0,0,0,0,0

31,07:30-07:45,32.4,20,569.25,27.94,0,0,30.76,26.36,31.69,656.57,0,0,0,42.42,0,15.9,0,0,0,112.46,0,0,0,37.55,0,0,27.02,12.54,17.33,142.61,0,0,0,0,0,0,0,0,0,0,0,0,40.76,25.47,9.89,0,0,4.14,25.39,114.2,186.07,0,88.47,0,1.23,0,0,0,0,0,134.33,1.35,7.88,119.56,0,0,59.85,0,0,51.73,0,0,0,0,0

32,07:45-08:00,32.4,20,569.25,27.94,0,0,30.76,26.36,31.69,656.56,0,0,0,42.42,0,3.43,0,0,0,112.46,0,0,0,37.55,0,0,27.02,12.54,17.33,142.61,0,0,0,0,0,0,0,0,0,0,0,0,40.76,25.47,9.89,0,0,4.14,25.39,114.2,186.07,0,88.47,0,1.23,0,0,0,0,0,134.33,1.35,7.88,119.56,0,0,59.85,0,0,51.73,0,0,0,0,0

33,08:00-08:15,32.4,20,543.71,18.64,0,0,30.76,26.36,31.69,656.57,0,0,0,42.42,0,0,0,0,0,89.97,0,0,0,37.55,0,0,27.02,12.54,17.33,142.61,0,0,0,0,0,0,0,0,0,0,0,0,40.76,25.47,9.89,0,0,10.35,25.39,114.2,192.42,0,88.47,0,1.23,0,0,0,0,0,134.33,1.35,7.88,119.56,0,0,59.85,0,0,51.73,0,0,0,0,0

34,08:15-08:30,32.4,20,539.44,18.64,0,0,30.76,15.31,31.69,656.56,0,0,0,42.42,0,0,0,0,0,67.48,0,0,0,37.55,0,0,27.02,12.54,17.33,142.61,0,0,0,0,0,0,0,0,0,0,0,0,40.76,25.47,9.89,0,0,10.35,25.39,114.2,201.94,0,88.47,0,1.23,0,0,0,0,0,134.33,1.35,7.88,119.56,0,0,59.85,0,0,51.73,0,0,0,0,0

35,08:30-08:45,32.4,20,542.65,1.22,0,0,3.85,15.31,15.85,656.57,0,0,0,42.42,0,0,0,0,0,44.98,0,0,0,18.96,0,0,11.55,2.12,17.33,142.61,0,0,0,0,0,0,0,0,0,0,0,0,40.76,3.18,9.89,0,0,10.35,25.39,114.2,212.75,0,88.47,0,7.51,0,0,0,0,0,134.33,1.35,0,119.56,0,0,59.85,0,0,51.73,0,0,0,0,0

36,08:45-09:00,32.4,20,543.71,0,0,0,0,7.62,15.85,656.57,0,0,0,42.42,0,0,0,0,0,44.98,0,0,0,8.53,0,0,0,0,17.33,142.61,0,0,0,0,0,0,0,0,0,0,0,0,40.76,2.13,9.89,0,0,10.35,25.39,114.2,223.57,0,88.47,0,7.51,0,0,0,0,0,134.33,1.35,0,119.56,0,0,44.89,0,0,51.73,0,0,0,0,0

37,09:00-09:15,32.4,20,515.4,0,0,0,0,0,15.85,599.49,0,0,0,42.42,0,0,0,0,0,44.98,0,0,0,8.53,0,0,0,0,17.33,142.61,0,0,0,0,0,0,0,0,0,0,0,0,40.76,3.18,9.89,0,0,10.35,25.39,114.2,234.39,0,88.47,0,7.51,0,0,0,0,0,134.33,1.35,0,119.56,0,0,44.89,0,0,51.73,0,0,0,0,0

38,09:15-09:30,32.4,20,515.4,0,0,0,0,0,15.85,547.36,0,0,0,42.42,0,0,0,0,0,22.49,0,0,0,8.53,0,0,0,0,17.33,142.61,0,0,0,0,0,0,0,0,0,0,0,0,40.76,25.47,9.89,0,0,10.35,25.39,114.2,245.21,0,88.47,0,7.51,0,0,0,0,0,134.33,1.35,0,119.56,0,0,29.93,0,0,51.73,0,0,0,0,0

39,09:30-09:45,32.4,19.12,515.4,0,0,0,0,0,0,428.06,0,0,0,42.42,0,0,0,0,0,20.13,0,0,0,8.53,0,0,0,0,17.33,142.61,0,0,0,0,0,0,0,0,0,0,0,0,40.76,25.47,9.89,0,0,4.14,25.39,114.2,256.03,0,88.47,0,7.51,0,0,0,0,0,134.33,1.35,0,119.56,0,0,29.93,0,0,51.73,0,0,0,0,0

40,09:45-10:00,32.4,19.12,515.4,0,0,0,0,0,0,379.98,0,0,0,42.42,0,0,0,0,0,0,0,0,0,8.53,0,0,0,0,17.33,142.61,0,0,0,0,0,0,0,0,0,0,0,0,40.76,25.47,9.89,0,0,4.14,25.39,114.2,259.63,0,88.47,0,7.51,0,0,0,0,0,134.33,1.35,0,119.56,0,0,29.32,0,0,51.73,0,0,0,0,0

41,10:00-10:15,32.4,17.76,523.35,0,0,0,0,0,0,399.21,0,0,0,42.42,0,0,0,0,0,0,0,0,0,8.53,0,0,0,0,17.33,142.61,0,0,0,0,0,0,0,0,0,0,0,0,35.95,3.18,8.3,0,0,4.14,22.64,114.2,259.63,0,88.47,0,1.97,0,0,0,0,0,134.33,1.35,0,119.56,0,0,28.71,0,0,51.73,0,0,0,0,0

42,10:15-10:30,27.92,14.94,349.46,0,0,0,0,0,0,399.21,0,0,0,42.42,0,0,0,0,0,0,0,0,0,8.53,0,0,0,0,17.33,122.91,0,0,0,0,0,0,0,0,0,0,0,0,30.33,3.18,6.92,0,0,4.14,19.13,114.2,259.63,0,88.47,0,1.97,0,0,0,0,0,134.33,1.35,0,119.56,0,0,28.71,0,0,51.73,0,0,0,0,0

43,10:30-10:45,27.92,14.54,349.46,0,0,0,0,0,0,399.21,0,0,0,42.42,0,0,0,0,0,0,0,0,0,8.53,0,0,0,0,17.33,122.91,0,0,0,0,0,0,0,0,0,0,0,0,30.33,3.18,6.92,0,0,4.14,19.13,114.2,259.63,0,88.47,0,1.97,0,0,0,0,0,134.33,1.35,0,119.56,0,0,28.71,0,0,51.73,0,0,0,0,0

44,10:45-11:00,27.92,14.54,349.46,0,0,0,0,0,0,418.44,0,0,0,42.42,0,0,0,0,0,0,0,0,0,8.53,0,0,0,0,17.33,122.91,0,0,0,0,0,0,0,0,0,0,0,0,30.33,3.18,6.92,0,0,4.14,19.13,114.2,259.63,0,88.47,0,1.97,0,0,0,0,0,134.33,1.35,0,119.56,0,0,28.71,0,0,51.73,0,0,0,0,0

45,11:00-11:15,27.92,14.54,349.46,0,0,0,0,0,0,428.06,0,0,0,42.42,0,0,0,0,0,0,0,0,0,8.53,0,0,0,0,17.33,122.91,0,0,0,0,0,0,0,0,0,0,0,0,30.33,1.6,6.92,0,0,4.14,19.13,114.2,259.63,0,88.47,0,1.97,0,0,0,0,0,134.33,1.35,0,119.56,0,0,28.71,0,0,51.73,0,0,0,0,0

46,11:15-11:30,27.92,14.54,349.46,0,0,0,0,0,0,399.21,0,0,0,42.42,0,0,0,0,0,0,0,0,0,8.53,0,0,0,0,17.33,122.91,0,0,0,0,0,0,0,0,0,0,0,0,30.33,1.6,6.92,0,0,4.14,19.13,114.2,259.63,0,88.47,0,1.97,0,0,0,0,0,134.33,1.35,0,119.56,0,0,28.71,0,0,51.73,0,0,0,0,0

47,11:30-11:45,24.5,14.54,345.21,0,0,0,0,0,0,361.3,0,0,0,42.42,0,0,0,0,0,0,0,0,0,8.53,0,0,0,0,17.33,107.84,0,0,0,0,0,0,0,0,0,0,0,0,24.75,1.6,6.08,0,0,4.14,15.68,114.2,270.45,0,88.47,0,1.97,0,0,0,0,0,134.33,1.35,0,119.56,0,0,28.71,0,0,51.73,0,0,0,0,0

48,11:45-12:00,24.5,14.54,345.21,0,0,0,0,0,0,361.3,0,0,0,42.42,0,0,0,0,0,0,0,0,0,8.53,0,0,0,0,17.33,106.88,0,0,0,0,0,0,0,0,0,0,0,0,22.41,1.6,5.77,0,0,4.14,13.96,114.2,285.33,0,88.47,0,1.97,0,0,0,0,0,134.33,1.35,0,119.56,0,0,28.71,0,0,51.73,0,0,0,0,0

49,12:00-12:15,24.5,11,345.21,0,0,0,0,0,0,361.3,0,0,0,42.42,0,0,0,0,0,0,0,0,0,8.53,0,0,0,0,17.33,106.88,0,0,0,0,0,0,0,0,0,0,0,0,22.41,1.07,5.77,0,0,4.14,13.96,114.2,299.9,0,88.47,0,1.97,0,0,0,0,0,134.33,1.35,0,119.56,0,0,14.96,0,0,51.73,0,0,0,0,0

50,12:15-12:30,24.5,11,345.21,0,0,0,0,0,0,360.74,0,0,0,42.42,0,0,0,0,0,0,0,0,0,8.53,0,0,0,0,17.33,106.88,0,0,0,0,0,0,0,0,0,0,0,0,22.41,1.07,5.77,0,0,4.14,13.96,114.2,310.72,0,88.47,0,1.97,0,0,0,0,0,134.33,1.35,0,119.56,0,0,14.96,0,0,51.73,0,0,0,0,0

51,12:30-12:45,18.41,11,345.21,0,0,0,0,0,0,360.74,0,0,0,42.42,0,0,0,0,0,0,0,0,0,8.53,0,0,0,0,17.33,78.7,0,0,0,0,0,0,0,0,0,0,0,0,22.41,1.07,5.77,0,0,4.14,13.96,114.2,321.54,0,88.47,0,1.97,0,0,0,0,0,134.33,1.35,0,119.56,0,0,14.96,0,0,51.73,0,0,0,0,0

52,12:45-13:00,18.41,11,345.21,0,0,0,0,0,0,360.74,0,0,0,42.42,0,0,0,0,0,0,0,0,0,8.53,0,0,0,0,17.33,78.7,0,0,0,0,0,0,0,0,0,0,0,0,22.41,1.07,5.77,0,0,4.14,13.96,114.2,332.36,0,88.47,0,1.97,0,0,0,0,0,134.33,1.35,0,119.56,0,0,14.96,0,0,51.73,0,0,0,0,0

53,13:00-13:15,18.41,11,345.21,0,0,0,0,0,0,360.74,0,0,0,42.42,0,0,0,0,0,0,0,0,0,8.53,0,0,0,0,17.33,78.7,0,0,0,0,0,0,0,0,0,0,0,0,22.41,1.07,5.77,0,0,4.14,13.96,114.2,335.36,0,88.47,0,1.97,0,0,0,0,0,116.19,1.35,0,119.56,0,0,0,0,0,51.73,0,0,0,0,0

54,13:15-13:30,18.41,11,345.21,0,0,0,0,0,0,360.74,0,0,0,42.42,0,0,0,0,0,0,0,0,0,8.53,0,0,0,0,17.33,78.7,0,0,0,0,0,0,0,0,0,0,0,0,22.41,1.07,5.77,0,0,4.14,13.96,114.2,335.36,0,88.47,0,1.97,0,0,0,0,0,116.19,1.35,0,119.56,0,0,0,0,0,51.73,0,0,0,0,0

55,13:30-13:45,18.41,11,345.21,0,0,0,0,0,0,360.74,0,0,0,42.42,0,0,0,0,0,0,0,0,0,8.53,0,0,0,0,17.33,78.7,0,0,0,0,0,0,0,0,0,0,0,0,22.41,1.07,5.77,0,0,4.14,13.96,114.2,335.36,0,88.47,0,1.97,0,0,0,0,0,116.19,1.35,0,119.56,0,0,0,0,0,51.73,0,0,0,0,0

56,13:45-14:00,18.41,11,345.21,0,0,0,0,0,0,360.74,0,0,0,42.42,0,0,0,0,0,0,0,0,0,8.53,0,0,0,0,17.33,78.7,0,0,0,0,0,0,0,0,0,0,0,0,22.41,1.07,5.77,0,0,4.14,13.96,114.2,335.36,0,88.47,0,1.97,0,0,0,0,0,116.19,1.35,0,119.56,0,0,0,0,0,51.73,0,0,0,0,0

57,14:00-14:15,22.44,11,345.21,0,0,0,0,0,0,360.74,0,0,0,42.42,0,0,0,0,0,0,0,0,0,8.53,0,0,0,0,17.33,98.39,0,0,0,0,0,0,0,0,0,0,0,0,22.41,0.63,5.77,0,0,4.14,13.96,114.2,335.36,0,88.47,0,1.97,0,0,0,0,0,133.71,1.35,0,119.56,0,0,0,0,0,51.73,0,0,0,0,0

58,14:15-14:30,22.44,11,345.21,0,0,0,0,0,0,360.74,0,0,0,42.42,0,0,0,0,0,0,0,0,0,8.53,0,0,0,0,17.33,98.39,0,0,0,0,0,0,0,0,0,0,0,0,22.41,0.63,5.77,0,0,4.14,13.96,114.2,335.36,0,88.47,0,1.97,0,0,0,0,0,134.33,1.35,0,119.56,0,0,0,0,0,51.73,0,0,0,0,0

59,14:30-14:45,22.44,11,345.21,0,0,0,0,0,0,360.74,0,0,0,42.42,0,0,0,0,0,0,0,0,0,8.53,0,0,0,0,17.33,98.39,0,0,0,0,0,0,0,0,0,0,0,0,22.41,0.63,5.77,0,0,4.14,13.96,114.2,335.36,0,88.47,0,1.97,0,0,0,0,0,134.33,1.35,0,119.56,0,0,0,0,0,51.73,0,0,0,0,0

60,14:45-15:00,22.44,11,345.21,0,0,0,0,0,0,360.74,0,0,0,42.42,0,0,0,0,0,0,0,0,0,8.53,0,0,0,0,17.33,98.39,0,0,0,0,0,0,0,0,0,0,0,0,22.41,0.63,5.77,0,0,4.14,13.96,114.2,343.17,0,88.47,0,1.97,0,0,0,0,0,134.33,1.35,0,119.56,0,0,14.96,0,0,51.73,0,0,0,0,0

61,15:00-15:15,22.44,11,345.21,0,0,0,0,0,0,361.3,0,0,0,42.42,0,0,0,0,0,0,0,0,0,8.53,0,0,0,0,17.33,98.39,0,0,0,0,0,0,0,0,0,0,0,0,22.41,0.63,5.77,0,0,4.14,13.96,114.2,353.98,0,88.47,0,1.97,0,0,0,0,0,134.33,1.35,0,119.56,0,0,14.96,0,0,51.73,0,0,0,0,0

62,15:15-15:30,22.44,11,345.21,0,0,0,0,0,0,361.3,0,0,0,42.42,0,0,0,0,0,0,0,0,0,8.53,0,0,0,0,17.33,98.39,0,0,0,0,0,0,0,0,0,0,0,0,22.41,0.63,5.77,0,0,4.14,13.96,114.2,364.8,0,88.47,0,1.97,0,0,0,0,0,134.33,1.35,0,119.56,0,0,14.96,0,0,51.73,0,0,0,0,0

