Block,Time Block,KHSTPP-I,KISHANGANGA,JHAJJAR,DHAULIGNGA,KHSTPP-II,KGSU1AND2,FSTPP I & II,DULHASTI,KGSU3AND4,CHAMERA1,BSIUL,CHAMERA3,CHAMERA2,BRBCL,DADRT2,KOLDAM,KKNP,KKNPPU2,NAPP,NLCEXP,KOTESHWR,NLCIIST1,MAPS,NJPC,NLCIIST2,NLCTS2EXP,KUDGI,DADRI_RF,DADRI_LF,UNCHAHAR3,URI,UNCHAHAR2,VALLURNTECL,UNCHAHAR4,URI2,AURY_GF,DADRI_CRF,ANTA_CRF,AURY_CRF,AURY_RF,ANTA_LF,ANTA_RF,AURY_LF,DADRI_GF,ANTA_GF,TelanganaSTPP,SINGRAULI,SALAL,SEWA2,TALA,TEHRI,UNCHAHAR1,TANDA2,SASAN,SINGRAULI_HYDRO,SIMHST1,TALST2,SIMHST2,TANAKPUR,NNTPP,RIHAND3,RIHAND2,RAPPB,NTPL,RIHAND1,PARBATI3,RSTPSU1TO6,RAPPC,RSTPSU7,RAMPUR,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
6,01:15-01:30,42.78,0,257.25,8.8,143.18,0,20.08,47.72,0,0,0,0,2.32,19.32,327.96,0,0,0,39.8,0,8.56,0,0,0,0,0,0,0,0,21.52,2.13,34.17,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,134.86,76.64,0,0,14.41,16.65,0,404.32,0,0,0,0,11.5,0,120.03,114.66,0,0,88.83,0,0,50.23,0,0,0,0,0,0,0

7,01:30-01:45,42.78,0,257.25,8.8,143.18,0,20.08,47.72,0,0,0,0,2.32,19.32,327.96,0,0,0,39.8,0,8.56,0,0,0,0,0,0,0,0,21.52,2.13,34.17,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,134.86,76.64,0,0,14.41,16.65,0,404.32,0,0,0,0,6.81,0,120.03,114.66,0,0,88.83,0,0,50.23,0,0,0,0,0,0,0

8,01:45-02:00,42.78,0,257.25,8.8,143.18,0,20.08,47.72,0,0,0,0,2.32,19.32,327.96,0,0,0,39.8,0,8.56,0,0,0,0,0,0,0,0,21.52,2.13,34.17,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,134.86,13.47,0,0,14.41,16.65,0,404.32,0,0,0,0,6.81,0,120.03,114.66,0,0,88.83,0,0,50.23,0,0,0,0,0,0,0

9,02:00-02:15,42.78,0,257.25,8.8,143.18,0,20.08,47.72,0,0,0,0,2.32,19.32,292.72,0,0,0,39.8,0,8.56,0,0,0,0,0,0,0,0,21.52,2.13,34.17,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,134.86,12.34,0,0,14.41,16.65,0,404.32,0,0,0,0,6.81,0,120.03,114.66,0,0,88.83,0,0,50.23,0,0,0,0,0,0,0

10,02:15-02:30,42.78,0,257.25,8.8,143.18,0,20.08,47.72,0,0,0,0,2.32,19.32,287.33,0,0,0,39.8,0,8.56,0,0,0,0,0,0,0,0,21.52,2.13,34.17,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,134.86,12.34,0,0,14.41,16.65,0,404.32,0,0,0,0,6.81,0,120.03,114.66,0,0,88.83,0,0,50.23,0,0,0,0,0,0,0

11,02:30-02:45,42.78,0,236.01,8.8,143.18,0,20.08,47.72,0,0,0,0,2.32,19.32,287.33,0,0,0,39.8,0,8.56,0,0,0,0,0,0,0,0,18.91,2.13,29.56,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,134.86,12.34,0,0,14.41,14.51,0,404.32,0,0,0,0,6.81,0,120.03,114.66,0,0,88.83,0,0,50.23,0,0,0,0,0,0,0

12,02:45-03:00,42.78,0,236.01,8.8,143.18,0,20.08,47.72,0,0,0,0,2.32,19.32,287.33,0,0,0,39.8,0,8.56,0,0,0,0,0,0,0,0,18.91,2.13,29.56,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,134.86,12.34,0,0,14.41,14.51,0,404.32,0,0,0,0,6.81,0,120.03,114.66,0,0,88.83,0,0,50.23,0,0,0,0,0,0,0

13,03:00-03:15,42.78,0,236.01,8.8,143.18,0,20.08,47.72,0,0,0,0,2.32,19.32,287.33,0,0,0,39.8,0,8.56,0,0,0,0,0,0,0,0,18.91,2.13,29.56,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,134.86,2.25,0,0,14.41,14.51,0,404.32,0,0,0,0,6.81,0,120.03,114.66,0,0,88.83,0,0,50.23,0,0,0,0,0,0,0

14,03:15-03:30,42.78,0,236.01,8.8,143.18,0,20.08,47.72,0,0,0,0,2.32,19.32,287.33,0,0,0,39.8,0,8.56,0,0,0,0,0,0,0,0,18.91,2.13,29.56,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,134.86,2.25,0,0,14.41,14.51,0,404.32,0,0,0,0,6.81,0,120.03,114.66,0,0,88.83,0,0,50.23,0,0,0,0,0,0,0

15,03:30-03:45,42.78,0,236.01,8.8,143.18,0,20.08,47.72,0,0,0,0,2.32,19.32,287.33,0,0,0,39.8,0,8.56,0,0,0,0,0,0,0,0,18.91,2.13,29.56,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,134.86,2.25,0,0,14.41,14.51,0,404.32,0,0,0,0,6.81,0,120.03,114.66,0,0,88.83,0,0,50.23,0,0,0,0,0,0,0

16,03:45-04:00,42.78,0,236.01,8.8,143.18,0,20.08,47.72,0,0,0,0,2.32,19.32,287.33,0,0,0,39.8,0,8.56,0,0,22.58,0,0,0,0,0,18.91,2.13,29.56,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,134.86,2.25,0,0,14.41,14.51,0,404.32,0,0,0,0,6.81,0,120.03,114.66,0,0,88.83,0,0,50.23,0,0,0,0,0,0,0

17,04:00-04:15,42.78,0,236.01,8.8,143.18,0,20.08,47.72,0,0,0,0,2.32,19.32,287.33,0,0,0,39.8,0,8.56,0,0,22.58,0,0,0,0,0,18.91,2.13,29.56,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,134.86,2.25,0,0,14.41,14.51,0,404.32,0,0,0,0,11.5,0,120.03,114.66,0,0,88.83,0,0,50.23,0,0,0,0,0,0,0

18,04:15-04:30,42.78,0,236.01,8.8,143.18,0,20.08,47.72,0,0,0,0,2.32,19.32,287.33,0,0,0,39.8,0,8.56,0,0,22.58,0,0,0,0,0,18.91,2.13,29.56,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,134.86,2.25,0,0,14.41,14.51,0,404.32,0,0,0,0,6.81,0,120.03,114.66,0,0,88.83,0,0,50.23,0,0,0,0,0,0,0

19,04:30-04:45,42.78,0,236.01,8.8,143.18,0,20.08,47.72,0,0,0,0,2.32,19.32,287.33,0,0,0,39.8,0,8.56,0,0,22.58,0,0,0,0,0,18.91,2.13,29.56,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,134.86,2.25,0,0,14.41,14.51,0,404.32,0,0,0,0,6.81,0,120.03,114.66,0,0,88.83,0,0,50.23,0,0,0,0,0,0,0

20,04:45-05:00,42.78,0,236.01,8.8,143.18,0,20.08,47.72,0,0,0,0,2.32,19.32,287.33,0,0,0,39.8,0,8.56,0,0,41.52,0,0,0,0,0,18.91,2.13,29.56,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,134.86,2.25,0,0,14.41,14.51,0,404.32,0,0,0,0,6.81,0,120.03,114.66,0,0,88.83,0,0,50.23,0,0,0,0,0,0,0

21,05:00-05:15,42.78,0,236.01,8.8,143.18,0,20.08,31.82,0,0,0,0,2.32,19.32,287.33,0,0,0,39.8,0,8.56,0,0,42.79,0,0,0,0,0,18.91,1.28,29.56,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,134.86,2.25,0,0,14.41,14.51,0,404.32,0,0,0,0,6.81,0,120.03,114.66,0,0,88.83,0,0,50.23,0,0,0,0,0,0,0

22,05:15-05:30,42.78,0,236.01,8.8,143.18,0,20.08,31.82,0,0,1.06,9.35,3.86,19.32,287.33,0,0,0,39.8,0,8.56,0,0,68.12,0,0,0,0,0,18.91,1.28,29.56,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,134.86,2.25,0,0,14.41,14.51,0,404.32,0,0,0,0,6.81,0,120.03,114.66,0,0,88.83,0,0,50.23,0,0,0,0,0,0,0

23,05:30-05:45,42.78,0,236.01,17.6,143.18,0,20.08,31.82,0,0,6.3,9.35,7.72,19.32,287.33,0,0,0,39.8,0,8.56,0,0,90.33,0,0,0,0,0,18.91,1.28,29.56,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,134.86,2.25,0,0,14.41,14.51,0,404.32,0,0,0,0,6.81,0,120.03,114.66,0,0,88.83,3.07,0,50.23,0,0,0,0,0,0,0

24,05:45-06:00,42.78,0,236.01,26.53,143.18,0,20.08,47.72,0,11.44,6.3,18.69,11.59,19.32,287.33,0,0,0,39.8,0,8.56,0,0,112.92,0,0,0,0,0,18.91,1.28,29.56,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,134.86,2.25,0,0,14.41,14.51,0,404.32,0,0,0,0,6.81,0,120.03,114.66,0,0,88.83,3.07,0,50.23,0,0,0,0,0,0,0

25,06:00-06:15,42.78,0,236.01,36.35,143.18,0,20.08,47.72,0,13.57,18.89,28.06,38.15,19.32,287.33,0,0,0,39.8,0,19.04,0,0,135.5,0,0,0,0,0,18.91,1.28,29.56,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,134.86,2.25,0,0,30.06,14.51,0,404.32,0,0,0,0,6.81,0,120.03,114.66,0,0,88.83,8.6,0,50.23,0,0,0,0,0,0,0

26,06:15-06:30,42.78,0,236.01,36.35,143.18,0,20.08,47.72,0,13.57,18.89,28.06,38.15,19.32,287.33,0,0,0,39.8,0,19.04,0,0,135.5,0,0,0,0,0,21.52,1.28,34.17,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,134.86,2.25,0,0,30.06,16.65,0,404.32,0,0,0,0,6.81,0,120.03,114.66,0,0,88.83,31.96,0,50.23,0,0,0,0,0,0,0

27,06:30-06:45,42.78,0,236.01,36.35,143.18,0,20.08,47.72,0,13.57,18.89,28.06,38.15,19.32,287.33,0,0,0,39.8,0,19.04,0,0,135.5,0,0,0,0,0,21.52,3.2,34.17,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,134.86,2.25,0,0,30.06,16.65,0,404.32,0,0,0,0,11.5,0,120.03,114.66,0,0,88.83,31.96,0,50.23,0,0,0,0,0,0,0

28,06:45-07:00,42.78,0,242.77,36.35,143.18,0,20.08,47.72,0,13.57,18.89,28.06,38.15,19.32,287.33,0,0,0,39.8,0,19.04,0,0,135.5,0,0,0,0,0,21.52,37.84,34.17,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,134.86,2.25,0,0,29.62,16.65,0,404.32,0,0,0,0,6.81,0,120.03,114.66,0,0,88.83,31.96,0,50.23,0,0,0,0,0,0,0

29,07:00-07:15,42.78,0,255.32,26.53,143.18,0,20.08,31.82,0,11.44,6.3,18.69,11.59,19.32,287.33,0,0,0,39.8,0,8.56,0,0,112.92,0,0,0,0,0,25.48,37.84,40.94,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,134.86,2.25,0,0,14.41,19.85,0,404.32,0,0,0,0,6.81,0,120.03,114.66,0,0,88.83,31.96,0,50.23,0,0,0,0,0,0,0

30,07:15-07:30,42.78,0,255.32,17.6,143.18,0,20.08,15.91,0,0,6.3,9.35,11.59,19.32,287.33,0,0,0,39.8,0,8.56,0,0,112.92,0,0,0,0,0,25.48,3.2,40.94,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,134.86,2.25,0,0,0,19.85,0,404.32,0,0,0,0,6.81,0,120.03,114.66,0,0,88.83,31.96,0,50.23,0,0,0,0,0,0,0

31,07:30-07:45,42.78,0,255.32,8.8,143.18,0,20.08,0,0,0,6.3,9.35,11.59,19.32,253.72,0,0,0,39.8,0,8.56,0,0,90.33,0,0,0,0,0,25.48,2.13,40.94,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,134.86,13.47,0,0,0,19.85,0,404.32,0,0,0,0,6.81,0,120.03,114.66,0,0,88.83,31.96,0,50.23,0,0,0,0,0,0,0

32,07:45-08:00,42.78,0,236.01,8.8,143.18,0,20.08,0,0,0,6.3,9.35,11.59,19.32,215.1,0,0,0,39.8,0,8.56,0,0,67.75,0,0,0,0,0,22.87,2.13,36.33,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,134.86,76.64,0,0,0,17.71,0,404.32,0,0,0,0,6.81,0,120.03,114.66,0,0,88.83,4.91,0,50.23,0,0,0,0,0,0,0

33,08:00-08:15,42.78,0,236.01,8.8,143.18,0,20.08,0,0,0,6.3,9.35,2.32,19.32,215.1,0,0,0,39.8,0,8.56,0,0,40.23,0,0,0,0,0,22.87,2.13,36.33,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,134.86,76.64,0,0,0,17.71,0,404.32,0,0,0,0,6.81,0,120.03,114.66,0,0,88.83,2.46,0,50.23,0,0,0,0,0,0,0

34,08:15-08:30,42.78,0,236.01,8.8,143.18,0,20.08,0,0,0,6.3,9.35,2.32,19.32,186.14,0,0,0,39.8,0,8.56,0,0,40.23,0,0,0,0,0,22.87,2.13,36.33,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,134.86,76.64,0,0,0,17.71,0,404.32,0,0,0,0,6.81,0,120.03,114.66,0,0,88.83,0,0,50.23,0,0,0,0,0,0,0

35,08:30-08:45,37.71,0,236.01,8.8,126.12,0,17.88,0,0,0,0,9.35,2.32,19.32,186.14,0,0,0,39.8,0,8.56,0,0,40.23,0,0,0,0,0,22.87,2.13,36.33,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,134.86,76.64,0,0,0,17.71,0,404.32,0,0,0,0,6.81,0,120.03,114.66,0,0,88.83,0,0,50.23,0,0,0,0,0,0,0

36,08:45-09:00,37.71,0,236.01,8.8,126.12,0,17.88,0,0,0,0,9.35,2.32,19.32,221.38,0,0,0,39.8,0,8.56,0,0,40.23,0,0,0,0,0,22.87,2.13,36.33,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,134.86,13.47,0,0,0,17.71,0,404.32,0,0,0,0,6.81,0,120.03,114.66,0,0,88.83,0,0,50.23,0,0,0,0,0,0,0

37,09:00-09:15,42.78,0,236.01,0,143.18,0,20.08,0,0,0,0,9.35,2.32,19.32,253.72,0,0,0,39.8,0,8.56,0,0,22.58,0,0,0,0,0,18.91,3.2,29.56,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,134.86,12.34,0,0,0,14.51,0,404.32,0,0,0,0,6.81,0,120.03,114.66,0,0,88.83,0,0,50.23,0,0,0,0,0,0,0

38,09:15-09:30,42.78,0,236.01,0,143.18,0,20.08,0,0,0,0,0,2.32,19.32,263.38,0,0,0,39.8,0,8.56,0,0,22.58,0,0,0,0,0,18.91,37.84,29.56,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,134.86,12.34,0,0,0,14.51,0,404.32,0,0,0,0,6.81,0,120.03,114.66,0,0,88.83,0,0,50.23,0,0,0,0,0,0,0

39,09:30-09:45,42.78,0,236.01,0,143.18,0,20.08,0,0,0,0,0,2.32,19.32,273.03,0,0,0,39.8,0,8.56,0,0,22.58,0,0,0,0,0,18.91,37.84,29.56,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,134.86,12.34,0,0,0,14.51,0,404.32,0,0,0,0,6.81,0,120.03,114.66,0,0,88.83,0,0,50.23,0,0,0,0,0,0,0

40,09:45-10:00,42.78,0,236.01,0,143.18,0,20.08,0,0,0,0,0,2.32,19.32,287.33,0,0,0,39.8,0,8.56,0,0,22.58,0,0,0,0,0,18.91,1.28,29.56,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,134.86,12.34,0,0,0,14.51,0,404.32,0,0,0,0,6.81,0,120.03,114.66,0,0,88.83,0,0,50.23,0,0,0,0,0,0,0

41,10:00-10:15,42.78,0,236.01,0,143.18,0,20.08,0,0,0,0,0,2.32,19.32,269.56,0,0,0,39.8,0,8.56,0,0,22.58,0,0,0,0,0,18.91,1.6,29.56,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,134.86,12.34,0,0,0,14.51,0,404.32,0,0,0,0,6.81,0,120.03,114.66,0,0,88.83,0,0,50.23,0,0,0,0,0,0,0

42,10:15-10:30,42.78,0,236.01,0,143.18,0,20.08,0,0,0,0,0,2.32,19.32,244.07,0,0,0,39.8,0,8.56,0,0,22.58,0,0,0,0,0,18.91,1.6,29.56,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,134.86,12.34,0,0,0,14.51,0,404.32,0,0,0,0,6.81,0,120.03,114.66,0,0,88.83,0,0,50.23,0,0,0,0,0,0,0

43,10:30-10:45,37.71,0,236.01,0,126.12,0,17.88,0,0,0,0,0,2.32,19.32,244.07,0,0,0,39.8,0,8.56,0,0,22.58,0,0,0,0,0,18.91,1.6,29.56,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,134.86,12.34,0,0,0,14.51,0,404.32,0,0,0,0,6.81,0,120.03,114.66,0,0,88.83,0,0,50.23,0,0,0,0,0,0,0

44,10:45-11:00,37.71,0,236.01,0,126.12,0,17.88,0,0,0,0,0,2.32,19.32,253.72,0,0,0,39.8,0,8.56,0,0,22.58,0,0,0,0,0,18.91,1.6,29.56,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,134.86,12.34,0,0,0,14.51,0,404.32,0,0,0,0,6.81,0,120.03,114.66,0,0,88.83,0,0,50.23,0,0,0,0,0,0,0

45,11:00-11:15,42.78,0,236.01,0,143.18,0,20.08,0,0,0,0,0,2.32,19.32,253.72,0,0,0,39.8,0,8.56,0,0,22.58,0,0,0,0,0,18.91,1.6,29.56,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,134.86,12.34,0,0,0,14.51,0,404.32,0,0,0,0,6.81,0,120.03,114.66,0,0,88.83,0,0,50.23,0,0,0,0,0,0,0

46,11:15-11:30,42.78,0,236.01,0,143.18,0,20.08,0,0,0,0,0,2.32,19.32,253.72,0,0,0,39.8,0,8.56,0,0,22.58,0,0,0,0,0,18.91,1.6,29.56,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,134.86,12.34,0,0,0,14.51,0,404.32,0,0,0,0,6.81,0,120.03,114.66,0,0,88.83,0,0,50.23,0,0,0,0,0,0,0

47,11:30-11:45,42.78,0,236.01,0,143.18,0,20.08,0,0,0,0,0,2.32,14.48,218.48,0,0,0,39.8,0,8.56,0,0,22.58,0,0,0,0,0,18.91,1.6,29.56,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,134.86,12.34,0,0,0,14.51,0,404.32,0,0,0,0,11.5,0,120.03,114.66,0,0,88.83,0,0,50.23,0,0,0,0,0,0,0

48,11:45-12:00,42.78,0,236.01,0,143.18,0,20.08,0,0,0,0,0,2.32,14.48,181.38,0,0,0,39.8,0,8.56,0,0,22.58,0,0,0,0,0,18.91,1.6,29.56,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,134.86,12.34,0,0,0,14.51,0,404.32,0,0,0,0,11.5,0,120.03,114.66,0,0,88.83,0,0,50.23,0,0,0,0,0,0,0

49,12:00-12:15,42.78,0,236.01,0,143.18,0,20.08,0,0,0,0,0,2.32,14.48,181.38,0,0,0,39.8,0,8.56,0,0,22.58,0,0,0,0,0,18.91,25.58,29.56,0,0,18.18,0,0,0,0,0,0,0,0,0,0,0,134.86,12.34,0,0,0,14.51,0,404.32,0,0,0,0,6.81,0,120.03,114.66,0,0,88.83,0,0,50.23,0,0,0,0,0,0,0

50,12:15-12:30,42.78,0,236.01,0,143.18,0,20.08,0,0,0,0,0,2.32,14.48,181.38,0,0,0,39.8,0,8.56,0,0,22.58,0,0,0,0,0,18.91,25.58,29.56,0,0,18.18,0,0,0,0,0,0,0,0,0,0,0,134.86,12.34,0,0,0,14.51,0,404.32,0,0,0,0,6.81,0,120.03,114.66,0,0,88.83,0,0,50.23,0,0,0,0,0,0,0

51,12:30-12:45,42.78,0,236.01,0,143.18,0,20.08,0,0,0,0,0,2.32,14.48,181.38,0,0,0,39.8,0,8.56,0,0,22.58,0,0,0,0,0,18.91,1.6,29.56,0,0,18.18,0,0,0,0,0,0,0,0,0,0,0,134.86,12.34,0,0,0,14.51,0,404.32,0,0,0,0,6.81,0,120.03,114.66,0,0,88.83,0,0,50.23,0,0,0,0,0,0,0

52,12:45-13:00,42.78,0,236.01,0,143.18,0,20.08,0,0,0,0,0,2.32,14.48,181.38,0,0,0,39.8,0,8.56,0,0,22.58,0,0,0,0,0,18.91,1.6,29.56,0,0,18.18,0,0,0,0,0,0,0,0,0,0,0,134.86,12.34,0,0,0,14.51,0,404.32,0,0,0,0,6.81,0,120.03,114.66,0,0,88.83,0,0,50.23,0,0,0,0,0,0,0

53,13:00-13:15,42.78,0,236.01,0,143.18,0,20.08,0,0,0,0,0,2.32,14.48,181.38,0,0,0,39.8,0,8.56,0,0,22.58,0,0,0,0,0,18.91,1.6,29.56,0,0,18.18,0,0,0,0,0,0,0,0,0,0,0,134.86,12.34,0,0,0,14.51,0,404.32,0,0,0,0,11.5,0,120.03,114.66,0,0,88.83,0,0,50.23,0,0,0,0,0,0,0

54,13:15-13:30,42.78,0,236.01,0,143.18,0,20.08,0,0,0,0,0,2.32,14.48,181.38,0,0,0,39.8,0,8.56,0,0,22.58,0,0,0,0,0,18.91,1.6,29.56,0,0,18.18,0,0,0,0,0,0,0,0,0,0,0,134.86,12.34,0,0,0,14.51,0,404.32,0,0,0,0,11.5,0,120.03,114.66,0,0,88.83,0,0,50.23,0,0,0,0,0,0,0

55,13:30-13:45,42.78,0,236.01,0,143.18,0,20.08,0,0,0,0,0,2.32,14.48,210.28,0,0,0,39.8,0,8.56,0,0,22.58,0,0,0,0,0,18.91,1.6,29.56,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,134.86,12.34,0,0,0,14.51,0,404.32,0,0,0,0,6.81,0,120.03,114.66,0,0,88.83,0,0,50.23,0,0,0,0,0,0,0

56,13:45-14:00,42.78,0,236.01,0,143.18,0,20.08,0,0,0,0,0,2.32,14.48,234.41,0,0,0,39.8,0,8.56,0,0,22.58,0,0,0,0,0,18.91,1.6,29.56,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,134.86,12.34,0,0,0,14.51,0,404.32,0,0,0,0,6.81,0,120.03,114.66,0,0,88.83,0,0,50.23,0,0,0,0,0,0,0

57,14:00-14:15,42.78,0,236.01,0,143.18,0,20.08,0,0,0,0,0,2.32,14.48,258.55,0,0,0,39.8,0,8.56,0,0,22.58,0,0,0,0,0,18.91,1.6,29.56,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,134.86,12.34,0,0,0,14.51,0,404.32,0,0,0,0,6.81,0,120.03,114.66,0,0,88.83,0,0,50.23,0,0,0,0,0,0,0

58,14:15-14:30,42.78,0,236.01,0,143.18,0,20.08,0,0,0,0,0,2.32,14.48,282.69,0,0,0,39.8,0,8.56,0,0,22.58,0,0,0,0,0,18.91,1.6,29.56,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,134.86,12.34,0,0,0,14.51,0,404.32,0,0,0,0,6.81,0,120.03,114.66,0,0,88.83,0,0,50.23,0,0,0,0,0,0,0

59,14:30-14:45,42.78,0,235.24,0,143.18,0,20.08,0,0,0,0,0,2.32,14.48,287.33,0,0,0,39.8,0,8.56,0,0,22.58,0,0,0,0,0,21.52,1.6,34.17,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,134.86,12.34,0,0,0,14.51,0,404.32,0,0,0,0,6.81,0,120.03,114.66,0,0,88.83,0,0,50.23,0,0,0,0,0,0,0

60,14:45-15:00,42.78,0,235.24,0,143.18,0,20.08,0,0,0,0,0,2.32,14.48,287.33,0,0,0,39.8,0,8.56,0,0,22.58,0,0,0,0,0,21.52,1.6,34.17,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,134.86,12.34,0,0,0,14.51,0,404.32,0,0,0,0,6.81,0,120.03,114.66,0,0,88.83,0,0,50.23,0,0,0,0,0,0,0

