Column1,Time,NR/30092023/31122025/SH-07,NR/01102023/05012040/L_NR_2020_02,NR/01102023/31052040/LT-31,NR/01102023/30042040/GNA_LT_36,NR/01102023/06022042/L_NR_2012_07,NR/01102023/30042040/GNA_LT_35,NR/30092023/26122029/SH-06,NR/01102023/19072037/LT-05,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/SR/2025/03/01/7500,GNA/NR/2025/03/01/6891,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/NR/2025/03/01/2563,GNA/NR/2025/03/01/8036,NR/01102023/06022042/L_NR_2012_02,NR/01102023/31102037/L_NR_2019_11,GNA/NR/2025/03/01/3469,GNA/NR/2025/03/01/1906,GNA/NR/2025/03/01/9482,GNA/NR/2025/03/01/4651,NR/01102023/15082037/GNA_NR_2012_01,GNA/WR/2025/03/01/6406,GNA/NR/2025/03/01/5143,GNA/WR/2025/01/01/8625,NR/01102023/22052037/LT-59,GNA/WR/2025/01/01/9606,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNARE/NR/2024/12/20/3668,WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2020_06,WR/01102023/01102023/L_NR_2022_09,WR/01102023/29112042/L_NR_2019_05,GNARE/SR/2025/01/13/4532,L_NR_2019_19,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/24112044/L_NR_2020_07,WR/01102023/30052048/L_NR_2022_10,WR/01102023/31032046/L_NR_2020_05,NR/26072023/31072042/L_NR_2023_07,NR/22102023/11042047/L_NR_2021_17,NR/26072023/25122043/L_NR_2023_10,NR/01102023/25072045/L_NR_2021_15,NR/01102023/13082046/L_NR_2021_12,NR/01102023/02122045/L_NR_2021_13,NR/01102023/08032047/L_NR_2021_14,NR/22102023/11042047/L_NR_2021_16
32,07:45-08:00,12.6,1.16,0.62,0.49,86.71,0.62,32,57.67,6.16,0,0,23.72,23.07,23.07,260.13,1.08,8.65,23.07,17.3,5.77,100.15,0,0,0,0,0,271.81,1.43,6.67,10.83,19,23.4,7,31.9,23.4,23.4,10.83,19,32.51,18,7,7,5,15.23,3.05,12,13

33,08:00-08:15,18.15,1.16,1.4,1.09,86.71,1.4,32,57.67,6.16,0,0,23.22,23.07,23.07,260.13,0,8.65,23.07,17.3,5.77,100.15,0,0,0,0,0,271.81,4.9,6.67,11.67,14,25.17,7,42.1,25.17,25.16,11.67,14,34.99,32,8,13,9,25.87,5.18,20,17

34,08:15-08:30,25.87,1.16,2.49,1.93,86.71,2.49,32,32.98,6.16,0,0,22.71,23.07,23.07,260.13,0,8.65,23.07,17.3,5.77,100.15,0,0,0,0,0,271.81,10.23,6.67,11.33,14,25.17,7,52.56,25.17,25.16,11.33,14,34.01,49,12,21,13,47.36,9.47,29,23

35,08:30-08:45,25.87,1.16,3.9,3.01,86.71,3.9,32,32.98,6.16,0,0,22.71,23.07,23.07,260.13,0,8.65,23.07,17.3,5.77,100.15,0,0,0,0,0,271.81,18.79,6.67,10.83,14,25.6,7,62.49,25.6,25.6,10.83,14,32.51,67,13,28,18,70.46,14.09,36,27

36,08:45-09:00,25.87,1.16,6.05,4.68,86.71,6.05,32,32.98,6.16,0,0,22.71,23.07,23.07,260.13,0,8.65,23.07,17.3,5.77,100.15,0,0,0,0,0,271.81,27.09,6.67,10.33,14,26.1,7,78.19,26.1,26.1,10.33,14,31.01,84,18,36,23,93.02,18.6,43,37

37,09:00-09:15,25.87,1.16,7.67,5.92,86.71,7.67,32,32.98,6.08,0,0,22.71,23.07,23.07,260.13,0,8.65,23.07,17.3,5.77,100.15,0,0,0,1.24,0,271.81,35.94,6.67,10,14,26.1,10,88.72,26.1,26.1,10,14,30,112,27,48,27,115.07,23.01,53,53

38,09:15-09:30,25.87,1.16,9.14,7.07,86.71,9.14,32,32.98,6.08,0,0,22.71,23.07,23.07,260.13,0,8.65,23.07,17.3,5.77,100.15,0,0,0,1.24,0,271.81,46.51,6.67,9.67,14,26.1,9.8,98.68,26.1,26.1,9.67,14,28.99,133,32,57,30,135.87,27.18,59,63

39,09:30-09:45,26.99,1.16,10.41,8.05,86.71,10.41,26.99,32.98,6.08,0,0,22.71,23.07,23.07,260.13,0,8.65,23.07,17.3,5.77,100.15,0,0,0,1.24,0,271.81,62.47,6.67,9.17,14,26.43,9,107.93,26.43,26.44,9.17,14,27.49,151,37,64,33,155.89,31.18,66,73

40,09:45-10:00,26.99,1.16,11.65,9,74.53,11.65,26.99,32.98,6.08,0,0,22.71,23.07,23.07,229.66,0,8.65,23.07,17.3,5.77,100.15,0,0,0,1.24,0,271.81,70.19,6.67,8.83,14,26.93,8.6,116.24,26.93,26.94,8.83,14,26.51,165,40,70,36,173.9,34.78,73,80

41,10:00-10:15,26.99,1.16,13.1,10.12,64.04,13.1,26.99,35.06,6.08,0,0,22.71,23.07,23.07,181.6,1.15,8.65,23.07,17.3,5.77,100.15,0,0,0,1.24,0,271.81,83.34,6.67,8.67,14,26.93,8,123.11,26.93,26.94,8.67,14,25.99,175,43,75,40,216.71,43.34,80,87

42,10:15-10:30,26.99,1.16,14.09,10.89,64.04,14.09,26.99,35.06,6.08,0,0,22.71,23.07,23.07,135.54,1.15,8.65,23.07,17.3,5.77,100.15,0,0,0,1.24,0,271.81,89.92,6.67,8.33,14,26.93,7.6,128.8,26.93,26.94,8.33,14,25.01,186,46,79,42,232.97,46.6,83,91

43,10:30-10:45,26.99,1.16,15.17,11.73,46.85,15.17,26.99,35.06,6.08,0,0,22.21,23.07,23.07,135.54,1.15,8.65,23.07,17.3,5.77,100.15,0,0,0,1.24,0,271.81,95.87,6.67,7,14,27.1,7.6,133.74,27.1,27.1,7,14,21,200,48,85,44,235.12,47.03,90,95

44,10:45-11:00,26.99,1.16,15.96,12.33,46.85,15.96,26.99,35.06,6.08,0,0,21.7,23.07,23.07,135.54,1.15,8.65,23.07,17.3,5.77,100.15,0,0,0,1.24,0,271.81,100,6.67,7,14,27.1,7.6,137.94,27.1,27.1,7,14,21,200,49,85,46,237.5,47.5,92,98

45,11:00-11:15,26.99,1.16,16.8,12.98,46.85,16.8,26.99,35.06,5.43,0,0,21.2,23.07,23.07,135.54,1.23,8.65,23.07,17.3,5.77,71.31,0,0,0,1.24,0,271.81,100,6.67,7,14,27.1,10,141.97,27.1,27.1,7,14,21,207,50,88,47,237.5,47.5,93,100

46,11:15-11:30,26.99,1.16,17.49,13.51,46.85,17.49,26.99,35.06,5.43,0,0,20.69,23.07,23.07,135.54,1.23,8.65,23.07,17.3,5.77,52.87,0,0,0,1.24,0,271.81,100,6.67,7,14,27.93,9.6,145.59,27.93,27.94,7,14,21,207,50,88,48,237.5,47.5,95,100

47,11:30-11:45,26.99,1.16,17.49,13.51,46.85,17.49,26.99,35.06,5.43,0,0,20.69,23.07,23.07,135.54,1.23,8.65,23.07,17.3,5.77,52.87,0,0,0,1.24,0,271.81,100,6.67,7,14,27.93,9.2,148.46,27.93,27.94,7,14,21,207,50,88,48,237.5,47.5,96,100

48,11:45-12:00,26.99,1.16,17.49,13.51,46.85,17.49,26.99,35.06,5.43,0,0,20.69,23.07,23.07,135.54,1.23,8.65,23.07,17.3,5.77,52.87,0,0,0,1.24,0,271.81,100,6.67,7,14,28.1,9.2,150.46,28.1,28.1,7,14,21,207,50,88,48,237.5,47.5,96,100

49,12:00-12:15,26.99,1.16,17.49,13.51,46.85,17.49,26.99,35.06,5.34,0,0,20.69,23.07,23.07,135.54,1.31,8.65,23.07,17.3,5.77,52.87,0,0,0,1.24,0,271.81,100,6.67,7,14,28.77,13.61,150.82,28.77,28.76,7,14,21,207,50,88,48,237.5,47.5,96,100

50,12:15-12:30,26.99,1.16,17.49,13.51,46.85,17.49,26.99,35.06,5.34,0,0,20.19,23.07,23.07,135.54,1.31,8.65,23.07,17.3,5.77,52.87,0,0,0,1.24,0,271.81,100,6.67,7,14,28.77,13.21,150.59,28.77,28.76,7,14,21,207,50,88,48,237.5,47.5,96,100

51,12:30-12:45,26.99,1.16,17.49,13.51,46.85,17.49,26.99,35.06,5.34,0,0,19.68,23.07,23.07,135.54,1.31,8.65,23.07,17.3,5.77,52.87,0,0,0,1.24,0,271.81,100,6.67,7,14,28.77,18.41,149.58,28.77,28.76,7,14,21,207,50,88,48,237.5,47.5,96,100

52,12:45-13:00,26.99,1.16,17.49,13.51,46.85,17.49,26.99,35.06,5.34,0,0,19.68,23.07,23.07,135.54,1.31,8.65,23.07,17.3,5.77,52.87,0,0,0,1.24,0,230.71,100,6.67,7,14,28.77,18.01,147.72,28.77,28.76,7,14,21,207,50,88,48,237.5,47.5,96,100

53,13:00-13:15,26.99,1.21,17.49,13.51,46.85,17.49,26.99,35.06,5.25,0,0,19.68,23.07,23.07,135.54,1.45,8.65,23.07,17.3,5.77,52.87,0,0,0,1.39,0,192.26,100,6.67,7,14,28.83,19.01,144.91,28.83,28.84,7,14,21,207,50,88,48,237.5,47.5,96,100

54,13:15-13:30,26.99,1.21,17.49,13.51,46.85,17.49,26.99,35.06,5.25,0,0,19.68,23.07,23.07,135.54,1.45,8.65,23.07,17.3,5.77,52.87,0,0,0,1.39,0,149.49,100,6.67,7,14,28.83,18.81,141.21,28.83,28.84,7,14,21,207,50,88,48,237.5,47.5,96,100

55,13:30-13:45,26.99,1.21,17.49,13.51,46.85,17.49,26.99,39.3,5.25,0,0,20.19,23.07,23.07,135.54,1.45,8.65,23.07,17.3,5.77,52.87,0,0,0,1.39,0,149.49,100,6.67,7,14,28.83,21.61,136.09,28.83,28.84,7,14,21,207,50,88,48,237.5,47.5,96,100

56,13:45-14:00,26.99,1.21,17.49,13.51,46.85,17.49,26.99,39.3,5.25,0,0,21.2,23.07,23.07,135.54,1.45,8.65,23.07,17.3,5.77,52.87,0,0,0,1.39,0,149.49,100,6.67,7,14,28.83,20.61,130.69,28.83,28.84,7,14,21,207,50,88,47,237.5,47.5,95,100

57,14:00-14:15,26.99,1.21,17.49,13.51,46.85,17.49,26.99,43.54,5.15,0,0,21.2,23.07,23.07,135.54,1.53,8.65,23.07,17.3,5.77,52.87,0,0,0,1.55,0,149.49,100,6.67,7,14,28.83,20.21,125.27,28.83,28.84,7,14,21,207,50,88,47,237.5,47.5,94,100

58,14:15-14:30,26.99,1.21,16.97,13.11,46.85,16.97,26.99,47.78,5.15,0,0,21.2,23.07,23.07,135.54,1.53,8.65,23.07,17.3,5.77,52.87,0,0,0,1.55,0,149.49,100,6.67,7,14,28.83,19.81,119.87,28.83,28.84,7,14,21,207,49,88,46,237.5,47.5,93,98

59,14:30-14:45,26.99,1.21,16.31,12.61,46.85,16.31,26.99,47.78,5.15,0,0,21.7,23.07,23.07,135.54,1.53,8.65,23.07,17.3,5.77,52.87,0,0,0,1.55,0,149.49,100,6.67,7,14,28.83,19.01,114.07,28.83,28.84,7,14,21,207,48,88,45,237.5,47.5,92,97

60,14:45-15:00,26.99,1.21,15.66,12.1,46.85,15.66,26.99,52.02,5.15,0,0,22.71,23.07,23.07,135.54,1.53,8.65,23.07,17.3,5.77,52.87,0,0,0,1.55,0,149.49,100,6.67,7,14,28.83,18.81,107.82,28.83,28.84,7,14,21,196,47,84,44,237.5,47.5,90,93

61,15:00-15:15,26.99,1.21,14.81,11.45,46.85,14.81,26.99,56.26,5.06,0,0,23.72,23.07,23.07,135.54,1.76,8.65,23.07,17.3,5.77,52.87,0,0,0,1.94,0,149.49,100,6.67,7,14,29,20.01,100.59,29,29,7,14,21,189,45,81,42,237.5,47.5,87,90

62,15:15-15:30,26.99,1.21,13.9,10.74,46.85,13.9,26.99,60.5,5.06,0,0,24.72,23.07,23.07,135.54,1.76,8.65,23.07,17.3,5.77,52.87,0,0,0,1.94,0,149.49,96.32,6.67,7,14,29,20.01,92.18,29,29,7,14,21,175,42,75,40,233.33,46.67,84,83

63,15:30-15:45,26.99,1.21,12.85,9.93,46.85,12.85,26.99,64.74,5.06,0,0,24.72,23.07,23.07,135.54,1.31,8.65,23.07,17.3,5.77,52.87,0,0,0,1.94,0,149.49,90.75,6.67,7,14,29,20.01,82.95,29,29,7,14,21,165,38,70,37,223.15,44.63,77,76

64,15:45-16:00,26.99,1.21,11.68,9.02,46.85,11.68,26.99,70.11,5.06,0,0,25.23,23.07,23.07,135.54,1.31,8.65,23.07,17.3,5.77,52.87,0,0,0,1.94,0,149.49,84.67,6.67,7,14,29,20.01,73.55,29,29,7,14,21,151,35,64,34,206.75,41.35,72,70

65,16:00-16:15,26.99,1.21,10.38,8.02,46.85,10.38,26.99,70.11,4.97,0,0,26.24,23.07,23.07,135.54,1.23,8.65,23.07,17.3,5.77,81.71,0,0,0,0.93,0,192.26,78.18,6.67,7,14.33,29,19.81,64.99,29,29,7,14.34,21,140,32,60,31,188.95,37.79,68,63

66,16:15-16:30,26.99,1.21,9.01,6.95,46.85,9.01,26.99,70.11,4.97,0,0,27.25,23.07,23.07,135.54,1.23,8.65,23.07,17.3,5.77,100.15,0,0,0,0.93,0,230.71,71.34,6.67,7,14.67,29,19.41,56.91,29,29,7,14.66,21,126,28,54,28,169.87,33.98,62,57

67,16:30-16:45,26.99,1.21,7.47,5.77,46.85,7.47,26.99,70.11,4.97,0,0,27.75,23.07,23.07,135.54,1.23,8.65,23.07,17.3,5.77,100.15,0,0,0,1.39,0,271.81,64,6.67,7,15,29,15.01,48.11,29,29,7,15,21,109,25,46,24,149.72,29.94,53,50

68,16:45-17:00,26.99,1.21,5.85,4.53,46.85,5.85,26.99,70.11,4.97,0,0,27.75,23.07,23.07,135.54,1.23,8.65,23.07,17.3,5.77,100.15,0,0,0,1.39,0,271.81,56.12,6.67,7,15,29,14.21,38.7,29,29,7,15,21,93,22,40,19,128.67,25.74,47,43

69,17:00-17:15,26.99,1.49,4.07,3.14,46.85,4.07,26.99,70.11,4.97,0,0,28.26,23.07,23.07,135.54,1.15,8.65,23.07,17.3,5.77,100.15,0,0,100,1.39,0,271.81,42.56,6.67,7,14.67,29,12.61,28.99,29,29,7,14.66,21,76,17,32,14,88.26,17.65,38,35

70,17:15-17:30,26.99,1.49,2.83,2.19,46.85,2.83,26.99,70.11,4.97,0,0,27.25,23.07,23.07,135.54,1.15,8.65,23.07,17.3,5.77,100.15,0,0,100,1.39,0,271.81,34.26,6.67,7,14.67,23.76,11.81,19.75,23.96,18,7,14.66,21,56,13,24,10,65.33,13.06,30,27

71,17:30-17:45,26.99,1.49,1.8,1.39,46.85,1.8,26.99,70.11,5.43,0,0,27.25,23.07,23.07,135.54,1,8.65,23.07,17.3,5.77,100.15,0,0,100,1.39,0,271.81,26.11,6.67,7,14.67,12.83,8,12.17,13.72,8,7,14.66,21,42,9,18,5,42.82,8.56,20,19

72,17:45-18:00,26.99,1.49,1.02,0.78,46.85,1.02,26.99,70.11,5.43,0,0,27.25,23.07,23.07,135.54,1,8.65,23.07,17.3,5.77,100.15,0,0,100,1.39,0,271.81,17.49,6.67,7,15.33,5.01,8,6.82,6.54,1,7,15.34,21,21,3,9,3,22.07,4.41,13,5

73,18:00-18:15,26.99,1.49,0.45,0.34,86.71,0.45,26.99,70.11,5.43,0,0,27.75,23.07,23.07,260.13,1,8.65,23.07,17.3,5.77,100.15,0,0,100,1.16,100,271.81,10.65,8.33,10.83,21.67,0,8,2.99,0,0,10.83,21.66,32.51,7,2,3,1,7.64,1.53,7,3

74,18:15-18:30,25.16,1.49,0.11,0.09,86.71,0.11,25.16,70.11,5.43,0,0,28.26,23.07,23.07,260.13,1,8.65,23.07,17.3,5.77,100.15,0,0,100,1.16,100,271.81,4.63,8.33,10.83,21.67,0,8,0.5,0,0,10.83,21.66,32.51,2,0,1,1,2.88,0.58,3,1

75,18:30-18:45,25.16,1.49,0,0,86.71,0,25.16,114.97,5.43,50,0,28.26,23.07,23.07,260.13,1,8.65,23.07,17.3,5.77,100.15,0,0,100,1.16,100,271.81,0.91,10,10.83,21.67,0,7,0,0,0,10.83,21.66,32.51,0,0,0,0,0.14,0.03,2,0

76,18:45-19:00,19.71,1.49,0,0,86.71,0,19.71,114.97,5.43,50,0,28.26,23.07,23.07,260.13,1,8.65,23.07,17.3,5.77,100.15,0,0,100,1.16,100,271.81,0.06,10,10.83,22,0,7,0,0,0,10.83,22,32.51,0,0,0,0,0,0,0,0

