Column1,Time,GNA/NR/2024/12/01/2197,GNA/NR/2024/12/01/1475,NR/01102023/19072037/LT-05,NR/01102023/15082037/GNA_NR_2012_01,L_NR_2019_19,GNA/NR/2024/12/01/3428,GNA/NR/2024/12/01/1766,NR/01102023/31102037/L_NR_2019_11,GNA/NR/2024/12/01/7739,NR/01102023/06022042/L_NR_2012_07,NR/01102023/06022042/L_NR_2012_02,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/22052037/LT-59,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/30092023/31122025/SH-07,GNA/NR/2024/12/01/1599,GNA/SR/2024/12/01/6968,NR/01102023/05012040/L_NR_2020_02,GNA/NR/2024/12/01/1899,NR/01102023/30042040/GNA_LT_36,GNA/WR/2024/10/15/7089,NR/01102023/30042040/GNA_LT_35,NR/01102023/31052040/LT-31,NR/30092023/26122029/SH-06,GNA/WR/2024/11/01/4200,NR/22102023/11042047/L_NR_2021_16,NR/22102023/11042047/L_NR_2021_17,SR/01102023/07102043/L_NR_2018_61,WR/01102023/24112044/L_NR_2020_07,WR/01102023/31032046/L_NR_2020_05,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/30052048/L_NR_2022_10,WR/01102023/01102023/L_NR_2020_06,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/16072048/L_NR_2022_08,NR/01102023/02122045/L_NR_2021_13,NR/01102023/13082046/L_NR_2021_12,NR/01102023/08032047/L_NR_2021_14,NR/26072023/31072042/L_NR_2023_07,NR/26072023/25122043/L_NR_2023_10,WR/01102023/29112042/L_NR_2019_05,NR/01102023/25072045/L_NR_2021_15,WR/01102023/01102023/L_NR_2022_09
7,01:30-01:45,25.93,25.93,35.02,52.82,0,8.64,25.93,1.37,31.71,57.34,134.46,0,1.16,0,2.2,0,95.13,75,1.61,8.64,0,0,0,0,0,0,0,0,39.62,6.67,19.99,0,25,6.67,0,6.67,0,0,0,0,0,0,0,25

8,01:45-02:00,25.93,25.93,35.02,52.82,0,8.64,25.93,1.37,31.71,57.34,134.46,0,1.16,0,2.2,0,95.13,75,1.61,8.64,0,0,0,0,0,0,0,0,39.62,6.67,19.99,0,25.67,6.67,0,6.67,0,0,0,0,0,0,0,25.67

9,02:00-02:15,25.93,25.93,35.02,52.82,0,8.64,25.93,1.37,31.71,57.34,134.46,0,1.16,0,2.2,0,95.13,75,1.61,8.64,0,0,0,0,0,0,0,0,39.22,6.67,19.99,0,16.66,6.67,0,6.67,0,0,0,0,0,0,0,16.67

10,02:15-02:30,25.93,25.93,35.02,52.82,0,8.64,25.93,1.37,31.71,57.34,134.46,0,1.16,0,2.2,0,95.13,75,1.61,8.64,0,0,0,0,0,0,0,0,39.22,6.67,19.99,0,16,6.67,0,6.67,0,0,0,0,0,0,0,16

11,02:30-02:45,25.93,25.93,35.02,52.82,0,8.64,25.93,1.37,31.71,57.34,134.46,0,1.16,0,2.2,0,95.13,75,1.61,8.64,0,0,0,0,0,0,0,0,39.22,6.67,19.99,0,15,6.67,0,6.67,0,0,0,0,0,0,0,15

12,02:45-03:00,25.93,25.93,35.02,52.82,0,8.64,25.93,1.37,31.71,57.34,134.46,0,1.16,0,2.2,0,95.13,75,1.61,8.64,0,0,0,0,0,0,0,0,39.22,6.67,19.99,0,14.34,6.67,0,6.67,0,0,0,0,0,0,0,14.33

13,03:00-03:15,25.93,25.93,35.02,52.82,0,8.64,25.93,1.3,31.71,57.34,134.46,0,1.09,0,2.2,0,95.13,75,1.61,8.64,0,0,0,0,0,0,0,0,37.02,6.67,19.99,0,13.34,6.67,0,6.67,0,0,0,0,0,0,0,13.33

14,03:15-03:30,25.93,25.93,35.02,52.82,0,8.64,25.93,1.3,31.71,57.34,134.46,0,1.09,0,2.2,0,95.13,75,1.61,8.64,0,0,0,0,0,0,0,0,37.02,6.67,19.99,0,13.34,6.67,0,6.67,0,0,0,0,0,0,0,13.33

15,03:30-03:45,25.93,25.93,35.02,52.82,0,8.64,25.93,1.3,31.71,57.34,134.46,0,1.09,0,2.2,0,95.13,75,1.61,8.64,0,0,0,0,0,0,0,0,37.02,11.67,34.99,0,25,11.67,0,10,0,0,0,0,0,0,0,25

16,03:45-04:00,25.93,25.93,35.02,52.82,0,8.64,25.93,1.3,31.71,57.34,134.46,0,1.09,0,2.2,0,95.13,75,1.61,8.64,0,0,0,0,0,0,0,0,36.22,11.33,34.01,0,24.66,11.33,0,9.33,0,0,0,0,0,0,0,24.67

17,04:00-04:15,25.93,25.93,35.02,52.82,0,8.64,25.93,1.3,31.71,57.34,134.46,0,1.09,0,2.11,0,95.13,75,1.61,8.64,0,0,0,0,0,0,0,0,39.02,11.33,34.01,0,24.34,11.33,0,9.33,0,0,0,0,0,0,0,24.33

18,04:15-04:30,25.93,25.93,35.02,52.82,0,8.64,25.93,1.3,31.71,57.34,134.46,0,1.09,0,2.11,0,95.13,75,1.61,8.64,0,0,0,0,0,0,0,0,39.02,11.33,34.01,0,24.34,11.33,0,8.33,0,0,0,0,0,0,0,24.33

19,04:30-04:45,25.93,25.93,35.02,52.82,0,8.64,25.93,1.3,31.71,57.34,134.46,0,1.09,0,2.11,0,95.13,75,1.61,8.64,0,0,0,0,0,0,0,0,39.02,10.83,32.51,0,23.34,10.83,0,8.33,0,0,0,0,0,0,0,23.33

20,04:45-05:00,25.93,25.93,35.02,52.82,0,8.64,25.93,1.3,31.71,57.34,134.46,0,1.09,0,2.11,0,95.13,75,1.61,8.64,0,0,0,0,0,0,0,0,38.62,10.5,31.5,0,22.66,10.5,0,7.67,0,0,0,0,0,0,0,22.67

21,05:00-05:15,25.93,25.93,35.02,52.82,0,8.64,25.93,1.22,31.71,57.34,134.46,0,1.01,0,2.11,0,95.13,75,1.61,8.64,0,0,0,0,0,0,0,0,38.22,10,30,0,21.66,10,0,6.67,0,0,0,0,0,0,0,21.67

22,05:15-05:30,25.93,25.93,35.02,52.82,0,8.64,25.93,1.22,31.71,57.34,134.46,0,1.01,0,2.11,0,95.13,75,1.61,8.64,0,0,0,0,0,0,0,0,37.62,9.67,28.99,0,21.66,9.67,0,6.67,0,0,0,0,0,0,0,21.67

23,05:30-05:45,25.93,25.93,35.02,52.82,0,8.64,25.93,1.37,31.71,57.34,134.46,0,1.01,0,2.11,0,95.13,75,1.61,8.64,0,0,0,0,0,0,0,0,39.02,9.17,27.49,0,21,9.17,0,6.67,0,0,0,0,0,0,0,21

24,05:45-06:00,25.93,25.93,35.02,52.82,0,8.64,25.93,1.37,31.71,57.34,182.48,0,1.01,0,2.11,0,95.13,75,1.61,8.64,0,0,0,0,0,0,0,0,39.02,8.83,26.51,0,20,8.83,0,6.67,0,0,0,0,0,0,0,20

25,06:00-06:15,25.93,25.93,35.02,52.82,0,8.64,25.93,1.3,0,57.34,150.62,0,1.01,0,2.2,0,0,75,1.61,8.64,0,0,0,0,0,0,0,0,39.02,8,24,0.01,19.34,8,0,6.67,0,0,0,0,0,0.9,0,19.33

26,06:15-06:30,25.93,25.93,35.02,62.43,0,8.64,25.93,1.3,0,57.34,164.07,0,1.01,0,2.2,0,0,75,1.61,8.64,0,0,0,0,0,0,0,0,38.62,7.5,22.5,4.04,18.34,7.5,2,6.67,0,0,0,0,0,1.44,0,18.33

27,06:30-06:45,25.93,25.93,35.02,57.62,0,8.64,25.93,1.3,0,57.34,150.62,0,1.01,0,2.2,0,0,75,1.61,8.64,0.15,0,0.15,0.15,0,0,0,0,38.22,7.17,21.49,10.55,17.66,7.17,7,6.67,0,0,0,0,0,2.97,0,17.67

28,06:45-07:00,25.93,25.93,35.02,57.62,0.02,8.64,25.93,1.3,0,57.34,150.62,0,1.01,0,2.2,0,0,75,1.61,8.64,0.36,0,0.35,0.35,0,0,0,0,37.62,6.67,19.99,17.57,16.66,6.67,11,6.67,0,0,0,0,0,9.46,0,16.67

29,07:00-07:15,25.93,25.93,35.02,100.05,5.16,8.64,25.93,1.3,0,62.28,229.4,0,1.01,0,2.2,0,0,75,1.61,8.64,0.68,0,0.66,0.66,0,0,1,0,39.02,6.67,19.99,25.17,16,6.67,15,6.67,0.2,0.99,2,1,0,19.09,0,16

30,07:15-07:30,25.93,25.93,35.02,100.05,12.36,8.64,25.93,1.3,0,76.15,260.75,0,1.01,0,2.2,0,0,75,1.61,8.64,1.14,0,1.11,1.11,0,0,2,1,39.02,6.67,19.99,23.35,15,6.67,21,6.67,0.8,3.99,5,4,1,23.35,1,15

31,07:30-07:45,25.93,25.93,35.02,100.05,21.4,8.64,25.93,1.3,0,76.15,260.75,0,1.01,0,2.2,0,0,75,1.61,8.64,1.75,0,1.7,1.7,0,0,5,3,39.02,6.67,19.99,23.9,13.34,6.67,23.9,6.67,1.79,8.98,7,11,4,23.9,2,13.33

32,07:45-08:00,25.93,25.93,35.02,100.05,30.52,8.64,25.93,1.3,0,76.15,260.75,0,1.01,0,2.2,0,0,75,1.61,8.64,2.5,0,2.44,2.44,0,0,8,4,38.62,6.67,19.99,25.23,13.34,6.67,25.23,6.67,3.19,15.97,9,25,10,25.24,4,13.33

33,08:00-08:15,25.93,25.93,35.02,100.05,39.65,8.64,25.93,1.3,0,86.63,260.75,0,1.01,0,2.2,0,0,75,1.57,8.64,3.31,0,3.24,3.24,0,0,17,8,38.22,6.67,19.99,26.73,13.34,6.67,26.73,6.67,7.36,36.79,13,40,17,26.74,7,13.33

34,08:15-08:30,25.93,25.93,35.02,100.05,48.84,8.64,25.93,1.3,0,86.63,260.75,0,1.01,0,2.2,0,0,75,1.57,8.64,4.14,0,4.03,4.03,0,0,23,12,37.62,6.67,19.99,26.9,13.34,6.67,26.9,6.67,11.65,58.26,20,56,24,26.9,10,13.33

35,08:30-08:45,25.93,25.93,35.02,74.91,57.41,8.64,25.93,1.3,0,76.15,225.29,0,1.01,0,2.2,0,0,75,1.57,8.64,4.93,0,4.8,4.8,0,0,36,18,44.02,6.67,19.99,28.9,13.34,6.67,28.9,6.67,15.77,78.84,27,70,30,28.9,15,13.33

36,08:45-09:00,25.93,25.93,35.02,74.91,65.78,8.64,25.93,1.3,0,76.15,225.29,0,1.01,0,2.2,0,0,75,1.57,8.64,5.9,0,5.76,5.76,0,0,43,21,43.62,6.67,19.99,29.07,13.34,6.67,29.07,6.67,19.5,97.51,38,84,36,29.06,19,13.33

37,09:00-09:15,25.93,25.93,35.02,70.11,89.4,8.64,25.93,1.3,0,76.15,225.29,0,1.01,0,2.11,0,0,75,1.57,8.64,7.51,0,7.32,7.32,0,0,52,26,43.22,6.67,19.99,30.23,13.34,6.67,30.23,6.67,23.08,115.39,43,88,37,30.24,22,13.33

38,09:15-09:30,25.93,25.93,35.02,76.83,96.12,8.64,25.93,1.3,0,76.15,225.29,0,1.01,0,2.11,0,0,75,1.57,8.64,8.4,0,8.2,8.2,0,0,59,29,42.42,6.67,19.99,30.23,13.34,6.67,30.23,6.67,26.46,132.31,48,102,43,30.24,25,13.33

39,09:30-09:45,25.93,25.93,35.02,76.83,101.77,8.64,25.93,1.45,0,76.15,225.29,0,1.01,0,2.11,0,0,75,1.57,8.64,9.46,0,9.23,9.23,0,0,63,32,42.02,6.67,19.99,30.57,13.34,6.67,30.57,6.67,29.72,148.62,55,109,46,30.56,28,13.33

40,09:45-10:00,25.93,25.93,35.02,52.82,106.29,8.64,25.93,1.45,0,65.9,194.62,0,1.01,0,2.11,0,0,75,1.57,8.64,10.83,0,10.56,10.56,0,0,69,34,41.02,6.67,19.99,30.57,13.34,6.67,30.57,6.67,32.86,164.28,61,123,52,30.56,30,13.33

41,10:00-10:15,25.93,25.93,35.02,70.11,109.68,8.64,25.93,1.37,0,65.9,194.62,0,1.09,0,2.11,0,0,75,1.57,8.64,11.78,0,11.49,11.49,0,0,73,37,41.22,6.67,19.99,30.57,14.66,6.67,30.57,6.67,35.59,177.95,65,133,57,30.56,32,14.67

42,10:15-10:30,25.93,25.93,35.02,52.82,111.56,8.64,25.93,1.37,0,65.9,194.62,0,1.09,0,2.11,0,0,75,1.57,8.64,12.56,0,12.25,12.25,0,0,77,39,41.02,6.67,19.99,30.57,14.66,6.67,30.57,6.67,38.05,190.25,71,144,61,30.56,34,14.67

43,10:30-10:45,25.93,25.93,35.02,52.82,104.57,8.64,25.93,1.37,0,65.9,194.62,0,1.09,0,2.11,0,0,75,1.57,8.64,13.26,0,12.94,12.94,0,0,80,40,41.42,6.67,19.99,30.57,14.66,6.67,30.57,6.67,40.2,201.02,75,151,64,30.56,35,14.67

44,10:45-11:00,25.93,25.93,35.02,52.82,108.09,8.64,25.93,1.37,0,65.9,194.62,0,1.09,0,2.11,0,0,75,1.57,8.64,13.86,0,13.52,13.52,0,0,83,42,41.62,6.67,19.99,30.57,14.66,6.67,30.57,6.67,42.15,210.75,78,158,67,30.56,37,14.67

45,11:00-11:15,25.93,25.93,35.02,52.82,110.95,8.64,25.93,1.37,0,65.9,194.62,0,1.09,0,2.11,0,0,75,1.61,8.64,14.27,0,13.91,13.91,0,0,85,43,42.02,6.67,19.99,31.83,14.66,6.67,31.83,6.67,43.65,218.25,82,165,70,31.84,38,14.67

46,11:15-11:30,25.93,25.93,35.02,52.82,113.48,8.64,25.93,1.37,0,65.9,194.62,0,1.09,0,2.11,0,0,75,1.61,8.64,14.69,0,14.33,14.33,0,0,87,43,41.02,6.67,19.99,31.83,14.66,6.67,31.83,6.67,44.85,224.25,85,172,73,31.84,39,14.67

47,11:30-11:45,25.93,25.93,35.02,52.82,115.16,8.64,25.93,1.37,0,65.9,194.62,0,1.09,0,2.11,0,0,75,1.61,8.64,14.69,0,14.33,14.33,0,0,87,43,43.02,6.67,19.99,31.83,14.66,6.67,31.83,6.67,45.81,229.08,87,175,75,31.84,40,14.67

48,11:45-12:00,25.93,25.93,35.02,52.82,116.88,8.64,25.93,1.37,0,65.9,194.62,0,1.09,0,2.11,0,0,75,1.61,8.64,14.69,0,14.33,14.33,0,0,87,43,43.02,6.67,19.99,31.83,14.66,6.67,31.83,6.67,46.48,232.39,87,179,76,31.84,40,14.67

49,12:00-12:15,25.93,25.93,35.02,52.82,121.25,8.64,25.93,1.45,0,57.34,163.27,0,1.16,0,2.11,0,0,75,1.61,8.64,14.69,0,14.33,14.33,0,0,87,43,43.02,6.67,19.99,31.83,14.66,6.67,31.83,6.67,47.01,235.05,87,179,76,31.84,40,14.67

50,12:15-12:30,25.93,25.93,35.02,52.82,120.93,8.64,25.93,1.45,0,57.34,134.46,0,1.16,0,2.11,0,0,75,1.61,8.64,14.69,0,14.33,14.33,0,0,87,43,43.02,6.67,19.99,31.83,14.66,6.67,31.83,6.67,47.16,235.79,87,179,76,31.84,40,14.67

51,12:30-12:45,25.93,25.93,35.02,52.82,119.96,8.64,25.93,1.45,0,57.34,134.46,0,1.16,0,2.11,0,0,75,1.61,8.64,14.69,0,14.33,14.33,0,0,87,43,43.02,6.67,19.99,31.83,14.66,6.67,31.83,6.67,47.18,235.92,87,179,76,31.84,40,14.67

52,12:45-13:00,25.93,25.93,35.02,52.82,118.45,8.64,25.93,1.45,0,57.34,134.46,0,1.16,0,2.11,0,0,75,1.61,8.64,14.69,0,14.33,14.33,0,0,87,43,41.42,6.67,19.99,31.83,14.66,6.67,31.83,6.67,46.97,234.86,87,179,76,31.84,40,14.67

53,13:00-13:15,25.93,25.93,35.02,52.82,115.79,8.64,25.93,1.53,0,57.34,134.46,20.19,1.32,0,2.11,0,0,75,1.66,8.64,14.69,0,14.33,14.33,0,0,85,42,42.02,6.67,19.99,31.83,14.66,6.67,31.83,6.67,46.45,232.23,87,179,76,31.84,40,14.67

54,13:15-13:30,25.93,25.93,32.19,52.82,112,8.64,25.93,1.53,0,57.34,134.46,20.19,1.32,0,2.11,0,0,75,1.66,8.64,14.58,0,14.23,14.23,0,0,82,41,42.42,6.67,19.99,31.83,14.66,6.67,31.83,6.67,45.54,227.7,86,175,75,31.84,39,14.67

55,13:30-13:45,25.93,25.93,27.96,52.82,115.68,8.64,25.93,1.53,0,57.34,134.46,20.19,1.32,0,2.11,0,0,75,1.66,8.64,14.32,0,13.96,13.96,0,0,80,40,42.42,6.67,19.99,31.83,14,6.67,31.83,6.67,44.54,222.68,83,172,73,31.84,38,14

56,13:45-14:00,25.93,25.93,23.72,52.82,109.48,8.64,25.93,1.53,0,57.34,134.46,20.19,1.32,0,2.11,0,0,75,1.66,8.64,14.16,0,13.81,13.81,0,0,75,37,42.42,6.67,19.99,31.83,14,6.67,31.83,6.67,43.27,216.37,79,165,70,31.84,36,14

57,14:00-14:15,25.93,25.93,19.49,52.82,103.02,8.64,25.93,1.6,0,57.34,134.46,20.19,1.39,0,2.11,0,0,75,1.71,8.64,13.69,0,13.35,13.35,0,0,70,35,30.2,6.67,19.99,31.83,14,6.67,31.83,6.67,41.41,207.03,76,158,67,31.84,35,14

58,14:15-14:30,25.93,25.93,15.25,52.82,96.43,8.64,25.93,1.6,0,57.34,134.46,20.19,1.39,0,2.11,0,0,75,1.71,8.64,12.92,0,12.61,12.61,0,0,64,32,28.01,6.67,19.99,31.83,14,6.67,31.83,6.67,39.63,198.17,71,147,63,31.84,32,14

59,14:30-14:45,25.93,25.93,11.02,52.82,89.4,8.64,25.93,1.6,0,57.34,134.46,20.19,1.39,0,2.11,0,0,75,1.71,8.64,12.2,0,11.91,11.91,0,0,60,30,27.61,6.67,19.99,32,14.66,6.67,32,6.67,37.78,188.9,66,137,58,32,30,14.67

60,14:45-15:00,25.93,25.93,6.78,52.82,81.96,8.64,25.93,1.6,0,57.34,134.46,21.2,1.39,0,2.11,0,0,75,1.71,8.64,11.14,0,10.87,10.87,0,0,53,27,27.01,6.67,19.99,32,14.66,6.67,32,6.67,35.5,177.48,62,123,52,32,28,14.67

61,15:00-15:15,25.93,25.93,0,52.82,75.77,8.64,25.93,1.68,0,57.34,134.46,21.2,1.55,0,2.11,0,0,75,1.76,8.64,10.32,0,10.08,10.08,0,0,43,21,33.61,6.67,19.99,32,14.66,6.67,32,8.33,32.75,163.74,57,98,42,32,25,14.67

62,15:15-15:30,25.93,25.93,0,52.82,67.86,8.64,25.93,1.68,0,57.34,134.46,21.2,1.55,0,2.11,0,0,75,1.76,8.64,9.21,0,8.99,8.99,0,0,37,19,33.41,6.67,19.99,32,14.66,6.67,32,8.67,29.8,149.03,52,84,36,32,23,14.67

63,15:30-15:45,25.93,25.93,0,52.82,59.1,8.64,25.93,1.68,0,57.34,134.46,21.2,1.55,0,2.11,0,0,75,1.76,8.64,8.17,0,7.96,7.96,0,0,31,15,36.42,6.67,19.99,32.33,15.34,6.67,32.33,9,26.57,132.86,45,70,30,32.34,21,15.33

64,15:45-16:00,25.93,25.93,0,91.24,50.51,8.64,25.93,1.68,0,57.34,134.46,22.2,1.55,0,2.11,0,0,75,1.76,8.64,7.11,0,6.93,6.93,0,0,24,12,36.01,6.67,19.99,32.33,16,6.67,32.33,9.33,23.09,115.47,41,60,25,32.34,19,16

65,16:00-16:15,25.93,25.93,0,52.82,40.62,8.64,25.93,1.68,0,57.34,163.27,22.71,1.55,0,2.11,0,0,75,1.71,8.64,6.04,0,5.89,5.89,0,0,18,9,36.01,6.67,19.99,33,16.66,6.67,24,9.67,19.59,97.98,33,46,19,33,14,16.67

66,16:15-16:30,25.93,25.93,0,63.39,30.24,8.64,25.93,1.68,0,57.34,194.62,23.21,1.55,0,2.11,0,0,75,1.71,8.64,4.91,0,4.78,4.78,0,0,13,7,36.01,6.67,19.99,30.98,17.66,6.67,16,9.67,16.03,80.15,27,32,13,22.01,8,17.67

67,16:30-16:45,25.93,25.93,0,52.82,20.68,8.64,25.93,1.68,0,65.9,194.62,23.21,1.55,0,2.11,0,0,75,1.71,8.64,3.76,0,3.68,3.68,0,0,11,6,36.01,6.67,19.99,20.76,18.34,6.67,10,9.67,12.28,61.39,18,21,9,12.81,7,18.33

68,16:45-17:00,25.93,25.93,0,82.59,13.52,8.64,25.93,1.68,0,75.51,225.29,23.72,1.55,0,2.11,0,0,75,1.71,8.64,2.65,0,2.58,2.58,0,0,9,4,36.01,6.67,19.99,11.74,19.66,6.67,5,9.33,7.97,39.85,13,14,6,5.76,5,19.67

69,17:00-17:15,31.69,31.69,0,85.38,5.33,8.64,31.69,1.76,0,75.51,260.75,24.22,1.39,0,2.2,0,0,75,1.71,8.64,1.88,0,1.83,1.83,0,0,6,3,27.01,6.67,19.99,4.53,20.66,6.67,1,9,3.6,18.03,10,7,3,1.42,2,20.67

70,17:15-17:30,31.69,31.69,0,85.38,0,8.64,31.69,1.76,0,85.98,260.75,25.23,1.39,0,2.2,0,0,75,1.71,8.64,1.28,0,1.25,1.25,0,0,2,1,26.61,6.67,19.99,0.77,21.66,6.67,0,8.67,2.03,10.13,7,4,1,1.62,1,21.67

71,17:30-17:45,31.69,31.69,0,85.38,0,8.64,31.69,1.53,0,85.98,260.75,26.24,0.93,0,2.2,0,0,75,1.71,8.64,0.79,0,0.77,0.77,0,0,1,0,26.61,6.67,19.99,0.29,21,6.67,0,8.33,0.9,4.51,3,1,0,0.96,0,21

72,17:45-18:00,31.69,31.69,0,85.38,0,8.64,31.69,1.53,0,85.98,260.75,27.25,0.93,0,2.2,0,0,75,1.71,8.64,0.44,0,0.43,0.43,0,0,0,0,26.01,6.67,19.99,0.03,20.66,6.67,0,8.33,0.11,0.55,2,0,0,0.62,0,20.67

73,18:00-18:15,31.69,31.69,0,85.38,0,8.64,31.69,1.53,0,85.98,260.75,27.25,1.32,0,2.2,0,0,75,1.66,8.64,0.25,150,0.25,0.25,0,50,0,0,25.3,6.67,19.99,0,19.34,6.67,0,8.33,0,0,0,0,0,0,0,19.33

74,18:15-18:30,31.69,31.69,0,85.38,0,8.64,31.69,1.53,0,85.98,260.75,26.75,1.39,0,2.2,0,0,75,1.66,8.64,0,150,0,0,0,50,0,0,24.71,6.67,19.99,0,18.66,6.67,0,8.33,0,0,0,0,0,0,0,18.67

75,18:30-18:45,31.69,31.69,0,85.38,0,8.64,31.69,1.53,0,85.98,260.75,26.75,1.39,0,2.2,0,0,75,1.66,8.64,0,150,0,0,0,50,0,0,27.01,6.67,19.99,0,18.34,6.67,0,8,0,0,0,0,0,0,0,18.33

76,18:45-19:00,31.69,31.69,0,85.38,0,8.64,31.69,1.53,0,85.98,260.75,26.75,1.39,0,2.2,0,0,75,1.66,8.64,0,150,0,0,0,50,0,0,27.61,6.67,19.99,0,17.66,6.67,0,7.67,0,0,0,0,0,0,0,17.67

77,19:00-19:15,31.69,31.69,0,85.38,0,8.64,31.69,1.53,0,76.38,130.37,26.75,1.39,0,2.2,0,0,75,1.66,8.64,0,150,0,0,0,50,0,0,28.41,6.67,19.99,0,16.66,6.67,0,7.33,0,0,0,0,0,0,0,16.67

78,19:15-19:30,31.69,31.69,0,85.38,0,8.64,31.69,1.53,0,65.44,130.37,26.75,1.39,0,2.2,0,0,75,1.66,8.64,0,150,0,0,0,50,0,0,29.01,6.67,19.99,0,16.34,6.67,0,7,0,0,0,0,0,0,0,16.33

79,19:30-19:45,31.69,31.69,0,85.38,0,8.64,31.69,1.53,0,76.38,130.37,26.75,1.39,0,2.2,0,0,75,1.66,8.64,0,150,0,0,0,50,0,0,29.61,6.67,19.99,0,16,6.67,0,6.67,0,0,0,0,0,0,0,16

80,19:45-20:00,31.69,31.69,0,85.38,0,8.64,31.69,1.53,0,76.38,130.37,26.24,1.39,0,2.2,0,0,75,1.66,8.64,0,150,0,0,0,50,0,0,30.41,6.67,19.99,0,15.66,6.67,0,6.67,0,0,0,0,0,0,0,15.67

81,20:00-20:15,31.69,31.69,0,100.05,0,8.64,31.69,1.37,0,76.38,130.37,26.24,1.16,0,2.2,0,0,75,1.66,8.64,0,250,0,0,0,50,0,0,31.01,6.67,19.99,0,15.34,6.67,0,6.67,0,0,0,0,0,0,0,15.33

82,20:15-20:30,31.69,31.69,0,100.05,0,8.64,31.69,1.37,0,76.38,130.37,26.24,1.16,0,2.2,0,0,75,1.66,8.64,0,250,0,0,0,50,0,0,31.21,6.67,19.99,0,15,6.67,0,6.67,0,0,0,0,0,0,0,15

