Block,Time,DULHASTI,JHAJJAR,KKNP,KUDGI,NLCIIST2,NNTPP,RAPPB,TALA,CHAMERA2,FSTPP I & II,NLCIIST1,SASAN,UNCHAHAR2,ANTA_CRF,ANTA_GF,ANTA_LF,BRBCL,CHAMERA1,KKNPPU2,MAPS,NTPL,RAPPC,RIHAND2,RSTPSU1TO6,RSTPSU7,TEHRI,UNCHAHAR1,UNCHAHAR3,ANTA_RF,AURY_RF,DADRI_CRF,DADRI_GF,KISHANGANGA,NJPC,NLCEXP,NLCTS2EXP,SIMHST1,DADRI_RF,DADRT2,DHAULIGNGA,KGSU1AND2,TALST2,TANAKPUR,TANDA2,TelanganaSTPP,UNCHAHAR4,CHAMERA3,KGSU3AND4,KHSTPP-I,KOLDAM,NAPP,RAMPUR,SEWA2,VALLURNTECL,DADRI_LF,KOTESHWR,SALAL,SIMHST2,SINGRAULI,URI2,AURY_GF,AURY_LF,BSIUL,KHSTPP-II,PARBATI3,RIHAND1,RIHAND3,SINGRAULI_HYDRO,URI,AURY_CRF
20,04:45-05:00,16.48,434.65,0,0,0,0,0,0,0,20.8,0,410.62,42.39,44.62,0,0,20,0,0,0,0,53.17,118.76,0,0,42.34,9.14,26.4,0,0,91.52,0,0,0,0,0,0,0,683.14,0,0,0,0,0,0,0,0,0,45.53,0,43.68,0,0,0,0,17.75,41.83,0,139.69,4.31,0,0,0,148.3,0,92,62.16,0.63,0.99,70.81

21,05:00-05:15,16.48,434.65,0,0,0,0,0,0,0,20.8,0,410.62,42.39,44.62,0,0,20,0,0,0,0,53.17,118.76,0,0,42.34,9.14,26.4,0,0,91.52,0,0,0,0,0,0,0,683.14,0,0,0,0,0,0,0,0,0,45.53,0,43.68,0,0,0,0,17.75,41.83,0,139.69,4.31,0,0,0,148.3,0,92,62.16,0.63,0.99,70.81

22,05:15-05:30,16.48,434.65,0,0,0,0,0,0,0,20.8,0,410.62,42.39,44.62,0,0,20,0,0,0,0,53.17,118.76,0,0,42.34,9.14,26.4,0,0,91.52,0,0,0,0,0,0,0,683.14,0,0,0,0,0,0,0,0,0,45.53,0,43.68,0,0,0,0,17.75,41.83,0,139.69,4.31,0,0,0,148.3,0,92,62.16,0.63,0.99,70.81

23,05:30-05:45,16.48,434.65,0,0,0,0,0,0,0,20.8,0,410.62,42.39,44.62,0,0,20,0,0,0,0,53.17,118.76,0,0,42.34,9.14,26.4,0,0,91.52,0,0,0,0,0,0,0,683.14,0,0,0,0,0,0,0,0,0,45.53,0,43.68,0,0,0,0,17.75,9.29,0,139.69,4.31,0,0,0,148.3,0,92,62.16,0.63,0.99,70.81

24,05:45-06:00,16.48,434.65,0,0,0,0,0,0,0,20.8,0,410.62,42.39,44.62,0,0,20,0,0,0,0,53.17,118.76,0,0,42.34,9.14,26.4,0,0,91.52,0,0,20.84,0,0,0,0,683.14,0,0,0,0,0,0,0,0,0,45.53,0,43.68,0,0,0,0,17.75,1.4,0,139.69,4.31,0,0,0,148.3,0,92,62.16,0.63,0.99,70.81

25,06:00-06:15,16.48,434.65,0,0,0,0,0,0,0,20.8,0,410.62,42.39,44.62,0,0,20,0,0,0,0,53.17,118.76,0,0,42.34,9.14,26.4,0,0,91.52,0,0,41.67,0,0,0,0,682.78,0,0,0,0,0,0,0,0,0,45.53,0,43.68,0,0,0,0,17.75,1.4,0,139.69,4.31,0,0,0,148.3,0,92,62.16,0.63,0.99,70.81

26,06:15-06:30,16.48,434.65,0,0,0,0,0,0,0,20.8,0,410.62,42.39,44.62,0,0,20,0,0,0,0,53.17,118.76,0,0,42.34,9.14,26.4,0,0,91.52,0,0,58.05,0,0,0,0,682.78,9.14,0,0,0,0,0,0,0,0,45.53,0,43.68,0,0,0,0,26.62,1.4,0,139.69,4.31,0,0,0,148.3,3.57,92,62.16,0.63,0.99,70.81

27,06:30-06:45,32.96,434.65,0,0,0,0,0,0,7.99,20.8,0,410.62,42.39,44.84,0,0,20,14.05,0,0,0,53.17,118.76,0,0,42.34,9.14,26.4,0,0,91.52,0,0,83.33,0,0,0,0,682.79,18.27,0,0,0,0,0,0,9.68,0,45.53,0,43.68,0,0,0,0,26.62,1.4,0,139.69,4.31,0,0,2.2,148.3,3.57,92,62.16,0.63,0.99,70.59

28,06:45-07:00,32.96,434.65,0,0,0,0,0,0,39.51,20.8,0,410.62,42.39,44.84,0,0,20,28.05,0,0,0,53.17,118.76,0,0,56.45,9.14,26.4,0,0,91.52,0,0,113.64,0,0,0,0,682.79,18.27,0,0,0,0,0,0,19.38,0,45.53,0,43.68,0,7.9,0,0,39.05,1.4,0,139.69,4.31,0,0,13.04,148.3,3.57,92,62.16,0.63,0.99,70.59

29,07:00-07:15,32.96,434.65,0,0,0,0,0,0,39.51,20.8,0,410.62,42.39,44.84,0,0,20,28.05,0,0,0,53.17,118.76,0,0,56.45,9.14,26.4,0,0,91.52,0,0,113.64,0,0,0,0,682.79,18.27,0,0,0,0,0,0,19.38,0,45.53,0,43.68,0,7.9,0,0,39.05,1.4,0,139.69,4.31,0,0,13.04,148.3,3.57,92,62.16,0.63,0.99,70.59

30,07:15-07:30,32.96,434.65,0,0,0,0,0,0,39.51,20.8,0,410.62,42.39,44.84,0,0,20,28.05,0,0,0,53.17,118.76,0,0,56.45,9.14,26.4,0,0,91.52,0,0,113.64,0,0,0,0,682.79,18.27,0,0,0,0,0,0,19.38,0,45.53,0,43.68,0,8.19,0,0,39.05,1.4,0,139.69,4.31,0,0,13.04,148.3,16.54,92,62.16,0.63,3.31,70.59

31,07:30-07:45,32.96,434.65,0,0,0,0,0,0,39.51,20.8,0,410.62,42.39,44.84,0,0,20,28.05,0,0,0,53.17,118.76,0,0,56.45,9.14,26.4,0,0,91.52,0,0,113.64,0,0,0,0,682.79,18.27,0,0,0,0,0,0,19.38,0,45.53,0,43.68,0,8.19,0,0,39.05,1.4,0,139.69,4.31,0,0,13.04,148.3,16.54,92,62.16,0.63,30.36,70.59

32,07:45-08:00,32.96,434.65,0,0,0,0,0,0,39.51,20.8,0,410.62,42.39,44.84,0,0,20,28.05,0,0,0,53.17,118.76,0,0,56.45,9.14,26.4,0,0,91.52,0,0,113.64,0,0,0,0,682.79,18.27,0,0,0,0,0,0,19.38,0,45.53,0,43.68,0,8.19,0,0,39.05,1.4,0,139.69,4.31,0,0,13.04,148.3,3.57,92,62.16,0.63,30.36,70.59

33,08:00-08:15,32.96,434.65,0,0,0,0,0,0,39.51,20.8,0,410.62,42.39,44.84,0,0,20,28.05,0,0,0,53.17,118.76,0,0,56.45,9.14,26.4,0,0,91.52,0,0,113.64,0,0,0,0,682.79,18.27,0,0,0,0,0,0,19.38,0,45.53,0,43.68,0,8.19,0,0,39.05,1.4,0,139.69,4.31,0,0,13.04,148.3,0,92,62.16,0.63,30.36,70.59

34,08:15-08:30,16.48,434.65,0,0,0,0,0,0,2.66,20.8,0,410.62,42.39,44.84,0,0,20,28.05,0,0,0,53.17,118.76,0,0,56.45,9.14,26.4,0,0,91.52,0,0,113.64,0,0,0,0,682.79,18.27,0,0,0,0,0,0,9.68,0,45.53,0,43.68,0,0,0,0,26.62,1.4,0,139.69,4.31,0,0,2.2,148.3,0,92,62.16,0.63,3.31,70.59

35,08:30-08:45,0,434.65,0,0,0,0,0,0,0,20.8,0,418.77,42.39,44.52,0,0,20,14.05,0,0,0,53.17,118.76,0,0,56.45,9.14,26.4,0,0,91.52,0,0,83.43,0,0,0,0,682.79,18.27,0,0,0,0,0,0,0,0,45.53,0,43.68,0,0,0,0,26.62,1.4,0,139.69,4.31,0,0,0,148.3,0,92,62.16,0.63,1.66,70.59

36,08:45-09:00,0,434.65,0,0,0,0,0,0,0,20.8,0,418.77,42.39,44.52,0,0,20,14.05,0,0,0,53.17,118.76,0,0,56.45,9.14,26.4,0,0,91.52,0,0,83.33,0,0,0,0,682.79,9.14,0,0,0,0,0,0,0,0,45.53,0,43.68,0,0,0,0,26.62,1.4,0,139.69,4.31,0,0,0,148.3,0,92,62.16,0.63,1.66,70.59

37,09:00-09:15,0,434.65,0,0,0,0,0,0,0,20.8,0,418.77,42.39,43.99,0,0,20,0,0,0,0,53.17,118.76,0,0,56.45,9.14,26.4,0,0,91.52,0,0,62.51,0,0,0,0,682.79,0,0,0,0,0,0,0,0,0,45.53,0,43.68,0,0,0,0,26.62,1.4,0,139.69,4.31,0,0,0,148.3,0,92,62.16,0.63,1.66,70.59

38,09:15-09:30,0,434.65,0,0,0,0,0,0,0,20.8,0,418.77,42.39,43.99,0,0,20,0,0,0,0,53.17,118.76,0,0,56.45,9.14,26.4,0,0,91.52,0,0,41.67,0,0,0,0,682.79,0,0,0,0,0,0,0,0,0,45.53,0,43.68,0,0,0,0,26.62,1.4,0,139.69,4.31,0,0,0,148.3,0,92,62.16,0.63,1.66,70.59

39,09:30-09:45,0,434.65,0,0,0,0,0,0,0,20.8,0,418.77,42.39,43.99,0,0,20,0,0,0,0,53.17,118.76,0,0,56.45,9.14,26.4,0,0,91.52,0,0,18.94,0,0,0,0,682.79,0,0,0,0,0,0,0,0,0,45.53,0,43.68,0,0,0,0,26.62,1.4,0,139.69,4.31,0,0,0,148.3,0,92,62.16,0.63,1.66,70.59

40,09:45-10:00,0,434.65,0,0,0,0,0,0,0,20.8,0,418.77,42.39,43.68,0,0,20,0,0,0,0,53.17,118.76,0,0,56.45,9.14,26.4,0,0,91.52,0,0,0,0,0,0,0,682.79,0,0,0,0,0,0,0,0,0,45.53,0,43.68,0,0,0,0,26.62,1.4,0,139.69,4.31,0,0,0,148.3,0,92,62.16,0.63,1.66,70.59

41,10:00-10:15,0,434.65,0,0,0,0,0,0,0,20.8,0,418.77,42.39,43.47,0,0,20,0,0,0,0,53.17,118.76,0,0,56.45,9.14,26.4,0,0,91.52,0,0,0,0,0,0,0,683.14,0,0,0,0,0,0,0,0,0,45.53,0,43.68,0,0,0,0,26.62,1.4,0,139.69,4.31,0,0,0,148.3,0,92,62.16,0.63,1.66,70.59

42,10:15-10:30,0,434.65,0,0,0,0,0,0,0,20.8,0,418.77,42.39,43.47,0,0,20,0,0,0,0,53.17,118.76,0,0,56.45,9.14,26.4,0,0,91.52,0,0,0,0,0,0,0,683.14,0,0,0,0,0,0,0,0,0,45.53,0,43.68,0,0,0,0,26.62,1.4,0,139.69,4.31,0,0,0,148.3,0,92,62.16,0.63,3.31,70.59

43,10:30-10:45,0,434.65,0,0,0,0,0,0,0,20.8,0,418.77,42.39,43.26,0,0,20,0,0,0,0,53.17,118.76,0,0,56.45,9.14,26.4,0,0,91.52,0,0,0,0,0,0,0,683.14,0,0,0,5.76,0,0,0,0,0,45.53,0,43.68,0,0,0,0,26.62,1.4,0,139.69,4.31,0,0,0,148.3,0,92,62.16,0.63,30.36,70.59

44,10:45-11:00,0,434.65,0,0,0,0,0,0,0,20.8,0,418.77,42.39,43.26,0,0,20,0,0,0,0,53.17,118.76,0,0,56.45,9.14,26.4,0,0,91.52,0,0,0,0,0,0,0,683.14,0,0,0,5.76,0,0,0,0,0,45.53,0,43.68,0,0,0,0,26.62,1.4,0,139.69,4.31,0,0,0,148.3,0,92,62.16,0.63,30.36,70.59

45,11:00-11:15,0,434.65,0,0,0,0,0,0,0,20.8,0,418.77,42.39,43.05,0,0,20,0,0,0,0,53.17,118.76,0,0,56.45,9.14,26.4,0,0,91.52,0,0,0,0,0,0,0,683.14,0,0,0,5.76,0,0,0,0,0,45.53,0,43.68,0,0,0,0,26.62,1.4,0,139.69,4.31,0,0,0,148.3,0,92,62.16,0.65,30.36,70.59

46,11:15-11:30,0,434.65,0,0,0,0,0,0,0,20.8,0,418.77,42.39,43.05,0,0,20,0,0,0,0,53.17,118.76,0,0,56.45,9.14,26.4,0,0,91.52,0,0,0,0,0,0,0,683.14,0,0,0,5.76,0,0,0,0,0,45.53,0,43.68,0,0,0,0,26.62,1.4,0,139.69,4.31,0,0,0,148.3,0,92,62.16,0.65,3.31,70.59

47,11:30-11:45,0,434.65,0,0,0,0,0,0,0,20.8,0,418.77,42.39,42.63,0,0,20,0,0,0,0,53.17,118.76,0,0,56.45,9.14,26.4,0,0,91.52,0,0,0,0,0,0,0,683.14,0,0,0,5.76,0,0,0,0,0,45.53,0,43.68,0,0,0,0,26.62,1.4,0,139.69,4.31,0,0,0,148.3,0,92,62.16,0.65,2.21,70.59

48,11:45-12:00,0,434.65,0,0,0,0,0,0,0,20.8,0,418.77,42.39,42.63,0,0,20,0,0,0,0,53.17,118.76,0,0,56.45,9.14,26.4,0,0,91.52,0,0,0,0,0,0,0,683.14,0,0,0,5.76,0,0,0,0,0,45.53,0,43.68,0,0,0,0,26.62,1.4,0,139.69,4.31,0,0,0,148.3,0,92,62.16,0.65,2.21,70.59

49,12:00-12:15,0,434.65,0,0,0,0,0,0,0,20.8,0,418.77,42.39,42.42,0,0,20,0,0,0,0,53.17,118.76,0,0,56.45,9.14,26.4,0,0,91.52,0,0,0,0,0,0,0,683.14,0,0,0,0,0,0,0,0,0,45.53,0,43.68,0,0,0,0,26.62,1.4,0,139.69,4.31,0,0,0,148.3,0,92,62.16,0.65,2.21,70.59

50,12:15-12:30,0,434.65,0,0,0,0,0,0,0,20.8,0,418.77,42.39,42.42,0,0,20,0,0,0,0,53.17,118.76,0,0,56.45,9.14,26.4,0,0,91.52,0,0,0,0,0,0,0,683.14,0,0,0,0,0,0,0,0,0,45.53,0,43.68,0,0,0,0,26.62,1.4,0,139.69,10.76,0,0,0,148.3,0,92,62.16,0.65,2.21,70.59

51,12:30-12:45,0,434.65,0,0,0,0,0,0,0,20.8,0,418.77,42.39,42.42,0,0,20,0,0,0,0,53.17,118.76,0,0,56.45,9.14,26.4,0,0,91.52,0,0,0,0,0,0,0,683.14,0,0,0,0,0,0,0,0,0,45.53,0,43.68,0,0,0,0,26.62,1.4,0,139.69,10.76,0,0,0,148.3,0,92,62.16,0.65,2.21,70.59

52,12:45-13:00,0,434.65,0,0,0,0,0,0,0,20.8,0,418.77,42.39,42.42,0,0,20,0,0,0,0,53.17,118.76,0,0,56.45,9.14,26.4,0,0,91.52,0,0,0,0,0,0,0,683.14,0,0,0,0,0,0,0,0,0,45.53,0,43.68,0,0,0,0,26.62,1.4,0,139.69,10.76,0,0,0,148.3,0,92,62.16,0.65,2.21,70.59

53,13:00-13:15,0,434.65,0,0,0,0,0,0,0,20.8,0,418.77,42.39,42.21,0,0,20,0,0,0,0,53.17,118.76,0,0,56.45,9.14,26.4,0,0,91.52,0,0,0,0,0,0,0,683.14,0,0,0,0,0,0,0,0,0,45.53,0,43.68,0,0,0,0,26.62,1.4,0,139.69,10.76,0,0,0,148.3,0,92,62.16,0.65,2.21,70.59

54,13:15-13:30,0,434.65,0,0,0,0,0,0,0,20.8,0,418.77,42.39,42.21,0,0,20,0,0,0,0,53.17,118.76,0,0,42.34,9.14,26.4,0,0,91.52,0,0,0,0,0,0,0,683.14,0,0,0,0,0,0,0,0,0,45.53,0,43.68,0,0,0,0,26.62,1.4,0,139.69,10.76,0,0,0,148.3,0,92,62.16,0.65,2.21,70.59

55,13:30-13:45,0,434.65,0,0,0,0,0,0,0,20.8,0,418.77,42.39,42.21,0,0,20,0,0,0,0,53.17,118.76,0,0,42.34,9.14,26.4,0,0,91.52,0,0,0,0,0,0,0,683.14,0,0,0,0,0,0,0,0,0,45.53,0,43.68,0,0,0,0,26.62,1.4,0,139.69,10.76,0,0,0,148.3,0,92,62.16,0.65,0.55,70.59

56,13:45-14:00,0,434.65,0,0,0,0,0,0,0,20.8,0,418.77,42.39,42.21,0,0,20,0,0,0,0,53.17,118.76,0,0,42.34,9.14,26.4,0,0,91.52,0,0,0,0,0,0,0,683.14,0,0,0,0,0,0,0,0,0,45.53,0,43.68,0,0,0,0,26.62,1.4,0,139.69,4.31,0,0,0,148.3,0,92,62.16,0.65,0.55,70.59

57,14:00-14:15,0,434.65,0,0,0,0,0,0,0,20.8,0,418.77,42.39,42.1,0,0,20,0,0,0,0,53.17,118.76,0,0,28.22,9.14,26.4,0,0,91.52,0,0,0,0,0,0,0,683.14,0,0,0,0,0,0,0,0,0,45.53,0,43.68,0,0,0,0,26.62,1.4,0,139.69,4.31,0,0,0,148.3,0,92,62.16,0.65,0.55,70.59

58,14:15-14:30,0,434.65,0,0,0,0,0,0,0,20.8,0,418.77,42.39,42.1,0,0,20,0,0,0,0,53.17,118.76,0,0,28.22,9.14,26.4,0,0,91.52,0,0,0,0,0,0,0,683.14,0,0,0,0,0,0,0,0,0,45.53,0,43.68,0,0,0,0,26.62,1.4,0,139.69,4.31,0,0,0,148.3,0,92,62.16,0.65,0.55,70.59

59,14:30-14:45,0,434.65,0,0,0,0,0,0,0,20.8,0,418.77,42.39,42.1,0,0,20,0,0,0,0,53.17,118.76,0,0,42.34,9.14,26.4,0,0,91.52,0,0,0,0,0,0,0,683.14,0,0,0,0,0,0,0,0,0,45.53,0,43.68,0,0,0,0,26.62,1.4,0,139.69,4.31,0,0,0,148.3,0,91.8,62.16,0.65,0.55,70.59

60,14:45-15:00,0,434.65,0,0,0,0,0,0,0,20.8,0,418.77,42.39,42.1,0,0,20,0,0,0,0,53.17,118.76,0,0,42.34,9.14,26.4,0,0,91.52,0,0,0,0,0,0,0,683.14,0,0,0,0,0,0,0,0,0,45.53,0,43.68,0,0,0,0,26.62,1.4,0,139.69,4.31,0,0,0,148.3,0,91.8,62.16,0.65,0.55,70.59

61,15:00-15:15,0,434.65,0,0,0,0,0,0,0,20.8,0,418.77,42.39,42.32,0,0,20,0,0,0,0,53.17,118.76,0,0,42.34,9.14,26.4,0,0,91.52,0,0,0,0,0,0,0,683.14,0,0,0,0.25,0,0,0,0,0,45.53,0,43.68,0,0,0,0,26.62,1.4,0,139.69,4.31,0,0,0,148.3,0,92,62.16,0.65,0.55,70.59

62,15:15-15:30,0,434.65,0,0,0,0,0,0,0,20.8,0,418.77,42.39,42.32,0,0,20,0,0,0,0,53.17,118.76,0,0,56.45,9.14,26.4,0,0,91.52,0,0,0,0,0,0,0,683.14,0,0,0,0.25,0,0,0,0,0,45.53,0,43.68,0,0,0,0,26.62,1.4,0,139.69,4.31,0,0,0,148.3,0,92,62.16,0.65,0.55,70.59

63,15:30-15:45,0,434.65,0,0,0,0,0,0,0,20.8,0,418.77,42.39,42.32,0,0,20,0,0,0,0,53.17,118.76,0,0,56.45,9.14,26.4,0,0,91.52,0,0,0,0,0,0,0,683.14,0,0,0,0.25,0,0,0,0,0,45.53,0,43.68,0,0,0,0,26.62,1.4,0,139.69,4.31,0,0,0,148.3,0,92,62.16,0.65,0.55,70.59

64,15:45-16:00,0,434.65,0,0,0,0,0,0,0,20.8,0,418.77,42.39,42.32,0,0,20,0,0,0,0,53.17,118.76,0,0,56.45,9.14,26.4,0,0,91.52,0,0,0,0,0,0,0,683.14,0,0,0,0.25,0,0,0,0,0,45.53,0,43.68,0,0,0,0,26.62,1.4,0,139.69,4.31,0,0,0,148.3,0,92,62.16,0.65,0.55,70.59

