Block,Time,KOTESHWR,KUDGI,NLCTS2EXP,PARBATI3,RAPPD,RIHAND1,SIMHST1,VALLURNTECL,BRBCL,CHAMERA3,DULHASTI,KKNPPU2,KOLDAM,MAPS,RSTPSU7,SALAL,AURY_CRF,AURY_GF,CHAMERA1,CHAMERA2,NAPP,SASAN,SINGRAULI,TANAKPUR,UNCHAHAR3,DADRI_LF,DADRI_RF,DADRT2,JHAJJAR,KHSTPP-I,NJPC,NNTPP,SINGRAULI_HYDRO,TALA,KHSTPP-II,NLCIIST1,RAPPC,RIHAND2,RIHAND3,TEHRI,TEHRIPSP,TelanganaSTPP,UNCHAHAR1,URI,URI2,ANTA_GF,ANTA_LF,RAMPUR,RAPPB,SIMHST2,UNCHAHAR4,AURY_RF,DADRI_GF,NLCEXP,NLCIIST2,PARBATI2,ANTA_CRF,DADRI_CRF,BSIUL,DHAULIGNGA,FSTPP I & II,KGSU1AND2,KGSU3AND4,KISHANGANGA,KKNP,NTPL,RSTPSU1TO6,SEWA2,TALST2,TANDA2,UNCHAHAR2,ANTA_RF,AURY_LF
7,01:30-01:45,20.29,0,0,0,24.71,98.32,0,0,24.99,33.94,55.97,0,8.62,0,0,85.41,0,0,42.15,47.12,24.48,340.31,146.62,12.81,27.69,0,79.04,549.38,667.25,45.53,175.79,0,1.13,16.32,148.3,0,65.42,125.27,130.84,48.11,69.46,0,21.65,37.53,38.97,0,0,5.7,0,0,3.22,79.22,0,0,0,0,0,0,6.52,42.46,20.8,0,0,7.05,0,0,0,0,0,2.76,45,51.2,0

8,01:45-02:00,20.29,0,0,0,24.71,98.32,0,0,24.99,33.94,55.97,0,8.62,0,0,85.41,0,0,42.15,47.12,24.48,340.31,148.25,12.81,27.69,0,79.04,549.38,667.25,45.53,175.79,0,1.13,16.32,148.3,0,65.42,125.27,130.84,48.11,69.46,0,21.65,37.53,38.97,0,0,5.7,0,0,3.22,79.22,0,0,0,0,0,0,6.52,42.46,20.8,0,0,7.05,0,0,0,0,0,2.76,45,51.2,0

9,02:00-02:15,20.29,0,0,0,24.71,98.32,0,0,24.99,33.94,55.97,0,8.62,0,0,85.41,0,0,42.15,47.12,24.48,340.31,148.25,12.81,27.69,0,79.04,549.38,667.25,45.53,175.79,0,1.13,17.78,148.3,0,65.42,125.27,130.84,48.11,69.46,0,21.65,30.91,28.84,0,0,5.7,0,0,3.22,79.22,0,0,0,0,0,0,6.52,42.46,20.8,0,0,7.05,0,0,0,0,0,2.76,45,51.2,0

10,02:15-02:30,20.29,0,0,0,24.71,98.32,0,0,24.99,33.94,55.97,0,8.62,0,0,85.41,0,0,42.15,47.12,24.48,340.31,148.25,12.81,27.69,0,79.04,549.38,667.25,45.53,175.79,0,1.13,17.78,148.3,0,65.42,125.27,130.84,48.11,69.46,0,21.65,30.91,28.84,0,0,5.7,0,0,3.22,79.22,0,0,0,0,0,0,6.52,42.46,20.8,0,0,7.05,0,0,0,0,0,2.76,45,51.2,0

11,02:30-02:45,20.29,0,0,0,24.71,98.32,0,0,24.99,33.94,55.97,0,8.62,0,0,85.41,0,0,42.15,47.12,24.48,340.31,148.25,12.81,27.69,0,79.04,549.38,667.25,44.01,175.79,0,1.13,17.78,148.3,0,65.42,125.27,130.84,48.11,69.46,0,21.65,30.91,24.94,0,0,5.7,0,0,3.22,79.22,0,0,0,0,0,0,13.04,42.46,20.8,0,0,7.05,0,0,0,0,0,2.76,45,51.2,0

12,02:45-03:00,20.29,0,0,0,24.71,98.32,0,0,24.99,33.94,55.97,0,8.62,0,0,85.41,0,0,42.15,47.12,24.48,340.31,148.25,12.81,27.69,0,79.04,549.38,667.25,44.01,175.79,0,1.13,17.5,148.3,0,65.42,125.27,130.84,48.11,0,0,21.65,30.91,24.94,0,0,5.7,0,0,3.22,79.22,0,0,0,0,0,0,13.04,42.46,20.8,0,0,7.05,0,0,0,0,0,2.76,45,51.2,0

13,03:00-03:15,20.29,0,0,0,24.71,98.32,0,0,24.99,33.94,55.97,0,8.62,0,0,80.76,0,0,42.15,47.12,24.48,340.31,148.25,11.91,27.69,0,79.04,549.38,667.25,44.01,175.79,0,1.13,21.9,148.3,0,65.42,125.27,130.84,48.11,0,0,21.65,30.91,24.94,0,0,5.7,0,0,3.22,79.22,0,0,0,0,0,0,13.04,42.46,20.8,0,0,7.05,0,0,0,0,0,2.76,45,51.84,0

14,03:15-03:30,20.29,0,0,0,24.71,98.32,0,0,24.99,33.94,55.97,0,8.62,0,0,80.76,0,0,42.15,47.12,24.48,340.31,148.25,11.91,27.69,0,79.04,549.38,667.25,44.01,175.79,0,1.13,21.9,148.3,0,65.42,125.27,130.84,48.11,0,0,21.65,30.91,24.94,0,0,5.7,0,0,3.22,79.22,0,0,0,0,0,0,13.04,42.46,20.8,0,0,7.05,0,0,0,0,0,2.76,45,51.84,0

15,03:30-03:45,20.29,0,0,0,24.71,98.32,0,0,24.99,33.94,55.97,0,8.62,0,0,80.76,0,0,42.15,47.12,24.48,340.31,148.25,11.91,27.69,0,79.04,549.38,667.25,44.01,175.79,0,1.13,21.9,148.3,0,65.42,125.27,130.84,48.11,0,0,21.65,30.91,24.94,0,0,5.7,0,0,3.22,79.22,0,0,0,0,0,0,13.04,42.46,20.8,0,0,7.05,0,0,0,0,0,2.76,45,51.84,0

16,03:45-04:00,20.29,0,0,0,24.71,98.32,0,0,24.99,33.94,55.97,0,8.62,0,0,80.76,0,0,42.15,47.12,24.48,340.31,148.25,11.91,27.69,0,79.04,549.38,667.25,44.01,175.79,0,1.13,21.61,148.3,0,65.42,125.27,130.84,48.11,0,0,21.65,30.91,24.94,0,0,5.7,0,0,3.22,79.22,0,0,0,0,0,0,13.04,42.46,20.8,0,0,7.05,0,0,0,0,0,2.76,45,51.84,0

17,04:00-04:15,20.29,0,0,0,24.71,98.32,0,0,24.99,33.94,55.97,0,8.62,0,0,80.76,0,0,42.15,47.12,24.48,340.31,148.25,11.91,27.69,0,79.04,549.38,667.25,44.01,175.79,0,1.13,21.61,148.3,0,65.42,125.27,130.84,48.11,0,0,21.65,30.91,24.94,0,0,5.7,0,0,3.22,79.22,0,0,0,0,0,0,13.04,42.46,20.8,0,0,7.05,0,0,0,0,0,2.76,45,51.84,0

18,04:15-04:30,20.29,0,0,0,24.71,98.32,0,0,24.99,33.94,55.97,0,8.62,0,0,80.76,0,0,42.15,47.12,24.48,340.31,148.25,11.91,27.69,0,79.04,549.38,667.25,44.01,175.79,0,1.13,21.31,148.3,0,65.42,125.27,130.84,48.11,0,0,21.65,30.91,24.94,0,0,5.7,0,0,3.22,79.22,0,0,0,0,0,0,13.04,42.46,20.8,0,0,7.05,0,0,0,0,0,2.76,45,51.84,0

19,04:30-04:45,20.29,0,0,0,24.71,98.32,0,0,24.99,33.94,55.97,0,8.62,0,0,80.76,0,0,42.15,47.12,24.48,340.31,148.25,11.91,27.69,0,79.04,549.38,667.25,44.01,175.79,0,1.13,21.17,148.3,0,65.42,125.27,130.84,48.11,0,0,21.65,33.12,24.94,0,0,5.7,0,0,3.22,79.22,0,0,0,0,0,0,13.04,42.46,20.8,0,0,7.05,0,0,0,0,0,2.76,45,51.84,0

20,04:45-05:00,20.29,0,0,0,24.71,98.32,0,0,24.99,33.94,55.97,0,8.62,0,0,80.76,0,0,42.15,47.12,24.48,340.31,148.25,11.91,27.69,0,79.04,549.38,667.25,44.01,175.79,0,1.13,20.87,148.3,0,65.42,125.27,130.84,48.11,0,0,21.65,33.12,24.94,0,0,5.7,0,0,3.22,79.22,0,0,0,0,0,0,13.04,42.46,20.8,0,0,7.05,0,0,0,0,0,2.76,45,51.84,0

21,05:00-05:15,10.14,0,0,0,24.71,98.32,0,0,24.99,33.94,55.97,0,8.62,0,0,80.76,0,0,42.15,47.12,24.48,340.31,148.25,11.91,27.69,0,79.04,689.38,667.25,44.01,175.79,0,1.13,20.72,148.3,0,65.42,125.27,130.84,48.11,0,0,21.65,33.12,24.94,0,0,5.7,0,0,3.22,79.22,0,0,0,0,0,0,13.04,42.46,20.8,0,0,7.05,0,0,0,0,0,3.22,45,51.84,0

22,05:15-05:30,10.14,0,0,0,24.71,98.32,0,0,24.99,33.94,55.97,0,8.62,0,0,80.76,0,0,42.15,47.12,24.48,340.31,148.25,11.91,27.69,0,79.04,689.38,667.25,44.01,175.79,0,1.13,20.44,148.3,0,65.42,125.27,130.84,48.11,0,0,21.65,33.12,24.94,0,0,5.7,0,0,3.22,79.22,0,0,0,0,0,0,13.04,42.46,20.8,0,0,7.05,0,0,0,0,0,3.46,45,51.84,0

23,05:30-05:45,10.14,0,0,0,24.71,98.32,0,0,24.99,33.94,55.97,0,8.62,0,0,80.76,0,0,42.15,47.12,24.48,340.31,148.25,11.91,27.69,0,79.04,689.38,667.25,44.01,175.79,0,1.13,21.76,148.3,0,65.42,125.27,130.84,48.11,0,0,21.65,33.12,24.94,0,0,5.7,0,0,3.22,79.22,0,0,0,0,0,0,13.04,42.46,20.8,0,0,7.05,0,0,0,0,0,3.68,45,51.84,0

24,05:45-06:00,10.14,0,0,0,24.71,98.32,0,0,24.99,33.94,55.97,0,8.62,0,0,80.76,0,0,42.15,47.12,24.48,340.31,148.25,11.91,27.69,0,79.04,689.38,667.25,44.01,175.79,0,1.13,21.61,148.3,0,65.42,125.27,130.84,48.11,0,0,21.65,33.12,24.94,0,0,5.7,0,0,3.22,79.22,0,0,0,0,0,0,13.04,42.46,20.8,0,0,7.05,0,0,0,0,0,3.91,45,51.84,0

25,06:00-06:15,10.14,0,0,0,24.71,98.32,0,0,24.99,33.94,55.97,0,8.62,0,0,80.76,0,0,42.15,47.12,24.48,340.31,149.89,11.91,27.69,0,79.04,689.38,667.25,44.01,175.79,0,1.13,21.46,148.3,0,65.42,125.27,130.84,48.11,0,0,21.65,33.12,24.94,0,0,5.7,0,0,3.22,79.22,0,0,0,0,0,0,13.04,42.46,20.8,0,0,7.05,0,0,0,0,0,3.91,45,51.84,0

26,06:15-06:30,10.14,0,0,0,24.71,98.32,0,0,24.99,33.94,55.97,0,8.62,0,0,80.76,0,0,42.15,47.12,24.48,340.31,149.89,11.91,27.69,0,79.04,689.38,667.25,44.01,175.79,0,1.13,26.91,148.3,0,65.42,125.27,130.84,48.11,0,0,21.65,33.12,24.94,0,0,5.7,0,0,3.22,79.22,0,0,0,0,0,0,13.04,42.46,20.8,0,0,7.05,0,0,0,0,0,3.91,45,51.84,0

27,06:30-06:45,10.14,0,0,0,24.71,98.32,0,0,24.99,33.94,55.97,0,8.62,0,0,80.76,0,0,42.15,47.12,24.48,340.31,149.89,11.91,27.69,0,79.04,689.38,667.25,44.01,175.79,0,1.13,27.34,148.3,0,65.42,125.27,130.84,48.11,0,0,21.65,33.12,24.94,0,0,5.7,0,0,3.22,79.22,0,0,0,0,0,0,13.04,42.46,20.8,0,0,7.05,0,0,0,0,0,4.15,45,51.84,0

28,06:45-07:00,10.14,0,0,0,24.71,98.32,0,0,24.99,33.94,55.97,0,8.62,0,0,80.76,0,0,42.15,47.12,24.48,340.31,149.89,11.91,27.69,0,79.04,689.38,667.25,44.01,175.79,0,1.13,27.34,148.3,0,65.42,125.27,130.84,36.09,0,0,21.65,33.12,24.94,0,0,5.7,0,0,3.22,79.22,0,0,0,0,0,0,13.04,42.46,20.8,0,0,7.05,0,0,0,0,0,4.15,45,51.84,0

29,07:00-07:15,10.14,0,0,0,24.71,98.32,0,0,24.99,33.94,55.97,0,8.62,0,0,80.76,0,0,42.15,47.12,24.48,340.31,149.89,11.91,27.69,0,79.04,689.38,667.25,44.01,175.79,0,1.13,28.67,148.3,0,65.42,125.27,130.84,24.05,0,0,21.65,36.43,24.94,0,0,5.7,0,0,3.22,79.22,0,0,0,0,0,0,6.52,42.46,20.8,0,0,7.05,0,0,0,0,0,4.37,45,51.2,0

30,07:15-07:30,10.14,0,0,0,24.71,98.32,0,0,24.99,33.94,55.97,0,8.62,0,0,80.76,0,0,42.15,47.12,24.48,340.31,149.89,11.91,27.69,0,79.04,689.38,667.25,44.01,175.79,0,1.13,28.81,148.3,0,65.42,125.27,130.84,12.03,0,0,21.65,36.43,24.94,0,0,5.7,0,0,3.22,79.22,0,0,0,0,0,0,6.52,42.46,20.8,0,0,7.05,0,0,0,0,0,4.61,45,51.2,0

31,07:30-07:45,10.14,0,0,0,24.71,98.32,0,0,24.99,33.94,55.97,0,8.62,0,0,80.76,0,0,42.15,47.12,24.48,340.31,149.89,11.91,27.69,0,79.04,689.38,667.25,45.53,175.79,0,1.13,28.95,148.3,0,65.42,125.27,130.84,0,0,0,21.65,38.64,24.94,0,0,5.7,0,0,3.22,79.22,0,0,0,0,0,0,6.52,42.46,20.8,0,0,7.05,0,0,0,0,0,4.83,45,51.2,0

32,07:45-08:00,10.14,0,0,0,24.71,98.32,0,0,24.99,33.94,55.97,0,8.62,0,0,80.76,0,0,28.1,47.12,24.48,340.31,149.89,11.91,27.69,0,79.04,689.38,667.25,45.53,175.79,0,1.13,30.28,148.3,0,65.42,125.27,130.84,0,0,0,21.65,38.64,24.94,0,0,5.7,0,0,3.22,79.22,0,0,0,0,0,0,6.52,42.46,20.8,0,0,7.05,0,0,0,0,0,5.07,45,51.2,0

33,08:00-08:15,10.14,0,0,0,24.71,98.32,0,0,24.99,33.94,55.97,0,8.62,0,0,80.76,0,0,14.05,47.12,24.48,340.31,149.89,11.91,27.69,0,79.04,689.38,667.25,45.53,175.79,0,1.13,30.43,148.3,0,65.42,125.27,130.84,0,0,0,21.65,38.64,28.84,0,0,5.7,0,0,3.22,79.22,0,0,0,0,0,0,6.52,42.46,20.8,0,0,7.05,0,0,0,0,0,5.3,45,50.57,0

34,08:15-08:30,10.14,0,0,0,24.71,98.32,0,0,24.99,33.94,55.97,0,8.62,0,0,80.76,0,0,0,47.12,24.48,340.31,149.89,11.91,27.69,0,76.41,689.38,667.25,45.53,175.79,0,1.13,30.43,148.3,0,65.42,125.27,130.84,0,0,0,21.65,38.64,28.84,0,0,5.7,0,0,3.22,79.22,0,0,0,0,0,0,6.52,42.46,20.8,0,0,7.05,0,0,0,0,0,5.52,45,50.57,0

35,08:30-08:45,10.14,0,0,0,24.71,98.32,0,0,24.99,33.94,55.97,0,8.62,0,0,80.76,0,0,0,47.12,24.48,348.98,149.89,11.91,27.69,0,76.41,689.38,667.25,45.53,175.79,0,1.13,30.72,148.3,0,65.42,125.27,130.84,0,0,0,21.65,38.64,24.94,0,0,5.7,0,0,3.22,79.22,0,0,0,0,0,0,6.52,42.46,20.8,0,0,7.05,0,0,0,0,0,5.73,45,50.57,0

36,08:45-09:00,10.14,0,0,0,24.71,98.32,0,0,24.99,33.94,55.97,0,8.62,0,0,80.76,0,0,0,47.12,24.48,348.98,149.89,11.91,27.69,0,76.41,689.38,667.25,45.53,175.79,0,1.13,30.72,148.3,0,65.42,125.27,130.84,0,0,0,21.65,38.64,24.94,0,0,5.7,0,0,3.22,79.22,0,0,0,0,0,0,6.52,42.46,20.8,0,0,7.05,0,0,0,0,0,5.73,45,50.57,0

37,09:00-09:15,10.14,0,0,0,24.71,98.32,0,0,24.99,33.94,55.97,0,8.62,0,0,80.76,0,0,0,47.12,24.48,348.98,149.89,11.91,27.69,0,76.41,689.38,667.25,45.53,175.79,0,1.13,30.87,148.3,0,65.42,125.27,130.84,0,0,0,21.65,38.64,38.97,0,0,5.7,0,0,3.22,79.22,0,0,0,0,0,0,6.52,42.46,20.8,0,0,7.05,0,0,0,0,0,5.73,45,49.31,0

38,09:15-09:30,10.14,0,0,0,24.71,98.32,0,0,24.99,33.94,55.97,0,8.62,0,0,80.76,0,0,0,47.12,24.48,348.98,149.89,11.91,27.69,0,76.41,689.38,667.25,45.53,175.79,0,1.13,30.87,148.3,0,65.42,125.27,130.84,0,0,0,21.65,38.64,38.97,0,0,5.7,0,0,3.22,79.22,0,0,0,0,0,0,6.52,42.46,20.8,0,0,7.05,0,0,0,0,0,5.73,45,49.31,0

39,09:30-09:45,10.14,0,0,0,24.71,98.32,0,0,24.99,33.94,55.97,0,8.62,0,0,80.76,0,0,0,47.12,24.48,348.98,149.89,11.91,27.69,0,76.41,689.38,667.25,45.53,175.79,0,1.13,26.34,148.3,0,65.42,125.27,130.84,0,0,0,21.65,52.36,38.97,0,0,5.7,0,0,3.22,79.22,0,0,0,0,0,0,6.52,42.46,20.8,0,0,7.05,0,0,0,0,0,5.73,45,49.31,0

40,09:45-10:00,10.14,0,0,0,24.71,98.32,0,0,24.99,33.94,55.97,0,8.62,0,0,80.76,0,0,0,47.12,24.48,348.98,149.89,11.91,27.69,0,76.41,689.38,667.25,45.53,175.79,0,1.13,26.34,148.3,0,65.42,125.27,130.84,0,0,0,21.65,52.36,38.97,0,0,5.7,0,0,3.22,79.22,0,0,0,0,0,0,6.52,42.46,20.8,0,0,7.05,0,0,0,0,0,5.73,45,49.31,0

41,10:00-10:15,10.14,0,0,0,24.71,98.32,0,0,24.99,33.94,55.97,0,8.62,0,0,80.76,0,0,0,47.12,24.48,348.98,149.89,11.91,27.69,0,76.41,689.38,667.25,45.53,175.79,0,1.13,25.9,148.3,0,65.42,125.27,130.84,0,0,0,21.65,52.36,38.97,0,0,5.7,0,0,3.22,79.22,0,0,0,0,0,0,6.52,42.46,20.8,0,0,7.05,0,0,0,0,0,5.73,45,49.31,0

42,10:15-10:30,10.14,0,0,0,24.71,98.32,0,0,24.99,33.94,55.97,0,8.62,0,0,80.76,0,0,0,47.12,24.48,348.98,149.89,11.91,27.69,0,76.41,689.38,667.25,45.53,175.79,0,1.13,25.9,148.3,0,65.42,125.27,130.84,0,0,0,21.65,52.36,38.97,0,0,5.7,0,0,3.22,79.22,0,0,0,0,0,0,6.52,42.46,20.8,0,0,7.05,0,0,0,0,0,5.73,45,49.31,0

43,10:30-10:45,10.14,0,0,0,24.71,98.32,0,0,24.99,33.94,55.97,0,8.62,0,0,80.76,0,0,0,47.12,24.48,348.98,149.89,11.91,27.69,0,76.41,689.38,667.25,45.53,175.79,0,1.13,25.31,148.3,0,65.42,125.27,130.84,0,0,0,21.65,35.33,27.28,0,0,5.7,0,0,3.22,79.22,0,0,0,0,0,0,6.52,42.46,20.8,0,0,7.05,0,0,0,0,0,5.73,45,49.31,0

44,10:45-11:00,10.14,0,0,0,24.71,98.32,0,0,24.99,33.94,55.97,0,8.62,0,0,80.76,0,0,0,47.12,24.48,348.98,149.89,11.91,27.69,0,76.41,689.38,667.25,45.53,175.79,0,1.13,25.31,148.3,0,65.42,125.27,130.84,0,0,0,21.65,35.33,27.28,0,0,5.7,0,0,3.22,79.22,0,0,0,0,0,0,6.52,42.46,20.8,0,0,7.05,0,0,0,0,0,5.73,45,49.31,0

45,11:00-11:15,10.14,0,0,0,24.71,98.32,0,0,24.99,33.94,55.97,0,8.62,0,0,80.76,0,0,0,47.12,24.48,348.98,149.89,11.91,27.69,0,76.41,689.38,667.25,45.53,175.79,0,1.13,25.31,148.3,0,65.42,125.27,130.84,0,0,0,21.65,37.53,27.28,0,0,5.7,0,0,3.22,79.22,0,0,0,0,0,0,13.04,42.46,20.8,0,0,7.05,0,0,0,0,0,5.73,45,48.68,0

46,11:15-11:30,10.14,0,0,0,24.71,98.32,0,0,24.99,33.94,55.97,0,8.62,0,0,80.76,0,0,0,47.12,24.48,348.98,149.89,11.91,27.69,0,76.41,689.38,667.25,45.53,175.79,0,1.13,25.31,148.3,0,65.42,125.27,130.84,0,0,0,21.65,37.53,27.28,0,0,5.7,0,0,3.22,79.22,0,0,0,0,0,0,13.04,42.46,20.8,0,0,7.05,0,0,0,0,0,5.73,45,48.68,0

47,11:30-11:45,10.14,0,0,0,24.71,98.32,0,0,24.99,33.94,55.97,0,8.62,0,0,80.76,0,0,0,47.12,24.48,348.98,149.89,11.91,27.69,0,76.41,689.38,667.25,45.53,175.79,0,1.13,25.31,148.3,0,65.42,125.27,130.84,0,0,0,21.65,37.53,27.28,0,0,5.7,0,0,3.22,79.22,0,0,0,0,0,0,13.04,42.46,20.8,0,0,7.05,0,0,0,0,0,5.73,45,48.68,0

48,11:45-12:00,10.14,0,0,0,24.71,98.32,0,0,24.99,33.94,55.97,0,8.62,0,0,80.76,0,0,0,47.12,24.48,348.98,149.89,11.91,27.69,0,76.41,689.38,667.25,45.53,175.79,0,1.13,25.31,148.3,0,65.42,125.27,130.84,0,0,0,21.65,37.53,27.28,0,0,5.7,0,0,3.22,79.22,0,0,0,0,0,0,13.04,42.46,20.8,0,0,7.05,0,0,0,0,0,5.73,45,48.68,0

49,12:00-12:15,10.14,0,0,0,24.71,98.32,0,0,24.99,33.94,55.97,0,8.62,0,0,80.76,0,0,0,47.12,24.48,348.98,149.89,11.91,27.69,0,76.41,689.38,667.25,45.53,175.79,0,1.13,25.31,148.3,0,65.42,125.27,130.84,0,0,0,21.65,37.53,31.17,0,0,5.7,0,0,3.22,79.22,0,0,0,0,0,0,13.04,42.46,20.8,0,0,7.05,0,0,0,0,0,5.73,45,48.04,0

50,12:15-12:30,10.14,0,0,0,24.71,98.32,0,0,24.99,33.94,55.97,0,8.62,0,0,80.76,0,0,0,47.12,24.48,348.98,149.89,11.91,27.69,0,76.41,689.38,667.25,45.53,175.79,0,1.13,25.31,148.3,0,65.42,125.27,130.84,0,0,0,21.65,37.53,31.17,0,0,5.7,0,0,3.22,79.22,0,0,0,0,0,0,13.04,42.46,20.8,0,0,7.05,0,0,0,0,0,5.73,45,48.04,0

51,12:30-12:45,10.14,0,0,0,24.71,98.32,0,0,24.99,33.94,55.97,0,8.62,0,0,80.76,0,0,0,47.12,24.48,348.98,149.89,11.91,27.69,0,76.41,689.38,667.25,45.53,175.79,0,1.13,25.31,148.3,0,65.42,125.27,130.84,0,0,0,21.65,37.53,31.17,0,0,5.7,0,0,3.22,79.22,0,0,0,0,0,0,13.04,42.46,20.8,0,0,7.05,0,0,0,0,0,5.73,45,48.04,0

52,12:45-13:00,10.14,0,0,0,24.71,98.32,0,0,24.99,33.94,55.97,0,8.62,0,0,80.76,0,0,0,47.12,24.48,348.98,149.89,11.91,27.69,0,76.41,689.38,667.25,45.53,175.79,0,1.13,25.31,148.3,0,65.42,125.27,130.84,0,0,0,21.65,37.53,31.17,0,0,5.7,0,0,3.22,79.22,0,0,0,0,0,0,13.04,42.46,20.8,0,0,7.05,0,0,0,0,0,5.73,45,48.04,0

53,13:00-13:15,10.14,0,0,0,24.71,98.32,0,0,24.99,33.94,55.38,0,8.62,0,0,80.76,0,0,0,47.12,24.48,348.98,149.89,11.91,27.69,0,76.41,689.38,667.25,45.53,175.79,0,1.13,25.31,148.3,0,65.42,125.27,130.84,0,0,0,21.65,30.91,31.17,0,0,5.7,0,0,3.22,79.22,0,0,0,0,0,0,13.04,42.46,20.8,0,0,7.05,0,0,0,0,0,5.73,45,48.04,0

54,13:15-13:30,10.14,0,0,0,24.71,98.32,0,0,24.99,33.94,55.38,0,8.62,0,0,80.76,0,0,0,47.12,24.48,348.98,149.89,11.91,27.69,0,76.41,689.38,667.25,45.53,175.79,0,1.13,25.31,148.3,0,65.42,125.27,130.84,0,0,0,21.65,30.91,31.17,0,0,5.7,0,0,3.22,79.22,0,0,0,0,0,0,13.04,42.46,20.8,0,0,7.05,0,0,0,0,0,5.73,45,47.41,0

55,13:30-13:45,10.14,0,0,0,24.71,98.32,0,0,24.99,33.94,55.38,0,8.62,0,0,80.76,0,0,0,47.12,24.48,348.98,149.89,11.91,27.69,0,76.41,689.38,667.25,45.53,175.79,0,1.13,25.17,148.3,0,65.42,125.27,130.84,0,0,0,21.65,30.91,24.94,0,0,5.7,0,0,3.22,79.22,0,0,0,0,0,0,13.04,42.46,20.8,0,0,7.05,0,0,0,0,0,5.73,45,47.41,0

