Column1,Time,NR/01102023/30042040/GNA_LT_35,GNA/NR/2025/06/01/7762,NR/01102023/30042040/GNA_LT_36,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/31052040/LT-31,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/05012040/L_NR_2020_02,NR/30092023/26122029/SH-06,GNA/NR/2025/06/01/5280,GNA/NR/2025/06/01/9257,GNA/NR/2025/06/01/7786,NR/01102023/19072037/LT-05,GNA/NR/2025/06/01/2569,GNA/NR/2025/06/01/7663,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2025/06/01/7782,GNA/NR/2025/06/01/2868,NR/01102023/06022042/L_NR_2012_07,NR/01102023/06022042/L_NR_2012_02,GNA/NR/2025/06/01/4444,GNA/NR/2025/06/01/4973,GNA/NR/2025/06/01/9719,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2025/04/01/8510,GNA/NR/2025/04/01/8456,NR/01102023/31102037/L_NR_2019_11,NR/30092023/31122025/SH-07,GNA/NR/2025/04/01/8964,NR/01102023/22052037/LT-59,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/29112042/L_NR_2019_05,WR/01102023/31032046/L_NR_2020_05,WR/01102023/30052048/L_NR_2022_10,WR/01102023/01102023/L_NR_2020_06,WR/01102023/01102023/L_NR_2022_09,GNARE/SR/2025/01/13/4532,WR/01102023/16072048/L_NR_2022_08,NR/01102023/25072045/L_NR_2021_15,NR/01102023/08032047/L_NR_2021_14,NR/22102023/11042047/L_NR_2021_17,GNARE/NR/2024/12/20/3668,NR/01102023/02122045/L_NR_2021_13,NR/26072023/31072042/L_NR_2023_07,NR/01102023/13082046/L_NR_2021_12,NR/26072023/25122043/L_NR_2023_10,NR/22102023/11042047/L_NR_2021_16,WR/01102023/24112044/L_NR_2020_07,WR/01102023/29112042/RUMS(L_NR_2019_07),L_NR_2019_19
11,02:30-02:45,0,20.51,0,100.55,0,24.23,2.62,26.94,11.9,20.51,41.02,70.37,53.33,41.02,272.91,11.89,17.37,67.48,201.12,164.08,41.02,20.51,10.35,9.07,4.48,4.61,26.94,4.3,4.29,0,0,121.54,41.67,40.52,41.67,39.62,38.33,0,0,0,0,0,0,0,0,0,40.52,0,0

12,02:45-03:00,0,20.51,0,100.55,0,24.23,2.62,26.94,11.9,20.51,41.02,70.37,53.33,41.02,272.91,11.89,17.37,66.51,201.12,164.08,41.02,20.51,10.35,9.07,4.48,4.61,26.94,4.3,4.29,0,0,119.89,41.67,39.97,41.67,38.82,38,0,0,0,0,0,0,0,0,0,39.97,0,0

13,03:00-03:15,0,20.51,0,100.55,0,24.23,2.62,26.94,11.9,20.51,41.02,70.37,53.33,41.02,272.91,11.89,17.37,55.02,201.12,164.08,41.02,20.51,10.16,9.07,4.48,4.61,26.94,4.3,4.12,0,0,118.8,41.67,39.6,41.67,38.42,37,0,0,0,0,0,0,0,0,0,39.6,0,0

14,03:15-03:30,0,20.51,0,100.55,0,24.23,2.62,26.94,11.9,20.51,41.02,70.37,53.33,41.02,272.91,11.89,17.37,55.02,201.12,164.08,41.02,20.51,10.16,9.07,4.48,4.61,26.94,4.3,4.12,0,0,117.71,41.67,39.23,41.67,37.62,36.67,0,0,0,0,0,0,0,0,0,39.23,0,0

15,03:30-03:45,0,20.51,0,100.55,0,24.23,2.62,26.94,11.9,20.51,41.02,70.37,53.33,41.02,272.91,11.89,17.37,54.05,201.12,164.08,41.02,20.51,10.16,9.07,4.48,4.61,26.94,4.3,4.12,0,0,116.06,41.67,38.68,41.67,37.62,39.97,0,0,0,0,0,0,0,0,0,38.68,0,0

16,03:45-04:00,0,20.51,0,100.55,0,24.23,2.62,26.94,11.9,20.51,41.02,70.37,53.33,41.02,272.91,11.89,17.37,38.61,164.93,164.08,41.02,20.51,10.16,9.07,4.48,4.61,26.94,4.3,4.12,0,0,116.06,41.67,38.68,41.67,37.42,39.6,0,0,0,0,0,0,0,0,0,38.68,0,0

17,04:00-04:15,0,20.51,0,100.55,0,24.23,2.34,26.94,11.9,20.51,41.02,70.37,53.33,41.02,272.91,11.89,17.37,38.61,130.18,164.08,41.02,20.51,9.98,9.07,4.48,4.61,26.94,4.3,4.12,0,0,115.5,41.67,38.5,41.67,33.61,38.87,0,0,0,0,0,0,0,0,0,38.5,0,0

18,04:15-04:30,0,20.51,0,100.55,0,24.23,2.34,26.94,11.9,20.51,41.02,70.37,53.33,41.02,272.91,11.89,17.37,38.61,128.77,164.08,41.02,20.51,9.98,9.07,4.48,4.61,26.94,4.3,4.12,0,0,112.76,41.67,37.58,41.67,33.01,38.13,0,0,0,0,0,0,0,0,0,37.58,0,0

19,04:30-04:45,0,20.51,0,100.55,0,24.23,2.34,26.94,11.9,20.51,41.02,70.37,53.33,41.02,234.3,11.89,17.37,38.61,110.03,164.08,41.02,20.51,9.98,9.07,4.48,4.61,26.94,4.3,4.12,0,0,111.64,41.67,37.22,41.67,32.01,37.4,0,0,0,0,0,0,0,0,0,37.22,0,0

20,04:45-05:00,0,20.51,0,100.55,0,23.72,2.34,26.94,11.9,20.51,41.02,70.37,53.33,41.02,195.69,11.89,17.37,38.61,110.03,164.08,41.02,20.51,9.98,9.07,4.48,4.61,26.94,4.3,4.12,0,0,110.55,41.67,36.85,41.67,31.41,36.67,0,0,0,0,0,0,0,0,0,36.85,0,0

21,05:00-05:15,0,20.51,0,100.55,0,23.72,2.34,26.94,11.9,20.51,41.02,70.37,53.33,41.02,157.09,11.89,17.37,38.61,110.03,164.08,41.02,20.51,9.79,9.07,4.48,4.54,26.94,4.3,4.12,0,0,108.34,41.67,36.12,41.67,30.21,36.67,0,0,0,0,0,0,0,0,0,36.12,0,0

22,05:15-05:30,0,20.51,0,100.55,0,23.72,2.34,26.94,11.9,20.51,41.02,70.37,53.33,41.02,173.3,11.89,17.37,38.61,110.03,164.08,41.02,20.51,9.79,9.07,4.48,4.54,26.94,4.3,4.12,0,0,107.25,41.67,35.75,41.67,29.41,36.67,0,0,0,0,0,0,0,0,0,35.75,0,0

23,05:30-05:45,0,20.51,0,100.55,0,23.21,2.34,26.94,11.9,20.51,41.02,70.37,53.33,41.02,211.91,11.89,17.37,38.61,110.03,164.08,41.02,20.51,9.79,9.07,4.48,4.54,26.94,4.3,4.12,0,0,104.51,41.67,34.83,41.67,28.61,36.67,0,0,0,0,0,0,0,0,0,34.83,0,0.16

24,05:45-06:00,0,20.51,0,100.55,0,24.22,2.34,26.94,11.9,20.51,41.02,70.37,53.33,41.02,250.52,11.89,17.37,38.61,146.08,164.08,41.02,20.51,9.79,9.07,4.48,4.54,26.94,4.3,4.12,0,0,101.74,41.67,33.92,41.67,27.81,36.67,0,0,0,0,0,0,0,0,0,33.92,0,1.74

25,06:00-06:15,0,20.51,0,100.55,0,24.22,2.25,26.94,11.9,20.51,41.02,70.37,53.33,41.02,272.91,11.89,17.37,58.56,165.72,164.08,41.02,20.51,9.7,9.07,4.48,4.54,26.94,4.3,4.12,5.2,4.5,100.65,41.67,33.55,41.67,33.01,36.67,1,1,0,0.61,0.44,0,2.17,0,1,33.55,0,1.93

26,06:15-06:30,0,20.51,0,53.09,0,23.21,2.25,26.94,11.9,20.51,41.02,70.37,53.33,41.02,234.3,11.89,17.37,38.61,110.03,164.08,41.02,20.51,9.7,9.07,4.48,4.54,26.94,4.3,4.12,15.6,15.6,99,41.67,33,41.67,32.81,36.67,2,2,1,1.29,0.73,0,3.64,1,2,33,0,4.26

27,06:30-06:45,0.74,20.51,0.58,53.09,0.74,23.21,2.25,26.94,11.9,20.51,41.02,70.37,53.33,41.02,195.69,11.89,17.37,38.61,110.03,164.08,41.02,20.51,9.7,9.07,4.48,4.54,26.94,4.3,4.12,31.2,29.71,97.35,41.67,32.45,41.67,32.81,36.67,3,3,2,4.31,2.08,0,10.39,3,3,32.45,3,7.01

28,06:45-07:00,1.17,20.51,0.91,53.09,1.17,23.21,2.25,26.94,11.9,20.51,41.02,70.37,53.33,41.02,150.1,11.89,17.37,38.61,110.03,164.08,41.02,20.51,9.7,9.07,4.48,4.54,26.94,4.3,4.12,33,33,96.26,41.67,32.08,41.67,32.41,36.67,5,6,3,7.19,3.54,0,17.7,6,7,32.08,6,10.38

29,07:00-07:15,1.69,20.51,1.31,53.09,1.69,23.21,2.34,26.94,11.9,20.51,41.02,70.37,53.33,41.02,150.1,11.89,17.37,38.61,110.03,164.08,41.02,20.51,9.6,9.07,4.48,4.54,26.94,4.3,4.12,33,33,96.26,41.67,32.08,41.67,32.21,36.67,7,9,7,10.81,5.61,0,28.06,10,15,32.08,10,14.74

30,07:15-07:30,2.29,20.51,1.78,53.09,2.29,24.22,2.34,26.94,11.9,20.51,41.02,70.37,53.33,41.02,150.1,11.89,17.37,38.61,110.03,164.08,41.02,20.51,9.6,9.07,4.48,4.54,26.94,4.3,4.12,33,33,96.26,41.67,32.08,41.67,31.81,36.67,9,13,9,15.5,8.06,0,40.27,15,19,32.08,15,16.73

31,07:30-07:45,3,20.51,2.32,53.09,3,25.23,2.34,26.94,11.9,20.51,41.02,70.37,53.33,41.02,150.1,11.89,17.37,38.61,110.03,164.08,41.02,20.51,9.6,9.07,4.48,4.54,26.94,4.3,4.12,32.95,32.95,97.91,41.67,32.63,41.67,30.41,36.67,12,19,8,21.08,10.78,0,53.88,13,15,32.63,25,22.51

32,07:45-08:00,4.27,20.51,3.29,53.09,4.27,25.23,2.34,26.94,11.9,20.51,41.02,70.37,53.33,41.02,150.1,11.89,17.37,38.61,110.03,164.08,41.02,20.51,9.6,9.07,4.48,4.54,26.94,4.3,4.12,32.6,32.6,102.86,41.67,34.28,41.67,29.81,37.4,16,25,10,27.27,14.04,0,70.19,18,20,34.28,32.6,27.65

33,08:00-08:15,5.56,20.51,4.3,53.09,5.56,25.23,2.43,26.94,11.9,20.51,41.02,70.37,53.33,41.02,150.1,11.89,17.37,38.61,110.03,164.08,41.02,20.51,9.6,9.07,4.48,4.61,26.94,4.3,4.12,33,33,87.49,41.67,29.17,41.67,30.01,26.67,21,35,12,33.94,17.86,0,89.27,19,23,29.17,33,32.41

34,08:15-08:30,6.56,20.51,5.07,53.09,6.56,24.23,2.43,26.94,11.9,20.51,41.02,70.37,53.33,41.02,150.1,11.89,17.37,38.61,110.03,164.08,41.02,20.51,9.6,9.07,4.48,4.61,26.94,4.3,4.12,33,33,88.99,41.67,29.67,41.67,29.61,27.33,25,42,14,40.65,21.5,0,107.48,24,28,29.67,33,25.86

35,08:30-08:45,7.53,20.51,5.83,53.09,7.53,24.23,2.43,26.94,11.9,20.51,41.02,70.37,53.33,41.02,150.1,11.89,17.37,38.61,110.03,164.08,41.02,20.51,9.6,9.07,4.48,4.61,26.94,4.3,4.12,33,33,90,41.67,30,41.67,28.41,28,27,47,16,47.35,24.88,0,124.38,30,31,30,33,29.25

36,08:45-09:00,8.51,20.51,6.58,53.09,8.51,24.23,2.43,26.94,11.9,20.51,41.02,70.37,53.33,41.02,150.1,11.89,17.37,38.61,110.03,164.08,41.02,20.51,9.6,9.07,4.48,4.61,26.94,4.3,4.12,33,33,92.51,41.67,30.83,41.67,28.21,28.67,30,53,18,54.18,28.06,0,140.3,34,35,30.83,33,32.72

37,09:00-09:15,9.44,20.51,7.29,53.09,9.44,24.23,2.62,26.95,11.9,20.51,41.02,70.37,53.33,41.02,150.1,11.89,17.37,38.61,110.03,164.08,41.02,20.51,9.52,9.07,4.48,4.61,26.95,4.3,2.34,33,33,94.99,41.67,31.67,41.67,29.01,34.33,32,60,13,60.82,30.94,0,154.69,27,27,31.67,33,35.78

38,09:15-09:30,10.31,20.51,7.96,53.09,10.31,24.22,2.62,26.95,11.9,20.51,41.02,70.37,53.33,41.02,150.1,11.89,17.37,38.61,110.03,164.08,41.02,20.51,9.52,9.07,4.48,4.61,26.95,4.3,3.81,33,33,96,41.67,32,41.67,29.01,34.67,34,66,17,66.48,33.57,0,167.87,33,33,32,33,38.07

39,09:30-09:45,11.14,20.51,8.61,53.09,11.14,24.22,2.62,26.95,11.9,20.51,41.02,70.37,53.33,41.02,150.1,11.89,17.37,38.61,110.03,164.08,41.02,20.51,9.52,9.07,4.48,4.61,26.95,4.3,3.81,33,33,112.5,41.67,37.5,41.67,35.01,35,36,69,12,75.82,35.93,0,179.67,18,23,37.5,33,40.18

40,09:45-10:00,11.91,20.51,9.21,53.09,11.91,24.22,2.62,26.95,11.9,20.51,41.02,70.37,53.33,41.02,150.1,11.89,17.37,38.61,110.03,164.08,41.02,20.51,9.52,9.07,4.48,4.61,26.95,4.3,3.81,33,33,112.5,41.67,37.5,41.67,35.01,35,38,73,14,81.23,38.14,0,190.68,22,29,37.5,33,42.68

41,10:00-10:15,12.61,20.51,9.74,53.09,12.61,24.22,2.81,26.95,11.9,20.51,41.02,70.37,53.33,41.02,150.1,11.89,17.37,38.61,110.03,164.08,41.02,20.51,9.52,9.07,4.48,4.61,26.95,4.3,3.81,33,33,112.5,41.67,37.5,41.67,40.02,38.33,40,78,20,86.1,39.64,0,198.18,33,40,37.5,33,45.01

42,10:15-10:30,13.26,20.51,10.25,53.09,13.26,24.22,2.81,26.95,11.9,20.51,41.02,70.37,53.33,41.02,150.1,11.89,17.37,38.61,110.03,164.08,41.02,20.51,9.52,9.07,4.48,4.61,26.95,4.3,3.81,33,33,112.5,41.67,37.5,41.67,40.02,38.33,41,84,23,90.61,40.29,0,201.47,39,45,37.5,33,29.94

43,10:30-10:45,13.85,20.51,10.7,53.09,13.85,24.22,2.81,26.95,11.9,20.51,41.02,70.37,53.33,41.02,150.1,11.89,17.37,38.61,110.03,164.08,41.02,20.51,9.52,9.07,4.48,0,26.95,4.3,3.81,33,33,112.5,41.67,37.5,41.67,40.02,38.33,42,88,38,94.66,41.33,0,206.67,70,77,37.5,33,30.96

44,10:45-11:00,14.35,20.51,11.09,53.09,14.35,24.22,2.81,26.95,11.9,20.51,41.02,70.37,53.33,41.02,150.1,11.89,17.37,38.61,110.03,164.08,41.02,20.51,9.52,9.07,4.48,0,26.95,4.3,3.81,33,33,112.5,41.67,37.5,41.67,40.02,38.33,43,92,41,100,45,0,225,75,82,37.5,33,32.09

45,11:00-11:15,14.79,20.51,11.43,53.09,14.79,24.22,2.62,26.95,11.9,20.51,41.02,70.37,53.33,41.02,150.1,11.89,17.37,38.61,110.03,164.08,41.02,20.51,9.42,9.07,4.48,0,26.95,4.3,0.78,33,33,120,41.67,40,41.67,36.01,38.33,44,93,42,100,45.83,0,229.17,76,83,40,33,33.73

46,11:15-11:30,15.16,20.51,11.71,53.09,15.16,24.22,2.62,26.95,11.9,20.51,41.02,70.37,53.33,41.02,150.1,11.89,17.37,38.61,110.03,164.08,41.02,20.51,9.42,9.07,4.48,0,26.95,4.3,0.78,33,33,120,41.67,40,41.67,36.62,38.33,44,95,43,100,45.83,0,229.17,78,85,40,33,51.34

47,11:30-11:45,15.45,20.51,11.94,53.09,15.45,24.22,2.62,26.95,11.9,20.51,41.02,70.37,53.33,41.02,150.1,11.89,17.37,38.61,110.03,164.08,41.02,20.51,9.42,9.07,4.48,4.46,26.95,4.3,0.78,33,33,120,41.67,40,41.67,37.62,38.33,45,96,43,100,45.83,0,229.17,79,86,40,33,53.63

48,11:45-12:00,15.68,20.51,12.12,53.09,15.68,24.22,2.62,26.95,11.9,20.51,41.02,70.37,53.33,41.02,150.1,11.89,17.37,38.61,110.03,164.08,41.02,20.51,9.42,9.07,4.48,4.46,26.95,4.3,1.17,33,33,120,41.67,40,41.67,39.02,38.33,45,97,43,100,45.83,0,229.17,79,87,40,33,71.61

49,12:00-12:15,15.85,20.51,12.25,53.09,15.85,23.21,2.53,26.96,11.9,20.51,41.02,70.37,53.33,41.02,150.1,11.89,17.37,38.61,110.03,164.08,41.02,20.51,9.42,9.07,4.48,4.54,26.96,4.3,2.72,33,33,120,41.67,40,41.67,40.02,38.33,45,97,47,100,45.83,0,229.17,84,93,40,33,73.06

50,12:15-12:30,15.96,20.51,12.33,53.09,15.96,23.21,2.53,26.96,11.9,20.51,41.02,70.37,53.33,41.02,150.1,11.89,17.37,38.61,110.03,164.08,41.02,20.51,9.42,9.07,4.48,4.54,26.96,4.3,3.89,33,33,120,41.67,40,41.67,40.02,38.33,45,97,47,100,45.83,0,229.17,84,93,40,33,75.16

51,12:30-12:45,16.02,20.51,12.38,53.09,16.02,23.21,2.53,26.96,11.9,20.51,41.02,70.37,53.33,41.02,150.1,11.89,17.37,38.61,110.03,164.08,41.02,20.51,9.42,9.07,4.48,4.54,26.96,4.3,3.89,33,33,112.5,41.67,37.5,41.67,40.02,38.33,45,97,47,100,45.83,0,229.17,85,93,37.5,33,76.48

52,12:45-13:00,15.96,20.51,12.33,53.09,15.96,23.21,2.53,26.96,11.9,20.51,41.02,70.37,53.33,41.02,150.1,11.89,17.37,38.61,110.03,164.08,41.02,20.51,9.42,9.07,4.48,4.54,26.96,4.3,3.89,33,33,112.5,41.67,37.5,41.67,40.02,38.33,45,97,47,100,45.83,0,229.17,85,93,37.5,33,77.07

53,13:00-13:15,15.86,20.51,12.26,53.09,15.86,23.21,2.71,26.96,11.9,20.51,41.02,70.37,53.33,41.02,150.1,11.89,17.37,38.61,110.03,164.08,41.02,20.51,9.33,9.07,4.48,4.61,26.96,4.3,3.89,33,33,112.5,41.67,37.5,41.67,34.01,38.33,45,97,47,100,45.83,0,229.17,84,93,37.5,33,77.22

54,13:15-13:30,15.71,20.51,12.14,53.09,15.71,22.71,2.71,26.96,11.9,20.51,41.02,70.37,53.33,41.02,150.1,11.89,17.37,38.61,110.03,164.08,41.02,20.51,9.33,9.07,4.48,4.61,26.96,4.3,3.89,33,33,112.5,41.67,37.5,41.67,34.61,38.33,44,97,47,100,45.83,0,229.17,84,93,37.5,33,115.57

55,13:30-13:45,15.45,20.51,11.95,53.09,15.45,22.71,2.71,26.96,11.9,20.51,41.02,70.37,53.33,41.02,150.1,11.89,17.37,38.61,110.03,164.08,41.02,20.51,9.33,9.07,4.48,4.61,26.96,4.3,3.89,33,33,112.5,41.67,37.5,41.67,35.61,38.33,44,96,47,100,45.83,0,229.17,84,93,37.5,33,113.43

56,13:45-14:00,15.15,20.51,11.7,53.09,15.15,24.23,2.71,26.96,11.9,20.51,41.02,70.37,53.33,41.02,150.1,11.89,17.37,38.61,110.03,164.08,41.02,20.51,9.33,9.07,4.48,4.61,26.96,4.3,3.89,33,33,112.5,41.67,37.5,41.67,36.01,38.33,43,94,47,100,45.83,0,229.17,84,93,37.5,33,110.7

57,14:00-14:15,14.74,20.51,11.38,53.09,14.74,24.23,2.91,26.96,11.9,20.51,41.02,70.37,53.33,41.02,150.1,11.89,17.37,38.61,110.03,164.08,41.02,20.51,9.33,9.07,4.48,4.77,26.96,4.3,4.04,33,33,112.5,41.67,37.5,41.67,38.02,38.33,42,92,45,100,45.2,0,226,72,90,37.5,33,107.58

58,14:15-14:30,14.28,20.51,11.03,53.09,14.28,24.23,2.91,26.96,11.9,20.51,41.02,70.37,53.33,41.02,150.1,11.89,17.37,38.61,110.03,164.08,41.02,20.51,9.33,9.07,4.48,4.77,26.96,4.3,4.04,33,33,112.5,41.67,37.5,41.67,40.02,38.33,41,90,43,100,43.37,0,216.83,69,87,37.5,33,104.45

59,14:30-14:45,13.73,20.51,10.61,53.09,13.73,25.24,2.91,26.96,11.9,20.51,41.02,70.37,53.33,41.02,150.1,11.89,17.37,38.61,110.03,164.08,41.02,20.51,9.33,9.07,4.48,4.38,26.96,4.3,4.04,33,33,112.5,41.67,37.5,41.67,40.02,38.33,39,88,42,91.01,41.47,0,207.35,66,83,37.5,33,97.92

60,14:45-15:00,13.03,20.51,10.07,53.09,13.03,26.24,2.91,26.96,11.9,20.51,41.02,70.37,53.33,41.02,150.1,11.89,17.37,38.61,110.03,164.08,41.02,20.51,9.33,9.07,4.48,4.38,26.96,4.3,4.04,33,33,112.5,41.67,37.5,41.67,40.02,38.33,38,86,39,87.42,39.64,0,198.18,63,79,37.5,33,94.31

61,15:00-15:15,12.37,20.51,9.56,53.09,12.37,25.23,2.25,26.96,11.9,20.51,41.02,70.37,53.33,41.02,150.1,11.89,17.37,38.61,110.03,164.08,41.02,20.51,9.6,9.07,4.48,4.31,26.96,4.3,4.04,33,33,112.5,41.67,37.5,41.67,38.02,38.33,36,84,37,83.44,37.68,0,188.39,72,73,37.5,33,83.25

62,15:15-15:30,11.69,20.51,9.03,53.09,11.69,25.23,2.25,26.96,11.9,20.51,41.02,70.37,53.33,41.02,150.1,11.89,17.37,38.61,110.03,164.08,41.02,20.51,9.6,9.07,4.48,4.31,26.96,4.3,4.04,33,33,112.5,41.67,37.5,41.67,38.02,38.33,34,78,34,79.17,35.59,0,177.96,67,69,37.5,33,82.31

63,15:30-15:45,10.92,20.51,8.43,53.09,10.92,25.23,2.25,26.96,11.9,20.51,41.02,70.37,53.33,41.02,150.1,11.89,17.37,38.61,110.03,164.08,41.02,20.51,9.6,9.07,4.48,4.31,26.96,4.3,4.04,33,33,112.5,41.67,37.5,41.67,38.02,38.33,30,70,32,74.22,33.19,0,165.95,58,65,37.5,33,73.23

64,15:45-16:00,10.09,20.51,7.8,53.09,10.09,25.23,2.25,26.96,11.9,20.51,41.02,70.37,53.33,41.02,150.1,11.89,17.37,38.61,110.03,164.08,41.02,20.51,9.6,9.07,4.48,4.31,26.96,4.3,4.04,33,33,112.5,41.67,37.5,41.67,40.02,38.33,27,67,30,69.28,30.72,0,153.62,54,60,37.5,33,64.52

65,16:00-16:15,9.35,20.51,7.22,53.09,9.35,25.23,2.43,26.96,11.9,20.51,41.02,70.37,53.33,41.02,150.1,11.89,17.37,38.61,110.03,164.08,41.02,20.51,9.88,9.07,4.48,4.16,26.96,4.3,4.2,33,33,112.5,41.67,37.5,41.67,42.02,38,25,60,27,61.58,28.13,0,140.66,49,55,37.5,25,66.9

66,16:15-16:30,8.25,20.51,6.37,53.09,8.25,25.23,2.43,26.96,11.9,20.51,41.02,70.37,53.33,41.02,150.1,11.89,17.37,38.61,110.03,164.08,41.02,20.51,9.88,9.07,4.48,4.16,26.96,4.3,4.2,33,33,112.5,41.67,37.5,41.67,44.02,37.33,21,55,24,54.43,25.48,0,127.38,43,49,37.5,20,62.32

