Column1,Time,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01082024/30092024/LT_MEJA_DELHI,NR/01102023/05012040/L_NR_2020_02,NR/01102023/06022042/L_NR_2012_07,WR/01102023/30052048/L_NR_2022_10,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/29112042/L_NR_2019_05,WR/01102023/29112042/RUMS(L_NR_2019_06),L_NR_2019_19,WR/01102023/24112044/L_NR_2020_07,WR/01102023/01102023/L_NR_2022_09,WR/01102023/16072048/L_NR_2022_08,NR/26072023/25122043/L_NR_2023_10,NR/01102023/02012046/L_NR_2021_17,NR/01102023/25072045/L_NR_2021_15,NR/01102023/02122045/L_NR_2021_13,WR/01102023/31032046/L_NR_2020_05,WR/01102023/01102023/L_NR_2020_06,SR/01102023/07102043/L_NR_2018_61,NR/01102023/06022042/L_NR_2012_02,NR/01102023/22052037/LT-59,NR/01102023/31102037/L_NR_2019_11,NR/16082024/31082024/APL-Raigarh_august,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01082024/31082024/1000011628-SIEL-BRPL(DISCOM),NR/01082024/31082024/SKS-Raigarh,NR/01082024/30082024/NR/01082024/30082024/TataPower-DDL/PMG/MSEDCL/Banking/12112023,NR/30092023/26122029/SH-06,NR/16082024/31082024/IIPL/JPL-T-BRPL/05/Aug'24,NR/16082024/31082024/1000011627-ACBL-BRPL(DISCOM),NR/01082024/31082024/APPCPL/180/F25/GNA/12763,NR/01082024/31082024/jitpl,NR/30092023/31122025/SH-07,NR/16082024/31082024/MPL/24-25/STOA/128,NR/01102023/31052040/LT-31,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/30042040/GNA_LT_35,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/19072037/LT-05,NR/01102023/30042040/GNA_LT_36,NR/26072023/31072042/L_NR_2023_07,NR/01102023/08032047/L_NR_2021_14,NR/01102023/13082046/L_NR_2021_12,NR/22102023/11042047/L_NR_2021_16,NR/22102023/11042047/L_NR_2021_17,NR/01102023/14082046/L_NR_2021_16
27,06:30-06:45,150.67,0,3.91,57.84,0,12,21.8,24.17,5.87,30.83,0,29.34,3,0,3,0.6,92.5,30.84,10,172.12,0,0,96.89,13.69,48.44,12.48,0,26.8708,96.89,24.22,0,24.77,26.87,21.32,0.76,30.78,0.76,53.29,70.6,0.78,7,4.94,2.99,5,3,0

28,06:45-07:00,150.67,0,3.91,57.84,0,16,33,30.76,9.94,30.83,0,28.34,6,0,5,1.35,92.5,30.84,9.6,172.12,0,0,96.89,13.69,48.44,12.48,0,26.8708,96.89,24.22,0,24.77,26.87,21.32,1.09,30.78,1.09,53.29,70.6,1.12,14,7.94,6.73,8,4,0

29,07:00-07:15,150.67,0,3.91,57.84,0,19,33,33,14.74,30.83,0,31.66,9,0,7,2.39,92.5,30.84,9.6,172.12,0,0,96.89,17.39,48.44,12.48,0,26.8708,96.89,24.22,0,24.77,26.87,21.32,1.59,31.3,1.59,53.29,70.6,1.63,21,10,11.97,10,5,0

30,07:15-07:30,150.67,0,3.91,57.84,0,27,33,33,20.14,30.83,0,30.66,12,0,8,3.74,92.5,30.84,9.8,172.12,0,0,96.89,17.39,48.44,12.48,0,26.8708,96.89,24.22,0,24.77,26.87,21.32,2.15,31.3,2.15,53.29,70.6,2.19,28,13,18.7,12,6,0

31,07:30-07:45,150.67,0,3.91,57.84,0,32.67,32.67,32.66,23.78,30.83,0,30,13,0,7,5.48,92.5,30.84,16.01,172.12,0,0,96.89,17.39,48.44,12.48,0,26.8708,96.89,24.22,0,24.77,26.87,21.32,2.75,31.3,2.75,53.29,70.6,2.82,32,13,27.38,14,6,0

32,07:45-08:00,150.67,0,3.91,57.84,0,33,33,33,30.08,30.83,0,29.34,16,0,7.5,8.28,92.5,30.84,16.21,172.12,0,0,96.89,17.39,48.44,12.48,0,26.8708,96.89,24.22,0,24.77,26.87,21.32,3.58,31.3,3.58,53.29,70.6,3.66,39,15,41.39,19,9,0

33,08:00-08:15,150.67,0,3.82,57.84,0,33,33,33,37,32.5,0,36.66,21,0,11,10.64,97.5,32.5,16.41,111.42,0,0,96.89,16.93,48.44,12.48,0,26.8708,96.89,24.22,0,24.77,26.87,21.32,4.42,30.78,4.42,53.29,70.6,4.53,49,20,53.19,24,12,0

34,08:15-08:30,150.67,0,3.82,57.84,0,33,33,33,44.34,32.5,0,36.66,27,0,13,13.56,97.5,32.5,16.61,111.42,0,0,96.89,16.93,48.44,12.48,0,26.8708,96.89,24.22,0,24.77,26.87,21.32,5.26,30.78,5.26,53.29,70.6,5.4,63,25,67.78,31,15,0

35,08:30-08:45,150.67,0,3.82,57.84,0,33,33,33,50.15,32.5,0,36.66,30,0,20,15.81,97.5,32.5,17.21,111.42,0,0,96.89,16.93,48.44,12.48,0,26.8708,96.89,24.22,0,24.77,26.87,21.32,6.12,31.29,6.12,53.29,70.6,6.27,70,35,79.03,37,18,0

36,08:45-09:00,150.67,0,3.82,57.84,0,33,33,33,55.84,32.5,0,36.66,34,0,22,18.01,97.5,32.5,17.61,111.42,0,0,96.89,16.93,48.44,12.48,0,26.8708,96.89,24.22,0,24.77,26.87,21.32,6.95,30.28,6.95,53.29,70.6,7.11,81,38,90.03,43,21,0

37,09:00-09:15,150.67,0,3.82,57.84,0,33,33,33,48.14,32.5,0,36.34,37,0,22,12.25,97.5,32.5,14.01,111.42,0,0,0,16.93,0,12.48,0,26.8708,0,0,0,24.77,26.87,0,7.68,30.28,7.68,53.29,70.6,7.88,88,39,61.28,52,25,0

38,09:15-09:30,150.67,0,3.82,57.84,0,33,33,33,52.81,32.5,0,36,41,0,23,13.4,97.5,32.5,14.41,111.42,0,0,0,16.93,0,12.48,0,26.8708,0,0,0,24.77,26.87,0,8.39,29.27,8.39,53.29,70.6,8.59,96,41,67.03,59,28,0

39,09:30-09:45,150.67,0,3.82,57.84,0,33,33,33,57.63,32.5,0,35.66,38,0,25,16.04,97.5,32.5,14.61,111.42,0,0,0,16.93,0,12.48,0,26.8708,0,0,0,24.77,26.87,0,9.3,29.27,9.3,53.29,70.6,9.53,89,43,80.22,44,21,0

40,09:45-10:00,150.67,0,3.82,57.84,0,33,33,33,62.61,32.5,0,35,41,0,26,17.17,97.5,32.5,15.01,111.42,0,0,0,16.93,0,12.48,0,26.8708,0,0,0,24.77,26.87,0,10.46,29.27,10.46,53.29,70.6,10.73,97,47,85.88,51,24,0

41,10:00-10:15,150.67,4.24,3.73,57.84,0,33,33,33,67.99,32.5,0,35,45,0,23,18.26,97.5,32.5,15.41,111.42,0,0,0,16.93,0,12.48,0,26.8708,0,0,0,24.77,26.87,0,11.45,29.27,11.45,53.29,70.6,11.74,104,42,91.28,51,24,0

42,10:15-10:30,150.67,4.16,3.73,57.84,0,33,33,33,73.65,32.5,0,35,48,0,24,19.19,97.5,32.5,15.21,111.42,0,0,0,16.93,0,12.48,0,26.8708,0,0,0,24.77,26.87,0,7.38,28.26,7.38,53.29,70.6,7.57,112,43,95.98,54,26,0

43,10:30-10:45,150.67,4.16,3.73,57.84,0,33,33,33,79.44,32.5,0,35,45,0,24,19.96,97.5,32.5,15.61,111.42,0,0,0,16.93,0,12.48,0,26.8708,0,0,0,24.77,26.87,0,7.94,28.26,7.94,53.29,70.6,8.14,105,47,99.83,59,28,0

44,10:45-11:00,150.67,4.16,3.73,57.84,0,33,33,33,84.93,32.5,0,34.66,50,0,25,20.52,97.5,32.5,15.61,111.42,0,0,0,16.93,0,12.48,0,26.8708,0,0,0,24.77,26.87,0,8.52,28.26,8.52,53.29,70.6,8.73,117,50,102.62,59,28,0

45,11:00-11:15,150.67,0,3.73,57.84,0,33,33,33,89.84,30,0,34,55,0,26,26.52,90,30,16.61,159.87,0,0,0,16.93,0,12.48,0,26.8708,0,0,0,24.77,26.87,0,9.05,27.76,9.05,53.29,70.6,9.27,129,48,132.6,54,26,0

46,11:15-11:30,150.67,0,3.73,57.84,0,33,33,33,93.75,29.5,0,33.66,60,0,29,26.63,88.5,29.5,17.81,172.12,0,0,0,16.93,0,12.48,0,26.8708,0,0,0,24.77,26.87,0,9.56,27.76,9.56,53.29,70.6,9.81,141,50,133.16,54,26,0

47,11:30-11:45,150.67,0,3.73,57.84,0,33,33,33,93.05,29.17,0,32.66,63,0,30,26.64,87.5,29.16,19.01,172.12,0,0,0,16.93,0,12.48,0,26.8708,0,0,0,24.77,26.87,0,9.56,27.76,9.56,53.29,70.6,9.81,147,50,133.23,68,32,0

48,11:45-12:00,150.67,0,3.73,57.84,0,33,33,33,88.99,28.83,0,31.66,63,0,32,26.58,86.5,28.84,20.61,172.12,0,0,0,16.93,0,12.48,0,26.8708,0,0,0,24.77,26.87,0,9.56,27.76,9.56,53.29,70.6,9.81,147,52,132.93,68,32,0

49,12:00-12:15,150.67,0,3.82,57.84,0,33,33,33,91.81,28.33,0,31.66,63,0,25,23.33,85,28.34,21.81,172.12,0,0,0,16.46,0,12.48,0,26.8708,0,0,0,24.77,26.87,0,9.56,27.76,9.56,53.29,70.6,9.81,147,45,116.67,64,31,0

50,12:15-12:30,150.67,0,3.82,57.84,0,33,33,33,94.07,27.83,0,31.66,63,0,26,23.33,83.5,27.84,22.21,172.12,0,0,0,16.46,0,12.48,0,26.8708,0,0,0,24.77,26.87,0,9.56,27.76,9.56,53.29,70.6,9.81,147,47,116.67,64,31,0

51,12:30-12:45,150.67,0,3.82,57.84,0,33,33,33,96.36,27.5,0,31.66,64,0,24,23.33,82.5,27.5,23.41,172.12,0,0,0,16.46,0,12.48,0,26.8708,0,0,0,24.77,26.87,0,9.56,27.76,9.56,53.29,70.6,9.81,151,43,116.67,71,34,0

52,12:45-13:00,150.67,0,3.82,57.84,0,33,33,33,98.71,27.17,0,31.66,64,0,25,23.33,81.5,27.16,24.01,172.12,0,0,0,16.46,0,12.48,0,26.8708,0,0,0,24.77,26.87,0,9.56,27.76,9.56,53.29,70.6,9.81,151,47,116.67,71,34,0

53,13:00-13:15,150.67,4.39,3.91,57.84,0,33,33,33,99.28,27.5,0,31.66,67,0,32,20,82.5,27.5,31.01,172.12,0,0,0,16.46,0,12.48,0,26.8708,0,0,0,24.77,26.87,0,9.56,28.77,9.56,53.29,70.6,9.81,158,50,100,76,37,0

54,13:15-13:30,150.67,4.39,3.91,57.84,0,33,33,33,98.19,27.5,0,31.66,67,0,35,20,82.5,27.5,32.61,172.12,0,0,0,16.46,0,12.48,0,26.8708,0,0,0,24.77,26.87,0,6.61,28.77,6.61,53.29,70.6,6.77,158,50,100,76,37,0

55,13:30-13:45,150.67,4.39,3.91,57.84,0,33,33,33,86.81,27.83,0,31.66,70,0,34,20,83.5,27.84,34.01,172.12,0,0,0,16.46,0,12.48,0,26.8708,0,0,0,24.77,26.87,0,6.61,28.77,6.61,53.29,70.6,6.77,165,57,100,78,37,0

56,13:45-14:00,150.67,4.08,3.91,57.84,0,33,33,33,86.32,28.17,0,31.66,70,0,35,20,84.5,28.16,35.01,172.12,0,0,0,16.46,0,12.48,0,26.8708,0,0,0,24.77,26.87,0,6.61,28.77,6.61,53.29,70.6,6.77,165,58,100,78,37,0

57,14:00-14:15,150.67,3.89,4.1,57.84,0,33,33,33,83.87,34.17,0,38.34,64,0,30,20,102.5,34.16,30.01,172.12,0,0,0,16.46,0,12.48,0,26.8708,0,0,0,24.77,26.87,0,6.61,28.26,6.61,53.29,70.6,6.77,151,58,100,78,37,0

58,14:15-14:30,150.67,3.89,4.1,57.84,0,33,33,33,79.62,34.33,0,38.34,64,0,29,20,103,34.34,30.01,172.12,0,0,0,16.46,0,12.48,0,26.8708,0,0,0,24.77,26.87,0,6.61,28.26,6.61,53.29,70.6,6.77,151,58,100,76,36,0

59,14:30-14:45,150.67,3.89,4.1,57.84,0,33,33,33,74.48,34.5,0,38.34,67,0,33,25.8,103.5,34.5,30.01,172.12,0,0,0,16.46,0,12.48,0,26.8708,0,0,0,24.77,26.87,0,6.61,28.26,6.61,53.29,70.6,6.77,158,68,129.03,76,37,0

60,14:45-15:00,150.67,3.89,4.1,57.84,0,33,33,33,68.79,34.83,0,38.34,64,0,34,24.43,104.5,34.84,30.61,172.12,0,0,0,16.46,0,12.48,0,26.8708,0,0,0,24.77,26.87,0,7.87,28.26,7.87,53.29,70.6,8.06,151,70,122.17,73,35,0

61,15:00-15:15,150.67,3.89,4.48,57.84,0,33,33,33,62.76,35,0,38.34,61,0,36,23.51,105,35,31.61,172.12,0,0,0,16.46,0,12.48,0,26.8708,0,0,0,24.77,26.87,0,7.87,28.26,7.87,53.29,70.6,8.06,144,70,117.55,66,32,0

62,15:15-15:30,150.67,3.89,4.48,57.84,0,33,33,33,56.51,35,0,37.66,57,0,35,22.58,105,35,33.01,172.12,0,0,0,16.46,0,12.48,0,26.8708,0,0,0,24.77,26.87,0,7.87,28.26,7.87,53.29,70.6,8.06,133,67,112.91,61,29,0

63,15:30-15:45,150.67,3.89,4.48,57.84,0,33,33,33,50.08,34.33,0,37.34,55,0,29,21.66,103,34.34,34.01,172.12,0,0,0,16.46,0,12.48,0,26.8708,0,0,0,24.77,26.87,0,7.87,29.27,7.87,53.29,70.6,8.06,130,57,108.28,61,29,0

64,15:45-16:00,150.67,3.89,4.48,57.84,0,33,33,33,43.89,34.33,0,36.66,52,0,26,20.71,103,34.34,35.01,172.12,0,0,0,16.46,0,12.48,0,26.8708,0,0,0,24.77,26.87,0,8.99,29.27,8.99,53.29,70.6,9.21,123,53,103.56,56,27,0

65,16:00-16:15,150.67,3.89,5.03,57.84,0,33,33,33,38.21,34.33,0,25,49,0,23,19.36,103,34.34,39.02,172.12,0,0,0,16.46,0,12.48,0,26.8708,0,0,0,24.77,26.87,0,8.97,29.27,8.97,53.29,70.6,9.19,114,47,96.79,54,26,0

66,16:15-16:30,150.67,3.89,5.03,57.84,0,33,33,33,32.75,34.33,0,25,43,0,20,17.91,103,34.34,39.02,172.12,0,0,0,16.46,0,12.48,0,26.8708,0,0,0,24.77,26.87,0,8.95,29.27,8.95,53.29,70.6,9.18,101,43,89.55,47,23,0

67,16:30-16:45,150.67,3.89,5.03,57.84,0,33,33,33,27.56,34.33,0,25.66,38,0,20,12.57,103,34.34,39.02,172.12,0,0,0,16.46,0,12.48,0,26.8708,0,0,0,24.77,26.87,0,8.92,29.27,8.92,82.36,70.6,9.15,89,41,62.85,43,20,0

68,16:45-17:00,150.67,3.89,5.03,57.84,0,23,33,33,22.96,34.33,0,27.34,33,0,17,10,103,34.34,39.02,172.12,0,0,0,16.46,0,12.48,0,26.8708,0,0,0,24.77,26.87,0,8.79,29.27,8.79,100.94,70.6,9.01,77,35,50.02,37,18,0

69,17:00-17:15,150.67,3.89,5.59,57.84,0,16,33,33,18.25,26.17,0,20,27,0,14,8.56,78.5,26.16,39.02,172.12,0,0,96.89,16.46,48.44,12.48,0,26.8708,96.89,24.22,0,24.77,26.87,21.32,7.2,28.77,7.2,100.94,70.6,7.37,63,29,42.81,32,15,0

70,17:15-17:30,150.67,3.89,5.59,57.84,0,8,26.97,33,13.59,26.17,0,20,21,0,11,8,78.5,26.16,39.02,172.12,0,0,96.89,16.46,48.44,12.48,0,26.8708,96.89,24.22,0,24.77,26.87,21.32,4.96,28.77,4.96,100.94,70.6,5.08,49,22,40,27,13,0

71,17:30-17:45,150.67,3.89,5.59,57.84,0,3,21.48,31.33,9.49,30,0,30.66,16,0,8.5,7.5,90,30,39.02,172.12,0,0,96.89,16.46,48.44,12.48,0,26.8708,96.89,24.22,0,24.77,26.87,21.32,3.39,28.26,3.39,100.94,70.6,3.48,39,18,37.5,20,10,0

72,17:45-18:00,150.67,3.89,5.59,57.84,0,0,16.7,21.18,6.05,30.83,0,31.34,7,0,6.5,6.67,92.5,30.84,39.02,172.12,0,0,96.89,16.46,48.44,12.48,0,26.8708,96.89,24.22,0,24.77,26.87,21.32,2.51,28.26,2.51,100.94,70.6,2.57,18,15,33.33,16,8,0

73,18:00-18:15,193.78,0,5.87,75.9,0,0,0,0,3.68,30.83,0,31.66,4,0,7,5.83,92.5,30.84,42.02,220.56,0,0,96.89,16.46,48.44,12.48,0,26.8708,96.89,24.22,0,24.77,26.87,21.32,1.92,28.26,1.92,100.94,70.6,1.96,11,12,29.17,10,5,0

74,18:15-18:30,232.54,0,5.87,75.9,0,0,0,0,2.12,31.67,0,31.66,3,0,5,4.17,95,31.66,42.02,225.68,0,0,96.89,16.46,48.44,12.48,0,26.8708,96.89,24.22,0,24.77,26.87,21.32,1.4,28.26,1.4,100.94,70.6,1.44,7,8,20.83,3,2,0

75,18:30-18:45,273.96,0,5.87,75.9,0,0,0,0,0.73,31.67,0,31.66,1,0,3,2.08,95,31.66,42.02,225.68,0,0,96.89,16.46,48.44,12.48,0,26.8708,96.89,24.22,0,24.77,26.87,21.32,0.67,28.26,0.67,100.94,70.6,0.69,4,6,10.4,1,1,0

76,18:45-19:00,273.96,0,5.87,75.9,0,0,0,0,0,31.83,0,31.66,0,0,2,1.05,95.5,31.84,42.02,225.68,0,0,96.89,16.46,48.44,12.48,0,26.8708,96.89,24.22,0,24.77,26.87,21.32,0.4,29.27,0.4,100.94,70.6,0.41,1,4,5.25,0,0,0

77,19:00-19:15,273.96,0,5.87,75.9,0,0,0,0,0,31,0,31.66,0,0,1,0.42,93,31,42.02,225.68,0,0,96.89,16.46,48.44,12.48,0,26.8708,96.89,24.22,0,24.77,26.87,21.32,0.08,30.28,0.08,100.94,70.6,0.08,1,2,2.12,0,0,0

78,19:15-19:30,273.96,0,5.87,75.9,0,0,0,0,0,31,0,31.66,0,0,0,0,93,31,42.02,225.68,0,0,96.89,16.46,48.44,12.48,0,26.8708,96.89,24.22,0,24.77,26.87,21.32,0.01,30.28,0.01,100.94,70.6,0.01,0,1,0,0,0,0

