Block,Time,NR/01102023/30042040/GNA_LT_35,NR/01102023/31102037/L_NR_2019_11,NR/01102023/30042040/GNA_LT_36,NR/30092023/31122025/SH-07,NR/30092023/26122029/SH-06,NR/01102023/31052040/LT-31,NR/01042024/31072024/LT_MEJA_DELHI,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/23072042/L_NR_2012_04,NR/01042024/30062024/NOC/HPSLDC/NR/2024/41758,NR/01102023/22052037/LT-59,NR/01042024/30042024/PTC/OA/32001,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/25122043/GNA_MEJA_DELHI,NR/01102023/06022042/L_NR_2012_02,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/05012040/L_NR_2020_02,NR/01102023/19072037/LT-05,NR/01102023/06022042/L_NR_2012_07,WR/01102023/01102023/L_NR_2020_06,SR/01102023/07102043/L_NR_2018_61,NR/01102023/02012046/L_NR_2021_17,NR/22102023/11042047/L_NR_2021_16,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/26072023/31072042/L_NR_2023_07,WR/01102023/30052048/L_NR_2022_10,L_NR_2019_19,WR/01102023/29112042/L_NR_2019_05,NR/01102023/13082046/L_NR_2021_12,WR/01102023/16072048/L_NR_2022_08,NR/01102023/25072045/L_NR_2021_15,WR/01102023/01102023/L_NR_2022_09,NR/22102023/11042047/L_NR_2021_17,NR/04042024/30042024/SJVN040424NR1694,NR/26072023/25122043/L_NR_2023_10,WR/01102023/31032046/L_NR_2020_05,NR/01102023/02122045/L_NR_2021_13,NR/01102023/08032047/L_NR_2021_14,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/24112044/L_NR_2020_07,NR/01102023/14082046/L_NR_2021_16
73,18:00-18:15,1.140000,2.220000,1.170000,30.800000,30.800000,1.140000,16.050000,272.120000,0.000000,7.720000,2.550000,40.900000,29.830000,0.000000,261.290000,100.260000,2.130000,33.010000,86.810000,11,13.6,0,3,0,7,31.67,4.499418,0,21.73,10.34,4,31.67,1,0,3,33,4.34,8.47,0,11,0

74,18:15-18:30,0.740000,2.220000,0.750000,30.800000,30.800000,0.740000,16.050000,272.120000,0.000000,7.720000,2.550000,40.900000,30.800000,0.000000,261.290000,100.260000,2.130000,47.160000,86.810000,11.34,13.2,0,0,0,2,31.67,1.772498,0,13.89,10.34,2,31.67,0,0,1,34,2.78,4.58,0,11.33,0

75,18:30-18:45,0.310000,2.220000,0.320000,30.800000,30.800000,0.310000,16.050000,272.120000,0.000000,7.720000,2.550000,40.900000,30.800000,0.000000,261.290000,100.260000,2.130000,55.830000,86.810000,11.66,12.6,0,0,0,1,32.33,0.301909,0,5.28,10.34,1,32.33,0,0,0,35,1.05,1.99,0,11.67,0

76,18:45-19:00,0.000000,2.220000,0.000000,30.800000,30.800000,0.000000,16.050000,272.120000,0.000000,7.720000,2.550000,40.900000,29.830000,0.000000,261.290000,100.260000,2.130000,55.830000,86.810000,12.16,12.21,0,0,0,0,33,0,0,1.33,10.34,0.5,33,0,0,0,36.5,0.26,0,0,12.17,0

77,19:00-19:15,0.000000,2.220000,0.000000,30.190000,30.190000,0.000000,16.050000,272.120000,0.000000,7.720000,2.550000,40.900000,29.830000,0.000000,261.290000,100.260000,2.130000,55.830000,86.810000,12.66,11.81,0,0,0,0,33.67,0,0,0,10.34,0,33.67,0,0,0,38,0,0,0,12.67,0

78,19:15-19:30,0.000000,2.220000,0.000000,30.190000,30.190000,0.000000,16.050000,272.120000,0.000000,7.720000,2.550000,40.900000,29.830000,0.000000,261.290000,100.260000,2.130000,55.830000,86.810000,13.34,11.41,0,0,0,0,34.33,0,0,0,9.66,0,34.33,0,0,0,40,0,0,0,13.33,0

79,19:30-19:45,0.000000,2.220000,0.000000,29.900000,30.190000,0.000000,16.050000,272.120000,0.000000,7.720000,2.550000,40.900000,29.830000,0.000000,261.290000,100.260000,2.130000,55.830000,86.810000,14,9.01,0,0,0,0,35,0,0,0,9.66,0,35,0,0,0,42,0,0,0,14,0

80,19:45-20:00,0.000000,2.220000,0.000000,29.900000,30.190000,0.000000,16.050000,272.120000,0.000000,7.720000,2.550000,40.900000,29.830000,0.000000,261.290000,100.260000,2.130000,55.830000,86.810000,14.16,8.81,0,0,0,0,35.67,0,0,0,9.66,0,35.67,0,0,0,42.5,0,0,0,14.17,0

81,20:00-20:15,0.000000,2.220000,0.000000,29.900000,30.800000,0.000000,16.050000,272.120000,0.000000,7.810000,2.320000,40.900000,29.830000,0.000000,261.290000,100.260000,2.040000,61.960000,86.810000,16.5,7.01,0,0,0,0,39.67,0,0,0,11.66,0,39.67,0,0,0,49.5,0,0,0,16.5,0

82,20:15-20:30,0.000000,2.220000,0.000000,29.900000,30.800000,0.000000,16.050000,272.120000,0.000000,7.810000,2.320000,40.900000,29.830000,0.000000,261.290000,100.260000,2.040000,66.200000,86.810000,16.5,7.01,0,0,0,0,39.33,0,0,0,11.34,0,39.33,0,0,0,49.5,0,0,0,16.5,0

83,20:30-20:45,0.000000,2.220000,0.000000,29.550000,29.550000,0.000000,16.050000,272.120000,0.000000,7.810000,2.320000,40.900000,29.830000,0.000000,261.290000,100.260000,2.040000,66.200000,86.810000,16.5,7.01,0,0,0,0,35.33,0,0,0,11,0,35.33,0,0,0,49.5,0,0,0,16.5,0

84,20:45-21:00,0.000000,2.220000,0.000000,29.550000,29.550000,0.000000,16.050000,272.120000,0.000000,7.810000,2.320000,40.900000,29.830000,0.000000,261.290000,100.260000,2.040000,70.450000,86.810000,16.84,7.01,0,0,0,0,35.33,0,0,0,10.34,0,35.33,0,0,0,50.5,0,0,0,16.83,0

85,21:00-21:15,0.000000,2.300000,0.000000,29.830000,29.830000,0.000000,16.050000,272.120000,0.000000,7.810000,2.320000,40.900000,28.870000,0.000000,261.290000,100.260000,2.040000,74.690000,86.810000,12.16,7.01,0,0,0,0,35.33,0,0,0,10,0,35.33,0,0,0,36.5,0,0,0,12.17,0

86,21:15-21:30,0.000000,2.300000,0.000000,29.830000,29.830000,0.000000,16.050000,272.120000,0.000000,7.810000,2.320000,40.900000,28.870000,0.000000,261.290000,100.260000,2.040000,74.690000,86.810000,12.5,7.01,0,0,0,0,35.33,0,0,0,9.66,0,35.33,0,0,0,37.5,0,0,0,12.5,0

87,21:30-21:45,0.000000,2.300000,0.000000,29.830000,29.830000,0.000000,16.050000,272.120000,0.000000,7.810000,2.320000,40.900000,28.870000,0.000000,261.290000,100.260000,2.040000,78.940000,86.810000,16,7.01,0,0,0,0,35.67,0,0,0,11.66,0,35.67,0,0,0,48,0,0,0,16,0

88,21:45-22:00,0.000000,2.300000,0.000000,29.830000,29.830000,0.000000,16.050000,272.120000,0.000000,7.810000,2.320000,40.900000,28.870000,0.000000,261.290000,100.260000,2.040000,83.180000,86.810000,15.84,7.01,0,0,0,0,35.67,0,0,0,11.66,0,35.67,0,0,0,47.5,0,0,0,15.83,0

89,22:00-22:15,0.000000,2.150000,0.000000,29.830000,29.830000,0.000000,16.050000,272.120000,0.000000,7.900000,2.240000,40.900000,28.870000,0.000000,261.290000,100.260000,1.940000,87.420000,86.810000,15.84,9.01,0,0,0,0,35.67,0,0,0,11.66,0,35.67,0,0,0,47.5,0,0,0,15.83,0

90,22:15-22:30,0.000000,2.150000,0.000000,29.830000,29.830000,0.000000,16.050000,272.120000,0.000000,7.900000,2.240000,40.900000,28.870000,0.000000,261.290000,100.260000,1.940000,87.420000,86.810000,16.5,8.81,0,0,0,0,35.67,0,0,0,11.66,0,35.67,0,0,0,49.5,0,0,0,16.5,0

91,22:30-22:45,0.000000,2.450000,0.000000,29.830000,29.830000,0.000000,16.050000,272.120000,0.000000,7.900000,2.240000,40.900000,28.870000,0.000000,261.290000,100.260000,1.940000,91.670000,86.810000,14,8.61,0,0,0,0,35.33,0,0,0,11.34,0,35.33,0,0,0,42,0,0,0,14,0

92,22:45-23:00,0.000000,2.450000,0.000000,29.830000,29.830000,0.000000,16.050000,272.120000,0.000000,7.900000,2.240000,40.900000,28.870000,0.000000,261.290000,100.260000,1.940000,95.910000,86.810000,14.5,8.21,0,0,0,0,35.33,0,0,0,11.34,0,35.33,0,0,0,43.5,0,0,0,14.5,0

93,23:00-23:15,0.000000,2.450000,0.000000,29.830000,29.830000,0.000000,16.050000,272.120000,0.000000,7.900000,2.240000,40.900000,28.870000,0.000000,261.290000,100.260000,1.850000,100.160000,86.810000,14.66,7.01,0,0,0,0,35,0,0,0,11.66,0,35,0,0,0,44,0,0,0,14.67,0

94,23:15-23:30,0.000000,2.450000,0.000000,29.830000,29.830000,0.000000,16.050000,272.120000,0.000000,7.900000,2.240000,40.900000,28.870000,0.000000,261.290000,100.260000,1.850000,104.390000,86.810000,15.16,7.01,0,0,0,0,35,0,0,0,11.66,0,35,0,0,0,45.5,0,0,0,15.17,0

95,23:30-23:45,0.000000,2.450000,0.000000,29.830000,29.830000,0.000000,16.050000,272.120000,0.000000,7.900000,2.240000,40.900000,28.870000,0.000000,261.290000,100.260000,1.850000,108.640000,86.810000,15.16,7.01,0,0,0,0,34.67,0,0,0,12,0,34.67,0,0,0,45.5,0,0,0,15.17,0

96,23:45-24:00,0.000000,2.450000,0.000000,29.830000,29.830000,0.000000,16.050000,272.120000,0.000000,7.900000,2.240000,40.900000,28.870000,0.000000,261.290000,100.260000,1.850000,112.880000,86.810000,15.16,7.01,0,0,0,0,34.33,0,0,0,12,0,34.33,0,0,0,45.5,0,0,0,15.17,0

