Column1,Time,NR/01102023/06022042/L_NR_2012_02,GNA/NR/2024/10/16/4393,NR/01102023/22052037/LT-59,NR/01102023/05012040/L_NR_2020_02,NR/01102023/19072037/LT-05,NR/30092023/31122025/SH-07,GNA/WR/2024/10/15/7089,GNA/NR/2024/10/01/9072,NR/01102023/15082037/GNA_NR_2012_01,NR/26072023/31072042/L_NR_2023_07,NR/22102023/11042047/L_NR_2021_17,NR/01102023/25072045/L_NR_2021_15,NR/01102023/08032047/L_NR_2021_14,NR/22102023/11042047/L_NR_2021_16,NR/01102023/13082046/L_NR_2021_12,NR/26072023/25122043/L_NR_2023_10,NR/01102023/02122045/L_NR_2021_13,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/16072048/L_NR_2022_08,L_NR_2019_19,SR/01102023/07102043/L_NR_2018_61,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/30052048/L_NR_2022_10,WR/01102023/01102023/L_NR_2020_06,WR/01102023/01102023/L_NR_2022_09,WR/01102023/24112044/L_NR_2020_07,WR/01102023/31032046/L_NR_2020_05,WR/01102023/29112042/L_NR_2019_05,GNA/NR/2024/10/01/3642,NR/01102023/31052040/LT-31,GNA/NR/2024/10/16/2350,NR/01102023/06022042/L_NR_2012_07,NR/01102023/30042040/GNA_LT_36,NR/01102023/30042040/GNA_LT_35,GNA/NR/2024/10/01/6101,NR/01102023/31102037/L_NR_2019_11,NR/30092023/26122029/SH-06,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2024/10/01/9582,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2024/10/01/8106
26,06:15-06:30,206.18,0,2.4,2.41,70.39,26.91,0,26.33,85.93,1,1,0,0,2,0,0,0,18.11,7,0,7.2,8,25,11.34,25,11.33,34,16.91,26.33,0,0,68.1,0,0,26.33,2.46,26.91,273,12.42,27.75,4.06,12.42

27,06:30-06:45,206.18,0,2.4,2.41,70.39,26.91,0,26.33,100.59,4,3,0,1,5,0.02,1,0,29.36,7,0.78,7.2,10,20,9.5,20,9.5,28.5,27.39,26.33,0.32,0,68.1,0.32,0.32,26.33,2.46,26.91,273,12.42,27.25,4.06,12.42

28,06:45-07:00,206.18,0,2.4,2.41,70.39,26.91,0,26.33,100.59,7,4,2,2,8,0.68,3,0.14,32.11,7,6.7,7.2,14,18.33,8.66,18.33,8.67,26,31.61,26.33,0.73,0,68.1,0.74,0.73,26.33,2.46,26.91,273,12.42,26.74,4.06,12.42

29,07:00-07:15,206.18,0,2.33,2.37,70.39,26.91,0,26.33,100.59,14,5,5,5,10,5.74,6,1.15,32.5,7,13.78,7.2,18,16.67,7.84,16.67,7.83,23.5,32.5,26.33,1.36,0,87.09,1.39,1.36,26.33,2.46,26.91,273,12.42,26.24,4.06,12.42

30,07:15-07:30,206.18,0,2.33,2.37,70.39,26.91,0,26.33,100.59,25,7,7,8,15,15.59,10,3.12,33,7,22.23,7.2,24,15,7,15,7,21,33,26.33,2.26,0,87.09,2.32,2.26,26.33,2.46,26.91,273,12.42,25.73,4.06,12.42

31,07:30-07:45,206.18,0,2.33,2.37,70.39,26.91,0,26.33,100.59,39,9,8,13,18,29.7,16,5.94,32.5,7,31.08,7.2,32.5,14,7,14,7,21,32.5,26.33,3.15,0,87.09,3.23,3.15,26.33,2.46,26.91,273,12.42,25.73,4.06,12.42

32,07:45-08:00,206.18,0,2.33,2.37,70.39,26.91,0,37.3,77.24,53,12,11,19,25,44.7,22,8.94,32.84,7,40.23,7.2,32.83,14,7,14,7,21,32.83,37.3,4.12,0,87.09,4.22,4.12,37.3,2.46,26.91,273,12.42,26.24,4.06,12.42

33,08:00-08:15,206.18,0,2.33,2.37,70.39,26.91,0,37.3,77.24,63,15,16,26,32,66.65,27,13.33,33,7,49.3,7.2,33,14,7,14,7,21,33,37.3,5.2,0,87.09,5.34,5.2,37.3,2.31,26.91,273,12.42,26.74,4.06,12.42

34,08:15-08:30,206.18,0,2.33,2.37,70.39,26.91,0,37.3,77.24,77,19,20,33,39,84.58,33,16.92,33,7,58.33,7.2,33,14,7,14,7,21,33,37.3,6.3,0,87.09,6.47,6.3,37.3,2.31,26.91,273,12.42,26.74,4.06,12.42

35,08:30-08:45,206.18,0,2.33,2.37,70.39,26.91,0,37.3,75.31,91,22,24,41,46,106.66,39,21.33,33,7,66.88,7.2,33,14,7,14,7,21,33,37.3,7.63,0,87.09,7.82,7.63,37.3,2.31,26.91,273,12.42,26.74,4.06,12.42

36,08:45-09:00,206.18,0,2.33,2.37,70.39,26.91,0,37.3,83.03,105,25,27,48,53,125.92,45,25.18,33,7,75.22,7.2,33,14,7,14,7,21,33,37.3,8.71,0,87.09,8.93,8.71,37.3,2.31,26.91,273,12.42,27.25,4.06,12.42

37,09:00-09:15,206.18,0,2.33,2.37,70.39,26.91,0,37.3,53.1,119,27,29,57,58,144.82,51,28.96,33,7,83.24,7.2,33,19,7,19,7,21,33,37.3,9.84,0,67.33,10.08,9.84,37.3,2.31,26.91,273,12.42,27.75,4.06,12.42

38,09:15-09:30,206.18,0,2.33,2.37,70.39,26.91,0,37.3,53.1,133,31,32,63,64,161.57,57,32.31,33,7,90.51,7.2,33,19,7,19,7,21,33,37.3,10.96,0,67.33,11.24,10.96,37.3,2.31,26.91,273,12.42,28.26,4.06,12.42

39,09:30-09:45,206.18,0,2.33,2.37,70.39,26.91,0,37.3,53.1,147,33,34,68,69,177.58,63,35.52,33,7,97.23,6.8,33,18.67,7,18.67,7,21,33,37.3,11.95,0,67.33,12.24,11.95,37.3,2.31,26.91,273,12.42,28.26,4.06,12.42

40,09:45-10:00,206.18,0,2.33,2.37,70.39,26.91,0,37.3,53.1,161,35,36,75,74,192.23,69,38.45,33,7,103.57,6.8,33,18.33,7,18.33,7,21,33,37.3,12.95,0,57.64,13.27,12.95,37.3,2.31,26.91,273,12.42,28.26,4.06,12.42

41,10:00-10:15,206.18,0,2.48,2.46,70.39,26.91,0,37.3,53.1,172,37,38,78,78,205.6,73,41.12,33,7,108.9,6.8,33,18.33,7,18.33,7,21,33,37.3,13.62,0,57.64,13.96,13.62,37.3,2.31,26.91,273,12.42,28.26,4.06,12.42

42,10:15-10:30,206.18,0,2.48,2.46,70.39,26.91,0,37.3,53.1,179,39,40,83,81,216.99,76,43.4,33,7,113.16,6.8,33,18.67,7,18.67,7,21,33,37.3,14.61,0,57.64,14.97,14.61,37.3,2.31,26.91,273,12.42,28.26,4.06,12.42

43,10:30-10:45,206.18,0,2.48,2.46,70.39,26.91,0,37.3,57.93,186,40,42,88,83,227.32,79,45.46,33,7,116.58,6.8,33,18.67,7,18.67,7,21,33,37.3,15.27,0,68.1,15.65,15.27,37.3,2.31,26.91,273,12.42,28.26,4.06,12.42

44,10:45-11:00,206.18,0,2.48,2.46,70.39,26.91,0,37.3,57.93,193,41,43,90,86,235,82,47,33,7,119.33,6.8,33,19.33,7,19.33,7,21,33,37.3,15.66,0,68.1,16.05,15.66,37.3,2.31,26.91,273,12.42,28.26,4.06,12.42

45,11:00-11:15,195.65,0,2.48,2.46,70.39,26.91,0,37.3,57.93,193,42,44,90,88,239.17,82,47.83,33,7,121.54,6.8,33,15.67,7,15.67,7,21,33,37.3,15.66,0,57.64,16.05,15.66,37.3,2.31,26.91,273,12.42,28.26,3.97,12.42

46,11:15-11:30,195.65,0,2.48,2.46,70.39,26.91,0,37.3,57.93,193,43,44,91,90,246.67,82,49.33,33,7,123.38,6.8,33,15.67,7,15.67,7,21,33,37.3,15.66,0,57.64,16.05,15.66,37.3,2.31,26.91,273,12.42,28.26,3.97,12.42

47,11:30-11:45,171.51,0,2.48,2.46,70.39,26.91,0,37.3,53.1,193,43,45,91,90,248.33,82,49.67,33,7,124.75,6.8,33,16,7,16,7,21,33,37.3,15.66,0,57.64,16.05,15.66,37.3,2.31,26.91,273,12.42,28.26,3.97,12.42

48,11:45-12:00,171.51,0,2.48,2.46,70.39,26.91,0,37.3,53.1,193,43,45,91,90,248.33,82,49.67,33,7,125.59,6.8,33,16,7,16,7,21,33,37.3,15.66,0,57.64,16.05,15.66,37.3,2.31,26.91,273,12.42,28.26,3.97,12.42

49,12:00-12:15,206.18,0,2.64,2.46,70.39,26.91,0,37.3,53.1,193,43,45,91,90,248.33,82,49.67,33,7,144.03,6.8,33,15,7,15,7,21,33,37.3,15.66,0,68.1,16.05,15.66,37.3,2.46,26.91,273,12.42,28.26,3.97,12.42

50,12:15-12:30,206.18,0,2.64,2.46,70.39,26.91,0,37.3,53.1,193,43,45,91,90,248.33,82,49.67,33,7,142.92,6.8,33,15,7,15,7,21,33,37.3,15.66,0,68.1,16.05,15.66,37.3,2.46,26.91,273,12.42,28.76,3.97,12.42

51,12:30-12:45,206.18,0,2.64,2.46,70.39,26.91,0,37.3,53.1,193,43,45,91,90,248.33,82,49.67,33,7,140.85,6.8,33,15,7,15,7,21,33,37.3,15.66,0,68.1,16.05,15.66,37.3,2.46,26.91,273,12.42,28.76,3.97,12.42

52,12:45-13:00,206.18,0,2.64,2.46,70.39,26.91,0,37.3,53.1,193,43,45,91,90,248.33,82,49.67,33,7,138,6.8,33,15.67,7,15.67,7,21,33,37.3,15.66,0,68.1,16.05,15.66,37.3,2.46,26.91,273,12.42,28.76,3.97,12.42

53,13:00-13:15,170.55,0,2.64,2.51,70.39,26.91,0,37.3,53.1,193,43,44,91,90,247.5,82,49.5,33,7,134.25,6.8,33,14,7,14,7,21,33,37.3,15.66,0,57.64,16.05,15.66,37.3,2.61,26.91,273,12.42,29.26,3.97,12.42

54,13:15-13:30,170.55,0,2.64,2.51,70.39,26.91,0,37.3,53.1,193,43,43,91,89,247.5,82,49.5,33,7,129.73,6.8,33,14,7,14,7,21,33,37.3,15.66,0,57.64,16.05,15.66,37.3,2.61,26.91,273,12.42,29.26,3.97,12.42

55,13:30-13:45,206.18,0,2.64,2.51,70.39,26.91,0,37.3,53.1,193,42,42,91,88,239.25,82,47.85,33,7,121.61,6.8,33,14,7,14,7,21,33,37.3,15.66,0,57.64,16.05,15.66,37.3,2.61,26.91,273,12.42,29.26,3.97,12.42

56,13:45-14:00,206.18,0,2.64,2.51,70.39,26.91,0,37.3,53.1,189,41,42,90,86,233.5,81,46.7,33,7,114.93,7,33,14,7,14,7,21,33,37.3,15.66,0,57.64,16.05,15.66,37.3,2.61,26.91,273,12.42,29.26,3.97,12.42

57,14:00-14:15,206.18,0,2.17,2.51,70.39,26.91,0,37.3,82.07,186,39,39,88,81,226.42,79,45.28,33,7,109.02,8.4,33,14,7,14,7,21,33,37.3,15.29,0,68.1,15.67,15.29,37.3,2.68,26.91,273,12.42,29.26,3.97,12.42

58,14:15-14:30,206.18,0,2.17,2.51,70.39,26.91,0,37.3,100.59,182,38,38,84,78,217.75,78,43.55,33,7,103.17,8.6,33,14,7,14,7,21,33,37.3,14.83,0,68.1,15.2,14.83,37.3,2.68,26.91,273,12.42,29.77,3.97,12.42

59,14:30-14:45,206.18,0,2.17,2.51,70.39,26.91,0,37.3,100.59,172,35,36,79,72,207,73,41.4,33,7,96.25,8.8,33,14,7,14,7,21,33,37.3,14.34,0,68.1,14.71,14.34,37.3,2.68,26.91,273,12.42,30.28,3.97,12.42

60,14:45-15:00,206.18,0,2.17,2.51,70.39,26.91,0,37.3,100.59,161,32,35,75,68,194.25,69,38.85,33,7,88.6,9,33,14,7,14,7,21,33,37.3,13.7,0,68.1,14.05,13.7,37.3,2.68,26.91,273,12.42,30.28,3.97,12.42

61,15:00-15:15,206.18,0,2.17,2.55,70.39,26.91,0,37.3,100.59,151,29,33,70,61,181.67,64,36.33,33,7,81.48,12.01,33,14,7,14,7,21,33,37.3,12.84,0,68.1,13.17,12.84,37.3,2.76,26.91,273,12.42,30.28,3.97,12.42

62,15:15-15:30,206.18,0,2.17,2.55,70.39,26.91,0,37.3,100.59,140,27,30,64,55,168.25,60,33.65,33,7,72.29,12.01,33,14,7,14,7,21,33,37.3,12.08,0,68.1,12.39,12.08,37.3,2.76,26.91,273,12.42,30.28,3.97,12.42

63,15:30-15:45,206.18,0,2.17,2.55,70.39,26.91,0,37.3,100.59,126,23,27,57,49,159.43,54,31.88,33,7,62.6,16.01,33,14,7,14,7,21,33,37.3,11.14,0,68.1,11.42,11.14,37.3,2.76,26.91,273,12.42,30.78,3.97,12.42

64,15:45-16:00,206.18,0,2.17,2.55,70.39,26.91,0,37.3,100.59,112,20,25,52,42,142.02,48,28.4,33,7,52.35,15.01,33,14,7,14,7,21,33,37.3,10.29,0,68.1,10.55,10.29,37.3,2.76,26.91,273,12.42,31.28,3.97,12.42

65,16:00-16:15,206.18,0,2.33,2.55,70.39,26.91,0,37.3,100.59,98,16,21,43,35,123.99,42,24.8,33,7,41.38,14.41,33,14,7,14,7,21,33,37.3,9.29,0,68.1,9.52,9.29,37.3,2.92,26.91,273,12.42,31.28,3.97,12.42

66,16:15-16:30,254.46,0,2.33,2.55,66.23,26.91,0,37.3,100.59,84,13,17,37,27,104.04,36,20.81,33,7,30.34,13.01,33,14,7,14,7,21,33,37.3,8.3,0,87.09,8.51,8.3,37.3,2.92,26.91,273,12.42,31.28,3.97,12.42

67,16:30-16:45,262.13,0,2.33,2.55,66.23,26.91,0,37.3,100.59,70,9,13,29,19,83.83,30,16.76,33,7,20.29,11,33,14,7,14,7,21,33,37.3,7.2,0,87.09,7.38,7.2,37.3,2.92,26.91,273,12.42,31.28,3.97,12.42

68,16:45-17:00,262.13,0,2.33,2.55,66.23,26.91,0,37.3,100.59,56,5,11,22,12,63.88,24,12.77,33,7,12.48,10.4,22,14,7,14,7,21,33,37.3,6.11,0,87.09,6.26,6.11,37.3,2.92,26.91,273,12.42,31.28,3.97,12.42

69,17:00-17:15,262.13,0,2.48,2.55,74.75,0,0,37.3,85.83,42,3,7,15,7,44.19,18,8.84,30.35,7,7.72,9,15,14,7,14,7,21,28.31,37.3,5.09,0,87.09,5.21,5.09,43.88,3.15,31,273,14.48,31.28,3.97,14.48

70,17:15-17:30,262.13,0,2.48,2.55,83.26,0,0,37.3,85.83,28,2,5,12,4,27.39,12,5.48,15.97,7,4.4,8.4,9,14,7,14,7,21,14.89,37.3,4.17,0,87.09,4.28,4.17,43.88,3.15,31,273,14.48,31.28,3.97,14.48

71,17:30-17:45,262.13,0,2.48,2.55,115.44,0,0,37.3,85.83,14,1,2,7,1,13.3,6,2.66,3.08,7,1,8,2,14,7,14,7,21,2.88,37.3,3.19,0,87.09,3.27,3.19,43.88,3.15,31,273,14.48,31.28,3.97,14.48

72,17:45-18:00,262.13,0,2.48,2.55,115.44,0,0,37.3,85.83,7,0,0,3,1,4.29,3,0.86,2.06,7,0,7.8,0,14,7,14,7,21,1.91,37.3,2.31,0,87.09,2.37,2.31,43.88,3.15,31,273,14.48,31.28,3.97,14.48

73,18:00-18:15,262.13,0,2.72,2.46,115.44,31.5,125,37.3,85.83,2,0,0,2,0,0.27,1,0.05,0,7,0,7.6,0,14,7,14,7,21,0,37.3,1.66,0,87.09,1.7,1.66,43.88,3.46,31.5,273,14.48,31.28,4.06,14.48

74,18:15-18:30,262.13,0,2.72,2.46,115.44,31.5,125,37.3,85.83,0,0,0,0,0,0,0,0,0,7,0,7.4,0,14,7,14,7,21,0,37.3,1.17,0,87.09,1.2,1.17,43.88,3.46,31.5,273,14.48,31.28,4.06,14.48

75,18:30-18:45,121.65,0,2.72,2.46,115.44,31.5,125,37.3,85.83,0,0,0,0,0,0,0,0,0,7,0,7.4,0,14,7,14,7,21,0,37.3,0.61,0,87.09,0.62,0.61,43.88,3.46,31.5,273,12.42,31.28,4.06,12.42

76,18:45-19:00,121.65,0,2.72,2.46,115.44,31.5,125,37.3,85.83,0,0,0,0,0,0,0,0,0,7,0,7.4,0,14,7,14,7,21,0,37.3,0.29,0,87.09,0.3,0.29,43.88,3.46,31.5,273,12.42,31.28,4.06,12.42

77,19:00-19:15,121.65,0,2.95,2.46,115.44,31.5,125,37.3,85.83,0,0,0,0,0,0,0,0,0,11.34,0,7.4,0,20,10.16,20,10.17,30.5,0,37.3,0,0,87.09,0,0,43.88,3.3,31.5,273,12.42,31.28,4.15,12.42

78,19:15-19:30,121.65,0,2.95,2.46,115.44,31.5,125,37.3,85.83,0,0,0,0,0,0,0,0,0,11.34,0,7.4,0,20,10,20,10,30,0,37.3,0,0,87.09,0,0,43.88,3.3,31.5,273,12.42,31.28,4.15,12.42

79,19:30-19:45,121.65,0,2.95,2.46,115.44,31.5,125,37.3,85.83,0,0,0,0,0,0,0,0,0,11.66,0,7.4,0,20,9.84,20,9.83,29.5,0,37.3,0,0,87.09,0,0,43.88,3.3,31.5,273,12.42,31.28,4.15,12.42

80,19:45-20:00,121.65,0,2.95,2.46,115.44,31.5,125,37.3,85.83,0,0,0,0,0,0,0,0,0,11.66,0,7.4,0,20,9.66,20,9.67,29,0,37.3,0,0,87.09,0,0,43.88,3.3,31.5,273,12.42,31.28,4.15,12.42

81,20:00-20:15,121.65,0,2.95,2.41,115.44,31.5,200,37.3,85.83,0,0,0,0,0,0,0,0,0,11.66,0,7.4,0,20,9.66,20,9.67,29,0,37.3,0,0,87.09,0,0,43.88,3.22,0,273,12.42,31.28,4.15,12.42

82,20:15-20:30,121.65,0,2.95,2.41,115.44,31.5,200,37.3,85.83,0,0,0,0,0,0,0,0,0,11.66,0,7.4,0,19.67,9.66,19.67,9.67,29,0,37.3,0,0,87.09,0,0,43.88,3.22,0,273,12.42,31.28,4.15,12.42

83,20:30-20:45,121.65,0,2.33,2.41,98.42,3.78,200,37.3,85.83,0,0,0,0,0,0,0,0,0,11.66,0,7.4,0,19.33,9.66,19.33,9.67,29,0,37.3,0,0,87.09,0,0,43.88,3.22,3.78,273,12.42,31.28,4.15,12.42

84,20:45-21:00,121.65,0,2.33,2.41,70.39,3.78,200,26.33,85.83,0,0,0,0,0,0,0,0,0,11.66,0,7.4,0,19.33,9.84,19.33,9.83,29.5,0,26.33,0,0,87.09,0,0,26.33,3.22,3.78,273,12.42,31.28,4.15,12.42

85,21:00-21:15,121.65,0,2.64,2.41,70.39,0,200,26.33,85.83,0,0,0,0,0,0,0,0,0,8.34,0,7.4,0,21.33,9,21.33,9,27,0,26.33,0,0,87.09,0,0,26.33,3.07,0,273,12.42,31.28,4.15,12.42

86,21:15-21:30,121.65,0,2.64,2.41,70.39,0,200,26.33,85.83,0,0,0,0,0,0,0,0,0,8.34,0,7.4,0,21.33,9.16,21.33,9.17,27.5,0,26.33,0,0,87.09,0,0,26.33,3.07,0,273,12.42,31.28,4.15,12.42

87,21:30-21:45,121.65,0,2.64,2.41,70.39,0,200,26.33,85.83,0,0,0,0,0,0,0,0,0,8.34,0,7.4,0,21.67,9.16,21.67,9.17,27.5,0,26.33,0,0,87.09,0,0,26.33,2.68,0,273,12.42,30.78,4.15,12.42

