Block,Time Block,BRBCL,FSTPP I & II,JHAJJAR,AURY_CRF,AURY_RF,AURY_LF,DADRI_CRF,AURY_GF,DULHASTI,DADRT2,DHAULIGNGA,KOLDAM,KISHANGANGA,KUDGI,KHSTPP-I,MAPS,KOTESHWR,KHSTPP-II,KKNP,KKNPPU2,ANTA_LF,ANTA_RF,CHAMERA2,BSIUL,CHAMERA1,CHAMERA3,KGSU1AND2,KGSU3AND4,URI2,VALLURNTECL,UNCHAHAR3,URI,ANTA_GF,UNCHAHAR4,ANTA_CRF,TEHRI,TelanganaSTPP,TANDA2,TEHRIPSP,UNCHAHAR2,UNCHAHAR1,DADRI_GF,DADRI_RF,DADRI_LF,RAPPC,RIHAND2,RIHAND1,RAPPB,RAPPD,SASAN,TALST2,RSTPSU1TO6,SINGRAULI_HYDRO,RSTPSU7,SIMHST1,TANAKPUR,TALA,RIHAND3,SIMHST2,SALAL,SEWA2,SINGRAULI,PARBATI2,RAMPUR,PARBATI3,NTPL,NLCEXP,NLCIIST1,NJPC,NLCIIST2,NLCTS2EXP,NAPP,NNTPP,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
6,01:15-01:30,13.56,20.1,116.93,0,0,0,0,0,56.22,406.23,42.38,10.29,8.47,0,44,0,10.09,143.32,0,0,0,0,47.26,12.6,40.73,33.91,0,0,31.1,0,19.15,40.54,0,1.93,0,38.86,0,3.74,57.08,31.28,14.63,0,0,0,66.26,122.54,85.97,0,25.26,402.26,0,0,1.12,0,0,11.76,25,127.92,0,82.54,0,150.35,56.1,6.8,57.19,0,0,0,175.07,0,0,24.05,0,0,0,0,0,0

7,01:30-01:45,13.5,14.16,116.93,0,0,0,0,0,56.22,352.88,42.38,10.29,8.47,0,38.33,0,10.09,143.32,0,0,0,0,47.26,12.6,40.73,33.91,0,0,31.1,0,19.15,40.54,0,1.93,0,38.86,0,3.74,57.08,31.28,14.63,0,0,0,66.26,122.54,85.97,0,25.26,402.26,0,0,1.12,0,0,11.76,25,127.92,0,82.54,0,150.35,56.1,6.8,57.19,0,0,0,175.07,0,0,24.05,0,0,0,0,0,0

8,01:45-02:00,13.51,14.16,116.93,0,0,0,0,0,56.22,294.9,42.38,10.29,8.47,0,37.92,0,10.09,143.32,0,0,0,0,47.26,12.6,40.73,33.91,0,0,31.1,0,19.15,40.54,0,1.93,0,38.86,0,3.74,57.08,31.28,14.63,0,0,0,66.26,122.54,85.97,0,25.26,402.26,0,0,1.12,0,0,11.76,25,127.92,0,82.54,0,150.35,56.1,6.8,57.19,0,0,0,175.07,0,0,24.05,0,0,0,0,0,0

9,02:00-02:15,13.55,14.16,111.14,0,0,0,0,0,56.22,236.91,42.38,10.29,8.47,0,37.92,0,10.09,143.32,0,0,0,0,47.26,12.6,40.73,33.91,0,0,31.1,0,19.15,42.68,0,2.19,0,38.86,0,3.74,57.08,31.28,14.63,0,0,0,66.26,122.54,88.85,0,25.26,402.26,0,0,1.12,0,0,11.76,25,127.92,0,82.54,0,150.35,56.1,6.8,57.19,0,0,0,175.07,0,0,24.05,0,0,0,0,0,0

10,02:15-02:30,13.66,14.16,111.14,0,0,0,0,0,56.22,178.93,42.38,10.29,8.47,0,37.92,0,10.09,143.32,0,0,0,0,47.26,12.6,40.73,33.91,0,0,31.1,0,19.15,42.68,0,2.19,0,38.86,0,3.74,57.08,31.28,14.63,0,0,0,66.26,122.54,88.85,0,25.26,402.26,0,0,1.12,0,0,11.76,25,127.92,0,82.54,0,150.35,56.1,6.8,57.19,0,0,0,175.07,0,0,24.05,0,0,0,0,0,0

11,02:30-02:45,13.53,14.16,111.14,0,0,0,0,0,56.22,120.94,42.38,10.29,8.47,0,37.92,0,10.09,143.32,0,0,0,0,47.26,12.6,40.73,33.91,0,0,31.1,0,19.25,42.68,0,2.19,0,38.86,0,3.74,57.08,31.28,14.63,0,0,0,66.26,122.54,88.85,0,25.26,402.26,0,0,1.12,0,0,11.76,25,127.92,0,82.54,0,150.35,56.1,6.8,57.19,0,0,0,175.07,0,0,24.05,0,0,0,0,0,0

12,02:45-03:00,13.53,14.16,111.14,0,0,0,0,0,56.22,62.96,42.38,10.29,8.47,0,37.92,0,10.09,143.32,0,0,0,0,47.26,12.6,40.73,33.91,0,0,31.1,0,19.25,42.68,0,2.19,0,38.86,0,3.74,0,31.28,14.63,0,0,0,66.26,122.54,88.85,0,25.26,402.26,0,0,1.12,0,0,11.76,25,127.92,0,82.54,0,150.35,56.1,6.8,57.19,0,0,0,175.07,0,0,24.05,0,0,0,0,0,0

13,03:00-03:15,15.29,10.18,106.3,0,0,0,0,0,56.22,4.98,42.38,10.29,8.47,0,29.22,0,10.09,113.5,0,0,0,0,47.26,12.6,40.73,33.91,0,0,34.22,0,13.83,44.81,0,0.7,0,38.86,0,1.67,0,23.38,10.49,0,0,0,66.26,122.54,88.85,0,25.26,402.26,0,0,1.12,0,0,11.51,25,127.92,0,79.17,0,150.35,56.1,6.8,57.19,0,0,0,175.07,0,0,24.05,0,0,0,0,0,0

14,03:15-03:30,15.62,10.18,106.3,0,0,0,0,0,56.22,4.98,42.38,10.29,8.47,0,29.22,0,10.09,112.75,0,0,0,0,47.26,12.6,40.73,33.91,0,0,34.22,0,13.83,44.81,0,0.7,0,38.86,0,1.67,0,23.38,10.49,0,0,0,66.26,122.54,88.85,0,25.26,402.26,0,0,1.12,0,0,11.51,25,127.92,0,79.17,0,150.35,56.1,6.8,57.19,0,0,0,175.07,0,0,24.05,0,0,0,0,0,0

15,03:30-03:45,15.66,10.18,106.3,0,0,0,0,0,56.22,4.98,42.38,10.29,8.47,0,29.22,0,10.09,111.93,0,0,0,0,47.26,12.6,40.73,33.91,0,0,34.22,0,13.83,42.68,0,0.7,0,38.86,0,1.67,0,23.38,10.49,0,0,0,66.26,122.54,88.85,0,25.26,402.26,0,0,1.12,0,0,11.51,25,127.92,0,79.17,0,150.35,56.1,6.8,57.19,0,0,0,175.07,0,0,24.05,0,0,0,0,0,0

16,03:45-04:00,16.31,10.18,106.3,0,0,0,0,0,56.22,4.98,42.38,10.29,8.47,0,29.22,0,10.09,110.9,0,0,0,0,47.26,12.6,40.73,33.91,0,0,34.22,0,13.83,42.68,0,0.7,0,38.86,0,1.67,0,23.38,10.49,0,0,0,66.26,122.54,88.85,0,25.26,402.26,0,0,1.12,0,0,11.51,25,127.92,0,79.17,0,150.35,56.1,6.8,57.19,0,0,0,175.07,0,0,24.05,0,0,0,0,0,0

17,04:00-04:15,16.36,12.95,106.3,0,0,0,0,0,56.22,4.98,42.38,10.29,8.47,0,35.3,0,10.09,114.99,0,0,0,0,47.26,12.6,40.73,33.91,0,0,34.22,0,17.43,42.68,0,0.7,0,38.86,0,1.67,0,28.41,13.32,0,0,0,66.26,122.54,88.85,0,25.26,402.26,0,0,1.12,0,0,11.51,29.44,127.92,0,79.17,0,150.35,56.1,6.8,57.19,0,0,0,175.07,0,0,24.05,0,0,0,0,0,0

18,04:15-04:30,16.52,12.95,106.3,0,0,0,0,0,56.22,4.98,42.38,10.29,8.47,0,35.3,0,10.09,114.99,0,0,0,0,47.26,12.6,40.73,33.91,0,0,34.22,0,17.43,42.68,0,0.7,0,38.86,0,1.67,0,28.41,13.32,0,0,0,66.26,122.54,88.85,0,25.26,402.26,0,0,1.12,0,0,11.51,29.44,127.92,0,79.17,0,150.35,56.1,6.8,57.19,0,0,0,175.07,0,0,24.05,0,0,0,0,0,0

19,04:30-04:45,18.25,16.12,106.3,0,0,0,0,0,56.22,4.98,42.38,10.29,8.47,0,35.3,0,10.09,114.99,0,0,0,0,47.26,12.6,40.73,33.91,0,0,34.22,0,13.83,42.68,0,0.7,0,38.86,0,1.67,0,23.38,10.49,0,0,0,66.26,122.54,88.85,0,25.26,402.26,0,0,1.12,0,0,11.51,29.44,127.92,0,79.17,0,150.35,56.1,6.8,57.19,0,0,0,175.07,0,0,24.05,0,0,0,0,0,0

20,04:45-05:00,18.89,13.35,106.3,0,0,0,0,0,56.22,4.98,42.38,10.29,8.47,0,29.22,0,10.09,114.99,0,0,0,0,47.26,12.6,40.73,33.91,0,0,34.22,0,13.83,42.68,0,0.7,0,38.86,0,1.67,0,23.38,10.49,0,0,0,66.26,122.54,88.85,0,25.26,402.26,0,0,1.12,0,0,11.51,29.44,127.92,0,79.17,0,135.19,56.1,6.8,57.19,0,0,0,175.07,0,0,24.05,0,0,0,0,0,0

21,05:00-05:15,21.71,13.35,106.3,0,0,0,0,0,56.22,32.13,42.38,10.29,8.47,0,29.22,0,10.09,114.99,0,0,0,0,47.26,12.6,40.73,33.91,0,0,34.22,0,17.48,42.68,0,0.7,0,29.14,0,1.67,0,28.31,13.36,0,0,0,66.26,122.54,88.85,0,25.26,402.26,0,0,1.12,0,0,11.51,29.44,127.92,0,79.17,0,149.4,56.1,6.8,57.19,0,0,0,175.07,0,0,24.05,0,0,0,0,0,0

22,05:15-05:30,24.15,13.35,106.3,0,0,0,0,0,56.22,4.98,42.38,10.29,8.47,0,29.22,0,10.09,114.99,0,0,0,0,47.26,12.6,40.73,33.91,0,0,34.22,0,17.48,42.68,0,0.7,0,19.43,0,1.67,0,28.31,13.36,0,0,0,66.26,122.54,88.85,0,25.26,402.26,0,0,1.12,0,0,11.51,29.15,127.92,0,79.17,0,150.35,56.1,6.8,57.19,0,0,0,175.07,0,0,24.05,0,0,0,0,0,0

23,05:30-05:45,24.15,13.35,106.3,0,0,0,0,0,56.22,4.98,42.38,10.29,8.47,0,29.22,0,10.09,114.99,0,0,0,0,47.26,12.6,40.73,33.91,0,0,34.22,0,17.48,42.68,0,0.7,0,19.43,0,1.67,0,28.31,13.36,0,0,0,66.26,122.54,88.85,0,25.26,402.26,0,0,1.12,0,0,11.51,29.15,127.92,0,79.17,0,150.35,56.1,6.8,57.19,0,0,0,175.07,0,0,24.05,0,0,0,0,0,0

24,05:45-06:00,20,13.35,106.3,0,0,0,0,0,56.22,4.98,42.38,10.29,8.47,0,29.22,0,10.09,114.99,0,0,0,0,47.26,12.6,40.73,33.91,0,0,34.22,0,17.48,42.68,0,0.7,0,9.71,0,1.67,0,28.31,13.36,0,0,0,66.26,122.54,88.85,0,25.26,402.26,0,0,1.12,0,0,11.51,29.15,127.92,0,79.17,0,150.35,56.1,6.8,57.19,0,0,0,175.07,0,0,24.05,0,0,0,0,0,0

25,06:00-06:15,19.12,13.35,106.3,0,0,0,0,0,56.22,4.98,42.38,10.29,8.47,0,29.22,0,10.09,114.99,0,0,0,0,47.26,12.6,40.73,33.91,0,0,34.22,0,17.48,44.81,0,0.7,0,0,0,1.67,0,28.31,13.71,0,0,0,66.26,122.54,88.85,0,25.26,402.26,0,0,1.12,0,0,11.51,28.55,127.92,0,79.17,0,150.35,56.1,6.8,57.19,0,0,0,175.07,0,0,24.05,0,0,0,0,0,0

26,06:15-06:30,23.65,13.35,106.3,0,0,0,0,0,56.22,4.98,42.38,10.29,8.47,0,29.22,0,10.09,114.99,0,0,0,0,47.26,12.6,40.73,33.91,0,0,34.22,0,17.48,44.81,0,0.7,0,0,0,1.67,0,28.31,13.71,0,0,0,66.26,122.54,88.85,0,25.26,402.26,0,0,1.12,0,0,11.51,28.55,127.92,0,79.17,0,150.35,56.1,6.8,57.19,0,0,0,175.07,0,0,24.05,0,0,0,0,0,0

27,06:30-06:45,24.15,13.35,106.3,0,0,0,0,0,56.22,4.98,42.38,10.29,8.47,0,29.22,0,10.09,114.14,0,0,0,0,47.26,12.6,40.73,33.91,0,0,32.66,0,17.48,44.81,0,0.7,0,0,0,1.67,0,28.31,13.71,0,0,0,66.26,122.54,88.85,0,25.26,402.26,0,0,1.12,0,0,11.51,28.55,127.92,0,79.17,0,150.35,56.1,6.8,57.19,0,0,0,175.07,0,0,24.05,0,0,0,0,0,0

28,06:45-07:00,19.22,13.35,106.3,0,0,0,0,0,56.22,4.98,42.38,10.29,8.47,0,29.22,0,10.09,112.7,0,0,0,0,47.26,12.6,40.73,33.91,0,0,32.66,0,17.48,44.81,0,0.7,0,0,0,1.67,0,28.31,13.71,0,0,0,66.26,122.54,88.85,0,25.26,402.26,0,0,1.12,0,0,11.51,28.55,127.92,0,79.17,0,150.35,56.1,6.8,57.19,0,0,0,175.07,0,0,24.05,0,0,0,0,0,0

29,07:00-07:15,20.8,11.4,106.3,0,0,0,0,0,56.22,4.98,42.38,10.29,8.47,0,26.39,0,10.09,97.55,0,0,0,0,47.26,12.6,40.73,33.91,0,0,32.66,0,13.83,44.81,0,0.7,0,0,0,1.67,0,23.38,10.49,0,0,0,66.26,120.08,86.86,0,25.26,402.26,0,0,1.12,0,0,11.51,27.98,125.21,0,79.17,0,145.78,56.1,6.8,57.19,0,0,0,175.07,0,0,24.05,0,0,0,0,0,0

30,07:15-07:30,19.7,10.18,106.3,0,0,0,0,0,56.22,4.98,42.38,10.29,8.47,0,24.66,0,10.09,94.62,0,0,0,0,47.26,12.6,40.73,33.91,0,0,32.66,0,13.83,44.81,0,0.7,0,0,0,1.67,0,23.38,10.49,0,0,0,66.26,120.08,86.86,0,25.26,402.26,0,0,1.12,0,0,11.51,28.73,125.21,0,79.17,0,145.78,56.1,6.8,57.19,0,0,0,175.07,0,0,24.05,0,0,0,0,0,0

31,07:30-07:45,21.35,13.35,106.3,0,0,0,0,0,56.22,4.98,42.38,10.29,8.47,0,29.22,0,10.09,114.99,0,0,0,0,47.26,12.6,40.73,33.91,0,0,32.66,0,13.83,44.81,0,0.7,0,0,0,1.67,0,23.38,10.49,0,0,0,66.26,120.08,86.86,0,25.26,402.26,0,0,1.12,0,0,11.51,30.6,125.21,0,79.17,0,145.78,56.1,6.8,57.19,0,0,0,175.07,0,0,24.05,0,0,0,0,0,0

32,07:45-08:00,17.29,13.35,106.3,0,0,0,0,0,56.22,4.98,42.38,10.29,8.47,0,29.22,0,10.09,114.99,0,0,0,0,47.26,12.6,40.73,33.91,0,0,32.66,0,13.83,44.81,0,0.7,0,0,0,1.67,0,23.38,10.49,0,0,0,66.26,120.08,86.86,0,25.26,402.26,0,0,1.12,0,0,11.51,30.6,125.21,0,79.17,0,145.78,56.1,6.8,57.19,0,0,0,175.07,0,0,24.05,0,0,0,0,0,0

33,08:00-08:15,18,10.18,106.3,0,0,0,0,0,56.22,4.98,42.38,10.29,8.47,0,26.11,0,10.09,101.11,0,0,0,0,47.26,12.6,40.73,33.91,0,0,32.66,0,13.83,44.81,0,0.7,0,0,0,1.67,0,23.38,10.49,0,0,0,66.26,120.08,86.86,0,25.26,402.26,0,0,1.12,0,0,11.51,30.6,125.21,0,79.17,0,145.78,56.1,6.8,57.19,0,0,0,175.07,0,0,24.05,0,0,0,0,0,0

34,08:15-08:30,18.86,10.18,106.3,0,0,0,0,0,56.22,4.98,42.38,10.29,8.47,0,26.11,0,10.09,96.33,0,0,0,0,47.26,12.6,40.73,33.91,0,0,32.66,0,13.83,44.81,0,0.7,0,0,0,1.67,0,23.38,10.49,0,0,0,66.26,120.08,86.86,0,25.26,402.26,0,0,1.12,0,0,11.51,30.6,125.21,0,79.17,0,145.78,56.1,6.8,57.19,0,0,0,175.07,0,0,24.05,0,0,0,0,0,0

35,08:30-08:45,17.35,10.18,106.3,0,0,0,0,0,56.22,4.98,42.38,10.29,8.47,0,26.11,0,10.09,101.11,0,0,0,0,47.26,12.6,40.73,33.91,0,0,32.66,0,13.83,50.6,0,0.7,0,0,0,1.67,0,23.38,10.49,0,0,0,66.26,120.08,86.86,0,25.26,402.26,0,0,1.12,0,0,11.51,30.6,125.21,0,79.17,0,145.78,56.1,6.8,57.19,0,0,0,175.07,0,0,24.05,0,0,0,0,0,0

36,08:45-09:00,19.31,10.18,106.3,0,0,0,0,0,56.22,4.98,42.38,10.29,8.47,0,26.11,0,10.09,101.11,0,0,0,0,47.26,12.6,40.73,33.91,0,0,32.66,0,13.83,50.6,0,0.7,0,0,0,1.67,0,23.38,10.49,0,0,0,66.26,120.08,86.86,0,25.26,402.26,0,0,1.12,0,0,11.51,30.6,125.21,0,79.17,0,145.78,56.1,6.8,57.19,0,0,0,175.07,0,0,24.05,0,0,0,0,0,0

37,09:00-09:15,18.44,10.18,106.3,0,0,0,0,0,56.22,4.98,42.38,10.29,8.47,0,26.11,0,10.09,102.38,0,0,0,0,47.26,12.6,40.73,33.91,0,0,32.66,0,13.83,50.6,0,0.7,0,0,0,1.67,0,23.38,10.49,0,0,0,66.26,120.08,86.86,0,25.26,402.26,0,0,1.12,0,0,11.51,30.6,125.21,0,79.17,0,145.78,56.1,6.8,57.19,0,0,0,175.07,0,0,24.05,0,0,0,0,0,0

38,09:15-09:30,17.25,10.18,106.3,0,0,0,0,0,56.22,4.98,42.38,10.29,8.47,0,26.11,0,10.09,102.38,0,0,0,0,47.26,12.6,40.73,33.91,0,0,32.66,0,13.83,50.6,0,0.7,0,0,0,1.67,0,23.38,10.49,0,0,0,66.26,120.08,86.86,0,25.26,402.26,0,0,1.12,0,0,11.51,30.6,125.21,0,79.17,0,145.78,56.1,6.8,57.19,0,0,0,175.07,0,0,24.05,0,0,0,0,0,0

39,09:30-09:45,17.69,10.18,106.3,0,0,0,0,0,56.22,4.98,42.38,10.29,8.47,0,26.11,0,10.09,102.38,0,0,0,0,47.26,6.3,40.73,33.91,0,0,32.66,0,13.83,45.88,0,0.7,0,0,0,1.67,0,23.38,10.49,0,0,0,66.26,120.08,86.86,0,25.26,400.09,0,0,1.12,0,0,11.51,30.6,125.21,0,79.17,0,145.78,56.1,6.8,57.19,0,0,0,175.07,0,0,24.05,0,0,0,0,0,0

40,09:45-10:00,18.92,10.18,106.3,0,0,0,0,0,56.22,4.98,42.38,10.29,8.47,0,26.11,0,10.09,102.38,0,0,0,0,47.26,6.3,40.73,33.91,0,0,32.66,0,13.83,45.88,0,0.7,0,0,0,1.67,0,23.38,10.49,0,0,0,66.26,120.08,86.86,0,25.26,400.09,0,0,1.12,0,0,11.51,30.6,125.21,0,79.17,0,145.78,56.1,6.8,57.19,0,0,0,175.07,0,0,24.05,0,0,0,0,0,0

41,10:00-10:15,19.27,12.83,106.3,0,0,0,0,0,56.22,4.98,42.38,10.29,8.47,0,30.54,0,10.09,96.95,0,0,0,0,47.26,6.3,27.16,33.91,0,0,32.66,0,13.83,45.88,0,0.7,0,0,0,1.67,0,23.38,10.49,0,0,0,66.26,120.08,86.86,0,25.26,400.09,0,0,1.12,0,0,11.51,30.6,125.21,0,79.17,0,131.97,42.26,6.8,57.19,0,0,0,175.07,0,0,24.05,0,0,0,0,0,0

42,10:15-10:30,17.02,12.83,106.3,0,0,0,0,0,56.22,4.98,42.38,10.29,8.47,0,30.54,0,10.09,96.95,0,0,0,0,47.26,6.3,13.58,33.91,0,0,32.66,0,13.83,45.88,0,0.7,0,0,0,1.67,0,23.38,10.49,0,0,0,66.26,120.08,86.86,0,25.26,400.09,0,0,1.12,0,0,11.51,30.6,125.21,0,79.17,0,130.62,42.26,6.8,57.19,0,0,0,175.07,0,0,24.05,0,0,0,0,0,0

43,10:30-10:45,16.84,12.83,106.3,0,0,0,0,0,56.22,4.98,42.38,10.29,8.47,0,30.54,0,10.09,96.95,0,0,0,0,47.26,6.3,0,33.91,0,0,32.66,0,17.26,45.88,0,0.7,0,0,0,1.67,0,28.25,13.2,0,0,0,66.26,120.08,86.86,0,25.26,400.09,0,0,1.12,0,0,11.51,30.6,125.21,0,79.17,0,130.62,42.26,6.8,57.19,0,0,0,175.07,0,0,24.05,0,0,0,0,0,0

44,10:45-11:00,17.03,12.83,106.3,0,0,0,0,0,56.22,4.98,42.38,10.29,8.47,0,30.54,0,10.09,96.95,0,0,0,0,47.26,6.3,0,33.91,0,0,32.66,0,17.26,45.88,0,0.7,0,0,0,1.67,0,28.25,13.2,0,0,0,66.26,120.08,86.86,0,25.26,400.09,0,0,1.12,0,0,11.51,30.6,125.21,0,79.17,0,130.62,42.26,6.8,57.19,0,0,0,175.07,0,0,24.05,0,0,0,0,0,0

45,11:00-11:15,17.88,12.83,106.3,0,0,0,0,0,56.22,4.98,42.38,10.29,8.47,0,35.3,0,10.09,114.99,0,0,0,0,47.26,6.3,0,33.91,0,0,38.88,0,17.26,44.81,0,0.7,0,0,0,1.67,0,28.25,13.2,0,0,0,66.26,120.08,86.86,0,25.26,396.82,0,0,1.12,0,0,11.51,30.6,125.21,0,79.17,0,130.62,42.26,6.8,57.19,0,0,0,175.07,0,0,24.05,0,0,0,0,0,0

46,11:15-11:30,17.69,12.83,106.3,0,0,0,0,0,56.22,4.98,42.38,10.29,8.47,0,35.3,0,10.09,114.99,0,0,0,0,47.26,6.3,0,33.91,0,0,38.88,0,17.26,44.81,0,0.7,0,0,0,1.67,0,28.25,13.2,0,0,0,66.26,120.08,86.86,0,25.26,396.82,0,0,1.12,0,0,11.51,30.6,125.21,0,79.17,0,130.62,42.26,6.8,57.19,0,0,0,175.07,0,0,24.05,0,0,0,0,0,0

47,11:30-11:45,17.66,12.83,118.38,0,0,0,0,0,56.22,4.98,42.38,10.29,8.47,0,35.3,0,10.09,114.99,0,0,0,0,47.26,6.3,0,33.91,0,0,38.88,0,17.26,44.81,0,0.7,0,0,0,1.67,0,28.25,13.2,0,0,0,66.26,120.08,86.86,0,25.26,396.82,0,0,1.12,0,0,11.51,30.6,125.21,0,79.17,0,130.62,42.26,6.8,57.19,0,0,0,175.07,0,0,24.05,0,0,0,0,0,0

48,11:45-12:00,18.23,12.95,118.38,0,0,0,0,0,56.22,4.98,42.38,10.29,8.47,0,35.3,0,10.09,114.99,0,0,0,0,47.26,6.3,0,33.91,0,0,38.88,0,17.26,44.81,0,0.7,0,0,0,1.67,0,28.25,13.2,0,0,0,66.26,120.08,86.86,0,25.26,396.82,0,0,1.12,0,0,11.51,30.6,125.21,0,79.17,0,130.62,42.26,6.8,57.19,0,0,0,175.07,0,0,24.05,0,0,0,0,0,0

49,12:00-12:15,19.59,12.95,118.87,0,0,0,0,0,56.22,4.98,42.38,10.29,8.47,0,35.3,0,10.09,114.99,0,0,0,0,47.26,6.3,0,33.91,0,0,32.66,0,17.26,44.81,0,0.7,0,0,0,1.67,0,28.25,13.2,0,0,0,66.26,120.08,86.86,0,25.26,396.82,0,0,1.12,0,0,11.51,31.17,125.21,0,79.17,0,130.62,42.26,6.8,57.19,0,0,0,175.07,0,0,24.05,0,0,0,0,0,0

50,12:15-12:30,21.28,12.95,118.87,0,0,0,0,0,56.22,4.98,42.38,10.29,8.47,0,35.3,0,10.09,114.99,0,0,0,0,47.26,6.3,0,33.91,0,0,32.66,0,17.26,44.81,0,0.7,0,0,0,1.67,0,28.12,13.32,0,0,0,66.26,120.08,86.86,0,25.26,396.82,0,0,1.12,0,0,11.51,31.17,125.21,0,79.17,0,130.62,42.26,6.8,57.19,0,0,0,175.07,0,0,24.05,0,0,0,0,0,0

51,12:30-12:45,18.69,16.76,118.87,0,0,0,0,0,56.22,4.98,42.38,10.29,8.47,0,44,0,10.09,143.32,0,0,0,0,47.26,6.3,0,33.91,0,0,32.66,0,17.43,44.81,0,0.7,0,0,0,2.09,0,28.41,13.32,0,0,0,66.26,120.08,86.86,0,25.26,396.82,0,0,1.12,0,0,11.51,31.17,125.21,0,79.17,0,145.78,42.26,6.8,51.98,0,0,0,175.07,0,0,24.05,0,0,0,0,0,0

52,12:45-13:00,20.5,16.76,118.87,0,0,0,0,0,56.22,4.98,42.38,10.29,8.47,0,44,0,10.09,143.32,0,0,0,0,47.26,6.3,0,33.91,0,0,32.66,0,17.43,44.81,0,0.7,0,0,0,2.5,0,28.41,13.32,0,0,0,66.26,120.08,86.86,0,25.26,396.82,0,0,1.12,0,0,11.51,31.17,125.21,0,79.17,0,145.78,42.26,6.8,51.98,0,0,0,175.07,0,0,24.05,0,0,0,0,0,0

