Column1,Time,NR/22102023/11042047/L_NR_2021_16,NR/22102023/11042047/L_NR_2021_17,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/22052037/LT-59,GNA/NR/2024/12/01/2197,GNA/WR/2024/10/15/7089,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2024/12/01/1475,NR/30092023/31122025/SH-07,GNA/NR/2024/12/01/1899,NR/01102023/05012040/L_NR_2020_02,NR/01102023/06022042/L_NR_2012_02,GNA/NR/2024/12/01/1599,GNA/NR/2024/12/01/7739,NR/01102023/19072037/LT-05,NR/01102023/30042040/GNA_LT_36,GNA/WR/2024/11/01/4200,NR/01102023/31052040/LT-31,GNA/NR/2024/12/01/1766,GNA/SR/2024/12/01/6968,NR/01102023/31102037/L_NR_2019_11,NR/01102023/30042040/GNA_LT_35,GNA/NR/2024/12/01/3428,NR/30092023/26122029/SH-06,NR/01102023/15082037/GNA_NR_2012_01,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/01102023/L_NR_2020_06,WR/01102023/01102023/L_NR_2022_09,NR/26072023/31072042/L_NR_2023_07,WR/01102023/29112042/RUMS(L_NR_2019_07),L_NR_2019_19,WR/01102023/29112042/L_NR_2019_05,WR/01102023/24112044/L_NR_2020_07,WR/01102023/30052048/L_NR_2022_10,WR/01102023/16072048/L_NR_2022_08,WR/01102023/31032046/L_NR_2020_05,NR/26072023/25122043/L_NR_2023_10,NR/01102023/25072045/L_NR_2021_15,NR/01102023/13082046/L_NR_2021_12,NR/01102023/08032047/L_NR_2021_14,NR/01102023/02122045/L_NR_2021_13,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/06022042/L_NR_2012_07,SR/01102023/07102043/L_NR_2018_61
7,01:30-01:45,0,0,74.79,0.77,25.97,0,1.92,25.97,0,8.66,1.66,92.98,95.13,31.71,70.13,0,0,0,25.97,150,1.22,0,8.66,0,81.75,0,16.5,33,0,0,0,0,16.5,33,11,49.5,0,0,0,0,0,25.23,0,16.21

8,01:45-02:00,0,0,74.79,0.77,25.97,0,1.92,25.97,0,8.66,1.66,92.98,95.13,31.71,70.13,0,0,0,25.97,150,1.22,0,8.66,0,86.56,0,16.33,29.67,0,0,0,0,16.33,29.66,10.67,49.01,0,0,0,0,0,25.23,0,16.01

9,02:00-02:15,0,0,74.79,0.69,25.97,0,1.92,25.97,0,8.66,1.66,92.98,95.13,31.71,70.13,0,0,0,25.97,150,1.22,0,8.66,0,86.56,0,16,28,0,0,0,0,16,28,10,48,0,0,0,0,0,25.23,0,16.01

10,02:15-02:30,0,0,74.79,0.69,25.97,0,1.92,25.97,0,8.66,1.66,92.98,95.13,31.71,70.13,0,0,0,25.97,150,1.22,0,8.66,0,91.37,0,15.5,27.33,0,0,0,0,15.5,27.34,9.33,46.5,0,0,0,0,0,24.73,0,15.81

11,02:30-02:45,0,0,74.79,0.69,25.97,0,1.92,25.97,0,8.66,1.66,92.98,95.13,31.71,70.13,0,0,0,25.97,150,1.22,0,8.66,0,72.14,0,15,26.67,0,0,0,0,15,26.66,8.67,45,0,0,0,0,0,24.73,0,15.61

12,02:45-03:00,0,0,74.79,0.69,25.97,0,1.92,25.97,0,8.66,1.66,92.98,95.13,31.71,70.13,0,0,0,25.97,150,1.22,0,8.66,0,72.14,0,14.17,26.67,0,0,0,0,14.17,26.66,8.33,42.49,0,0,0,0,0,24.73,0,15.41

13,03:00-03:15,0,0,74.79,0.69,25.97,0,1.84,25.97,0,8.66,1.66,92.98,95.13,31.71,70.13,0,0,0,25.97,150,1.22,0,8.66,0,76.94,0,13.67,26,0,0,0,0,13.67,26,8,40.99,0,0,0,0,0,24.73,0,15.41

14,03:15-03:30,0,0,74.79,0.69,25.97,0,1.84,25.97,0,8.66,1.66,92.98,95.13,31.71,70.13,0,0,0,25.97,150,1.22,0,8.66,0,76.94,0,13,25.33,0,0,0,0,13,25.34,8.33,39,0,0,0,0,0,24.73,0,15.21

15,03:30-03:45,0,0,74.79,0.69,25.97,0,1.84,25.97,0,8.66,1.66,92.98,95.13,31.71,70.13,0,0,0,25.97,150,1.22,0,8.66,0,76.94,0,14.17,26.67,0,0,0,0,14.17,26.66,8.33,42.49,0,0,0,0,0,24.73,0,15.41

16,03:45-04:00,0,0,74.79,0.69,25.97,0,1.84,25.97,0,8.66,1.66,92.98,95.13,31.71,70.13,0,0,0,25.97,150,1.22,0,8.66,0,76.94,0,14,26.67,0,0,0,0,14,26.66,8.67,42,0,0,0,0,0,24.73,0,15.41

17,04:00-04:15,0,0,74.79,0.69,25.97,0,1.84,25.97,0,8.66,1.62,92.98,95.13,31.71,70.13,0,0,0,25.97,150,1.22,0,8.66,0,72.14,0,13.83,26,0,0,0,0,13.83,26,8.67,41.51,0,0,0,0,0,24.73,0,9

18,04:15-04:30,0,0,74.79,0.69,25.97,0,1.84,25.97,0,8.66,1.62,92.98,95.13,31.71,70.13,0,0,0,25.97,150,1.22,0,8.66,0,76.94,0,13.67,25.33,0,0,0,0,13.67,25.34,9,40.99,0,0,0,0,0,24.22,0,9

19,04:30-04:45,0,0,74.79,0.69,25.97,0,1.84,25.97,0,8.66,1.62,92.98,95.13,31.71,70.13,0,0,0,25.97,150,1.22,0,8.66,0,67.33,0,18.33,29.67,0,0,0,0,18.33,29.66,9,55.01,0,0,0,0,0,24.22,0,9

20,04:45-05:00,0,0,74.79,0.69,25.97,0,1.84,25.97,0,8.66,1.62,92.98,95.13,31.71,70.13,0,0,0,25.97,150,1.22,0,8.66,0,62.52,0,18.33,28,0,0,0,0,18.33,28,8.67,55.01,0,0,0,0,0,24.22,0,8.6

21,05:00-05:15,0,0,74.79,0.69,25.97,0,1.84,25.97,0,8.66,1.62,92.98,95.13,31.71,70.13,0,0,0,25.97,150,1.14,0,8.66,0,62.52,0,18,27.33,0,0,0,0,18,27.34,8.33,54,0,0,0,0,0,24.22,0,8.2

22,05:15-05:30,0,0,96.18,0.69,25.97,0,1.84,25.97,0,8.66,1.62,92.98,95.13,31.71,70.13,0,0,0,25.97,150,1.14,0,8.66,0,62.52,0,17.67,26.67,0,0,0,0,17.67,26.66,8,52.99,0,0,0,0,0,24.22,0,8

23,05:30-05:45,0,0,115.42,0.69,25.97,0,1.84,25.97,0,8.66,1.62,92.98,95.13,31.71,70.13,0,0,0,25.97,150,1.14,0,8.66,0,100.2,0,17.33,29.67,0,0,0,0,17.33,29.66,8,52.01,0,0,0,0,0,24.22,0,7.8

24,05:45-06:00,0,0,135.27,0.69,25.97,0,1.84,25.97,0,8.66,1.62,112.18,95.13,31.71,70.13,0,0,0,25.97,150,1.14,0,8.66,0,100.2,0,17,29,0,0,0,0,17,29,8,51,0,0,0,0,0,24.22,0,7.4

25,06:00-06:15,0,0,135.27,0.69,28.85,0,1.92,28.85,0,8.66,1.62,130.56,0,0,65.99,0,0,0,28.85,150,1.14,0,8.66,0,100.2,0,16.67,24.33,0,0,0,0.71,16.67,24.34,9,49.99,0,0,0,0,0,24.22,0,7

26,06:15-06:30,0,0,135.27,0.69,28.85,0,1.92,28.85,0,8.66,1.62,130.56,0,0,65.99,0,0,0,28.85,150,1.14,0,8.66,0,100.2,0,16.5,24,0,0,0,1.32,16.5,24,9,49.5,0,0,0,0,0,24.22,0,7

27,06:30-06:45,0,0,135.27,0.69,31.74,0,1.92,31.74,0,8.66,1.62,130.56,0,0,65.99,0.11,0,0.11,31.74,150,1.14,0.11,8.66,0,100.2,0.19,16.33,20.67,0,1,0,3.05,16.33,20.66,9,49.01,0,0,0,0,0,24.22,0,7

28,06:45-07:00,0,0,135.27,0.69,31.74,0,1.92,31.74,0,8.66,1.62,130.56,0,0,65.99,0.23,0,0.23,31.74,150,1.14,0.23,8.66,0,100.2,3.82,16,20.67,0,6,0,6.16,16,20.66,9.33,48,0,0,0,0,0,24.22,0,7

29,07:00-07:15,1,0,135.27,0.69,31.74,0,1.84,31.74,0,8.66,1.62,130.56,0,0,82.94,0.55,0,0.54,31.74,150,1.14,0.54,8.66,0,100.2,14.05,15.83,25.33,1,11,2.9,14.85,15.83,25.34,9,47.51,0,0,0.58,2,0.11,22.71,0,21.01

30,07:15-07:30,2,1,135.27,0.69,31.74,0,1.84,31.74,0,8.66,1.62,130.56,0,0,115,0.95,0,0.93,31.74,150,1.14,0.93,8.66,0,100.2,25.99,15.83,25.33,4,18,11.95,25.65,15.83,25.34,8.67,47.51,1,1,2.68,3,0.54,22.71,0,21.81

31,07:30-07:45,5,3,135.27,0.69,34.62,0,1.84,34.62,0,8.66,1.62,130.56,0,0,115,1.35,0,1.32,34.62,150,1.14,1.32,8.66,0,100.2,28.25,20.83,25,7,24,21.7,28.25,20.83,25,8.33,62.51,3,2,5.89,6,1.18,0,0,22.61

32,07:45-08:00,8,4,135.27,0.69,34.62,0,1.84,34.62,0,8.66,1.62,130.56,0,0,115,1.8,0,1.77,34.62,150,1.14,1.77,8.66,0,100.2,27.5,20.83,24.67,11,27.5,30.87,27.5,20.83,24.66,8,62.51,4,4,16.69,8,3.34,0,0,23.61

33,08:00-08:15,18,9,135.27,0.69,36.55,0,1.84,36.55,0,11.54,1.62,130.56,0,0,115,2.46,0,2.4,36.55,150,1.14,2.4,11.54,0,100.2,30.4,19.33,24,28,30.4,41.71,30.4,19.33,24,7.67,58.01,12,6,32.68,15,6.54,0,0,21.01

34,08:15-08:30,27,13,135.27,0.69,36.55,0,1.84,36.55,0,11.54,1.62,130.56,0,0,115,3.15,0,3.08,36.55,150,1.14,3.08,11.54,0,100.2,30.73,19,23.33,42,30.73,54.19,30.74,19,23.34,7.33,57,18,11,54.06,23,10.81,0,0,21.01

35,08:30-08:45,39,19,135.27,0.69,36.55,0,1.84,36.55,0,11.54,1.62,130.56,0,0,115,3.93,0,3.84,36.55,150,1.14,3.84,11.54,0,100.2,30.73,18.67,22.67,63,30.73,67.08,30.74,18.67,22.66,7,55.99,27,17,76.71,30,15.34,0,0,21.21

36,08:45-09:00,46,23,135.27,0.69,36.55,0,1.84,36.55,0,11.54,1.62,130.56,0,0,115,4.78,0,4.67,36.55,150,1.14,4.67,11.54,0,100.2,31.13,18,21.67,81,31.13,79.33,31.14,18,21.66,6.67,54,34,22,98.74,42,19.75,0,0,21.41

37,09:00-09:15,55,28,135.27,0.77,28.85,0,1.84,28.85,0,8.66,1.66,130.56,0,0,115,5.95,0,5.8,28.85,150,1.14,5.8,8.66,0,100.2,31.13,16.83,25,102,31.13,90.4,31.14,16.83,25,6.67,50.51,43,26,121.03,52,24.2,0,0,21.81

38,09:15-09:30,63,32,135.27,0.77,28.85,0,1.84,28.85,0,8.66,1.66,130.56,0,0,115,7.39,0,7.22,28.85,150,1.14,7.22,8.66,0,100.2,31.13,13.67,23.33,119,31.13,100.04,31.14,13.67,23.34,6.67,40.99,51,29,142.02,60,28.4,0,0,22.21

39,09:30-09:45,69,35,135.27,0.77,28.85,0,1.84,28.85,0,8.66,1.66,130.56,0,0,115,8.84,0,8.62,28.85,150,1.14,8.62,8.66,0,100.2,31.13,13.33,20,126,31.13,108.76,31.14,13.33,20,6.67,40.01,54,32,162.44,63,32.49,0,0,22.61

40,09:45-10:00,76,38,135.27,0.77,28.85,0,1.84,28.85,0,8.66,1.66,130.56,0,0,115,10.7,0,10.44,28.85,150,1.14,10.44,8.66,0,100.2,31.13,11.67,16.67,140,31.13,116.47,31.14,11.67,16.66,6.67,34.99,60,34,180.96,72,36.19,0,0,23.01

41,10:00-10:15,83,42,135.27,0.77,28.85,0,1.84,28.85,0,8.66,1.66,130.56,0,0,115,12.29,0,11.99,28.85,150,1.14,11.99,8.66,0,100.2,31.13,10,15,154,31.13,123.16,31.14,10,15,9,30,66,37,203,79,40.6,0,0,22.01

42,10:15-10:30,87,43,135.27,0.77,28.85,0,1.84,28.85,0,8.66,1.66,130.56,0,0,115,13.1,0,12.79,28.85,150,1.14,12.79,8.66,0,100.2,31.13,8.33,15,165,31.13,128.69,31.14,8.33,15,8.33,25.01,70,39,217.13,83,43.43,0,0,22.41

43,10:30-10:45,91,46,135.27,0.77,28.85,0,1.84,28.85,0,8.66,1.66,130.56,0,0,106.52,13.83,0,13.49,28.85,150,1.14,13.49,8.66,0,100.2,31.13,12.67,20,172,31.13,133.13,31.14,12.67,20,8,37.99,73,41,229.24,89,45.85,0,0,23.41

44,10:45-11:00,95,48,135.27,0.77,28.85,0,1.84,28.85,0,8.66,1.66,111.36,0,0,98.04,14.46,0,14.11,28.85,150,1.14,14.11,8.66,0,100.2,31.13,12,19.33,179,31.13,136.75,31.14,12,19.34,7.33,36,76,42,239.25,93,47.85,0,0,23.61

45,11:00-11:15,97,48,135.27,0.77,25.97,0,1.84,25.97,0,8.66,1.71,111.36,0,0,89.55,14.87,0,14.51,25.97,150,1.14,14.51,8.66,0,100.2,31.13,11.33,18.33,186,31.13,139.5,31.14,11.33,18.34,7.33,34.01,79,44,241.67,94,48.33,0,0,24.01

46,11:15-11:30,98,49,135.27,0.77,25.97,0,1.84,25.97,0,8.66,1.71,130.56,0,0,81.07,15.58,0,15.2,25.97,150,1.14,15.2,8.66,0,100.2,31.13,10.67,17.33,193,31.13,141.72,31.14,10.67,17.34,7.33,31.99,82,45,241.67,95,48.33,0,0,25.01

47,11:30-11:45,99,49,135.27,0.77,25.97,0,1.84,25.97,0,8.66,1.71,130.56,0,0,72.59,15.58,0,15.2,25.97,150,1.14,15.2,8.66,0,100.2,31.13,10,17.33,200,31.13,143.28,31.14,10,17.34,6.67,30,85,45,241.67,96,48.33,0,0,25.01

48,11:45-12:00,99,49,135.27,0.77,25.97,0,1.84,25.97,0,8.66,1.71,111.36,0,0,70.13,15.58,0,15.2,25.97,150,1.14,15.2,8.66,0,100.2,31.13,9.17,18.33,200,31.13,144.19,31.14,9.17,18.34,6.67,27.49,85,46,241.67,96,48.33,0,0,25.01

49,12:00-12:15,99,49,135.27,0.77,25.97,0,1.84,25.97,0,8.66,1.71,111.36,0,0,70.13,15.58,0,15.2,25.97,150,1.22,15.2,8.66,0,100.2,31.13,9.17,17.67,200,31.13,144.46,31.14,9.17,17.66,6.67,27.49,85,46,241.67,96,48.33,0,0,28.01

50,12:15-12:30,99,49,135.27,0.77,25.97,0,1.84,25.97,0,8.66,1.71,111.36,0,0,70.13,15.58,0,15.2,25.97,150,1.22,15.2,8.66,0,100.2,31.13,9.17,18.33,200,31.13,143.68,31.14,9.17,18.34,6.67,27.49,85,47,241.67,96,48.33,0,0,28.01

51,12:30-12:45,99,49,135.27,0.77,25.97,0,1.84,25.97,0,8.66,1.71,101.3,0,0,70.13,15.58,0,15.2,25.97,150,1.22,15.2,8.66,0,96.37,31.13,9.17,19.33,200,31.13,142.26,31.14,9.17,19.34,6.67,27.49,85,46,241.67,96,48.33,0,0,28.01

52,12:45-13:00,99,49,135.27,0.77,25.97,0,1.84,25.97,0,8.66,1.71,97.45,0,0,70.13,15.72,0,15.34,25.97,150,1.22,15.34,8.66,0,96.37,31.13,9.17,19.67,200,31.13,140.01,31.14,9.17,19.66,6.67,27.49,85,46,241.67,96,48.33,0,0,27.81

53,13:00-13:15,97,48,115.42,0.85,25.97,0,1.92,25.97,0,8.66,1.76,94.56,0,0,70.13,15.72,0,15.34,25.97,150,1.22,15.34,8.66,0,86.56,31.13,7.5,18.33,200,31.13,137.08,31.14,7.5,18.34,6.67,22.5,85,46,241.67,96,48.33,0,0,23.61

54,13:15-13:30,95,48,96.18,0.85,25.97,0,1.92,25.97,0,8.66,1.76,94.56,0,0,70.13,15.72,0,15.34,25.97,150,1.22,15.34,8.66,0,81.75,31.13,7.5,18.67,196,31.13,133.44,31.14,7.5,18.66,6.67,22.5,84,45,241.67,95,48.33,0,0,23.01

55,13:30-13:45,95,48,74.79,0.85,25.97,0,1.92,25.97,0,8.66,1.76,94.56,0,0,70.13,15.07,0,14.71,25.97,150,1.22,14.71,8.66,0,81.75,31.13,7.83,19.33,193,31.13,129.28,31.14,7.83,19.34,6.67,23.51,82,44,241.67,95,48.33,0,0,19.01

56,13:45-14:00,93,47,74.79,0.85,25.97,0,1.92,25.97,0,8.66,1.76,94.56,0,0,70.13,14.92,0,14.55,25.97,150,1.22,14.55,8.66,0,81.75,31.13,7.83,19.67,189,31.13,124.1,31.14,7.83,19.66,6.67,23.51,81,43,241.67,94,48.33,0,0,19.01

57,14:00-14:15,90,45,96.18,0.85,25.97,0,1.84,25.97,0,8.66,1.76,94.56,0,0,70.13,14.4,0,14.06,25.97,150,1.3,14.06,8.66,0,81.75,31.13,8.17,17.67,186,31.13,118.14,31.14,8.17,17.66,6.67,24.49,79,41,239.25,92,47.85,0,0,15.01

58,14:15-14:30,87,43,115.42,0.85,25.97,0,1.84,25.97,0,8.66,1.76,113.77,0,0,70.13,13.61,0,13.27,25.97,150,1.3,13.27,8.66,0,81.75,31.13,8.17,18,179,31.13,111.29,31.14,8.17,18,6.67,24.49,76,39,235.07,89,47.01,0,0,14.81

59,14:30-14:45,81,41,135.27,0.85,25.97,0,1.84,25.97,0,8.66,1.76,113.77,0,0,70.13,12.85,0,12.55,25.97,150,1.3,12.55,8.66,0,81.75,31.13,8.5,18.33,168,31.13,103.62,31.14,8.5,18.34,6.67,25.5,72,37,225.21,85,45.04,0,0,12.01

60,14:45-15:00,77,38,135.27,0.85,25.97,0,1.84,25.97,0,8.66,1.76,113.77,0,0,70.13,11.74,0,11.45,25.97,150,1.3,11.45,8.66,0,86.56,31.13,8.83,19,158,31.13,95.27,31.14,8.83,19,6.67,26.51,67,35,212.05,80,42.41,0,0,12.01

61,15:00-15:15,70,35,135.27,0.93,25.97,0,1.84,25.97,0,8.66,1.81,113.77,0,0,70.13,10.87,0,10.61,25.97,150,1.3,10.61,8.66,0,100.2,31.63,9.17,19,147,31.63,85.98,31.64,9.17,19,6.67,27.49,63,32,198.07,75,39.61,0,0,12.01

62,15:15-15:30,66,33,135.27,0.93,25.97,0,1.84,25.97,0,8.66,1.81,113.77,0,0,70.13,9.69,0,9.46,25.97,150,1.3,9.46,8.66,0,100.2,31.63,9.17,19,133,31.63,75.73,31.64,9.17,19,6.67,27.49,57,30,183.84,67,36.77,0,0,12.01

63,15:30-15:45,57,29,135.27,0.93,31.74,0,1.84,31.74,0,8.66,1.81,113.77,0,0,70.13,8.6,0,8.38,31.74,150,1.3,8.38,8.66,0,100.2,32.45,11.33,25,119,30,64.57,32.45,11.33,25,6.67,34.01,51,27,168.13,60,33.63,0,0,9.6

64,15:45-16:00,50,25,135.27,0.93,31.74,0,1.84,31.74,0,8.66,1.81,130.56,0,0,70.13,7.49,0,7.31,31.74,150,1.3,7.31,8.66,0,100.2,32.93,10.83,24.33,105,26,52.54,32.92,10.83,24.34,6.67,32.51,45,23,151.2,55,30.24,0,0,9.6

65,16:00-16:15,41,21,135.27,0.93,31.74,0,1.84,31.74,0,8.66,1.81,130.56,0,0,65.99,6.36,0,6.21,31.74,150,1.38,6.21,8.66,0,100.2,33,10.33,17.33,91,20,40.09,33,10.33,17.34,7.33,31.01,39,19,132.98,47,26.6,0,0,8

66,16:15-16:30,33,17,135.27,0.93,31.74,0,1.84,31.74,0,8.66,1.81,130.56,0,0,65.99,5.17,0,5.04,31.74,150,1.38,5.04,8.66,0,100.2,33,9.67,17.33,74,13,28.2,26.29,9.67,17.34,7.33,28.99,31,13,113.71,40,22.74,0,0,8

67,16:30-16:45,22,11,135.27,0.93,36.55,0,1.84,36.55,0,9.62,1.81,130.56,0,0,74.47,3.97,0,3.87,36.55,150,1.38,3.87,9.62,0,100.2,24.52,9.17,17.33,56,7,18.35,15.05,9.17,17.34,7.33,27.49,24,8,92.3,30,18.46,0,0,8

68,16:45-17:00,13,7,135.27,0.93,36.55,0,1.84,36.55,0,9.62,1.81,130.56,0,0,82.96,2.78,0,2.71,36.55,150,1.38,2.71,9.62,0,100.2,9.95,8.67,18.33,39,1,11.85,6.29,8.67,18.34,7.33,25.99,16,5,66.01,22,13.2,0,0,7.6

69,17:00-17:15,8,4,135.27,0.93,37.51,0,1.92,37.51,0,12.5,1.76,130.56,0,0,91.44,1.98,0,1.93,37.51,150,1.45,1.93,12.5,0,100.2,3.64,8,19,21,0,7.48,1.5,8,19,7,24,9,2,40.9,15,8.18,0,0,7.2

70,17:15-17:30,2,1,135.27,0.93,37.51,0,1.92,37.51,0,12.5,1.76,130.56,0,0,115,1.34,0,1.31,37.51,150,1.45,1.31,12.5,0,100.2,1.03,7.67,19.67,7,0,2.78,2.33,7.67,19.66,6.67,22.99,3,1,21.14,8,4.23,0,0,7.2

71,17:30-17:45,1,0,135.27,0.93,37.51,0,1.92,37.51,0,12.5,1.76,130.56,0,0,115,0.84,0,0.82,37.51,150,1.45,0.82,12.5,0,100.2,0.05,7.5,20.67,4,0,0,1.33,7.5,20.66,6.67,22.5,1,0,7.51,3,1.5,0,0,7.2

72,17:45-18:00,0,0,135.27,0.93,37.51,0,1.92,37.51,0,12.5,1.76,130.56,0,0,115,0.47,0,0.46,37.51,150,1.45,0.46,12.5,0,100.2,0.03,7.33,21.67,0,0,0,0.74,7.33,21.66,6.67,22.01,0,0,1.1,2,0.22,0,0,7.2

73,18:00-18:15,0,0,135.27,0.93,37.51,150,1.92,37.51,0,12.5,1.76,130.56,0,0,115,0.27,50,0.26,37.51,150,1.38,0.26,12.5,0,100.2,0,6.83,22.67,0,0,0,0,6.83,22.66,6.67,20.51,0,0,0,0,0,26.24,0,7.2

74,18:15-18:30,0,0,135.27,0.93,37.51,150,1.92,37.51,0,12.5,1.76,130.56,0,0,115,0,50,0,37.51,150,1.38,0,12.5,0,100.2,0,7.17,23.33,0,0,0,0,7.17,23.34,6.67,21.49,0,0,0,0,0,26.24,0,7.2

75,18:30-18:45,0,0,135.27,0.93,37.51,150,1.92,37.51,0,12.5,1.76,130.56,0,0,115,0,50,0,37.51,150,1.38,0,12.5,0,94.05,0,9.5,24.33,0,0,0,0,9.5,24.34,6.67,28.5,0,0,0,0,0,26.24,0,7.2

76,18:45-19:00,0,0,135.27,0.93,37.51,150,1.92,37.51,0,12.5,1.76,130.56,0,0,115,0,50,0,37.51,150,1.38,0,12.5,0,94.05,0,9.83,26,0,0,0,0,9.83,26,6.67,29.51,0,0,0,0,0,26.24,0,7.2

77,19:00-19:15,0,0,135.27,0.85,37.51,150,1.92,37.51,0,8.66,1.71,130.56,0,0,115,0,50,0,37.51,150,1.3,0,8.66,0,94.05,0,10.17,27,0,0,0,0,10.17,27,7.67,30.49,0,0,0,0,0,26.24,0,7.2

78,19:15-19:30,0,0,135.27,0.85,37.51,150,1.92,37.51,0,8.66,1.71,130.56,0,0,115,0,50,0,37.51,150,1.3,0,8.66,0,94.05,0,10.83,30,0,0,0,0,10.83,30,7.67,32.51,0,0,0,0,0,25.23,0,7.2

79,19:30-19:45,0,0,135.27,0.85,37.51,150,1.92,37.51,0,8.66,1.71,130.56,0,0,115,0,50,0,37.51,150,1.3,0,8.66,0,94.05,0,11.5,36,0,0,0,0,11.5,36,8,34.5,0,0,0,0,0,25.23,0,7.2

80,19:45-20:00,0,0,135.27,0.85,37.51,150,1.92,37.51,0,8.66,1.71,130.56,0,0,115,0,50,0,37.51,150,1.3,0,8.66,0,94.05,0,12,42,0,0,0,0,12,42,8,36,0,0,0,0,0,25.23,0,7.2

81,20:00-20:15,0,0,135.27,0.85,34.62,250,1.92,34.62,0,8.66,1.71,130.56,0,0,84.84,0,50,0,34.62,150,1.3,0,8.66,0,94.05,0,14.17,45.67,0,0,0,0,14.17,45.66,10,42.49,0,0,0,0,0,25.23,0,7.2

82,20:15-20:30,0,0,135.27,0.85,34.62,250,1.92,34.62,0,8.66,1.71,130.56,0,0,84.84,0,50,0,34.62,150,1.3,0,8.66,0,94.05,0,14.83,50.33,0,0,0,0,14.83,50.34,10.33,44.51,0,0,0,0,0,25.23,0,7.2

83,20:30-20:45,0,0,135.27,0.77,34.62,250,1.92,34.62,0,8.66,1.71,130.56,0,0,89.55,0,50,0,34.62,150,1.3,0,8.66,0,94.05,0,15.5,61,0,0,0,0,15.5,61,11,46.5,0,0,0,0,0,25.23,0,7.2

