Column1,Time,WR/01102023/01102023/L_NR_2020_06,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/01102023/L_NR_2022_09,WR/01102023/31032046/L_NR_2020_05,WR/01102023/29112042/RUMS(L_NR_2019_07),SR/01102023/07102043/L_NR_2018_61,WR/01102023/30052048/L_NR_2022_10,WR/01102023/29112042/L_NR_2019_05,WR/01102023/16072048/L_NR_2022_08,WR/01102023/24112044/L_NR_2020_07,GNA/WR/2024/11/01/4200,GNA/WR/2024/10/15/7089,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/31052040/LT-31,GNA/NR/2024/11/01/5474,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/19072037/LT-05,NR/01102023/30042040/GNA_LT_35,NR/01102023/30042040/GNA_LT_36,NR/01102023/06022042/L_NR_2012_02,GNA/NR/2024/11/01/4503,GNA/NR/2024/11/01/3646,GNA/NR/2024/11/01/5428,NR/01102023/27052033/DIAPL(L_NR_2023_04),L_NR_2019_19,NR/30092023/31122025/SH-07,NR/01102023/22052037/LT-59,GNA/NR/2024/11/01/5444,NR/01102023/06022042/L_NR_2012_07,NR/30092023/26122029/SH-06,GNA/NR/2024/11/01/9061,GNA/NR/2024/11/01/1868,NR/01102023/05012040/L_NR_2020_02,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2024/11/01/9042,NR/01102023/31102037/L_NR_2019_11,NR/01102023/08032047/L_NR_2021_14,NR/26072023/25122043/L_NR_2023_10,NR/22102023/11042047/L_NR_2021_16,NR/01102023/25072045/L_NR_2021_15,NR/22102023/11042047/L_NR_2021_17,NR/01102023/13082046/L_NR_2021_12,NR/26072023/31072042/L_NR_2023_07,NR/01102023/02122045/L_NR_2021_13
83,20:30-20:45,7,0,13.33,21,0,19.01,13.33,0,7,7,50,200,2.76,0,0,100.44,70.29,0,0,205.88,8.68,0,28.92,28.77,0,0,1.48,28.92,68,0,28.92,8.68,1.95,272.6,17.35,2.15,0,0,0,0,0,0,0,0

84,20:45-21:00,7,0,13.33,21,0,19.41,13.33,0,7,7,50,200,2.76,0,0,71.52,70.29,0,0,205.88,8.68,0,28.92,28.77,0,0,1.48,28.92,68,0,28.92,8.68,1.95,272.6,17.35,2.15,0,0,0,0,0,0,0,0

85,21:00-21:15,7,0,13.33,21,0,19.81,13.33,0,7,7,50,200,2.76,0,0,53.03,70.29,0,0,171.26,8.68,0,26.03,28.77,0,0,1.48,26.03,57.56,0,26.03,8.68,1.95,272.6,17.35,2,0,0,0,0,0,0,0,0

86,21:15-21:30,7,0,13.33,21,0,20.61,13.33,0,7,7,50,200,2.76,0,0,53.03,70.29,0,0,171.26,8.68,0,26.03,28.77,0,0,1.48,26.03,57.56,0,26.03,8.68,1.95,272.6,17.35,2,0,0,0,0,0,0,0,0

87,21:30-21:45,7,0,13.33,21,0,16.01,13.33,0,7,7,50,200,2.76,0,0,53.03,70.29,0,0,171.26,8.68,0,26.03,28.77,0,0,1.48,26.03,57.56,0,26.03,8.68,1.95,231.38,17.35,2,0,0,0,0,0,0,0,0

88,21:45-22:00,7,0,13.33,21,0,16.41,13.33,0,7,7,50,200,2.76,0,0,53.03,70.29,0,0,171.26,8.68,0,26.03,28.77,0,0,1.48,26.03,57.56,0,26.03,8.68,1.95,192.82,17.35,2,0,0,0,0,0,0,0,0

89,22:00-22:15,7,0,13.33,21,0,16.81,13.33,0,7,7,50,200,2.76,0,190.26,53.03,70.29,0,0,171.26,8.68,63.42,26.03,28.77,0,0,1.4,26.03,57.56,0,26.03,8.68,1.95,149.93,17.35,1.92,0,0,0,0,0,0,0,0

90,22:15-22:30,7,0,13.33,21,0,17.21,13.33,0,7,7,50,200,2.76,0,190.26,53.03,70.29,0,0,171.26,8.68,63.42,26.03,28.77,0,0,1.4,26.03,57.56,0,26.03,8.68,1.95,149.93,17.35,1.92,0,0,0,0,0,0,0,0

91,22:30-22:45,7,0,13.33,21,0,12.01,13.33,0,7,7,50,200,2.76,0,190.26,53.03,70.29,0,0,171.26,8.68,63.42,26.03,28.26,0,0,1.4,26.03,57.56,0,26.03,8.68,1.95,149.93,17.35,1.92,0,0,0,0,0,0,0,0

92,22:45-23:00,7,0,13.33,21,0,12.61,13.33,0,7,7,50,200,2.76,0,190.26,53.03,70.29,0,0,171.26,8.68,63.42,26.03,28.26,0,0,1.4,26.03,57.56,0,26.03,8.68,1.95,149.93,17.35,1.92,0,0,0,0,0,0,0,0

93,23:00-23:15,7,0,13.33,21,0,13.21,13.33,0,7,7,50,200,2.76,0,190.26,53.03,70.29,0,0,171.26,8.68,63.42,26.03,28.26,0,0,1.4,26.03,57.56,0,26.03,8.68,1.95,149.93,17.35,1.92,0,0,0,0,0,0,0,0

94,23:15-23:30,7,0,13.33,21,0,13.81,13.33,0,7,7,50,200,2.76,0,190.26,53.03,70.29,0,0,171.26,8.68,63.42,26.03,28.26,0,0,1.4,26.03,57.56,0,26.03,8.68,1.95,149.93,17.35,1.92,0,0,0,0,0,0,0,0

95,23:30-23:45,7,0,13.33,21,0,14.21,13.33,0,7,7,50,200,2.76,0,190.26,53.03,70.29,0,0,171.26,8.68,63.42,26.03,28.26,0,0,1.4,26.03,57.56,0,26.03,8.68,1.95,149.93,17.35,1.92,0,0,0,0,0,0,0,0

96,23:45-24:00,7,0,13.33,21,0,14.61,13.33,0,7,7,50,200,2.76,0,190.26,53.03,70.29,0,0,171.26,8.68,63.42,26.03,28.26,0,0,1.4,26.03,57.56,0,26.03,8.68,1.95,149.93,17.35,1.92,0,0,0,0,0,0,0,0

