Block,Time,CHAMERA3,KHSTPP-I,KKNP,NLCEXP,NNTPP,PARBATI2,RAPPC,RSTPSU7,SIMHST1,TANDA2,CHAMERA2,NAPP,NTPL,RSTPSU1TO6,UNCHAHAR3,URI,DADRI_GF,KUDGI,NLCTS2EXP,SINGRAULI,ANTA_CRF,ANTA_LF,AURY_CRF,AURY_RF,DADRI_LF,CHAMERA1,DADRT2,JHAJJAR,NJPC,RIHAND1,RIHAND3,SINGRAULI_HYDRO,UNCHAHAR1,UNCHAHAR4,AURY_GF,DADRI_CRF,KGSU1AND2,KOLDAM,NLCIIST2,SEWA2,TANAKPUR,TelanganaSTPP,UNCHAHAR2,DHAULIGNGA,FSTPP I & II,KGSU3AND4,KHSTPP-II,KOTESHWR,SASAN,SIMHST2,TALA,URI2,ANTA_GF,AURY_LF,BRBCL,BSIUL,DULHASTI,KKNPPU2,PARBATI3,RIHAND2,TALST2,TEHRI,KISHANGANGA,MAPS,NLCIIST1,RAMPUR,RAPPB,RAPPD,SALAL,VALLURNTECL,ANTA_RF,DADRI_RF
57,14:00-14:15,0,45.53,0,0,0,0,69.07,0,0,5.7,0,25.77,0,0,27.68,50.23,0,0,0,150.34,0,0,0,76.72,0,0,688.92,428.67,55.33,97.23,130.79,1,21.64,3.2,0,0,0,0,0,0,1.28,0,45,0,18.2,0,148.3,10.43,418.77,0,0,35.34,0,0,15,13.04,39.68,0,0,124.58,0,0,8.63,0,0,2.19,0,30,40.09,0,47.230000000000004,98.4

58,14:15-14:30,0,45.53,0,0,0,0,69.07,0,0,5.7,0,25.77,0,0,27.68,50.23,0,0,0,150.34,0,0,0,76.72,0,0,688.92,428.67,55.33,97.23,130.79,1,21.64,3.2,0,0,0,0,0,0,1.28,0,45,0,18.2,0,148.3,10.43,418.77,0,0,35.34,0,0,15,13.04,39.68,0,0,124.58,0,0,8.63,0,0,2.19,0,30,40.09,0,47.230000000000004,98.4

59,14:30-14:45,0,45.53,0,0,0,0,69.07,0,0,5.7,0,25.77,0,0,27.68,50.23,0,0,0,150.34,0,0,0,76.72,0,0,688.92,428.67,55.33,97.23,130.79,1,21.64,3.2,0,0,0,0,0,0,1.28,0,45,0,18.2,0,148.3,10.43,418.77,0,0,35.34,0,0,15,13.04,39.68,0,0,124.58,0,0,8.63,0,0,2.19,0,30,40.09,0,47.230000000000004,98.4

60,14:45-15:00,0,45.53,0,0,0,0,69.07,0,0,5.7,0,25.77,0,0,27.68,50.23,0,0,0,150.34,0,0,0,76.72,0,0,688.92,448.67,55.33,97.23,130.79,1,21.64,3.2,0,0,0,0,0,0,1.28,0,45,0,18.2,0,148.3,10.43,418.77,0,0,35.34,0,0,15,13.04,39.68,0,0,124.58,0,0,8.63,0,0,2.19,0,30,40.09,0,47.230000000000004,98.4

61,15:00-15:15,0,45.53,0,0,0,0,69.07,0,0,5.7,0,25.77,0,0,27.68,50.23,0,0,0,150.34,0,0,0,76.72,0,0,688.92,448.67,82.99,97.23,130.79,1,21.64,3.2,0,0,0,0,0,0,1.28,0,45,0,18.2,0,148.3,10.43,418.77,0,0,35.34,0,0,15,13.04,39.68,0,0,124.58,0,0,8.63,0,0,3.29,0,30,40.09,0,47.230000000000004,98.4

62,15:15-15:30,0,45.53,0,0,0,0,69.07,0,0,5.7,16.27,25.77,0,0,27.68,50.23,0,0,0,150.34,0,0,0,76.72,0,0,688.92,448.67,82.99,97.23,130.79,1,21.64,3.2,0,0,0,0,0,0,1.28,0,45,0,18.2,0,148.3,10.43,418.77,0,0,35.34,0,0,15,13.04,39.68,0,0,124.58,0,0,8.63,0,0,3.29,0,30,40.09,0,47.230000000000004,98.4

63,15:30-15:45,0,45.53,0,0,0,0,69.07,0,0,5.7,16.27,25.77,0,0,27.68,50.23,0,0,0,150.34,0,0,0,76.72,0,0,688.92,448.67,82.99,97.23,130.79,1,21.64,3.2,0,0,0,0,0,0,3.07,0,45,0,18.2,0,148.3,10.43,418.77,0,0,35.34,0,0,15,13.04,39.68,0,0,124.58,0,0,8.63,0,0,3.29,0,30,40.09,0,47.230000000000004,98.4

64,15:45-16:00,0,45.53,0,0,0,0,69.07,0,0,5.7,16.27,25.77,0,0,27.68,50.23,0,0,0,150.34,0,0,0,76.72,0,12.64,688.92,448.67,82.99,97.23,130.79,1,21.64,3.2,0,0,0,0,0,0,3.07,0,45,0,18.2,0,148.3,10.43,418.77,0,0,35.34,0,0,15,13.04,39.68,0,0,124.58,0,0,8.63,0,0,3.29,0,30,40.09,0,47.230000000000004,98.4

65,16:00-16:15,0,45.53,0,0,0,0,69.07,0,0,5.7,16.27,25.77,0,0,27.68,50.23,0,0,0,150.34,0,0,0,76.72,0,14.05,688.92,448.67,82.99,97.23,130.79,1,21.64,3.2,0,0,0,0,0,0,3.07,0,45,0,18.2,0,148.3,10.43,418.77,0,0,35.34,0,0,15,13.04,39.68,0,0,124.58,0,12.12,8.63,0,0,3.29,0,30,38.35,0,47.230000000000004,98.4

66,16:15-16:30,0,45.53,0,0,0,0,69.07,0,0,5.7,32.53,25.77,0,0,27.68,50.23,0,0,0,150.34,0,0,0,76.72,0,28.1,688.92,448.67,82.99,97.23,130.79,1,21.64,3.2,0,0,0,0,0,0,3.07,0,45,0,18.2,0,148.3,10.43,418.77,0,0,35.34,0,0,15,13.04,39.68,0,0,124.58,0,12.12,8.63,0,0,3.29,0,30,38.35,0,47.230000000000004,98.4

67,16:30-16:45,11.67,45.53,0,0,0,0,69.07,0,0,5.7,32.53,25.77,0,0,27.68,50.23,0,0,0,150.34,0,0,0,76.72,0,28.1,688.92,448.67,82.99,97.23,130.79,1,21.64,3.2,0,0,0,0,0,0,3.07,0,45,0,18.2,0,148.3,10.43,418.77,0,0,35.34,0,0,15,13.04,39.68,0,0,124.58,0,24.87,8.63,0,0,3.29,0,30,38.35,0,47.230000000000004,98.4

68,16:45-17:00,11.67,45.53,0,0,0,0,69.07,0,0,5.7,32.53,25.77,0,0,27.68,50.23,0,0,0,150.34,0,0,0,76.72,0,42.15,688.92,448.67,82.99,97.23,130.79,1,21.64,3.2,0,0,0,0,0,0,3.07,0,45,0,18.2,0,148.3,10.43,418.77,0,0,35.34,0,0,15,13.04,39.68,0,0,124.58,0,24.87,8.63,0,0,3.29,0,30,38.35,0,47.230000000000004,98.4

69,17:00-17:15,11.67,45.53,0,0,0,6.02,69.07,0,0,5.7,32.53,25.77,0,0,27.68,52.36,0,0,0,150.34,0,0,0,74.03999999999999,0,42.15,688.92,448.67,110.67,97.23,130.79,1,21.64,3.2,0,0,0,2.16,0,0,3.07,0,45,0,18.2,0,148.3,10.43,418.77,0,0,35.34,0,0,15,13.04,59.5,0,4.29,124.58,0,24.87,8.63,0,0,4.33,0,30,38.35,0,47.230000000000004,98.41

70,17:15-17:30,11.67,45.53,0,0,0,7.52,69.07,0,0,5.7,32.53,25.77,0,0,27.68,52.36,0,0,0,150.34,0,0,0,74.03999999999999,0,42.15,688.92,418.67,110.67,97.23,130.79,1,21.64,3.2,0,0,0,2.16,0,0,3.07,0,45,0,18.2,0,148.3,10.43,418.77,0,0,35.34,0,0,15,19.56,59.5,0,16.88,124.58,0,37.32,8.63,0,0,4.33,0,30,38.35,0,47.230000000000004,98.41

71,17:30-17:45,23.33,45.53,0,0,0,15.02,69.07,0,0,5.7,32.53,25.77,0,0,27.68,52.36,0,0,0,150.34,0,0,0,74.03999999999999,0,42.15,688.92,418.67,110.67,97.23,130.79,1,21.64,2.3,0,0,0,2.16,0,0,3.07,0,44.5,0,18.2,0,148.3,10.43,410.62,0,0,35.34,0,0,15,19.56,59.5,0,16.88,124.58,0,37.32,8.63,0,0,4.33,0,30,27.89,0,47.230000000000004,98.41

72,17:45-18:00,23.33,45.53,0,0,0,15.02,69.07,0,0,5.7,48.81,25.77,0,0,27.68,52.36,0,0,0,150.34,0,0,0,74.03999999999999,0,42.15,688.62,388.67,110.67,97.23,130.79,1,21.64,2.3,0,0,0,5.54,0,0,3.07,0,44.5,0,18.2,0,148.3,10.43,410.62,0,0,35.34,0,0,15,19.56,59.5,0,16.88,124.58,0,37.32,8.63,0,0,4.33,0,30,27.89,0,47.24,98.41

73,18:00-18:15,23.33,45.53,0,0,0,22.54,69.07,0,0,5.7,48.81,25.77,0,0,27.68,52.36,0,0,0,150.34,0,0,0,74.03999999999999,0,42.15,688.62,388.67,110.67,97.23,130.79,1,21.64,2.3,0,0,0,9.59,0,0,4.35,0,44.5,10.95,18.2,0,148.3,10.43,410.62,0,0,35.34,0,0,15,19.56,59.5,0,21.48,124.58,0,37.32,8.36,0,0,4.33,0,30,27.89,0,47.24,98.41

74,18:15-18:30,35.03,45.53,0,0,0,30.06,69.07,0,0,5.7,48.81,25.77,0,0,27.68,52.36,0,0,0,150.34,0,0,0,74.03999999999999,0,42.15,688.62,388.67,110.67,97.23,130.79,1,21.64,2.3,0,0,0,9.59,0,12.61,4.35,0,44.5,21.88,18.2,0,148.3,10.43,410.62,0,0,35.34,0,0,15,19.56,59.5,0,26.09,124.58,0,37.32,8.36,0,0,4.33,0,30,41.83,0,47.24,98.41

75,18:30-18:45,35.03,45.53,0,0,0,44.63,69.07,0,0,5.7,50.39,25.77,0,0,27.68,50.23,0,0,0,150.34,0,0,0,74.04,0,42.15,688.62,388.67,110.67,97.23,130.79,1,21.64,2.3,0,0,0,9.59,0,20.09,4.35,0,44.5,43.78,11.7,0,148.3,11.59,410.62,0,0,38.56,0,0,15,20.13,59.5,0,59.84,124.58,0,37.32,8.68,0,0,4.33,0,30,79.38,0,47.24,98.41

76,18:45-19:00,35.03,45.53,0,0,0,44.63,69.07,0,0,5.7,50.39,25.77,0,0,27.68,50.23,0,0,0,150.34,0,0,0,74.04,0,42.15,688.62,388.67,110.67,97.23,130.79,1,21.64,2.3,0,0,0,9.59,0,20.09,4.35,0,44.5,43.78,11.7,0,148.3,11.59,410.62,0,0,38.56,0,0,15,20.13,59.5,0,59.84,124.58,0,37.32,8.68,0,0,4.33,0,30,79.38,0,47.24,98.41

77,19:00-19:15,35.03,45.53,0,0,0,44.63,69.07,0,0,5.7,50.39,25.77,0,0,27.68,50.23,0,0,0,150.34,0,0,0,74.04,0,42.15,688.62,388.67,110.67,97.23,130.79,1,21.64,2.3,0,0,0,9.59,0,20.09,4.35,0,44.5,43.78,11.7,0,148.3,11.59,410.62,0,0,38.56,0,0,15,20.13,59.5,0,59.84,124.58,0,37.32,8.68,0,0,4.33,0,30,79.38,0,47.89,98.41

78,19:15-19:30,35.03,45.53,0,0,0,44.63,69.07,0,0,5.7,50.39,25.77,0,0,27.68,50.23,0,0,0,150.34,0,0,0,74.04,0,42.15,688.62,388.67,110.67,97.23,130.79,1,21.64,2.3,0,0,0,9.59,0,20.09,4.35,0,44.5,43.78,11.7,0,148.3,11.59,410.62,0,0,38.56,0,0,15,20.13,59.5,0,59.84,124.58,0,37.32,8.68,0,0,4.33,0,30,79.38,0,47.89,98.41

79,19:30-19:45,35.03,45.53,0,0,0,44.63,69.07,0,0,5.7,50.39,25.77,0,0,27.68,50.23,0,0,0,150.34,0,0,0,74.04,0,42.15,688.62,388.67,110.67,97.23,130.79,1,21.64,2.3,0,0,0,9.59,0,20.09,3.07,0,44.5,43.78,11.7,0,148.3,11.59,410.62,0,0,35.34,0,0,15,20.13,59.5,0,59.84,124.58,0,37.32,8.68,0,0,4.33,0,30,79.38,0,47.89,98.41

80,19:45-20:00,35.03,45.53,0,0,0,44.63,69.07,0,0,5.7,50.39,25.77,0,0,27.68,50.23,0,0,0,150.34,0,0,0,74.04,0,42.15,688.55,388.67,110.67,97.23,130.79,1,21.64,2.3,0,0,0,9.59,0,20.09,3.07,0,44.5,43.78,11.7,0,148.3,11.59,410.62,0,0,35.34,0,0,15,20.13,59.5,0,59.84,124.58,0,37.32,8.68,0,0,4.33,0,30,79.38,0,47.89,98.41

81,20:00-20:15,35.03,45.53,0,0,0,44.63,69.07,0,0,5.7,50.39,25.77,0,0,27.68,50.23,0,0,0,150.34,0,0,0,74.04,0,42.15,688.55,388.67,110.67,97.23,130.79,1,21.64,2.3,0,0,0,9.59,0,20.09,3.07,0,44.5,43.78,11.7,0,148.3,11.59,410.62,0,0,35.34,0,0,15,20.13,59.5,0,59.84,124.58,0,37.32,8.68,0,0,4.33,0,30,41.83,0,47.89,98.41

82,20:15-20:30,35.03,45.53,0,0,0,44.63,69.07,0,0,5.7,50.39,25.77,0,0,27.68,50.23,0,0,0,150.34,0,0,0,74.04,0,42.15,688.55,388.67,110.67,97.23,130.79,1,21.64,2.3,0,0,0,9.59,0,20.09,3.07,0,44.5,43.78,11.7,0,148.3,11.59,410.62,0,0,35.34,0,0,15,20.13,59.5,0,59.84,124.58,0,37.32,8.68,0,0,4.33,0,30,40.09,0,47.89,98.41

83,20:30-20:45,35.03,45.53,0,0,0,22.54,69.07,0,0,5.7,48.81,25.77,0,0,27.68,50.23,0,0,0,150.34,0,0,0,74.04,0,42.15,688.55,388.67,110.67,97.23,130.79,1,21.64,2.3,0,0,0,9.59,0,18.9,3.07,0,44.5,43.78,11.7,0,148.3,10.43,410.62,0,0,35.34,0,0,15,13.04,59.5,0,11.51,124.58,0,37.32,8.36,0,0,4.33,0,30,40.09,0,47.89,98.41

84,20:45-21:00,35.03,45.53,0,0,0,22.54,69.07,0,0,5.7,48.81,25.77,0,0,27.68,50.23,0,0,0,150.34,0,0,0,74.04,0,42.15,688.55,388.67,110.67,97.23,130.79,1,21.64,2.3,0,0,0,9.59,0,18.9,3.07,0,44.5,43.78,11.7,0,148.3,10.43,410.62,0,0,35.34,0,0,15,13.04,59.5,0,9.2,124.58,0,37.32,8.36,0,0,4.33,0,30,40.09,0,47.89,98.41

85,21:00-21:15,35.03,45.53,0,0,0,22.54,69.07,0,0,5.7,48.81,25.77,0,0,27.68,50.23,0,0,0,150.34,0,0,0,74.04,0,42.15,688.55,388.67,110.67,97.23,130.79,1,21.64,2.3,0,0,0,9.59,0,18.9,1.79,0,44.5,43.78,11.7,0,148.3,10.43,410.62,0,0,35.34,0,0,15,13.04,59.5,0,9.2,124.58,0,36.84,8.36,0,0,4.33,0,30,40.09,0,48.55,98.41

86,21:15-21:30,35.03,45.53,0,0,0,22.54,69.07,0,0,5.7,48.81,25.77,0,0,27.68,50.23,0,0,0,150.34,0,0,0,74.04,0,42.15,688.55,388.67,110.67,97.23,130.79,1,21.64,2.3,0,0,0,9.59,0,18.9,1.79,0,44.5,43.78,11.7,0,148.3,10.43,410.62,0,0,35.34,0,0,15,13.04,59.5,0,11.51,124.58,0,36.84,8.36,0,0,4.33,0,30,40.09,0,48.55,98.41

87,21:30-21:45,35.03,45.53,0,0,0,28.56,69.07,0,0,5.7,50.39,25.77,0,0,27.68,50.23,0,0,0,150.34,0,0,0,74.04,0,42.15,688.55,388.67,110.67,97.23,130.79,1,21.64,2.3,0,0,0,9.59,0,20.09,1.79,0,44.5,43.78,12.4,0,148.3,11.59,410.62,0,0,35.34,0,0,15,20.13,59.5,0,59.84,124.58,0,36.84,8.68,0,0,4.33,0,30,26.73,0,48.55,98.41

88,21:45-22:00,35.03,45.53,0,0,0,28.56,69.07,0,0,5.7,50.39,25.77,0,0,27.68,50.23,0,0,0,150.34,0,0,0,74.04,0,42.15,688.55,388.67,110.67,97.23,130.79,1,21.64,2.3,0,0,0,9.59,0,20.09,1.79,0,44.5,43.78,13.09,0,148.3,11.59,410.62,0,0,35.34,0,0,15,20.13,59.5,0,59.84,124.58,0,36.84,8.68,0,0,4.33,0,30,26.73,0,48.55,98.41

89,22:00-22:15,35.03,45.53,0,0,0,28.56,69.07,0,0,5.7,50.39,25.77,0,0,27.68,50.23,0,0,0,150.34,0,0,0,74.04,0,42.15,688.55,388.67,110.67,97.23,130.79,1,21.64,2.3,0,0,0,9.59,0,20.09,0,0,44.5,43.78,13.09,0,148.3,11.59,410.62,0,0,35.34,0,0,15,20.13,59.5,0,59.84,124.58,0,36.84,8.68,0,0,4.33,0,30,26.73,0,48.55,98.41

90,22:15-22:30,35.03,45.53,0,0,0,28.56,69.07,0,0,5.7,50.39,25.77,0,0,27.68,50.23,0,0,0,150.34,0,0,0,74.04,0,42.15,688.55,388.67,110.67,97.23,130.79,1,21.64,2.3,0,0,0,9.59,0,20.09,0,0,44.5,43.78,13.78,0,148.3,11.59,410.62,0,0,35.34,0,0,15,20.13,59.5,0,59.84,124.58,0,36.84,8.68,0,0,4.33,0,30,26.73,0,48.55,98.41

91,22:30-22:45,35.03,45.53,0,0,0,13.52,69.07,0,0,5.7,48.81,25.77,0,0,27.68,50.23,0,0,0,150.34,0,0,0,74.04,0,42.15,688.56,388.67,110.67,97.23,130.79,1,21.64,2.3,0,0,0,9.59,0,18.9,0,0,44.5,43.78,14.48,0,148.3,10.43,410.62,0,0,35.34,0,0,15,19.56,59.5,0,38.36,124.58,0,36.84,8.36,0,0,4.33,0,30,26.73,0,48.55,98.41

92,22:45-23:00,35.03,45.53,0,0,0,13.52,69.07,0,0,5.7,48.81,25.77,0,0,27.68,50.23,0,0,0,150.34,0,0,0,74.04,0,42.15,688.56,388.67,110.67,97.23,130.79,1,21.64,2.3,0,0,0,9.59,0,18.9,0,0,44.5,43.78,14.48,0,148.3,10.43,410.62,0,0,35.34,0,0,15,19.56,59.5,0,33.76,124.58,0,36.84,8.36,0,0,4.33,0,30,26.73,0,48.55,98.41

93,23:00-23:15,23.33,45.53,0,0,0,13.52,69.07,0,0,5.7,48.81,25.77,0,0,27.68,50.23,0,0,0,150.34,0,0,0,55.19,0,42.15,688.62,388.67,110.67,97.23,130.79,1,21.64,2.3,0,0,0,9.59,0,18.9,0,0,41.06,32.83,15.17,0,148.3,10.43,410.62,0,0,35.34,0,0,15,19.56,59.5,0,18.41,124.58,0,36.84,8.36,0,0,4.33,0,30,26.73,0,48.55,98.41

94,23:15-23:30,23.33,45.53,0,0,0,13.52,69.07,0,0,5.7,48.81,25.77,0,0,27.68,50.23,0,0,0,150.34,0,0,0,55.19,0,42.15,688.62,388.67,110.67,97.23,130.79,1,21.64,2.3,0,0,0,7.19,0,18.9,0,0,37.5,32.83,15.87,0,148.3,10.43,410.62,0,0,35.34,0,0,15,19.56,59.5,0,18.41,124.58,0,36.84,8.36,0,0,4.33,0,30,26.73,0,48.55,98.41

95,23:30-23:45,23.33,45.53,0,0,0,13.52,69.07,0,0,5.7,48.81,25.77,0,0,27.68,50.23,0,0,0,150.34,0,0,0,55.19,0,42.15,688.62,388.67,110.67,97.23,130.79,1,21.64,2.3,0,0,0,4.79,0,18.9,0,0,33.94,10.95,16.56,0,148.3,10.43,410.62,0,0,35.34,0,0,15,19.56,59.5,0,18.41,124.58,0,36.84,8.36,0,0,4.33,0,30,38.35,0,48.55,98.41

96,23:45-24:00,23.33,45.53,0,0,0,13.52,69.07,0,0,5.7,48.81,25.77,0,0,27.68,50.23,0,0,0,150.34,0,0,0,55.19,0,42.15,688.62,388.67,110.67,97.23,130.79,1,21.64,2.3,0,0,0,2.4,0,18.9,0,0,31.57,10.95,17.26,0,148.3,10.43,410.62,0,0,35.34,0,0,15,19.56,59.19,0,18.41,124.58,0,36.84,8.36,0,0,4.33,0,30,38.35,0,48.55,98.41

