Block,Time Block,BRBCL,CHAMERA1,BSIUL,KGSU3AND4,KHSTPP-I,NNTPP,NTPL,PARBATI2,NLCIIST1,PARBATI3,NLCIIST2,NLCTS2EXP,KUDGI,KOTESHWR,KKNP,KISHANGANGA,KKNPPU2,KOLDAM,MAPS,NLCEXP,NJPC,NAPP,KHSTPP-II,JHAJJAR,KGSU1AND2,TEHRIPSP,TALST2,TANAKPUR,SINGRAULI_HYDRO,TALA,TEHRI,SINGRAULI,TANDA2,CHAMERA2,DADRT2,CHAMERA3,FSTPP I & II,DHAULIGNGA,DULHASTI,SIMHST1,SEWA2,SIMHST2,URI2,URI,UNCHAHAR4,VALLURNTECL,DADRI_RF,ANTA_GF,AURY_CRF,ANTA_CRF,AURY_RF,DADRI_LF,ANTA_RF,AURY_LF,DADRI_GF,ANTA_LF,AURY_GF,DADRI_CRF,RSTPSU1TO6,RAPPD,RSTPSU7,RIHAND3,RAMPUR,RAPPC,SASAN,RIHAND2,RIHAND1,RAPPB,SALAL,UNCHAHAR3,UNCHAHAR2,UNCHAHAR1,TelanganaSTPP,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
17,04:00-04:15,17,40.73,6.3,0,44,0,0,0,0,0,0,0,0,10.09,0,8.42,0,10.29,0,0,175.07,24.57,143.32,191.33,0,0,0,11.51,1.09,29.44,32.64,150.35,6.17,47.26,348.02,33.91,20.1,42.38,0,0,18.29,0,31.1,35.21,2.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.26,0,127.92,6.8,66.09,337.25,121.91,90.17,0,79.17,27.05,43.58,21.1,0,0,0,0,0,0

18,04:15-04:30,18.8,40.73,6.3,0,44,0,0,0,0,0,0,0,0,10.09,0,8.42,0,10.29,0,0,175.07,24.57,143.32,208.72,0,0,0,11.51,1.09,29.44,32.64,150.35,6.17,47.26,374.6,33.91,20.1,42.38,0,0,18.29,0,31.1,35.21,2.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.26,0,127.92,6.8,66.09,337.25,121.91,90.17,0,79.17,27.05,43.58,21.1,0,0,0,0,0,0

19,04:30-04:45,18.71,40.73,6.3,0,44,0,0,0,0,0,0,0,0,10.09,0,8.42,0,10.29,0,0,175.07,24.57,143.32,181.66,0,0,0,11.51,1.09,29.44,32.64,150.35,6.17,47.26,374.6,33.91,20.1,42.38,0,0,18.29,0,31.1,35.21,2.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.26,0,127.92,6.8,66.09,337.25,121.91,90.17,0,79.17,27.05,43.58,21.1,0,0,0,0,0,0

20,04:45-05:00,18.9,40.73,6.3,0,44,0,0,0,0,0,0,0,0,10.09,0,8.42,0,10.29,0,0,175.07,24.57,143.32,152.67,0,0,0,11.51,1.09,29.3,32.64,150.35,6.17,47.26,374.6,33.91,20.1,42.38,0,0,18.29,0,31.1,35.21,2.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.26,0,127.92,6.8,66.09,337.25,121.91,90.17,0,79.17,27.05,43.58,21.1,0,0,0,0,0,0

21,05:00-05:15,24.15,40.73,6.3,0,42.82,0,0,0,0,0,0,0,0,10.09,0,8.42,0,10.29,0,0,175.07,24.57,143.32,194.53,0,0,0,11.51,1.09,28.59,32.64,150.35,6.17,47.26,480.18,33.91,20.1,42.38,0,0,18.29,0,31.1,37.34,2.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.26,0,127.92,6.8,66.09,337.25,121.91,90.17,0,79.17,27.05,43.58,21.1,0,0,0,0,0,0

22,05:15-05:30,24.15,40.73,6.3,0,42.82,0,0,0,0,0,0,0,0,10.09,0,8.42,0,10.29,0,0,175.07,24.57,143.32,170.07,0,0,0,11.51,1.09,28.59,32.64,150.35,6.17,47.26,456.76,33.91,20.1,42.38,0,0,18.29,0,31.1,37.34,2.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.26,0,127.92,6.8,66.09,337.25,121.91,90.17,0,79.17,27.05,43.58,21.1,0,0,0,0,0,0

23,05:30-05:45,23.22,40.73,6.3,0,42.82,0,0,0,0,0,0,0,0,10.09,0,8.42,0,10.29,0,0,175.07,24.57,143.32,199.06,0,0,0,11.51,1.09,28.73,32.64,150.35,6.17,47.26,456.76,33.91,20.1,42.38,0,0,18.29,0,31.1,37.34,2.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.26,0,127.92,6.8,66.09,337.25,121.91,90.17,0,79.17,27.05,43.58,21.1,0,0,0,0,0,0

24,05:45-06:00,20.23,40.73,6.3,0,42.82,0,0,0,0,0,0,0,0,10.09,0,8.42,0,10.29,0,0,175.07,24.57,143.32,199.06,0,0,0,11.51,1.09,28.59,32.64,150.35,6.17,47.26,398.78,33.91,20.1,42.38,0,0,18.29,0,31.1,37.34,2.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.26,0,127.92,6.8,66.09,337.25,121.91,90.17,0,79.17,27.05,43.58,21.1,0,0,0,0,0,0

25,06:00-06:15,20.6,40.73,6.3,0,42.82,0,0,0,0,0,0,0,0,10.09,0,8.42,0,10.29,0,0,175.07,24.57,143.32,221.29,0,0,0,11.51,1.09,28.59,32.64,150.35,5.96,47.26,340.79,33.91,20.1,42.38,0,0,18.29,0,31.1,37.34,1.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.26,0,127.92,6.8,66.09,337.25,121.91,90.17,0,79.17,27.05,43.58,21.1,0,0,0,0,0,0

26,06:15-06:30,24.15,40.73,6.3,0,42.82,0,0,0,0,0,0,0,0,10.09,0,8.42,0,10.29,0,0,175.07,24.57,143.32,221.29,0,0,0,11.51,1.09,28.59,32.64,150.35,6.17,47.26,302.14,33.91,20.1,42.38,0,0,18.29,0,31.1,37.34,2.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.26,0,127.92,6.8,66.09,337.25,121.91,90.17,0,79.17,27.05,43.58,21.1,0,0,0,0,0,0

27,06:30-06:45,24.15,40.73,6.3,0,42.82,0,0,0,0,0,0,0,0,10.09,0,8.42,0,10.29,0,0,175.07,24.57,143.32,221.29,0,0,0,11.51,1.09,28.43,32.64,150.35,6.17,47.26,244.15,33.91,20.1,42.38,0,0,18.29,0,31.1,37.34,2.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.26,0,127.92,6.8,66.09,337.25,121.91,90.17,0,79.17,27.05,43.58,21.1,0,0,0,0,0,0

28,06:45-07:00,22.9,40.73,6.3,0,42.82,0,0,0,0,0,0,0,0,10.09,0,8.42,0,10.29,0,0,175.07,24.57,143.32,208.51,0,0,0,11.51,1.09,28.43,21.76,150.35,6.17,47.26,116.91,33.91,20.1,42.38,0,0,18.29,0,31.1,37.34,2.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.26,0,127.92,6.8,66.09,337.25,121.91,90.17,0,79.17,23.2,37.54,17.74,0,0,0,0,0,0

29,07:00-07:15,22.02,40.73,6.3,0,42.82,0,0,0,0,0,0,0,0,10.09,0,8.42,0,10.29,0,0,175.07,24.57,143.32,174.69,0,0,0,11.51,1.09,29.35,10.87,150.35,6.17,47.26,50.87,33.91,20.1,42.38,0,0,18.29,0,29.54,37.34,2.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.26,0,127.92,6.8,66.09,337.25,121.91,90.17,0,79.17,17.98,28.68,13.53,0,0,0,0,0,0

30,07:15-07:30,21.09,40.73,6.3,0,37.11,0,0,0,0,0,0,0,0,10.09,0,8.42,0,10.29,0,0,175.07,24.57,143.32,145.69,0,0,0,11.51,1.09,29.35,0,150.35,6.17,47.26,50.87,33.91,17.33,42.38,0,0,18.29,0,29.54,37.34,2.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.26,0,127.92,6.8,66.09,337.25,121.91,90.17,0,79.17,16.67,24.93,12.72,0,0,0,0,0,0

31,07:30-07:45,21.38,40.73,6.3,0,37.92,0,0,0,0,0,0,0,0,10.09,0,8.42,0,10.29,0,0,175.07,24.57,143.32,125.61,0,0,0,11.51,1.09,29.35,0,150.35,6.17,47.26,46.04,33.91,17.33,42.38,0,0,18.29,0,29.54,34.14,2.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.26,0,127.92,6.8,66.09,337.25,121.91,90.17,0,78.05,14.37,23.97,10.81,0,0,0,0,0,0

32,07:45-08:00,17.3,40.73,6.3,0,37.92,0,0,0,0,0,0,0,0,10.09,0,8.42,0,10.29,0,0,175.07,24.57,143.32,125.61,0,0,0,11.51,1.09,29.35,0,150.35,6.17,47.26,46.04,33.91,17.33,42.38,0,0,18.29,0,29.54,34.14,2.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.26,0,127.92,6.8,66.09,337.25,121.91,90.17,0,78.05,14.37,23.97,10.81,0,0,0,0,0,0

33,08:00-08:15,16.84,40.73,6.3,0,37.92,0,0,0,0,0,0,0,0,10.09,0,8.42,0,10.29,0,0,175.07,24.57,143.32,125.61,0,0,0,11.51,1.09,29.64,0,150.35,6.17,47.26,46.04,33.91,17.33,42.38,0,0,18.29,0,29.54,34.14,2.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.26,0,127.92,6.8,66.09,337.25,121.91,90.17,0,77.49,14.37,23.97,10.81,0,0,0,0,0,0

34,08:15-08:30,22.07,40.73,6.3,0,37.92,0,0,0,0,0,0,0,0,10.09,0,8.42,0,10.29,0,0,175.07,24.57,143.32,125.61,0,0,0,11.51,1.09,29.64,0,150.35,6.17,47.26,46.04,33.91,17.33,42.38,0,0,18.29,0,29.54,34.14,2.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.26,0,127.92,6.8,66.09,337.25,121.91,90.17,0,77.49,14.37,23.97,10.81,0,0,0,0,0,0

35,08:30-08:45,17.4,40.73,12.6,0,37.92,0,0,0,0,0,0,0,0,10.09,0,8.42,0,10.29,0,0,175.07,24.57,143.32,125.61,0,0,0,11.51,1.09,29.64,0,150.35,6.17,47.26,46.04,33.91,17.33,42.38,0,0,18.29,0,29.54,50.6,2.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.26,0,127.92,6.8,66.09,337.25,121.91,90.17,0,77.49,14.37,23.97,10.81,0,0,0,0,0,0

36,08:45-09:00,22.75,40.73,12.6,0,37.92,0,0,0,0,0,0,0,0,10.09,0,8.42,0,10.29,0,0,175.07,24.57,143.32,125.61,0,0,0,11.51,1.09,30.92,0,150.35,6.17,47.26,46.04,33.91,17.33,42.38,0,0,18.29,0,29.54,50.6,2.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.26,0,127.92,6.8,66.09,337.25,121.91,90.17,0,77.49,14.37,23.97,10.81,0,0,0,0,0,0

37,09:00-09:15,20.53,40.73,12.6,0,34.15,0,0,0,0,0,0,0,0,10.09,0,8.42,0,10.29,0,0,175.07,24.57,125.27,117.9,0,0,0,11.51,1.09,31.2,0,150.35,3.74,47.26,43.63,33.91,14.16,42.38,0,0,18.29,0,26.43,50.6,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.26,0,127.92,6.8,66.09,337.25,121.91,90.17,0,77.49,13.83,23.38,10.49,0,0,0,0,0,0

38,09:15-09:30,19.51,40.73,12.6,0,32.55,0,0,0,0,0,0,0,0,10.09,0,8.42,0,10.29,0,0,175.07,24.57,125.27,117.9,0,0,0,11.51,1.09,31.2,0,150.35,3.74,47.26,43.63,33.91,14.16,42.38,0,0,18.29,0,26.43,50.6,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.26,0,127.92,6.8,66.09,337.25,121.91,90.17,0,77.49,13.83,23.38,10.49,0,0,0,0,0,0

39,09:30-09:45,19.06,40.73,12.6,0,32.55,0,0,0,0,0,0,0,0,10.09,0,8.42,0,10.29,0,0,175.07,24.57,125.27,117.9,0,0,0,11.51,1.09,31.2,0,150.35,3.74,47.26,43.63,33.91,14.16,42.38,0,0,18.29,0,26.43,38.41,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.26,0,127.92,6.8,66.09,337.25,121.91,90.17,0,77.49,13.83,23.38,10.49,0,0,0,0,0,0

40,09:45-10:00,18.35,40.73,12.6,0,32.55,0,0,0,0,0,0,0,0,10.09,0,8.42,0,10.29,0,0,175.07,24.57,125.27,117.9,0,0,0,11.51,1.09,31.2,0,150.35,3.74,47.26,43.63,33.91,14.16,42.38,0,0,18.29,0,26.43,38.41,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.26,0,127.92,6.8,66.09,337.25,121.91,90.17,0,77.49,13.83,23.38,10.49,0,0,0,0,0,0

41,10:00-10:15,18.84,27.16,12.6,0,32.55,0,0,0,0,0,0,0,0,10.09,0,8.42,0,10.29,0,0,175.07,24.57,125.27,117.9,0,0,0,3.72,1.09,30.63,0,150.35,3.74,47.26,43.63,33.91,14.16,42.38,0,0,18.29,0,38.88,38.41,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.26,0,127.92,6.8,66.09,337.25,121.91,92.26,0,77.49,13.83,23.38,10.49,0,0,0,0,0,0

42,10:15-10:30,17.88,13.58,12.6,0,32.55,0,0,0,0,0,0,0,0,10.09,0,8.42,0,10.29,0,0,175.07,24.57,125.27,117.9,0,0,0,3.72,1.09,30.63,0,150.35,3.74,47.26,43.63,33.91,14.16,42.38,0,0,18.29,0,38.88,38.41,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.26,0,127.92,6.8,66.09,337.25,121.91,92.26,0,77.49,13.83,23.38,10.49,0,0,0,0,0,0

43,10:30-10:45,13.96,0,12.6,0,32.55,0,0,0,0,0,0,0,0,10.09,0,8.42,0,10.29,0,0,175.07,24.57,125.27,117.9,0,0,0,3.72,1.09,30.21,0,150.35,3.74,47.26,43.63,33.91,14.16,42.38,0,0,18.29,0,38.88,37.34,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.26,0,127.92,6.8,66.09,337.25,121.91,92.26,0,77.49,13.83,23.38,10.49,0,0,0,0,0,0

44,10:45-11:00,14,0,12.6,0,32.55,0,0,0,0,0,0,0,0,10.09,0,8.42,0,10.29,0,0,175.07,24.57,125.27,117.9,0,0,0,3.72,1.09,30.21,0,150.35,3.74,47.26,43.63,33.91,14.16,42.38,0,0,18.29,0,38.88,37.34,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.26,0,127.92,6.8,66.09,337.25,121.91,92.26,0,77.49,13.83,23.38,10.49,0,0,0,0,0,0

45,11:00-11:15,15.74,0,12.6,0,32.55,0,0,0,0,0,0,0,0,10.09,0,8.42,0,10.29,0,0,175.07,24.57,125.27,117.9,0,0,0,11.51,1.09,30.21,0,150.35,3.74,47.26,43.63,33.91,14.16,42.38,0,0,12.2,0,38.88,37.34,1.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.26,0,127.92,6.8,66.09,337.25,121.91,91.61,0,51.65,13.83,23.38,10.49,0,0,0,0,0,0

46,11:15-11:30,18.79,0,12.6,0,32.55,0,0,0,0,0,0,0,0,10.09,0,8.42,0,10.29,0,0,175.07,24.57,125.27,117.9,0,0,0,11.51,1.09,30.21,0,150.35,3.74,47.26,43.63,33.91,14.16,42.38,0,0,6.1,0,38.88,37.34,1.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.26,0,127.92,6.8,66.09,337.25,121.91,91.61,0,51.65,13.83,23.38,10.49,0,0,0,0,0,0

47,11:30-11:45,19.18,0,12.6,0,37.92,0,0,0,0,0,0,0,0,10.09,0,8.42,0,10.29,0,0,175.07,24.57,143.32,117.9,0,0,0,11.51,1.09,30.21,0,150.35,3.74,47.26,43.63,33.91,14.16,42.38,0,0,0,0,29.54,37.34,1.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.26,0,127.92,6.8,66.09,337.25,121.91,91.61,0,51.65,13.83,23.38,10.49,0,0,0,0,0,0

48,11:45-12:00,19.75,0,12.6,0,37.92,0,0,0,0,0,0,0,0,10.09,0,8.42,0,10.29,0,0,175.07,24.57,143.32,117.9,0,0,0,11.51,1.09,30.21,0,150.35,3.74,47.26,43.63,33.91,14.16,42.38,0,0,0,0,29.54,37.34,1.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.26,0,127.92,6.8,66.09,337.25,121.91,91.61,0,51.65,13.83,23.38,10.49,0,0,0,0,0,0

49,12:00-12:15,18.72,0,12.6,0,44,0,0,0,0,0,0,0,0,10.09,0,8.42,0,10.29,0,0,175.07,24.57,143.32,117.9,0,0,0,11.51,1.09,30.21,0,150.35,3.74,47.26,43.63,33.91,16.93,42.38,0,0,0,0,29.54,29.87,1.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.26,0,127.92,6.8,66.09,337.25,121.91,91.61,0,64.57,16.39,27.25,12.28,0,0,0,0,0,0

50,12:15-12:30,19.48,0,12.6,0,44,0,0,0,0,0,0,0,0,10.09,0,8.42,0,10.29,0,0,175.07,24.57,143.32,117.9,0,0,0,11.51,1.09,30.21,0,150.35,3.74,47.26,43.63,33.91,16.93,42.38,0,0,0,0,29.54,29.87,1.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.26,0,127.92,6.8,66.09,337.25,121.91,91.61,0,79.17,17.24,28.09,13.19,0,0,0,0,0,0

51,12:30-12:45,16.77,0,12.6,0,44,0,0,0,0,0,0,0,0,10.09,0,8.42,0,10.29,0,0,175.07,24.57,143.32,117.9,0,0,0,11.51,1.09,30.21,0,150.35,3.74,47.26,43.63,33.91,16.93,42.38,0,0,0,0,31.1,29.87,1.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.26,0,127.92,6.8,66.09,337.25,121.91,91.61,0,79.17,17.24,28.09,13.19,0,0,0,0,0,0

52,12:45-13:00,19.26,0,12.6,0,44,0,0,0,0,0,0,0,0,10.09,0,8.42,0,10.29,0,0,175.07,24.57,143.32,117.9,0,0,0,11.51,1.09,30.21,0,150.35,3.74,47.26,43.63,33.91,16.93,42.38,0,0,0,0,31.1,29.87,1.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.26,0,127.92,6.8,66.09,337.25,121.91,91.61,0,79.17,17.24,28.09,13.19,0,0,0,0,0,0

53,13:00-13:15,18.55,0,12.6,0,44,0,0,0,0,0,0,0,0,10.09,0,8.42,0,10.29,0,0,175.07,24.57,143.32,117.9,0,0,0,11.51,1.09,30.21,0,150.35,3.74,47.26,43.63,33.91,16.93,42.38,0,0,0,0,31.1,29.87,1.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.26,0,127.92,6.8,66.09,337.25,121.91,91.61,0,79.17,17.24,28.09,13.19,0,0,0,0,0,0

