Column1,Time,NR/01102023/14082046/L_NR_2021_16,NR/01102023/25072045/L_NR_2021_15,NR/22102023/11042047/L_NR_2021_17,NR/01102023/02122045/L_NR_2021_13,NR/26072023/31072042/L_NR_2023_07,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/13082046/L_NR_2021_12,NR/26072023/25122043/L_NR_2023_10,WR/01102023/24112044/L_NR_2020_07,WR/01102023/31032046/L_NR_2020_05,NR/01102023/08032047/L_NR_2021_14,NR/01102023/02012046/L_NR_2021_17,NR/22102023/11042047/L_NR_2021_16,SR/01102023/07102043/L_NR_2018_61,WR/01102023/01102023/L_NR_2020_06,WR/01102023/01102023/L_NR_2022_09,WR/01102023/29112042/L_NR_2019_05,WR/01102023/16072048/L_NR_2022_08,WR/01102023/30052048/L_NR_2022_10,L_NR_2019_19,WR/01102023/29112042/RUMS(L_NR_2019_06),GNA/NR/2024/08/21/5232,NR/01082024/30092024/LT_MEJA_DELHI,NR/01102023/06022042/L_NR_2012_02,NR/01102023/19072037/LT-05,NR/01102023/30042040/GNA_LT_35,NR/16082024/31082024/IIPL/JPL-T-BRPL/05/Aug'24,NR/30092023/26122029/SH-06,NR/01082024/31082024/1000011628-SIEL-BRPL(DISCOM),NR/01102023/31052040/LT-31,NR/30092023/31122025/SH-07,GNA/NR/2024/08/21/1351,NR/16082024/31082024/MPL/24-25/STOA/128,NR/01102023/06022042/L_NR_2012_07,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/30042040/GNA_LT_36,NR/01102023/22052037/LT-59,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01082024/31082024/jitpl,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01082024/31082024/SKS-Raigarh,NR/16082024/31082024/APL-Raigarh_august,NR/01082024/31082024/APPCPL/180/F25/GNA/12763,NR/01102023/05012040/L_NR_2020_02,NR/01102023/31102037/L_NR_2019_11,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/16082024/31082024/1000011627-ACBL-BRPL(DISCOM),NR/01082024/30082024/NR/01082024/30082024/TataPower-DDL/PMG/MSEDCL/Banking/12112023
22,05:15-05:30,0,0,0,0,0,0,0,0,8.17,24.5,0,0,0,7.01,8.16,23.67,0,8,23.67,0,0,0,6.39,171.55,70.37,0,96.57,26.8708,48.28,0,26.8708,0,21.25,57.65,77.26,0,0,16.87,24.68,30.78,12.44,96.57,0,4.18,0,150.18,24.14,0

23,05:30-05:45,0,0,0,0,0,0,0,0,7.83,23.5,0,0,0,7.01,7.84,22.67,0,9.34,22.67,0,0,0,6.39,171.55,70.37,0,96.57,26.8708,48.28,0,26.8708,0,21.25,57.65,77.26,0,0,16.87,24.68,30.78,12.44,96.57,0,4,0,150.18,24.14,0

24,05:45-06:00,0,0,0,0,0,0,0,0,7.5,22.5,0,0,0,7.01,7.5,22,0,9.34,22,0,0,0,6.39,171.55,70.37,0,96.57,26.8708,48.28,0,26.8708,0,21.25,57.65,77.26,0,0,16.87,24.68,31.29,12.44,96.57,0,4,0,150.18,24.14,0

25,06:00-06:15,0,1,0,0.49,1,0,2.43,1,10.5,31.5,0.82,0,1,7.01,10.5,27,8.12,7,27,1.14,8.86,0,6.39,206.23,70.37,0,96.57,26.8708,48.28,0,26.8708,0,21.25,68.11,100.61,0,0,16.41,24.68,30.79,12.44,96.57,0,4,0,150.18,24.14,0

26,06:15-06:30,0,2,1,1.1,4,1,5.52,1,10.33,31,2.92,0,2,7.01,10.34,27.33,12.77,7,27.33,3.72,13.95,0,6.39,262.19,70.37,0,96.57,26.8708,48.28,0,26.8708,0,21.25,86.46,100.61,0,0,16.41,24.68,30.79,12.44,96.57,0,4,0,193.14,24.14,0

27,06:30-06:45,0,3,3,1.88,7,5,9.38,3,10,30,4.94,0,5,12.01,10,27.33,20.97,7,27.33,6.49,22.89,0,6.39,262.19,70.37,0.76,96.57,26.8708,48.28,0.76,26.8708,0,21.25,86.46,100.61,0.78,0,16.41,24.68,30.79,12.44,96.57,0,4,0,231.77,24.14,0

28,06:45-07:00,0,5,4,2.8,14,12,14.01,6,10,30,7.94,0,8,12.01,10,28,33,7,28,9.39,33,0,6.39,206.23,70.37,1.11,96.57,26.8708,48.28,1.11,26.8708,0,21.25,68.11,100.61,1.13,0,16.41,24.68,30.79,12.44,96.57,0,4,0,193.14,24.14,0

29,07:00-07:15,0,7,5,4.34,21,20,21.72,9,9.67,29,10,0,10,12.01,9.66,27,33,7,27,12.53,33,0,6.39,206.23,70.37,1.61,96.57,26.8708,48.28,1.61,26.8708,0,21.25,68.11,100.61,1.66,0,16.41,24.68,30.79,12.44,96.57,0,3.8,0,150.18,24.14,0

30,07:15-07:30,0,8,6,6.36,28,30,31.83,12,9.5,28.5,13,0,12,11.81,9.5,26,33,7,26,15.85,33,0,6.39,171.55,70.37,2.17,96.57,26.8708,48.28,2.17,26.8708,0,21.25,57.65,86.91,2.23,0,16.41,24.68,30.79,12.44,96.57,0,3.8,0,150.18,24.14,0

31,07:30-07:45,0,12,10,8.81,39,32.67,44.05,16,9.17,27.5,17,0,20,11.41,9.16,26,32.67,7,26,23,32.66,0,6.39,171.55,70.37,2.79,96.57,26.8708,48.28,2.79,26.8708,0,21.25,57.65,53.11,2.86,0,16.41,24.68,30.79,12.44,96.57,0,3.8,0,150.18,24.14,0

32,07:45-08:00,0,16,13,11.61,49,33,58.04,21,9,27,20,0,27,11.01,9,26,33,7,26,29.69,33,0,6.39,171.55,70.37,3.63,96.57,26.8708,48.28,3.63,26.8708,0,21.25,57.65,53.11,3.72,0,16.41,24.68,31.29,12.44,96.57,0,3.8,0,193.14,24.14,0

33,08:00-08:15,0,20,16,14.67,70,33,73.38,30,8.83,26.5,24,0,34,10.61,8.84,26,33,7,26,37.31,33,0,6.39,171.55,70.37,4.49,96.57,26.8708,48.28,4.49,26.8708,0,21.25,57.65,53.11,4.61,0,16.41,24.68,31.29,12.44,96.57,0,3.8,0,212.45,24.14,0

34,08:15-08:30,0,23,19,17.85,84,33,89.27,36,8.5,25.5,30,0,41,10.21,8.5,26.67,33,7,26.67,45.43,33,0,6.39,171.55,70.37,5.34,96.57,26.8708,48.28,5.34,26.8708,0,21.25,57.65,53.11,5.47,0,16.41,24.68,31.29,12.44,96.57,0,3.8,0,212.45,24.14,0

35,08:30-08:45,0,26,23,21.08,98,33,105.38,42,8.33,25,37,0,47,9.81,8.34,28.67,33,7,28.67,51.57,33,0,6.39,171.55,70.37,6.22,96.57,26.8708,48.28,6.22,26.8708,0,21.25,57.65,53.11,6.36,0,16.41,24.68,31.29,12.44,96.57,0,3.8,0,212.45,24.14,0

36,08:45-09:00,0,29,26,24.31,112,33,121.56,48,8.33,25,43,0,54,9.41,8.34,29.67,33,7,29.67,57.71,33,0,6.39,171.55,70.37,7.05,96.57,26.8708,48.28,7.05,26.8708,0,21.25,57.65,53.11,7.22,0,16.41,24.68,30.79,12.44,96.57,0,3.8,0,212.45,24.14,0

37,09:00-09:15,0,30,29,27.54,126,33,137.71,54,10.33,31,48,0,61,9.01,10.34,32.67,33,8.66,32.67,63.6,33,0,6.39,171.55,70.37,7.79,0,26.8708,0,7.79,26.8708,0,0,57.65,53.11,7.99,0,16.41,24.68,30.79,12.44,0,0,3.72,0,212.45,0,0

38,09:15-09:30,0,32,32,30.63,137,33,153.18,58,10.33,31,55,0,68,8.61,10.34,32,33,8.66,32,69.5,33,0,6.39,171.55,70.37,8.51,0,26.8708,0,8.51,26.8708,0,0,57.65,53.11,8.72,0,16.41,24.68,28.77,12.44,0,0,3.72,0,212.45,0,0

39,09:30-09:45,0,37,35,33.51,147,33,167.57,63,10.33,31,61,0,72,11.01,10.34,31.33,33,8.66,31.33,75.22,33,0,6.39,171.55,70.37,9.66,0,26.8708,0,9.66,26.8708,0,0,57.65,53.11,9.91,0,16.41,24.68,28.77,12.44,0,0,3.72,0,212.45,0,0

40,09:45-10:00,0,38,37,36.11,158,33,180.54,67,10.33,31,66,0,78,10.61,10.34,30.67,33,8.66,30.67,80.83,33,0,6.39,171.55,70.37,10.33,0,26.8708,0,10.33,26.8708,0,0,57.65,53.11,10.58,0,16.41,24.68,29.27,12.44,0,0,3.72,0,212.45,0,0

41,10:00-10:15,0,39,39,38.5,165,33,192.51,70,10.33,31,70,0,81,10.21,10.34,29.67,33,8.66,29.67,84.99,33,0,6.39,171.55,70.37,11.31,0,26.8708,0,11.31,26.8708,0,0,57.65,53.11,11.59,0,16.22,24.68,29.27,12.44,0,0,3.72,0,231.77,0,0

42,10:15-10:30,0,41,41,40.66,172,33,203.29,73,10.33,31,73,0,86,10.01,10.34,28.67,33,8.66,28.67,87.49,33,0,6.39,171.55,70.37,11.95,0,26.8708,0,11.95,26.8708,0,0,57.65,53.11,12.24,0,16.22,24.68,27.75,12.44,0,0,3.72,0,251.08,0,0

43,10:30-10:45,0,42,44,43.79,179,33,218.94,76,10.33,31,78,0,91,7.41,10.34,27.67,33,8.66,27.67,96.14,33,0,6.39,171.55,70.37,12.6,0,26.8708,0,12.6,26.8708,0,0,57.65,53.11,12.93,0,16.22,24.68,27.75,12.44,0,0,3.72,0,273.05,0,0

44,10:45-11:00,0,42,44,45.24,182,33,226.22,78,10.33,31,81,0,91,7.41,10.34,27,33,8.66,27,92.47,33,0,6.39,171.55,70.37,13.27,0,26.8708,0,13.27,26.8708,0,0,57.65,53.11,13.61,0,16.22,24.68,27.25,12.44,0,0,3.72,0,273.05,0,0

45,11:00-11:15,0,43.5,45,46.13,193,33,230.68,82,10.33,31,86,0,93,7.41,10.34,34.67,33,8.66,34.67,88.41,33,0,6.39,171.55,70.37,13.65,0,26.8708,0,13.65,26.8708,0,0,57.65,53.11,14,0,16.22,24.68,27.25,12.44,0,0,3.72,0,273.05,0,0

46,11:15-11:30,0,43.5,45,46.57,193,33,232.84,82,10.33,31,87,0,93,7.01,10.34,34.33,33,8.66,34.33,84.05,33,0,6.39,171.55,70.37,13.79,0,26.8708,0,13.79,26.8708,0,0,57.65,53.11,14.13,0,16.22,24.68,26.74,12.44,0,0,3.72,0,273.05,0,0

47,11:30-11:45,0,44.5,45,46.62,193,33,233.12,82,10.33,31,86,0,93,7.01,10.34,29.67,33,8.66,29.67,85.07,33,0,6.39,200.52,70.37,13.9,0,26.8708,0,13.9,26.8708,0,0,57.65,53.11,14.24,0,16.22,24.68,26.74,12.44,0,0,3.72,0,273.05,0,0

48,11:45-12:00,0,44.5,45,46.53,193,33,232.63,82,10.33,31,86,0,93,7.01,10.34,29.67,33,8.66,29.67,86,33,0,6.39,227.5,70.37,13.31,0,26.8708,0,13.31,26.8708,0,0,57.65,53.11,13.64,0,16.22,24.68,26.24,12.44,0,0,3.72,0,273.05,0,0

49,12:00-12:15,0,44.5,45,46.31,193,33,231.58,82,8.33,25,86,0,93,10.01,8.34,29.67,33,9,29.67,98.26,33,0,6.39,227.5,70.37,13.32,0,26.8708,0,13.32,26.8708,0,0,75.65,53.11,13.65,0,16.22,24.68,15.13,12.44,0,0,3.85,0,273.05,0,0

50,12:15-12:30,0,44.5,45,46.25,193,33,231.24,82,8.5,25.5,86,0,93,10.41,8.5,29.67,33,9,29.67,95.02,33,0,6.39,227.5,70.37,13.34,0,26.8708,0,13.34,26.8708,0,0,75.65,53.11,13.66,0,16.22,24.68,15.13,12.44,0,0,3.85,0,273.05,0,0

51,12:30-12:45,0,44.5,45,46.2,193,33,231.03,82,8.67,26,87,0,93,11.01,8.66,30,33,9,30,92.02,33,0,6.39,227.5,70.37,13.37,0,26.8708,0,13.37,26.8708,0,0,75.65,53.11,13.7,0,16.22,24.68,15.13,12.44,0,0,3.85,0,273.05,0,0

52,12:45-13:00,0,44.5,45,46.15,193,33,230.74,82,8.83,26.5,87,0,93,12.01,8.84,30,33,8.66,30,88.73,33,0,6.39,227.5,70.37,13.39,0,26.8708,0,13.39,26.8708,0,0,75.65,53.11,13.72,0,16.22,24.68,15.13,12.44,0,0,3.85,0,273.05,0,0

53,13:00-13:15,0,44.5,45,46.01,193,33,230.04,82,9.17,27.5,89,0,93,13.2,9.16,31.33,33,8.66,31.33,86.33,33,0,6.39,171.55,70.37,13.35,0,26.8708,0,13.35,26.8708,0,0,57.65,53.11,13.67,0,16.22,24.68,15.13,12.44,0,0,3.85,0,251.08,0,0

54,13:15-13:30,0,44.5,45,45.95,193,33,229.76,82,9.5,28.5,89,0,93,19.4,9.5,32.33,33,8.66,32.33,85.39,33,0,6.39,171.55,70.37,12.24,0,26.8708,0,12.24,26.8708,0,0,57.65,53.11,12.54,0,16.22,24.68,15.13,12.44,0,0,3.85,0,231.77,0,0

55,13:30-13:45,0,44,43,45.75,179,33,228.76,76,10.33,31,90,0,90,9.01,10.34,34.33,33,8.66,34.33,78.04,33,0,6.39,171.55,70.37,12.2,0,26.8708,0,12.2,26.8708,0,0,57.65,53.11,12.5,0,16.22,24.68,15.13,12.44,0,0,3.85,0,251.08,0,0

56,13:45-14:00,0,44,43,45.31,179,33,226.58,76,11.17,33.5,90,0,90,10.01,11.16,36,33,8.66,36,74.31,33,0,6.39,200.52,70.37,13.3,0,26.8708,0,13.3,26.8708,0,0,57.65,53.11,13.63,0,16.22,24.68,15.13,12.44,0,0,3.85,0,273.05,0,0

57,14:00-14:15,0,44,42,44.62,179,33,223.12,76,11.5,34.5,89,0,88,10.61,11.5,37,33,8.66,37,72.09,33,0,6.39,200.52,70.37,12.91,0,26.8708,0,12.91,26.8708,0,0,57.65,53.11,13.23,0,15.03,24.68,23.21,12.44,0,0,4.04,0,273.05,0,0

58,14:15-14:30,0,44,42,44.07,175,33,220.34,75,11.67,35,88,0,88,11.61,11.66,37.67,33,8.34,37.67,71.07,33,0,6.39,200.52,70.37,12.5,0,26.8708,0,12.5,26.8708,0,0,57.65,53.11,12.81,0,15.03,24.68,27.25,12.44,0,0,4.04,0,273.05,0,0

59,14:30-14:45,0,43,40,43.34,168,33,216.7,72,12,36,85,0,83,12.41,12,48,33,14,48,69.27,33,0,6.39,200.52,70.37,12.02,0,26.8708,0,12.02,26.8708,0,0,57.65,53.11,12.32,0,15.03,24.68,27.25,12.44,0,0,4.04,0,273.05,0,0

60,14:45-15:00,0,42,38,42.66,161,33,213.28,69,12.33,37,80,0,80,13.2,12.34,47.33,33,14.34,47.33,66.61,33,0,6.39,200.52,70.37,11.56,0,26.8708,0,11.56,26.8708,0,0,57.65,53.11,11.85,0,15.03,24.68,27.25,12.44,0,0,4.04,0,273.05,0,0

61,15:00-15:15,0,39.5,37,41.66,158,33,208.31,67,12.33,37,76,0,76,14.2,12.34,46.67,33,14.66,46.67,62.54,33,0,6.39,227.5,70.37,10.91,0,26.8708,0,10.91,26.8708,0,0,57.65,100.61,11.17,0,15.03,24.68,27.75,12.44,0,0,4.36,0,273.05,0,0

62,15:15-15:30,0,36.5,34,40.56,147,33,202.79,63,13,39,71,0,71,14.6,13,46.33,33,15,46.33,55.64,33,0,6.39,227.5,70.37,10.2,0,26.8708,0,10.2,26.8708,0,0,57.65,100.61,10.46,0,15.03,24.68,27.75,12.44,0,0,4.36,0,273.05,0,0

63,15:30-15:45,0,36.5,32,38.81,140,33,194.04,60,13.5,40.5,65,0,68,15.6,13.5,46,33,15,46,48.44,33,0,6.39,227.5,70.37,9.43,0,26.8708,0,9.43,26.8708,0,0,57.65,100.61,9.68,0,15.03,24.68,28.26,12.44,0,0,4.36,0,273.05,0,0

64,15:45-16:00,0,33,30,36.77,130,33,183.84,55,14.17,42.5,60,0,63,16.4,14.16,45.67,33,15,45.67,41.48,33,0,6.39,227.5,70.37,8.73,0,26.8708,0,8.73,26.8708,0,0,57.65,100.61,8.94,0,15.03,24.68,28.26,12.44,0,0,4.36,0,273.05,0,0

65,16:00-16:15,0,30,27,34.24,119,33,171.2,51,19.17,57.5,55,0,58,17.4,19.16,45,33,15,45,36.07,33,0,6.39,227.5,70.37,8.09,0,26.8708,0,8.09,26.8708,0,0,57.65,100.61,8.31,0,17.33,24.68,28.76,12.44,0,0,4.83,0,273.05,0,0

66,16:15-16:30,0,28,25,31.41,105,33,157.04,45,20,60,48,0,51,17.8,20,45,33,15.34,45,32.22,33,0,6.39,227.5,70.37,7.21,0,26.8708,0,7.21,26.8708,0,0,57.65,100.61,7.39,0,17.33,24.68,29.27,12.44,0,0,4.83,0,273.05,0,0

67,16:30-16:45,0,25,22,28.05,91,22,140.25,39,20.5,61.5,45,0,45,19,20.5,44.67,33,15.34,44.67,29.24,33,0,6.39,262.19,70.37,6.5,0,23.9542,0,6.5,23.9542,0,0,57.65,100.61,6.66,0,17.33,24.68,29.27,12.44,0,0,4.83,0,273.05,0,0

68,16:45-17:00,0,21,18,24.39,77,12,121.98,33,20.17,60.5,38,0,38,18.8,20.16,44.67,33,15.34,44.67,24.93,33,0,6.39,262.19,70.37,5.6,0,23.9542,0,5.6,23.9542,0,0,57.65,100.61,5.74,0,17.33,24.68,29.27,12.44,0,0,4.83,0,273.05,0,0

69,17:00-17:15,0,17,15,20.67,67,7,103.34,28,20,60,31,0,30,22.01,20,46.67,31.95,15,46.67,20.56,33,0,6.39,262.19,70.37,4.61,96.57,23.9542,48.28,4.61,23.9542,0,21.25,87.11,100.61,4.71,0,17.33,24.68,28.76,12.44,96.57,0,5.21,0,273.05,24.14,0

70,17:15-17:30,0,14,11,17.07,53,1,85.37,22,19.5,58.5,26,0,24,21.61,19.5,46,25.95,15,46,16.07,28.35,0,6.39,262.19,70.37,3.77,96.57,23.9542,48.28,3.77,23.9542,0,21.25,87.11,100.61,3.86,0,17.33,24.68,29.27,12.44,96.57,0,5.21,0,273.05,24.14,0

71,17:30-17:45,0,11,8,13.83,39,0,69.15,16,19.17,57.5,23,0,17,21.01,19.16,45.67,20.67,15.34,45.67,11.58,22.6,0,6.39,262.19,70.37,2.84,96.57,23.9542,48.28,2.84,23.9542,0,21.25,87.11,100.61,2.91,0,17.33,24.68,29.27,12.44,96.57,0,5.21,0,273.05,24.14,0

72,17:45-18:00,0,8,6,10.96,28,0,54.78,12,18.83,56.5,15,0,12,18,18.84,44.67,16.07,15,44.67,7.45,17.57,0,6.39,262.19,70.37,2.11,96.57,23.9542,48.28,2.11,23.9542,0,21.25,87.11,100.61,2.15,0,17.33,24.68,29.27,12.44,96.57,0,5.21,0,273.05,24.14,0

73,18:00-18:15,0,7,3,8.44,18,0,42.22,7,18.5,55.5,12,0,7,24.01,18.5,44.67,0,16.66,44.67,4.43,0,0,6.39,262.19,66.22,1.6,96.57,23.9542,48.28,1.6,23.9542,0,21.25,87.11,91.22,1.64,0,17.33,24.68,30.28,12.44,96.57,0,5.57,0,273.05,24.14,0

74,18:15-18:30,0,5,2,6.19,11,0,30.98,4,18.33,55,8,0,3,22.01,18.34,44.33,0,16.34,44.33,2.72,0,0,6.39,262.19,66.22,1.18,96.57,23.1255,48.28,1.18,23.1255,0,21.25,87.11,91.22,1.21,0,17.33,24.68,30.28,12.44,96.57,0,5.57,0,273.05,24.14,0

