Block,Time Block,RAMPUR,RSTPSU1TO6,RAPPC,NTPL,RSTPSU7,PARBATI3,RIHAND3,SALAL,SEWA2,PARBATI2,SIMHST2,RAPPB,SIMHST1,RIHAND2,RIHAND1,SASAN,KOTESHWR,NLCEXP,NNTPP,KUDGI,NLCIIST1,NJPC,NLCIIST2,MAPS,NLCTS2EXP,NAPP,KKNP,KKNPPU2,KOLDAM,KHSTPP-II,KISHANGANGA,KHSTPP-I,KGSU1AND2,KGSU3AND4,JHAJJAR,FSTPP I & II,DULHASTI,BSIUL,CHAMERA3,CHAMERA2,DHAULIGNGA,BRBCL,DADRT2,CHAMERA1,UNCHAHAR3,TALST2,SINGRAULI_HYDRO,TANAKPUR,TelanganaSTPP,UNCHAHAR2,SINGRAULI,TALA,URI2,TEHRI,UNCHAHAR1,UNCHAHAR4,TANDA2,URI,ANTA_LF,AURY_GF,DADRI_CRF,DADRI_RF,ANTA_GF,AURY_CRF,AURY_RF,DADRI_LF,ANTA_CRF,VALLURNTECL,ANTA_RF,AURY_LF,DADRI_GF,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
15,03:30-03:45,0,0,66.51,0,0,0,125.85,12.86,0,0,0,0,0,119.86,93.54,335.89,10.02,0,0,0,0,0,0,0,0,49.92,0,0,0,142.74,8.13,44.11,0,0,359.96,14.05,38.13,18.83,11.21,15.64,0,16.13,364.43,0,21.4,0,0.9,0,0,35.18,144.62,0,36.62,0,18.99,2.13,5.26,33.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

16,03:45-04:00,0,0,66.51,0,0,0,125.85,12.86,6.05,0,0,0,0,119.86,93.54,335.89,10.02,0,0,0,0,0,0,0,0,49.92,0,0,0,142.74,8.13,44.11,0,0,359.96,14.72,38.13,18.83,11.21,15.64,0,16.74,364.43,0,21.4,0,0.9,0,0,35.18,144.62,0,36.62,12.57,18.99,2.13,5.26,33.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

17,04:00-04:15,0,0,66.51,0,0,0,125.85,12.86,6.05,0,0,0,0,119.86,93.54,335.89,10.02,0,0,0,0,0,0,0,0,49.92,0,0,0,142.74,8.13,44.11,0,0,457.01,14.18,38.13,18.83,11.21,15.64,0,16.37,420.98,0,17.55,0,0.9,0,0,27.82,144.62,0,36.62,12.57,13.2,2.13,5.26,33.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

18,04:15-04:30,0,0,66.51,0,0,0,125.85,12.86,12.12,0,0,0,0,119.86,93.54,335.89,10.02,0,0,0,0,0,0,0,0,49.92,0,0,0,142.74,8.13,44.11,0,0,554.49,14.18,38.13,18.83,11.21,15.64,0,19.25,423.88,0,17.55,0,0.9,0,0,27.82,144.62,0,36.62,25.13,13.2,2.13,5.26,33.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

19,04:30-04:45,0,0,66.51,0,0,0,125.85,12.86,18.17,0,0,0,0,119.86,93.54,335.89,10.02,0,0,0,0,0,0,0,0,49.92,0,0,0,142.74,8.13,44.11,0,0,521.28,14.18,38.13,18.83,11.21,15.64,0,19.25,434.7,0,21.06,0,0.9,0,0,33.45,144.62,0,36.62,25.13,16.46,2.13,5.26,33.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

20,04:45-05:00,1.05,0,66.51,0,0,0,125.85,12.86,18.17,0,0,0,0,119.86,93.54,335.89,10.02,0,0,0,0,26.59,0,0,0,49.92,0,0,0,142.74,8.13,44.11,0,0,521.28,14.18,38.13,18.83,11.21,15.64,0,19.25,434.7,0,21.06,0,0.9,0,0,33.45,144.62,0,36.62,25.13,16.46,2.13,5.26,33.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

21,05:00-05:15,2.1,0,66.51,0,0,0,125.85,12.86,18.17,0,0,0,0,119.86,93.54,335.89,10.02,0,0,0,0,53.19,0,0,0,49.92,0,0,0,142.74,8.13,44.11,0,0,521.28,13.72,38.13,18.83,11.21,15.64,0,19.25,434.7,0,26.63,0,0.9,0,0,42.33,144.62,0,36.62,25.13,20.82,2.13,5.26,33.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

22,05:15-05:30,2.1,0,66.51,0,0,0,125.85,12.86,18.17,0,0,0,0,119.86,93.54,335.89,10.02,0,0,0,0,53.19,0,0,0,49.92,0,0,0,142.74,8.13,44.11,0,0,521.28,13.72,38.13,18.83,22.43,15.64,0,19.25,444.44,0,26.63,0,0.9,0,0,42.33,144.62,0,36.62,25.13,20.82,2.13,5.26,33.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

23,05:30-05:45,2.1,0,66.51,0,0,0,125.85,12.86,18.17,0,0,0,0,119.86,93.54,335.89,10.02,0,0,0,0,53.19,0,0,0,49.92,0,0,0,142.74,8.13,44.11,0,0,521.28,13.72,38.13,18.83,22.43,15.64,0,19.25,491.38,0,26.63,0,0.9,0,0,42.33,144.62,0,36.62,25.13,20.82,2.13,5.26,33.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

24,05:45-06:00,2.1,0,66.51,0,0,0,125.85,12.86,18.17,0,0,0,0,119.86,93.54,335.89,10.02,0,0,0,0,53.19,0,0,0,49.92,0,0,0,142.74,8.13,44.11,0,0,521.28,13.72,38.13,18.83,22.43,15.64,0,19.25,520.34,0,26.63,0,0.9,0,0,42.33,144.62,0,36.62,25.13,20.82,2.13,5.26,33.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

25,06:00-06:15,2.1,0,66.51,0,0,0,125.85,12.86,18.17,0,0,0,0,119.86,93.54,335.89,10.02,0,0,0,0,53.19,0,0,0,49.92,0,0,0,142.74,8.13,44.11,0,0,513.78,13.72,38.13,12.55,22.43,15.64,0,19.25,568.27,0,26.63,0,0.9,0,0,42.33,144.62,0,36.62,25.13,20.82,2.13,5.26,38.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

26,06:15-06:30,2.1,0,66.51,0,0,0,125.85,12.86,18.17,0,0,0,0,119.86,93.54,335.89,10.02,0,0,0,0,53.19,0,0,0,49.92,0,0,0,142.74,8.13,44.11,0,0,513.78,13.72,38.13,12.55,22.43,15.64,0,19.25,613.2,0,26.63,0,0.9,0,0,42.33,144.62,0,36.62,25.13,20.82,2.13,5.26,38.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

27,06:30-06:45,2.1,0,66.51,0,0,0,125.85,68.22,18.17,0,0,0,0,119.86,93.54,335.89,10.02,0,0,0,0,53.19,0,0,0,49.92,0,0,0,142.74,8.13,44.11,0,0,465.54,13.72,38.13,12.55,22.43,15.64,0,19.25,609.2,0,26.63,0,0.9,0,0,42.33,144.62,0,36.62,25.13,20.82,2.13,5.26,38.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

28,06:45-07:00,2.1,0,66.51,0,0,0,125.85,68.22,18.17,0,0,0,0,119.86,93.54,335.89,10.02,0,0,0,0,53.19,0,0,0,49.92,0,0,0,142.74,8.13,44.11,0,0,465.54,13.72,38.13,12.55,22.43,15.64,0,19.25,556.29,0,26.63,0,0.9,0,0,42.33,144.62,0,36.62,25.13,20.82,2.13,5.26,38.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

29,07:00-07:15,2.1,0,66.51,0,0,0,125.85,68.22,18.17,0,0,0,0,119.86,93.54,335.89,10.02,0,0,0,0,53.19,0,0,0,49.92,0,0,0,142.74,8.13,44.11,0,0,382.49,13.72,38.13,12.55,22.43,15.64,0,19.25,521.45,0,23.85,0,0.9,0,0,36.69,144.62,0,36.62,25.13,17.56,2.13,5.26,33.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

30,07:15-07:30,2.1,0,66.51,0,0,0,125.85,68.22,18.17,0,0,0,0,119.86,93.54,335.89,10.02,0,0,0,0,53.19,0,0,0,49.92,0,0,0,142.74,8.13,44.11,0,0,290.49,11.61,38.13,12.55,22.43,31.27,0,19.25,404.1,0,18.6,0,0.9,0,0,29.34,144.62,0,36.62,25.13,13.43,2.13,5.26,33.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

31,07:30-07:45,2.1,0,66.51,0,0,0,125.85,68.22,18.17,0,0,0,0,119.86,93.54,335.89,10.02,0,0,0,0,53.19,0,0,0,49.92,0,0,0,142.74,8.13,44.11,0,0,359.96,11.33,38.13,12.55,22.43,31.27,0,19.25,364.43,0,22.11,0,0.9,0,0,35.32,144.62,0,36.62,25.13,16.69,2.13,5.26,33.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

32,07:45-08:00,2.1,0,66.51,0,0,0,125.85,68.22,18.17,0,0,0,0,119.86,93.54,335.89,10.02,0,0,0,0,53.19,0,0,0,49.92,0,0,0,142.74,8.13,44.11,0,0,359.96,11.33,38.13,12.55,11.21,31.27,0,19.25,364.29,0,16.5,0,0.9,0,0,25.61,144.62,0,36.62,12.57,12.25,2.13,5.26,33.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

33,08:00-08:15,2.1,0,66.51,0,0,0,125.85,25.73,0,0,0,0,0,119.86,93.54,335.89,10.02,0,0,0,0,53.19,0,0,0,49.92,0,0,0,122.04,8.13,33.69,0,0,359.96,9.39,38.13,12.55,0,31.27,0,19.25,361.4,0,14.65,0,0.9,0,0,23.8,144.62,0,36.62,12.57,11.86,2.13,5.26,33.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

34,08:15-08:30,2.1,0,66.51,0,0,0,125.85,25.73,0,0,0,0,0,119.86,93.54,335.89,10.02,0,0,0,0,53.19,0,0,0,49.92,0,0,0,122.04,8.13,24.56,0,0,359.96,9.39,38.13,12.55,0,31.27,0,19.25,361.4,0,14.65,0,0.9,0,0,23.8,144.62,0,36.62,0,11.86,1.19,3.8,38.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

35,08:30-08:45,2.1,0,66.51,0,0,0,125.85,25.73,0,0,0,0,0,119.86,93.54,335.89,10.02,0,0,0,0,53.19,0,0,0,49.92,0,0,0,93.36,8.13,24.56,0,0,359.96,9.39,38.13,12.55,0,31.27,0,19.25,361.4,0,14.65,0,0.9,0.99,0,23.8,144.62,0,36.62,0,11.86,1.19,3.8,38.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

36,08:45-09:00,2.1,0,66.51,0,0,0,125.85,25.73,0,0,0,0,0,119.86,93.54,335.89,10.02,0,0,0,0,53.19,0,0,0,49.92,0,0,0,78.51,8.13,24.56,0,0,359.96,9.39,38.13,12.55,0,15.64,0,19.25,361.4,0,14.65,0,0.9,0.99,0,23.8,144.62,0,36.62,0,11.86,1.19,3.8,38.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

37,09:00-09:15,2.1,0,66.51,0,0,0,125.85,25.73,0,0,0,0,0,119.86,93.54,335.89,10.02,0,0,0,0,53.19,0,0,0,49.92,0,0,0,78.51,8.13,24.56,0,0,359.96,9.39,38.13,12.55,0,15.64,0,19.25,361.4,0,17.27,0,0.9,0.99,0,23.8,144.62,0,36.62,0,11.86,1.19,3.8,38.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

38,09:15-09:30,2.1,0,66.51,0,0,0,125.85,25.73,0,0,0,0,0,119.86,93.54,335.89,10.02,0,0,0,0,53.19,0,0,0,49.92,0,0,0,78.51,8.13,24.56,0,0,359.96,9.39,38.13,12.55,0,15.64,0,19.25,361.4,0,17.27,0,0.9,0.99,0,23.8,144.62,0,36.62,0,11.86,1.19,3.8,33.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

39,09:30-09:45,2.1,0,66.51,0,0,0,125.85,25.73,0,0,0,0,0,119.86,93.54,335.89,10.02,0,0,0,0,53.19,0,0,0,49.92,0,0,0,78.51,8.13,24.56,0,0,359.96,9.39,38.13,12.55,0,15.64,0,19.25,361.4,0,17.27,0,0.9,0.99,0,23.8,144.62,0,36.62,0,11.86,1.19,3.8,33.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

40,09:45-10:00,2.1,0,66.51,0,0,0,125.85,25.73,0,0,0,0,0,119.86,93.54,335.89,10.02,0,0,0,0,53.19,0,0,0,49.92,0,0,0,78.51,8.13,24.56,0,0,359.96,9.39,38.13,12.55,0,0,0,19.25,361.4,0,17.27,0,0.9,0.99,0,23.8,144.62,0,36.62,0,11.86,1.19,3.8,33.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

41,10:00-10:15,2.1,0,66.51,0,0,4.13,125.85,25.73,0,0,0,0,0,119.86,93.54,335.89,10.02,0,0,0,0,53.19,0,0,0,49.92,0,0,0,78.51,8.13,24.56,0,0,359.96,9.39,38.13,12.55,0,0,0,19.25,361.4,0,17.27,0,0.9,0.99,0,24.38,144.62,0,36.62,0,11.86,1.19,3.8,33.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

42,10:15-10:30,2.1,0,66.51,0,0,17.7,125.85,25.73,0,0,0,0,0,119.86,93.54,335.89,10.02,0,0,0,0,53.19,0,0,0,49.92,0,0,0,78.51,8.13,24.56,0,0,359.96,9.39,38.13,12.55,0,0,0,19.25,361.4,0,17.27,0,0.9,0.99,0,24.38,144.62,0,36.62,0,11.86,1.19,3.8,33.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

43,10:30-10:45,2.1,0,66.51,0,0,17.7,125.85,25.73,0,0,0,0,0,119.86,93.54,335.89,10.02,0,0,0,0,53.19,0,0,0,49.92,0,0,0,78.51,8.13,24.56,0,0,359.96,9.39,38.13,12.55,0,0,0,17.9,361.4,0,17.27,0,0.9,0.99,0,24.38,144.62,0,36.62,0,12.97,1.19,3.8,33.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

44,10:45-11:00,1.05,0,66.51,0,0,17.7,125.85,25.73,0,0,0,0,0,119.86,93.54,335.89,10.02,0,0,0,0,26.59,0,0,0,49.92,0,0,0,78.51,8.13,24.56,0,0,359.96,9.39,38.13,12.55,0,0,0,17.58,361.4,0,17.27,0,0.9,0.99,0,24.38,144.62,0,36.62,0,12.97,1.19,3.8,33.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

45,11:00-11:15,1.05,0,66.51,0,0,17.7,125.85,25.73,0,0,0,0,0,119.86,93.54,335.89,10.02,0,0,0,0,26.59,0,0,0,49.92,0,0,0,96.25,8.13,26.79,0,0,359.96,9.39,19.07,12.55,0,0,10.52,16.93,361.4,0,17.27,0,0.9,0.99,0,28.02,144.62,0,36.62,0,12.97,1.19,3.92,33.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

46,11:15-11:30,1.05,0,66.51,0,0,17.7,125.85,25.73,0,0,0,0,0,119.86,93.54,335.89,10.02,0,0,0,0,26.59,0,0,0,49.92,0,0,0,96.25,8.13,26.79,0,0,359.96,9.39,19.07,12.55,0,0,10.52,17.04,361.4,0,17.27,0,0.9,0.99,0,28.02,144.62,0,36.62,0,12.97,1.19,3.92,33.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

47,11:30-11:45,1.05,0,66.51,0,0,4.13,125.85,25.73,0,0,0,0,0,119.86,93.54,335.89,10.02,0,0,0,0,26.59,0,0,0,49.92,0,0,0,96.25,8.13,26.79,0,0,359.96,9.39,19.07,12.55,0,0,10.52,17.32,361.4,0,17.27,0,0.9,0.99,0,28.02,144.62,0,36.62,0,12.97,1.19,3.92,33.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

48,11:45-12:00,1.05,0,66.51,0,0,0,125.85,25.73,0,0,0,0,0,119.86,93.54,335.89,10.02,0,0,0,0,26.59,0,0,0,49.92,0,0,0,96.25,8.13,26.79,0,0,359.96,9.39,19.07,12.55,0,0,10.52,19.25,361.4,0,17.27,0,0.9,0.99,0,28.02,144.62,0,36.62,0,12.97,1.19,3.92,33.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

49,12:00-12:15,1.05,0,66.51,0,0,0,125.85,25.73,0,0,0,0,0,119.86,93.54,335.89,10.02,0,0,0,0,26.59,0,0,0,49.92,0,0,0,103.11,8.13,32.54,0,0,359.96,9.74,19.07,12.55,0,0,10.52,19.25,361.4,0,17.27,0,0.9,0.49,0,28.02,144.62,0,36.62,0,12.97,2.13,3.92,34.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

50,12:15-12:30,1.05,0,66.51,0,0,0,125.85,25.73,0,0,0,0,0,119.86,93.54,335.89,10.02,0,0,0,0,26.59,0,0,0,49.92,0,0,0,103.11,8.13,32.54,0,0,359.96,9.74,19.07,12.55,0,0,10.52,19.25,361.4,0,17.27,0,0.9,0.49,0,28.02,144.62,0,36.62,0,12.97,2.13,5.26,34.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

51,12:30-12:45,1.05,0,66.51,0,0,0,125.85,25.73,0,0,0,0,0,119.86,93.54,335.89,10.02,0,0,0,0,26.59,0,0,0,49.92,0,0,0,103.11,8.13,32.54,0,0,359.96,9.74,19.07,12.55,0,0,10.52,19.25,361.4,0,17.27,0,0.9,0.49,0,28.02,144.62,0,36.62,0,12.97,2.13,5.26,34.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

52,12:45-13:00,1.05,0,66.51,0,0,0,125.85,25.73,0,0,0,0,0,119.86,93.54,335.89,10.02,0,0,0,0,26.59,0,0,0,49.92,0,0,0,103.11,8.13,32.54,0,0,359.96,9.74,19.07,12.55,0,0,10.52,19.25,361.4,0,17.27,0,0.9,0.49,0,28.02,144.62,0,36.62,0,12.97,2.13,5.26,34.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

53,13:00-13:15,1.05,0,66.51,0,0,0,125.85,25.73,0,0,0,0,0,119.86,93.54,335.89,10.02,0,0,0,0,26.59,0,0,0,49.92,0,0,0,103.11,8.13,32.54,0,0,359.96,9.74,19.07,6.28,0,0,10.52,19.25,361.4,0,17.27,0,0.9,0.49,0,28.02,144.62,0,36.62,0,12.97,2.13,5.26,34.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

54,13:15-13:30,1.05,0,66.51,0,0,0,125.85,25.73,0,0,0,0,0,119.86,93.54,335.89,10.02,0,0,0,0,26.59,0,0,0,49.92,0,0,0,103.11,8.13,32.54,0,0,359.96,9.74,19.07,6.28,0,0,10.52,19.25,361.4,0,17.27,0,0.9,0.49,0,28.02,144.62,0,36.62,0,12.97,2.13,5.26,34.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

55,13:30-13:45,1.05,0,66.51,0,0,0,125.85,25.73,0,0,0,0,0,119.86,93.54,335.89,10.02,0,0,0,0,26.59,0,0,0,49.92,0,0,0,103.11,8.13,32.54,0,0,359.96,9.74,19.07,6.28,0,0,10.52,19.25,361.4,0,17.27,0,0.88,0.49,0,19.42,144.62,0,36.62,0,12.97,2.13,5.26,34.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

56,13:45-14:00,1.05,0,66.51,0,0,0,125.85,25.73,0,0,0,0,0,119.86,93.54,335.89,10.02,0,0,0,0,26.59,0,0,0,49.92,0,0,0,103.11,8.13,32.54,0,0,359.96,9.74,19.07,6.28,0,0,10.52,19.25,361.4,0,17.27,0,0.88,0.49,0,19.42,144.62,0,36.62,0,12.97,2.13,5.26,34.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

57,14:00-14:15,0,0,66.51,0,0,0,125.85,25.73,0,0,0,0,0,119.86,93.54,335.89,10.02,0,0,0,0,0,0,0,0,49.92,0,0,0,103.11,8.13,32.54,0,0,359.96,9.74,19.07,6.28,0,0,10.52,19.25,361.4,0,18.6,0,0.88,0.49,0,19.42,144.62,0,36.62,0,13.43,2.13,5.26,34.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

