Column1,Time,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/01102023/L_NR_2020_06,WR/01102023/24112044/L_NR_2020_07,WR/01102023/30052048/L_NR_2022_10,WR/01102023/01102023/L_NR_2022_09,WR/01102023/31032046/L_NR_2020_05,WR/01102023/16072048/L_NR_2022_08,WR/01102023/29112042/L_NR_2019_05,WR/01102023/29112042/RUMS(L_NR_2019_06),L_NR_2019_19,NR/01102023/13082046/L_NR_2021_12,NR/22102023/11042047/L_NR_2021_16,GNARE/SR/2025/01/13/4532,NR/01102023/25072045/L_NR_2021_15,NR/01102023/08032047/L_NR_2021_14,NR/22102023/11042047/L_NR_2021_17,NR/26072023/31072042/L_NR_2023_07,NR/01102023/02122045/L_NR_2021_13,GNARE/NR/2024/12/20/3668,NR/26072023/25122043/L_NR_2023_10,GNA/NR/2025/08/01/6475,NR/01102023/31102037/L_NR_2019_11,GNA/NR/2025/07/01/1044,GNA/NR/2025/06/07/5932,NR/01102023/05012040/L_NR_2020_02,GNA/NR/2025/08/01/6209,NR/01102023/30042040/GNA_LT_36,NR/01102023/31052040/LT-31,GNA/NR/2025/08/01/3698,GNA/NR/2025/08/01/5126,GNA/NR/2025/08/01/5784,GNA/NR/2025/08/01/2414,GNA/NR/2025/07/01/2952,NR/01102023/06022042/L_NR_2012_02,GNA/NR/2025/08/01/4125,NR/01102023/15082037/GNA_NR_2012_01,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/06022042/L_NR_2012_07,GNA/NR/2025/08/01/6452,GNA/NR/2025/08/01/1196,NR/01102023/30042040/GNA_LT_35,GNA/NR/2025/08/01/4452,GNA/NR/2025/08/01/6187,NR/01102023/19072037/LT-05,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/22052037/LT-59,NR/30092023/31122025/SH-07,NR/30092023/26122029/SH-06,GNA/NR/2025/07/01/8128,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04
6,01:15-01:30,0,2.5,2.5,1.66,1.67,7.5,1.33,0,0,0,0,0,43.02,0,0,0,0,0,0,0,20.79,0,2.77,-0,0,0,0,0,8.76,12.04,48.18,24.09,4.01,130.36,8.76,100.38,0,86.91,12.04,19.27,0,15.27,17.38,35.14,24.22,0,26.93,26.93,12.67,270.98

7,01:30-01:45,0,2.5,2.5,1.66,1.67,7.5,1.33,0,0,0,0,0,43.02,0,0,0,0,0,0,0,20.79,0,2.77,-0,0,0,0,0,8.76,12.04,48.18,24.09,4.01,130.36,8.76,100.38,0,86.91,12.04,19.27,0,15.27,17.38,35.14,24.22,0,26.93,26.93,12.67,270.98

8,01:45-02:00,0,2.5,2.5,1.66,1.67,7.5,1.33,0,0,0,0,0,43.02,0,0,0,0,0,0,0,20.79,0,2.77,-0,0,0,0,0,8.76,12.04,48.18,24.09,4.01,130.36,8.76,100.38,0,86.91,12.04,19.27,0,15.27,17.38,35.14,24.22,0,26.93,26.93,12.67,270.98

9,02:00-02:15,0,2.5,2.5,1.66,1.67,7.5,1.33,0,0,0,0,0,43.02,0,0,0,0,0,0,0,20.79,0,2.77,-0,0,48.18,0,0,8.76,12.04,48.18,24.09,4.01,130.36,8.76,100.38,0,76.4,12.04,19.27,0,15.27,17.38,35.14,24.22,0,26.93,26.93,12.67,270.98

10,02:15-02:30,0,2.5,2.5,1.66,1.67,7.5,1.33,0,0,0,0,0,43.02,0,0,0,0,0,0,0,20.79,0,2.77,-0,0,48.18,0,0,8.76,12.04,48.18,24.09,4.01,130.36,8.76,100.38,0,76.4,12.04,19.27,0,15.27,17.38,35.14,24.22,0,26.93,26.93,12.67,270.98

11,02:30-02:45,0,2.5,2.5,1.66,1.67,7.5,1.33,0,0,0,0,0,43.02,0,0,0,0,0,0,0,20.79,0,1.47,-0,0,48.18,0,0,8.76,12.04,48.18,24.09,4.01,130.36,8.76,100.38,0,76.4,12.04,19.27,0,15.27,17.38,35.14,24.22,0,26.93,26.93,12.67,270.98

12,02:45-03:00,0,2.5,2.5,1.66,1.67,7.5,1.33,0,0,0,0,0,43.02,0,0,0,0,0,0,0,20.79,0,1.47,-0,0,48.18,0,0,8.76,12.04,48.18,24.09,4.01,130.36,8.76,100.38,0,76.4,12.04,19.27,0,15.27,17.38,35.14,24.22,0,26.93,26.93,12.67,270.98

13,03:00-03:15,0,2.5,2.5,1.66,1.67,7.5,1.33,0,0,0,0,0,40.02,0,0,0,0,0,0,0,20.79,0,1.47,-0,0,48.18,0,0,8.76,12.04,48.18,24.09,4.01,130.36,8.76,100.38,0,76.4,12.04,19.27,0,15.27,17.38,35.14,24.22,0,26.93,26.93,12.67,270.98

14,03:15-03:30,0,2.5,2.5,1.66,1.67,7.5,1.33,0,0,0,0,0,40.02,0,0,0,0,0,0,0,20.79,0,1.47,-0,0,48.18,0,0,8.76,12.04,48.18,24.09,4.01,130.36,8.76,100.38,0,72.3,12.04,19.27,0,15.27,17.38,35.14,24.22,0,26.93,26.93,12.67,270.98

15,03:30-03:45,0,2.5,2.5,1.66,1.67,7.5,1.33,0,0,0,0,0,29.41,0,0,0,0,0,0,0,20.79,0,1.47,-0,0,48.18,0,0,8.76,12.04,48.18,24.09,4.01,130.36,8.76,100.38,0,70.66,12.04,19.27,0,15.27,17.38,35.14,25.23,0,26.93,26.93,12.67,270.98

16,03:45-04:00,0,2.5,2.5,1.66,1.67,7.5,1.33,0,0,0,0,0,30.21,0,0,0,0,0,0,0,20.79,0,1.47,-0,0,48.18,0,0,8.76,12.04,48.18,24.09,4.01,130.36,8.76,100.38,0,69.69,12.04,19.27,0,15.27,17.38,35.14,25.23,0,26.93,26.93,12.67,270.98

17,04:00-04:15,0,2.5,2.5,1.66,1.67,7.5,1.33,0,0,0,0,0,42.02,0,0,0,0,0,0,0,20.79,0,1.47,-0,0,48.18,0,0,8.76,12.04,48.18,24.09,4.01,130.36,8.76,100.38,0,76.4,12.04,19.27,0,15.27,17.38,35.14,25.23,0,26.93,26.93,12.67,270.98

18,04:15-04:30,0,2.5,2.5,1.66,1.67,7.5,1.33,0,0,0,0,0,42.02,0,0,0,0,0,0,0,20.79,0,1.47,-0,0,48.18,0,0,8.76,12.04,48.18,24.09,4.01,130.36,8.76,100.38,0,76.4,12.04,19.27,0,15.27,17.38,35.14,25.23,0,26.93,26.93,12.67,270.98

19,04:30-04:45,0,2.5,2.5,1.66,1.67,7.5,1.33,0,0,0,0,0,41.82,0,0,0,0,0,0,0,20.79,0,1.47,-0,0,48.18,0,0,8.76,12.04,48.18,24.09,4.01,130.36,8.76,100.38,0,76.4,12.04,19.27,0,15.27,17.38,35.14,25.23,0,26.93,26.93,12.67,270.98

20,04:45-05:00,0,2.5,2.5,1.66,1.67,7.5,1.33,0,0,0,0,0,41.62,0,0,0,0,0,0,0,20.79,0,1.47,-0,0,48.18,0,0,8.76,12.04,48.18,24.09,4.01,130.36,8.76,100.38,0,76.4,12.04,19.27,0,15.27,17.38,35.14,24.22,0,26.93,26.93,12.67,270.98

21,05:00-05:15,0,2.5,2.5,1.66,1.67,7.5,1.33,0,0,0,0,0,41.22,0,0,0,0,0,0,0,20.79,0,1.47,-0,0,48.18,0,0,8.76,12.04,48.18,24.09,4.01,130.36,8.76,100.38,0,76.4,12.04,19.27,0,15.27,17.38,35.14,24.22,0,26.93,26.93,9.9,270.98

22,05:15-05:30,0,2.5,2.5,1.66,1.67,7.5,1.33,0,0,0,0,0,40.62,0,0,0,0,0,0,0,20.79,0,1.47,-0,0,48.18,0,0,8.76,12.04,48.18,24.09,4.01,130.36,8.76,100.38,0,86.91,12.04,19.27,0,15.27,17.38,35.14,23.21,0,26.93,26.93,9.9,270.98

23,05:30-05:45,0,2.5,2.5,1.66,1.67,7.5,1.33,0,0,0,0,0,40.02,0,0,0,0,0,0,0,20.79,0,1.47,-0,0,48.18,0,0,8.76,12.04,48.18,24.09,4.01,130.36,8.76,100.38,0,86.91,12.04,19.27,0,15.27,17.38,35.14,24.22,0,26.93,26.93,9.9,270.98

24,05:45-06:00,0,2.5,2.5,1.66,1.67,7.5,1.33,0,0,0,0,0,39.42,0,0,0,0,0,0.31,0,20.79,0,1.47,-0,0,48.18,0,0,8.76,12.04,48.18,24.09,4.01,130.36,8.76,100.38,0,86.91,12.04,19.27,0,15.27,17.38,35.14,24.22,0,26.93,26.93,9.9,270.98

25,06:00-06:15,0,2.5,2.5,1.66,1.67,7.5,1.33,2.99,0,0.75,0.01,1,38.82,1,1,0,0,0,1.19,0,20.79,0,1.47,-0,0,48.18,0,0,8.76,12.04,48.18,24.09,4.01,100.39,8.76,100.38,0,68.97,12.04,19.27,0,15.27,17.38,35.14,24.22,0,26.93,26.93,12.67,270.98

26,06:15-06:30,0,2.5,2.5,1.66,1.67,7.5,1.33,6.38,0,3.17,0.47,2,38.02,2,2,1,0,0.09,2.07,1,20.79,0,1.47,-0,0,48.18,0,0,8.76,12.04,48.18,24.09,4.01,100.39,8.76,100.38,0,68.97,12.04,19.27,0,15.27,17.38,35.14,24.22,0,26.93,26.93,12.67,270.98

27,06:30-06:45,3,2.5,2.5,1.66,1.67,7.5,1.33,11.64,15.23,6.68,4.11,5,38.02,3,4,2,0,0.82,4.83,3,20.79,0,2.77,-0,0,48.18,0.38,0.51,8.76,12.04,48.18,24.09,4.01,130.36,8.76,100.38,0,86.91,12.04,19.27,0.51,15.27,17.38,35.14,23.21,0,26.93,26.93,12.67,270.98

28,06:45-07:00,5,2.5,2.5,1.66,1.67,7.5,1.33,19.05,23.58,11.41,13.01,7,38.02,4,7,4,0,2.6,6.99,5,20.79,0,2.77,-0,0,48.18,0.7,0.9,8.76,12.04,48.18,24.09,4.01,130.36,8.76,100.38,0,86.91,12.04,19.27,0.9,15.27,17.38,35.14,23.21,0,26.93,26.93,12.67,270.98

29,07:00-07:15,8,2.5,2.5,1.66,1.67,7.5,1.33,28.36,30.7,17.17,21.02,11,34.01,5,11,6,0,4.2,10.61,7,20.79,0,2.77,-0,0,48.18,1.13,1.46,8.76,12.04,48.18,24.09,4.01,130.36,8.76,100.38,0,82.08,12.04,19.27,1.46,15.27,17.38,35.14,23.21,0,26.93,26.93,12.67,270.98

30,07:15-07:30,13,2.5,2.5,1.66,1.67,7.5,1.33,30.54,30.53,23.84,31.05,16,34.01,7,13,8,0,6.21,14.6,10,20.79,0,2.77,-0,0,48.18,1.64,2.13,8.76,12.04,48.18,24.09,4.01,130.36,8.76,100.38,0,80.52,12.04,19.27,2.13,15.27,17.38,35.14,23.21,0,26.93,26.93,12.67,270.98

31,07:30-07:45,20,2.5,2.5,1.66,1.67,7.5,1.33,30.11,30.11,30.5,41.99,19,22.41,9,19,9,0,8.4,18.95,13,20.79,0,3.25,-0,0,48.18,2.21,2.85,8.76,12.04,48.18,24.09,4.01,84.9,8.76,52.99,0,56.48,12.04,19.27,2.85,15.27,17.38,35.14,23.21,0,26.93,26.93,12.67,230.28

32,07:45-08:00,26,2.5,2.5,1.66,1.67,7.5,1.33,28.09,28.08,38.19,54.46,25,22.61,12,23,12,0,10.89,23.64,18,20.79,0,3.25,-0,0,48.18,2.53,3.27,8.76,12.04,48.18,24.09,4.01,54.92,8.76,52.99,0,38.54,12.04,19.27,3.27,15.27,17.38,35.14,23.21,0,26.93,26.93,12.67,189.81

33,08:00-08:15,29.47,2.5,2.5,1.66,1.67,7.5,1.33,29.47,29.46,46.3,67.97,27,24.01,14,29,13,0,13.59,29.44,22,20.79,0,3.2,-0,0,48.18,3.05,3.95,8.76,12.04,48.18,24.09,2.13,54.92,8.76,52.99,0,38.54,12.04,19.27,3.95,15.27,17.38,35.14,23.21,0,26.93,26.93,3.19,149.83

34,08:15-08:30,30.3,2.5,2.5,1.66,1.67,7.5,1.33,30.3,30.3,54.71,82.1,33,24.01,16,35,17,0,16.42,35.4,27,20.79,0,3.2,-0,0,48.18,3.94,5.11,8.76,12.04,48.18,24.09,2.13,54.92,8.76,52.99,0,38.54,12.04,19.27,5.11,15.27,17.38,35.14,23.21,0,26.93,26.93,3.19,149.83

35,08:30-08:45,31.9,2.5,2.5,1.66,1.67,7.5,1.33,31.9,31.9,63.07,85.82,39,23.61,18,42,19,0,17.16,41.44,33,20.79,0,3.2,-0,0,48.18,4.57,5.92,8.76,12.04,48.18,24.09,2.13,54.92,8.76,52.99,15.51,38.54,12.04,19.27,5.92,15.27,17.38,35.14,21.19,0,26.93,26.93,3.19,149.83

36,08:45-09:00,31.9,2.5,2.5,1.66,1.67,7.5,1.33,31.9,31.9,71.22,100.65,45,23.61,21,48,23,0,20.13,47.46,37,20.79,0,3.2,-0,0,48.18,5.42,7.02,8.76,12.04,48.18,24.09,2.13,54.92,8.76,52.99,15.51,38.54,12.04,19.27,7.02,15.27,17.38,35.14,21.19,0,26.93,26.93,3.19,149.83

37,09:00-09:15,32.23,2.5,2.5,1.66,1.67,7.5,1.33,32.23,32.24,75.21,115.16,51,33.02,25,54,25,0,23.03,53.39,43,20.79,0,3.22,-0,0,48.18,6.35,8.22,8.76,12.04,48.18,24.09,2.13,54.92,8.76,52.99,15.51,38.54,12.04,19.27,8.22,15.27,17.38,35.14,21.19,0,26.94,26.94,3.19,149.83

38,09:15-09:30,32.23,2.5,2.5,1.66,1.67,7.5,1.33,32.23,32.24,83.19,129.07,58,35.02,27,59,29,0,25.82,59.19,48,20.79,0,3.22,-0,0,48.18,7.08,9.16,8.76,12.04,48.18,24.09,2.13,54.92,8.76,52.99,15.51,38.54,12.04,19.27,9.16,15.27,17.38,35.14,21.19,0,26.94,26.94,3.19,149.83

39,09:30-09:45,32.5,2.5,2.5,1.66,1.67,7.5,1.33,32.5,32.5,91.08,142.43,63,43.01,30,67,32,0,28.49,68.75,51,20.79,0,3.22,-0,0,48.18,7.9,10.23,8.76,12.04,48.18,24.09,2.13,54.92,8.76,52.99,15.51,38.54,12.04,19.27,10.23,15.27,17.38,35.14,21.19,0,26.94,26.94,3.19,149.83

40,09:45-10:00,32.5,2.5,2.5,1.66,1.67,7.5,1.33,32.5,32.5,98.63,154.92,67,43.01,34,71,33,0,30.99,74.52,54,20.79,0,3.22,-0,0,48.18,8.6,11.14,8.76,12.04,48.18,24.09,2.13,54.92,8.76,52.99,15.51,38.54,12.04,19.27,11.14,15.27,17.38,35.14,21.19,0,26.94,26.94,3.19,149.83

41,10:00-10:15,32.5,2.5,2.5,1.66,1.67,7.5,1.33,32.5,32.5,105.19,166.51,79,43.01,36,76,39,0,33.3,78.95,66,20.79,0,3.22,-0,0,48.18,9.24,11.97,8.76,12.04,48.18,24.09,2.13,54.92,8.76,52.99,15.51,38.54,12.04,19.27,11.97,15.27,17.38,35.14,20.19,0,26.94,26.94,3.19,149.83

42,10:15-10:30,32.5,2.5,2.5,1.66,1.67,7.5,1.33,32.5,32.5,110.58,176.93,81,43.01,39,78,41,0,35.39,83.16,69,20.79,0,3.22,-0,0,48.18,9.78,12.66,8.76,12.04,48.18,24.09,2.13,54.92,8.76,52.99,15.51,38.54,12.04,19.27,12.66,15.27,17.38,35.14,20.19,0,26.94,26.94,3.19,149.83

43,10:30-10:45,32.5,2.5,2.5,1.66,1.67,7.5,1.33,32.5,32.5,109.22,212.5,87,40.01,40,88,43,0,42.5,88.87,84,20.79,0,3.22,-0,0,48.18,10.2,13.2,8.76,12.04,48.18,24.09,2.13,54.92,8.76,52.99,18.72,38.54,12.04,19.27,13.2,15.27,17.38,35.14,20.19,0,26.94,26.94,3.19,149.83

44,10:45-11:00,32.5,2.5,2.5,1.66,1.67,7.5,1.33,32.5,32.5,113.21,225.38,90,40.01,41,90,45,0,45.08,92.59,84,20.79,0,3.22,-0,0,48.18,10.65,13.79,8.76,12.04,48.18,24.09,2.13,54.92,8.76,52.99,18.72,38.54,12.04,19.27,13.79,15.27,17.38,35.14,20.19,0,26.94,26.94,3.19,149.83

45,11:00-11:15,32.5,2.5,2.5,1.66,1.67,7.5,1.33,32.5,32.5,116.84,229.17,60,40.01,41,91,30,0,45.83,94.7,66,20.79,0,3.22,-0,0,48.18,11.18,14.46,8.76,12.04,48.18,24.09,3.75,54.92,8.76,52.99,18.72,38.54,12.04,19.27,14.46,15.27,17.38,35.14,20.19,0,26.94,26.94,6.73,149.83

46,11:15-11:30,32.5,2.5,2.5,1.66,1.67,7.5,1.33,32.5,32.5,120.08,229.17,61,40.01,41,91,31,0,45.83,96.39,66,20.79,0,3.22,-0,0,48.18,11.65,15.08,8.76,12.04,48.18,24.09,3.75,54.92,8.76,52.99,18.72,38.54,12.04,19.27,15.08,15.27,17.38,35.14,20.19,0,26.94,26.94,6.73,149.83

47,11:30-11:45,32.5,2.5,2.5,1.66,1.67,7.5,1.33,32.5,32.5,122.6,250,63,40.01,43,97,32,0,50,97.34,78,20.79,0,3.22,-0,0,48.18,11.84,15.32,8.76,12.04,48.18,24.09,3.75,54.92,8.76,52.99,18.72,38.54,12.04,19.27,15.32,15.27,17.38,35.14,19.17,0,26.94,26.94,6.73,149.83

48,11:45-12:00,32.5,2.5,2.5,1.66,1.67,7.5,1.33,32.5,32.5,124.81,250,65,40.01,43,97,33,0,50,97.74,78,20.79,0,3.22,-0,0,48.18,12.02,15.55,8.76,12.04,48.18,24.09,3.75,54.92,8.76,52.99,18.72,38.54,12.04,19.27,15.55,15.27,17.38,35.14,19.17,0,26.94,26.94,6.73,149.83

49,12:00-12:15,32.5,2.5,2.5,1.66,1.67,7.5,1.33,32.5,32.5,126.79,250,90,40.01,43,97,45,0,50,97.31,84,20.79,0,3.22,-0,0,48.18,12.08,15.63,8.76,12.04,48.18,24.09,3.75,54.92,8.76,52.99,18.72,38.54,12.04,19.27,15.63,15.27,17.38,35.14,18.16,0,26.95,26.95,6.73,149.83

50,12:15-12:30,32.5,2.5,2.5,1.66,1.67,7.5,1.33,32.5,32.5,128.06,250,90,40.01,43,97,45,0,50,96.97,84,20.79,0,3.22,-0,0,48.18,12.04,15.58,8.76,12.04,48.18,24.09,3.75,54.92,8.76,52.99,18.72,38.54,12.04,19.27,15.58,15.27,17.38,35.14,18.16,0,26.95,26.95,6.73,149.83

51,12:30-12:45,32.5,2.5,2.5,1.66,1.67,7.5,1.33,32.5,32.5,127.36,250,90,40.02,41,91,45,0,50,96.71,84,20.79,0,3.22,-0,0,48.18,12.13,15.7,8.76,12.04,48.18,24.09,3.75,54.92,8.76,52.99,18.72,38.54,12.04,19.27,15.7,15.27,17.38,35.14,18.16,0,26.95,26.95,6.73,149.83

52,12:45-13:00,32.5,2.5,2.5,1.66,1.67,7.5,1.33,32.5,32.5,125.78,250,90,40.02,41,91,45,0,50,96.59,84,20.79,0,3.22,-0,0,48.18,12.03,15.58,8.76,12.04,48.18,24.09,3.75,54.92,8.76,52.99,18.72,38.54,12.04,19.27,15.58,15.27,17.38,35.14,18.16,0,26.95,26.95,6.73,149.83

53,13:00-13:15,32.5,2.5,2.5,1.66,1.67,7.5,1.33,32.5,32.5,122.85,250,90,40.02,39,86,45,0,50,96.21,84,20.79,0,1.47,-0,0,48.18,12.07,15.62,8.76,12.04,48.18,24.09,2.13,54.92,8.76,52.99,18.72,38.54,12.04,19.27,15.62,15.27,17.38,35.14,20.19,0,26.95,26.95,3.19,149.83

54,13:15-13:30,32.5,2.5,2.5,1.66,1.67,7.5,1.33,32.5,32.5,119.11,250,90,40.02,39,86,45,0,50,95.93,84,20.79,0,1.47,-0,0,48.18,11.87,15.37,8.76,12.04,48.18,24.09,2.13,54.92,8.76,52.99,18.72,38.54,12.04,19.27,15.37,15.27,17.38,35.14,20.19,0,26.95,26.95,3.19,149.83

55,13:30-13:45,32.5,2.5,2.5,1.66,1.67,7.5,1.33,32.5,32.5,122.88,250,77,40.02,39,85,38,0,50,95.76,69,20.79,0,1.47,-0,0,48.18,11.7,15.14,8.76,12.04,48.18,24.09,2.13,54.92,8.76,52.99,18.72,38.54,12.04,19.27,15.14,15.27,17.38,35.14,20.19,0,26.95,26.95,3.19,149.83

56,13:45-14:00,32.5,2.5,2.5,1.66,1.67,7.5,1.33,32.5,32.5,120.87,241.67,73,40.02,39,85,37,0,48.33,95.7,69,20.79,0,1.47,-0,0,48.18,11.52,14.91,8.76,12.04,48.18,24.09,2.13,54.92,8.76,52.99,18.72,38.54,12.04,19.27,14.91,15.27,17.38,35.14,20.19,0,26.95,26.95,3.19,149.83

57,14:00-14:15,32.5,2.5,2.5,1.66,1.67,7.5,1.33,32.5,32.5,118.36,237.5,80,42.02,37,72,40,0,47.5,94.21,51,20.79,0,1.47,-0,5.61,48.18,10.44,13.51,8.76,12.04,48.18,24.09,2.13,54.92,8.76,52.99,18.72,38.54,12.04,19.27,13.51,15.27,17.38,35.14,20.19,0,26.95,26.95,9.9,149.83

58,14:15-14:30,32.5,2.5,2.5,1.66,1.67,7.5,1.33,32.5,32.5,115.36,229.92,77,42.02,36,72,38,0,45.98,92.27,51,20.79,0,1.47,-0,5.61,48.18,10.22,13.23,8.76,12.04,48.18,24.09,2.13,54.92,8.76,52.99,18.72,38.54,12.04,19.27,13.23,15.27,17.38,35.14,21.19,0,26.95,26.95,9.9,149.83

59,14:30-14:45,32.5,2.5,2.5,1.66,1.67,7.5,1.33,32.5,32.5,111.3,204.59,73,42.02,35,72,37,0,40.92,89.75,51,20.79,0,1.47,-0,7.48,48.18,9.92,12.84,8.76,12.04,48.18,24.09,2.13,54.92,8.76,52.99,18.72,38.54,12.04,19.27,12.84,15.27,17.38,35.14,21.19,0,26.95,26.95,9.9,149.83

60,14:45-15:00,32.5,2.5,2.5,1.66,1.67,7.5,1.33,32.5,32.5,106.84,196.81,68,42.02,34,70,34,0,39.36,86.66,51,20.79,0,1.47,-0,7.48,48.18,9.5,12.3,8.76,12.04,48.18,24.09,2.13,54.92,8.76,52.99,18.72,38.54,12.04,19.27,12.3,15.27,17.38,35.14,21.19,0,26.95,26.95,9.9,149.83

61,15:00-15:15,32.67,2.5,2.5,1.66,1.67,7.5,1.33,32.67,32.66,102,184.86,73,42.02,30,65,37,0,36.97,78.12,54,20.79,0,1.47,-0,7.94,48.18,9.01,11.66,8.76,12.04,48.18,24.09,2.13,54.92,8.76,52.99,18.72,38.54,12.04,19.27,11.66,15.27,17.38,35.14,22.7,0,26.95,26.95,9.9,149.83

62,15:15-15:30,32.67,2.5,2.5,1.66,1.67,7.5,1.33,32.67,32.66,96.42,172.92,70,42.02,29,62,35,0,34.58,73.58,51,20.79,0,1.47,-0,7.94,48.18,8.6,11.13,8.76,12.04,48.18,24.09,2.13,54.92,8.76,52.99,18.72,38.54,12.04,19.27,11.13,15.27,17.38,35.14,23.21,0,26.95,26.95,9.9,149.83

63,15:30-15:45,32.67,2.5,2.5,1.66,1.67,7.5,1.33,32.67,32.66,88.86,152.92,63,44.02,27,48,32,0,30.58,65.5,51,20.79,0,1.47,-0,7.94,48.18,8.2,10.61,8.76,12.04,48.18,24.09,2.13,54.92,8.76,52.99,18.72,38.54,12.04,19.27,10.61,15.27,17.38,35.14,23.21,0,26.95,26.95,9.9,149.83

64,15:45-16:00,32.67,2.5,2.5,1.66,1.67,7.5,1.33,32.67,32.66,81.08,141.57,59,44.46,25,44,29,0,28.32,61.07,48,20.79,0,1.47,-0,7.94,48.18,7.64,9.88,8.76,12.04,48.18,24.09,2.13,54.92,8.76,52.99,18.72,38.54,12.04,19.27,9.88,15.27,17.38,35.14,23.21,0,26.95,26.95,9.9,149.83

65,16:00-16:15,24,2.5,2.5,1.66,1.67,7.5,1.33,33,33,72.76,130.93,52,44.02,23,32,26,0,26.19,55.89,42,20.79,0,1.47,-0,8.41,48.18,7.09,9.18,8.76,12.04,48.18,24.09,2.13,54.92,8.76,52.99,18.72,38.54,12.04,19.27,9.18,15.27,17.38,35.14,23.21,0,26.95,26.95,9.9,149.83

