Column1,Block,NR/2024/23660/C,NR/2024/23383/A/40565,NR/2024/23510/A/40592,NR/2024/23414/A/40557,NR/2024/23384/A/40558,NR/2024/23382/A/40718,NR/2024/23446/A/40716,NR/2024/23389/A/40585,NR/2024/23356/A/40586,GNA/NR/2024/10/01/9072,GNA/NR/2024/10/01/6101,GNA/NR/2024/10/01/9582,NR/30092023/26122029/SH-06,NR/30092023/31122025/SH-07,GNA/NR/2024/10/01/3642,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2024/10/01/8106,Total
5,01:00-01:15,0,0.53,2.91,0,0,17.64,0,0,0,26.45,26.45,8.82,26.87,26.87,26.45,6.11,8.82,177.92000000000002

6,01:15-01:30,0,0.53,2.91,0,0,17.64,0,0,0,26.45,26.45,8.82,26.87,26.87,26.45,6.11,8.82,177.92000000000002

7,01:30-01:45,0,0.53,2.91,0,0,17.64,0,0,0,26.45,26.45,8.82,26.87,26.87,26.45,6.11,8.82,177.92000000000002

8,01:45-02:00,0,0.53,2.91,0,0,17.64,0,0,0,26.45,26.45,8.82,26.87,26.87,26.45,6.11,8.82,177.92000000000002

9,02:00-02:15,0,0.49,2.91,0,0,17.64,0,0,0,26.45,26.45,8.82,26.87,26.87,26.45,6.11,8.82,177.88

10,02:15-02:30,0,0.49,2.91,0,0,17.64,0,0,0,26.45,26.45,8.82,26.87,26.87,26.45,6.11,8.82,177.88

11,02:30-02:45,0,0.49,2.91,0,0,17.64,0,0,0,26.45,26.45,8.82,26.87,26.87,26.45,6.11,8.82,177.88

12,02:45-03:00,0,0.49,2.91,0,0,17.64,0,0,0,26.45,26.45,8.82,26.87,26.87,26.45,6.11,8.82,177.88

13,03:00-03:15,0,0.44,2.91,0,0,17.64,0,0,0,26.45,26.45,8.82,26.87,26.87,26.45,6.11,8.82,177.83

14,03:15-03:30,0,0.44,2.91,0,0,17.64,0,0,0,26.45,26.45,8.82,26.87,26.87,26.45,6.11,8.82,177.83

15,03:30-03:45,0,0.44,2.91,0,0,17.64,0,0,0,26.45,26.45,8.82,26.87,26.87,26.45,6.11,8.82,177.83

16,03:45-04:00,0,0.44,2.91,0,0,17.64,0,0,0,26.45,26.45,8.82,26.87,26.87,26.45,6.11,8.82,177.83

17,04:00-04:15,0,0.44,2.91,0,0,17.64,0,0,0,26.45,26.45,8.82,26.87,26.87,26.45,6.02,8.82,177.74

18,04:15-04:30,0,0.44,2.91,0,0,17.64,0,0,0,26.45,26.45,8.82,26.87,26.87,26.45,6.02,8.82,177.74

19,04:30-04:45,0,0.44,2.91,0,0,17.64,0,0,0,26.45,26.45,8.82,26.87,26.87,26.45,6.02,8.82,177.74

20,04:45-05:00,0,0.44,2.91,0,0,17.64,0,0,0,26.45,26.45,8.82,26.87,26.87,26.45,6.02,8.82,177.74

21,05:00-05:15,0,0.49,2.91,0,0,17.64,0,0,0,26.45,26.45,8.82,26.87,26.87,26.45,6.02,8.82,177.79

22,05:15-05:30,0,0.49,2.91,0,0,17.64,0,0,0,26.45,26.45,8.82,26.87,26.87,26.45,6.02,8.82,177.79

23,05:30-05:45,0,0.49,2.91,0,0,17.64,0,0,0,26.45,26.45,8.82,26.87,26.87,26.45,6.02,8.82,177.79

24,05:45-06:00,0,0.49,2.91,0,0,17.64,0,0,0,26.45,26.45,8.82,26.87,26.87,26.45,6.02,8.82,177.79

25,06:00-06:15,0,0.53,2.91,0,0,17.64,0,0,0,26.45,26.45,8.82,26.87,26.87,26.45,6.02,8.82,177.83

26,06:15-06:30,0,0.53,2.91,0,0,17.64,0,0,0,26.45,26.45,8.82,26.87,26.87,26.45,6.02,8.82,177.83

27,06:30-06:45,0.06,0.53,2.91,0,0,17.64,0,0,0,26.45,26.45,8.82,26.87,26.87,26.45,6.02,8.82,177.89000000000001

28,06:45-07:00,0.4,0.53,2.91,0,0,17.64,0,0,0,26.45,26.45,8.82,26.87,26.87,26.45,6.02,8.82,178.23

29,07:00-07:15,0.49,0.58,2.91,0,0,17.64,0,0,0,26.45,26.45,8.82,26.87,26.87,26.45,5.93,8.82,178.28

30,07:15-07:30,0.85,0.58,2.91,0,0,17.64,0,0,0,26.45,26.45,8.82,26.87,26.87,26.45,5.93,8.82,178.64

31,07:30-07:45,0.97,0.58,2.91,0,0,17.64,0,0,0,26.45,26.45,8.82,26.87,26.87,26.45,5.93,8.82,178.76

32,07:45-08:00,1,0.58,2.91,0,0,17.64,0,0,0,26.45,26.45,8.82,26.87,26.87,26.45,5.93,8.82,178.79

33,08:00-08:15,1.52,0.97,2.91,0,6.79,17.64,0,0,0,26.45,26.45,8.82,26.87,26.87,26.45,5.93,8.82,186.49

34,08:15-08:30,1.47,0.97,2.91,0,6.79,17.64,0,0,0,26.45,26.45,8.82,26.87,26.87,26.45,5.93,8.82,186.44

35,08:30-08:45,1.93,0.97,2.91,0,6.79,17.64,0,0,0,26.45,26.45,8.82,26.87,26.87,26.45,5.93,8.82,186.9

36,08:45-09:00,1.72,0.97,2.91,0,6.79,17.64,0,0,0,26.45,26.45,8.82,26.87,26.87,26.45,5.93,8.82,186.69

37,09:00-09:15,1.29,0.87,2.91,6.79,0,9.7,7.94,42.68,10.67,26.45,26.45,8.82,26.87,26.87,26.45,5.93,8.82,239.51

38,09:15-09:30,5.11,0.87,2.91,6.79,0,9.7,7.94,42.68,10.67,26.45,26.45,8.82,26.87,26.87,26.45,5.93,8.82,243.32999999999998

39,09:30-09:45,2.37,0.87,2.91,6.79,0,9.7,7.94,42.68,10.67,26.45,26.45,8.82,26.87,26.87,26.45,5.93,8.82,240.59

40,09:45-10:00,2.55,0.87,2.91,6.79,0,9.7,7.94,42.68,10.67,26.45,26.45,8.82,26.87,26.87,26.45,5.93,8.82,240.76999999999998

41,10:00-10:15,4.83,0.87,2.91,6.79,0,9.7,7.94,42.68,10.67,26.45,26.45,8.82,26.87,26.87,26.45,5.83,8.82,242.95

42,10:15-10:30,4.3,0.87,2.91,6.79,0,9.7,7.94,42.68,10.67,26.45,26.45,8.82,26.87,26.87,26.45,5.83,8.82,242.42

43,10:30-10:45,5.39,0.87,2.91,6.79,0,9.7,7.94,42.68,10.67,26.45,26.45,8.82,26.87,26.87,26.45,5.83,8.82,243.51

44,10:45-11:00,6.2,0.87,2.91,6.79,0,9.7,7.94,42.68,10.67,26.45,26.45,8.82,26.87,26.87,26.45,5.83,8.82,244.32

45,11:00-11:15,6.38,0.87,2.91,6.79,0,9.7,7.94,42.68,10.67,26.45,26.45,8.82,26.87,26.87,26.45,5.83,8.82,244.5

46,11:15-11:30,6.27,0.87,2.91,6.79,0,9.7,7.94,42.68,10.67,26.45,26.45,8.82,26.87,26.87,26.45,5.83,8.82,244.39

47,11:30-11:45,7.47,0.87,2.91,6.79,0,9.7,7.94,42.68,10.67,26.45,26.45,8.82,26.87,26.87,26.45,5.83,8.82,245.59

48,11:45-12:00,7.2,0.87,2.91,6.79,0,9.7,7.94,42.68,10.67,26.45,26.45,8.82,26.87,26.87,26.45,5.83,8.82,245.32

49,12:00-12:15,7.49,0.87,2.91,6.79,0,9.7,7.94,42.68,10.67,26.45,26.45,8.82,26.87,26.87,26.45,5.83,8.82,245.60999999999999

50,12:15-12:30,7.14,0.87,2.91,6.79,0,9.7,7.94,42.68,10.67,26.45,26.45,8.82,26.87,26.87,26.45,5.83,8.82,245.26

51,12:30-12:45,6.87,0.87,2.91,6.79,0,9.7,7.94,42.68,10.67,26.45,26.45,8.82,26.87,26.87,26.45,5.83,8.82,244.98999999999998

52,12:45-13:00,6.67,0.87,2.91,6.79,0,9.7,7.94,42.68,10.67,26.45,26.45,8.82,26.87,26.87,26.45,5.83,8.82,244.79

53,13:00-13:15,7.63,0.78,2.91,6.79,0,9.7,7.94,42.68,10.67,26.45,26.45,8.82,26.87,26.87,26.45,5.83,8.82,245.66

54,13:15-13:30,6.51,0.78,2.91,6.79,0,9.7,7.94,42.68,10.67,26.45,26.45,8.82,26.87,26.87,26.45,5.83,8.82,244.54

55,13:30-13:45,8.04,0.78,2.91,6.79,0,9.7,7.94,42.68,10.67,26.45,26.45,8.82,26.87,26.87,26.45,5.83,8.82,246.07

56,13:45-14:00,5.24,0.78,2.91,6.79,0,9.7,7.94,42.68,10.67,26.45,26.45,8.82,26.87,26.87,26.45,5.83,8.82,243.26999999999998

57,14:00-14:15,7.15,0.92,2.91,6.79,0,9.7,7.94,42.68,10.67,26.45,26.45,8.82,26.87,26.87,26.45,5.83,8.82,245.32

58,14:15-14:30,7.34,0.92,2.91,6.79,0,9.7,7.94,42.68,10.67,26.45,26.45,8.82,26.87,26.87,26.45,5.83,8.82,245.51

59,14:30-14:45,4.44,0.92,2.91,6.79,0,9.7,7.94,42.68,10.67,26.45,26.45,8.82,26.87,26.87,26.45,5.83,8.82,242.60999999999999

60,14:45-15:00,4.44,0.92,2.91,6.79,0,9.7,7.94,42.68,10.67,26.45,26.45,8.82,26.87,26.87,26.45,5.83,8.82,242.60999999999999

61,15:00-15:15,4.24,0.92,2.91,6.79,0,9.7,7.94,42.68,10.67,26.45,26.45,8.82,26.87,26.87,26.45,5.83,8.82,242.41

62,15:15-15:30,4.08,0.92,2.91,6.79,0,9.7,7.94,42.68,10.67,26.45,26.45,8.82,26.87,26.87,26.45,5.83,8.82,242.25

63,15:30-15:45,3.15,0.92,2.91,6.79,0,9.7,7.94,42.68,10.67,26.45,26.45,8.82,26.87,26.87,26.45,5.83,8.82,241.32

64,15:45-16:00,2.44,0.92,2.91,6.79,0,9.7,7.94,42.68,10.67,26.45,26.45,8.82,26.87,26.87,26.45,5.83,8.82,240.60999999999999

65,16:00-16:15,1.82,0.78,2.91,0,6.79,17.64,0,42.68,10.67,26.45,26.45,8.82,26.87,26.87,26.45,5.83,8.82,239.85

66,16:15-16:30,1.5,0.78,2.91,0,6.79,17.64,0,42.68,10.67,26.45,26.45,8.82,26.87,26.87,26.45,5.83,8.82,239.53

67,16:30-16:45,1.51,0.78,2.91,0,6.79,17.64,0,40.65,10.67,26.45,26.45,8.82,26.87,26.87,26.45,5.83,8.82,237.51

68,16:45-17:00,1.3,0.78,2.91,0,6.79,17.64,0,30.36,10.67,26.45,26.45,8.82,26.87,26.87,26.45,5.83,8.82,227.01000000000002

69,17:00-17:15,0.73,0.73,2.91,0,6.79,17.64,0,0,0,26.45,26.45,8.82,26.3,26.3,26.45,5.93,8.82,184.32

70,17:15-17:30,0.6,0.73,2.91,0,6.79,17.64,0,0,0,26.45,26.45,8.82,26.3,26.3,26.45,5.93,8.82,184.19

71,17:30-17:45,0.52,0.73,2.91,0,6.79,17.64,0,0,0,26.45,26.45,8.82,26.3,26.3,26.45,5.93,8.82,184.10999999999999

72,17:45-18:00,0.15,0.73,2.91,0,6.79,17.64,0,0,0,26.45,26.45,8.82,26.3,26.3,26.45,5.93,8.82,183.73999999999998

73,18:00-18:15,0.01,0.73,2.91,0,6.79,17.64,0,0,0,26.45,26.45,8.82,26.3,26.3,26.45,6.02,8.82,183.69

74,18:15-18:30,0,0.73,2.91,0,6.79,17.64,0,0,0,26.45,26.45,8.82,26.3,26.3,26.45,6.02,8.82,183.67999999999998

75,18:30-18:45,0,0.73,2.91,0,6.79,17.64,0,0,0,26.45,26.45,8.82,26.3,26.3,26.45,6.02,8.82,183.67999999999998

76,18:45-19:00,0,0.73,2.91,0,6.79,17.64,0,0,0,26.45,26.45,8.82,26.3,26.3,26.45,6.02,8.82,183.67999999999998

77,19:00-19:15,0,0.68,2.91,0,6.79,17.64,0,0,0,26.45,26.45,8.82,26.3,26.3,26.45,6.11,8.82,183.72

78,19:15-19:30,0,0.68,2.91,0,6.79,17.64,0,0,0,26.45,26.45,8.82,26.3,26.3,26.45,6.11,8.82,183.72

79,19:30-19:45,0,0.68,2.91,0,6.79,17.64,0,0,0,26.45,26.45,8.82,26.3,26.3,26.45,6.11,8.82,183.72

80,19:45-20:00,0,0.68,2.91,0,6.79,17.64,0,0,0,26.45,26.45,8.82,26.3,26.3,26.45,6.11,8.82,183.72

81,20:00-20:15,0,0.68,2.91,0,6.79,17.64,0,0,0,26.45,26.45,8.82,26.3,26.3,26.45,6.21,8.82,183.82

82,20:15-20:30,0,0.68,2.91,0,6.79,17.64,0,0,0,26.45,26.45,8.82,26.3,26.3,26.45,6.21,8.82,183.82

83,20:30-20:45,0,0.68,2.91,0,6.79,17.64,0,0,0,26.45,26.45,8.82,26.3,26.3,26.45,6.21,8.82,183.82

84,20:45-21:00,0,0.68,2.91,0,6.79,17.64,0,0,0,26.45,26.45,8.82,26.3,26.3,26.45,6.21,8.82,183.82

85,21:00-21:15,0,0.73,2.91,0,6.79,17.64,0,0,0,26.45,26.45,8.82,26.3,26.3,26.45,6.21,8.82,183.86999999999998

86,21:15-21:30,0,0.73,2.91,0,6.79,17.64,0,0,0,26.45,26.45,8.82,26.3,26.3,26.45,6.21,8.82,183.86999999999998

87,21:30-21:45,0,0.73,2.91,0,6.79,17.64,0,0,0,26.45,26.45,8.82,23.85,23.85,26.45,6.21,8.82,178.96999999999997

88,21:45-22:00,0,0.73,2.91,0,6.79,17.64,0,0,0,26.45,26.45,8.82,23.85,23.85,26.45,6.21,8.82,178.96999999999997

89,22:00-22:15,0,0.68,2.91,0,6.79,17.64,0,0,0,26.45,26.45,8.82,23.85,23.85,26.45,6.21,8.82,178.92

90,22:15-22:30,0,0.68,2.91,0,6.79,17.64,0,0,0,26.45,26.45,8.82,23.85,23.85,26.45,6.21,8.82,178.92

91,22:30-22:45,0,0.68,2.91,0,6.79,17.64,0,0,0,26.45,26.45,8.82,23.85,23.85,26.45,6.21,8.82,178.92

92,22:45-23:00,0,0.68,2.91,0,6.79,17.64,0,0,0,26.45,26.45,8.82,23.85,23.85,26.45,6.21,8.82,178.92

93,23:00-23:15,0,0.58,2.91,0,6.79,17.64,0,0,0,26.45,26.45,8.82,23.85,23.85,26.45,6.21,8.82,178.82

94,23:15-23:30,0,0.58,2.91,0,6.79,17.64,0,0,0,26.45,26.45,8.82,23.85,23.85,26.45,6.21,8.82,178.82

95,23:30-23:45,0,0.58,2.91,0,6.79,17.64,0,0,0,26.45,26.45,8.82,23.85,23.85,26.45,6.21,8.82,178.82

96,23:45-24:00,0,0.58,2.91,0,6.79,17.64,0,0,0,26.45,26.45,8.82,23.85,23.85,26.45,6.21,8.82,178.82

