Block,Time,NR/01042024/31072024/LT_MEJA_DELHI,NR/01102023/22052037/LT-59,NR/16042024/30042024/IEX_240323_06617,NR/01102023/06022042/L_NR_2012_07,NR/01102023/30042040/GNA_LT_36,NR/01102023/15082037/GNA_NR_2012_01,NR/16042024/31052024/IEX_240323_06618,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/31102037/L_NR_2019_11,NR/01042024/30042024/PTC/OA/32001,NR/01102023/06022042/L_NR_2012_02,NR/01102023/23072042/L_NR_2012_04,NR/30092023/31122025/SH-07,NR/01102023/31052040/LT-31,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01042024/30062024/NOC/HPSLDC/NR/2024/41758,NR/01102023/30042040/GNA_LT_35,NR/01102023/19072037/LT-05,NR/01102023/05012040/L_NR_2020_02,NR/30092023/26122029/SH-06,NR/01102023/08032047/L_NR_2021_14,WR/01102023/24112044/L_NR_2020_07,WR/01102023/31032046/L_NR_2020_05,NR/01102023/14082046/L_NR_2021_16,WR/01102023/01102023/L_NR_2020_06,NR/01102023/25072045/L_NR_2021_15,NR/01102023/02012046/L_NR_2021_17,NR/22102023/11042047/L_NR_2021_17,NR/26072023/31072042/L_NR_2023_07,NR/22102023/11042047/L_NR_2021_16,WR/01102023/29112042/L_NR_2019_05,WR/01102023/16072048/L_NR_2022_08,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/13082046/L_NR_2021_12,L_NR_2019_19,WR/01102023/30052048/L_NR_2022_10,NR/01102023/02122045/L_NR_2021_13,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/01102023/L_NR_2022_09,NR/26072023/25122043/L_NR_2023_10,SR/01102023/07102043/L_NR_2018_61,NR/04042024/30042024/SJVN040424NR1694
67,16:30-16:45,16.110000,4.510000,9.660000,76.570000,5.980000,100.610000,48.280000,273.050000,4.140000,48.280000,262.190000,0.000000,0.000000,5.840000,0.000000,30.270000,11.150000,5.840000,94.630000,3.850000,0.000000,41.76,16.67,50,0,16.66,20.65,0,17,84,33,30.53,16.66,30.54,88.45,53.255238,41.67,17.69,30.53,41.67,36,24.01,51.18

68,16:45-17:00,16.110000,4.510000,9.660000,76.570000,5.530000,100.610000,48.280000,273.050000,4.140000,48.280000,262.190000,0.000000,0.000000,5.400000,0.000000,30.270000,11.150000,5.400000,115.830000,3.850000,0.000000,35.74,17.33,52,0,17.34,17.24,0,13,70,27,30.53,17.34,30.54,65.94,44.018874,42.67,13.19,30.53,42.67,30,23.81,42.78

69,17:00-17:15,16.110000,3.500000,9.660000,76.570000,4.110000,100.610000,48.280000,273.050000,4.220000,48.280000,262.190000,0.000000,0.000000,4.000000,0.000000,30.270000,12.350000,4.000000,115.830000,4.000000,0.000000,29.65,14.17,42.5,0,14.16,13.04,0,10,56,20,30.87,15,30.86,56.71,34.441505,43.33,11.34,30.87,43.33,24,23.61,0

70,17:15-17:30,16.110000,3.500000,9.660000,76.570000,3.600000,100.610000,48.280000,273.050000,4.220000,48.280000,262.190000,0.000000,0.000000,3.510000,0.000000,30.270000,12.350000,3.510000,115.830000,4.000000,0.000000,24.04,14.17,42.5,0,14.16,11,0,7,42,15,19.7,15,22,47.48,25.438973,44.67,9.49,33,44.67,18,22.81,0

71,17:30-17:45,16.110000,3.880000,9.660000,87.110000,2.610000,100.610000,48.280000,273.050000,4.220000,48.280000,262.190000,0.000000,0.000000,2.550000,0.000000,30.270000,12.350000,2.550000,115.830000,4.000000,0.000000,18.45,14.5,43.5,0,14.5,8.5,0,7,28,13,10.87,16.66,7,38.24,17.030764,44.33,7.65,25.2,44.33,12,21.61,0

72,17:45-18:00,16.110000,3.880000,9.660000,87.110000,1.820000,100.610000,48.280000,273.050000,4.220000,48.280000,262.190000,0.000000,0.000000,1.780000,0.000000,30.270000,12.350000,1.780000,115.830000,4.000000,0.000000,13.05,14.83,44.5,0,14.84,6,0,5,14,10,4.43,16.66,1,29,10.736786,44.33,5.8,15.21,44.33,6,20.6,0

73,18:00-18:15,16.110000,3.880000,9.660000,87.110000,1.150000,100.610000,48.280000,273.050000,4.220000,48.280000,262.190000,0.000000,0.000000,1.120000,0.000000,30.790000,12.530000,1.120000,115.830000,4.000000,0.000000,8.25,18.67,56,0,18.66,4,0,4,7,8,0,16.66,0,22.42,5.602225,44,4.48,0,44,3,23.51,0

74,18:15-18:30,16.110000,3.880000,9.660000,87.110000,0.640000,100.610000,48.280000,273.050000,4.220000,48.280000,262.190000,0.000000,0.000000,0.620000,0.000000,31.590000,12.530000,0.620000,115.830000,4.000000,0.000000,4.46,19.17,57.5,0,19.16,2,0,2,2,5,0,16.66,0,14.35,3.60491,43.67,2.87,0,43.67,1,22.77,0

75,18:30-18:45,16.110000,3.880000,9.660000,87.110000,0.200000,100.610000,48.280000,273.050000,4.220000,48.280000,262.190000,0.000000,0.000000,0.200000,0.000000,31.590000,12.530000,0.200000,115.830000,4.000000,0.000000,1.93,20.83,62.5,0,20.84,1,0,0,1,1,0,20.66,0,8.07,0.886613,53.33,1.61,0,53.33,0,24.2,0

76,18:45-19:00,16.110000,3.880000,9.660000,87.110000,0.030000,100.610000,48.280000,273.050000,4.220000,48.280000,262.190000,0.000000,0.000000,0.030000,0.000000,31.590000,12.530000,0.030000,115.830000,4.000000,0.000000,0,20.5,61.5,0,20.5,0.5,0,0,0,0,0,20.34,0,3.58,0,52,0.72,0,52,0,22.99,0

77,19:00-19:15,16.110000,4.040000,9.660000,87.110000,0.000000,100.610000,48.280000,273.050000,4.220000,48.280000,262.190000,0.000000,0.000000,0.000000,0.000000,31.590000,12.530000,0.000000,115.830000,4.000000,0.000000,0,20,60,0,20,0,0,0,0,0,0,20,0,0.9,0,50.67,0.18,0,50.67,0,21.74,0

78,19:15-19:30,16.110000,4.040000,9.660000,87.110000,0.000000,100.610000,48.280000,273.050000,4.220000,48.280000,262.190000,0.000000,0.000000,0.000000,0.000000,31.590000,12.530000,0.000000,115.830000,4.000000,0.000000,0,19.17,57.5,0,19.16,0,0,0,0,0,0,19.34,0,0,0,48.67,0,0,48.67,0,20.31,0

79,19:30-19:45,16.110000,4.040000,9.660000,87.110000,0.000000,100.610000,48.280000,273.050000,4.220000,48.280000,262.190000,0.000000,17.380000,0.000000,0.000000,31.590000,12.530000,0.000000,115.830000,4.000000,17.380000,0,18.33,55,0,18.34,0,0,0,0,0,0,18.66,0,0,0,48,0,0,48,0,19.68,0

80,19:45-20:00,16.110000,4.040000,9.660000,87.110000,0.000000,100.610000,48.280000,273.050000,4.220000,48.280000,262.190000,0.000000,30.900000,0.000000,0.000000,31.590000,12.530000,0.000000,115.830000,4.000000,30.900000,0,17.83,53.5,0,17.84,0,0,0,0,0,0,17.34,0,0,0,47.67,0,0,47.67,0,19.05,0

81,20:00-20:15,16.110000,4.040000,9.660000,87.110000,0.000000,100.610000,48.280000,273.050000,4.140000,48.280000,262.190000,0.000000,30.900000,0.000000,0.000000,31.590000,12.630000,0.000000,115.830000,3.900000,30.900000,0,16.33,49,0,16.34,0,0,0,0,0,0,17.34,0,0,0,47.33,0,0,47.33,0,10.16,0

82,20:15-20:30,16.110000,4.040000,9.660000,87.110000,0.000000,100.610000,48.280000,273.050000,4.140000,48.280000,262.190000,0.000000,30.900000,0.000000,0.000000,31.590000,12.630000,0.000000,115.830000,3.900000,30.900000,0,15,45,0,15,0,0,0,0,0,0,17,0,0,0,46.67,0,0,46.67,0,9.52,0

83,20:30-20:45,16.110000,4.270000,9.660000,87.110000,0.000000,100.610000,48.280000,273.050000,4.140000,48.280000,262.190000,0.000000,29.940000,0.000000,0.000000,31.590000,12.630000,0.000000,115.830000,3.900000,29.940000,0,16.33,49,0,16.34,0,0,0,0,0,0,16.34,0,0,0,45.33,0,0,45.33,0,7.01,0

84,20:45-21:00,16.110000,4.270000,9.660000,87.110000,0.000000,100.610000,48.280000,273.050000,4.140000,48.280000,262.190000,0.000000,29.940000,0.000000,0.000000,31.590000,12.630000,0.000000,115.830000,3.900000,29.940000,0,16.17,48.5,0,16.16,0,0,0,0,0,0,16,0,0,0,44.33,0,0,44.33,0,7.01,0

85,21:00-21:15,16.110000,4.270000,9.660000,87.110000,0.000000,100.610000,48.280000,273.050000,4.080000,48.280000,262.190000,0.000000,29.940000,0.000000,0.000000,30.790000,12.630000,0.000000,115.830000,3.900000,29.940000,0,16,48,0,16,0,0,0,0,0,0,15.66,0,0,0,45.33,0,0,45.33,0,7.01,0

86,21:15-21:30,16.110000,4.270000,9.660000,87.110000,0.000000,100.610000,48.280000,273.050000,4.080000,48.280000,262.190000,0.000000,29.940000,0.000000,0.000000,30.790000,12.630000,0.000000,115.830000,3.900000,29.940000,0,15.83,47.5,0,15.84,0,0,0,0,0,0,15.34,0,0,0,44.67,0,0,44.67,0,7.01,0

87,21:30-21:45,16.110000,4.270000,9.660000,87.110000,0.000000,100.610000,48.280000,273.050000,4.080000,48.280000,262.190000,0.000000,29.940000,0.000000,0.000000,30.270000,12.630000,0.000000,115.830000,3.900000,29.940000,0,15.83,47.5,0,15.84,0,0,0,0,0,0,15,0,0,0,40,0,0,40,0,7.01,0

88,21:45-22:00,16.110000,4.270000,9.660000,87.110000,0.000000,100.610000,48.280000,273.050000,4.080000,48.280000,262.190000,0.000000,29.940000,0.000000,0.000000,30.270000,12.630000,0.000000,115.830000,3.900000,29.940000,0,15.83,47.5,0,15.84,0,0,0,0,0,0,14.66,0,0,0,40,0,0,40,0,7.01,0

89,22:00-22:15,16.110000,4.190000,9.660000,87.110000,0.000000,100.610000,48.280000,273.050000,4.000000,48.280000,262.190000,0.000000,29.940000,0.000000,0.000000,29.270000,12.720000,0.000000,115.830000,3.800000,29.940000,0,15.83,47.5,0,15.84,0,0,0,0,0,0,14.66,0,0,0,31.67,0,0,31.67,0,7.01,0

90,22:15-22:30,16.110000,4.190000,9.660000,87.110000,0.000000,100.610000,48.280000,273.050000,4.000000,48.280000,262.190000,0.000000,29.940000,0.000000,0.000000,29.270000,12.720000,0.000000,115.830000,3.800000,29.940000,0,15.83,47.5,0,15.84,0,0,0,0,0,0,14.66,0,0,0,31.33,0,0,31.33,0,7.01,0

91,22:30-22:45,16.110000,4.190000,9.660000,87.110000,0.000000,100.610000,48.280000,273.050000,3.770000,48.280000,262.190000,0.000000,29.940000,0.000000,0.000000,29.270000,12.720000,0.000000,115.830000,3.800000,29.940000,0,12.5,37.5,0,12.5,0,0,0,0,0,0,14.66,0,0,0,25,0,0,25,0,7.01,0

92,22:45-23:00,16.110000,4.190000,9.660000,87.110000,0.000000,100.610000,48.280000,273.050000,3.770000,48.280000,262.190000,0.000000,29.940000,0.000000,0.000000,29.270000,12.720000,0.000000,115.830000,3.800000,29.940000,0,12.67,38,0,12.66,0,0,0,0,0,0,14.66,0,0,0,24.67,0,0,24.67,0,7.01,0

93,23:00-23:15,16.110000,4.190000,9.660000,87.110000,0.000000,100.610000,48.280000,273.050000,3.770000,48.280000,262.190000,0.000000,29.940000,0.000000,0.000000,29.270000,12.810000,0.000000,115.830000,3.800000,29.940000,0,15.83,47.5,0,15.84,0,0,0,0,0,0,14.66,0,0,0,33.33,0,0,33.33,0,7.01,0

94,23:15-23:30,16.110000,4.190000,9.660000,87.110000,0.000000,100.610000,48.280000,273.050000,3.770000,48.280000,262.190000,0.000000,29.940000,0.000000,0.000000,29.270000,12.810000,0.000000,115.830000,3.800000,29.940000,0,16.33,49,0,16.34,0,0,0,0,0,0,14.66,0,0,0,33.67,0,0,33.67,0,7.01,0

95,23:30-23:45,16.110000,4.190000,9.660000,87.110000,0.000000,100.610000,48.280000,273.050000,3.770000,48.280000,262.190000,0.000000,29.940000,0.000000,0.000000,29.270000,12.810000,0.000000,115.830000,3.800000,29.940000,0,16.5,49.5,0,16.5,0,0,0,0,0,0,15,0,0,0,34.33,0,0,34.33,0,7.01,0

96,23:45-24:00,16.110000,4.190000,9.660000,87.110000,0.000000,100.610000,48.280000,273.050000,3.770000,48.280000,262.190000,0.000000,29.940000,0.000000,0.000000,29.270000,12.810000,0.000000,115.830000,3.800000,29.940000,0,16.83,50.5,0,16.84,0,0,0,0,0,0,15.34,0,0,0,35,0,0,35,0,7.01,0

