Column1,Time,NR/01102023/25072045/L_NR_2021_15,NR/26072023/25122043/L_NR_2023_10,NR/26072023/31072042/L_NR_2023_07,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/01102023/L_NR_2020_06,GNARE/SR/2025/01/13/4532,WR/01102023/01102023/L_NR_2022_09,WR/01102023/29112042/L_NR_2019_05,WR/01102023/24112044/L_NR_2020_07,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/30052048/L_NR_2022_10,WR/01102023/16072048/L_NR_2022_08,WR/01102023/31032046/L_NR_2020_05,NR/22102023/11042047/L_NR_2021_16,GNARE/NR/2024/12/20/3668,NR/01102023/02122045/L_NR_2021_13,NR/01102023/08032047/L_NR_2021_14,NR/01102023/13082046/L_NR_2021_12,NR/22102023/11042047/L_NR_2021_17,L_NR_2019_19,GNA/NR/2025/05/01/6160,GNA/NR/2025/04/01/8964,GNA/NR/2025/05/01/5800,NR/01102023/19072037/LT-05,GNA/NR/2025/05/16/9317,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2025/05/01/6363,NR/01102023/06022042/L_NR_2012_07,GNA/NR/2025/05/01/7902,GNA/NR/2025/05/01/4138,GNA/NR/2025/04/01/8510,NR/30092023/31122025/SH-07,GNA/NR/2025/05/16/1698,GNA/NR/2025/05/01/9395,GNA/NR/2025/04/01/8456,GNA/NR/2025/05/22/8667,NR/01102023/30042040/GNA_LT_35,GNA/NR/2025/05/01/7791,NR/01102023/06022042/L_NR_2012_02,GNA/NR/2025/05/01/2474,NR/01102023/31102037/L_NR_2019_11,GNA/NR/2025/05/01/9252,NR/30092023/26122029/SH-06,GNA/NR/2025/05/01/8068,NR/01102023/22052037/LT-59,GNA/NR/2025/05/01/8954,NR/01102023/05012040/L_NR_2020_02,NR/01102023/30042040/GNA_LT_36,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2025/05/01/6957,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/31052040/LT-31,GNA/NR/2025/05/01/3877,GNA/NR/2025/05/01/2069
7,01:30-01:45,0,0,0,0,16.33,30.01,34.33,0,16.33,0,34.33,8.67,49.01,0,0,0,0,0,0,0,0,4.3,67.62,70.45,96.6,273.14,14.49,56.91,28.98,0,7.77,25.4,22.91,0,4.38,144.9,0,0,169.71,29.1,6.94,13.52,30,10.63,6.23,5.8,8.06,0,12.3,193.2,28.27,100.64,0,28.98,0

8,01:45-02:00,0,0,0,0,16.67,29.01,35,0,16.67,0,35,9,49.99,0,0,0,0,0,0,0,0,4.3,67.62,70.45,96.6,273.14,14.49,56.91,28.98,0,7.77,25.4,22.91,0,4.38,144.9,0,0,169.71,29.1,6.94,13.52,30,10.63,6.23,5.8,8.06,0,12.3,193.2,28.27,100.64,0,28.98,0

9,02:00-02:15,0,0,0,0,14.17,28.41,36,0,14.17,0,36,9,42.49,0,0,0,0,0,0,0,0,4.3,0,70.45,96.6,273.14,0,56.91,0,0,7.77,25.4,22.91,0,4.38,0,0,0,169.71,29.1,6.94,13.52,30,10.63,5.84,0,6.74,0,12.11,193.2,28.27,100.64,0,28.98,96.6

10,02:15-02:30,0,0,0,0,14.17,28.21,36.33,0,14.17,0,36.33,9,42.49,0,0,0,0,0,0,0,0,4.3,0,70.45,96.6,273.14,0,56.91,0,0,7.77,25.4,22.91,0,4.38,0,0,0,169.71,29.1,6.94,13.52,30,10.63,5.84,0,6.74,0,12.11,193.2,28.27,100.64,0,28.98,96.6

11,02:30-02:45,0,0,0,0,14.17,35.01,36.67,0,14.17,0,36.67,9,42.49,0,0,0,0,0,0,0,0,4.3,0,70.45,96.6,273.14,0,46.37,0,0,8.52,25.4,22.91,0,4.38,0,0,0,134.27,29.1,6.94,13.52,30,10.63,5.84,0,6.74,0,12.11,193.2,28.27,71.66,0,28.98,96.6

12,02:45-03:00,0,0,0,0,14.17,34.01,37.33,0,14.17,0,37.33,9,42.49,0,0,0,0,0,0,0,0,4.3,0,70.45,96.6,273.14,0,46.37,0,0,8.51,25.4,22.91,0,4.38,0,0,0,134.27,29.1,6.94,13.52,30,10.63,5.84,0,6.74,0,12.11,193.2,28.27,53.13,0,28.98,96.6

13,03:00-03:15,0,0,0,0,14.17,36.01,38.33,0,14.17,0,38.33,9,42.49,0,0,0,0,0,0,0,0,0,0,70.45,96.6,231.84,0,46.37,0,0,8.5,25.4,22.91,0,4.38,0,0,0,134.27,29.1,6.78,13.52,30,10.63,5.84,0,6.74,0,11.83,193.2,28.27,53.13,0,28.98,96.6

14,03:15-03:30,0,0,0,0,14.17,35.81,39,0,14.17,0,39,9.33,42.49,0,0,0,0,0,0,0,0,0,0,70.45,96.6,193.2,0,46.37,0,0,8.5,25.4,22.91,0,4.38,0,0,0,134.27,29.1,6.78,13.52,30,10.63,5.84,0,6.74,0,11.83,193.2,28.27,53.13,0,28.98,96.6

15,03:30-03:45,0,0,0,0,14.17,34.41,46.67,0,14.17,0,46.67,6.67,42.49,0,0,0,0,0,0,0,0,0,0,70.45,96.6,150.22,0,46.37,0,0,8.49,25.4,22.91,0,4.38,0,0,0,134.27,29.1,6.78,13.52,30,10.63,5.84,0,6.74,0,11.83,193.2,28.27,53.13,0,28.98,96.6

16,03:45-04:00,0,0,0,0,14.17,34.01,45,0,14.17,0,45,6.67,42.49,0,0,0,0,0,0,0,0,0,0,70.45,96.6,150.22,0,46.37,0,0,8.49,25.4,22.91,0,4.38,0,0,0,134.27,29.1,6.78,13.52,30,10.63,5.84,0,6.74,0,11.83,193.2,28.27,53.13,0,28.98,96.6

17,04:00-04:15,0,0,0,0,17.67,33.61,43.33,0,17.67,0,43.33,6.67,52.99,0,0,0,0,0,0,0,0,0,0,70.45,96.6,150.22,0,46.37,0,0,8.46,25.4,22.91,0,4.38,0,0,0,134.27,29.1,6.78,13.52,30,10.63,5.69,0,6.56,0,11.65,193.2,28.27,53.13,0,28.98,96.6

18,04:15-04:30,0,0,0,0,17.83,33.01,43.33,0,17.83,0,43.33,6.67,53.51,0,0,0,0,0,0,0,0,0,0,70.45,96.6,150.22,0,46.37,0,0,8.44,25.4,22.91,0,4.38,0,0,0,134.27,29.1,6.78,13.52,30,10.63,5.69,0,6.56,0,11.65,193.2,28.27,53.13,0,28.98,96.6

19,04:30-04:45,0,0,0,0,18,27.01,42.67,0,18,0,42.67,6.67,54,0,0,0,0,0,0,0,0,0,0,70.45,96.6,150.22,0,46.37,0,0,8.43,25.4,22.91,0,4.38,0,0,0,134.27,29.1,6.78,13.52,30,10.63,5.69,0,6.56,0,11.65,193.2,28.27,53.13,0,28.98,96.6

20,04:45-05:00,0,0,0,0,18,27.01,41.67,0,18,0,41.67,6.67,54,0,0,0,0,0,0,0,0,0,0,70.45,96.6,150.22,0,46.37,0,0,8.41,25.4,22.91,0,4.38,0,0,0,134.27,29.1,6.78,13.52,30,10.63,5.69,0,6.56,0,11.65,193.2,28.27,53.13,0,28.98,96.6

21,05:00-05:15,0,0,0,0,17.83,26.01,41,0,17.83,0,41,6.67,53.51,0,0,0,0,0,0,0,0,0,0,70.45,96.6,150.22,0,46.37,0,0,8.38,25.4,24.15,0,4.38,0,0,0,134.27,29.1,6.7,13.52,30,10.63,5.69,0,6.28,0,11.55,193.2,27.25,53.13,0,28.98,96.6

22,05:15-05:30,0,0,0,0,17.67,25.61,40,0,17.67,0,40,6.67,52.99,0,0,0,0,0,0,0,0,0,0,70.45,96.6,150.22,0,46.37,0,0,8.38,25.4,24.15,0,4.38,0,0,0,134.27,29.1,6.7,13.52,30,10.63,5.69,0,6.28,0,11.55,193.2,27.25,53.13,0,28.98,96.6

23,05:30-05:45,0,0,0,0,17.17,20.01,38.33,0,17.17,0,38.33,5,51.49,0,0,0,0,0,0,0.17,0,0,0,70.45,96.6,150.22,0,46.37,0,0,8.38,25.4,24.15,0,4.38,0,0,0,134.27,29.1,6.7,13.52,30,10.63,5.69,0,6.28,0,11.55,193.2,27.25,53.13,0,28.98,96.6

24,05:45-06:00,0,0,0,0,16.67,20.61,37.33,0,16.67,0,37.33,5,49.99,0,0.13,0,0,0,0,1.69,0,0,0,70.45,96.6,150.22,0,46.37,0,0,8.38,25.4,24.15,0,4.38,0,0,0,134.27,29.1,6.7,13.52,30,10.63,5.69,0,6.28,0,11.55,193.2,27.25,53.13,0,28.98,96.6

25,06:00-06:15,1,0,0,0,14.67,27.01,36.33,5.04,14.67,4.32,36.33,5,43.99,1,0.67,0.45,1,2.23,0,3.74,0,0,0,70.45,96.6,150.22,0,46.37,0,0,8.38,25.4,24.15,0,4.38,0,0,0,134.27,29.1,6.47,13.52,30,10.63,5.69,0,6.09,0,11.37,193.2,27.25,53.13,0,28.98,96.6

26,06:15-06:30,2,1,0,0,13.67,27.01,33.33,14.84,13.67,11.63,33.33,5,40.99,2,1.41,0.75,2,3.72,1,7.64,0,0,0,70.45,96.6,150.22,0,46.37,0,0,8.38,25.4,24.15,0,4.38,0,0,0,134.27,29.1,6.47,13.52,30,10.63,5.69,0,6.09,0,11.37,193.2,27.25,53.13,0,28.98,96.6

27,06:30-06:45,3,3,0,3,9.17,24.61,26.67,27.16,9.17,26.33,26.67,5.33,27.49,3,4.68,2.13,3,10.65,2,12.51,0,0,0,70.45,96.6,150.22,0,46.37,0,0,8.38,25.4,24.15,0,4.38,0,0.73,0,134.27,29.1,6.47,13.52,30,10.63,5.69,0,6.09,0.55,11.37,193.2,27.25,53.13,0.73,28.98,96.6

28,06:45-07:00,5,6,0,6,8.83,24.61,27.33,33,8.83,33,27.33,5.67,26.51,7,7.81,3.63,6,18.14,3,18.62,0,0,0,70.45,96.6,150.22,0,46.37,0,0,8.38,25.4,24.15,0,4.38,0,1.36,0,134.27,29.1,6.47,13.52,30,10.63,5.69,0,6.09,1.04,11.37,193.2,27.25,53.13,1.36,28.98,96.6

29,07:00-07:15,9,10,0,10,8.33,24.61,28.33,33,8.33,33,28.33,8.33,25.01,15,11.75,5.75,9,28.76,7,25.74,0,0,0,70.45,96.6,150.22,0,46.37,0,0,8.38,25.4,24.15,0,4.38,0,2.16,0,134.27,29.1,6.32,13.52,30,10.63,5.69,0,6.09,1.67,11.28,193.2,27.25,53.13,2.16,28.98,96.6

30,07:15-07:30,12,15,0,12,8.33,24.41,29,33,8.33,33,29,8.33,25.01,19,16.85,8.26,13,41.27,9,33.47,0,0,0,70.45,96.6,150.22,0,46.37,0,0,8.38,25.4,24.15,0,4.38,0,3.09,0,134.27,29.1,6.32,13.52,30,10.63,5.69,0,6.09,2.4,11.28,193.2,27.25,53.13,3.09,28.98,96.6

31,07:30-07:45,15,21,0,18,8.33,24.01,26.67,33,8.33,33,26.67,8.33,25.01,27,22.91,11.04,20,55.22,13,51.52,0,0,0,70.45,96.6,150.22,0,46.37,0,0,8.38,25.4,24.15,0,4.38,0,4.23,0,134.27,29.1,6.32,13.52,30,10.63,5.69,0,6.09,3.27,11.28,193.2,27.25,53.13,4.23,28.98,96.6

32,07:45-08:00,19,27,0,25,8.33,24.21,26.67,33,8.33,33,26.67,8.33,25.01,33,29.65,14.39,26,71.94,17,60.16,0,0,0,70.45,96.6,150.22,0,46.37,0,0,8.38,25.4,24.15,0,4.38,0,5.42,0,134.27,29.1,6.32,13.52,30,10.63,5.69,0,6.09,4.19,11.28,193.2,27.25,53.13,5.42,28.98,96.6

33,08:00-08:15,23,36,0,33,8.33,24.41,33.33,33,8.33,33,33.33,11,25.01,40,36.89,18.3,37,91.49,20,68.38,0,0,0,70.45,96.6,150.22,0,46.37,0,0,8.45,25.4,24.15,0,4.38,0,6.47,0,134.27,29.1,5.85,13.52,30,10.63,5.45,0,5.9,4.99,11.09,193.2,28.26,53.13,6.47,28.98,0

34,08:15-08:30,26,42,0,33,8.33,24.61,34,33,8.33,33,34,10.67,25.01,47,44.19,22.03,42,110.15,23,76.06,0,0,0,70.45,96.6,150.22,0,46.37,0,0,8.45,25.4,24.15,0,4.38,0,7.66,0,134.27,29.1,5.85,13.52,30,10.63,5.45,0,5.9,5.91,11.09,193.2,28.26,53.13,7.66,28.98,0

35,08:30-08:45,29,48,0,33,12.17,24.81,35,33,12.17,33,35,10,36.49,53,51.47,25.62,52,128.08,27,82.95,0,0,0,70.45,96.6,150.22,0,46.37,0,0,8.45,25.4,24.15,0,4.38,0,8.81,0,134.27,29.1,5.85,13.52,30,10.63,5.14,0,5.9,6.8,11.09,193.2,29.27,53.13,8.81,28.98,0

36,08:45-09:00,32,54,0,33,12,25.01,35.67,33,12,33,35.67,10,36,60,58.9,29.07,57,145.35,30,75.08,0,0,0,70.45,96.6,150.22,0,46.37,0,0,8.45,25.4,24.15,0,4.38,0,9.85,0,134.27,29.1,5.85,13.52,30,10.63,5.14,0,5.9,7.61,11.09,193.2,29.27,53.13,9.85,28.98,0

37,09:00-09:15,34,60,0,33,15.5,16.41,36,33,15.5,33,36,10,46.5,67,66.11,32.59,63,162.96,33,81.99,0,0,0,70.45,96.6,150.22,0,46.37,0,0,8.45,26.61,24.15,0,4.38,0,10.98,0,134.27,29.1,5.78,13.52,26.61,10.63,5.14,0,5.9,8.48,11,193.2,27.75,53.13,10.98,28.98,0

38,09:15-09:30,37,66,0,33,15.67,16.01,36.67,33,15.67,33,36.67,10,46.99,73,72.26,35.82,67,179.07,37,88.4,0,0,0,70.45,96.6,150.22,0,46.37,0,0,8.45,26.61,24.15,0,4.38,0,11.95,0,134.27,29.1,5.78,13.52,26.61,10.63,5.14,0,5.9,9.23,11,193.2,27.75,53.13,11.95,28.98,0

39,09:30-09:45,39,70,0,33,15.33,15.41,47,33,15.33,33,47,15.67,46.01,79,78.16,38.63,73,193.17,39,94.24,0,0,0,70.45,96.6,150.22,0,46.37,0,0,8.45,26.61,24.15,0,4.38,0,12.75,0,134.27,29.1,5.78,13.52,26.61,10.63,5.14,0,5.9,9.85,11,193.2,28.26,53.13,12.75,28.98,0

40,09:45-10:00,41,75,0,33,14.83,14.81,47.33,33,14.83,33,47.33,15.33,44.51,82,83.74,41.3,79,206.49,41,99.19,0,0,0,70.45,96.6,150.22,0,46.37,0,0,8.45,26.61,24.15,0,4.38,0,13.7,0,134.27,29.1,5.78,13.52,26.61,10.63,5.14,0,5.9,10.59,11,193.2,28.26,53.13,13.7,28.98,0

41,10:00-10:15,41,79,0,33,16.83,14.41,47.33,33,16.83,33,47.33,15.67,50.51,87,88.76,43.95,84,219.74,43,104.15,0,0,0,70.45,96.6,150.22,0,46.37,0,0,8.45,26.61,24.15,0,4.38,0,14.47,0,134.27,29.1,5.62,13.52,26.61,10.63,5.22,0,5.9,11.17,10.91,193.2,27.25,53.13,14.47,28.98,0

42,10:15-10:30,42,84,0,33,16.17,13.81,46.67,33,16.17,33,46.67,15.67,48.49,90,93.42,46.45,87,232.25,45,130.14,0,0,0,70.45,96.6,150.22,0,46.37,0,0,8.45,26.61,24.15,0,4.38,0,15.23,0,134.27,29.1,5.62,13.52,26.61,10.63,5.22,0,5.9,11.77,10.91,193.2,27.25,53.13,15.23,28.98,0

43,10:30-10:45,41,87,0,33,18.33,13.81,54.67,33,18.33,33,54.67,15.67,55.01,93,97.58,47.85,87,239.25,47,134.82,0,0,0,70.45,96.6,150.22,0,46.37,0,0,8.45,26.61,24.15,0,4.38,0,16.23,0,134.27,29.1,6.01,13.52,26.61,10.63,5.22,0,5.9,12.53,10.91,193.2,27.25,53.13,16.23,28.98,0

44,10:45-11:00,41,88,0,33,18.17,13.81,54.67,33,18.17,33,54.67,15.33,54.49,93,100,48.33,87,241.67,47,138.81,0,0,0,70.45,96.6,150.22,0,46.37,0,0,8.45,26.61,24.15,0,4.38,0,17.67,0,134.27,29.1,6.01,13.52,26.61,10.63,5.22,0,5.9,13.65,10.91,193.2,27.25,53.13,17.67,28.98,0

45,11:00-11:15,42,88,0,33,18.17,35.01,54.67,33,18.17,33,54.67,15.33,54.49,93,100,49.78,88,248.92,47,141.83,0,0,0,70.45,96.6,150.22,0,46.37,0,0,7.77,26.61,24.15,0,4.38,0,18.11,0,134.27,29.1,6.01,13.52,26.61,10.63,5.37,0,5.9,13.99,10.72,193.2,26.24,53.13,18.11,28.98,0

46,11:15-11:30,43,88,0,33,18,35.01,54.33,33,18,33,54.33,15.67,54,93,100,49.78,88,248.92,47,143.68,0,0,0,70.45,96.6,150.22,0,46.37,0,0,7.77,26.61,24.15,0,4.38,0,18.91,0,134.27,29.1,6.01,13.52,26.61,10.63,5.37,0,5.9,14.61,10.72,193.2,26.24,53.13,18.91,28.98,0

47,11:30-11:45,43,88,0,33,14.33,35.21,53.33,33,14.33,33,53.33,14,43.01,99,100,49.78,86,248.92,49,144.46,0,0,0,70.45,96.6,150.22,0,46.37,0,0,7.77,26.61,24.15,0,4.38,0,18.91,0,134.27,29.1,6.01,13.52,26.61,10.63,5.37,0,5.43,14.61,10.72,193.2,26.24,53.13,18.91,28.98,0

48,11:45-12:00,43,88,0,33,14.17,35.41,53,33,14.17,33,53,14.67,42.49,99,100,49.78,86,248.92,49,144.85,0,0,0,70.45,96.6,150.22,0,46.37,0,0,7.77,26.61,24.15,0,4.38,0,18.91,0,134.27,29.1,6.01,13.52,26.61,10.63,5.37,0,5.43,14.61,10.72,193.2,24.73,53.13,18.91,28.98,0

49,12:00-12:15,43,90,0,33,18.17,31.61,54.33,33,18.17,33,54.33,15,54.49,99,100,49.78,88,248.92,49,145.14,0,0,0,70.45,96.6,150.22,0,46.37,0,0,7.77,26.7,24.15,0,4.38,0,18.91,0,134.27,29.1,6.16,13.52,26.7,10.63,5.45,0,5.62,14.61,10.64,193.2,25.23,53.13,18.91,28.98,0

50,12:15-12:30,43,90,0,33,18.33,31.81,54.33,33,18.33,33,54.33,15.33,55.01,99,100,49.78,88,248.92,49,145.34,0,0,0,70.45,96.6,150.22,0,46.37,0,0,7.77,26.7,24.15,0,4.38,0,18.91,0,134.27,29.1,6.16,13.52,26.7,10.63,5.45,0,5.62,14.61,10.64,193.2,25.73,53.13,18.91,28.98,0

51,12:30-12:45,43,88,0,33,18.33,32.21,54,33,18.33,33,54,15.67,55.01,99,100,49.78,91,248.92,49,144.56,0,0,0,70.45,96.6,150.22,0,46.37,0,0,7.77,26.7,24.15,0,4.38,0,18.91,0,134.27,29.1,6.16,13.52,26.7,10.63,5.45,0,5.62,14.61,10.64,193.2,25.73,53.13,18.91,28.98,0

52,12:45-13:00,43,88,0,33,18.5,32.61,54,33,18.5,33,54,16,55.5,99,100,49.78,91,248.92,49,143.49,0,0,0,70.45,96.6,150.22,0,46.37,0,0,7.77,26.7,24.15,0,4.38,0,18.91,0,134.27,29.1,6.16,13.52,26.7,10.63,5.45,0,5.62,14.61,10.64,193.2,25.73,53.13,18.91,28.98,0

53,13:00-13:15,43,87,0,33,16.8,33.01,43.67,33,16.8,33,43.67,16.33,50.4,99,100,49.78,91,248.92,49,140.02,0,0,0,70.45,96.6,150.22,0,46.37,0,0,8.2,26.7,24.15,0,3.21,0,18.91,0,134.27,17.56,6.32,13.52,26.7,10.63,5.69,0,5.9,14.61,10.44,193.2,26.24,53.13,18.91,28.98,0

54,13:15-13:30,43,87,0,33,16.8,33.21,44.67,33,16.8,33,44.67,16.33,50.4,93,100,49.78,91,248.92,47,135.42,0,0,0,70.45,96.6,150.22,0,46.37,0,0,8.2,26.7,24.15,0,3.21,0,18.91,0,134.27,17.56,6.32,13.52,26.7,10.63,5.69,0,5.9,14.61,10.44,193.2,26.24,53.13,18.91,28.98,0

55,13:30-13:45,43,87,0,33,16.95,22.41,45,33,16.95,33,45,16.67,50.85,93,100,49.78,91,248.92,47,129.42,0,0,0,70.45,96.6,150.22,0,46.37,0,0,8.2,26.7,24.15,0,3.21,0,18.59,0,134.27,17.56,6.32,13.52,26.7,10.63,5.69,0,5.9,14.36,10.44,193.2,26.24,53.13,18.59,28.98,0

56,13:45-14:00,43,85,0,33,17.25,22.81,45,33,17.25,33,45,17.33,51.75,91,100,49.78,91,248.92,46,123.27,0,0,0,70.45,96.6,150.22,0,46.37,0,0,8.2,26.7,24.15,0,3.21,0,18.26,0,134.27,17.56,6.32,13.52,26.7,10.63,5.69,0,5.9,14.11,10.44,193.2,26.24,53.13,18.26,28.98,0

57,14:00-14:15,43,81,0,33,17.4,23.21,45.33,33,17.4,33,45.33,19.67,52.2,89,100,49.78,87,248.92,44,118.58,0,0,0,70.45,96.6,150.22,0,46.37,0,0,8.2,26.7,24.15,0,3.21,0,17.51,0,134.27,17.56,6.7,13.52,26.7,10.63,5.69,0,6.09,13.52,10.44,193.2,25.23,53.13,17.51,28.98,0

58,14:15-14:30,43,78,0,33,17.85,23.61,45.67,33,17.85,33,45.67,20.33,53.55,87,100,49.78,86,248.92,43,115.61,0,0,0,70.45,96.6,150.22,0,46.37,0,0,8.2,26.7,24.15,0,3.21,0,16.79,0,134.27,17.56,6.7,13.52,26.7,10.63,5.69,0,6.09,12.97,10.44,193.2,25.23,53.13,16.79,28.98,0

59,14:30-14:45,42,75,0,33,18.3,33.41,46,33,18.3,33,46,20,54.9,85,93.98,49.78,85,248.92,43,111.37,0,0,0,70.45,96.6,150.22,0,45.97,0,0,8.2,26.7,24.15,0,3.21,0,16.42,0,133.15,17.56,6.7,13.52,26.7,10.63,5.69,0,6.09,12.68,10.44,193.2,25.74,53.13,16.42,28.98,0

60,14:45-15:00,41,72,0,33,18.75,33.41,46.33,33,18.75,33,46.33,19.67,56.25,83,90.28,47.22,83,236.1,42,105.41,0,0,0,70.45,96.6,150.22,0,45.97,0,0,8.2,26.7,24.15,0,3.21,0,15.88,0,133.15,17.56,6.7,13.52,26.7,10.63,5.69,0,6.09,12.27,10.44,193.2,25.74,53.13,15.88,28.98,0

61,15:00-15:15,40,67,0,33,20.44,38.02,53.33,33,20.44,33,53.33,19.33,61.31,79,86.38,45.12,80,225.61,39,99.51,0,0,0,70.45,96.6,150.22,0,45.97,0,0,8.2,26.7,24.15,0,3.21,0,15.22,0,133.15,17.56,7.31,13.52,26.7,10.63,5.84,0,6.46,11.77,10.64,193.2,24.73,53.13,15.22,28.98,0

62,15:15-15:30,39,64,0,33,20.91,38.02,54,33,20.91,33,54,19.33,62.72,73,81.8,42.68,78,213.4,37,93.67,0,0,0,70.45,96.6,150.22,0,45.97,0,0,8.2,26.7,24.15,0,3.21,0,14.37,0,133.15,17.56,7.31,13.52,26.7,10.63,5.84,0,6.46,11.11,10.64,193.2,25.23,53.13,14.37,28.98,0

63,15:30-15:45,36,60,0,33,21.4,38.02,55.07,33,21.4,33,55.07,19.33,64.22,67,76.81,39.94,72,199.71,33,87.22,0,0,0,70.45,96.6,150.22,0,45.97,0,0,4.35,26.7,24.15,0,3.21,0,13.39,0,133.15,17.56,7.31,13.52,26.7,10.63,5.84,0,6.46,10.35,10.64,193.2,25.73,100.64,13.39,28.98,0

64,15:45-16:00,35,55,0,33,21.95,38.02,57.44,33,21.95,33,57.44,19.67,65.86,62,71.21,36.95,65,184.73,31,80.19,0,0,0,70.45,96.6,150.22,0,45.97,0,0,4.35,26.7,24.15,0,3.21,0,12.4,0,133.15,17.56,7.31,13.52,26.7,10.63,5.84,0,6.46,9.58,10.64,193.2,26.24,100.64,12.4,28.98,0

