Column1,Time,WR/01102023/01102023/L_NR_2022_09,NR/26072023/25122043/L_NR_2023_10,NR/22102023/11042047/L_NR_2021_16,NR/01102023/13082046/L_NR_2021_12,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/30052048/L_NR_2022_10,WR/01102023/31032046/L_NR_2020_05,NR/22102023/11042047/L_NR_2021_17,NR/01102023/08032047/L_NR_2021_14,GNARE/NR/2024/12/20/3668,NR/01102023/02122045/L_NR_2021_13,NR/01102023/25072045/L_NR_2021_15,WR/01102023/16072048/L_NR_2022_08,NR/26072023/31072042/L_NR_2023_07,WR/01102023/24112044/L_NR_2020_07,WR/01102023/01102023/L_NR_2020_06,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/29112042/L_NR_2019_05,L_NR_2019_19,GNARE/SR/2025/01/13/4532,GNA/NR/2025/07/01/2786,GNA/NR/2025/06/07/5932,GNA/NR/2025/07/01/8154,GNA/NR/2025/07/01/1044,GNA/NR/2025/07/01/8139,GNA/NR/2025/07/01/3109,GNA/NR/2025/07/01/2997,GNA/NR/2025/07/01/8230,GNA/NR/2025/07/01/2236,NR/01102023/05012040/L_NR_2020_02,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/30042040/GNA_LT_36,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2025/07/01/1192,NR/01102023/31102037/L_NR_2019_11,NR/01102023/22052037/LT-59,NR/01102023/30042040/GNA_LT_35,NR/01102023/31052040/LT-31,NR/01102023/06022042/L_NR_2012_02,GNA/NR/2025/07/01/2952,GNA/NR/2025/07/01/8128,NR/01102023/19072037/LT-05,NR/01102023/06022042/L_NR_2012_07,NR/30092023/26122029/SH-06,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/30092023/31122025/SH-07
8,01:45-02:00,0,0,0,0,0,0,21,0,0,0,0,0,7.34,0,7,7,0,0,0,40.22,43.71,-0,20.75,4.59,134.89,19.24,15.24,224.82,81.75,5.6,17.12,0,100.2,49.05,10.35,10.47,0,0,130.13,6.67,6.33,115.38,86.75,30,26.25,133.46,26.58

9,02:00-02:15,0,0,0,0,0,0,21,0,0,0,0,0,6,0,7,7,0,0,0,40.02,43.71,-0,20.75,4.59,134.89,19.24,15.24,224.82,81.75,5.13,17.03,0,100.2,49.05,10.35,10.47,0,0,130.13,6.51,6.33,115.38,86.75,26.94,26.25,133.46,26.94

10,02:15-02:30,0,0,0,0,0,0,21,0,0,0,0,0,6,0,7,7,0,0,0,40.02,43.71,-0,20.75,4.59,134.89,19.24,15.24,224.82,81.75,5.13,17.03,0,100.2,49.05,10.35,10.47,0,0,130.13,6.51,6.33,115.38,86.75,26.94,26.25,133.46,26.94

11,02:30-02:45,0,0,0,0,0,0,21,0,0,0,0,0,6,0,7,7,0,0,0,37.22,43.71,-0,20.75,4.59,134.89,19.24,15.24,224.82,81.75,5.13,17.03,0,100.2,49.05,10.73,10.47,0,0,130.13,6.51,6.33,115.38,86.75,26.26,26.25,133.46,26.26

12,02:45-03:00,0,0,0,0,0,0,21,0,0,0,0,0,6,0,7,7,0,0,0,36.42,43.71,-0,20.75,4.59,134.89,19.24,15.24,224.82,81.75,5.13,17.03,0,100.2,49.05,10.73,10.47,0,0,130.13,6.51,6.33,115.38,86.75,26.26,26.25,133.46,26.26

13,03:00-03:15,0,0,0,0,0,0,28,0,0,0,0,0,6,0,9.33,9.34,0,0,0,34.41,43.71,-0,20.75,4.59,134.89,19.24,15.24,224.82,81.75,4.66,16.94,0,100.2,0,10.73,10.47,0,0,100.21,6.51,6.33,115.38,68.85,26.94,26.25,133.46,26.94

14,03:15-03:30,0,0,0,0,0,0,29.5,0,0,0,0,0,6,0,9.83,9.84,0,0,0,34.81,43.71,-0,20.75,3.22,134.89,19.24,15.24,224.82,81.75,4.66,16.94,0,100.2,0,10.73,10.47,0,0,100.21,6.51,6.33,115.38,68.85,26.94,26.25,133.46,26.94

15,03:30-03:45,0,0,0,0,0,0,30,0,0,0,0,0,9.34,0,10,10,0,0,0,29.01,43.71,-0,20.75,3.22,134.89,19.24,15.24,224.82,81.75,4.66,16.94,0,100.2,0,10.73,10.47,0,0,100.21,6.51,6.33,115.38,68.85,26.94,26.25,133.46,26.94

16,03:45-04:00,0,0,0,0,0,0,29.5,0,0,0,0,0,9.34,0,9.83,9.84,0,0,0,28.81,43.71,-0,20.75,3.22,134.89,19.24,15.24,224.82,81.75,4.66,16.94,0,100.2,0,10.73,10.47,0,0,100.21,6.51,6.33,115.38,68.85,26.94,26.25,133.46,26.94

17,04:00-04:15,0,0,0,0,0,0,38,0,0,0,0,0,11.34,0,12.67,12.66,0,0,0,28.81,43.71,-0,20.75,3.21,134.89,19.24,15.24,224.82,81.75,4.19,16.84,0,100.2,0,10.73,10.47,0,0,130.13,6.51,6.33,115.38,86.75,26.94,26.25,133.46,26.94

18,04:15-04:30,0,0,0,0,0,0,38.5,0,0,0,0,0,11.34,0,12.83,12.84,0,0,0,28.21,43.71,-0,20.75,3.21,134.89,19.24,15.24,224.82,81.75,4.19,16.84,0,100.2,0,10.73,10.47,0,0,130.13,6.51,6.33,115.38,86.75,26.94,26.25,133.46,26.94

19,04:30-04:45,0,0,0,0,0,0,25,0,0,0,0,0,6.66,0,8.33,8.34,0,0,0,30.01,43.71,-0,20.75,4.59,134.89,19.24,15.24,224.82,81.75,4.19,16.84,0,100.2,0,10.73,10.47,0,0,130.13,6.51,6.33,115.38,86.75,26.94,26.25,133.46,26.94

20,04:45-05:00,0,0,0,0,0,0,25.5,0,0,0,0,0,6.66,0,8.5,8.5,0,0,0,30.01,43.71,-0,20.75,4.59,134.89,19.24,15.24,224.82,81.75,4.19,16.84,0,100.2,0,10.73,10.47,0,0,130.13,6.51,6.33,115.38,86.75,26.94,26.25,133.46,26.94

21,05:00-05:15,0,0,0,0,0,0,25,0,0,0,0,0,6.66,0,8.33,8.34,0,0,0,29.41,43.71,-0,20.75,4.59,134.89,19.24,15.24,224.82,81.75,4.19,16.75,0,100.2,0,10.73,10.47,0,0,130.13,6.51,6.33,115.38,68.85,26.94,25.24,133.46,26.94

22,05:15-05:30,0,0,0,0,0,0,24.5,0,0,0,0,0,6.66,0,8.17,8.16,0,0,0,28.81,43.71,-0,20.75,2.63,134.89,19.24,15.24,224.82,81.75,4.19,16.75,0,100.2,0,10.73,10.47,0,0,100.21,6.51,4.92,115.38,68.85,26.94,25.24,133.46,26.94

23,05:30-05:45,0,0,0,0,0,0,22.5,0,0,0,0,0,6.66,0,7.5,7.5,0,0,0,29.01,43.71,-0,20.75,2.63,134.89,19.24,15.24,224.82,81.75,4.19,16.75,0,100.2,0,10.73,10.47,0,0,100.21,6.51,4.92,115.38,68.85,26.94,26.25,133.46,26.94

24,05:45-06:00,0,1,0,1.63,0,0,22.5,0,0,0.63,0.32,0,6.66,0,7.5,7.5,0,0,0.8,29.41,43.71,-0,20.75,2.63,134.89,19.24,15.24,224.82,81.75,4.19,16.75,0,100.2,0,10.73,10.47,0,0,100.21,6.51,4.92,115.38,68.85,26.94,26.25,133.46,26.94

25,06:00-06:15,0,1,1,6.77,0,0,21,0,1,4.25,1.35,1,6.66,0,7,7,5.57,5.63,2.22,28.61,43.71,-0,20.75,2.63,134.89,19.24,15.24,224.82,81.75,3.73,16.66,0,100.2,0,10.73,10.47,0,0,100.21,6.67,4.92,115.38,68.85,26.94,25.74,133.46,26.94

26,06:15-06:30,0,3,2,11.9,0,0,21,1,2,6.41,2.38,2,6.66,0,7,7,8.92,9.01,4.7,29.61,43.71,-0,20.75,2.63,134.89,19.24,15.24,224.82,81.75,3.73,16.66,0,100.2,0,10.73,10.47,0,0,100.21,6.67,4.92,115.38,68.85,26.26,25.74,133.46,26.26

27,06:30-06:45,0,4,3,17.04,3,0,21,2,3,8.57,3.41,3,6.66,0,7,7,13.65,13.79,7.58,37.02,43.71,-0,20.75,2.63,134.89,19.24,15.24,224.82,81.75,3.73,16.66,0.79,100.2,0,10.73,10.47,1.03,1.03,100.21,6.67,6.33,115.38,68.85,26.94,25.24,133.46,26.94

28,06:45-07:00,0,6,7,26.08,5,0,21,3,6,10.73,5.21,4,6.66,0,7,7,19.5,19.7,10.96,37.22,43.71,-0,20.75,2.63,134.89,19.24,15.24,224.82,81.75,3.73,16.66,1.34,100.2,0,10.73,10.47,1.73,1.73,100.21,6.67,6.33,115.38,68.85,26.94,25.24,133.46,26.94

29,07:00-07:15,0,9,13,37.81,8,0,21,7,11,14.71,7.56,5,6.66,0,7,7,26.74,27.01,14.73,38.22,43.71,-0,20.75,2.63,134.89,19.24,15.24,224.82,81.75,3.73,16.57,1.95,100.2,0,10.66,10.47,2.54,2.54,100.21,6.67,6.33,64.15,68.85,26.94,25.24,133.46,26.94

30,07:15-07:30,0,13,17,49.48,14,0,21,8,14,18.68,9.9,6,6.66,0,7,7,33,33,18.59,38.22,43.71,-0,20.75,2.63,134.89,19.24,15.24,224.82,81.75,3.73,16.57,2.57,100.2,0,10.66,10.47,3.31,3.31,100.21,6.67,6.33,64.15,48.97,26.94,25.24,133.46,26.94

31,07:30-07:45,0,13,23,44.91,22,0,21,12,17,22.66,8.98,8,6.66,0,7,7,33,33,23.7,29.01,43.71,-0,20.75,3.24,134.89,19.24,15.24,224.82,81.75,3.73,16.57,3.18,100.2,0,10.66,10.47,4.12,4.12,100.21,6.67,6.95,65.78,68.85,26.94,25.24,133.46,26.94

32,07:45-08:00,0,16,30,56.35,30,0,21,15,21,26.64,11.27,12,6.66,0,7,7,33,33,28.28,29.01,43.71,-0,20.75,3.24,134.89,19.24,15.24,224.82,81.75,3.73,16.57,3.83,100.2,0,10.66,10.47,4.96,4.96,100.21,6.67,6.95,64.15,68.85,26.94,25.74,133.46,26.94

33,08:00-08:15,0,21,37,69.18,32.67,0,21,18,23,32.28,13.83,16,6.66,0,7,7,32.66,32.67,32.96,28.41,43.71,-0,20.75,3.23,134.89,19.24,15.24,224.82,81.75,3.73,16.48,4.61,100.2,0,10.58,10.47,5.97,5.97,72.46,6.67,6.83,64.15,48.97,26.94,25.74,113.49,26.94

34,08:15-08:30,0,25,43,82.68,33,0,21,22,25,37.92,16.53,19,6.66,0,7,7,33,33,37.72,27.61,43.71,-0,20.75,3.23,134.89,19.24,15.24,224.82,81.75,3.73,16.48,5.34,100.2,0,10.58,10.47,6.91,6.91,72.46,6.67,6.83,64.15,48.97,26.94,25.24,94.26,26.94

35,08:30-08:45,0,28,33,96.31,33,0,21,17,22,43.56,19.26,22,6.66,0,7,7,33,33,41.91,29.21,43.71,-0,20.75,3.23,134.89,19.24,15.24,224.82,81.75,3.73,16.48,6.04,100.2,0,10.58,10.47,7.83,7.83,72.46,6.67,6.83,64.15,48.97,26.94,23.22,75.02,26.94

36,08:45-09:00,0,33,37,111.68,33,0,21,18,23,49.2,22.33,25,6.66,0,7,7,33,33,34.14,27.81,43.71,-0,20.75,3.23,134.89,19.24,15.24,224.82,81.75,3.73,16.48,6.77,100.2,0,10.58,10.47,8.77,8.77,72.46,6.67,6.83,64.15,48.97,26.94,23.22,74.79,26.94

37,09:00-09:15,0,37,50,140.04,33,0,21,25,22,54.82,28.01,21,6.66,0,7,7,33,33,29.26,28.61,43.71,-90.81,20.75,3.23,134.89,19.24,15.24,224.82,81.75,3.73,16.39,7.35,100.2,0,10.58,10.47,9.5,9.5,72.46,6.67,6.83,64.15,48.97,26.96,23.22,74.96,26.96

38,09:15-09:30,0,42,57,152.72,33,0,21,28,22,60.43,30.54,24,6.66,0,7,7,33,33,29.26,26.81,43.71,-181.62,20.75,3.23,134.89,19.24,15.24,224.82,81.75,3.73,16.39,7.86,100.2,0,10.58,10.47,10.16,10.16,72.46,6.67,6.83,64.15,48.97,26.96,23.22,81.57,26.96

39,09:30-09:45,0,45,52,165.25,33,0,21,26,22,66.04,33.05,18,6.66,0,7,7,33,33,33.16,26.01,43.71,-181.62,20.75,3.23,134.89,19.24,15.24,224.82,81.75,3.73,16.39,8.43,100.2,0,10.58,10.47,10.91,10.91,98.53,6.67,6.83,64.15,48.97,26.96,23.22,100.81,26.96

40,09:45-10:00,0,49,57,177.55,33,0,21,28,22,71.65,35.51,19,6.66,0,7,7,33,33,33.16,25.61,43.71,-181.62,20.75,3.23,134.89,19.24,15.24,224.82,81.75,3.73,16.39,8.97,100.2,0,10.58,10.47,11.6,11.6,100.21,6.67,6.83,64.15,49.47,26.96,23.22,120.04,26.96

41,10:00-10:15,2.67,55,63,148.51,33,2.67,21,32,30,50,29.7,19,6.67,0,7,7,33,33,33.16,31.61,43.71,-181.62,20.75,3.23,134.89,19.24,15.24,224.82,81.75,3.73,16.39,10.33,100.2,0,10.73,10.47,13.37,13.37,72.46,6.67,6.88,64.15,48.97,26.96,24.23,132.1,26.96

42,10:15-10:30,2.67,61,67,157.76,33,2.67,21,33,33,53.33,31.55,20,6.67,0,7,7,33,33,36.09,29.81,43.71,-181.62,20.75,3.23,134.89,19.24,15.24,224.82,81.75,3.73,16.39,10.73,100.2,0,10.73,10.47,13.89,13.89,100.21,6.67,6.88,64.15,48.97,26.96,24.73,133.46,26.96

43,10:30-10:45,2.67,63,70,137.5,33,2.66,21,35,41,66.67,27.5,23,6.67,0,7,7,33,33,36.09,29.01,43.71,-181.62,20.75,3.23,134.89,19.24,15.24,224.82,81.75,3.73,16.39,11.1,100.2,0,10.73,10.47,14.38,14.38,100.21,6.67,6.88,64.15,48.97,26.96,24.23,133.46,26.96

44,10:45-11:00,2.67,66,77,141.67,33,2.66,22.5,38,44,75,28.33,25,6.33,0,7.5,7.5,33,33,39.02,28.61,43.71,-181.62,20.75,3.23,134.89,19.24,15.24,224.82,81.75,3.73,16.39,11.4,100.2,0,10.73,10.47,14.75,14.75,100.21,6.67,6.88,64.15,48.97,26.96,24.23,133.46,26.96

45,11:00-11:15,2.67,66,77,150,33,2.66,23.51,38,50,78.33,30,25,6,0,7.83,7.83,33,33,22.43,26.81,43.71,-181.62,20.75,3.23,134.89,19.24,15.24,224.82,81.75,3.26,12.71,11.4,100.2,0,10.73,10.47,14.75,14.75,100.21,4.68,6.7,64.15,48.97,30,24.23,133.46,26.96

46,11:15-11:30,2.67,69,79,162.5,33,2.66,23.51,39,52,83.33,32.5,27,6,0,7.83,7.83,33,33,22.43,26.01,43.71,-181.62,20.75,3.23,134.89,19.24,15.24,224.82,81.75,3.26,12.71,11.4,100.2,0,10.73,10.47,14.75,14.75,100.21,4.68,6.7,64.15,50.09,30,24.23,133.46,26.96

47,11:30-11:45,1.67,75,83,171.1,33,1.66,19.99,42,45,83.33,34.22,25,5.67,0,6.67,6.67,33,33,22.43,22.01,43.71,-181.62,20.75,3.23,134.89,19.24,15.24,224.82,81.75,3.26,12.71,11.4,100.2,0,10.73,10.47,14.75,14.75,100.21,6.67,6.92,64.15,51.15,30,24.23,133.46,26.96

48,11:45-12:00,1.67,75,85,172.13,33,1.66,20.51,42,45,85,34.43,25,5.67,0,6.83,6.83,33,33,22.43,22.01,43.71,-181.62,20.75,3.23,134.89,19.24,15.24,224.82,81.75,3.26,12.71,11.4,100.2,0,10.73,10.47,14.75,14.75,100.21,6.67,6.92,64.15,51.35,30,23.72,133.46,26.96

49,12:00-12:15,1.67,75,85,166.67,33,1.66,22.5,43,44,78.33,33.33,21,5.67,0,7.5,7.5,33,33,22.43,22.01,43.71,-181.62,20.75,4.59,134.89,19.24,15.24,224.82,81.75,3.73,12.71,11.4,100.2,0,10.73,10.47,14.75,14.75,130.13,6.67,6.33,64.15,70,30,23.22,133.46,26.97

50,12:15-12:30,1.67,75,85,169.17,33,1.66,22.99,43,45,80,33.83,23,5.67,0,7.67,7.67,33,33,22.43,22.01,43.71,-181.62,20.75,4.59,134.89,19.24,15.24,224.82,81.75,3.73,12.71,11.4,100.2,0,10.73,10.47,14.75,14.75,130.13,6.67,6.33,64.15,70.11,30,21.7,133.46,26.97

51,12:30-12:45,0.33,76,88,137.5,33,0.34,22.99,44,74,50,27.5,36,6,0,7.67,7.67,33,33,37.07,20.01,43.71,-181.62,20.75,4.59,134.89,19.24,15.24,224.82,81.75,4.29,12.71,11.4,100.2,0,10.73,10.47,14.75,14.75,130.13,6.67,6.33,64.15,70.16,30,21.7,133.46,30

52,12:45-13:00,0.33,76,88,141.67,33,0.34,22.99,44,80,51.67,28.33,39,6,0,7.67,7.67,33,33,37.07,20.01,43.71,-181.62,20.75,4.59,134.89,19.24,15.24,224.82,81.75,4.29,12.71,11.4,100.2,0,10.73,10.47,14.75,14.75,130.13,6.67,6.33,64.15,70.49,30,21.7,133.46,30

53,13:00-13:15,0.33,72,83,125,33,0.34,22.99,42,83,51.67,25,39,6.33,0,7.67,7.67,33,33,37.07,20.01,43.71,-181.62,20.75,4.59,134.89,19.24,15.24,224.82,81.75,4.29,12.71,11.4,100.2,0,10.73,10.47,14.75,14.75,130.13,6.67,6.95,64.15,68.64,30,21.7,133.46,30

54,13:15-13:30,0.33,72,83,125,33,0.34,23.51,42,83,51.67,25,39,6.33,0,7.83,7.83,33,33,37.07,22.01,43.71,-181.62,20.75,4.59,134.89,19.24,15.24,224.82,81.75,4.29,12.71,11.29,100.2,0,10.73,10.47,14.61,14.61,130.13,6.67,6.94,64.15,68.54,30,21.7,133.46,30

55,13:30-13:45,0.33,72,85,116.67,33,0.34,27.49,43,77,68.33,23.33,36,8.33,0,9.17,9.17,33,33,33.16,20.01,43.71,-181.62,20.75,4.59,134.89,19.24,15.24,224.82,81.75,4.29,12.71,11.03,100.2,0,10.73,10.47,14.26,14.26,130.13,6.67,6.92,64.15,70.17,30,21.7,133.46,30

56,13:45-14:00,0.33,69,85,120.83,33,0.34,30,43,77,68.33,24.17,36,8.33,0,10,10,33,33,50.72,22.01,43.71,-181.62,20.75,4.59,134.89,19.24,15.24,224.82,81.75,4.29,12.71,10.87,100.2,0,10.73,10.47,14.06,14.06,130.13,6.67,6.92,64.15,72.71,30,21.7,133.46,30

57,14:00-14:15,1.67,67,77,175,33,1.66,33,38,73,68.33,35,34,8.33,0,11,11,33,33,49.75,20.01,43.71,-181.62,20.75,4.59,134.89,19.24,15.24,224.82,81.75,4.29,12.71,10.7,100.2,0,10.73,10.47,13.84,13.84,130.13,6.67,6.92,64.15,66.87,30,21.7,133.46,30

58,14:15-14:30,1.67,64,73,170.83,33,1.66,34.99,37,70,68.33,34.17,33,8.67,0,11.67,11.67,33,33,43.89,21.01,43.71,-181.62,20.75,4.59,134.89,19.24,15.24,224.82,81.75,4.29,12.71,10.4,100.2,0,10.73,10.47,13.47,13.47,129.29,6.67,6.92,64.15,66.87,30,22.21,133.46,30

59,14:30-14:45,1.67,70,81,166.67,33,1.66,31.17,41,68,68.33,33.33,34,9.06,0,10.4,10.4,33,33,43.89,22.01,43.71,-181.62,20.75,4.59,134.89,19.24,15.24,224.82,81.75,4.29,12.71,10.14,100.2,0,10.73,10.47,13.12,13.12,130.13,6.67,6.92,64.15,66.87,30,22.71,133.46,30

60,14:45-15:00,1.67,67,77,162.5,33,1.66,33.21,39,67,68.33,32.5,33,10.03,0,11.07,11.07,33,33,43.89,23.01,43.71,-181.62,20.75,4.59,134.89,19.24,15.24,224.82,81.75,4.29,12.71,9.92,100.2,0,10.73,10.47,12.84,12.84,130.13,6.67,6.92,64.15,85.54,30,22.71,133.46,30

61,15:00-15:15,1.67,63,76,112.5,33,1.66,35.22,38,73,56.67,22.5,31,7.66,0,11.75,11.75,33,33,38.55,24.21,43.71,-90.81,20.75,4.59,134.89,19.24,15.24,224.82,81.75,4.52,16.84,9.63,100.2,0,10.73,10.47,12.45,12.45,130.13,8.51,12.65,108.96,86.75,27,23.22,133.46,27

62,15:15-15:30,1.67,58,72,108.33,33,1.66,36.45,36,70,56.67,21.67,30,8.28,0,12.15,12.15,33,33,35.72,24.21,43.71,-0,20.75,4.59,134.89,19.24,15.24,224.82,81.75,4.52,16.84,9.14,100.2,0,10.73,10.47,11.83,11.83,130.13,8.51,12.65,64.15,85.53,27,23.72,133.46,27

63,15:30-15:45,1.67,57,65,104.17,33,1.66,36.45,33,67,55,20.83,27,8.9,0,12.15,12.15,33,33,34.42,24.01,43.71,-0,20.75,4.59,134.89,19.24,15.24,224.82,81.75,4.52,16.84,8.68,100.2,0,10.73,10.47,11.24,11.24,130.13,8.51,12.65,115.38,86.75,27,23.72,133.46,27

64,15:45-16:00,1.67,54,60,100,33,1.66,36.45,30,63,53.33,20,26,9.58,0,12.15,12.15,33,33,32.88,24.41,43.71,-0,20.75,4.59,134.89,19.24,15.24,224.82,81.75,4.52,16.84,8.21,100.2,0,10.73,10.47,10.62,10.62,130.13,8.51,12.65,115.38,86.75,27,23.72,133.46,27

65,16:00-16:15,1.67,46,57,105.42,24,1.66,36.45,28,53,46.5,21.08,23,10.28,0,12.15,12.15,33,33,30.95,25.01,43.71,-0,20.75,5.9,134.89,19.24,15.24,224.82,81.75,4.66,17.12,7.64,100.2,0,10.73,10.47,9.88,9.88,130.13,8.51,12.65,115.38,86.75,27,23.72,133.46,27

66,16:15-16:30,1.67,42,51,100.83,16,1.66,36.45,25,50,42.9,20.17,19,10.98,0,12.15,12.15,33,33,28.67,25.61,43.71,-0,20.75,5.9,134.89,19.24,15.24,224.82,81.75,4.66,17.12,7.05,100.2,0,10.73,10.47,9.13,9.13,130.13,8.51,12.65,113.12,86.75,27,24.73,133.46,27

67,16:30-16:45,1.67,36,44,110.68,8,1.66,36.45,22,41,45.78,22.14,16,14.83,0,12.15,12.15,33,33,25.38,34.01,43.71,-0,20.75,5.9,134.89,19.24,15.24,224.82,81.75,4.66,17.12,6.35,100.2,0,10.73,10.47,8.21,8.21,130.13,8.51,12.65,92.38,86.75,27,24.73,133.46,27

68,16:45-17:00,1.67,31,37,105.42,5,1.66,36.45,18,37,40.09,21.08,15,15.88,0,12.15,12.15,33,33,22.09,35.81,43.71,-0,20.75,5.9,134.89,19.24,15.24,224.82,81.75,4.66,17.12,5.72,100.2,0,10.73,10.47,7.4,7.4,130.13,8.51,12.65,74.47,86.75,27,24.73,133.46,27

69,17:00-17:15,2,27,30,109.58,2,2,36.45,15,36,34.93,21.92,12,16.83,0,12.15,12.15,33,33,21.46,37.02,43.71,-0,20.75,5.9,134.89,19.24,15.24,224.82,81.75,4.94,17.3,4.96,100.2,0,10.73,10.47,6.43,6.43,130.13,8.51,12.65,64.1,86.75,27,24.73,133.46,27

70,17:15-17:30,2.33,21,23,94.32,0,2.34,36.45,12,33,29.77,18.87,9,17.79,0,12.15,12.15,32.88,33,20.5,38.22,43.71,-0,20.75,5.9,134.89,19.24,15.24,224.82,81.75,4.94,17.3,4.2,100.2,0,10.73,10.47,5.43,5.43,130.13,8.51,12.65,64.1,86.75,27,24.73,133.46,27

71,17:30-17:45,2.67,16,17,80.22,0,2.66,36.45,8,22,31.12,16.04,8,18.74,0,12.15,12.15,24.8,25.05,17.25,33.01,43.71,-0,20.75,5.9,134.89,19.24,15.24,224.82,81.75,4.94,17.3,3.43,100.2,0,10.73,10.47,4.45,4.45,130.13,8.51,12.65,84.84,86.75,27,26.24,133.46,27

72,17:45-18:00,3,12,9,66.35,0,3,36.45,4,14,24.6,13.27,7,18.68,0,12.15,12.15,17.28,17.46,14.02,33.21,43.71,-0,20.75,5.9,134.89,19.24,15.24,224.82,81.75,4.94,17.3,2.76,100.2,0,10.73,10.47,3.57,3.57,130.13,8.51,12.65,89.55,86.75,27,26.24,133.46,27

