Block,Time,NR/01102023/06022042/L_NR_2012_07,NR/01102023/06022042/L_NR_2012_02,NR/30092023/31122025/SH-07,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/30042040/GNA_LT_35,NR/01102023/30042040/GNA_LT_36,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/31052040/LT-31,NR/01102023/19072037/LT-05,NR/01042024/31072024/LT_MEJA_DELHI,NR/30092023/26122029/SH-06,NR/01102023/05012040/L_NR_2020_02,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01042024/30042024/PTC/OA/32001,NR/01102023/22052037/LT-59,NR/01102023/31102037/L_NR_2019_11,NR/01042024/30062024/NOC/HPSLDC/NR/2024/41758,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/23072042/L_NR_2012_04,NR/04042024/30042024/SJVN040424NR1694,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/02122045/L_NR_2021_13,WR/01102023/29112042/L_NR_2019_05,WR/01102023/01102023/L_NR_2020_06,NR/01102023/08032047/L_NR_2021_14,WR/01102023/16072048/L_NR_2022_08,SR/01102023/07102043/L_NR_2018_61,NR/01102023/02012046/L_NR_2021_17,NR/01102023/14082046/L_NR_2021_16,WR/01102023/30052048/L_NR_2022_10,NR/22102023/11042047/L_NR_2021_16,NR/26072023/31072042/L_NR_2023_07,WR/01102023/24112044/L_NR_2020_07,NR/01102023/25072045/L_NR_2021_15,L_NR_2019_19,WR/01102023/31032046/L_NR_2020_05,NR/22102023/11042047/L_NR_2021_17,NR/01102023/13082046/L_NR_2021_12,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/26072023/25122043/L_NR_2023_10,WR/01102023/01102023/L_NR_2022_09
22,05:15-05:30,57.180000,206.230000,25.530000,86.910000,0.000000,0.000000,30.270000,0.000000,35.200000,16.110000,25.530000,3.020000,0.000000,41.040000,2.960000,2.990000,8.300000,273.050000,0.000000,0,0,0,0,7.16,0,6.66,10.01,0,0,12,0,0,7.17,0,0,21.5,0,0,0,0,12

23,05:30-05:45,76.170000,254.510000,25.530000,96.570000,0.000000,0.000000,30.270000,0.000000,35.200000,16.110000,25.530000,3.020000,0.000000,41.040000,2.960000,2.990000,8.300000,273.050000,0.000000,0,0,0,0,7.16,0,6.66,10.01,0,0,12,0,0,7.17,0,0,21.5,0,0,0,0,12

24,05:45-06:00,57.180000,206.230000,25.530000,96.570000,0.000000,0.000000,30.270000,0.000000,35.200000,16.110000,25.530000,3.020000,0.000000,41.040000,2.960000,2.990000,8.300000,273.050000,0.000000,0,0,0,0,7.16,0,6.66,10.01,0,0,12,0,0,7.17,0,0,21.5,0,0,0,0,12

25,06:00-06:15,76.170000,254.510000,14.860000,96.570000,0.000000,0.000000,29.270000,0.000000,35.200000,16.110000,30.900000,3.020000,0.000000,41.040000,2.800000,2.920000,8.110000,273.050000,0.000000,0,0,0,0,7.16,0,6.66,10.01,0,0,12,0,0,7.17,0,1.237361,21.5,0,0,3.52,0,12

26,06:15-06:30,57.180000,262.190000,14.860000,96.570000,0.000000,0.000000,28.260000,0.000000,35.200000,16.110000,30.900000,3.020000,0.000000,41.040000,2.800000,2.920000,8.110000,273.050000,0.000000,0,0,0.12,2.72,7.16,0,6.66,10.01,0,0,12,0,0,7.17,0.2,3.887457,21.5,0,0.62,7.69,0,12

27,06:30-06:45,81.320000,262.190000,14.860000,100.610000,0.070000,0.070000,28.260000,0.070000,35.200000,16.110000,30.900000,3.020000,0.000000,41.040000,2.800000,2.920000,8.110000,273.050000,0.000000,0,5,0.8,6.72,7.16,0,6.66,10.01,0,0,12,0,2,7.17,0.5,6.839586,21.5,0,3.98,17.57,1,12

28,06:45-07:00,87.110000,262.190000,14.860000,100.610000,0.270000,0.280000,28.260000,0.270000,35.200000,16.110000,30.900000,3.020000,0.000000,41.040000,2.800000,2.920000,8.110000,273.050000,0.000000,0,15,1.51,12.48,7.16,0.27,6.66,10.01,0,0,12,0,6,7.17,1,9.986575,21.5,0,7.56,28.55,2,12

29,07:00-07:15,87.110000,262.190000,14.860000,100.610000,0.610000,0.620000,27.250000,0.610000,35.200000,16.110000,30.900000,3.020000,0.000000,41.040000,2.800000,3.070000,8.020000,273.050000,0.000000,0,25,2.65,20.16,7.16,2.28,6.66,10.01,0,0,12,2,11,7.17,3.5,14.117607,21.5,1,13.28,32.62,4,12

30,07:15-07:30,87.110000,262.190000,24.460000,100.610000,1.080000,1.110000,27.250000,1.080000,35.200000,16.110000,30.900000,3.020000,0.000000,41.040000,2.800000,3.070000,8.020000,273.050000,0.000000,0,29.17,4.56,29.17,7.16,5.8,6.66,10.08,0,0,12,6,20,7.17,6.5,19.788033,21.5,3,22.83,29.16,8,12

31,07:30-07:45,68.110000,213.900000,24.460000,100.610000,1.690000,1.740000,27.250000,1.690000,35.200000,16.110000,30.900000,3.020000,0.000000,41.040000,2.800000,3.070000,8.020000,273.050000,0.000000,0,30.67,7.22,30.67,7.16,10.95,6.66,13,0,0,12,15,28,7.17,8,27.095283,21.5,7,36.08,30.66,12,12

32,07:45:08:00,68.110000,206.230000,24.460000,100.610000,2.870000,2.930000,27.250000,2.870000,35.200000,16.110000,30.900000,3.020000,0.000000,41.040000,2.800000,3.070000,8.020000,273.050000,0.000000,0,30.67,10.1,30.67,7.16,17.63,6.66,12.8,0,0,12,22,42,7.17,11,34.207673,21.5,11,50.52,30.66,18,12

33,08:00-08:15,57.580000,206.230000,24.460000,71.640000,3.590000,3.680000,27.750000,3.590000,35.200000,16.110000,30.900000,3.020000,0.000000,41.040000,3.110000,3.070000,8.940000,273.050000,0.000000,0,30.67,11.14,30.67,7.16,25.09,6.66,12.8,0,0,12,27,56,7.17,15,41.008287,21.5,13,55.68,30.66,24,12

34,08:15-08:30,57.580000,206.230000,24.460000,69.530000,4.870000,4.990000,27.750000,4.870000,35.200000,16.110000,30.900000,3.020000,0.000000,41.040000,3.110000,3.070000,8.940000,273.050000,0.000000,0,30.67,12.93,30.67,7.16,32.19,6.66,12.8,0,0,12,33,70,7.17,19.52,47.380209,21.5,17,64.67,30.66,30,12

35,08:30-08:45,76.570000,245.850000,24.460000,69.530000,6.140000,6.290000,27.750000,6.140000,35.200000,16.110000,30.900000,3.020000,0.000000,41.040000,3.110000,3.070000,8.940000,273.050000,0.000000,0,31.67,15.43,31.67,7.16,29,6.66,12.92,0,0,12,37,74,7.17,22,53.849561,21.5,18,77.15,31.66,31,12

36,08:45:09:00,52.790000,248.750000,24.460000,69.530000,7.300000,7.490000,27.750000,7.300000,35.200000,16.110000,30.900000,3.020000,0.000000,41.040000,3.110000,3.070000,8.940000,273.050000,0.000000,0,31.67,18,31.67,7.16,32.33,6.66,13.02,0,0,12,42,88,7.17,24,60.30917,21.5,21,90.03,31.66,37,12

37,09:00:09:15,52.790000,228.470000,24.460000,86.910000,8.370000,8.580000,28.260000,8.370000,35.200000,16.110000,30.900000,3.020000,0.000000,41.040000,3.110000,2.990000,8.850000,273.050000,0.000000,52.63,31.67,19.28,31.67,7.16,35.67,6.66,12.98,0,0,12,57,98,7.17,27,77.310705,21.5,28,96.39,31.66,42,12

38,09:15-09:30,52.790000,245.850000,24.460000,86.910000,9.360000,9.590000,28.260000,9.360000,35.200000,16.110000,30.900000,3.020000,0.000000,41.040000,3.110000,2.990000,8.850000,273.050000,0.000000,53.02,31.67,21.97,31.67,7.16,42.33,6.66,12.88,0,0,12,63,112,7.17,30,87.112163,21.5,32,109.83,31.66,48,12

39,09:30-09:45,63.330000,228.470000,24.460000,100.610000,10.290000,10.540000,28.260000,10.290000,35.200000,16.110000,30.900000,3.020000,0.000000,41.040000,3.110000,2.990000,8.850000,273.050000,0.000000,53.11,31.67,24.58,31.67,7.16,49,6.66,12.75,0,0,12,63,133,7.17,32,95.744461,21.5,32,122.91,31.66,57,12

40,09:45-10:00,52.790000,228.470000,24.460000,72.430000,10.980000,11.260000,28.260000,10.980000,35.200000,16.110000,30.900000,3.020000,0.000000,41.040000,3.110000,2.990000,8.850000,273.050000,0.000000,53.11,32,27.02,32,7.16,55.67,6.66,12.61,0,0,12,69,144,7.17,35,103.227085,21.5,34,135.09,32,61,12

41,10:00-10:15,52.790000,228.470000,25.530000,53.110000,10.230000,10.490000,29.270000,10.230000,35.200000,16.110000,25.530000,2.930000,0.000000,41.040000,3.030000,2.990000,8.850000,273.050000,0.000000,53.11,32,32.44,32,7.16,62.33,6.66,10.41,0,0,10,63,133,7.17,37,110.281017,21.5,32,162.23,32,57,10

42,10:15-10:30,52.790000,228.470000,25.530000,53.110000,11.180000,11.460000,29.270000,11.180000,35.200000,16.110000,25.530000,2.930000,0.000000,41.040000,3.030000,2.990000,8.850000,273.050000,0.000000,53.11,32,34.65,32,7.16,69,6.66,10.61,0,0,10,67,140,7.17,39,116.185275,21.5,33,173.27,32,60,10

43,10:30-10:45,52.790000,228.470000,25.530000,53.110000,12.000000,12.300000,30.270000,12.000000,35.200000,16.110000,25.530000,2.930000,0.000000,41.040000,3.030000,2.990000,8.850000,273.050000,0.000000,53.11,32,40.33,32,5.84,73.33,6.66,11.01,0,0,10,68,151,5.83,38,126.736944,17.5,34,201.67,32,64,10

44,10:45-11:00,52.790000,245.850000,25.530000,53.110000,12.520000,12.840000,30.270000,12.520000,35.200000,16.110000,25.530000,2.930000,0.000000,41.040000,3.030000,2.990000,8.850000,273.050000,0.000000,53.11,32,40.28,32,5.84,80,6.66,11.81,0,0,10,71,161,5.83,40,130.682859,17.5,35,201.42,32,69,10

45,11:00-11:15,52.790000,235.230000,25.530000,53.110000,12.960000,13.280000,28.770000,12.960000,57.910000,16.110000,25.530000,2.930000,0.000000,41.040000,3.030000,2.920000,8.850000,273.050000,0.000000,53.11,32,40.7,32,5.84,81.67,6.66,11.01,0,0,10,75,158,5.83,39,133.4791,17.5,37,203.48,32,67,10

46,11:15-11:30,52.790000,227.500000,25.530000,53.110000,11.180000,11.460000,28.770000,11.180000,57.910000,16.110000,25.530000,2.930000,0.000000,41.040000,3.030000,2.920000,8.850000,273.050000,0.000000,53.11,32,41.09,32,5.84,83.63,6.66,10.81,0,0,10,78,165,5.83,40,135.583588,17.5,39,205.48,32,70,10

47,11:30-11:45,52.790000,227.500000,25.530000,53.110000,11.570000,11.850000,28.770000,11.570000,57.910000,16.110000,25.530000,2.930000,0.000000,41.040000,3.030000,2.920000,8.850000,273.050000,0.000000,53.11,32,36.07,32,5.84,83.63,6.66,10.81,0,0,10,80,168,5.83,41,136.606603,17.5,40,180.34,32,72,10

48,11:45-12:00,52.790000,227.500000,25.530000,53.110000,12.000000,12.300000,28.770000,12.000000,57.910000,16.110000,25.530000,2.930000,0.000000,41.040000,3.030000,2.920000,8.850000,273.050000,0.000000,53.11,32,36.18,32,5.84,83.63,6.66,10.81,0,0,13,80,169,5.83,42,137.873193,17.5,40,180.92,32,73,13

49,12:00-12:15,52.790000,256.470000,25.530000,53.110000,12.220000,12.530000,28.770000,12.220000,57.910000,16.110000,25.530000,2.690000,0.000000,41.040000,2.960000,2.920000,8.760000,273.050000,0.000000,53.11,32,35.97,32,5.84,63.33,7.34,11.41,0,0,15.33,83,175,5.83,42.5,147.791567,17.5,42,179.84,32,75,15.33

50,12:15-12:30,52.790000,234.260000,25.530000,53.110000,12.420000,12.730000,28.770000,12.420000,57.910000,16.110000,25.530000,2.690000,0.000000,41.040000,2.960000,2.920000,8.760000,273.050000,0.000000,53.11,32,36.05,32,6.5,66.67,7.34,12.01,0,0,17,83,175,6.5,43,147.323903,19.5,42,180.27,32,75,17

51,12:30-12:45,52.790000,240.050000,25.530000,53.110000,12.420000,12.730000,28.770000,12.420000,57.910000,16.110000,25.530000,2.690000,0.000000,41.040000,2.960000,3.150000,8.760000,273.050000,0.000000,53.11,32,36.13,32,6.84,70,7.34,11.61,0,0,19,83,175,6.83,43,146.252173,20.5,42,180.62,32,75,19

52,12:45-13:00,52.790000,243.920000,25.530000,53.110000,15.000000,15.380000,28.770000,15.000000,47.320000,16.110000,25.530000,2.690000,0.000000,41.040000,2.960000,3.150000,8.760000,273.050000,0.000000,53.11,32,35.93,32,7.34,71.67,7.34,11.61,0,0,21.33,83,175,7.33,43,144.917382,22,42,179.63,32,75,21.33

53,13:00-13:15,33.800000,187.960000,25.530000,53.110000,15.000000,15.380000,28.770000,15.000000,35.200000,16.110000,25.530000,2.780000,0.000000,41.040000,2.960000,3.230000,8.760000,273.050000,0.000000,53.11,32,35.79,32,8,73.33,7.66,18,0,0,22.67,83,175,8,43,141.867823,24,42,178.97,32,75,22.67

54,13:15-13:30,33.800000,178.310000,25.530000,53.110000,15.000000,15.380000,30.270000,15.000000,35.200000,16.110000,25.530000,2.780000,0.000000,41.040000,2.960000,3.230000,8.760000,273.050000,0.000000,53.11,32,35.73,32,8.5,75,8,20.4,0,0,23.67,83,175,8.5,43,137.045038,25.5,42,178.64,32,75,23.67

55,13:30-13:45,33.800000,207.280000,25.530000,53.110000,15.000000,15.380000,30.270000,15.000000,35.200000,16.110000,25.530000,2.780000,0.000000,41.040000,3.190000,3.230000,8.760000,273.050000,0.000000,53.11,32,40.04,32,8.84,76.67,8.34,20,0,0,16,83,179,8.83,43,135.973308,26.5,42,200.2,32,76,16

56,13:45-14:00,33.800000,227.500000,25.530000,53.110000,15.000000,15.380000,30.270000,15.000000,35.200000,16.110000,25.530000,2.780000,0.000000,41.040000,3.190000,3.230000,8.760000,273.050000,0.000000,53.11,32,39.22,32,9.66,78.33,8.66,19.6,0,0,18.67,83,179,9.67,43,130.858233,29,42,196.07,32,76,18.67

57,14:00-14:15,52.790000,227.500000,25.530000,53.110000,12.520000,12.840000,28.260000,12.520000,57.910000,16.110000,25.530000,2.880000,0.000000,41.040000,3.190000,3.300000,8.660000,273.050000,0.000000,53.11,32,38.33,32,12,80,11,12.01,0,0,22.67,75,158,12,43,125.850331,36,37,191.66,32,67,22.67

58,14:15-14:30,76.570000,227.500000,25.530000,53.110000,12.710000,13.030000,29.270000,12.710000,57.910000,16.110000,25.530000,2.880000,0.000000,41.040000,3.190000,3.300000,8.660000,273.050000,0.000000,53.11,32,36.81,32,14.84,81.67,13.34,13,0,0,26.67,75,158,14.83,42,119.829157,44.5,37,184.07,32,67,26.67

59,14:30-14:45,76.570000,227.500000,25.530000,53.110000,12.800000,13.120000,29.270000,12.800000,57.910000,16.110000,25.530000,2.880000,0.000000,41.040000,3.190000,3.300000,8.660000,273.050000,0.000000,53.11,32,35.34,32,8,76.67,11,9.01,0,0,16,87,182,8,42,112.755739,24,43,176.7,32,78,16

60,14:45-15:00,76.570000,227.500000,25.530000,53.110000,12.590000,12.900000,29.270000,12.590000,57.910000,16.110000,25.530000,2.880000,0.000000,41.040000,3.190000,3.300000,8.660000,273.050000,0.000000,53.11,32,33.42,32,8.5,74.22,12.34,9.01,0,0,18.67,87,182,8.5,40,106.607906,25.5,43,167.11,32,78,18.67

61,15:00-15:15,76.570000,227.500000,25.530000,53.110000,12.300000,12.620000,29.270000,12.300000,57.910000,16.110000,25.530000,2.970000,0.000000,41.040000,3.260000,3.380000,8.580000,273.050000,0.000000,53.11,32,27.5,32,8.84,72.06,13.34,9.41,0,0,19,77,168,8.83,34.5,78.703954,26.5,38,137.53,32,72,19

62,15:15-15:30,76.570000,227.500000,25.530000,53.110000,11.560000,11.850000,29.270000,11.560000,57.910000,16.110000,25.530000,2.970000,0.000000,41.040000,3.260000,3.380000,8.580000,273.050000,0.000000,53.11,32,24.36,32,9.66,66.64,16.34,10.01,0,0,19.67,71,158,9.67,31,74.417034,29,36,121.83,32,67,19.67

63,15:30-15:45,76.570000,262.190000,25.530000,53.110000,10.850000,11.130000,29.270000,10.850000,57.910000,16.110000,25.530000,2.970000,0.000000,41.040000,3.260000,3.380000,8.580000,273.050000,0.000000,53.11,32,21.75,32,10,61.68,8.34,19.99,0,0,21.67,70,147,10,29,70.617264,30,35,108.73,32,63,21.67

64,15:45-16:00,76.570000,262.190000,25.530000,69.530000,10.130000,10.390000,29.270000,10.130000,57.910000,16.110000,25.530000,2.970000,0.000000,41.040000,3.260000,3.380000,8.580000,273.050000,0.000000,53.11,32,18.94,32,11.84,56.52,9.34,19.54,0,0,23.67,63,133,11.83,28,67.012354,35.5,32,94.7,32,57,23.67

65,16:00-16:15,76.570000,262.190000,22.530000,79.190000,9.150000,9.380000,29.270000,9.150000,57.910000,16.110000,25.530000,2.970000,0.000000,41.040000,3.340000,3.460000,8.580000,273.050000,0.000000,53.11,32,20.8,32,14.34,50.84,11.66,19.06,0,0,25.67,56,130,14.33,25.86,59.812277,43,28,103.99,32,55,25.67

66,16:15-16:30,76.570000,262.190000,22.530000,79.190000,8.170000,8.380000,30.270000,8.170000,57.910000,16.110000,25.530000,2.970000,0.000000,41.040000,3.340000,3.460000,8.580000,273.050000,0.000000,53.11,32,18.45,32,16.66,44.37,16.66,18.53,0,0,28,49,116,16.67,23,52.582971,50,25,92.25,32,49,28

67,16:30-16:45,76.570000,262.190000,25.530000,75.320000,7.190000,7.370000,30.270000,7.190000,57.910000,16.110000,25.530000,2.970000,0.000000,41.040000,3.340000,3.460000,8.580000,273.050000,0.000000,53.11,32,15.6,32,10,37.74,10.34,18.1,0,0,18.33,47,98,10,20,38.592023,30,23,78.01,32,42,18.33

68,16:45-17:00,76.570000,262.190000,25.530000,75.320000,5.720000,5.860000,30.270000,5.720000,57.910000,16.110000,25.530000,2.970000,0.000000,41.040000,3.340000,3.460000,8.580000,273.050000,0.000000,46.16,32,12.44,32,10.84,30.75,10.34,17.65,0,0,19,39,81,10.83,17,27.202456,32.5,19,62.19,32,34,19

69,17:00-17:15,76.570000,262.190000,25.530000,72.430000,4.860000,4.990000,30.270000,4.860000,57.910000,16.110000,25.530000,3.060000,0.000000,41.040000,3.420000,3.460000,8.660000,273.050000,0.000000,0,33,10.85,25.01,11.66,32.83,11.66,17.31,0,0,19.67,30,63,11.67,13,18.881934,35,15,54.26,29.78,27,19.67

70,17:15-17:30,76.570000,262.190000,25.530000,72.430000,3.450000,3.530000,30.270000,3.450000,57.910000,16.110000,25.530000,3.060000,0.000000,41.040000,3.420000,3.460000,8.660000,273.050000,0.000000,0,22,9.38,16.83,12.66,26.27,12.34,17.52,0,0,20.33,21,48,12.67,11,13.757116,38,11,46.92,22.33,20,20.33

71,17:30-17:45,87.110000,262.190000,25.530000,100.610000,2.320000,2.380000,30.270000,2.320000,57.910000,16.110000,25.530000,3.060000,0.000000,41.040000,3.570000,3.460000,8.660000,273.050000,0.000000,0,7,8.06,9.41,13,19.53,15.66,15.4,0,0,21,15,32,13,9,9.343537,39,7,40.28,13.39,13,21

72,17:45-18:00,87.110000,262.190000,25.530000,100.610000,1.890000,1.940000,30.790000,1.890000,57.910000,16.110000,25.530000,3.060000,0.000000,41.040000,3.570000,3.460000,8.660000,273.050000,0.000000,0,1,6.4,3.84,13.5,13.32,15.66,15.6,0,0,21.67,11,18,13.5,6,5.855543,40.5,6,32.02,7.06,7,21.67

