Time,Block,NR/2024/18388/A/5784,NR/2024/18719/C,NR/2024/18691/A/5930,NER/2024/2023/A/5902,WR/2024/21740/A/5926,WR/2024/21675/A/5905,NR/2024/18718/C,WR/2024/21710/A/5928,Total
12,02:45-03:00,0.390000,0.000000,0.000000,25.000000,100.000000,0.000000,0,0.000000,125.39

13,03:00-03:15,0.390000,0.000000,0.000000,25.000000,100.000000,0.000000,0,0.000000,125.39

14,03:15-03:30,0.390000,0.000000,0.000000,25.000000,100.000000,0.000000,0,0.000000,125.39

15,03:30-03:45,0.390000,0.000000,0.000000,25.000000,100.000000,0.000000,0,0.000000,125.39

16,03:45-04:00,0.390000,0.000000,0.000000,25.000000,100.000000,0.000000,0,0.000000,125.39

17,04:00-04:15,0.390000,0.000000,0.000000,25.000000,100.000000,0.000000,0,0.000000,125.39

18,04:15-04:30,0.390000,0.000000,0.000000,25.000000,100.000000,0.000000,0,0.000000,125.39

19,04:30-04:45,0.390000,0.000000,0.000000,25.000000,100.000000,0.000000,0,0.000000,125.39

20,04:45-05:00,0.390000,0.000000,0.000000,25.000000,100.000000,0.000000,0,0.000000,125.39

21,05:00-05:15,0.390000,0.000000,0.000000,25.000000,100.000000,0.000000,0,0.000000,125.39

22,05:15-05:30,0.390000,0.000000,0.000000,25.000000,100.000000,0.000000,0,0.000000,125.39

23,05:30-05:45,0.390000,0.000000,0.000000,25.000000,100.000000,0.000000,0,0.000000,125.39

24,05:45-06:00,0.390000,0.000000,0.000000,25.000000,100.000000,0.000000,0,0.000000,125.39

25,06:00-06:15,0.530000,0.000000,182.660000,25.000000,100.000000,0.000000,0,0.000000,308.19

26,06:15-06:30,0.530000,0.000000,182.660000,25.000000,100.000000,0.000000,0,0.000000,308.19

27,06:30-06:45,0.530000,0.000000,182.660000,25.000000,100.000000,0.000000,0,0.000000,308.19

28,06:45-07:00,0.530000,0.000000,182.660000,25.000000,100.000000,0.000000,0,0.000000,308.19

29,07:00-07:15,0.580000,0.000000,182.660000,25.000000,100.000000,0.000000,0.16,0.000000,308.4

30,07:15-07:30,0.580000,0.000000,182.660000,25.000000,100.000000,0.000000,0.41,0.000000,308.65

31,07:30-07:45,0.580000,0.000000,182.660000,25.000000,100.000000,0.000000,0.67,0.000000,308.91

32,07:45:08:00,0.580000,0.000000,182.660000,25.000000,100.000000,0.000000,1.33,0.000000,309.57

33,08:00-08:15,0.960000,0.000000,182.660000,25.000000,100.000000,0.000000,1.75,0.000000,310.37

34,08:15-08:30,0.960000,0.000000,182.660000,25.000000,100.000000,0.000000,2.57,0.000000,311.19

35,08:30-08:45,0.960000,0.000000,182.660000,25.000000,100.000000,0.000000,3.23,0.000000,311.85

36,08:45:09:00,0.960000,0.000000,182.660000,25.000000,100.000000,0.000000,3.94,0.000000,312.56

37,09:00:09:15,0.960000,6.350000,182.660000,25.000000,100.000000,0.000000,4.64,0.000000,319.61

38,09:15-09:30,0.960000,6.350000,182.660000,25.000000,100.000000,0.000000,5.24,0.000000,320.21

39,09:30-09:45,0.960000,6.350000,182.660000,25.000000,100.000000,0.000000,5.86,0.000000,320.83

40,09:45-10:00,0.960000,6.350000,182.660000,25.000000,100.000000,0.000000,6.36,0.000000,321.33

41,10:00-10:15,0.960000,5.970000,182.660000,25.000000,100.000000,0.000000,6.81,0.000000,321.4

42,10:15-10:30,0.960000,5.970000,182.660000,25.000000,100.000000,0.000000,7.22,0.000000,321.81

43,10:30-10:45,0.960000,5.970000,182.660000,25.000000,100.000000,0.000000,7.53,0.000000,322.12

44,10:45-11:00,0.960000,5.970000,182.660000,25.000000,100.000000,0.000000,7.83,0.000000,322.42

45,11:00-11:15,0.960000,5.200000,182.660000,25.000000,100.000000,0.000000,8.18,0.000000,322

46,11:15-11:30,0.960000,5.200000,182.660000,25.000000,100.000000,0.000000,8.24,0.000000,322.06

47,11:30-11:45,0.960000,5.200000,182.660000,25.000000,100.000000,0.000000,8.3,0.000000,322.12

48,11:45-12:00,0.960000,5.200000,182.660000,25.000000,100.000000,0.000000,8.81,0.000000,322.63

49,12:00-12:15,0.960000,5.100000,182.660000,25.000000,100.000000,0.000000,8.25,0.000000,321.97

50,12:15-12:30,0.960000,5.100000,182.660000,25.000000,100.000000,0.000000,8.83,0.000000,322.55

51,12:30-12:45,0.960000,5.100000,182.660000,25.000000,100.000000,0.000000,8.89,0.000000,322.61

52,12:45-13:00,0.960000,5.100000,182.660000,25.000000,100.000000,0.000000,8.83,0.000000,322.55

53,13:00-13:15,0.960000,5.200000,182.660000,25.000000,100.000000,0.000000,8.71,0.000000,322.53

54,13:15-13:30,0.960000,5.200000,182.660000,25.000000,100.000000,0.000000,8.55,0.000000,322.37

55,13:30-13:45,0.960000,5.200000,182.660000,25.000000,100.000000,0.000000,8.42,0.000000,322.24

56,13:45-14:00,0.960000,5.200000,182.660000,25.000000,100.000000,0.000000,8.23,0.000000,322.05

57,14:00-14:15,0.960000,5.780000,182.660000,25.000000,100.000000,0.000000,7.98,0.000000,322.38

58,14:15-14:30,0.960000,5.780000,182.660000,25.000000,100.000000,0.000000,7.7,0.000000,322.1

59,14:30-14:45,0.960000,5.780000,182.660000,25.000000,100.000000,0.000000,7.31,0.000000,321.71

60,14:45-15:00,0.960000,5.780000,182.660000,25.000000,100.000000,0.000000,6.97,0.000000,321.37

61,15:00-15:15,0.770000,6.160000,182.660000,25.000000,100.000000,0.000000,6.41,0.000000,321

62,15:15-15:30,0.770000,6.160000,182.660000,25.000000,100.000000,0.000000,5.9,0.000000,320.49

63,15:30-15:45,0.770000,6.160000,182.660000,25.000000,100.000000,0.000000,5.46,0.000000,320.05

64,15:45-16:00,0.770000,6.160000,182.660000,25.000000,100.000000,0.000000,4.9,0.000000,319.49

65,16:00-16:15,0.530000,3.560000,182.660000,25.000000,100.000000,0.000000,4.23,0.000000,315.98

66,16:15-16:30,0.530000,3.560000,182.660000,25.000000,100.000000,0.000000,3.86,0.000000,315.61

67,16:30-16:45,0.530000,3.560000,182.660000,25.000000,100.000000,0.000000,3.12,0.000000,314.87

68,16:45-17:00,0.530000,3.560000,182.660000,25.000000,100.000000,0.000000,2.49,0.000000,314.24

69,17:00-17:15,0.530000,0.000000,182.660000,25.000000,100.000000,0.000000,1.85,0.000000,310.04

70,17:15-17:30,0.530000,0.000000,182.660000,25.000000,100.000000,0.000000,1.36,0.000000,309.55

71,17:30-17:45,0.530000,0.000000,182.660000,25.000000,100.000000,0.000000,0.9,0.000000,309.09

72,17:45-18:00,0.530000,0.000000,182.660000,25.000000,100.000000,0.000000,0.48,0.000000,308.67

73,18:00-18:15,0.530000,0.000000,102.010000,25.000000,100.000000,57.760000,0.29,25.000000,310.59

74,18:15-18:30,0.530000,0.000000,102.010000,25.000000,100.000000,57.760000,0.15,25.000000,310.45

75,18:30-18:45,0.530000,0.000000,102.010000,25.000000,100.000000,57.760000,0,25.000000,310.3

76,18:45-19:00,0.530000,0.000000,102.010000,25.000000,100.000000,57.760000,0,25.000000,310.3

77,19:00-19:15,0.630000,0.000000,102.010000,25.000000,100.000000,57.760000,0,25.000000,310.4

78,19:15-19:30,0.630000,0.000000,102.010000,25.000000,100.000000,57.760000,0,25.000000,310.4

79,19:30-19:45,0.630000,0.000000,102.010000,25.000000,100.000000,57.760000,0,25.000000,310.4

80,19:45-20:00,0.630000,0.000000,102.010000,25.000000,100.000000,57.760000,0,25.000000,310.4

81,20:00-20:15,0.630000,0.000000,102.010000,25.000000,100.000000,57.760000,0,25.000000,310.4

82,20:15-20:30,0.630000,0.000000,102.010000,25.000000,100.000000,57.760000,0,25.000000,310.4

83,20:30-20:45,0.630000,0.000000,102.010000,25.000000,100.000000,57.760000,0,25.000000,310.4

84,20:45-21:00,0.630000,0.000000,102.010000,25.000000,100.000000,57.760000,0,25.000000,310.4

85,21:00-21:15,0.630000,0.000000,102.010000,25.000000,100.000000,57.760000,0,25.000000,310.4

86,21:15-21:30,0.630000,0.000000,102.010000,25.000000,100.000000,57.760000,0,25.000000,310.4

87,21:30-21:45,0.630000,0.000000,102.010000,25.000000,100.000000,57.760000,0,25.000000,310.4

88,21:45-22:00,0.630000,0.000000,102.010000,25.000000,100.000000,57.760000,0,25.000000,310.4

89,22:00-22:15,0.530000,0.000000,0.000000,25.000000,100.000000,57.760000,0,0.000000,183.29

90,22:15-22:30,0.530000,0.000000,0.000000,25.000000,100.000000,57.760000,0,0.000000,183.29

91,22:30-22:45,0.530000,0.000000,0.000000,25.000000,100.000000,57.760000,0,0.000000,183.29

92,22:45-23:00,0.530000,0.000000,0.000000,25.000000,100.000000,57.760000,0,0.000000,183.29

93,23:00-23:15,0.480000,0.000000,0.000000,25.000000,100.000000,0.000000,0,0.000000,125.48

94,23:15-23:30,0.480000,0.000000,0.000000,25.000000,100.000000,0.000000,0,0.000000,125.48

95,23:30-23:45,0.480000,0.000000,0.000000,25.000000,100.000000,0.000000,0,0.000000,125.48

96,23:45-24:00,0.480000,0.000000,0.000000,25.000000,100.000000,0.000000,0,0.000000,125.48

