Block,Time,NR/01102023/30042040/GNA_LT_35,NR/01032024/22032024/HP-59,NR/30092023/31122025/SH-07,NR/01032024/22032024/HP-56,NR/01102023/22052037/LT-59,NR/01012024/31032024/ ChanjuII,NR/01102023/06022042/L_NR_2012_02,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01032024/31032024/NVVN/OA/16997,NR/01032024/15032024/HP-62,NR/01102023/23072042/L_NR_2012_04,NR/01102023/19072037/LT-05,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/06022042/L_NR_2012_07,NR/30092023/26122029/SH-06,NR/01102023/31102037/L_NR_2019_11,WR/01102023/29112042/RUMS(L_NR_2019_06),SR/01032024/31032024/SJVN010324NR1590,SR/01102023/07102043/L_NR_2018_61,SR/01032024/15032024/SWAP ARRANGEMENT LOA.NO.365 DT.31-08-2023,NR/26072023/25122043/L_NR_2023_10,NR/01032024/31032024/SJVN010324NR1588,NR/01102023/08032047/L_NR_2021_14,NR/01102023/31052040/LT-31,NR/01102023/25072045/L_NR_2021_15,WR/01102023/29112042/L_NR_2019_05,NR/01102023/02122045/L_NR_2021_13,NR/22102023/11042047/L_NR_2021_17,WR/01032024/15032024/TPDDL/PMG/MSEDCL/Banking/12112023,L_NR_2019_19,WR/01102023/24112044/L_NR_2020_07,NR/22102023/11042047/L_NR_2021_16,NR/04032024/04032024/DD20240304NR23128,NR/01102023/27052033/DIAPL(L_NR_2023_04),WR/01102023/01102023/L_NR_2020_06,NR/01102023/14082046/L_NR_2021_16,NR/01102023/13082046/L_NR_2021_12,NR/26072023/31072042/L_NR_2023_07,WR/01102023/01102023/L_NR_2022_09,NR/01032024/31032024/SJVN010324NR1589,NR/01102023/02012046/L_NR_2021_17,WR/01102023/31032046/L_NR_2020_05,NR/01102023/05012040/L_NR_2020_02,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/30052048/L_NR_2022_10,SR/01032024/15032024/BYPL-APPCPL-KSEB,NR/01102023/30042040/GNA_LT_36,WR/01102023/16072048/L_NR_2022_08,SR/01032024/31032024/SWAP ARRANGEMENT LOA D.NO.366 DT.31-08-2023
6,01:15-01:30,0.000000,32.760000,25.980000,76.530000,1.550000,5.880000,103.010000,0.000000,48.140000,98.210000,181.950000,33.020000,52.950000,38.510000,25.980000,0.950000,0,0,7.41,96.27,0,0,0,0.000000,0,0,0,0,144.405000,0,10,0,0.000000,25.030000,10,0,0,0,19.33,0,0,30,0.000000,0,19.33,96.27,0.000000,7,48.14

7,01:30-01:45,0.000000,32.760000,25.980000,76.530000,1.550000,5.880000,103.010000,0.000000,48.140000,98.210000,181.950000,35.100000,52.950000,38.510000,25.980000,0.950000,0,0,7.41,96.27,0,0,0,0.000000,0,0,0,0,144.405000,0,10,0,0.000000,25.030000,10,0,0,0,18.67,0,0,30,0.000000,0,18.67,96.27,0.000000,7,48.14

8,01:45-02:00,0.000000,32.760000,25.980000,76.530000,1.550000,5.880000,103.010000,0.000000,48.140000,98.210000,181.950000,35.100000,52.950000,38.510000,25.980000,0.950000,0,0,7.41,96.27,0,0,0,0.000000,0,0,0,0,144.405000,0,10,0,0.000000,25.030000,10,0,0,0,18,0,0,30,0.000000,0,18,96.27,0.000000,7,48.14

9,02:00-02:15,0.000000,32.760000,25.980000,76.530000,1.470000,5.880000,103.010000,0.000000,48.140000,98.210000,181.950000,35.100000,52.950000,38.510000,25.980000,0.950000,0,0,7.41,96.27,0,0,0,0.000000,0,0,0,0,144.405000,0,7.5,0,0.000000,25.030000,7.5,0,0,0,17.33,0,0,22.5,0.000000,0,17.33,96.27,0.000000,7,48.14

10,02:15-02:30,0.000000,32.760000,25.980000,76.530000,1.470000,5.880000,103.010000,0.000000,48.140000,98.210000,181.950000,35.100000,52.950000,38.510000,25.980000,0.950000,0,0,7.41,96.27,0,0,0,0.000000,0,0,0,0,144.405000,0,7.5,0,0.000000,25.030000,7.5,0,0,0,17,0,0,22.5,0.000000,0,17,96.27,0.000000,7,48.14

11,02:30-02:45,0.000000,32.760000,25.980000,76.530000,1.470000,5.880000,103.010000,0.000000,48.140000,98.210000,181.950000,35.100000,52.950000,38.510000,25.980000,0.950000,0,0,7.41,96.27,0,0,0,0.000000,0,0,0,0,144.405000,0,7.5,0,0.000000,25.030000,7.5,0,0,0,16.67,0,0,22.5,0.000000,0,16.67,96.27,0.000000,7,48.14

12,02:45-03:00,0.000000,32.760000,25.980000,76.530000,1.470000,5.880000,103.010000,0.000000,48.140000,98.210000,181.950000,35.100000,52.950000,38.510000,25.980000,0.950000,0,0,7.41,96.27,0,0,0,0.000000,0,0,0,0,144.405000,0,7.5,0,0.000000,25.030000,7.5,0,0,0,16,0,0,22.5,0.000000,0,16,96.27,0.000000,7,48.14

13,03:00-03:15,0.000000,32.760000,25.980000,76.530000,1.470000,5.880000,101.860000,0.000000,48.140000,98.210000,181.950000,35.100000,52.950000,38.510000,25.980000,0.950000,0,0,6.41,96.27,0,0,0,0.000000,0,0,0,0,144.405000,0,7.5,0,0.000000,25.030000,7.5,0,0,0,19,0,0,22.5,0.000000,0,19,96.27,0.000000,7,48.14

14,03:15-03:30,0.000000,32.760000,25.980000,76.530000,1.470000,5.880000,101.860000,0.000000,48.140000,98.210000,181.950000,35.100000,52.950000,38.510000,25.980000,0.950000,0,0,6.41,96.27,0,0,0,0.000000,0,0,0,0,144.405000,0,7.5,0,0.000000,25.030000,7.5,0,0,0,19,0,0,22.5,0.000000,0,19,96.27,0.000000,7,48.14

15,03:30-03:45,0.000000,32.760000,25.980000,76.530000,1.470000,5.880000,101.860000,0.000000,48.140000,98.210000,181.950000,35.100000,52.950000,38.510000,25.980000,0.950000,0,0,6.41,96.27,0,0,0,0.000000,0,0,0,0,144.405000,0,7.5,0,0.000000,25.030000,7.5,0,0,0,15,0,0,22.5,0.000000,0,15,96.27,0.000000,7,48.14

16,03:45-04:00,0.000000,32.760000,25.980000,76.530000,1.470000,5.880000,101.860000,0.000000,48.140000,98.210000,181.950000,35.100000,52.950000,38.510000,25.980000,0.950000,0,0,6.41,96.27,0,0,0,0.000000,0,0,0,0,144.405000,0,7.5,0,0.000000,25.030000,7.5,0,0,0,15,0,0,22.5,0.000000,0,15,96.27,0.000000,7,48.14

17,04:00-04:15,0.000000,32.760000,25.980000,76.530000,1.320000,5.790000,101.860000,0.000000,48.140000,98.210000,181.950000,35.100000,52.950000,38.510000,25.980000,0.950000,0,0,6.41,96.27,0,0,0,0.000000,0,0,0,0,144.405000,0,7.5,0,0.000000,25.030000,7.5,0,0,0,15,0,0,22.5,0.000000,0,15,96.27,0.000000,7,48.14

18,04:15-04:30,0.000000,32.760000,25.980000,76.530000,1.320000,5.790000,101.860000,0.000000,48.140000,98.210000,181.950000,35.100000,52.950000,38.510000,25.980000,0.950000,0,0,6.41,96.27,0,0,0,0.000000,0,0,0,0,144.405000,0,7.5,0,0.000000,25.030000,7.5,0,0,0,15,0,0,22.5,0.000000,0,15,96.27,0.000000,7,48.14

19,04:30-04:45,0.000000,32.760000,25.980000,76.530000,1.320000,5.790000,101.860000,0.000000,48.140000,98.210000,181.950000,35.100000,52.950000,38.510000,25.980000,0.950000,0,0,6.41,96.27,0,0,0,0.000000,0,0,0,0,144.405000,0,7.5,0,0.000000,25.030000,7.5,0,0,0,15,0,0,22.5,0.000000,0,15,96.27,0.000000,7,48.14

20,04:45-05:00,0.000000,32.760000,25.980000,76.530000,1.320000,5.790000,101.860000,0.000000,48.140000,98.210000,181.950000,35.100000,52.950000,38.510000,25.980000,0.950000,0,0,6.41,96.27,0,0,0,0.000000,0,0,0,0,144.405000,0,7.5,0,0.000000,25.030000,7.5,0,0,0,15,0,0,22.5,0.000000,0,15,96.27,0.000000,7,48.14

21,05:00-05:15,0.000000,32.760000,25.980000,76.530000,2.210000,5.700000,101.860000,0.000000,48.140000,98.210000,181.950000,35.100000,52.950000,38.510000,25.980000,0.990000,0,0,6.41,96.27,0,0,0,0.000000,0,0,0,0,144.405000,0,7.5,0,0.000000,25.030000,7.5,0,0,0,15,0,0,22.5,0.000000,0,15,96.27,0.000000,7,48.14

22,05:15-05:30,0.000000,32.760000,25.980000,76.530000,2.210000,5.700000,146.980000,0.000000,48.140000,98.210000,192.540000,35.100000,52.950000,57.400000,25.980000,0.990000,0,0,6.41,96.27,0,0,0,0.000000,0,0,0,0,144.405000,0,7.5,0,0.000000,25.030000,7.5,0,0,0,13.33,0,0,22.5,0.000000,0,13.33,96.27,0.000000,7,48.14

23,05:30-05:45,0.000000,32.760000,25.980000,76.530000,2.210000,5.700000,190.050000,0.000000,48.140000,98.210000,231.050000,35.100000,52.950000,57.400000,25.980000,0.990000,0,0,6.41,96.27,0,0,0,0.000000,0,0,0,0,144.405000,0,7.5,0,0.000000,25.030000,7.5,0,0,0,13.33,0,0,22.5,0.000000,0,13.33,96.27,0.000000,7,48.14

24,05:45-06:00,0.000000,32.760000,25.980000,76.530000,2.210000,5.700000,146.980000,0.000000,48.140000,98.210000,231.050000,35.100000,52.950000,57.400000,25.980000,0.990000,0,0,6.41,96.27,0,0,0,0.000000,0,0,0,0,144.405000,0,7.5,0,0.000000,25.030000,7.5,0,0,0,13.33,0,0,22.5,0.000000,0,13.33,96.27,0.000000,7,48.14

25,06:00-06:15,0.000000,0.000000,25.430000,0.000000,2.090000,5.600000,190.050000,0.000000,48.140000,0.000000,270.760000,33.020000,52.950000,57.400000,30.810000,0.990000,0,0,6.41,96.27,0,0,0,0.000000,0,0,0,0,144.405000,0,7.5,0,0.000000,25.030000,7.5,0,0,0,13.33,0,0,22.5,0.000000,0,13.33,96.27,0.000000,7,48.14

26,06:15-06:30,0.000000,0.000000,25.430000,0.000000,2.090000,5.600000,228.430000,0.000000,48.140000,0.000000,270.760000,33.020000,52.950000,57.400000,30.810000,0.990000,0,0,6.41,96.27,0,0,0,0.000000,0,2.04,0,0,144.405000,0,7.5,0,0.000000,25.030000,7.5,0,0.01,0,13.33,0,0,22.5,0.000000,0,13.33,96.27,0.000000,7,48.14

27,06:30-06:45,0.000000,0.000000,25.430000,0.000000,2.090000,5.600000,228.430000,0.000000,48.140000,0.000000,270.760000,33.020000,60.650000,57.400000,30.810000,0.990000,1.55,0,6.41,96.27,0,0,0,0.000000,0,5.85,0,0,144.405000,0.155696,7.5,0,288.810000,25.030000,7.5,0,0.01,0,13.33,0,0,22.5,0.000000,0,13.33,96.27,0.000000,7,48.14

28,06:45-07:00,0.000000,0.000000,25.430000,0.000000,2.090000,5.600000,228.430000,0.000000,48.140000,0.000000,270.760000,37.270000,99.750000,76.330000,30.810000,0.990000,4.55,0,6.41,96.27,1,0,0,0.000000,0,13.04,0,0,144.405000,2.860914,7.5,0,288.810000,24.070000,7.5,0,0.01,1,13.33,0,0,22.5,0.000000,2,13.33,96.27,0.000000,7,48.14

29,07:00-07:15,0.000000,0.000000,30.810000,0.000000,2.090000,5.520000,228.430000,0.000000,48.140000,0.000000,270.760000,41.510000,99.750000,86.840000,30.810000,0.990000,10.48,0,8.41,96.27,1,0,0,0.000000,1,22.31,0.05,1,144.405000,8.475701,7.5,2,288.810000,23.100000,7.5,0,0.26,4,13.33,0,0,22.5,0.000000,7,13.33,96.27,0.000000,7,48.14

30,07:15-07:30,0.540000,0.000000,30.810000,0.000000,2.090000,5.520000,228.430000,0.000000,48.140000,0.000000,270.760000,57.740000,99.750000,86.840000,30.810000,0.990000,21.59,0,8.21,96.27,4,0,0,0.540000,2,32.29,0.4,3,144.405000,14.5965,7.5,6,288.810000,23.100000,7.5,0,2.03,11,13.33,0,0,22.5,0.000000,15,13.33,96.27,0.550000,7,48.14

31,07:30-07:45,1.100000,0.000000,30.810000,0.000000,2.090000,5.520000,228.430000,0.000000,48.140000,0.000000,270.760000,57.740000,99.750000,86.840000,30.810000,0.990000,32.52,0,8.01,96.27,9,0,0.38,1.100000,6,32.52,1.62,6,144.405000,21.242773,7.5,11,288.810000,22.140000,7.5,0,8.08,21,13.33,0,0,22.5,0.000000,25,13.33,96.27,1.130000,7,48.14

32,07:45:08:00,1.870000,0.000000,30.810000,0.000000,2.090000,5.520000,228.430000,0.000000,48.140000,0.000000,270.760000,57.740000,99.750000,86.840000,30.810000,0.990000,30.72,0,7.61,96.27,15,0,5.73,1.870000,10,30.72,5.06,10,144.405000,29.981211,7,20,288.810000,22.140000,7,0,25.29,35,13.33,0,0,21,0.000000,30.71,13.33,96.27,1.920000,7,48.14

33,08:00-08:15,3.110000,0.000000,30.810000,0.000000,1.240000,5.420000,228.430000,0.000000,48.140000,0.000000,270.760000,57.740000,99.750000,86.840000,30.810000,0.990000,30.72,0,7.41,96.27,25,0,11.74,3.110000,14.7,30.72,8.09,15,144.405000,40.081989,7,30,288.810000,21.180000,7,0,40.47,60,13.33,0,0,21,0.000000,30.71,13.33,96.27,3.190000,7,48.14

34,08:15-08:30,4.480000,0.000000,30.810000,0.000000,1.240000,5.420000,228.430000,0.000000,48.140000,0.000000,270.760000,57.740000,99.750000,86.840000,30.810000,0.990000,30.72,0,7.41,96.27,31,0,22.71,4.480000,19.5,30.72,12.01,19,144.405000,51.097481,7,39,288.810000,21.180000,7,0,60.06,74,13.33,0,0,21,0.000000,30.71,13.33,96.27,4.590000,7,48.14

35,08:30-08:45,5.750000,0.000000,30.810000,0.000000,1.090000,5.420000,228.430000,0.000000,48.140000,0.000000,270.760000,57.740000,99.750000,86.840000,30.810000,0.990000,31.72,0,5.61,96.27,39,0,33.45,5.750000,25.1,31.72,22.38,23,144.405000,62.220014,7,47,288.810000,21.180000,7,0,111.88,91,13.33,0,0,21,0.000000,31.71,13.33,96.27,5.890000,7,48.14

36,08:45:09:00,7.150000,0.000000,30.810000,0.000000,1.090000,5.420000,228.430000,0.000000,48.140000,0.000000,270.760000,57.740000,99.750000,86.840000,30.810000,0.990000,31.72,0,5.61,96.27,46,0,44.03,7.150000,29.1,31.72,26.95,28,144.405000,72.992231,7,57,288.810000,20.220000,7,0,134.75,109,13.33,0,0,21,0.000000,31.71,13.33,96.27,7.330000,7,48.14

37,09:00:09:15,8.280000,0.000000,25.430000,0.000000,0.930000,5.330000,228.430000,0.000000,48.140000,0.000000,270.760000,57.740000,99.750000,86.840000,30.810000,0.990000,31.72,17.33,6.01,96.27,54,0,53.88,8.280000,32.4,31.72,31.2,32,144.405000,79.336843,7,65,192.540000,20.220000,7,0,155.99,126,13.33,0,0,21,1.160000,31.71,13.33,96.27,8.490000,7,48.14

38,09:15-09:30,9.730000,0.000000,25.430000,0.000000,0.930000,5.330000,228.430000,0.000000,48.140000,0.000000,270.760000,57.740000,99.750000,86.840000,30.810000,0.990000,31.72,17.33,6.01,96.27,61,0,62.74,9.730000,35.5,31.72,35.43,36,144.405000,89.145691,7,72,192.540000,20.220000,7,0,177.15,144,13.33,0,0,21,1.160000,31.71,13.33,96.27,9.980000,7,48.14

39,09:30-09:45,10.960000,0.000000,25.430000,0.000000,0.930000,5.330000,228.430000,0.000000,48.140000,0.000000,270.760000,57.740000,99.750000,86.840000,30.810000,0.990000,31.72,17.33,6.01,96.27,64,0,71,10.960000,38.5,31.72,39.54,40,144.405000,97.79655,7,80,192.540000,20.220000,7,0,197.7,151,13.33,0,0,21,1.160000,31.71,13.33,96.27,11.230000,7,48.14

40,09:45-10:00,12.240000,0.000000,25.430000,0.000000,0.930000,5.330000,228.430000,0.000000,48.140000,0.000000,270.760000,57.740000,52.950000,76.330000,30.810000,0.990000,32.05,17.33,6.01,96.27,70,0,78.65,12.240000,41.5,32.05,43.21,43,144.405000,105.892742,7,87,192.540000,20.220000,7,0,216.05,165,13.33,0,0,21,1.160000,32.05,13.33,96.27,12.550000,7,48.14

41,10:00-10:15,13.280000,0.000000,25.430000,0.000000,0.770000,5.240000,228.430000,0.000000,48.140000,0.000000,270.760000,57.740000,52.950000,76.330000,30.810000,0.950000,32.05,17.33,6.01,96.27,76,0,85.62,13.280000,44.1,32.05,46.64,47,144.405000,112.996372,7,93,96.270000,20.220000,7,0,233.19,179,13.33,0,0,21,1.160000,32.05,13.33,96.27,13.610000,7,48.14

42,10:15-10:30,16.160000,0.000000,25.430000,0.000000,0.770000,5.240000,228.430000,0.000000,48.140000,0.000000,270.760000,57.740000,52.950000,76.330000,30.810000,0.950000,32.05,17.33,6.01,96.27,81,0,91.93,16.160000,46.2,32.05,49.21,47,144.405000,119.331253,7,93,96.270000,20.220000,7,0,246.04,189,13.33,0,0,21,1.160000,32.05,13.33,96.27,16.570000,7,48.14

43,10:30-10:45,17.100000,0.000000,25.430000,0.000000,0.770000,5.240000,228.430000,0.000000,48.140000,0.000000,270.760000,57.740000,52.950000,76.330000,30.810000,0.950000,32.05,17.33,6.01,96.27,84,0,92.52,17.100000,47,32.05,49.21,48,144.405000,121.24826,7,95,96.270000,20.220000,7,0,246.04,196,13.33,0,0,21,1.160000,32.05,13.33,96.27,17.530000,7,48.14

44,10:45-11:00,18.190000,0.000000,25.430000,0.000000,0.770000,5.240000,213.330000,0.000000,48.140000,0.000000,270.760000,57.740000,52.950000,76.330000,30.810000,0.950000,32.05,17.33,6.01,96.27,87,0,92.33,18.190000,47.5,32.05,49.21,48,144.405000,126.872778,7,95,96.270000,20.220000,7,0,246.04,203,13.33,0,0,21,1.160000,32.05,13.33,96.27,18.650000,7,48.14

45,11:00-11:15,18.190000,0.000000,25.980000,0.000000,0.690000,5.150000,193.120000,0.000000,48.140000,0.000000,270.760000,57.740000,52.950000,76.330000,25.980000,0.950000,32.05,17.33,6.01,96.27,90,0,92.29,18.190000,48,32.05,49.21,48,144.405000,131.66043,7,95,0.000000,20.220000,7,0,246.04,210,11.67,0,0,21,1.200000,32.05,11.67,96.27,18.650000,6.34,48.14

46,11:15-11:30,18.190000,0.000000,25.980000,0.000000,0.690000,5.150000,193.120000,0.000000,48.140000,0.000000,270.760000,57.740000,52.950000,76.330000,25.980000,0.950000,32.05,17.33,6.01,96.27,90,0,92.41,18.190000,48,32.05,49.21,48,144.405000,134.57973,7,95,0.000000,20.220000,7,0,246.04,210,11.67,0,0,21,1.200000,32.05,11.67,96.27,18.650000,6.34,48.14

47,11:30-11:45,18.190000,0.000000,25.980000,0.000000,0.690000,5.150000,193.120000,0.000000,48.140000,0.000000,270.760000,57.740000,52.950000,76.330000,25.980000,0.950000,32.05,17.33,5.61,96.27,90,0,92.52,18.190000,48,32.05,49.21,48,144.405000,136.730281,6.33,95,0.000000,20.220000,6.34,0,246.04,210,11.67,0,0,19,1.200000,32.05,11.67,96.27,18.650000,6.34,48.14

48,11:45-12:00,18.190000,0.000000,25.980000,0.000000,0.690000,5.150000,193.120000,0.000000,48.140000,0.000000,270.760000,57.740000,52.950000,76.330000,25.980000,0.950000,32.05,17.33,5.61,96.27,90,0,92.34,18.190000,48,32.05,49.21,48,144.405000,138.832177,6.33,95,0.000000,20.220000,6.34,0,246.04,210,11.67,0,0,19,1.200000,32.05,11.67,96.27,18.650000,6.34,48.14

49,12:00-12:15,18.190000,0.000000,25.980000,0.000000,1.160000,5.050000,193.120000,0.000000,48.140000,0.000000,270.760000,57.740000,52.950000,76.330000,25.980000,0.950000,32.05,17.33,5.61,96.27,90,0,92.63,18.190000,48,32.05,49.21,48,144.405000,130.648406,6.33,95,0.000000,20.220000,6.34,0,246.04,210,11.67,0,0,19,1.200000,32.05,11.67,96.27,18.650000,6.34,48.14

50,12:15-12:30,18.190000,0.000000,25.980000,0.000000,1.160000,5.050000,193.120000,0.000000,48.140000,0.000000,270.760000,57.740000,52.950000,76.330000,25.980000,0.950000,32.05,17.33,5.61,96.27,90,0,92.52,18.190000,48,32.05,49.21,48,144.405000,132.575144,6.33,95,0.000000,20.220000,6.34,0,246.04,210,11.67,0,0,19,1.200000,32.05,11.67,96.27,18.650000,6.34,48.14

51,12:30-12:45,18.190000,0.000000,25.980000,0.000000,1.160000,5.050000,193.120000,0.000000,48.140000,0.000000,270.760000,57.740000,52.950000,76.330000,25.980000,1.070000,32.05,17.33,5.61,96.27,90,23.15,92.52,18.190000,48,32.05,49.21,48,144.405000,133.645554,6.33,95,0.000000,20.220000,6.34,0,246.04,210,11.67,11.58,0,19,1.200000,32.05,11.67,96.27,18.650000,6.34,48.14

52,12:45-13:00,18.190000,0.000000,25.980000,0.000000,1.160000,5.050000,193.120000,0.000000,48.140000,0.000000,270.760000,57.740000,52.950000,76.330000,25.980000,1.070000,32.05,17.33,5.61,96.27,90,23.15,92.19,18.190000,48,32.05,49.21,48,144.405000,134.365648,6.33,95,0.000000,20.220000,6.34,0,246.04,210,11.67,11.58,0,19,1.200000,32.05,11.67,96.27,18.650000,6.34,48.14

53,13:00-13:15,18.190000,0.000000,25.980000,0.000000,1.090000,4.870000,150.050000,0.000000,48.140000,0.000000,231.050000,35.100000,52.950000,38.510000,25.980000,1.110000,32.05,17.33,5.61,96.27,90,23.15,92.41,18.190000,48,32.05,47.5,48,144.405000,135.474982,7.33,95,0.000000,20.220000,7.34,0,237.5,210,15.33,11.58,0,22,1.200000,32.05,15.33,96.27,18.650000,6.34,48.14

54,13:15-13:30,18.190000,0.000000,25.980000,0.000000,1.090000,4.870000,104.930000,0.000000,48.140000,0.000000,192.540000,35.100000,52.950000,38.510000,25.980000,1.110000,32.05,17.33,5.61,96.27,90,23.15,92.51,18.190000,48,32.05,47.5,48,144.405000,135.562561,7.33,95,0.000000,20.220000,7.34,0,237.5,210,15.33,11.58,0,22,1.200000,32.05,15.33,96.27,18.650000,6.34,48.14

55,13:30-13:45,18.190000,0.000000,25.980000,0.000000,1.090000,4.870000,104.930000,0.000000,48.140000,0.000000,231.050000,35.100000,52.950000,38.510000,25.980000,1.110000,32.05,17.33,5.81,96.27,87,0,92.63,18.190000,48,32.05,47.5,48,144.405000,137.051404,7.33,95,0.000000,20.220000,7.34,0,237.5,203,15.33,0,0,22,1.200000,32.05,15.33,96.27,18.650000,6.34,48.14

56,13:45-14:00,18.190000,0.000000,25.980000,0.000000,1.090000,4.870000,104.930000,0.000000,48.140000,0.000000,270.760000,35.100000,52.950000,38.510000,25.980000,1.110000,32.05,17.33,6.01,96.27,87,0,92.22,18.190000,48,32.05,47.5,48,144.405000,134.083449,7.33,95,0.000000,20.220000,7.34,0,237.5,203,15.33,0,0,22,1.200000,32.05,15.33,96.27,18.650000,6.34,48.14

57,14:00-14:15,18.190000,0.000000,25.980000,0.000000,1.320000,4.690000,104.930000,0.000000,48.140000,0.000000,270.760000,35.100000,52.950000,38.510000,25.980000,1.150000,32.05,17.33,6.01,96.27,85,0,92.15,18.190000,48,32.05,47.5,47,144.405000,130.142394,7.33,93,0.000000,20.220000,7.34,0,237.5,200,15.33,0,0,22,1.250000,32.05,15.33,96.27,18.650000,6.34,48.14

58,14:15-14:30,18.190000,0.000000,25.980000,0.000000,1.320000,4.690000,153.070000,0.000000,48.140000,0.000000,270.760000,35.100000,52.950000,38.510000,25.980000,1.150000,32.05,17.33,6.01,96.27,85,0,92.04,18.190000,48,32.05,47.5,47,144.405000,125.578555,7.33,93,0.000000,20.220000,7.34,0,237.5,200,15.33,0,0,22,1.250000,32.05,15.33,96.27,18.650000,6.34,48.14

59,14:30-14:45,17.750000,0.000000,25.980000,0.000000,1.320000,4.690000,160.470000,0.000000,48.140000,0.000000,270.760000,35.100000,52.950000,0.000000,25.980000,1.150000,32.05,17.33,6.01,96.27,84,0,92.56,17.750000,48,32.05,47.5,46,144.405000,120.528166,7.33,93,0.000000,20.220000,7.34,0,237.5,196,15.33,0,0,22,1.430000,32.05,15.33,96.27,18.190000,6.34,48.14

