Column1,Time,WR/01102023/24112044/L_NR_2020_07,NR/22102023/11042047/L_NR_2021_17,WR/01102023/30052048/L_NR_2022_10,NR/22102023/11042047/L_NR_2021_16,WR/01102023/31032046/L_NR_2020_05,WR/01102023/16072048/L_NR_2022_08,WR/01102023/29112042/RUMS(L_NR_2019_07),GNARE/NR/2024/12/20/3668,GNA/WR/2025/01/01/8625,GNA/NR/2025/03/01/3469,GNA/WR/2025/03/01/6406,GNA/WR/2025/01/01/9606,GNA/SR/2025/03/01/7500,GNA/NR/2025/03/01/2563,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/06022042/L_NR_2012_07,NR/01102023/05012040/L_NR_2020_02,GNA/NR/2025/03/01/8036,GNA/NR/2025/03/01/4651,GNA/NR/2025/03/01/6891,NR/30092023/31122025/SH-07,GNA/NR/2025/03/01/5143,NR/01102023/22052037/LT-59,NR/01102023/31052040/LT-31,NR/01102023/06022042/L_NR_2012_02,GNA/NR/2025/03/01/9482,GNA/NR/2025/03/01/1906,NR/01102023/31102037/L_NR_2019_11,NR/01102023/30042040/GNA_LT_35,NR/30092023/26122029/SH-06,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/30042040/GNA_LT_36,NR/01102023/19072037/LT-05,NR/01102023/13082046/L_NR_2021_12,NR/26072023/31072042/L_NR_2023_07,NR/01102023/08032047/L_NR_2021_14,NR/26072023/25122043/L_NR_2023_10,NR/01102023/25072045/L_NR_2021_15,NR/01102023/02122045/L_NR_2021_13,GNARE/SR/2025/01/13/4532,WR/01102023/01102023/L_NR_2022_09,WR/01102023/29112042/L_NR_2019_05,L_NR_2019_19,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/01102023/L_NR_2020_06
10,02:15-02:30,14,0,20.66,0,42,7.66,0,0,0,6.75,42,0,0,23.41,272.49,100.4,86.93,2.05,23.41,6.75,79.27,26.99,237.82,3.11,0,258.18,17.35,23.41,3.15,0,26.99,29.78,6.6,0,70.28,0,0,0,0,0,0,3,20.67,0,0,0,14

11,02:30-02:45,13.67,0,18.66,0,40.99,7.34,0,0,0,6.75,42,0,0,23.41,272.49,100.4,86.93,2.05,23.41,6.75,79.27,26.99,237.82,3.11,0,258.18,17.35,23.41,3.15,0,26.99,29.78,6.6,0,70.28,0,0,0,0,0,0,3,18.67,0,0,0,13.67

12,02:45-03:00,13.5,0,16.66,0,40.5,7.34,0,0,0,6.75,42,0,0,23.41,272.49,100.4,86.93,2.05,23.41,6.75,79.27,26.99,237.82,3.11,0,258.18,17.35,23.41,3.15,0,26.99,29.78,6.6,0,70.28,0,0,0,0,0,0,3,16.67,0,0,0,13.5

13,03:00-03:15,13,0,17,0,39,7,0,0,0,6.75,42,0,0,23.41,272.49,100.4,86.93,1.97,23.41,6.75,79.27,26.99,237.82,2.87,0,258.18,17.35,23.41,3.07,0,26.99,29.78,6.6,0,70.28,0,0,0,0,0,0,3,17,0,0,0,13

14,03:15-03:30,12.33,0,15.34,0,37.01,7,0,0,0,6.75,42,0,0,23.41,272.49,100.4,86.93,1.97,23.41,6.75,79.27,26.99,237.82,2.87,0,258.18,17.35,23.41,3.07,0,26.99,29.78,6.6,0,70.28,0,0,0,0,0,0,3,15.33,0,0,0,12.33

15,03:30-03:45,12,0,15,0,36,7,0,0,0,6.75,42,0,0,23.41,272.49,100.4,86.93,1.97,23.41,6.75,79.27,26.99,237.82,2.87,0,258.18,17.35,23.41,3.07,0,26.99,29.78,6.6,0,70.28,0,0,0,0,0,0,3,15,0,0,0,12

16,03:45-04:00,11.67,0,15,0,34.99,7,0,0,0,6.75,42,0,0,23.41,272.49,100.4,86.93,1.97,23.41,6.75,79.27,26.99,237.82,2.87,0,258.18,17.35,23.41,3.07,0,26.99,29.78,6.6,0,70.28,0,0,0,0,0,0,3,15,0,0,0,11.67

17,04:00-04:15,7.5,0,15,0,22.5,7,0,0,0,6.75,42,0,0,23.41,272.49,100.4,86.93,1.97,23.41,6.75,79.27,26.99,237.82,2.87,0,258.18,17.35,23.41,3.07,0,26.99,29.78,6.6,0,70.28,0,0,0,0,0,0,3,15,0,0,0,7.5

18,04:15-04:30,7.5,0,15,0,22.5,7,0,0,0,6.75,42,0,0,23.41,272.49,100.4,86.93,1.97,23.41,6.75,79.27,26.99,237.82,2.87,0,258.18,17.35,23.41,3.07,0,26.99,29.78,6.6,0,70.28,0,0,0,0,0,0,3,15,0,0,0,7.5

19,04:30-04:45,7.5,0,15,0,22.5,7,0,0,0,6.75,42,0,0,23.41,272.49,100.4,86.93,1.97,23.41,6.75,79.27,26.99,237.82,2.87,0,258.18,17.35,23.41,2.84,0,26.99,30.28,6.6,0,70.28,0,0,0,0,0,0,3,15,0,0,0,7.5

20,04:45-05:00,7.5,0,15,0,22.5,7,0,0,0,6.75,42,0,0,23.41,272.49,100.4,86.93,1.97,23.41,6.75,79.27,26.99,237.82,2.87,0,258.18,17.35,23.41,2.84,0,26.99,30.28,6.6,0,70.28,0,0,0,0,0,0,3,15,0,0,0,7.5

21,05:00-05:15,7.5,0,15,0,22.5,7,0,0,0,6.75,42,0,0,23.41,272.49,100.4,86.93,1.97,23.41,6.75,79.27,26.99,237.82,2.87,0,258.18,17.35,23.41,2.84,0,26.99,30.28,6.46,0,70.28,0,0,0,0,0,0,3.2,15,0,0,0,7.5

22,05:15-05:30,7.5,0,15.34,0,22.5,7,0,0,0,6.75,42,0,0,23.41,272.49,100.4,86.93,1.97,23.41,6.75,79.27,26.99,237.82,2.87,0,258.18,17.35,23.41,2.84,0,26.99,30.28,6.46,0,70.28,0,0,0,0,0,0,3.4,15.33,0,0,0,7.5

23,05:30-05:45,7.5,0,17,0,22.5,7,0,0,0,6.75,42,0,0,23.41,272.49,100.4,86.93,1.97,23.41,6.75,79.27,26.99,237.82,2.87,0,258.18,17.35,23.41,2.84,0,26.99,30.28,6.46,0,70.28,0,0,0,0,0,0,3.6,17,0,0,0,7.5

24,05:45-06:00,7.5,0,18,0,22.5,7,0,0,0,6.75,42,0,0,23.41,272.49,100.4,86.93,1.97,23.41,6.75,79.27,26.99,237.82,2.87,0,258.18,17.35,23.41,2.84,0,26.99,30.28,6.46,0,70.28,0,0,0,0,0,0,3.8,18,0,0,0,7.5

25,06:00-06:15,7.5,0,15.66,0,22.5,7,0,0,0,6.75,42,0,0,23.41,272.49,100.4,86.93,1.97,23.41,6.75,0,25.87,0,2.72,0,258.18,17.35,23.41,2.77,0,32,30.28,6.46,0,70.28,0,0,0,0,0,0,3.8,15.67,8.11,0,5.2,7.5

26,06:15-06:30,7.5,0,17.66,0,22.5,7,0,0,0,6.75,42,0,0,23.41,272.49,100.4,86.93,1.97,23.41,6.75,0,25.87,0,2.72,0,258.18,17.35,23.41,2.77,0,32,29.78,6.46,0,70.28,0,0,0,0,0,0,4.2,17.67,15.6,0.13,10.6,7.5

27,06:30-06:45,7.5,0,19.66,0,22.5,7,1,0,0,6.75,42,0,0,23.41,272.49,100.4,86.93,1.97,23.41,6.75,0,25.87,0,2.72,0,258.18,17.35,23.41,2.77,0,32,29.27,6.46,0,70.28,0.32,0,1,0,1,0.06,4.6,19.67,23.56,4.1,20.6,7.5

28,06:45-07:00,7.5,1,22,1,22.5,7,4,0.79,0,6.75,42,0,0,23.41,272.49,100.4,86.93,1.97,23.41,6.75,0,25.87,0,2.72,0,258.18,17.35,23.41,2.77,0,32,28.26,6.46,0,70.28,4.99,1,2,0,3,1,5.2,22,28.56,9.64,26.5,7.5

29,07:00-07:15,7.5,3,20.66,7,22.5,7,9,3.4,0,6.75,0,0,0,23.41,272.49,100.4,56.52,1.87,23.41,6.75,0,25.87,0,2.72,0.12,168.34,17.35,23.41,2.77,0.12,32,27.25,6.36,0.12,70.28,13.07,4,3,1,5,2.61,5.6,20.67,27.85,16.98,27.85,7.5

30,07:15-07:30,7.5,5,19.34,10,22.5,7,14,7.34,0,6.75,0,0,0,23.41,272.49,100.4,46.01,1.87,23.41,6.75,0,25.87,0,2.72,0.26,132.99,17.35,23.41,2.77,0.26,32,26.74,6.36,0.26,70.28,24.88,7,8,3,7,4.97,6,19.33,28.1,26.14,28.1,7.5

31,07:30-07:45,12.5,8,23.34,17,37.5,7,22,13.07,0,6.75,0,0,0,23.41,231.29,100.4,46.01,1.87,23.41,6.75,0,25.87,0,2.72,1.12,162.87,17.35,23.41,2.77,1.12,32,25.23,6.36,1.12,70.28,41.87,28,13,12,12,8.37,6.2,23.33,25,36.39,25,12.5

32,07:45-08:00,12.17,12,22.66,23,36.49,7,25.33,20.1,0,6.75,0,0,0,23.41,192.74,53,46.01,1.87,23.41,6.75,0,25.87,0,2.72,2.34,162.87,17.35,23.41,2.77,2.34,32,25.23,6.36,2.34,70.28,61.45,42,20,18,16,12.29,6.6,22.67,25.34,47.16,25.33,12.17

33,08:00-08:15,11.83,17,21.66,33,35.51,7,26,28.29,0,6.75,0,0,0,23.41,149.86,53,39.26,1.87,23.41,6.75,0,25.87,0,2.56,3.79,162.87,17.35,23.41,2.69,3.79,32,24.73,6.36,3.79,70.28,82.84,60,30,25,21,16.57,3,21.67,26,57.95,26,11.83

34,08:15-08:30,11.5,22,20,43,34.5,7,28.07,36.73,0,6.75,0,0,0,23.41,149.86,53,39.26,1.87,23.41,6.75,0,25.87,0,2.56,5.29,162.87,17.35,23.41,2.69,5.29,32,24.73,6.36,5.29,70.28,104.64,74,39,31,25,20.93,3,20,28.06,68.58,28.07,11.5

35,08:30-08:45,11.17,25,19.34,50,33.49,7,28.4,45.41,0,6.75,0,0,0,23.41,149.86,53,39.26,1.87,23.41,6.75,0,26.99,0,2.56,6.79,162.87,17.35,23.41,2.69,6.79,26.99,24.23,6.36,6.79,70.28,126.43,95,46,40,29,25.28,3,19.33,28.4,78.69,28.4,11.17

36,08:45-09:00,10.83,29,18.34,58,32.51,7,28.4,53.92,0,6.75,0,0,0,23.41,149.86,53,39.26,1.87,23.41,6.75,0,26.99,0,2.56,8.31,162.87,17.35,23.41,2.69,8.31,26.99,23.72,6.36,8.31,70.28,147.02,112,53,48,32,29.4,3,18.33,28.4,98.42,28.4,10.83

37,09:00-09:15,10.5,33,21.66,65,31.5,7,29.07,62.11,0,6.75,0,0,0,23.41,149.86,53,39.26,1.87,23.41,6.75,0,26.99,0,1.55,9.82,162.87,17.35,23.41,2.61,9.82,26.99,23.22,6.27,9.82,70.28,167.12,130,62,55,34,33.42,3.65,21.67,29.06,108.45,29.07,10.5

38,09:15-09:30,9.17,37,20,73,27.49,7,29.07,69.81,0,6.75,0,0,0,23.41,149.86,53,39.26,1.87,23.41,6.75,0,26.99,0,1.95,11.09,162.87,17.35,23.41,2.61,11.09,26.99,22.7,6.27,11.09,70.28,186.34,147,68,63,36,37.27,3.43,20,29.06,117.99,29.07,9.17

39,09:30-09:45,8.83,40,18.34,80,26.51,7,29.23,76.85,0,6.75,0,0,0,23.41,149.86,53,39.26,1.87,23.41,6.75,0,26.99,0,2.33,12.31,162.87,17.35,23.41,2.61,12.31,26.99,22.7,6.27,12.31,70.28,223.72,158,76,67,39,44.74,3.25,18.33,29.24,126.85,29.23,8.83

40,09:45-10:00,8.33,43,16.66,87,25.01,7,29.23,83.9,0,6.75,0,0,0,23.41,149.86,53,39.26,1.87,23.41,6.75,0,26.99,0,2.33,13.34,162.87,17.35,23.41,2.61,13.34,26.99,22.7,6.27,13.34,70.28,239.79,168,83,72,41,47.96,3.02,16.67,29.24,134.44,29.23,8.33

41,10:00-10:15,8.33,47,15,93,25.01,7,29.23,95.62,0,6.75,0,0,0,23.41,149.86,53,39.26,1.77,23.41,6.75,0,26.99,0,2.33,14.47,132.99,17.35,23.41,2.61,14.47,26.99,22.2,6.27,14.47,70.28,241.67,182,85,78,43,48.33,3.58,15,29.24,141.16,29.23,8.33

42,10:15-10:30,7.5,48,13.34,97,22.5,7,29.57,100,0,6.75,0,0,0,23.41,149.86,53,39.26,1.77,23.41,6.75,0,26.99,0,2.33,15.29,132.99,17.35,23.41,2.61,15.29,26.99,22.2,6.27,15.29,70.28,241.67,193,90,82,45,48.33,3.85,13.33,29.56,145.64,29.57,7.5

43,10:30-10:45,7.5,50,13.34,100,22.5,6,29.57,100,0,6.75,0,0,0,23.41,149.86,53,39.26,1.77,23.41,6.75,0,26.99,0,2.33,16.03,132.99,17.35,23.41,2.61,16.03,26.99,22.2,6.27,16.03,70.28,241.67,203,93,87,48,48.33,3.98,13.33,29.56,148.85,29.57,7.5

44,10:45-11:00,7.5,50,13.34,100,22.5,5.66,29.57,100,0,6.75,0,0,0,23.41,149.86,53,39.26,1.77,23.41,6.75,0,26.99,0,2.33,16.71,132.99,17.35,23.41,2.61,16.71,26.99,22.2,6.27,16.71,70.28,241.67,210,95,90,48,48.33,4.06,13.33,29.56,150.21,29.57,7.5

45,11:00-11:15,7.5,50,13.34,100,22.5,3.66,29.9,100,0,6.75,0,0,0,23.41,149.86,53,39.26,1.77,23.41,6.75,0,26.99,0,2.33,17.32,132.99,17.35,23.41,2.61,17.32,26.99,22.2,6.18,17.32,70.28,241.67,210,98,90,49,48.33,4.3,13.33,29.9,151.18,29.9,7.5

46,11:15-11:30,7.5,50,13.34,100,22.5,2.66,30.07,100,0,6.75,0,0,0,23.41,149.86,53,39.26,1.77,23.41,6.75,0,26.99,0,2.33,17.86,132.99,17.35,23.41,2.61,17.86,26.99,22.2,6.18,17.86,70.28,241.67,210,98,90,49,48.33,4.59,13.33,30.06,151.96,30.07,7.5

47,11:30-11:45,7.5,50,13.34,100,22.5,2,30.4,100,0,6.75,0,0,0,23.41,149.86,53,39.26,1.77,23.41,6.75,0,26.99,0,2.33,17.86,109.86,17.35,23.41,2.61,17.86,26.99,22.2,6.18,17.86,70.28,241.67,210,98,90,49,48.33,4.91,13.33,30.4,152.35,30.4,7.5

48,11:45-12:00,7.5,50,13.34,100,22.5,1.66,30.73,100,0,6.75,0,0,0,23.41,149.86,53,39.26,1.77,23.41,6.75,0,26.99,0,2.33,17.86,109.86,17.35,23.41,2.61,17.86,26.99,22.2,6.18,17.86,70.28,241.67,210,98,90,50,48.33,5.25,13.33,30.74,152.64,30.73,7.5

49,12:00-12:15,7.5,50,13.34,100,22.5,2,30.73,100,0,6.75,0,0,0,23.41,149.86,53,39.26,1.77,23.41,6.75,0,26.99,0,2.33,17.86,109.86,17.35,23.41,2.61,17.86,26.99,23.22,5.99,17.86,70.28,241.67,210,98,90,50,48.33,6.51,13.33,30.74,152.74,30.73,7.5

50,12:15-12:30,7.5,50,13.34,100,22.5,1.34,30.73,100,0,6.75,0,0,0,23.41,149.86,53,39.26,1.77,23.41,6.75,0,26.99,0,2.33,17.86,109.86,17.35,23.41,2.61,17.86,26.99,23.22,5.99,17.86,70.28,241.67,210,98,90,50,48.33,7.46,13.33,30.74,152.94,30.73,7.5

51,12:30-12:45,7.5,50,13.34,100,22.5,6,30.73,100,0,6.75,0,0,0,23.41,149.86,53,39.26,1.77,23.41,6.75,0,26.99,0,2.33,17.86,109.86,17.35,23.41,2.61,17.86,26.99,23.22,5.99,17.86,70.28,241.67,210,98,90,50,48.33,8.28,13.33,30.74,152.94,30.73,7.5

52,12:45-13:00,7.5,50,13.34,100,22.5,6,30.73,100,0,6.75,0,0,0,23.41,149.86,53,39.26,1.77,23.41,6.75,0,26.99,0,2.33,17.86,109.86,17.35,23.41,2.61,17.86,26.99,23.22,5.99,17.86,70.28,241.67,210,98,90,50,48.33,9.11,13.33,30.74,152.94,30.73,7.5

53,13:00-13:15,7.5,50,13.34,100,22.5,6,30.73,100,0,6.75,0,0,0,23.41,149.86,53,39.26,1.77,23.41,6.75,0,26.99,0,2.33,17.86,109.86,17.35,23.41,2.69,17.86,26.99,23.22,5.99,17.86,70.28,241.67,210,98,90,50,48.33,10,13.33,30.74,152.64,30.73,7.5

54,13:15-13:30,7.5,50,13.34,100,22.5,6.34,30.73,100,0,6.75,0,0,0,23.41,149.86,53,39.26,1.77,23.41,6.75,0,26.99,0,2.33,17.86,109.86,17.35,23.41,2.69,17.86,26.99,23.22,5.99,17.86,70.28,241.67,210,98,90,50,48.33,10.99,13.33,30.74,152.35,30.73,7.5

55,13:30-13:45,7.5,50,13.34,100,22.5,6.66,30.73,100,0,6.75,0,0,0,23.41,149.86,53,39.26,1.77,23.41,6.75,0,26.99,0,2.33,17.86,109.86,17.35,23.41,2.69,17.86,26.99,23.22,5.99,17.86,70.28,241.67,210,98,90,50,48.33,12.04,13.33,30.74,151.67,30.73,7.5

56,13:45-14:00,7.5,50,13.34,100,22.5,6.66,30.73,100,0,6.75,0,0,0,23.41,149.86,53,39.26,1.77,23.41,6.75,0,26.99,0,2.33,17.86,109.86,17.35,23.41,2.69,17.86,26.99,23.72,5.99,17.86,70.28,241.67,210,98,90,49,48.33,13.18,13.33,30.74,150.7,30.73,7.5

57,14:00-14:15,7.5,50,13.34,99,22.5,6.66,31.07,100,0,6.75,0,0,0,23.41,149.86,53,39.26,1.87,23.41,6.75,0,26.99,0,2.33,17.86,109.86,17.35,23.41,2.77,17.86,26.99,23.72,5.91,17.86,70.28,241.67,210,97,90,48,48.33,8.28,13.33,31.06,149.24,31.07,7.5

58,14:15-14:30,7.5,49,13.34,97,22.5,6.66,31.07,100,0,6.75,0,0,0,23.41,149.86,53,39.26,1.87,23.41,6.75,0,26.99,0,2.33,17.41,109.86,17.35,23.41,2.77,17.41,26.99,24.23,5.91,17.41,70.28,241.67,210,95,90,48,48.33,8.96,13.33,31.06,147.1,31.07,7.5

59,14:30-14:45,7.5,47,13.34,95,22.5,6.66,31.07,100,0,6.75,0,0,0,23.41,149.86,53,39.26,1.87,23.41,6.75,0,26.99,0,2.33,16.72,109.86,17.35,23.41,2.77,16.72,26.99,24.23,5.91,16.72,70.28,241.67,196,93,84,47,48.33,9.41,13.33,31.06,143.88,31.07,7.5

60,14:45-15:00,7.5,46,13.34,91,22.5,6.66,31.07,100,0,6.75,0,0,0,23.41,149.86,53,39.26,1.87,23.41,6.75,0,26.99,0,2.33,16.12,109.86,17.35,23.41,2.77,16.12,26.99,24.73,5.91,16.12,70.28,241.67,189,92,81,45,48.33,9.83,13.33,31.06,138.43,31.07,7.5

61,15:00-15:15,7.5,45,15,90,22.5,6.66,31.4,100,0,6.75,0,0,0,23.41,149.86,53,39.26,2.05,23.41,6.75,0,26.99,0,2.33,15.45,109.86,17.35,23.41,2.84,15.45,26.99,25.23,5.91,15.45,70.28,241.67,193,90,82,43,48.33,10.6,15,31.4,131.33,31.4,7.5

62,15:15-15:30,7.5,43,15,87,22.5,6.66,31.4,100,0,6.75,0,0,0,23.41,149.86,53,39.26,2.05,23.41,6.75,0,26.99,0,2.33,14.62,109.86,17.35,23.41,2.84,14.62,26.99,25.74,5.91,14.62,70.28,241.67,182,87,78,41,48.33,11.61,15,31.4,123.34,31.4,7.5

63,15:30-15:45,7.5,42,15,83,22.5,6.66,31.4,99,0,6.75,0,0,0,23.41,149.86,53,39.26,2.05,23.41,6.75,0,26.99,0,2.33,13.7,109.86,17.35,23.41,2.84,13.7,26.99,26.24,5.91,13.7,70.28,240.13,172,82,73,39,48.02,12.81,15,31.4,114.68,31.4,7.5

64,15:45-16:00,7.5,38,15,77,22.5,7,31.4,92.33,0,6.75,0,0,0,23.41,149.86,53,39.26,2.05,23.41,6.75,0,26.99,0,2.33,12.64,109.86,17.35,23.41,2.84,12.64,26.99,26.74,5.91,12.64,70.28,224.31,158,75,67,36,44.86,14.41,15,31.4,106.01,31.4,7.5

65,16:00-16:15,7.5,35,15,70,22.5,7,31.73,85.51,0,6.75,0,0,0,23.41,149.86,53,39.26,2.25,23.41,6.75,0,26.99,0,2.49,11.55,109.86,17.35,23.41,2.92,11.55,26.99,27.25,5.99,11.55,70.28,206.48,144,69,61,34,41.3,15.01,15,31.74,96.28,31.73,7.5

66,16:15-16:30,7.5,32,15,65,22.5,7,31.73,78.06,0,6.75,0,0,0,23.41,149.86,53,39.26,2.25,23.41,6.75,0,26.99,0,2.49,10.29,109.86,17.35,23.41,2.92,10.29,26.99,27.25,5.99,10.29,70.28,187.44,126,63,54,30,37.49,15.41,15,31.74,85.77,31.73,7.5

67,16:30-16:45,7.5,28,15,57,22.5,7,31.73,70.13,0,6.75,0,0,0,23.41,149.86,53,39.26,2.25,23.41,6.75,0,26.99,0,2.79,7.94,109.86,17.35,23.41,2.92,7.94,26.99,27.75,5.99,7.94,70.28,167.37,109,53,46,27,33.47,15.81,15,31.74,74.57,31.73,7.5

68,16:45-17:00,7.5,23,15,47,22.5,7,31.73,61.93,0,6.75,0,0,0,23.41,192.74,53,39.26,2.25,23.41,6.75,0,26.99,0,2.79,6.72,109.86,17.35,23.41,2.92,6.72,26.99,28.26,5.99,6.72,70.28,146.57,91,44,39,25,29.32,16.21,15,31.74,63.08,31.73,7.5

69,17:00-17:15,7.5,19,15,38,22.5,7,31.73,53.09,100,6.75,0,0,0,26.02,149.86,53,39.26,2.43,26.02,6.75,0,26.99,0,2.79,5.41,109.86,17.35,26.02,3,5.41,26.99,29.27,6.09,5.41,70.28,125.08,70,37,30,21,25.02,15.81,15,31.74,50.43,31.73,7.5

70,17:15-17:30,7.5,15,15,29,22.5,7,16,43.7,100,6.75,0,0,0,26.02,149.86,53,39.26,2.43,26.02,6.75,0,26.99,0,2.79,4.06,109.86,17.35,26.02,3,4.06,26.99,29.78,6.09,4.06,70.28,103.47,49,31,21,16,20.69,15.21,15,33,38.16,33,7.5

71,17:30-17:45,7.5,10,15,20,22.5,7,7,34.79,100,6.75,0,0,0,26.02,149.86,100.4,39.26,2.43,26.02,6.75,0,26.99,0,2.79,2.82,109.86,17.35,26.02,3,2.82,26.99,30.28,6.09,2.82,70.28,81.87,35,22,15,12,16.38,14.41,15,21.43,26.38,21.09,7.5

72,17:45-18:00,7.5,7,15,13,22.5,7,1,24.98,100,6.75,0,0,0,26.02,149.86,100.4,39.26,2.43,26.02,6.75,0,26.99,0,2.79,1.65,109.86,17.35,26.02,3,1.65,26.99,30.28,6.09,1.65,70.28,61.51,21,13,9,9,12.3,13.61,15,11.67,16.16,10.97,7.5

73,18:00-18:15,7.5,3,15,7,22.5,7,0,17.02,100,6.75,0,50,0,26.02,192.74,100.4,63.35,2.52,26.02,6.75,0,26.99,0,2.95,0.81,158.05,17.35,26.02,2.77,0.81,26.99,30.28,6.27,0.81,70.28,42.92,11,8,4,7,8.59,11.41,15,0,8.37,0,7.5

74,18:15-18:30,7.5,2,15,3,22.5,7,0,10.1,100,6.75,0,50,0,26.02,231.29,100.4,86.93,2.52,26.02,6.75,0,26.99,0,2.95,0.25,206.23,17.35,26.02,2.77,0.25,26.99,30.78,6.27,0.25,66.13,27.46,6,5,2,5,5.49,10.6,15,0,3.41,0,7.5

