Block,Time,SH-06,L_NR_2012_07,LT_MEJA_Delhi,L_NR_2012_01,L_NR_2020_02,LT-05,LT-31,L_NR_2012_02,L_NR_2019_19,LT-36,L_NR_2019_11,LT-35,SH-07,L_NR_2012_04,LT-59,L_NR_2021_17,L_NR_2022_09,L_NR_2021_12,L_NR_2020_06,L_NR_2018_61,L_NR_2020_07,L_NR_2020_05,L_NR_2021_13,L_NR_2019_06,L_NR_2022_10,L_NR_2022_08,L_NR_2021_16,L_NR_2019_07,L_NR_2021_14,L_NR_2021_15,L_NR_2019_05
17,04:00-04:15,30.340000,73.870000,6.620000,100.910000,5.740000,115.660000,0.000000,130.330000,0.000000,0.000000,6.360000,0.000000,21.180000,270.930000,5.740000,0,35.71,0,14.37,6.85,14.37,43.1,0,0,35.71,6.65,0,0,0,0,0

18,04:15-04:30,30.340000,73.870000,6.620000,100.910000,5.740000,115.660000,0.000000,130.330000,0.000000,0.000000,6.360000,0.000000,21.180000,270.930000,5.740000,0,50,0,13.63,6.95,13.64,40.9,0,0,50,6.24,0,0,0,0,0

19,04:30-04:45,30.340000,73.870000,6.620000,100.910000,5.740000,115.660000,0.000000,130.330000,0.000000,0.000000,6.360000,0.000000,21.180000,270.930000,5.740000,0,49.49,0,13.21,6.9,13.21,39.62,0,0,49.49,10.06,0,0,0,0,0

20,04:45-05:00,30.340000,73.870000,6.620000,100.910000,5.740000,115.660000,0.000000,130.330000,0.000000,0.000000,6.360000,0.000000,21.180000,270.930000,5.740000,0,48.78,0,13.6,6.91,13.6,40.8,0,0,48.78,9.82,0,0,0,0,0

21,05:00-05:15,30.340000,54.910000,6.620000,100.910000,5.560000,115.660000,0.000000,130.330000,0.000000,0.000000,6.360000,0.000000,21.180000,270.930000,5.740000,0,48.34,0,19.66,6.82,19.66,58.97,0,0,48.34,9.63,0,0,0,0,0

22,05:15-05:30,30.340000,54.910000,6.620000,100.910000,5.560000,115.660000,0.000000,93.620000,0.000000,0.000000,6.360000,0.000000,21.180000,270.930000,5.740000,0,48.12,0,19.23,6.94,19.22,57.67,0,0,48.12,9.43,0,0,0,0,0

23,05:30-05:45,30.340000,54.910000,6.620000,100.910000,5.560000,115.660000,0.000000,90.730000,0.800000,0.000000,6.360000,0.000000,21.180000,270.930000,5.740000,0,47.98,0,18.86,6.94,18.86,56.57,0,0,47.98,9.28,0,0,0,0,0

24,05:45-06:00,30.340000,54.910000,4.240000,100.910000,5.560000,115.660000,0.000000,90.730000,4.840000,0.000000,6.360000,0.000000,21.180000,270.930000,5.740000,0.53,47.45,0.03,18.52,6.8,18.53,55.58,0.01,0,47.45,9.08,1.07,0,0,0,0

25,06:00-06:15,30.340000,54.910000,4.240000,100.910000,5.560000,115.660000,0.070000,90.730000,9.420000,0.070000,6.200000,0.070000,23.650000,270.930000,5.510000,1.72,46.71,2.65,18.82,6.96,18.84,56.47,0.53,15.47,46.71,9.44,3.44,1.44,0,0.67,13.7

26,06:15-06:30,30.340000,54.910000,4.240000,100.910000,5.560000,115.660000,0.310000,90.730000,14.330000,0.320000,6.200000,0.310000,23.650000,270.930000,5.510000,3.22,45.65,7.56,19.08,6.98,19.09,57.25,1.51,24.51,45.65,9.61,6.43,3.98,0,1.81,22.51

27,06:30-06:45,30.340000,54.910000,4.240000,100.910000,5.560000,66.150000,0.470000,90.730000,19.990000,0.480000,6.200000,0.470000,25.510000,270.930000,5.510000,5.05,44.68,13.69,22.37,7,22.36,67.11,2.74,33,44.68,9.68,10.11,11.52,0,3.16,33

28,06:45-07:00,30.340000,54.910000,4.240000,100.910000,5.560000,66.150000,0.980000,90.730000,26.920000,1.000000,6.200000,0.980000,25.510000,270.930000,5.510000,7.33,44.66,21,22.52,6.82,22.52,67.57,4.2,30.82,44.66,9.72,14.66,17.81,0,5.01,30.82

29,07:00-07:15,26.000000,45.790000,4.240000,77.060000,5.460000,66.150000,1.680000,90.730000,34.730000,1.730000,6.200000,1.680000,26.000000,270.930000,5.510000,11,44.16,31.39,22.04,6.84,22.05,66.13,6.28,26.48,44.16,9.32,22,26.49,7.16,7.38,26.48

30,07:15-07:30,26.000000,45.430000,4.240000,46.240000,5.460000,66.150000,2.580000,93.620000,43.300000,2.650000,6.200000,2.580000,26.000000,270.930000,5.510000,12.67,43.56,44.43,21.48,6.86,21.48,64.43,8.89,26.48,43.56,8.72,25.33,26.49,11.93,10.27,26.48

31,07:30-07:45,26.000000,44.940000,4.240000,46.240000,5.460000,66.150000,3.750000,90.030000,52.050000,3.850000,6.200000,3.750000,26.000000,270.930000,5.510000,17.66,42.78,60.09,20.87,6.98,20.86,62.6,12.02,26.48,42.78,11.43,35.34,26.49,17.83,13.27,26.48

32,07:45:08:00,26.000000,44.940000,4.240000,46.240000,5.460000,66.150000,4.910000,90.030000,60.260000,5.030000,6.200000,4.910000,26.000000,270.930000,5.510000,21,42.01,77.03,20.19,6.83,20.19,60.57,15.41,26.48,42.01,11.6,42,26.49,24.55,16.41,26.48

33,08:00-08:15,26.000000,44.940000,4.240000,46.240000,6.480000,66.150000,6.000000,90.030000,67.820000,6.160000,6.200000,6.000000,26.000000,270.930000,5.290000,25.66,41.11,94.47,19.5,6.87,19.48,58.49,18.89,32,41.11,11.52,51.34,32,31.99,22.29,32

34,08:15-08:30,26.000000,44.940000,4.240000,52.980000,6.480000,66.150000,7.120000,90.030000,76.000000,7.300000,6.200000,7.120000,26.000000,270.930000,5.290000,27.66,39.99,112.83,18.76,6.82,18.75,56.27,22.56,32,39.99,11.3,55.34,32,40.11,26,32

35,08:30-08:45,26.000000,44.940000,4.240000,52.980000,6.480000,94.500000,8.080000,90.030000,84.570000,8.280000,6.200000,8.080000,26.000000,270.930000,5.290000,29.33,46.88,130.18,18.04,6.81,18.04,54.13,26.04,32,46.88,4.2,58.67,32,46.04,29.3,32

36,08:45:09:00,26.000000,44.940000,4.240000,57.800000,6.480000,94.500000,9.240000,90.030000,93.360000,9.470000,6.200000,9.240000,26.000000,270.930000,5.290000,34.66,45.42,147.38,22.55,6.97,22.56,67.66,29.48,32,45.42,3.9,69.34,32,53.16,32.15,32

37,09:00:09:15,26.000000,44.940000,4.240000,62.610000,6.350000,115.660000,10.220000,90.030000,101.360000,10.480000,6.130000,10.220000,26.000000,270.930000,5.290000,37,45.08,164.06,22.51,6.88,22.5,67.52,32.81,32,45.08,3.18,74,32,58.92,34.69,32

38,09:15-09:30,26.000000,44.940000,4.240000,62.610000,6.350000,115.660000,10.920000,90.030000,108.580000,11.200000,6.130000,10.920000,26.000000,270.930000,5.290000,39.33,43.42,179.03,22.38,6.97,22.37,67.14,35.8,32,43.42,3.38,78.67,32,65.02,36.88,32

39,09:30-09:45,26.000000,44.940000,4.240000,57.800000,6.350000,115.660000,11.710000,90.030000,114.890000,12.000000,6.130000,11.710000,26.000000,270.930000,5.290000,41.66,43.38,193.48,22.28,7.2,22.28,66.85,38.69,32,43.38,3.5,83.34,32,70.44,39.85,32

40,09:45-10:00,26.000000,44.940000,4.240000,57.800000,6.350000,115.660000,12.500000,90.030000,120.980000,12.800000,6.130000,12.500000,26.000000,270.930000,5.290000,44.33,43.07,206.97,21.97,7.1,21.97,65.91,41.39,32,43.07,3.61,88.67,32,75.16,42.07,32

41,10:00-10:15,26.000000,44.600000,4.240000,46.240000,6.250000,115.660000,13.200000,72.350000,125.850000,13.530000,6.130000,13.200000,26.000000,270.930000,5.050000,47.66,42.63,219.68,21.93,7.12,21.93,65.79,43.94,32,42.63,3.62,95.34,32,79.71,43.94,32

42,10:15-10:30,26.000000,44.600000,4.240000,46.240000,6.250000,115.660000,13.800000,72.350000,128.840000,14.140000,6.130000,13.800000,26.000000,270.930000,5.050000,49,43.42,230.13,21.88,7.15,21.87,65.62,46.02,32,43.42,3.78,98,32,83.98,45.24,32

43,10:30-10:45,24.900000,44.600000,4.240000,46.240000,6.250000,115.660000,14.300000,72.350000,131.950000,14.660000,6.130000,14.300000,24.900000,270.930000,5.050000,50,44.08,240.1,21.73,7.08,21.73,65.19,48.02,32,44.08,4.17,100,32,86.89,46.09,32

44,10:45-11:00,24.900000,44.600000,4.240000,46.240000,6.250000,115.660000,14.750000,72.350000,135.320000,15.120000,6.130000,14.750000,24.900000,270.930000,5.050000,50,45.69,250,21.71,7.17,21.71,65.13,50,32,45.69,4.51,100,32,88.31,46.72,32

45,11:00-11:15,24.900000,44.600000,4.240000,46.240000,6.250000,115.660000,15.140000,72.350000,137.790000,15.520000,6.130000,15.140000,24.900000,270.930000,5.320000,50,48.54,250,21.92,7.06,21.91,65.75,50,32,48.54,8.47,100,32,89.33,47.69,32

46,11:15-11:30,24.900000,44.600000,4.240000,46.240000,6.250000,115.660000,15.450000,72.350000,138.210000,15.830000,6.130000,15.450000,24.900000,270.930000,5.320000,50,48.85,250,22.07,7.02,22.08,66.21,50,32,48.85,8.85,100,32,89.85,48.28,32

47,11:30-11:45,24.900000,44.600000,4.240000,46.240000,6.250000,115.660000,15.660000,72.350000,138.810000,16.060000,6.130000,15.660000,24.900000,270.930000,5.320000,49.66,49.22,250,21.95,7.01,21.95,65.85,50,32,49.22,8.99,99.34,32,89.92,48.51,32

48,11:45-12:00,24.900000,44.600000,4.240000,46.240000,6.250000,115.660000,16.000000,72.350000,137.830000,16.390000,6.130000,16.000000,24.900000,270.930000,5.320000,49.66,49.88,250,18.44,7.04,18.44,55.31,50,32,49.88,9.25,99.34,32,89.91,48.63,32

49,12:00-12:15,26.000000,44.120000,4.240000,46.240000,6.300000,115.660000,16.020000,90.030000,141.340000,16.420000,6.200000,16.020000,26.000000,270.930000,5.320000,49.33,50.56,250,18.26,7.09,18.25,54.78,50,32,50.56,9.55,98.67,32,89.89,48.59,32

50,12:15-12:30,26.000000,44.120000,4.240000,46.240000,6.300000,115.660000,16.060000,90.030000,133.410000,16.450000,6.200000,16.060000,26.000000,270.930000,5.320000,49.33,51.21,250,18.42,7.05,18.43,55.26,50,32,51.21,10.24,98.67,32,89.92,48.36,32

51,12:30-12:45,26.000000,44.120000,4.240000,46.240000,6.300000,115.660000,16.030000,90.030000,132.560000,16.430000,6.200000,16.030000,26.000000,270.930000,5.500000,49.66,50.54,237.79,19.15,7.32,19.14,57.44,47.56,32,50.54,9.23,99.34,32,89.9,47.53,32

52,12:45-13:00,26.000000,44.120000,4.240000,46.240000,6.300000,115.660000,16.080000,90.030000,132.370000,16.480000,6.200000,16.080000,26.000000,270.930000,5.500000,50,51.11,237.79,19.74,7.35,19.72,59.21,47.56,32,51.11,9.48,100,32,89.88,46.59,32

53,13:00-13:15,26.000000,44.120000,4.240000,46.240000,6.300000,115.660000,16.000000,90.030000,132.370000,16.400000,6.200000,16.000000,26.000000,270.930000,5.500000,50,51.68,237.79,20.62,7.35,20.6,61.85,47.56,32,51.68,9.93,100,32,89.78,45.47,32

54,13:15-13:30,26.000000,44.120000,4.240000,46.240000,6.300000,115.660000,15.900000,90.030000,133.210000,16.300000,6.200000,15.900000,26.000000,270.930000,5.500000,48.66,52.24,237.79,21.45,7.65,21.44,64.34,47.56,32,52.24,10.39,97.34,32,89.73,44.11,32

55,13:30-13:45,26.000000,44.120000,3.280000,67.430000,6.300000,115.660000,15.710000,90.030000,131.480000,16.100000,6.200000,15.710000,26.000000,270.930000,5.500000,47.33,52.81,237.79,22.33,8.07,22.33,66.99,47.56,32,52.81,10.91,94.67,32,89.77,42.94,32

56,13:45-14:00,26.000000,44.120000,3.280000,67.430000,6.300000,115.660000,15.320000,90.030000,126.300000,15.700000,6.200000,15.320000,26.000000,270.930000,5.500000,46.33,62.12,237.79,23.42,9.05,23.42,70.25,47.56,32,62.12,14.55,92.67,32,89.54,41.77,32

57,14:00-14:15,25.730000,44.810000,3.280000,67.430000,6.400000,115.660000,15.070000,90.730000,121.100000,15.450000,0.000000,15.070000,25.730000,270.930000,5.500000,45.33,62.45,237.79,27.59,15.08,27.58,82.76,47.56,32,62.45,14.83,90.67,32,88.65,40.25,32

58,14:15-14:30,25.730000,53.940000,3.280000,100.910000,6.400000,115.660000,14.790000,90.730000,115.970000,15.160000,0.000000,14.790000,25.730000,270.930000,5.500000,44.33,62.75,237.79,28.34,16.88,28.35,85.03,47.56,32,62.75,15.05,88.67,32,88.11,37.55,32

59,14:30-14:45,23.630000,53.940000,6.620000,100.910000,6.400000,115.660000,14.110000,114.820000,109.680000,14.460000,0.000000,14.110000,29.380000,270.930000,5.500000,43.66,62.99,237.79,28.89,18.72,28.9,86.68,47.56,32,62.99,15.38,87.34,32,87.04,36.9,32

60,14:45-15:00,23.630000,53.940000,6.620000,100.910000,6.400000,115.660000,13.610000,130.330000,102.990000,13.950000,0.000000,13.610000,29.380000,270.930000,5.500000,41,63.22,237.79,30.24,20.68,30.25,90.73,47.56,32,63.22,15.58,82,32,85.28,36.01,32

61,15:00-15:15,23.630000,53.940000,6.620000,100.910000,6.950000,115.660000,13.010000,130.330000,95.420000,13.330000,0.000000,13.010000,29.380000,270.930000,5.580000,40.33,63.5,230.36,31.16,23.76,31.15,93.47,46.07,32,63.5,15.88,80.67,32,81.23,34.89,32

62,15:15-15:30,23.630000,73.870000,6.620000,100.910000,6.950000,115.660000,12.230000,130.330000,88.830000,12.530000,0.000000,12.230000,29.380000,270.930000,5.580000,37.66,56.82,219.57,27.09,26.8,27.09,81.27,43.91,32,56.82,16.12,75.34,32,76.58,33.53,32

63,15:30-15:45,15.410000,73.870000,6.620000,100.910000,6.950000,115.660000,11.610000,130.330000,81.700000,11.900000,0.000000,11.610000,29.380000,270.930000,5.580000,33.33,56.97,205.62,27.18,21.5,27.19,81.56,41.12,32,56.97,12.22,66.67,32,72.25,33.31,32

64,15:45-16:00,15.410000,73.870000,6.620000,100.910000,6.950000,115.660000,10.770000,130.330000,74.210000,11.040000,0.000000,10.770000,29.380000,270.930000,5.580000,31,57.55,189.25,27.28,21.3,27.28,81.85,37.85,32,57.55,12.16,62,32,66.65,29.5,32

65,16:00-16:15,15.410000,73.870000,6.620000,100.910000,7.220000,115.660000,9.750000,130.330000,66.240000,9.990000,0.000000,9.750000,29.380000,270.930000,5.580000,28.66,58.06,173.72,27.6,21.11,27.61,82.82,34.74,32,58.06,12.09,57.34,32,61.01,25.36,32

66,16:15-16:30,15.410000,73.870000,6.620000,100.910000,7.220000,115.660000,9.040000,130.330000,57.200000,9.260000,0.000000,9.040000,29.380000,270.930000,5.580000,24.66,58.56,158.43,27.88,14.48,27.87,83.64,31.69,32,58.56,12.05,49.34,32,55.35,20.97,32

67,16:30-16:45,15.410000,73.870000,6.620000,100.910000,7.220000,115.660000,7.860000,130.330000,46.140000,8.050000,0.000000,7.860000,29.380000,270.930000,5.810000,22.66,59.74,140.23,28.33,14.88,28.33,84.99,28.05,32,59.74,14.55,45.34,32,49.11,18.56,32

68,16:45-17:00,15.410000,73.870000,6.620000,100.910000,7.220000,115.660000,6.780000,130.330000,36.340000,6.950000,0.000000,6.780000,29.380000,270.930000,5.810000,20.66,59.75,123.41,28.77,15.14,28.79,86.32,24.68,32,59.75,14.76,41.34,32,42.39,16.16,32

69,17:00-17:15,15.410000,73.870000,6.620000,100.910000,8.060000,115.660000,5.700000,130.330000,28.210000,5.850000,6.670000,5.700000,29.380000,270.930000,5.810000,17,59.86,104.86,29.44,15.28,29.46,88.33,20.97,33,59.86,14.84,34,24.75,35.35,14.29,33

70,17:15-17:30,15.410000,73.870000,6.620000,100.910000,8.060000,115.660000,4.620000,130.330000,21.740000,4.730000,6.670000,4.620000,29.380000,270.930000,5.810000,13.33,59.6,88.37,29.87,15.54,29.88,89.61,17.67,33,59.6,14.79,26.67,14.85,28.63,12.02,33

71,17:30-17:45,15.410000,73.870000,6.620000,100.910000,8.060000,115.660000,3.580000,130.330000,16.130000,3.670000,6.670000,3.580000,29.380000,270.930000,5.810000,9.67,60.5,70.35,29.83,15.28,29.83,89.49,14.07,28.27,60.5,14.74,19.33,8.65,21.82,9.86,20.49

72,17:45-18:00,15.410000,73.870000,6.620000,100.910000,8.060000,115.660000,2.640000,130.330000,11.110000,2.690000,6.670000,2.640000,29.380000,270.930000,5.810000,7.33,66.08,52.08,29.82,15.08,29.81,89.46,10.42,16.91,66.08,14.81,14.67,2.67,15.35,7.63,11.73

73,18:00-18:15,15.410000,73.870000,6.620000,100.910000,8.250000,115.660000,1.770000,130.330000,6.750000,1.820000,6.670000,1.770000,29.380000,270.930000,6.120000,5,65.13,37.4,33.38,14.48,33.37,100.12,7.48,0,65.13,18.33,10,0,9.85,5.6,0

74,18:15-18:30,15.410000,73.870000,6.620000,100.910000,8.250000,115.660000,1.240000,130.330000,3.560000,1.270000,6.670000,1.240000,29.380000,270.930000,6.120000,2.33,64.66,24.98,33.04,14.06,33.05,99.12,4.99,0,64.66,18.04,4.67,0,5.69,3.82,0

75,18:30-18:45,15.410000,73.870000,6.620000,100.910000,8.250000,115.660000,0.000000,130.330000,1.840000,0.000000,6.670000,0.000000,29.380000,270.930000,6.120000,1,64.06,15.83,32.72,13.92,32.73,98.18,3.17,0,64.06,17.88,2,0,2.84,1.94,0

76,18:45-19:00,15.410000,73.870000,6.620000,100.910000,8.250000,115.660000,0.000000,130.330000,0.680000,0.000000,6.670000,0.000000,29.380000,270.930000,6.120000,0.67,63.83,8.83,32.54,13.48,32.55,97.62,1.77,0,63.83,17.48,1.33,0,0.87,0.71,0

77,19:00-19:15,22.130000,73.870000,6.620000,100.910000,8.430000,115.660000,0.000000,130.330000,0.000000,0.000000,7.130000,0.000000,22.130000,270.930000,6.820000,0.41,62.22,3.71,32.21,13.06,32.21,96.62,0.74,0,62.22,16.82,0.83,0,0.03,0.04,0

78,19:15-19:30,22.130000,73.870000,6.620000,100.910000,8.430000,115.660000,0.000000,130.330000,0.000000,0.000000,7.130000,0.000000,22.130000,270.930000,6.820000,0.05,61.24,0.1,32.06,12.91,32.05,96.18,0.02,0,61.24,16.15,0.1,0,0,0,0

79,19:30-19:45,22.130000,73.870000,6.620000,100.910000,8.430000,115.660000,0.000000,130.330000,0.000000,0.000000,7.130000,0.000000,22.130000,270.930000,6.820000,0,60.66,0,31.38,12.25,31.37,94.12,0,0,60.66,15.44,0,0,0,0,0

80,19:45-20:00,22.130000,73.870000,6.620000,100.910000,8.430000,115.660000,0.000000,130.330000,0.000000,0.000000,7.130000,0.000000,22.130000,270.930000,6.820000,0,59.53,0,30.04,11.6,30.05,90.12,0,0,59.53,14.88,0,0,0,0,0

81,20:00-20:15,10.600000,73.870000,6.620000,100.910000,8.330000,115.660000,0.000000,130.330000,0.000000,0.000000,7.130000,0.000000,10.600000,270.930000,6.820000,0,58.9,0,28.39,10.05,28.38,85.16,0,0,58.9,14.36,0,0,0,0,0

82,20:15-20:30,10.600000,73.870000,6.620000,100.910000,8.330000,115.660000,0.000000,130.330000,0.000000,0.000000,7.130000,0.000000,10.600000,270.930000,6.820000,0,59.13,0,26.71,9.08,26.7,80.13,0,0,59.13,14.13,0,0,0,0,0

83,20:30-20:45,0.000000,73.870000,6.620000,100.910000,8.330000,115.660000,0.000000,130.330000,0.000000,0.000000,7.360000,0.000000,29.860000,270.930000,7.360000,0,59.58,0,25.04,8.54,25.05,75.12,0,0,59.58,14.08,0,0,0,0,0

84,20:45-21:00,0.000000,73.870000,6.620000,100.910000,8.330000,115.660000,0.000000,130.330000,0.000000,0.000000,7.360000,0.000000,29.860000,270.930000,7.360000,0,59.79,0,24.21,8.07,24.21,72.62,0,0,59.79,14.1,0,0,0,0,0

85,21:00-21:15,0.000000,73.870000,6.620000,100.910000,8.150000,115.660000,0.000000,130.330000,0.000000,0.000000,7.360000,0.000000,29.860000,270.930000,7.360000,0,60.77,0,27.13,7.41,27.12,81.39,0,0,60.77,14.25,0,0,0,0,0

86,21:15-21:30,0.000000,73.870000,6.620000,100.910000,8.150000,115.660000,0.000000,130.330000,0.000000,0.000000,7.360000,0.000000,29.860000,270.930000,7.360000,0,63.94,0,27.05,6.89,27.03,81.14,0,0,63.94,14.5,0,0,0,0,0

87,21:30-21:45,12.040000,73.870000,6.620000,100.910000,8.610000,115.660000,0.000000,130.330000,0.000000,0.000000,7.660000,0.000000,29.860000,270.930000,7.360000,0,63.43,0,26.99,6.56,27,80.98,0,0,63.43,14.29,0,0,0,0,0

88,21:45-22:00,12.040000,73.870000,6.620000,100.910000,8.610000,115.660000,0.000000,130.330000,0.000000,0.000000,7.660000,0.000000,29.860000,270.930000,7.360000,0,62.55,0,26.79,6.33,26.78,80.36,0,0,62.55,14.45,0,0,0,0,0

89,22:00-22:15,9.210000,73.870000,6.620000,100.910000,8.430000,115.660000,0.000000,130.330000,0.000000,0.000000,7.660000,0.000000,30.340000,270.930000,7.740000,0,62.42,0,26.61,6.08,26.62,79.83,0,0,62.42,14.9,0,0,0,0,0

90,22:15-22:30,9.210000,73.870000,6.620000,100.910000,8.430000,115.660000,0.000000,130.330000,0.000000,0.000000,7.660000,0.000000,30.340000,270.930000,7.740000,0,62.92,0,26.47,5.81,26.47,79.4,0,0,62.92,15.37,0,0,0,0,0

91,22:30-22:45,9.210000,73.870000,6.620000,100.910000,8.430000,115.660000,0.000000,130.330000,0.000000,0.000000,7.660000,0.000000,30.340000,270.930000,7.740000,0,63.7,0,26.45,5.53,26.44,79.34,0,0,63.7,15.96,0,0,0,0,0

92,22:45-23:00,9.210000,73.870000,6.620000,100.910000,8.430000,115.660000,0.000000,130.330000,0.000000,0.000000,7.660000,0.000000,30.340000,270.930000,7.740000,0,62.7,0,28.47,5.3,28.47,85.4,0,0,62.7,15.74,0,0,0,0,0

93,23:00-23:15,9.210000,73.870000,6.620000,100.910000,8.200000,115.660000,0.000000,130.330000,0.000000,0.000000,7.660000,0.000000,30.340000,270.930000,7.590000,0,62.53,0,28.25,5.08,28.26,84.76,0,0,62.53,15.76,0,0,0,0,0

94,23:15-23:30,9.210000,73.870000,6.620000,100.910000,8.200000,115.660000,0.000000,130.330000,0.000000,0.000000,7.660000,0.000000,30.340000,270.930000,7.590000,0,62.39,0,28.14,4.84,28.14,84.43,0,0,62.39,16.24,0,0,0,0,0

95,23:30-23:45,9.210000,73.870000,6.620000,100.910000,8.200000,115.660000,0.000000,130.330000,0.000000,0.000000,7.660000,0.000000,30.340000,270.930000,7.590000,0,62.31,0,28.21,4.75,28.21,84.64,0,0,62.31,15.89,0,0,0,0,0

96,23:45-24:00,9.210000,73.870000,6.620000,100.910000,8.200000,115.660000,0.000000,130.330000,0.000000,0.000000,7.660000,0.000000,30.340000,270.930000,7.590000,0,61.18,0,28.13,4.66,28.14,84.39,0,0,61.18,15.99,0,0,0,0,0

