Block,Time Block,TANDA2,TANAKPUR,TelanganaSTPP,ANTA_GF,UNCHAHAR2,URI,TEHRI,ANTA_CRF,UNCHAHAR1,VALLURNTECL,UNCHAHAR4,URI2,ANTA_LF,UNCHAHAR3,AURY_CRF,AURY_RF,DADRI_LF,ANTA_RF,AURY_LF,DADRI_GF,AURY_GF,DADRI_CRF,DADRI_RF,CHAMERA3,CHAMERA2,CHAMERA1,SINGRAULI_HYDRO,TALST2,SINGRAULI,TALA,SEWA2,SASAN,SIMHST2,SIMHST1,RAPPC,RSTPSU7,SALAL,RSTPSU1TO6,RIHAND3,RAPPB,RIHAND2,RIHAND1,NTPL,PARBATI3,RAMPUR,KKNP,KGSU3AND4,KHSTPP-II,KKNPPU2,KUDGI,KOLDAM,KISHANGANGA,KHSTPP-I,KOTESHWR,KGSU1AND2,DHAULIGNGA,FSTPP I & II,DULHASTI,DADRT2,JHAJJAR,MAPS,NAPP,NNTPP,NLCIIST1,NLCIIST2,NLCEXP,NLCTS2EXP,NJPC,BSIUL,BRBCL,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
43,10:30-10:45,0,0.49,0,0,36.49,3.18,29.9,0,9.28,0,0,4.14,0,22.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121.01,0,0,335.27,0,0,51.21,0,1.34,0,119.43,0,114.08,88.38,0,0,0,0,0,94.98,0,0,0,0,32.37,8.53,0,0,19.98,0,454.55,405.35,0,41.96,0,0,0,0,0,0,0,19.21,0,0,0,0,0

44,10:45-11:00,0,0.49,0,0,30.52,3.18,29.9,0,7.92,0,0,4.14,0,19.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121.01,0,0,335.27,0,0,51.21,0,1.34,0,119.43,0,114.08,88.38,0,0,0,0,0,94.98,0,0,0,0,32.37,8.53,0,0,15.03,0,396.9,347.71,0,41.96,0,0,0,0,0,0,0,19.21,0,0,0,0,0

45,11:00-11:15,0,0.49,0,0,30.52,3.18,29.9,0,7.92,0,0,4.14,0,19.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121.01,0,0,335.27,0,0,51.21,0,1.34,0,119.43,0,114.08,88.38,0,0,0,0,0,94.98,0,0,0,0,32.37,8.53,0,0,15.03,0,360.96,347.71,0,41.96,0,0,0,0,0,0,0,19.21,0,0,0,0,0

46,11:15-11:30,0,0.49,0,0,30.52,3.18,29.9,0,7.92,0,0,4.14,0,19.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121.01,0,0,335.27,0,0,51.21,0,1.34,0,119.43,0,114.08,88.38,0,0,0,0,0,94.98,0,0,0,0,32.37,8.53,0,0,15.03,0,360.96,347.71,0,41.96,0,0,0,0,0,0,0,19.21,0,0,0,0,0

47,11:30-11:45,0,0.49,0,0,22.39,1.07,29.9,0,6.47,0,0,4.14,0,15.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121.01,0,0,335.27,0,0,51.21,0,1.34,0,119.43,0,114.08,88.38,0,0,0,0,0,94.98,0,0,0,0,32.37,8.53,0,0,15.03,0,360.96,347.71,0,41.96,0,0,0,0,0,0,0,19.21,0,0,0,0,0

48,11:45-12:00,0,0.49,0,0,22.39,1.07,29.9,0,6.47,0,0,4.14,0,13.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121.01,0,0,335.27,0,0,51.21,0,1.34,0,119.43,0,114.08,88.38,0,0,0,0,0,94.98,0,0,0,0,28.95,8.53,0,0,15.03,0,360.96,347.71,0,41.96,0,0,0,0,0,0,0,19.21,0,0,0,0,0

49,12:00-12:15,0,0.49,0,0,22.39,1.07,29.9,0,6.47,0,0,4.14,0,13.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121.01,0,0,335.27,0,0,51.21,0,1.34,0,119.43,0,114.08,88.38,0,0,0,0,0,94.98,0,0,0,0,28.95,8.53,0,0,15.03,0,360.96,345.73,0,41.96,0,0,0,0,0,0,0,19.21,0,0,0,0,0

50,12:15-12:30,0,0.49,0,0,22.39,1.07,14.34,0,6.47,0,0,4.14,0,13.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121.01,0,0,335.27,0,0,51.21,0,1.34,0,119.43,0,114.08,88.38,0,0,0,0,0,94.98,0,0,0,0,28.95,8.53,0,0,15.03,0,305.7,345.73,0,41.96,0,0,0,0,0,0,0,19.21,0,0,0,0,0

51,12:30-12:45,0,0.49,0,0,22.39,1.07,14.34,0,6.47,0,0,4.14,0,13.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121.01,0,0,335.27,0,0,51.21,0,1.34,0,119.43,0,114.08,88.38,0,0,0,0,0,94.98,0,0,0,0,28.95,8.53,0,0,15.03,0,265.3,345.73,0,41.96,0,0,0,0,0,0,0,19.21,0,0,0,0,0

52,12:45-13:00,0,0.49,0,0,22.39,1.07,14.34,0,6.47,0,0,4.14,0,13.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121.01,0,0,335.27,0,0,51.21,0,1.34,0,119.43,0,114.08,88.38,0,0,0,0,0,94.98,0,0,0,0,28.95,8.53,0,0,11.05,0,265.3,345.73,0,41.96,0,0,0,0,0,0,0,19.21,0,0,0,0,0

53,13:00-13:15,0,0.49,0,0,22.39,1.07,0,0,6.47,0,0,4.14,0,13.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121.01,0,0,335.27,0,0,51.21,0,1.34,0,119.43,0,114.08,88.38,0,0,0,0,0,64.68,0,0,0,0,21.46,8.53,0,0,11.05,0,265.3,345.73,0,41.96,0,0,0,0,0,0,0,19.21,0,0,0,0,0

54,13:15-13:30,0,0.49,0,0,22.39,1.07,0,0,6.47,0,0,4.14,0,13.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110.55,0,0,335.27,0,0,51.21,0,1.34,0,119.43,0,114.08,88.38,0,0,0,0,0,64.68,0,0,0,0,21.46,8.53,0,0,11.05,0,265.3,345.73,0,41.96,0,0,0,0,0,0,0,19.21,0,0,0,0,0

55,13:30-13:45,0,0.49,0,0,22.39,1.07,0,0,6.47,0,0,4.14,0,13.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110.55,0,0,335.27,0,0,51.21,0,1.34,0,119.43,0,114.08,88.38,0,0,0,0,0,64.68,0,0,0,0,21.46,8.53,0,0,11.05,0,265.3,345.73,0,41.96,0,0,0,0,0,0,0,19.21,0,0,0,0,0

56,13:45-14:00,0,0.49,0,0,22.39,1.07,0,0,6.47,0,0,4.14,0,13.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110.55,0,0,335.27,0,0,51.21,0,1.34,0,119.43,0,114.08,88.38,0,0,0,0,0,64.68,0,0,0,0,21.46,8.53,0,0,11.05,0,265.3,345.73,0,41.96,0,0,0,0,0,0,0,19.21,0,0,0,0,0

57,14:00-14:15,0,0.49,0,0,22.39,1.07,0,0,6.47,0,0,4.14,0,13.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110.55,0,0,335.27,0,0,51.21,0,1.34,0,119.43,0,114.08,88.38,0,0,0,0,0,64.68,0,0,0,0,21.46,8.53,0,0,11.05,0,265.3,345.73,0,41.96,0,0,0,0,0,0,0,19.21,0,0,0,0,0

58,14:15-14:30,0,0.49,0,0,22.39,1.07,0,0,6.47,0,0,4.14,0,13.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110.55,0,0,335.27,0,0,51.21,0,1.34,0,119.43,0,114.08,88.38,0,0,0,0,0,64.68,0,0,0,0,21.46,8.53,0,0,11.05,0,265.3,345.73,0,41.96,0,0,0,0,0,0,0,19.21,0,0,0,0,0

59,14:30-14:45,0,0.49,0,0,22.39,1.07,0,0,6.47,0,0,4.14,0,13.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110.55,0,0,335.27,0,0,51.21,0,1.34,0,119.43,0,114.08,88.38,0,0,0,0,0,74.41,0,0,0,0,21.46,8.53,0,0,11.05,0,265.3,345.73,0,41.96,0,0,0,0,0,0,0,19.21,0,0,0,0,0

60,14:45-15:00,0,0.49,0,0,22.39,1.07,14.95,0,6.47,0,0,4.14,0,13.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110.55,0,0,335.27,0,0,51.21,0,1.34,0,119.43,0,114.08,88.38,0,0,0,0,0,74.41,0,0,0,0,21.46,8.53,0,0,11.05,0,319.9,345.73,0,41.96,0,0,0,0,0,0,0,19.21,0,0,0,0,0

61,15:00-15:15,0,0.49,0,0,22.39,1.07,14.95,0,6.47,0,0,4.14,0,13.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110.55,0,0,348.67,0,0,51.21,0,1.34,0,119.43,0,114.08,88.38,0,0,0,0,0,74.41,0,0,0,0,21.46,8.53,0,0,11.05,0,360.96,345.73,0,41.96,0,0,0,0,0,0,0,19.21,0,0,0,0,0

62,15:15-15:30,0,0.49,0,0,22.39,1.07,14.95,0,6.47,0,0,4.14,0,13.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110.55,0,0,363.71,0,0,51.21,0,1.34,0,119.43,0,114.08,88.38,0,0,0,0,0,74.41,0,0,0,0,21.46,8.53,0,0,11.05,0,360.96,345.73,0,41.96,0,0,0,0,0,0,0,19.21,0,0,0,0,0

