Block,Time Block,KGSU3AND4,JHAJJAR,KGSU1AND2,CHAMERA2,BRBCL,CHAMERA1,BSIUL,CHAMERA3,RAMPUR,RIHAND1,PARBATI2,PARBATI3,RAPPD,RAPPC,RSTPSU1TO6,RIHAND3,RAPPB,RSTPSU7,RIHAND2,NTPL,NLCTS2EXP,NNTPP,SASAN,SINGRAULI_HYDRO,UNCHAHAR1,TelanganaSTPP,SINGRAULI,TANDA2,TEHRI,TALST2,UNCHAHAR2,TALA,TANAKPUR,SIMHST1,SIMHST2,SALAL,SEWA2,NLCIIST2,KISHANGANGA,KHSTPP-II,KHSTPP-I,KKNP,KKNPPU2,KOTESHWR,NAPP,NLCEXP,MAPS,NJPC,KUDGI,KOLDAM,NLCIIST1,DADRI_RF,DADRI_LF,DADRT2,DHAULIGNGA,FSTPP I & II,DULHASTI,UNCHAHAR4,AURY_RF,ANTA_LF,AURY_LF,URI2,ANTA_GF,AURY_GF,ANTA_CRF,AURY_CRF,DADRI_CRF,DADRI_GF,ANTA_RF,UNCHAHAR3,VALLURNTECL,URI,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
6,01:15-01:30,0,429.89,0,46.93,14.28,40.53,18.81,22.43,2.87,93.49,13,18.88,28.84,65.92,0,125.75,0,0,119.78,0,0,0,329.91,0.94,20.81,0,144.55,5.31,0,0,42.32,0,0,0,0,76.32,18.17,0,8.3,142.59,43.78,0,0,10.03,24.27,0,0,72.15,0,2.19,0,25.87,0,662.07,10.53,17.5,38.15,1.63,18.26,0,0,33.98,0,0,0,0,0,0,12.08,26.61,0,50.34,0,0,0,0,0

7,01:30-01:45,0,429.89,0,46.93,12.11,40.53,18.81,22.43,2.87,93.49,13,18.88,28.84,65.92,0,125.75,0,0,119.78,0,0,0,329.91,0.94,20.81,0,144.55,5.31,0,0,42.32,0,6.03,0,0,76.32,18.17,0,8.3,142.59,43.78,0,0,10.03,24.27,0,0,72.15,0,2.19,0,25.87,0,662.07,10.53,17.5,38.15,1.63,18.26,0,0,33.98,0,0,0,0,0,0,12.08,26.61,0,50.34,0,0,0,0,0

8,01:45-02:00,0,429.89,0,46.93,11.06,40.53,18.81,22.43,2.87,93.49,13,18.88,28.84,65.92,0,125.75,0,0,119.78,0,0,0,329.91,0.94,20.81,0,144.55,5.31,0,0,42.32,0,6.03,0,0,76.32,18.17,0,8.3,142.59,43.78,0,0,10.03,24.27,0,0,72.15,0,2.19,0,25.87,0,662.07,10.53,17.5,38.15,1.63,0,0,0,33.98,0,0,0,0,0,0,0,26.61,0,50.34,0,0,0,0,0

9,02:00-02:15,0,429.89,0,46.93,9.74,40.53,18.81,22.43,2.87,93.49,13,18.88,28.84,65.92,0,125.75,0,0,119.78,0,0,0,329.91,0.94,20.81,0,144.55,5.31,0,0,42.32,0,6.03,0,0,62.56,18.17,0,8.3,142.59,43.78,0,0,10.03,24.27,0,0,72.15,0,0,0,37.67,0,606.64,10.53,17.5,38.15,1.63,0,0,0,33.98,0,0,0,0,0,0,0,26.61,0,50.34,0,0,0,0,0

10,02:15-02:30,0,429.89,0,46.93,9.62,40.53,18.81,22.43,2.87,93.49,13,18.88,28.84,65.92,0,125.75,0,0,119.78,0,0,0,329.91,0.94,20.81,0,144.55,5.31,0,0,42.32,0,6.03,0,0,62.56,12.12,0,8.3,142.59,43.78,0,0,10.03,24.27,0,0,72.15,0,0,0,0,0,539.33,10.53,17.5,38.15,1.63,0,0,0,33.98,0,0,0,0,0,0,0,26.61,0,47.77,0,0,0,0,0

11,02:30-02:45,0,429.89,0,46.93,10.67,40.53,18.81,22.43,2.87,93.49,13,16.23,28.84,65.92,0,125.75,0,0,119.78,0,0,0,329.91,0.94,20.81,0,144.55,5.31,0,0,42.32,0,6.03,0,0,62.56,12.12,0,8.3,142.59,43.78,0,0,10.03,24.27,0,0,72.15,0,0,0,0,0,472.02,10.53,17.5,38.15,1.63,0,0,0,33.98,0,0,0,0,0,0,0,26.61,0,47.77,0,0,0,0,0

12,02:45-03:00,0,423.77,0,46.93,11.02,40.53,18.81,22.43,2.87,93.49,13,16.23,28.84,65.92,0,125.75,0,0,119.78,0,0,0,329.91,0.94,16.19,0,144.55,5.31,0,0,33.77,0,6.03,0,0,62.56,12.12,0,8.3,142.59,43.78,0,0,10.03,24.27,0,0,72.15,0,0,0,0,0,403.75,10.53,17.5,38.15,1.1,0,0,0,33.98,0,0,0,0,0,0,0,20.53,0,47.77,0,0,0,0,0

13,03:00-03:15,0,396.23,0,46.93,14.24,40.53,18.81,22.43,1.87,93.49,13,16.23,28.84,65.92,0,125.75,0,0,119.78,0,0,0,329.91,0.94,16.44,0,144.55,5.31,0,0,35.59,0,6.03,0,0,62.56,12.12,0,8.3,142.59,43.78,0,0,10.03,24.27,0,0,47.38,0,0,0,0,0,404.94,10.53,17.5,38.15,1.1,0,0,0,33.98,0,0,0,0,0,0,0,22.27,0,47.77,0,0,0,0,0

14,03:15-03:30,0,396.23,0,46.93,14.13,40.53,18.81,22.43,1.87,93.49,13,16.23,28.84,65.92,0,125.75,0,0,119.78,0,0,0,329.91,0.94,18.52,0,144.55,5.31,0,0,40.53,0,0,0,0,62.56,12.12,0,8.3,142.59,43.78,0,0,10.03,24.27,0,0,47.38,0,0,0,0,0,499.32,10.53,17.5,38.15,1.4,0,0,0,33.98,0,0,0,0,0,0,0,25.48,0,47.77,0,0,0,0,0

15,03:30-03:45,0,396.23,0,46.93,14.85,40.53,18.81,22.43,1.87,93.49,13,16.23,28.84,65.92,0,125.75,0,0,119.78,0,0,0,329.91,0.94,20.81,0,144.55,5.31,0,0,42.32,0,0,0,0,62.56,12.12,0,8.3,142.59,43.78,0,0,10.03,24.27,0,0,47.38,0,0,0,0,0,600.68,10.53,17.5,38.15,1.63,0,0,0,33.98,0,0,0,0,0,0,0,26.61,0,47.77,0,0,0,0,0

16,03:45-04:00,0,396.23,0,46.93,16.71,40.53,18.81,22.43,1.87,93.49,13,16.23,28.84,65.92,0,125.75,0,0,119.78,0,0,0,329.91,0.94,20.81,0,144.55,5.31,0,0,42.32,0,0,0,0,62.56,12.12,0,8.3,142.59,43.78,0,0,10.03,24.27,0,0,47.38,0,0,0,0,0,657.99,10.53,17.5,38.15,1.63,0,0,0,33.98,0,0,0,0,0,0,0,26.61,0,47.77,0,0,0,0,0

17,04:00-04:15,0,396.23,0,46.93,17.5,40.53,18.81,22.43,1.87,93.49,13,16.23,28.84,65.92,0,125.75,0,0,119.78,0,0,0,329.91,0.94,20.81,0,144.55,5.31,11.65,0,42.32,0,0,0,0,62.56,12.12,0,8.3,142.59,43.78,0,0,10.03,24.27,0,0,47.38,0,0,0,0,0,657.99,10.53,17.5,38.15,1.63,0,0,0,33.98,0,0,0,0,0,0,0,26.61,0,47.77,0,0,0,0,0

18,04:15-04:30,0,396.23,0,46.93,18.58,40.53,18.81,22.43,1.87,93.49,13,16.23,28.84,65.92,0,125.75,0,0,119.78,0,0,0,329.91,0.94,20.81,0,144.55,5.31,11.65,0,42.32,0,0,0,0,62.56,12.12,0,8.3,142.59,43.78,0,0,10.03,24.27,0,0,47.38,0,0,0,0,0,657.99,10.53,17.5,38.15,1.63,0,0,0,33.98,0,0,0,0,0,0,0,26.61,0,47.77,0,0,0,0,0

19,04:30-04:45,0,396.23,0,31.28,19.15,40.53,18.81,17.71,1.87,93.49,7.23,16.23,28.84,65.92,0,125.75,0,0,119.78,0,0,0,329.91,0.94,20.81,0,144.55,5.31,23.91,0,42.32,0,0,0,0,62.56,12.12,0,8.3,142.59,43.78,0,0,10.03,24.27,0,0,47.38,0,0,0,0,0,657.99,10.53,17.5,38.15,1.63,0,0,0,33.98,0,0,0,0,0,0,0,26.61,0,47.77,0,0,0,0,0

20,04:45-05:00,0,396.23,0,31.28,19.23,40.53,18.81,17.71,1.87,93.49,7.23,16.23,28.84,65.92,0,125.75,0,0,119.78,0,0,0,329.91,0.94,20.81,0,144.55,5.31,23.91,0,42.32,0,0,0,0,62.56,12.12,0,8.3,142.59,43.78,0,0,10.03,24.27,0,0,47.38,0,0,0,0,0,657.99,10.53,17.5,38.15,1.63,0,0,0,33.98,0,0,0,0,0,0,0,26.61,0,47.77,0,0,0,0,0

21,05:00-05:15,0,396.23,0,31.28,19.23,40.53,18.81,17.71,1.87,93.49,7.23,4.12,28.84,65.92,0,125.75,0,0,119.78,0,0,0,329.91,0.94,20.81,0,144.55,5.31,23.91,0,42.32,0,0,0,0,62.56,6.06,0,8.3,142.59,43.78,0,0,10.03,24.27,0,0,47.38,0,0,0,0,0,592.01,10.53,17.5,57.21,1.63,0,0,0,33.98,0,0,0,0,0,0,0,26.61,0,47.77,0,0,0,0,0

22,05:15-05:30,0,396.23,0,31.28,19.23,40.53,18.81,17.71,1.87,93.49,7.23,4.12,28.84,65.92,0,125.75,0,0,119.78,0,0,0,329.91,0.94,20.81,0,144.55,5.31,23.91,0,42.32,0,0,0,0,62.56,0,0,8.3,142.59,43.78,0,0,10.03,24.27,0,0,47.38,0,0,0,0,0,524.7,10.53,17.5,57.21,1.63,0,0,0,33.98,0,0,0,0,0,0,0,26.61,0,47.77,0,0,0,0,0

23,05:30-05:45,0,396.23,0,31.28,19.23,40.53,18.81,17.71,1.87,93.49,7.23,4.12,28.84,65.92,0,125.75,0,0,119.78,0,0,0,329.91,0.94,20.81,0,144.55,5.31,23.91,0,42.32,0,0,0,0,62.56,0,0,8.3,142.59,43.78,0,0,10.03,24.27,0,0,47.38,0,0,0,0,0,457.4,10.53,17.5,57.21,1.63,0,0,0,33.98,0,0,0,0,0,0,0,26.61,0,47.77,0,0,0,0,0

24,05:45-06:00,0,390.12,0,31.28,19.23,40.53,18.81,17.71,1.87,93.49,7.23,4.12,28.84,65.92,0,125.75,0,0,119.78,0,0,0,329.91,0.94,15.89,0,144.55,5.31,23.91,0,33.77,0,0,0,0,62.56,0,0,8.3,142.59,43.78,0,0,10.03,24.27,0,0,47.38,0,0,0,0,0,399.71,10.53,17.5,57.21,1.1,0,0,0,33.98,0,0,0,0,0,0,0,20.53,0,47.77,0,0,0,0,0

25,06:00-06:15,0,390.12,0,31.28,19.23,40.53,18.81,22.43,2.11,93.49,7.23,4.12,28.84,65.92,0,125.75,0,0,119.78,0,0,0,329.91,0.94,15.89,0,144.55,5.31,23.91,0,33.77,0,6.03,0,0,62.56,0,0,8.3,142.59,43.78,0,0,10.03,24.27,0,0,53.2,0,0,0,0,0,399.71,10.53,17.5,57.21,1.1,0,0,0,33.98,0,0,0,0,0,0,0,20.53,0,15.92,0,0,0,0,0

26,06:15-06:30,0,390.12,0,31.28,19.23,40.53,18.81,22.43,2.11,93.49,7.23,4.12,28.84,65.92,0,125.75,0,0,119.78,0,0,0,329.91,0.94,15.89,0,144.55,5.31,23.91,0,33.77,0,6.03,0,0,62.56,0,0,8.3,142.59,43.78,0,0,10.03,24.27,0,0,53.2,0,0,0,0,0,399.71,10.53,17.5,57.21,1.34,0,0,0,33.98,0,0,0,0,0,0,0,20.53,0,5.31,0,0,0,0,0

27,06:30-06:45,0,390.12,0,31.28,19.23,40.53,18.81,22.43,2.11,93.49,7.23,4.12,28.84,65.92,0,125.75,0,0,119.78,0,0,0,329.91,0.94,16.37,0,144.55,5.31,23.91,0,33.77,0,6.03,0,0,62.56,0,0,8.3,142.59,43.78,0,0,10.03,24.27,0,0,53.2,0,0,0,0,0,399.71,10.53,17.5,57.21,1.34,0,0,0,33.98,0,0,0,0,0,0,0,20.53,0,5.31,0,0,0,0,0

28,06:45-07:00,0,390.12,0,31.28,19.23,40.53,18.81,22.43,2.11,93.49,7.23,4.12,28.84,65.92,0,125.75,0,0,119.78,0,0,0,329.91,0.94,16.37,0,144.55,5.31,23.91,0,33.77,0,6.03,0,0,62.56,0,0,8.3,142.59,43.78,0,0,10.03,24.27,0,0,53.2,0,0,0,0,0,399.71,10.53,17.5,57.21,1.1,0,0,0,33.98,0,0,0,0,0,0,0,20.53,0,15.92,0,0,0,0,0

29,07:00-07:15,0,390.12,0,31.28,19.23,40.53,18.81,22.43,2.11,64.87,7.23,4.12,28.84,65.92,0,92.7,0,0,96.24,0,0,0,329.91,0.94,15.89,0,126.58,3.66,23.91,0,33.77,0,6.03,0,0,62.56,0,0,8.3,114.58,35.12,0,0,10.03,24.27,0,0,53.2,0,0,0,0,0,399.71,10.53,14.14,57.21,1.1,0,0,0,33.98,0,0,0,0,0,0,0,20.53,0,47.77,0,0,0,0,0

30,07:15-07:30,0,332.43,0,31.28,19.23,40.53,18.81,22.43,2.11,64.87,7.23,4.12,28.84,65.92,0,92.7,0,0,96.24,0,0,0,329.91,0.94,15.89,0,126.58,3.66,23.91,0,33.77,0,1.48,0,0,76.32,0,0,8.3,114.58,35.12,0,0,10.03,24.27,0,0,53.2,0,0,0,0,0,399.79,10.53,14.14,57.21,1.1,0,0,0,33.98,0,0,0,0,0,0,0,20.53,0,47.77,0,0,0,0,0

31,07:30-07:45,0,255.11,0,31.28,19.23,27.02,18.81,22.43,2.11,64.87,7.23,4.12,28.84,65.92,0,92.7,0,0,96.24,0,0,0,329.91,0.94,13.13,0,126.58,3.66,11.87,0,28.29,0,0.74,0,0,76.32,0,0,8.3,114.58,29.08,0,0,10.03,24.27,0,0,53.2,0,0,0,0,0,364.41,10.53,14.14,57.21,1.1,0,0,0,33.98,0,0,0,0,0,0,0,17.03,0,47.77,0,0,0,0,0

32,07:45-08:00,0,237.8,0,31.28,19.23,25.02,18.81,11.22,2.11,64.87,7.23,4.12,28.84,65.92,0,92.7,0,0,96.24,0,0,0,329.91,0.94,13.13,0,126.58,3.66,11.65,0,28.4,0,0.74,0,0,76.32,0,0,8.3,114.58,29.08,0,0,10.03,24.27,0,0,53.2,0,0,0,0,0,364.41,10.53,14.14,57.21,1.1,0,0,0,33.98,0,0,0,0,0,0,0,17.03,0,47.77,0,0,0,0,0

33,08:00-08:15,0,237.8,0,31.28,19.23,24.31,18.81,0,2.11,64.87,7.23,4.12,28.84,65.92,0,92.7,0,0,96.24,0,0,0,329.91,0.94,11.86,0,126.58,3.66,0,0,24.41,0.73,0.74,0,0,76.32,0,0,8.3,99.01,27.14,0,0,10.03,24.27,0,0,53.2,0,0,0,0,0,364.41,10.53,11.85,57.21,1.19,0,0,0,33.98,0,0,0,0,0,0,0,14.8,0,47.77,0,0,0,0,0

34,08:15-08:30,0,237.8,0,15.64,19.23,12.15,18.81,0,2.11,64.87,7.23,4.12,28.84,65.92,0,92.7,0,0,96.24,0,0,0,329.91,0.94,11.86,0,126.58,3.66,0,0,23.8,0.88,0.74,0,0,76.32,0,0,8.3,98.69,27.14,0,0,10.03,24.27,0,0,53.2,0,0,0,0,0,364.41,10.53,11.61,57.21,1.19,0,0,0,33.98,0,0,0,0,0,0,0,14.63,0,47.77,0,0,0,0,0

35,08:30-08:45,0,237.8,0,15.64,19.23,11.69,18.81,0,2.11,64.87,7.23,4.12,28.84,65.92,0,92.7,0,0,96.24,0,0,0,329.91,0.94,11.86,0,126.58,3.66,0,0,23.8,0.88,0.74,0,0,76.32,0,0,8.3,94.89,24.54,0,0,10.03,24.27,0,0,53.2,0,0,0,0,0,364.41,10.53,11.61,57.21,1.19,0,0,0,33.98,0,0,0,0,0,0,0,16.01,0,47.77,0,0,0,0,0

36,08:45-09:00,0,237.8,0,15.64,19.23,11.69,18.81,0,2.11,64.87,7.23,4.12,28.84,65.92,0,92.7,0,0,96.24,0,0,0,329.91,0.94,11.86,0,126.58,3.66,0,0,23.8,1.02,0.74,0,0,62.56,0,0,8.3,94.89,24.54,0,0,10.03,24.27,0,0,53.2,0,0,0,0,0,364.41,10.53,11.61,57.21,1.19,0,0,0,33.98,0,0,0,0,0,0,0,16.01,0,47.77,0,0,0,0,0

37,09:00-09:15,0,237.8,0,15.64,19.23,0,18.81,0,2.11,64.87,0,4.12,28.84,65.92,0,92.7,0,0,96.24,0,0,0,329.91,0.94,11.86,0,126.58,3.66,0,0,23.8,2.32,0.74,0,0,62.56,0,0,8.3,94.89,24.54,0,0,10.03,24.27,0,0,53.2,0,0,0,0,0,364.41,10.53,11.61,57.21,1.19,0,0,0,37.08,0,0,0,0,0,0,0,16.01,0,47.77,0,0,0,0,0

38,09:15-09:30,0,237.8,0,15.64,19.23,0,18.81,0,2.11,64.87,0,4.12,28.84,65.92,0,92.7,0,0,96.24,0,0,0,329.91,0.94,11.86,0,126.58,3.66,0,0,23.8,2.51,0.74,0,0,62.56,0,0,8.3,114.58,24.54,0,0,10.03,24.27,0,0,53.2,0,0,0,0,0,364.41,10.53,11.61,57.21,1.19,0,0,0,37.08,0,0,0,0,0,0,0,16.01,0,47.77,0,0,0,0,0

39,09:30-09:45,0,237.8,0,15.64,19.23,0,18.81,0,2.11,64.87,0,0,28.84,65.92,0,92.7,0,0,96.24,0,0,0,329.91,0.94,11.91,0,126.58,3.66,0,0,24.9,1.87,0.74,0,0,49.16,0,0,8.3,78.43,24.54,0,0,10.03,24.27,0,0,53.2,0,0,0,0,0,364.41,0,11.61,57.21,1.19,0,0,0,37.08,0,0,0,0,0,0,0,16.01,0,47.77,0,0,0,0,0

40,09:45-10:00,0,237.8,0,15.64,19.23,0,18.81,0,2.11,64.87,0,0,28.84,65.92,0,92.7,0,0,96.24,0,0,0,329.91,0.94,11.91,0,126.58,3.66,0,0,24.9,2.01,0.74,0,0,49.16,0,0,8.3,78.43,24.54,0,0,10.03,24.27,0,0,53.2,0,0,0,0,0,364.41,0,11.61,57.21,1.19,0,0,0,37.08,0,0,0,0,0,0,0,16.01,0,47.77,0,0,0,0,0

41,10:00-10:15,0,237.8,0,0,19.23,0,18.81,0,1.05,64.87,0,0,28.84,65.92,0,92.7,0,0,96.24,0,0,0,329.91,0.94,11.91,0,126.58,3.66,0,0,24.9,2.01,0.74,0,0,49.16,0,0,8.3,78.43,24.54,0,0,10.03,24.27,0,0,26.28,0,0,0,0,0,364.41,0,11.61,57.21,1.19,0,0,0,33.98,0,0,0,0,0,0,0,16.01,0,47.77,0,0,0,0,0

42,10:15-10:30,0,237.8,0,0,19.23,0,18.81,0,0,64.87,0,0,28.84,65.92,0,92.7,0,0,96.24,0,0,0,329.91,0.94,11.91,0,126.58,3.66,0,0,24.9,2.01,0.74,0,0,49.16,0,0,8.3,78.43,24.54,0,0,10.03,24.27,0,0,0,0,0,0,0,0,364.41,0,11.61,57.21,1.19,0,0,0,33.98,0,0,0,0,0,0,0,16.01,0,47.77,0,0,0,0,0

43,10:30-10:45,0,237.8,0,0,19.23,0,18.81,0,0,64.87,0,0,28.84,65.92,0,92.7,0,0,96.24,0,0,0,329.91,0.94,12.97,0,126.58,3.66,0,0,24.9,2.01,0.74,0,0,49.16,0,0,8.3,78.43,24.54,0,0,10.03,24.27,0,0,0,0,0,0,0,0,364.41,0,11.61,57.21,1.19,0,0,0,33.98,0,0,0,0,0,0,0,16.01,0,47.77,0,0,0,0,0

44,10:45-11:00,0,237.8,0,0,19.23,0,18.81,0,0,64.87,0,0,28.84,65.92,0,92.7,0,0,96.24,0,0,0,329.91,0.94,12.97,0,126.58,3.66,0,0,24.9,2.01,0.74,0,0,49.16,0,0,8.3,78.43,28.27,0,0,10.03,24.27,0,0,0,0,0,0,0,0,364.41,0,11.61,57.21,1.19,0,0,0,33.98,0,0,0,0,0,0,0,16.01,0,47.77,0,0,0,0,0

45,11:00-11:15,0,237.8,0,0,19.23,0,18.81,0,0,64.87,0,0,28.84,65.92,0,92.7,0,0,96.24,0,0,0,329.91,0.94,12.97,0,126.58,3.86,0,0,26.56,2.01,0.74,0,0,45.81,0,0,8.3,78.43,24.54,0,0,10.03,24.27,0,0,0,0,0,0,0,0,364.41,0,11.61,57.21,1.19,0,0,0,33.98,0,0,0,0,0,0,0,16.01,0,47.77,0,0,0,0,0

46,11:15-11:30,0,237.8,0,0,18.92,0,18.81,0,0,64.87,0,0,28.84,65.92,0,92.7,0,0,96.24,0,0,0,329.91,0.94,12.97,0,126.58,3.86,0,0,26.56,2.01,0.74,0,0,45.81,0,0,8.3,78.43,24.54,0,0,10.03,24.27,0,0,0,0,0,0,0,0,364.41,0,11.61,57.21,1.19,0,0,0,33.98,0,0,0,0,0,0,0,16.01,0,47.77,0,0,0,0,0

47,11:30-11:45,0,237.8,0,0,19.23,0,18.81,0,0,64.87,0,0,28.84,65.92,0,92.7,0,0,96.24,0,0,0,329.91,0.94,12.97,0,126.58,3.86,0,0,26.56,3.14,0.74,0,0,45.81,0,0,8.3,78.43,24.54,0,0,10.03,24.27,0,0,0,0,0,0,0,0,364.41,0,11.61,57.21,1.19,0,0,0,33.98,0,0,0,0,0,0,0,16.01,0,47.77,0,0,0,0,0

48,11:45-12:00,0,237.8,0,0,19.23,0,18.81,0,0,64.87,0,0,28.84,65.92,0,92.7,0,0,96.24,0,0,0,329.91,0.94,12.97,0,126.58,3.86,0,0,26.56,3.14,0.74,0,0,45.81,0,0,8.3,78.43,24.54,0,0,10.03,24.27,0,0,0,0,0,0,0,0,364.41,0,11.61,57.21,1.19,0,0,0,33.98,0,0,0,0,0,0,0,16.01,0,47.77,0,0,0,0,0

49,12:00-12:15,0,237.8,0,0,19.23,0,18.81,0,0,64.87,0,0,28.84,65.92,0,92.7,0,0,96.24,0,0,0,329.91,0.94,12.97,0,126.58,3.86,0,0,26.56,5.97,0.74,0,0,45.81,0,0,8.3,94.89,29.08,0,0,10.03,24.27,0,0,0,0,0,0,0,0,364.41,0,11.61,57.21,1.19,0,0,0,33.98,0,0,0,0,0,0,0,16.01,0,47.77,0,0,0,0,0

50,12:15-12:30,0,237.8,0,0,19.23,0,18.81,0,0,64.87,0,0,28.84,65.92,0,92.7,0,0,96.24,0,0,0,329.91,0.94,12.97,0,126.58,3.86,0,0,26.56,5.93,0.74,0,0,45.81,0,0,8.3,94.89,29.08,0,0,10.03,24.27,0,0,0,0,0,0,0,0,364.41,0,11.61,57.21,1.19,0,0,0,33.98,0,0,0,0,0,0,0,16.01,0,47.77,0,0,0,0,0

51,12:30-12:45,0,237.8,0,0,19.23,0,18.81,0,0,64.87,0,0,28.84,65.92,0,92.7,0,0,96.24,0,0,0,329.91,0.94,12.97,0,126.58,3.86,0,0,26.56,5.93,0.74,0,0,45.81,0,0,8.3,94.89,29.08,0,0,10.03,24.27,0,0,0,0,0,0,0,0,364.41,0,11.61,57.21,1.19,0,0,0,33.98,0,0,0,0,0,0,0,16.01,0,47.77,0,0,0,0,0

52,12:45-13:00,0,237.8,0,0,19.23,0,18.81,0,0,64.87,0,0,28.84,65.92,0,92.7,0,0,96.24,0,0,0,329.91,0.94,12.97,0,126.58,3.86,0,0,26.56,5.93,0.74,0,0,45.81,0,0,8.3,94.89,29.08,0,0,10.03,24.27,0,0,0,0,0,0,0,0,364.41,0,11.61,57.21,1.19,0,0,0,33.98,0,0,0,0,0,0,0,16.01,0,47.77,0,0,0,0,0

53,13:00-13:15,0,237.8,0,0,19.23,0,18.81,0,0,64.87,0,0,28.84,65.92,0,92.7,0,0,96.24,0,0,0,329.91,0.94,12.97,0,126.58,3.86,0,0,26.56,5.93,0.74,0,0,45.81,0,0,8.3,90.62,24.54,0,0,10.03,24.27,0,0,0,0,0,0,0,0,364.41,0,11.61,57.21,1.19,0,0,0,33.98,0,0,0,0,0,0,0,16.01,0,47.77,0,0,0,0,0

54,13:15-13:30,0,237.8,0,0,19.23,0,18.81,0,0,64.87,0,0,28.84,65.92,0,92.7,0,0,96.24,0,0,0,329.91,0.94,12.97,0,126.58,3.86,0,0,26.56,5.93,0.74,0,0,45.81,4.61,0,8.3,90.62,24.54,0,0,10.03,24.27,0,0,0,0,0,0,0,0,364.41,0,11.61,57.21,1.19,0,0,0,33.98,0,0,0,0,0,0,0,16.01,0,47.77,0,0,0,0,0

