Block,Time,NR/01102023/31052040/LT-31,NR/01072024/31072024/NDMC/D-54/EE(POWER)2024,NR/01072024/31072024/Chanju/TPDDL/Jul01072024,NR/16072024/31072024/NR/16072024/31072024/717758,NR/01102023/19072037/LT-05,NR/05072024/31072024/1000011449-JITPL-BRPL(DISCOM),NR/30092023/31122025/SH-07,NR/01102023/30042040/GNA_LT_36,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/06022042/L_NR_2012_02,NR/01042024/31072024/LT_MEJA_DELHI,NR/01102023/23072042/L_NR_2012_04,NR/01072024/31072024/R2,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01072024/31072024/APPCPL/180/F25/TGNA/3250,NR/01072024/31072024/IIPL/JPL(SH)-BRPL/BRPL T-249/24-25/1,NR/16072024/16072024/IEX_240715_01547,NR/01102023/22052037/LT-59,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01102023/31102037/L_NR_2019_11,NR/01102023/30042040/GNA_LT_35,NR/01072024/31072024/	NR/01072024/31072024/TataPower-DDL/PMG/MSEDCL/Banking/12112023,NR/30092023/26122029/SH-06,NR/01102023/05012040/L_NR_2020_02,NR/01102023/06022042/L_NR_2012_07,NR/16072024/16072024/DD20240716NR25607,NR/01072024/31072024/IIPL/JPL(TM)-BRPL/BRPLT-169/24-25/02,NR/01102023/15082037/GNA_NR_2012_01,NR/01072024/31072024/NDMC/D-55/EE(POWER)2024,NR/01102023/25072045/L_NR_2021_15,NR/01102023/02122045/L_NR_2021_13,WR/01102023/01102023/L_NR_2020_06,SR/01102023/07102043/L_NR_2018_61,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/30052048/L_NR_2022_10,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/01102023/L_NR_2022_09,NR/01102023/02012046/L_NR_2021_17,NR/01102023/14082046/L_NR_2021_16,L_NR_2019_19,NR/01102023/08032047/L_NR_2021_14,NR/26072023/25122043/L_NR_2023_10,NR/22102023/11042047/L_NR_2021_17,NR/01102023/13082046/L_NR_2021_12,NR/26072023/31072042/L_NR_2023_07,WR/01102023/29112042/L_NR_2019_05,NR/22102023/11042047/L_NR_2021_16,WR/01102023/16072048/L_NR_2022_08,WR/01102023/24112044/L_NR_2020_07,WR/01102023/31032046/L_NR_2020_05
6,01:15-01:30,0.000000,6.940000,12.650000,48.020000,114.810000,96.040000,30.190000,0.000000,30.270000,260.750000,14.640000,0.000000,24.010000,271.550000,38.420000,72.030000,0.000000,9.110000,0.000000,8.560000,0.000000,0.000000,30.190000,3.740000,86.630000,67.230000,96.040000,85.380000,14.950000,0,0,17.84,40.22,0,39.67,0,39.67,0,0,0,0,0,0,0,0,0,0,15,17.83,53.5

7,01:30-01:45,0.000000,6.940000,12.650000,48.020000,114.810000,96.040000,30.190000,0.000000,31.280000,260.750000,14.640000,0.000000,24.010000,271.550000,38.420000,72.030000,0.000000,9.110000,0.000000,8.560000,0.000000,0.000000,30.190000,3.740000,86.630000,67.230000,96.040000,85.380000,14.950000,0,0,18,39.42,0,30,0,30,0,0,0,0,0,0,0,0,0,0,13.34,18,54

8,01:45-02:00,0.000000,6.940000,12.650000,48.020000,114.810000,96.040000,30.190000,0.000000,31.280000,260.750000,14.640000,0.000000,24.010000,271.550000,38.420000,72.030000,0.000000,9.110000,0.000000,8.560000,0.000000,0.000000,30.190000,3.740000,86.630000,67.230000,96.040000,85.380000,14.950000,0,0,18.34,38.62,0,30.67,0,30.67,0,0,0,0,0,0,0,0,0,0,12.66,18.33,55

9,02:00-02:15,0.000000,6.940000,12.650000,48.020000,114.810000,96.040000,0.000000,0.000000,31.280000,260.750000,6.720000,0.000000,24.010000,271.550000,38.420000,72.030000,0.000000,8.880000,0.000000,8.250000,0.000000,0.000000,30.730000,3.600000,86.630000,0.000000,96.040000,85.380000,14.950000,0,0,18.5,30.81,0,31,0,31,0,0,0,0,0,0,0,0,0,0,11.66,18.5,55.5

10,02:15-02:30,0.000000,6.940000,12.650000,48.020000,114.810000,96.040000,0.000000,0.000000,31.280000,260.750000,6.720000,0.000000,24.010000,271.550000,38.420000,72.030000,0.000000,8.880000,0.000000,8.250000,0.000000,0.000000,30.730000,3.600000,86.630000,0.000000,96.040000,85.380000,14.950000,0,0,18.5,30.81,0,31.33,0,31.33,0,0,0,0,0,0,0,0,0,0,10.66,18.5,55.5

11,02:30-02:45,0.000000,6.940000,12.650000,48.020000,114.810000,96.040000,10.530000,0.000000,31.280000,260.750000,6.720000,0.000000,24.010000,271.550000,38.420000,72.030000,0.000000,8.880000,0.000000,8.250000,0.000000,0.000000,30.730000,3.600000,86.630000,0.000000,96.040000,85.380000,14.950000,0,0,18.66,37.62,0,38.33,0,38.33,0,0,0,0,0,0,0,0,0,0,10,18.67,56

12,02:45-03:00,0.000000,6.940000,12.650000,48.020000,114.810000,96.040000,10.530000,0.000000,31.280000,260.750000,6.720000,0.000000,24.010000,271.550000,38.420000,72.030000,0.000000,8.880000,0.000000,8.250000,0.000000,0.000000,30.730000,3.600000,86.630000,0.000000,96.040000,85.380000,14.950000,0,0,14.34,37.42,0,37.67,0,37.67,0,0,0,0,0,0,0,0,0,0,9.34,14.33,43

13,03:00-03:15,0.000000,6.940000,12.650000,48.020000,65.870000,96.040000,25.290000,0.000000,31.280000,260.750000,6.720000,0.000000,24.010000,271.550000,0.000000,72.030000,0.000000,8.880000,0.000000,8.250000,0.000000,0.000000,30.730000,3.470000,86.630000,0.000000,96.040000,85.380000,14.950000,0,0,14,36.42,0,37.67,0,37.67,0,0,0,0,0,0,0,0,0,0,9.34,14,42

14,03:15-03:30,0.000000,6.940000,12.650000,48.020000,65.870000,96.040000,25.290000,0.000000,31.280000,260.750000,6.720000,0.000000,24.010000,271.550000,0.000000,72.030000,0.000000,8.880000,0.000000,8.250000,0.000000,0.000000,30.730000,3.470000,86.630000,0.000000,96.040000,85.380000,14.950000,0,0,14,36.21,0,37,0,37,0,0,0,0,0,0,0,0,0,0,9.34,14,42

15,03:30-03:45,0.000000,6.940000,12.650000,48.020000,65.870000,96.040000,25.290000,0.000000,31.280000,260.750000,6.720000,0.000000,24.010000,271.550000,0.000000,72.030000,0.000000,6.180000,0.000000,8.250000,0.000000,0.000000,30.730000,3.470000,86.630000,0.000000,96.040000,85.380000,14.950000,0,0,13.84,36.01,0,36.67,0,36.67,0,0,0,0,0,0,0,0,0,0,9.34,13.83,41.5

16,03:45-04:00,0.000000,6.940000,12.650000,48.020000,65.870000,96.040000,25.290000,0.000000,30.270000,260.750000,6.720000,0.000000,24.010000,271.550000,0.000000,72.030000,0.000000,7.340000,0.000000,8.250000,0.000000,0.000000,30.730000,3.470000,86.630000,0.000000,96.040000,85.380000,14.950000,0,0,13.84,34.41,0,35.67,0,35.67,0,0,0,0,0,0,0,0,0,0,9.34,13.83,41.5

17,04:00-04:15,0.000000,6.940000,12.200000,48.020000,65.870000,96.040000,25.290000,0.000000,30.270000,260.750000,6.720000,0.000000,24.010000,271.550000,0.000000,72.030000,0.000000,7.720000,0.000000,8.020000,0.000000,0.000000,30.730000,3.320000,86.630000,0.000000,96.040000,85.380000,14.950000,0,0,13.84,42.62,0,35,0,35,0,0,0,0,0,0,0,0,0,0,9.34,13.83,41.5

18,04:15-04:30,0.000000,6.940000,12.200000,48.020000,65.870000,96.040000,25.290000,0.000000,30.270000,260.750000,6.720000,0.000000,24.010000,271.550000,0.000000,72.030000,0.000000,7.720000,0.000000,8.020000,0.000000,0.000000,30.730000,3.320000,86.630000,0.000000,96.040000,85.380000,14.950000,0,0,13.84,42.02,0,34.67,0,34.67,0,0,0,0,0,0,0,0,0,0,9.34,13.83,41.5

19,04:30-04:45,0.000000,6.940000,12.200000,48.020000,65.870000,96.040000,25.290000,0.000000,30.270000,260.750000,6.720000,0.000000,24.010000,271.550000,0.000000,72.030000,0.000000,7.720000,0.000000,8.020000,0.000000,0.000000,30.730000,3.320000,86.630000,0.000000,96.040000,85.380000,14.950000,0,0,13.84,41.62,0,34,0,34,0,0,0,0,0,0,0,0,0,0,9.34,13.83,41.5

20,04:45-05:00,0.000000,6.940000,12.200000,48.020000,65.870000,96.040000,25.290000,0.000000,30.270000,260.750000,6.720000,0.000000,24.010000,271.550000,0.000000,72.030000,0.000000,7.720000,0.000000,8.020000,0.000000,0.000000,30.730000,3.320000,86.630000,0.000000,96.040000,85.380000,14.950000,0,0,13.84,41.02,0,32.33,0,32.33,0,0,0,0,0,0,0,0,0,0,9.34,13.83,41.5

21,05:00-05:15,0.000000,6.940000,12.200000,48.020000,65.870000,96.040000,25.290000,0.000000,31.280000,260.750000,6.720000,0.000000,24.010000,271.550000,0.000000,72.030000,0.000000,7.570000,0.000000,8.020000,0.000000,0.000000,30.730000,3.190000,86.630000,0.000000,96.040000,85.380000,14.950000,0,0,13.66,40.42,0,31.67,0,31.67,0,0,0,0,0,0,0,0,0,0,8.66,13.67,41

22,05:15-05:30,0.000000,6.940000,12.200000,48.020000,65.870000,96.040000,25.290000,0.000000,31.280000,260.750000,6.720000,0.000000,24.010000,271.550000,0.000000,72.030000,0.000000,7.570000,0.000000,8.020000,0.000000,0.000000,30.730000,3.190000,86.630000,0.000000,96.040000,85.380000,14.950000,0,0,13.16,40.02,0,31.67,0,31.67,0,0,0,0,0,0,0,0,0,0,8,13.17,39.5

23,05:30-05:45,0.000000,6.940000,12.200000,48.020000,65.870000,96.040000,25.290000,0.000000,31.280000,260.750000,6.720000,0.000000,24.010000,271.550000,0.000000,72.030000,0.000000,7.570000,0.000000,8.020000,0.000000,0.000000,30.730000,3.190000,86.630000,0.000000,96.040000,85.380000,14.950000,0,0,12.66,43.02,0,31,0,31,0,0,0,0,0,0,0,0,0,0,7.34,12.67,38

24,05:45-06:00,0.000000,6.940000,12.200000,48.020000,65.870000,96.040000,25.290000,0.000000,31.280000,260.750000,6.720000,0.000000,24.010000,271.550000,0.000000,72.030000,0.000000,7.570000,0.000000,8.020000,0.000000,0.000000,30.730000,3.190000,86.630000,0.000000,96.040000,85.380000,14.950000,0.2,0.3,12.5,43.02,0,29.67,0,29.67,0,0,1.07294,0,0,0,1.52,0,0,0,7.34,12.5,37.5

25,06:00-06:15,0.000000,6.940000,11.740000,48.020000,65.870000,96.040000,25.290000,0.000000,31.280000,260.750000,6.720000,0.000000,24.010000,271.550000,0.000000,72.030000,0.000000,7.570000,0.000000,7.790000,0.000000,0.000000,30.730000,3.040000,86.630000,0.000000,96.040000,100.050000,14.950000,1,1.15,12,43.02,0,29.33,11.29,29.33,0,0,2.838414,0.94,1,0,5.76,1,6.25,1,7.34,12,36

26,06:15-06:30,0.200000,6.940000,11.740000,48.020000,65.870000,96.040000,25.290000,0.200000,31.280000,260.750000,6.720000,0.000000,24.010000,271.550000,0.000000,72.030000,0.000000,7.570000,0.000000,7.790000,0.200000,0.000000,30.730000,3.040000,86.630000,0.000000,96.040000,100.050000,14.950000,2,2.15,11.5,43.02,1,29.33,14.51,29.33,0,0,5.891416,3.31,1,1,10.78,4,9.09,2,7.34,11.5,34.5

27,06:30-06:45,0.600000,6.940000,11.740000,48.020000,65.870000,96.040000,25.290000,0.620000,31.280000,260.750000,6.720000,0.000000,24.010000,271.550000,0.000000,72.030000,0.000000,7.340000,0.000000,7.790000,0.600000,0.000000,30.730000,3.040000,86.630000,0.000000,96.040000,100.050000,14.950000,5,3.26,11.16,42.02,5,29.33,17.98,29.33,0,0,8.87614,5.32,3,3,16.29,7,13.1,5,7.34,11.17,33.5

28,06:45-07:00,0.960000,6.940000,11.740000,48.020000,65.870000,96.040000,25.290000,0.970000,31.280000,260.750000,6.720000,0.000000,24.010000,271.550000,0.000000,72.030000,0.000000,7.340000,0.000000,7.790000,0.960000,0.000000,30.730000,3.040000,86.630000,0.000000,96.040000,100.050000,14.950000,6,4.43,10.84,41.02,12,29,23.75,29,0,0,12.426596,7.98,6,4,22.18,14,22.03,8,7.34,10.83,32.5

29,07:00-07:15,1.380000,6.940000,11.740000,48.020000,65.870000,96.040000,25.290000,1.420000,31.280000,260.750000,6.450000,0.000000,24.010000,271.550000,0.000000,72.030000,0.000000,7.340000,0.000000,7.790000,1.380000,0.000000,30.730000,2.960000,57.340000,0.000000,96.040000,100.050000,14.950000,7,6.58,10.5,41.02,20,28.33,29.53,28.33,0,0,16.445244,11.95,9,5,32.93,21,33,11,7.34,10.5,31.5

30,07:15-07:30,1.910000,6.940000,11.740000,48.020000,65.870000,96.040000,25.290000,1.960000,31.280000,229.400000,6.450000,0.000000,24.010000,271.550000,0.000000,72.030000,0.000000,7.340000,0.000000,7.790000,1.910000,0.000000,30.730000,2.960000,57.340000,0.000000,96.040000,100.050000,14.950000,10.5,8.81,10.34,41.02,30,27.67,33,27.67,0,0,20.854052,17.22,15,8,44.04,35,33,16,7.34,10.33,31

31,07:30-07:45,2.500000,6.940000,11.740000,48.020000,65.870000,96.040000,25.290000,2.570000,31.280000,195.790000,6.450000,0.000000,24.010000,271.550000,0.000000,72.030000,0.000000,7.340000,0.000000,7.790000,2.500000,0.000000,30.730000,2.960000,57.340000,0.000000,96.040000,71.240000,14.950000,14.5,11,10,37.02,32.67,27.67,32.67,27.67,0,0,29.65216,18,18,10,55.02,42,32.66,20,7.34,10,30

32,07:45:08:00,3.440000,6.940000,11.740000,48.020000,70.010000,96.040000,25.290000,3.520000,31.280000,161.300000,6.450000,0.000000,24.010000,271.550000,0.000000,72.030000,0.000000,7.340000,0.000000,7.790000,3.440000,0.000000,30.730000,2.960000,57.340000,0.000000,96.040000,52.820000,14.950000,17.5,13.45,9.16,36.02,33,27.67,33,27.67,0,0,35.514314,19,22,13,67.23,53,33,27,7.34,9.17,27.5

33,08:00-08:15,4.410000,6.940000,11.740000,0.000000,70.010000,0.000000,25.290000,4.520000,31.280000,161.300000,6.450000,0.000000,0.000000,271.550000,0.000000,0.000000,0.000000,7.340000,0.000000,7.480000,4.410000,0.000000,30.730000,2.860000,57.340000,0.000000,0.000000,52.820000,14.950000,21.5,16.18,9.16,41.02,33,29,33,29,0,0,41.717858,23,28,15,80.91,67,33,30,7.34,9.17,27.5

34,08:15-08:30,5.380000,6.940000,11.740000,0.000000,70.010000,0.000000,25.290000,5.510000,31.280000,161.300000,6.450000,0.000000,0.000000,271.550000,0.000000,0.000000,0.000000,7.340000,0.000000,7.480000,5.380000,0.000000,30.730000,2.860000,57.340000,0.000000,0.000000,52.820000,14.950000,24.5,19.36,9.16,41.02,33,29.67,33,29.67,0,0,48.165252,30,34,17,96.82,81,33,36,7.34,9.17,27.5

35,08:30-08:45,6.370000,6.940000,11.740000,0.000000,70.010000,0.000000,25.290000,6.520000,31.280000,161.300000,6.450000,0.000000,0.000000,271.550000,0.000000,0.000000,0.000000,7.110000,0.000000,7.480000,6.370000,0.000000,30.730000,2.860000,57.340000,0.000000,0.000000,52.820000,14.950000,27.5,22.29,9.16,41.02,33,30.67,33,30.67,0,0,54.534614,37,40,19,111.48,95,33,41,7.34,9.17,27.5

36,08:45:09:00,7.300000,6.940000,11.740000,0.000000,70.010000,0.000000,25.290000,7.480000,31.280000,161.300000,6.450000,0.000000,0.000000,271.550000,0.000000,0.000000,0.000000,7.110000,0.000000,7.480000,7.300000,0.000000,30.730000,2.860000,57.340000,0.000000,0.000000,52.820000,14.950000,30.5,25.1,9.16,41.02,33,31.67,33,31.67,0,0,72.335664,43,46,23,125.53,109,33,47,7.34,9.17,27.5

37,09:00:09:15,8.150000,6.940000,11.740000,0.000000,65.870000,0.000000,25.290000,8.350000,31.280000,161.300000,6.450000,0.000000,0.000000,271.550000,0.000000,0.000000,0.000000,7.110000,0.000000,7.480000,8.150000,0.000000,30.730000,2.860000,57.340000,0.000000,0.000000,52.820000,14.950000,31.5,27.87,9.16,41.02,33,22.67,33,22.67,0,0,67.000226,48,49,26,139.35,116,33,54,7.34,9.17,27.5

38,09:15-09:30,8.950000,6.940000,11.740000,0.000000,65.870000,0.000000,25.290000,9.170000,31.280000,113.280000,6.450000,0.000000,0.000000,271.550000,0.000000,0.000000,0.000000,7.110000,0.000000,7.480000,8.950000,0.000000,30.730000,2.860000,57.340000,0.000000,0.000000,52.820000,14.950000,33.5,30.61,9.16,41.02,33,22.33,33,22.33,0,0,73.164754,54,54,29,153.08,126,33,60,7.34,9.17,27.5

39,09:30-09:45,9.670000,6.940000,11.740000,0.000000,65.870000,0.000000,25.840000,9.910000,31.280000,105.640000,6.450000,0.000000,0.000000,271.550000,0.000000,0.000000,0.000000,7.110000,0.000000,7.480000,9.670000,0.000000,25.840000,2.860000,57.340000,0.000000,0.000000,52.820000,14.950000,37,33.25,9.16,41.02,33,22.67,33,22.67,0,0,81.124018,61,58,31,166.28,137,33,66,7.34,9.17,27.5

40,09:45-10:00,10.340000,6.940000,11.740000,0.000000,65.870000,0.000000,25.840000,10.600000,28.760000,105.640000,6.450000,0.000000,0.000000,271.550000,0.000000,0.000000,0.000000,7.110000,0.000000,7.480000,10.340000,0.000000,25.840000,2.860000,57.340000,0.000000,0.000000,52.820000,14.950000,38.5,35.9,9.16,41.02,33,23,33,23,0,0,89.336886,66,63,34,179.48,147,33,70,7.34,9.17,27.5

41,10:00-10:15,11.500000,6.940000,11.740000,0.000000,65.870000,0.000000,25.840000,11.780000,28.760000,153.660000,6.450000,0.000000,0.000000,271.550000,0.000000,0.000000,0.000000,6.950000,0.000000,7.260000,11.500000,0.000000,25.840000,2.770000,57.340000,0.000000,0.000000,52.820000,14.950000,40.5,37.79,9.16,41.02,33,23,33,23,0,0,96.41829,70,66,36,188.95,154,33,75,7.34,9.17,27.5

42,10:15-10:30,12.170000,6.940000,11.740000,0.000000,65.870000,0.000000,25.840000,12.470000,28.760000,161.300000,6.450000,0.000000,0.000000,271.550000,0.000000,0.000000,0.000000,6.950000,0.000000,7.260000,12.170000,0.000000,25.840000,2.770000,57.340000,0.000000,0.000000,52.820000,14.950000,42.5,39.74,9.16,41.02,33,23.67,33,23.67,0,0,102.31946,74,69,37,198.7,161,33,78,7.34,9.17,27.5

43,10:30-10:45,12.880000,6.940000,11.740000,0.000000,65.870000,0.000000,25.840000,13.210000,28.760000,161.300000,6.450000,0.000000,0.000000,271.550000,0.000000,0.000000,0.000000,6.570000,0.000000,6.880000,12.880000,0.000000,25.840000,2.770000,57.340000,0.000000,0.000000,52.820000,14.950000,42.5,41.66,9.16,43.22,33,24.33,33,24.33,0,0,107.450064,77,72,39,208.31,168,33,81,7.34,9.17,27.5

44,10:45-11:00,13.620000,6.940000,11.740000,0.000000,65.870000,0.000000,25.840000,13.950000,28.260000,161.300000,6.450000,0.000000,0.000000,271.550000,0.000000,0.000000,0.000000,6.570000,0.000000,6.880000,13.620000,0.000000,25.840000,2.770000,57.340000,0.000000,0.000000,52.820000,14.950000,44,43.58,9.16,43.22,33,25,33,25,0,0,111.615022,81,75,40,217.92,175,33,85,7.34,9.17,27.5

45,11:00-11:15,14.020000,6.940000,11.740000,0.000000,65.870000,0.000000,25.840000,14.370000,28.260000,209.320000,6.450000,0.000000,0.000000,271.550000,0.000000,0.000000,0.000000,6.570000,0.000000,6.880000,14.020000,0.000000,25.840000,2.770000,57.340000,0.000000,0.000000,52.820000,14.950000,45,43.78,9.16,43.22,33,25.67,33,25.67,0,0,115.380066,84,75,42,218.89,175,33,88,7.34,9.17,27.5

46,11:15-11:30,14.260000,6.940000,11.740000,0.000000,65.870000,0.000000,25.840000,14.610000,28.260000,226.250000,6.450000,0.000000,0.000000,271.550000,0.000000,0.000000,0.000000,6.570000,0.000000,6.880000,14.260000,0.000000,25.840000,2.770000,57.340000,0.000000,0.000000,52.820000,14.950000,45,43.68,9.16,43.22,33,26,33,26,0,0,118.5111,85,76,43,218.42,179,33,89,7.34,9.17,27.5

47,11:30-11:45,14.450000,6.940000,11.740000,0.000000,65.870000,0.000000,25.840000,14.810000,28.260000,226.250000,6.450000,0.000000,0.000000,271.550000,0.000000,0.000000,0.000000,6.570000,0.000000,6.880000,14.450000,0.000000,25.840000,2.770000,76.150000,0.000000,0.000000,52.820000,14.950000,45,44.17,9.16,43.22,33,26.33,33,26.33,0,0,117.867336,86,76,43,220.83,179,33,90,7.34,9.17,27.5

48,11:45-12:00,14.450000,6.940000,11.740000,0.000000,65.870000,0.000000,25.840000,14.810000,28.260000,226.250000,6.450000,0.000000,0.000000,271.550000,0.000000,0.000000,0.000000,6.570000,0.000000,6.880000,14.450000,0.000000,25.840000,2.770000,76.150000,0.000000,0.000000,52.820000,14.950000,45,44.17,9.16,43.22,33,27,33,27,0,0,116.921198,87,76,44,220.83,179,33,91,7.34,9.17,27.5

49,12:00-12:15,14.450000,6.940000,11.740000,0.000000,65.870000,0.000000,25.840000,14.810000,28.760000,226.250000,6.450000,0.000000,0.000000,271.550000,0.000000,0.000000,0.000000,6.340000,0.000000,6.880000,14.450000,0.000000,25.840000,2.770000,76.150000,0.000000,0.000000,52.820000,14.950000,45,44.17,9.16,43.22,33,23.67,33,23.67,0,0,115.43859,87,76,44,220.83,179,33,91,7.34,9.17,27.5

50,12:15-12:30,14.450000,6.940000,11.740000,0.000000,65.870000,0.000000,25.840000,14.810000,28.760000,226.250000,6.450000,0.000000,0.000000,271.550000,0.000000,0.000000,0.000000,6.340000,0.000000,6.880000,14.450000,0.000000,25.840000,2.770000,76.150000,0.000000,0.000000,52.820000,14.950000,47,44.17,9.16,43.22,33,23.67,33,23.67,0,0,112.980582,87,76,44,220.83,179,33,91,7.34,9.17,27.5

51,12:30-12:45,14.450000,6.940000,11.740000,0.000000,65.870000,0.000000,25.840000,14.810000,28.760000,226.250000,6.450000,0.000000,0.000000,271.550000,0.000000,0.000000,0.000000,6.340000,0.000000,6.880000,14.450000,0.000000,25.840000,3.140000,76.150000,0.000000,0.000000,52.820000,14.950000,46,44.17,9.16,43.22,33,24.33,33,24.33,0,0,113.994998,86,76,44,220.83,179,33,91,7.34,9.17,27.5

52,12:45-13:00,14.450000,6.940000,11.740000,0.000000,65.870000,0.000000,25.840000,14.810000,28.760000,226.250000,6.450000,0.000000,0.000000,271.550000,0.000000,0.000000,0.000000,6.340000,0.000000,6.880000,14.450000,0.000000,25.840000,3.140000,76.150000,0.000000,0.000000,52.820000,14.950000,45.5,44.17,9.16,43.22,33,24.33,33,24.33,0,0,114.56073,86,76,44,220.83,179,33,91,7.34,9.17,27.5

53,13:00-13:15,14.450000,6.940000,11.740000,0.000000,65.870000,0.000000,25.840000,14.810000,29.770000,226.250000,14.370000,0.000000,0.000000,271.550000,0.000000,0.000000,0.000000,6.570000,0.000000,7.480000,14.450000,0.000000,25.840000,3.240000,57.340000,0.000000,0.000000,52.820000,14.950000,44,46,9.16,43.22,33,25,33,25,0,0,114.6095,80,75,40,230,175,33,85,7.34,9.17,27.5

54,13:15-13:30,14.450000,6.940000,11.740000,0.000000,65.870000,0.000000,25.840000,14.810000,29.770000,226.250000,14.370000,0.000000,0.000000,271.550000,0.000000,0.000000,0.000000,6.570000,0.000000,7.480000,14.450000,0.000000,25.840000,3.240000,57.340000,0.000000,0.000000,52.820000,14.950000,44,46,9.16,43.22,33,25.33,33,25.33,0,0,113.936474,79,75,40,230,175,33,85,7.34,9.17,27.5

