Column1,Time,NR/01102023/25072045/L_NR_2021_15,NR/26072023/31072042/L_NR_2023_07,NR/26072023/25122043/L_NR_2023_10,WR/01102023/29112042/RUMS(L_NR_2019_06),L_NR_2019_19,WR/01102023/29112042/L_NR_2019_05,WR/01102023/31032046/L_NR_2020_05,WR/01102023/16072048/L_NR_2022_08,GNARE/NR/2024/12/20/3668,WR/01102023/01102023/L_NR_2020_06,WR/01102023/30052048/L_NR_2022_10,NR/01102023/02122045/L_NR_2021_13,NR/01102023/13082046/L_NR_2021_12,NR/22102023/11042047/L_NR_2021_16,NR/01102023/08032047/L_NR_2021_14,NR/22102023/11042047/L_NR_2021_17,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/01102023/L_NR_2022_09,WR/01102023/24112044/L_NR_2020_07,GNA/NR/2025/03/01/1906,NR/01102023/05012040/L_NR_2020_02,NR/01102023/30042040/GNA_LT_36,GNA/NR/2025/03/01/6891,GNA/WR/2025/01/01/9606,GNA/WR/2025/03/01/6406,NR/01102023/06022042/L_NR_2012_02,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2025/03/01/5143,GNA/WR/2025/01/01/8625,NR/30092023/31122025/SH-07,GNA/SR/2025/03/01/7500,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2025/03/01/3469,NR/01102023/06022042/L_NR_2012_07,GNA/NR/2025/03/01/8036,NR/01102023/31052040/LT-31,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/19072037/LT-05,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2025/03/01/9482,GNA/NR/2025/03/01/4651,NR/01102023/30042040/GNA_LT_35,NR/01102023/31102037/L_NR_2019_11,GNA/NR/2025/03/01/2563,NR/01102023/22052037/LT-59,NR/30092023/26122029/SH-06,GNARE/SR/2025/01/13/4532
12,02:45-03:00,0,0,0,0,0,0,81.49,20.33,0,27.17,78,0,0,0,0,0,0,78,27.17,23.04,1.26,0,55.49,0,42,259.78,132.48,166.48,0,32,0,100.01,6.72,86.59,23.04,0,30.28,57.59,4.78,17.28,5.76,0,1.23,23.04,1.25,20.46,7

13,03:00-03:15,0,0,0,0,0,0,90,20.67,0,30,77.66,0,0,0,0,0,0,77.67,30,23.04,1.26,0,55.49,0,42,259.78,132.48,166.48,0,26.99,0,100.01,6.72,86.59,23.04,0,30.28,57.59,4.78,17.28,5.76,0,1.19,23.04,1.25,26.99,7

14,03:15-03:30,0,0,0,0,0,0,91.01,20.67,0,30.33,76,0,0,0,0,0,0,76,30.33,23.04,1.26,0,55.49,0,42,259.78,132.48,166.48,0,26.99,0,100.01,6.72,86.59,23.04,0,30.28,57.59,4.78,17.28,5.76,0,1.19,23.04,1.25,26.99,7

15,03:30-03:45,0,0,0,0,0,0,91.99,20.67,0,30.67,74.34,0,0,0,0,0,0,74.33,30.67,23.04,1.26,0,55.49,0,42,259.78,132.48,166.48,0,26.99,0,100.01,6.72,86.59,23.04,0,30.28,57.59,4.78,17.28,5.76,0,1.19,23.04,1.25,26.99,7

16,03:45-04:00,0,0,0,0,0,0,92.51,20.33,0,30.83,73.34,0,0,0,0,0,0,73.33,30.83,23.04,1.26,0,55.49,0,42,259.78,132.48,166.48,0,26.99,0,100.01,6.72,86.59,23.04,0,30.28,57.59,4.78,17.28,5.76,0,1.19,23.04,1.25,26.99,7

17,04:00-04:15,0,0,0,0,0,0,92.51,20,0,30.83,73,0,0,0,0,0,0,73,30.83,23.04,1.21,0,55.49,0,42,259.78,132.48,166.48,0,26.99,0,100.01,6.72,86.59,23.04,0,30.28,57.59,4.68,17.28,5.76,0,1.19,23.04,1.25,26.99,7

18,04:15-04:30,0,0,0,0,0,0,93,19.67,0,31,72.34,0,0,0,0,0,0,72.33,31,23.04,1.21,0,55.49,0,42,259.78,132.48,166.48,0,26.99,0,100.01,6.72,86.59,23.04,0,30.28,57.59,4.68,17.28,5.76,0,1.19,23.04,1.25,26.99,7

19,04:30-04:45,0,0,0,0,0,0,92.51,19.33,0,30.83,76.66,0,0,0,0,0,0,76.67,30.83,23.04,1.21,0,55.49,0,42,259.78,132.48,166.48,0,26.99,0,100.01,6.72,86.59,23.04,0,30.28,57.59,4.68,17.28,5.76,0,1.19,23.04,1.25,26.99,7

20,04:45-05:00,0,0,0,0,0,0,92.51,18.33,0,30.83,76,0,0,0,0,0,0,76,30.83,23.04,1.21,0,55.49,0,42,259.78,132.48,166.48,0,26.99,0,100.01,6.72,86.59,23.04,0,30.28,57.59,4.68,17.28,5.76,0,1.19,23.04,1.25,26.99,7

21,05:00-05:15,0,0,0,0,0,0,93.49,18.33,0,31.17,75.34,0,0,0,0,0,0,75.33,31.17,23.04,1.21,0,55.49,0,42,259.78,132.48,166.48,0,32,0,100.01,6.72,86.59,23.04,0,30.28,57.59,4.68,17.28,5.76,0,1.15,23.04,1.25,25.86,7

22,05:15-05:30,0,0,0,0,0,0,94.01,18.33,0,31.33,74.66,0,0,0,0,0,0,74.67,31.33,23.04,1.21,0,55.49,0,42,259.78,132.48,166.48,0,32,0,100.01,6.72,86.59,23.04,0,30.28,57.59,4.68,17.28,5.76,0,1.15,23.04,1.25,25.86,7

23,05:30-05:45,0,0,0,0,0,0,94.5,23.33,0,31.5,74,0,0,0,0,0,0,74,31.5,23.04,1.21,0,55.49,0,42,259.78,132.48,166.48,0,32,0,100.01,6.72,86.59,23.04,0,30.28,57.59,4.68,17.28,5.76,0,1.15,23.04,1.25,25.86,7

24,05:45-06:00,0,0,0,0,0,0,96,24,0,32,75,0,0,0,0,0,0,75,32,23.04,1.21,0,55.49,0,42,259.78,132.48,166.48,0,32,0,100.01,6.72,86.59,23.04,0,30.28,57.59,4.68,17.28,5.76,0,1.15,23.04,1.25,12.59,7

25,06:00-06:15,0,0,0,2.34,0,1.19,105,24.67,0,35,75.66,0,0,0,0,0,0,75.67,35,36.48,1.21,0,0,0,42,259.78,132.48,0,0,32,0,100.01,6.72,86.59,36.48,0,30.28,57.59,4.6,17.28,5.76,0,1.15,36.48,1.25,2.77,7

26,06:15-06:30,0,0,0,8.67,0,4.74,103.99,25.33,0,34.67,76.66,0,0,0,0,0,0,76.67,34.67,36.48,1.21,0,0,0,42,259.78,132.48,0,0,32,0,100.01,6.72,86.59,36.48,0,29.77,57.59,4.6,17.28,5.76,0,1.15,36.48,1.25,2.77,7

27,06:30-06:45,0,0,0,15.34,0.09,10.65,103.5,26,0.21,34.5,75.66,0,0,0,0,0,1,75.67,34.5,36.48,1.21,0,0,0,42,259.78,132.48,0,0,32,0,100.01,6.72,86.59,36.48,0,28.76,57.59,4.6,17.28,5.76,0,1.15,36.48,1.25,32,7

28,06:45-07:00,0,1,0,23.45,3.57,18.94,103.01,26.67,0.24,34.33,75,0,0,1,0,1,4,75,34.33,36.48,1.21,0,0,0,42,259.78,132.48,0,0,32,0,100.01,6.72,86.59,36.48,0,27.75,57.59,4.6,17.28,5.76,0,1.15,36.48,1.25,32,7

29,07:00-07:15,1,4,1,31.78,9.57,31.78,102.49,27.33,0.09,34.17,81,0.38,1.88,7,2,3,9.99,81,34.17,36.48,1.21,0.09,0,0,0,259.78,132.48,0,0,32,0,100.01,6.72,86.59,36.48,0.1,27.75,57.59,4.6,17.28,5.76,0.1,1.15,36.48,1.25,32,7

30,07:15-07:30,3,7,3,32.57,17.28,32.57,102.49,28,0.97,34.17,82.34,1.55,7.73,10,6,5,15,82.33,34.17,36.48,1.21,0.33,0,0,0,259.78,132.48,0,0,32,0,100.01,6.72,86.59,36.48,0.37,27.75,57.59,4.6,17.28,5.76,0.37,1.15,36.48,1.25,32,7

31,07:30-07:45,5,14,6,31,26.09,31,102.49,27.33,4.04,34.17,82.66,5.08,25.42,10,9,5,24,82.67,34.17,36.48,1.21,0.75,0,0,0,259.78,132.48,0,0,32,0,100.01,6.72,86.59,36.48,0.84,27.25,57.59,4.6,17.28,5.76,0.84,1.23,36.48,1.25,32,7

32,07:45-08:00,7,25,10,28.67,35.92,28.67,102.49,27,10.06,34.17,81.66,7.08,35.42,17,14,8,28.66,81.67,34.17,36.48,1.21,1.35,0,0,0,259.78,132.48,0,0,32,0,100.01,6.72,86.59,36.48,1.49,27.25,57.59,4.6,17.28,5.76,1.49,1.23,36.48,1.25,32,7

33,08:00-08:15,13,46,19,31.23,46.06,31.23,94.99,24.67,15.57,31.67,80,10.92,54.58,25,23,13,31.24,80,31.67,36.48,1.21,2.1,0,0,0,259.78,132.48,0,0,25.82,0,100.01,6.72,86.59,36.48,2.33,27.25,32.94,4.6,17.28,5.76,2.33,1.23,36.48,1.25,32,7

34,08:15-08:30,18,67,28,31.57,56.28,31.57,92.51,22.33,23.3,30.83,76.66,15.66,78.31,37,31,18,31.56,76.67,30.83,36.48,1.21,3.34,0,0,0,259.78,132.48,0,0,25.82,0,100.01,6.72,86.59,36.48,3.7,27.25,32.94,4.6,17.28,5.76,3.7,1.23,36.48,1.25,32,7

35,08:30-08:45,21,84,36,32.67,66.01,32.67,87.49,20.67,32.56,29.17,73.34,19.43,97.14,43,38,22,32.66,73.33,29.17,36.48,1.21,4.63,0,0,0,259.78,132.48,0,0,25.82,0,100.01,6.72,86.59,36.48,5.12,27.25,32.94,4.6,17.28,5.76,5.12,1.15,36.48,1.25,32,7

36,08:45-09:00,25,102,43,32.67,75.55,32.67,82.5,20,40.61,27.5,70,23.38,116.87,53,46,27,32.66,70,27.5,36.48,1.21,5.81,0,0,0,259.78,132.48,0,0,25.83,0,100.01,6.72,86.59,36.48,6.41,27.25,32.94,4.6,17.28,5.76,6.41,1.15,36.48,1.25,32,7

37,09:00-09:15,29,119,51,32.67,84.85,32.67,77.51,25,48.27,25.83,66.66,27.38,136.88,60,51,30,32.66,66.67,25.83,23.04,1.21,6.88,0,0,0,259.78,132.48,0,0,25.83,0,100.01,6.72,86.59,23.04,7.59,27.25,32.94,4.5,17.28,5.76,7.59,1.15,23.04,1.25,32,7

38,09:15-09:30,32,133,57,32.67,93.4,32.67,72.49,24,56.27,24.17,60,31.3,156.5,67,57,33,32.66,60,24.17,23.04,1.21,7.87,0,0,0,259.78,132.48,0,0,25.83,0,100.01,6.72,86.59,23.04,8.7,27.25,32.94,4.5,17.28,5.76,8.7,1.15,23.04,1.25,32,7

39,09:30-09:45,35,147,63,32.67,101.52,32.67,67.5,20,63.52,22.5,58.34,35.01,175.06,73,60,37,32.66,58.33,22.5,23.04,1.21,10.17,0,0,0,259.78,132.48,0,0,26.99,0,100.01,6.72,86.59,23.04,10.73,27.25,32.94,4.5,17.28,5.76,10.73,1.15,23.04,1.25,26.99,7

40,09:45-10:00,38,161,69,32.67,109.26,32.67,62.51,20,70.53,20.83,56.66,38.44,192.18,80,63,40,32.66,56.67,20.83,23.04,1.21,11.15,0,0,0,259.78,132.48,0,0,26.99,0,100.01,6.72,86.59,23.04,11.77,27.25,32.94,4.5,17.28,5.76,11.77,1.15,23.04,1.25,26.99,7

41,10:00-10:15,39,172,73,32.67,115.95,32.67,55.01,18.33,76.76,18.33,43.34,41.53,207.64,87,79,43,32.66,43.33,18.33,23.04,1.26,12.05,0,0,0,225.52,132.48,0,0,26.99,0,100.01,6.72,76.12,23.04,12.72,27.25,32.94,4.5,17.28,5.76,12.72,1.15,23.04,1.25,26.99,7

42,10:15-10:30,40,182,78,32.67,136.1,32.67,54,17.67,82.26,18,43.34,44.15,220.73,90,84,45,32.66,43.33,18,23.04,1.26,12.79,0,0,0,225.52,132.48,0,0,26.99,0,100.01,6.72,76.12,23.04,13.48,27.25,32.94,4.5,17.28,5.76,13.48,1.15,23.04,1.25,26.99,7

43,10:30-10:45,43,189,81,32.67,141.94,32.67,40.01,16.67,91.11,13.33,38.34,45.73,228.65,93,89,47,32.66,38.33,13.33,23.04,1.26,14.25,0,0,0,225.52,132.48,0,0,26.99,0,100.01,6.72,76.12,23.04,15.03,27.25,32.94,4.5,17.28,5.76,15.03,1.31,23.04,1.25,26.99,7

44,10:45-11:00,45,193,82,32.67,146.41,32.67,39.49,16.67,94.91,13.17,38,47.83,239.17,93,91,47,32.66,38,13.17,23.04,1.26,14.67,0,0,0,225.52,132.48,0,0,26.99,0,100.01,6.72,76.12,23.04,15.48,27.25,32.94,4.5,17.28,5.76,15.48,1.31,23.04,1.25,26.99,7

45,11:00-11:15,47,196,84,32.67,155.76,32.67,37.99,16.67,96.16,12.67,38.34,48.33,241.67,93,93,47,32.66,38.33,12.67,23.04,1.26,15.53,0,0,0,165.78,132.48,0,0,26.99,0,100.01,6.72,57.28,23.04,16.4,26.75,32.94,4.5,17.28,5.76,16.4,1.23,23.04,1.25,26.99,7

46,11:15-11:30,48,196,84,32.67,155.76,32.67,37.5,17,96.63,12.5,38.66,48.33,241.67,93,93,47,32.66,38.67,12.5,23.04,1.26,16.03,0,0,0,165.78,132.48,0,0,26.99,0,100.01,6.72,57.28,23.04,16.91,26.24,32.94,4.5,17.28,5.76,16.91,1.23,23.04,1.25,26.99,7

47,11:30-11:45,48,196,84,32.67,155.76,32.67,37.5,11.67,96.78,12.5,30,48.33,241.67,93,95,47,32.66,30,12.5,23.04,1.26,16.35,0,0,0,165.78,132.48,0,0,26.99,0,100.01,6.72,57.28,23.04,17.25,26.24,32.94,4.5,17.28,5.76,17.25,1.23,23.04,1.25,26.99,7

48,11:45-12:00,48,196,84,32.67,155.76,32.67,37.99,11.67,96.79,12.67,30,48.33,241.67,93,96,47,32.66,30,12.67,23.04,1.26,16.35,0,0,0,165.78,132.48,0,0,26.99,0,100.01,6.72,57.28,23.04,17.25,26.24,32.94,4.5,17.28,5.76,17.25,1.23,23.04,1.25,26.99,7

49,12:00-12:15,48,196,84,32.67,155.76,32.67,32.51,9,94.33,10.83,30,47.17,235.83,93,97,47,32.66,30,10.83,23.04,1.26,16.35,0,0,0,165.78,132.48,0,0,26.99,0,100.01,6.72,57.28,23.04,17.25,26.24,32.94,4.41,17.28,5.76,17.25,1.23,23.04,1.25,26.99,7

50,12:15-12:30,48,196,84,32.07,155.76,32.07,33,9.33,94.33,11,30.34,47.17,235.83,93,97,47,32.06,30.33,11,23.04,1.26,16.35,0,0,0,165.78,132.48,0,0,26.99,0,100.01,6.72,57.28,23.04,17.25,26.24,32.94,4.41,17.28,5.76,17.25,1.23,23.04,1.25,26.99,7

51,12:30-12:45,47,196,84,31.9,155.76,31.9,34.01,9.67,94.33,11.33,33.34,47.17,235.83,93,97,47,31.9,33.33,11.33,23.04,1.26,16.35,0,0,0,165.78,132.48,0,0,26.99,0,100.01,6.72,57.28,23.04,17.25,25.74,35.01,4.41,17.28,5.76,17.25,1.23,23.04,1.32,26.99,7

52,12:45-13:00,47,196,84,31.57,155.76,31.57,36,10,94.33,12,34,47.17,235.83,93,97,47,31.56,34,12,23.04,1.26,16.35,0,0,0,165.78,132.48,0,0,26.99,0,100.01,6.72,57.28,23.04,17.25,25.74,35.01,4.41,17.28,5.76,17.25,1.23,23.04,1.32,26.99,7

53,13:00-13:15,47,196,84,31.57,155.76,31.57,55.01,10.33,94.33,18.33,36.66,47.17,235.83,97,97,48,31.56,36.67,18.33,23.04,1.31,16.35,0,0,0,134.4,132.48,0,0,26.99,0,52.8,6.72,45.12,23.04,17.25,25.74,35.01,4.41,17.28,5.76,17.25,1.31,23.04,1.32,26.99,7

54,13:15-13:30,47,196,84,31.57,155.76,31.57,55.99,10.67,94.33,18.67,38.34,47.17,235.83,97,97,48,31.56,38.33,18.67,23.04,1.31,16.35,0,0,0,134.4,132.48,0,0,26.99,0,52.8,6.72,45.12,23.04,17.25,25.74,35.01,4.41,17.28,5.76,17.25,1.31,23.04,1.32,26.99,7

55,13:30-13:45,48,196,84,31.57,155.76,31.57,82.5,23.33,94.33,27.5,38.66,47.17,235.83,97,97,48,31.56,38.67,27.5,23.04,1.31,16.35,0,0,0,134.4,132.48,0,0,26.99,0,52.8,6.72,45.12,23.04,17.25,25.74,35.01,4.41,17.28,5.76,17.25,1.31,23.04,1.32,26.99,7

56,13:45-14:00,48,196,84,31.57,147.87,31.57,81,24,94.33,27,41.34,47.17,235.83,97,97,48,31.56,41.33,27,23.04,1.31,16.35,0,0,0,134.4,132.48,0,0,26.99,0,52.8,6.72,45.12,23.04,17.25,25.74,35.01,4.41,17.28,5.76,17.25,1.31,23.04,1.32,26.99,7

57,14:00-14:15,48,196,84,31.57,145.34,31.57,79.01,28.33,94.33,26.33,43.34,47.17,235.83,93,97,47,31.56,43.33,26.33,23.04,1.35,16.07,0,0,0,134.4,132.48,0,0,26.99,0,52.8,6.72,45.12,23.04,16.96,25.74,35.01,4.41,17.28,5.76,16.96,1.31,23.04,1.32,26.99,7

58,14:15-14:30,47,196,84,31.57,141.16,31.57,76.99,28.33,94.33,25.67,45,47.17,235.83,92,96,46,31.56,45,25.67,23.04,1.35,15.55,0,0,0,165.78,132.48,0,0,26.99,0,52.8,6.72,57.28,23.04,16.41,27.25,35.01,4.41,17.28,5.76,16.41,1.31,23.04,1.32,26.99,7

59,14:30-14:45,45,196,84,31.57,135.9,31.57,76.01,29,94.33,25.33,46.66,47.17,235.83,90,92,45,31.56,46.67,25.33,23.04,1.35,15,0,0,0,165.78,132.48,0,0,26.99,0,52.8,6.72,57.28,23.04,15.82,27.25,35.01,4.41,17.28,5.76,15.82,1.31,23.04,1.32,26.99,7

60,14:45-15:00,44,196,84,31.57,130.45,31.57,75,29.33,94.25,25,49,46.86,234.28,85,89,43,31.56,49,25,23.04,1.35,14.36,0,0,0,165.78,132.48,0,0,26.99,0,52.8,6.72,57.28,23.04,15.16,27.75,35.01,4.41,17.28,5.76,15.16,1.31,23.04,1.32,26.99,7

61,15:00-15:15,40,182,78,32.07,123.63,32.07,79.99,33.33,90.25,26.67,56.66,45.36,226.78,83,87,42,32.06,56.67,26.67,23.04,1.35,13.57,0,0,0,165.78,132.48,0,0,26.99,0,81.6,6.72,57.28,23.04,14.32,28.76,35.01,4.32,17.28,5.76,14.32,1.38,23.04,1.32,26.99,7

62,15:15-15:30,38,175,75,32.07,116.24,32.07,80.51,33.33,84.85,26.83,57.66,43.33,216.67,77,81,38,32.06,57.67,26.83,23.04,1.35,12.83,0,0,0,165.78,132.48,0,0,26.99,0,100.01,6.72,57.28,23.04,13.54,28.76,35.01,4.32,17.28,5.76,13.54,1.38,23.04,1.32,26.99,7

63,15:30-15:45,35,161,69,32.07,108.35,32.07,81,33.33,78.92,27,61.66,40.49,202.47,73,75,37,32.06,61.67,27,23.04,1.35,11.88,0,0,0,165.78,132.48,0,0,26.99,0,100.01,6.72,57.28,23.04,12.54,28.76,32.94,4.32,17.28,5.76,12.54,1.38,23.04,1.32,26.99,7

64,15:45-16:00,32,147,63,32.07,99.3,32.07,79.99,32.67,73.22,26.67,62,37.15,185.74,67,70,33,32.06,62,26.67,23.04,1.35,10.87,0,0,0,165.78,132.48,0,0,26.99,0,100.01,6.72,57.28,23.04,11.46,28.76,32.94,4.32,17.28,5.76,11.46,1.38,23.04,1.32,26.99,7

65,16:00-16:15,28,133,57,32.07,89.56,32.07,79.01,28.67,66.73,26.33,62.66,33.65,168.23,60,58,30,32.06,62.67,26.33,23.04,1.39,9.81,0,0,0,165.78,132.48,0,0,26.99,0,100.01,6.72,57.28,23.04,10.35,28.76,32.94,4.22,17.28,5.76,10.35,1.38,23.04,1.32,26.99,7

66,16:15-16:30,25,119,51,32.07,79.63,32.07,77.51,28.33,60.07,25.83,62,30.07,150.34,53,52,27,32.06,62,25.83,23.04,1.39,8.61,0,0,0,200.04,132.48,0,0,26.99,0,100.01,6.72,67.76,23.04,9.08,29.77,32.94,4.22,17.28,5.76,9.08,1.38,23.04,1.32,26.99,7

67,16:30-16:45,21,105,45,32.67,68.63,32.67,76.01,28.33,52.37,25.33,61.34,26.27,131.34,47,44,23,32.66,61.33,25.33,23.04,1.39,7.37,0,0,0,259.78,132.48,0,0,26.99,0,100.01,6.72,86.59,23.04,7.77,29.77,32.94,4.22,17.28,5.76,7.77,1.31,23.04,1.32,26.99,11

68,16:45-17:00,16,88,37,32.67,56.95,32.67,73.5,28.33,45.19,24.5,61,22.68,113.42,38,36,19,32.66,61,24.5,23.04,1.39,6.03,0,0,0,259.78,132.48,0,0,26.99,0,100.01,6.72,86.59,23.04,6.36,30.28,57.59,4.22,17.28,5.76,6.36,1.31,23.04,1.32,26.99,10.8

69,17:00-17:15,12,74,31,32.67,45.85,32.67,70.5,28.33,36.01,23.5,60.34,18.04,90.17,30,29,15,32.66,60.33,23.5,36.48,1.39,4.54,0,0,0,225.52,132.48,0,100,26.99,0,100.01,6.72,76.12,36.48,4.78,30.79,32.94,4.68,17.28,5.76,4.78,1.31,36.48,1.32,26.99,10.4

70,17:15-17:30,8,56,24,27.97,34.36,32.13,67.5,28.33,29.32,22.5,60,14.72,73.58,23,21,12,18,60,22.5,36.48,1.39,3.24,0,0,0,225.52,132.48,0,100,26.99,0,100.01,6.72,76.12,36.48,3.42,31.29,32.94,4.68,17.28,5.76,3.42,1.31,36.48,1.32,26.99,10

71,17:30-17:45,5,39,16,17.71,23.66,19.11,64.99,28,22.39,21.67,59.34,11.37,56.87,15,18,7,8,59.33,21.67,36.48,1.39,2.39,0,0,0,225.52,132.48,0,100,26.99,0,100.01,6.72,76.12,36.48,2.52,31.29,32.94,4.68,17.28,5.76,2.52,1.31,36.48,1.32,26.99,9.6

72,17:45-18:00,3,21,9,7.89,14.8,8.01,62.51,28,16.13,20.83,58,8.13,40.67,9,12,5,1,58,20.83,36.48,1.39,1.65,0,0,0,225.52,132.48,0,100,26.99,0,100.01,6.72,76.12,36.48,1.75,31.29,32.94,4.68,17.28,5.76,1.75,1.31,36.48,1.32,26.99,9.2

73,18:00-18:15,1,7,3,0,8.27,0,60,31,11.93,20,57.34,4.91,24.57,5,8,3,0,57.33,20,36.48,1.39,1.06,0,100,0,259.78,132.48,0,100,26.99,0,100.01,6.72,86.59,36.48,1.12,31.29,57.59,4.68,17.28,5.76,1.12,1.15,36.48,1.32,26.99,9

74,18:15-18:30,1,4,1,0,4.28,0,60,30.67,7.17,20,57,2.54,12.72,3,5,1,0,57,20,36.48,1.39,0.59,0,100,0,259.78,132.48,0,100,12.98,0,100.01,6.72,86.59,36.48,0.63,31.29,57.59,4.68,17.28,5.76,0.63,1.15,36.48,1.32,32,8.4

