Block,Time,KHSTPP-I,RIHAND2,SEWA2,UNCHAHAR4,AURY_RF,DADRI_RF,BRBCL,KKNP,KOLDAM,KUDGI,TALST2,URI2,ANTA_LF,CHAMERA1,DHAULIGNGA,KOTESHWR,NLCIIST1,RAPPC,RSTPSU7,SIMHST2,TANDA2,ANTA_GF,ANTA_RF,CHAMERA2,KGSU3AND4,NLCIIST2,NLCTS2EXP,NTPL,RAMPUR,RSTPSU1TO6,SASAN,FSTPP I & II,JHAJJAR,KHSTPP-II,KISHANGANGA,MAPS,NAPP,NNTPP,RIHAND1,SINGRAULI_HYDRO,AURY_CRF,DADRI_CRF,DADRI_GF,BSIUL,CHAMERA3,KKNPPU2,RAPPB,RIHAND3,SALAL,TEHRI,TelanganaSTPP,UNCHAHAR1,UNCHAHAR2,VALLURNTECL,ANTA_CRF,DADRI_LF,DULHASTI,NLCEXP,UNCHAHAR3,URI,AURY_LF,DADRT2,KGSU1AND2,NJPC,PARBATI3,SIMHST1,SINGRAULI,TALA,TANAKPUR,AURY_GF
14,03:15-03:30,45.22,118.75,0,0,0,5.48,20,0,0,0,0,4.44,0,0,0,8.88,0,53.55,0,0,0,0,0,0,0,0,0,0,0,0,418.77,18.2,654.3,148.3,0,0,43.57,0,92,0,71.13,41.1,0,0,0,0,0,124.32,1.4,0,0,20.56,42.39,0,45.05,23.57,16.48,0,26.39,1.33,0,683.14,0,0,0,0,125.96,0,2.05,0

15,03:30-03:45,45.22,118.75,0,0,0,5.48,20,0,0,0,0,4.44,0,0,0,8.88,0,53.55,0,0,0,0,0,0,0,0,0,0,0,0,418.77,18.2,654.3,148.3,0,0,43.57,0,92,0,71.13,41.1,0,0,0,0,0,124.32,1.4,0,0,20.56,42.39,0,45.05,23.57,16.48,0,26.39,1.33,0,683.14,0,0,0,0,125.96,0,7.81,0

16,03:45-04:00,45.22,118.75,0,0,0,5.48,20,0,0,0,0,4.44,0,0,0,8.88,0,53.55,0,0,0,0,0,0,0,0,0,0,0,0,418.77,18.2,654.3,148.3,0,0,43.57,0,92,0,71.13,41.1,0,0,0,0,0,124.32,1.4,0,0,20.56,42.39,0,45.05,23.57,16.48,0,26.39,1.33,0,683.14,0,0,0,0,125.96,0,7.81,0

17,04:00-04:15,45.22,118.75,0,0,0,5.48,20,0,0,0,0,4.44,0,0,0,8.88,0,53.55,0,0,0,0,0,0,0,0,0,0,0,0,418.77,18.2,654.3,148.3,0,0,43.57,0,92,0,71.13,41.1,0,0,0,0,0,124.32,1.4,0,0,20.56,42.39,0,45.05,23.57,16.48,0,26.39,1.33,0,683.14,0,0,0,0,125.96,0,7.81,0

18,04:15-04:30,45.22,118.75,0,0,0,5.48,20,0,0,0,0,4.44,0,0,0,8.88,0,53.55,0,0,0,0,0,0,0,0,0,0,0,0,418.77,18.2,654.3,148.3,0,0,43.57,0,92,0,71.13,41.1,0,0,0,0,0,124.32,1.4,0,0,20.56,42.39,0,45.05,23.57,16.48,0,26.39,1.33,0,683.14,0,0,0,0,125.96,0,7.81,0

19,04:30-04:45,45.22,118.75,0,0,0,5.48,20,0,0,0,0,4.31,0,0,0,8.88,0,53.55,0,0,0,0,0,0,0,0,0,0,0,0,418.77,18.2,654.3,148.3,0,0,43.57,0,92,0,71.13,41.1,0,0,0,0,0,124.32,1.4,0,0,20.56,42.39,0,45.25,23.57,16.48,0,26.39,1.33,0,683.14,0,0,0,0,125.96,0,2.56,0

20,04:45-05:00,45.22,118.75,0,0,0,5.48,20,0,0,0,0,4.31,0,0,0,8.88,0,53.55,0,0,0,0,0,0,0,0,0,0,0,0,418.77,18.2,654.3,148.3,0,0,43.57,0,92,0,71.13,41.1,0,0,0,0,0,124.32,1.4,0,0,20.56,42.39,0,45.25,23.57,16.48,0,26.39,1.33,0,683.14,0,0,0,0,125.96,0,2.56,0

21,05:00-05:15,45.22,118.75,0,0,0,5.48,20,0,0,0,0,4.31,0,0,0,8.88,0,53.55,0,0,0,0,0,0,0,0,0,0,0,0,418.77,18.2,654.3,148.3,0,0,43.57,0,92,0,71.13,41.1,0,0,0,0,0,124.32,9.29,0,0,20.56,42.39,0,45.25,23.57,16.48,0,26.39,1.33,0,683.14,0,0,0,0,125.96,0,2.56,0

22,05:15-05:30,45.22,118.75,0,0,0,5.48,20,0,0,0,0,4.31,0,0,0,8.88,0,53.55,0,0,0,0,0,0,0,0,0,0,0,0,418.77,18.2,654.3,148.3,0,0,43.57,0,92,0,71.13,41.1,0,0,0,0,0,124.32,55.77,0,0,20.56,42.39,0,45.25,23.57,16.48,0,26.39,1.33,0,683.14,0,0,0,0,125.96,0,2.56,0

23,05:30-05:45,45.22,118.75,0,0,0,5.48,20,0,0,0,0,4.31,0,0,0,8.88,0,53.55,0,0,0,0,0,0,0,0,0,0,0,0,418.77,18.2,654.3,148.3,0,0,43.57,0,92,0,71.13,41.1,0,0,0,0,0,124.32,55.77,15.56,0,20.56,42.39,0,45.25,23.57,16.48,0,26.39,1.33,0,683.14,0,21.78,0,0,125.96,0,3.2,0

24,05:45-06:00,45.22,118.75,0,0,0,5.48,20,0,0,0,0,4.31,0,0,0,8.88,0,53.55,0,0,0,0,0,0,0,0,0,0,0,0,418.77,18.2,654.3,148.3,0,0,43.57,0,92,0,71.13,41.1,0,0,0,0,0,124.32,55.77,15.56,0,20.56,42.39,0,45.05,23.57,16.48,0,26.39,1.33,0,683.14,0,46.79,0,0,125.96,0,3.2,0

25,06:00-06:15,45.22,118.75,0,0,0,5.48,20,0,0,0,0,4.31,0,0,0,17.75,0,53.55,0,0,0,0,0,2,0,0,0,0,0,0,418.77,18.2,654.3,148.3,0,0,43.57,0,92,0,71.13,41.1,0,0,0,0,0,124.32,55.77,31.12,0,20.56,42.39,0,45.25,23.57,16.48,0,26.39,1.33,0,683.14,0,70.17,3.82,0,125.96,0,3.2,0

26,06:15-06:30,45.22,118.75,0,0,0,5.48,20,0,0,0,0,18.83,0,0,8.06,26.63,0,53.55,0,0,0,0,0,4,0,0,0,0,0,0,418.77,18.2,654.3,148.3,0,0,43.57,0,92,0,71.13,41.1,0,0,6.37,0,0,124.32,41.83,46.68,0,20.56,42.39,0,45.25,23.57,32.95,0,26.39,1.33,0,683.14,0,93.56,16.55,0,125.96,0,3.2,0

27,06:30-06:45,45.22,118.75,5.27,0,0,5.48,20,0,0,0,0,18.83,0,14.05,15.98,39.83,0,53.55,0,0,0,0,0,39.51,0,0,0,0,0,0,418.77,18.2,654.3,148.3,0,0,43.57,0,92,0,71.13,41.1,0,6.52,29.07,0,0,124.32,41.83,62.24,0,20.56,42.39,0,45.25,23.57,32.95,0,26.39,1.33,0,683.14,0,113.64,16.55,0,125.96,0,3.2,0

28,06:45-07:00,45.22,118.75,5.27,0,0,5.48,20,0,0,0,0,18.83,0,14.05,15.98,39.83,0,53.55,0,0,0,0,0,39.51,0,0,0,0,0,0,418.77,18.2,654.3,148.3,0,0,43.57,0,92,0,71.13,41.1,0,6.52,29.07,0,0,124.32,9.29,62.24,0,20.56,42.39,0,45.47,23.57,32.95,0,26.39,3.31,0,683.14,0,140.35,16.55,0,125.96,0,3.2,0

29,07:00-07:15,45.22,118.75,5.27,0,0,5.48,20,0,0,0,0,18.83,0,14.05,34.61,39.83,0,53.55,0,0,0,0,0,39.51,0,0,0,0,0,0,418.77,18.2,654.3,148.3,0,0,43.57,0,92,0,71.13,41.1,0,6.52,29.07,0,0,124.32,1.4,62.24,0,20.56,42.39,0,45.47,23.57,32.95,0,26.39,26.49,0,683.14,0,140.35,16.55,0,125.96,0,3.2,0

30,07:15-07:30,45.22,118.75,5.27,0,0,5.48,20,0,0,0,0,18.83,0,14.05,36.55,39.83,0,53.55,0,0,0,0,0,39.51,0,0,0,0,0,0,418.77,18.2,654.3,148.3,0,0,43.57,0,92,0,71.13,41.1,0,6.52,29.07,0,0,124.32,1.4,62.24,0,20.56,42.39,0,45.47,23.57,32.95,0,26.39,26.49,0,682.79,0,140.35,16.55,0,125.96,0,3.2,0

31,07:30-07:45,45.22,118.75,5.27,0,0,5.48,20,0,0,0,0,18.83,0,14.05,36.55,39.83,0,53.55,0,0,0,0,0,39.51,0,0,0,0,0,0,418.77,18.2,654.3,148.3,0,0,43.57,0,92,0,71.13,41.1,0,0,29.07,0,0,124.32,1.4,62.24,0,20.56,42.39,0,45.47,23.57,32.95,0,26.39,26.49,0,682.79,0,140.35,16.55,0,125.96,0,3.2,0

32,07:45-08:00,45.22,118.75,5.27,0,0,5.48,20,0,0,0,0,4.31,0,14.05,36.55,39.83,0,53.55,0,0,0,0,0,39.51,0,0,0,0,0,0,418.77,18.2,654.3,148.3,0,0,43.57,0,92,0,71.13,41.1,0,0,29.07,0,0,124.32,1.4,62.24,0,20.56,42.39,0,45.67,23.57,32.95,0,26.39,3.31,0,682.79,0,140.35,3.56,0,125.96,0,3.2,0

33,08:00-08:15,45.22,118.75,0,0,0,5.48,20,0,0,0,0,4.31,0,14.05,36.55,26.63,0,53.55,0,0,0,0,0,3.33,0,0,0,0,0,0,418.77,18.2,654.3,148.3,0,0,43.57,0,92,0,71.13,41.1,0,0,5.22,0,0,124.32,1.4,62.24,0,20.56,42.39,0,45.67,23.57,32.95,0,26.39,1.66,0,682.79,0,94.7,0,0,125.96,0,3.2,0

34,08:15-08:30,45.22,118.75,0,0,0,5.48,20,0,0,0,0,4.31,0,13.99,15.98,26.63,0,53.55,0,0,0,0,0,0,0,0,0,0,0,0,418.77,18.2,654.3,148.3,0,0,43.57,0,92,0,71.13,41.1,0,0,0,0,0,124.32,1.4,62.24,0,20.56,42.39,0,45.47,23.57,32.95,0,26.39,1.66,0,682.79,0,75.76,0,0,125.96,0,3.2,0

35,08:30-08:45,45.22,118.75,0,0,0,5.48,20,0,0,0,0,4.31,0,13.99,8.06,26.63,0,53.55,0,0,0,0,0,0,0,0,0,0,0,0,418.77,18.2,654.3,148.3,0,0,43.57,0,92,0,71.13,41.1,0,0,0,0,0,124.32,1.4,62.24,0,20.56,42.39,0,45.25,23.57,32.95,0,26.39,1.66,0,682.79,0,63.36,0,0,125.96,0,3.2,0

36,08:45-09:00,45.22,118.75,0,0,0,5.48,20,0,0,0,0,4.31,0,0,0,17.75,0,53.55,0,0,0,0,0,0,0,0,0,0,0,0,418.77,18.2,654.3,148.3,0,0,43.57,0,92,0,71.13,41.1,0,0,0,0,0,124.32,1.4,62.24,0,20.56,42.39,0,45.05,23.57,32.95,0,26.39,2.32,0,682.79,0,41.67,0,0,125.96,0,3.2,0

37,09:00-09:15,45.22,118.75,0,0,0,5.48,20,0,0,0,0,4.31,0,0,0,17.75,0,53.55,0,0,0,0,0,0,0,0,0,0,0,0,418.77,18.2,624.8,148.3,0,0,43.57,0,92,0,71.13,41.1,0,0,0,0,0,124.32,1.4,62.24,0,20.56,42.39,0,44.83,23.57,32.95,0,26.39,26.49,0,682.79,0,22.72,0,0,125.96,0,3.2,0

38,09:15-09:30,45.22,118.75,0,0,0,5.48,20,0,0,0,0,4.31,0,0,0,8.88,0,53.55,0,0,0,0,0,0,0,0,0,0,0,0,418.77,18.2,624.8,148.3,0,0,43.57,0,92,0,71.13,41.1,0,0,0,0,0,124.32,1.4,62.24,0,20.56,42.39,0,44.83,23.57,32.95,0,26.39,26.49,0,682.79,0,22.72,0,0,125.96,0,3.2,0

39,09:30-09:45,45.22,118.75,0,0,0,5.48,20,0,0,0,0,4.31,0,0,0,8.88,0,53.55,0,0,0,0,0,0,0,0,0,0,0,0,418.77,18.2,624.8,148.3,0,0,43.57,0,92,0,71.13,41.1,0,0,0,0,0,124.32,1.4,62.24,0,20.56,42.39,0,44.63,23.57,32.95,0,26.39,26.49,0,682.79,0,22.72,0,0,125.96,0,3.2,0

40,09:45-10:00,45.22,118.75,0,0,0,5.48,20,0,0,0,0,4.31,0,0,0,8.88,0,53.55,0,0,0,0,0,0,0,0,0,0,0,0,418.77,18.2,624.8,148.3,0,0,43.57,0,92,0,71.13,41.1,0,0,0,0,0,124.32,1.4,62.24,0,20.56,42.39,0,44.41,23.57,32.95,0,26.39,3.31,0,682.79,0,22.72,0,0,125.96,0,3.2,0

41,10:00-10:15,45.22,118.75,0,0,0,5.48,20,0,0,0,0,4.31,0,0,0,8.88,0,53.55,0,0,0,0,0,0,0,0,0,0,0,0,418.77,18.2,624.8,148.3,0,0,43.57,0,92,0,71.13,41.1,0,0,0,0,0,124.32,1.4,62.24,0,20.56,42.39,0,44.31,23.57,16.48,0,26.39,1.11,0,682.79,0,0,0,0,125.96,0,3.2,0

42,10:15-10:30,45.22,118.75,0,0,0,5.48,20,0,0,0,0,4.31,0,0,0,8.88,0,53.55,0,0,0,0,0,0,0,0,0,0,0,0,418.77,18.2,624.8,148.3,0,0,43.57,0,92,0,71.13,41.1,0,0,0,0,0,124.32,1.4,62.24,0,20.56,42.39,0,44.31,23.57,0,0,26.39,1.11,0,682.79,0,0,0,0,125.96,0,3.2,0

43,10:30-10:45,45.22,118.75,0,0,0,5.48,20,0,0,0,0,4.31,0,0,0,8.88,0,53.55,0,0,0,0,0,0,0,0,0,0,0,0,418.77,18.2,574.8,148.3,0,0,43.57,0,92,0,71.13,41.1,0,0,0,0,0,124.32,1.4,49.21,0,20.56,42.39,0,44.1,23.57,0,0,26.39,1.11,0,682.78,0,0,0,0,125.96,0,3.2,0

44,10:45-11:00,45.22,118.75,0,0,0,5.48,20,0,0,0,0,4.31,0,0,0,8.88,0,53.55,0,0,0,0,0,0,0,0,0,0,0,0,418.77,18.2,574.8,148.3,0,0,43.57,0,92,0,71.13,41.1,0,0,0,0,0,124.32,1.4,33.65,0,20.56,42.39,0,43.89,23.57,0,0,26.39,1.11,0,682.78,0,0,0,0,125.96,0,3.2,0

45,11:00-11:15,45.22,118.75,0,0,0,5.48,20,0,0,0,0,4.31,0,0,0,8.88,0,53.55,0,0,0,0,0,0,0,0,0,0,0,0,418.77,18.2,558.7,148.3,0,0,43.57,0,92,0,71.13,41.1,0,0,0,0,0,124.32,1.4,16.82,0,20.56,42.39,0,43.68,23.57,0,0,26.39,1.11,0,682.78,0,0,0,0,125.96,0,3.72,0

46,11:15-11:30,45.22,118.75,0,0,0,5.48,20,0,0,0,0,4.31,0,0,0,8.88,0,53.55,0,0,0,0,0,0,0,0,0,0,0,0,418.77,18.2,654.3,148.3,0,0,43.57,0,92,0,70.59,41.1,0,0,0,0,0,124.32,1.4,15.56,0,20.56,42.39,0,43.68,23.57,0,0,26.39,1.11,0,683.14,0,0,0,0,125.96,0,3.72,0

47,11:30-11:45,45.22,118.75,0,0,0,5.48,20,0,0,0,0,4.31,0,0,0,8.88,0,53.55,0,0,0,0,0,0,0,0,0,0,0,0,418.77,17.1,654.3,148.3,0,0,43.57,0,92,0,70.59,41.1,0,0,0,0,0,124.32,1.4,0,0,20.56,42.39,0,43.47,23.57,0,0,26.39,1.11,0,683.14,0,0,0,0,125.96,0,3.72,0

48,11:45-12:00,45.22,118.75,0,0,0,5.48,20,0,0,0,0,4.31,0,0,0,8.88,0,53.55,0,0,0,0,0,0,0,0,0,0,0,0,418.77,17.1,654.3,148.3,0,0,43.57,0,92,0,70.59,41.1,0,0,0,0,0,124.32,1.4,0,0,20.56,42.39,0,43.47,23.57,0,0,26.39,1.11,0,683.14,0,0,0,0,125.96,0,3.72,0

49,12:00-12:15,45.22,118.75,0,0,0,5.48,20,0,0,0,0,4.31,0,0,0,8.88,0,53.55,0,0,0,0,0,0,0,0,0,0,0,0,418.77,17.1,654.3,148.3,0,0,43.57,0,92,0,70.59,41.1,0,0,0,0,0,124.32,1.4,0,0,20.56,42.39,0,43.36,23.57,0,0,26.39,1.11,0,683.14,0,0,0,0,125.96,0,3.72,0

50,12:15-12:30,45.22,118.75,0,0,0,5.48,20,0,0,0,0,4.31,0,0,0,8.88,0,53.55,0,0,0,0,0,0,0,0,0,0,0,0,418.77,17.1,654.3,148.3,0,0,43.57,0,92,0,70.59,41.1,0,0,0,0,0,124.32,1.4,0,0,20.56,42.39,0,43.16,23.57,0,0,26.39,1.11,0,683.14,0,0,0,0,125.96,0,3.72,0

51,12:30-12:45,45.22,118.75,0,0,0,5.48,20,0,0,0,0,4.31,0,0,0,8.88,0,53.55,0,0,0,0,0,0,0,0,0,0,0,0,418.77,17.1,654.3,148.3,0,0,43.57,0,92,0,70.59,41.1,0,0,0,0,0,124.32,1.4,0,0,20.56,42.39,0,43.16,23.57,0,0,26.39,1.11,0,683.14,0,0,0,0,125.96,0,1.66,0

52,12:45-13:00,45.22,118.75,0,0,0,5.48,20,0,0,0,0,4.31,0,0,0,8.88,0,53.55,0,0,0,0,0,0,0,0,0,0,0,0,418.77,17.1,654.3,148.3,0,0,43.57,0,92,0,70.59,41.1,0,0,0,0,0,124.32,1.4,0,0,20.56,42.39,0,42.94,23.57,0,0,26.39,1.11,0,683.14,0,0,0,0,125.96,0,1.66,0

53,13:00-13:15,45.22,118.75,0,0,0,5.48,20,0,0,0,0,4.31,0,0,0,8.88,0,53.55,0,0,0,0,0,0,0,0,0,0,0,0,418.77,17.1,654.3,148.3,0,0,43.57,0,92,0,70.59,41.1,0,0,0,0,0,124.32,1.4,0,0,20.56,42.39,0,42.94,23.57,0,0,26.39,1.11,0,683.14,0,0,0,0,125.96,0,1.66,0

54,13:15-13:30,45.22,118.75,0,0,0,5.48,20,0,0,0,0,4.31,0,0,0,8.88,0,53.55,0,0,0,0,0,0,0,0,0,0,0,0,418.77,17.1,654.3,148.3,0,0,43.57,0,92,0,70.59,41.1,0,0,0,0,0,124.32,1.4,0,0,20.56,42.39,0,42.94,23.57,0,0,26.39,1.11,0,683.14,0,0,0,0,125.96,0,1.66,0

55,13:30-13:45,45.22,118.75,0,0,0,5.48,20,0,0,0,0,4.31,0,0,0,8.88,0,53.55,0,0,0,0,0,0,0,0,0,0,0,0,418.77,17.1,654.3,148.3,0,0,43.57,0,92,0,70.59,41.1,0,0,0,0,0,124.32,1.4,0,0,20.56,42.39,0,42.94,23.57,0,0,26.39,1.11,0,683.14,0,0,0,0,125.96,0,1.66,0

56,13:45-14:00,45.22,118.75,0,0,0,5.48,20,0,0,0,0,4.31,0,0,0,8.88,0,53.55,0,0,0,0,0,0,0,0,0,0,0,0,418.77,17.1,654.3,148.3,0,0,43.57,0,92,0,70.59,41.1,0,0,0,0,0,124.32,1.4,0,0,20.56,42.39,0,42.74,23.57,0,0,26.39,1.11,0,683.14,0,0,0,0,125.96,0,1.66,0

57,14:00-14:15,45.22,118.75,0,0,0,5.48,20,0,0,0,0,4.31,0,0,0,8.88,0,53.55,0,0,0,0,0,0,0,0,0,0,0,0,418.77,17.1,654.3,148.3,0,0,43.57,0,92,0,70.59,41.1,0,0,0,0,0,124.32,1.4,0,0,20.56,42.39,0,42.94,23.57,0,0,26.39,1.11,0,683.14,0,0,0,0,125.96,0,1.66,0

58,14:15-14:30,45.22,118.75,0,0,0,5.48,20,0,0,0,0,4.31,0,0,0,8.88,0,53.55,0,0,0,0,0,0,0,0,0,0,0,0,418.77,17.1,654.3,148.3,0,0,43.57,0,92,0,70.59,41.1,0,0,0,0,0,124.32,1.4,0,0,20.56,42.39,0,42.74,23.57,0,0,26.39,1.11,0,683.14,0,0,0,0,125.96,0,1.66,0

59,14:30-14:45,45.22,118.75,0,0,0,5.48,20,0,0,0,0,4.31,0,0,0,8.88,0,53.55,0,0,0,0,0,0,0,0,0,0,0,0,418.77,17.1,654.3,148.3,0,0,43.57,0,92,0,70.59,41.1,0,0,0,0,0,124.32,1.4,0,0,20.56,42.39,0,42.74,23.57,0,0,26.39,1.11,0,683.14,0,0,0,0,125.96,0,1.66,0

60,14:45-15:00,45.22,118.75,0,0,0,5.48,20,0,0,0,0,4.31,0,0,0,8.88,0,53.55,0,0,0,0,0,0,0,0,0,0,0,0,418.77,17.1,654.3,148.3,0,0,43.57,0,92,0,70.59,41.1,0,0,0,0,0,124.32,1.4,0,0,20.56,42.39,0,42.74,23.57,0,0,26.39,1.11,0,683.14,0,0,0,0,125.96,0,1.66,0

61,15:00-15:15,45.22,118.75,0,0,0,5.48,20,0,0,0,0,4.31,0,0,0,8.88,0,53.55,0,0,0,0,0,0,0,0,0,0,0,0,418.77,17.1,654.3,148.3,0,0,43.57,0,92,0,70.59,41.1,0,0,0,0,0,124.32,1.4,0,0,20.56,42.39,0,42.74,23.57,0,0,26.39,1.11,0,683.14,0,0,0,0,125.96,0,1.15,0

62,15:15-15:30,45.22,118.75,0,0,0,5.48,20,0,0,0,0,4.31,0,0,0,8.88,0,53.55,0,0,0,0,0,0,0,0,0,0,0,0,418.77,17.1,654.3,148.3,0,0,43.57,0,92,0,70.59,41.1,0,0,0,0,0,124.32,1.4,0,0,20.56,42.39,0,42.74,23.57,0,0,26.39,1.11,0,683.14,0,0,0,0,125.96,0,1.15,0

63,15:30-15:45,45.22,118.75,0,0,0,5.48,20,0,0,0,0,4.31,0,0,0,8.88,0,53.55,0,0,0,0,0,0,0,0,0,0,0,0,418.77,17.1,654.3,148.3,0,0,43.57,0,92,0,70.59,41.1,0,0,0,0,0,124.32,1.4,15.56,0,20.56,42.39,0,42.74,23.57,0,0,26.39,1.11,0,683.14,0,0,0,0,125.96,0,1.15,0

