Column1,Block,WR/2024/25054/A/45104,NR/2024/24097/A/44933,GNA/WR/2024/11/01/4200,NR/30092023/26122029/SH-06,NR/2024/24088/A/44930,GNA/WR/2024/10/15/7089,NR/2024/24051/A/44924,NR/2024/24052/A/44925,GNA/NR/2024/12/01/2197,GNA/SR/2024/12/01/6968,NR/2024/23952/A/44938,NR/2024/24191/C,NR/2024/24060/A/45126,NR/2024/24146/A/44937,GNA/NR/2024/12/01/1599,GNA/NR/2024/12/01/7739,GNA/NR/2024/12/01/1766,GNA/NR/2024/12/01/1899,NR/30092023/31122025/SH-07,GNA/NR/2024/12/01/1475,GNA/NR/2024/12/01/3428,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/2024/24193/C,NR/2024/24071/A/44926,NR/2024/24192/C,Total
3,00:30-00:45,0,7.69,0,0,0.96,0,0,2.89,25.97,150,0.43,0,17.31,5.77,95.13,31.71,25.97,8.66,0,25.97,8.66,1.92,0,0,0,409.03999999999996

4,00:45-01:00,0,7.69,0,0,0.96,0,0,2.89,25.97,150,0.43,0,17.31,5.77,95.13,31.71,25.97,8.66,0,25.97,8.66,1.92,0,0,0,409.03999999999996

5,01:00-01:15,0,7.69,0,0,0.96,0,0,2.89,25.97,150,0.38,0,17.31,5.77,95.13,31.71,25.97,8.66,0,25.97,8.66,1.92,0,0,0,408.99

6,01:15-01:30,0,7.69,0,0,0.96,0,0,2.89,25.97,150,0.38,0,17.31,5.77,95.13,31.71,25.97,8.66,0,25.97,8.66,1.92,0,0,0,408.99

7,01:30-01:45,0,7.69,0,0,0.96,0,0,2.89,25.97,150,0.38,0,17.31,5.77,95.13,31.71,25.97,8.66,0,25.97,8.66,1.92,0,0,0,408.99

8,01:45-02:00,0,7.69,0,0,0.96,0,0,2.89,25.97,150,0.38,0,17.31,5.77,95.13,31.71,25.97,8.66,0,25.97,8.66,1.92,0,0,0,408.99

9,02:00-02:15,0,7.69,0,0,0.96,0,0,2.89,25.97,150,0.38,0,17.31,5.77,95.13,31.71,25.97,8.66,0,25.97,8.66,1.92,0,0,0,408.99

10,02:15-02:30,0,7.69,0,0,0.96,0,0,2.89,25.97,150,0.38,0,17.31,5.77,95.13,31.71,25.97,8.66,0,25.97,8.66,1.92,0,0,0,408.99

11,02:30-02:45,0,7.69,0,0,0.96,0,0,2.89,25.97,150,0.38,0,17.31,5.77,95.13,31.71,25.97,8.66,0,25.97,8.66,1.92,0,0,0,408.99

12,02:45-03:00,0,7.69,0,0,0.96,0,0,2.89,25.97,150,0.38,0,17.31,5.77,95.13,31.71,25.97,8.66,0,25.97,8.66,1.92,0,0,0,408.99

13,03:00-03:15,0,7.69,0,0,0.96,0,0,2.89,25.97,150,0.34,0,17.31,5.77,95.13,31.71,25.97,8.66,0,25.97,8.66,1.92,0,0,0,408.95000000000005

14,03:15-03:30,0,7.69,0,0,0.96,0,0,2.89,25.97,150,0.34,0,17.31,5.77,95.13,31.71,25.97,8.66,0,25.97,8.66,1.92,0,0,0,408.95000000000005

15,03:30-03:45,0,7.69,0,0,0.96,0,0,2.89,25.97,150,0.34,0,17.31,5.77,95.13,31.71,25.97,8.66,0,25.97,8.66,1.92,0,0,0,408.95000000000005

16,03:45-04:00,0,7.69,0,0,0.96,0,0,2.89,25.97,150,0.34,0,17.31,5.77,95.13,31.71,25.97,8.66,0,25.97,8.66,1.92,0,0,0,408.95000000000005

17,04:00-04:15,0,7.69,0,0,0.96,0,0,2.89,25.97,150,0.43,0,17.31,5.77,95.13,31.71,25.97,8.66,0,25.97,8.66,1.92,0,0,0,409.03999999999996

18,04:15-04:30,0,7.69,0,0,0.96,0,0,2.89,25.97,150,0.43,0,17.31,5.77,95.13,31.71,25.97,8.66,0,25.97,8.66,1.92,0,0,0,409.03999999999996

19,04:30-04:45,0,7.69,0,0,0.96,0,0,2.89,25.97,150,0.43,0,17.31,5.77,95.13,31.71,25.97,8.66,0,25.97,8.66,1.92,0,0,0,409.03999999999996

20,04:45-05:00,0,7.69,0,0,0.96,0,0,2.89,25.97,150,0.43,0,17.31,5.77,95.13,31.71,25.97,8.66,0,25.97,8.66,1.92,0,0,0,409.03999999999996

21,05:00-05:15,0,7.69,0,0,4.81,0,0,2.89,25.97,150,0.43,0,17.31,5.77,95.13,31.71,25.97,8.66,0,25.97,8.66,1.92,0,0,0,412.89

22,05:15-05:30,0,7.69,0,0,4.81,0,0,2.89,25.97,150,0.43,0,17.31,5.77,95.13,31.71,25.97,8.66,0,25.97,8.66,1.92,0,0,0,412.89

23,05:30-05:45,0,14.43,0,0,4.81,0,2.89,2.89,25.97,150,0.43,0,17.31,5.77,95.13,31.71,25.97,8.66,0,25.97,8.66,1.92,0,0,0,422.52

24,05:45-06:00,0,14.43,0,0,4.81,0,2.89,2.89,25.97,150,0.43,0,17.31,5.77,95.13,31.71,25.97,8.66,0,25.97,8.66,1.92,0,0,0,422.52

25,06:00-06:15,0,14.43,0,0,4.81,0,2.89,2.89,28.85,150,0.43,0,17.31,5.77,0,0,28.85,8.66,0,28.85,8.66,1.92,0,0,0,304.3200000000001

26,06:15-06:30,0,14.43,0,0,4.81,0,2.89,2.89,28.85,150,0.43,0,17.31,5.77,0,0,28.85,8.66,0,28.85,8.66,1.92,0,0,0,304.3200000000001

27,06:30-06:45,0,14.43,0,0,4.81,0,2.89,2.89,31.74,150,0.43,0,17.31,5.77,0,0,31.74,8.66,0,31.74,8.66,1.92,0,0,0,312.99000000000007

28,06:45-07:00,0,14.43,0,0,4.81,0,2.89,2.89,31.74,150,0.43,0,17.31,5.77,0,0,31.74,8.66,0,31.74,8.66,1.92,0,0,0,312.99000000000007

29,07:00-07:15,0,14.43,0,0,4.81,0,2.89,2.89,31.74,150,0.53,0,28.85,5.77,0,0,31.74,8.66,0,31.74,8.66,1.92,0,0,0,324.63000000000005

30,07:15-07:30,0,14.43,0,0,4.81,0,2.89,2.89,31.74,150,0.53,0,28.85,5.77,0,0,31.74,8.66,0,31.74,8.66,1.92,0,0,0,324.63000000000005

31,07:30-07:45,0,14.43,0,0,4.81,0,2.89,2.89,34.62,150,0.53,0,28.85,5.77,0,0,34.62,8.66,0,34.62,8.66,1.92,0,0,0,333.27000000000004

32,07:45-08:00,0,14.43,0,0,4.81,0,2.89,2.89,34.62,150,0.53,0,28.85,5.77,0,0,34.62,8.66,0,34.62,8.66,1.92,0,0,0,333.27000000000004

33,08:00-08:15,0,14.43,0,0,4.81,0,2.89,2.89,36.54,150,0.82,0,28.85,5.77,0,0,36.54,11.54,0,36.54,11.54,1.84,0,0,0,345.00000000000006

34,08:15-08:30,0,14.43,0,0,4.81,0,2.89,2.89,36.54,150,0.82,0,28.85,5.77,0,0,36.54,11.54,0,36.54,11.54,1.84,0,0,0,345.00000000000006

35,08:30-08:45,0,7.69,0,0,4.81,0,0,2.89,36.54,150,0.82,0,28.85,5.77,0,0,36.54,11.54,0,36.54,11.54,1.84,0,0,0,335.37000000000006

36,08:45-09:00,0,7.69,0,0,4.81,0,0,2.89,36.54,150,0.82,0,28.85,5.77,0,0,36.54,11.54,0,36.54,11.54,1.84,0,0,0,335.37000000000006

37,09:00-09:15,0,7.69,0,0,4.81,0,0,2.89,28.85,150,0.82,0,28.85,5.77,0,0,28.85,8.66,0,28.85,8.66,1.92,26.06,3.85,19.81,356.34000000000015

38,09:15-09:30,0,7.69,0,0,4.81,0,0,2.89,28.85,150,0.82,0,28.85,5.77,0,0,28.85,8.66,0,28.85,8.66,1.92,30.39,3.85,22.5,363.3600000000001

39,09:30-09:45,0,7.69,0,0,4.81,0,0,2.89,28.85,150,0.82,0,28.85,5.77,0,0,28.85,8.66,0,28.85,8.66,1.92,25.77,3.85,22.12,358.3600000000001

40,09:45-10:00,0,7.69,0,0,4.81,0,0,2.89,28.85,150,0.82,0,28.85,5.77,0,0,28.85,8.66,0,28.85,8.66,1.92,25.87,3.85,22.12,358.46000000000015

41,10:00-10:15,0,7.69,0,0,4.81,0,0,2.89,28.85,150,0.82,0,28.85,5.77,0,0,28.85,8.66,0,28.85,8.66,1.92,25.97,4.81,22.12,359.52000000000015

42,10:15-10:30,0,7.69,0,0,4.81,0,0,2.89,28.85,150,0.82,0,28.85,5.77,0,0,28.85,8.66,0,28.85,8.66,1.92,27.12,4.81,21.16,359.71000000000015

43,10:30-10:45,0,7.69,0,0,4.81,0,0,2.89,28.85,150,0.82,0,28.85,5.77,0,0,28.85,8.66,0,28.85,8.66,1.92,37.89,4.81,9.62,358.9400000000001

44,10:45-11:00,0,7.69,0,0,4.81,0,0,2.89,28.85,150,0.82,0,28.85,5.77,0,0,28.85,8.66,0,28.85,8.66,1.92,38.18,4.81,9.62,359.23000000000013

45,11:00-11:15,0,7.69,0,0,0,0,0,3.85,25.97,150,0.82,0,28.85,5.77,0,0,25.97,8.66,0,25.97,8.66,1.92,38.47,6.73,9.62,348.95000000000005

46,11:15-11:30,0,7.69,0,0,0,0,0,3.85,25.97,150,0.82,0,28.85,5.77,0,0,25.97,8.66,0,25.97,8.66,1.92,38.76,6.73,9.62,349.24

47,11:30-11:45,0,7.69,0,0,0,0,0,3.85,25.97,150,0.82,0,28.85,5.77,0,0,25.97,8.66,0,25.97,8.66,1.92,39.05,6.73,9.62,349.53000000000003

48,11:45-12:00,0,7.69,0,0,0,0,0,3.85,25.97,150,0.82,0,28.85,5.77,0,0,25.97,8.66,0,25.97,8.66,1.92,27.5,6.73,22.12,350.48

49,12:00-12:15,0,7.69,0,0,0,0,0,3.85,25.97,150,0.82,0,28.85,5.77,0,0,25.97,8.66,0,25.97,8.66,1.92,29.72,6.73,22.12,352.70000000000005

50,12:15-12:30,0,7.69,0,0,0,0,0,3.85,25.97,150,0.82,0,28.85,5.77,0,0,25.97,8.66,0,25.97,8.66,1.92,29.72,6.73,22.12,352.70000000000005

51,12:30-12:45,0,7.69,0,0,0,0,0,3.85,25.97,150,0.82,0,28.85,5.77,0,0,25.97,8.66,0,25.97,8.66,1.92,29.72,6.73,22.12,352.70000000000005

52,12:45-13:00,0,7.69,0,0,0,0,0,3.85,25.97,150,0.82,0,28.85,5.77,0,0,25.97,8.66,0,25.97,8.66,1.92,29.72,6.73,22.12,352.70000000000005

53,13:00-13:15,0,7.69,0,0,0,0,0,3.85,25.97,150,0.77,0,28.85,5.77,0,0,25.97,8.66,0,25.97,8.66,1.84,29.62,5.77,22.12,351.51

54,13:15-13:30,0,7.69,0,0,0,0,0,3.85,25.97,150,0.77,0,28.85,5.77,0,0,25.97,8.66,0,25.97,8.66,1.84,29.43,5.77,22.12,351.32

55,13:30-13:45,0,7.69,0,0,0,0,0,3.85,25.97,150,0.77,0,28.85,5.77,0,0,25.97,8.66,0,25.97,8.66,1.84,29.33,5.77,22.12,351.21999999999997

56,13:45-14:00,0,7.69,0,0,0,0,0,3.85,25.97,150,0.77,0,28.85,5.77,0,0,25.97,8.66,0,25.97,8.66,1.84,29.04,5.77,22.12,350.93

57,14:00-14:15,0,7.69,0,0,0,0,0,3.85,25.97,150,0.77,0,28.85,5.77,0,0,25.97,8.66,0,25.97,8.66,1.92,28.95,4.81,22.12,349.96000000000004

58,14:15-14:30,0,7.69,0,0,0,0,0,3.85,25.97,150,0.77,0,28.85,5.77,0,0,25.97,8.66,0,25.97,8.66,1.92,29.52,4.81,22.12,350.53000000000003

59,14:30-14:45,0,7.69,0,0,0,0,0,3.85,25.97,150,0.77,0,28.85,5.77,0,0,25.97,8.66,0,25.97,8.66,1.92,30.2,4.81,22.12,351.21000000000004

60,14:45-15:00,0,7.69,0,0,0,0,0,3.85,25.97,150,0.77,0,28.85,5.77,0,0,25.97,8.66,0,25.97,8.66,1.92,30.77,4.81,22.12,351.78000000000003

61,15:00-15:15,0,7.69,0,0,0,0,0,3.85,25.97,150,0.63,0,28.85,5.77,0,0,25.97,8.66,0,25.97,8.66,1.92,30.77,4.81,22.12,351.64000000000004

62,15:15-15:30,0,7.69,0,0,0,0,0,3.85,25.97,150,0.63,0,28.85,5.77,0,0,25.97,8.66,0,25.97,8.66,1.92,34.04,4.81,16.73,349.5200000000001

63,15:30-15:45,0,7.69,0,0,0,0,0,3.85,31.74,150,0.63,0,28.85,5.77,0,0,31.74,8.66,0,31.74,8.66,1.92,30.29,4.81,20.97,367.32000000000005

64,15:45-16:00,0,7.69,0,0,0,0,0,3.85,31.74,150,0.63,0,28.85,5.77,0,0,31.74,8.66,0,31.74,8.66,1.92,26.35,4.81,17.12,359.5300000000001

65,16:00-16:15,0,7.69,0,0,0,0,0,3.85,31.74,150,0.48,0,28.85,5.77,0,0,31.74,8.66,0,31.74,8.66,1.92,22.31,2.89,7.5,343.80000000000007

66,16:15-16:30,0,7.69,0,0,0,0,0,3.85,31.74,150,0.48,0,28.85,5.77,0,0,31.74,8.66,0,31.74,8.66,1.92,18.08,2.89,2.21,334.28000000000003

67,16:30-16:45,0,7.69,0,0,0,0,0,3.85,36.54,150,0.48,0,28.85,5.77,0,0,36.54,9.62,0,36.54,9.62,1.92,13.94,2.89,3.85,348.1

68,16:45-17:00,0,7.69,0,0,0,0,0,3.85,36.54,150,0.48,0,28.85,5.77,0,0,36.54,9.62,0,36.54,9.62,1.92,9.91,2.89,5.96,346.18

69,17:00-17:15,0,7.69,0,0,3.85,0,0,3.85,37.51,150,0.48,34.62,28.85,5.77,0,0,37.51,12.5,0,37.51,12.5,1.92,0,0.96,0,375.52

70,17:15-17:30,0,7.69,0,0,3.85,0,0,3.85,37.51,150,0.48,34.62,28.85,5.77,0,0,37.51,12.5,0,37.51,12.5,1.92,0,0.96,0,375.52

71,17:30-17:45,0,7.69,0,0,3.85,0,0,3.85,37.51,150,0.48,34.62,28.85,5.77,0,0,37.51,12.5,0,37.51,12.5,1.92,0,0.96,0,375.52

72,17:45-18:00,0,7.69,0,0,3.85,0,0,3.85,37.51,150,0.48,34.62,28.85,5.77,0,0,37.51,12.5,0,37.51,12.5,1.92,0,0.96,0,375.52

73,18:00-18:15,38.47,7.69,50,0,3.85,150,0,3.85,37.51,150,0.53,58.66,28.85,5.77,0,0,37.51,12.5,0,37.51,12.5,1.92,0,0,0,637.1199999999999

74,18:15-18:30,38.47,7.69,50,0,3.85,150,0,3.85,37.51,150,0.53,58.66,28.85,5.77,0,0,37.51,12.5,0,37.51,12.5,1.92,0,0,0,637.1199999999999

75,18:30-18:45,38.47,7.69,50,0,3.85,150,0,3.85,37.51,150,0.53,58.66,28.85,5.77,0,0,37.51,12.5,0,37.51,12.5,1.92,0,0,0,637.1199999999999

76,18:45-19:00,38.47,7.69,50,0,3.85,150,0,3.85,37.51,150,0.53,58.66,28.85,5.77,0,0,37.51,12.5,0,37.51,12.5,1.92,0,0,0,637.1199999999999

77,19:00-19:15,38.47,7.69,50,0,3.85,150,0,3.85,37.51,150,0.53,0,28.85,5.77,0,0,37.51,8.66,0,37.51,8.66,1.92,0,0,0,570.7799999999999

78,19:15-19:30,38.47,7.69,50,0,3.85,150,0,3.85,37.51,150,0.53,0,28.85,5.77,0,0,37.51,8.66,0,37.51,8.66,1.92,0,0,0,570.7799999999999

79,19:30-19:45,38.47,7.69,50,0,3.85,150,0,3.85,37.51,150,0.53,0,28.85,5.77,0,0,37.51,8.66,0,37.51,8.66,1.92,0,0,0,570.7799999999999

80,19:45-20:00,38.47,7.69,50,0,3.85,150,0,3.85,37.51,150,0.53,0,28.85,5.77,0,0,37.51,8.66,0,37.51,8.66,1.92,0,0,0,570.7799999999999

81,20:00-20:15,38.47,7.69,50,0,3.85,250,0,3.85,34.62,150,0.53,0,28.85,5.77,0,0,34.62,8.66,0,34.62,8.66,1.92,0,0,0,662.1099999999999

82,20:15-20:30,38.47,7.69,50,0,3.85,250,0,3.85,34.62,150,0.53,0,28.85,5.77,0,0,34.62,8.66,0,34.62,8.66,1.92,0,0,0,662.1099999999999

83,20:30-20:45,38.47,7.69,50,0,3.85,250,0,3.85,34.62,150,0.53,0,28.85,5.77,0,0,34.62,8.66,0,34.62,8.66,1.92,0,0,0,662.1099999999999

84,20:45-21:00,38.47,7.69,50,0,3.85,250,0,3.85,34.62,150,0.53,0,28.85,5.77,0,0,34.62,8.66,0,34.62,8.66,1.92,0,0,0,662.1099999999999

85,21:00-21:15,38.47,7.69,50,0,3.85,250,0,3.85,31.74,150,0.53,0,28.85,5.77,0,0,31.74,8.66,0,31.74,8.66,1.92,0,0,0,653.4699999999999

86,21:15-21:30,38.47,7.69,50,0,3.85,250,0,3.85,31.74,150,0.53,0,28.85,5.77,0,0,31.74,8.66,0,31.74,8.66,1.92,0,0,0,653.4699999999999

87,21:30-21:45,38.47,7.69,50,0,3.85,250,0,3.85,31.74,150,0.53,0,28.85,5.77,0,0,31.74,8.66,0,31.74,8.66,1.92,0,0,0,653.4699999999999

88,21:45-22:00,38.47,7.69,50,0,3.85,250,0,3.85,31.74,150,0.53,0,28.85,5.77,0,0,31.74,8.66,0,31.74,8.66,1.92,0,0,0,653.4699999999999

89,22:00-22:15,38.47,7.69,50,0,0.96,250,0,2.89,25.97,150,0.48,0,28.85,5.77,95.13,31.71,25.97,8.66,0,25.97,8.66,1.92,0,0,0,759.1

90,22:15-22:30,38.47,7.69,50,0,0.96,250,0,2.89,25.97,150,0.48,0,28.85,5.77,95.13,31.71,25.97,8.66,0,25.97,8.66,1.92,0,0,0,759.1

91,22:30-22:45,38.47,7.69,50,0,0.96,250,0,2.89,25.97,150,0.48,0,28.85,5.77,95.13,31.71,25.97,8.66,0,25.97,8.66,1.92,0,0,0,759.1

92,22:45-23:00,38.47,7.69,50,0,0.96,250,0,2.89,25.97,150,0.48,0,28.85,5.77,95.13,31.71,25.97,8.66,0,25.97,8.66,1.92,0,0,0,759.1

93,23:00-23:15,38.47,7.69,50,0,0.96,250,0,2.89,25.97,150,0.43,0,28.85,5.77,95.13,31.71,25.97,8.66,0,25.97,8.66,1.92,0,0,0,759.05

94,23:15-23:30,38.47,7.69,50,0,0.96,250,0,2.89,25.97,150,0.43,0,28.85,5.77,95.13,31.71,25.97,8.66,0,25.97,8.66,1.92,0,0,0,759.05

95,23:30-23:45,38.47,7.69,50,0,0.96,250,0,2.89,25.97,150,0.43,0,28.85,5.77,95.13,31.71,25.97,8.66,0,25.97,8.66,1.92,0,0,0,759.05

96,23:45-24:00,38.47,7.69,50,0,0.96,250,0,2.89,25.97,150,0.43,0,28.85,5.77,95.13,31.71,25.97,8.66,0,25.97,8.66,1.92,0,0,0,759.05

