Block,Time,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/30092023/31122025/SH-07,NR/01102023/06022042/L_NR_2012_02,NR/01082024/31082024/1000011628-SIEL-BRPL(DISCOM),NR/01102023/25122043/GNA_MEJA_DELHI,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01082024/31082024/SKS-Raigarh,NR/01102023/31102037/L_NR_2019_11,NR/01082024/30092024/LT_MEJA_DELHI,NR/01102023/06022042/L_NR_2012_07,NR/01082024/15082024/IIPL/JPL-T-BRPL/04/Aug'24,NR/01082024/31082024/jitpl,NR/01082024/15082024/APL-Raigarh,NR/01082024/31082024/APPCPL/180/F25/GNA/12763,NR/01102023/05012040/L_NR_2020_02,NR/01102023/15082037/GNA_NR_2012_01,NR/22102023/11042047/L_NR_2021_16,NR/01102023/27052033/DIAPL(L_NR_2023_04),WR/01102023/01102023/L_NR_2020_06,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/16072048/L_NR_2022_08,NR/30092023/26122029/SH-06,NR/01082024/30082024/	NR/01082024/30082024/TataPower-DDL/PMG/MSEDCL/Banking/12112023,NR/01102023/08032047/L_NR_2021_14,NR/26072023/31072042/L_NR_2023_07,NR/26072023/25122043/L_NR_2023_10,NR/01102023/02122045/L_NR_2021_13,NR/22102023/11042047/L_NR_2021_17,WR/01102023/24112044/L_NR_2020_07,WR/01102023/01102023/L_NR_2022_09,WR/01102023/31032046/L_NR_2020_05,L_NR_2019_19,SR/01102023/07102043/L_NR_2018_61,NR/01102023/30042040/GNA_LT_36,WR/01102023/30052048/L_NR_2022_10,NR/01102023/19072037/LT-05,NR/01102023/23072042/L_NR_2012_04,NR/01102023/31052040/LT-31,NR/01102023/13082046/L_NR_2021_12,NR/01102023/25072045/L_NR_2021_15,NR/01102023/22052037/LT-59,NR/01102023/30042040/GNA_LT_35,WR/01102023/29112042/L_NR_2019_05,WR/01102023/29112042/RUMS(L_NR_2019_06)
7,01:30-01:45,12.230000,25.920000,225.950000,48.160000,0.000000,272.340000,8.760000,0.000000,0.000000,86.880000,48.160000,8.590000,192.640000,38.530000,5.370000,52.980000,0,30.780000,28.46,0,29.71,25.920000,0.000000,0,0,0,0,0,28.44,72,85.33,0,7.8,0.000000,72,70.190000,0.000000,0.000000,0,0,0.000000,0.000000,0,0

8,01:45-02:00,12.230000,25.920000,225.950000,48.160000,0.000000,272.340000,8.760000,0.000000,0.000000,86.880000,48.160000,8.590000,192.640000,38.530000,5.370000,52.980000,0,30.780000,28.58,0,29.38,25.920000,0.000000,0,0,0,0,0,28.57,71.97,85.72,0,7.6,0.000000,71.97,70.190000,0.000000,0.000000,0,0,0.000000,0.000000,0,0

9,02:00-02:15,16.830000,25.920000,225.950000,48.160000,0.000000,272.340000,8.760000,0.000000,1.750000,76.370000,48.160000,8.590000,192.640000,38.530000,5.190000,52.980000,0,30.780000,32.5,0,29.49,25.920000,0.000000,0,0,0,0,0,32.5,72.9,97.5,0,7.4,0.000000,72.9,70.190000,0.000000,0.000000,0,0,0.000000,0.000000,0,0

10,02:15-02:30,16.830000,25.920000,225.950000,48.160000,0.000000,272.340000,8.760000,0.000000,1.750000,76.370000,48.160000,8.590000,192.640000,38.530000,5.190000,52.980000,0,30.780000,32.16,0,28.86,25.920000,0.000000,0,0,0,0,0,32.17,74.22,96.5,0,7.2,0.000000,74.22,70.190000,0.000000,0.000000,0,0,0.000000,0.000000,0,0

11,02:30-02:45,16.830000,25.920000,225.950000,48.160000,0.000000,231.170000,8.760000,0.000000,1.750000,76.370000,48.160000,8.590000,192.640000,38.530000,5.190000,52.980000,0,30.280000,32,0,28.54,25.920000,0.000000,0,0,0,0,0,32,74.99,96,0,7.2,0.000000,74.99,70.190000,0.000000,0.000000,0,0,0.000000,0.000000,0,0

12,02:45-03:00,16.830000,25.920000,225.950000,48.160000,0.000000,192.640000,8.760000,0.000000,1.750000,76.370000,48.160000,8.590000,192.640000,38.530000,5.190000,52.980000,0,30.280000,31.84,0,27.86,25.920000,0.000000,0,0,0,0,0,31.83,75.87,95.5,0,7.2,0.000000,75.87,70.190000,0.000000,0.000000,0,0,0.000000,0.000000,0,0

13,03:00-03:15,16.830000,25.920000,177.790000,48.160000,0.000000,192.640000,8.760000,0.000000,1.750000,57.500000,48.160000,8.590000,192.640000,0.000000,5.000000,52.980000,0,30.280000,35,0,31,25.920000,0.000000,0,0,0,0,0,35,75.61,105,0,7.2,0.000000,75.61,70.190000,0.000000,0.000000,0,0,0.000000,0.000000,0,0

14,03:15-03:30,16.830000,25.920000,170.140000,48.160000,0.000000,192.640000,8.760000,0.000000,1.750000,57.500000,48.160000,8.590000,192.640000,0.000000,5.000000,52.980000,0,29.270000,34.84,0,31,25.920000,0.000000,0,0,0,0,0,34.83,75.98,104.5,0,7.2,0.000000,75.98,70.190000,0.000000,0.000000,0,0,0.000000,0.000000,0,0

15,03:30-03:45,16.830000,25.920000,170.140000,48.160000,0.000000,192.640000,8.760000,0.000000,1.750000,57.500000,48.160000,8.590000,192.640000,0.000000,5.000000,52.980000,0,28.760000,34.66,0,33.34,25.920000,0.000000,0,0,0,0,0,34.67,76.67,104,0,7.2,0.000000,76.67,70.190000,0.000000,0.000000,0,0,0.000000,0.000000,0,0

16,03:45-04:00,16.830000,25.920000,170.140000,48.160000,0.000000,149.790000,8.760000,0.000000,1.750000,57.500000,48.160000,8.590000,192.640000,0.000000,5.000000,52.980000,0,28.760000,34.5,0,33.34,25.920000,0.000000,0,0,0,0,0,34.5,76.44,103.5,0,7.2,0.000000,76.44,70.190000,0.000000,0.000000,0,0,0.000000,0.000000,0,0

17,04:00-04:15,16.360000,25.920000,170.140000,48.160000,0.000000,149.790000,8.760000,0.000000,1.750000,57.500000,48.160000,8.590000,192.640000,0.000000,4.820000,52.980000,0,28.760000,35,0,36.66,25.920000,0.000000,0,0,0,0,0,35,78.33,105,0,7.2,0.000000,78.33,70.190000,0.000000,0.000000,0,0,0.000000,0.000000,0,0

18,04:15-04:30,16.360000,25.920000,170.140000,48.160000,0.000000,149.790000,8.760000,0.000000,1.750000,57.500000,48.160000,8.590000,192.640000,0.000000,4.820000,52.980000,0,28.760000,35,0,36.66,25.920000,0.000000,0,0,0,0,0,35,78.33,105,0,7.2,0.000000,78.33,70.190000,0.000000,0.000000,0,0,0.000000,0.000000,0,0

19,04:30-04:45,16.360000,25.920000,170.140000,48.160000,0.000000,149.790000,8.760000,0.000000,1.750000,57.500000,48.160000,8.590000,192.640000,0.000000,4.820000,52.980000,0,29.770000,35,0,36.66,25.920000,0.000000,0,0,0,0,0,35,81.67,105,0,7.2,0.000000,81.67,70.190000,0.000000,0.000000,0,0,0.000000,0.000000,0,0

20,04:45-05:00,16.360000,25.920000,170.140000,48.160000,0.000000,149.790000,8.760000,0.000000,1.750000,57.500000,48.160000,8.590000,192.640000,0.000000,4.820000,52.980000,0,29.770000,35,0,36.66,25.920000,0.000000,0,0,0,0,0,35,81.67,105,0,7.2,0.000000,81.67,70.190000,0.000000,0.000000,0,0,0.000000,0.000000,0,0

21,05:00-05:15,15.910000,25.920000,170.140000,48.160000,0.000000,149.790000,8.760000,0.000000,1.750000,57.500000,48.160000,8.590000,192.640000,0.000000,4.630000,52.980000,0,30.280000,35,0,36.66,25.920000,0.000000,0,0,0,0,0,35,81.67,105,0,7.2,0.000000,81.67,70.190000,0.000000,0.000000,0,0,0.000000,0.000000,0,0

22,05:15-05:30,15.910000,25.920000,170.140000,48.160000,0.000000,149.790000,8.760000,0.000000,1.750000,57.500000,48.160000,8.590000,192.640000,0.000000,4.630000,52.980000,0,30.280000,35,0,36.66,25.920000,0.000000,0,0,0,0,0,35,81.67,105,0,7.2,0.000000,81.67,70.190000,0.000000,0.000000,0,0,0.000000,0.000000,0,0

23,05:30-05:45,15.910000,25.920000,170.140000,48.160000,0.000000,149.790000,8.760000,0.000000,1.750000,57.500000,48.160000,8.590000,192.640000,0.000000,4.630000,52.980000,0,30.280000,35,0,33.34,25.920000,0.000000,0,0,0,0,0,35,81.67,105,0,7.2,0.000000,81.67,70.190000,0.000000,0.000000,0,0,0.000000,0.000000,0,0

24,05:45-06:00,15.910000,25.920000,170.140000,48.160000,0.000000,149.790000,8.760000,0.000000,1.750000,57.500000,48.160000,8.590000,192.640000,0.000000,4.630000,52.980000,0,30.280000,35,0,34.01,25.920000,0.000000,0,0,0,0,0,35,81.67,105,0,7.2,0.000000,81.67,70.190000,0.000000,0.000000,0,0,0.000000,0.000000,0,0

25,06:00-06:15,15.910000,25.920000,170.140000,48.160000,0.000000,149.790000,8.760000,0.000000,1.750000,57.500000,48.160000,8.590000,192.640000,0.000000,4.450000,52.980000,1,29.780000,30,0,34.16,25.920000,0.000000,0.82,1,1,0.41,0,30,66.67,90,1.140399,7.2,0.000000,66.67,70.190000,0.000000,0.000000,2.05,1,0.000000,0.000000,9.84,10.04

26,06:15-06:30,15.910000,25.920000,218.300000,48.160000,0.000000,192.640000,8.760000,0.000000,1.750000,57.500000,48.160000,8.590000,192.640000,0.000000,4.450000,52.980000,2,29.780000,30.5,1,34.23,25.920000,0.000000,2.92,4,1,0.92,1,30.5,67,91.5,2.699919,7.2,0.330000,67,70.190000,0.000000,0.330000,4.63,2,0.000000,0.330000,15.47,15.79

27,06:30-06:45,15.910000,25.920000,194.520000,48.160000,0.000000,231.170000,8.760000,0.000000,1.750000,57.500000,48.160000,8.590000,192.640000,0.000000,4.450000,52.980000,5,28.780000,30.84,5,34.12,25.920000,0.000000,4.94,7,3,1.48,3,30.83,67.67,92.5,4.795524,7.2,0.670000,67.67,70.190000,0.000000,0.660000,7.42,3,0.000000,0.660000,25.38,25.9

28,06:45-07:00,15.910000,25.920000,165.620000,48.160000,0.000000,272.340000,8.760000,0.000000,1.750000,57.500000,48.160000,8.590000,192.640000,0.000000,4.450000,52.980000,8,29.280000,30.84,12,34.04,25.920000,0.000000,7.94,14,6,2.47,4,30.83,68,92.5,7.251768,7.2,0.990000,68,70.190000,0.000000,0.970000,12.35,5,0.000000,0.970000,31.29,31.3

29,07:00-07:15,16.360000,25.920000,165.620000,48.160000,0.000000,272.340000,8.760000,0.000000,1.750000,57.500000,48.160000,8.590000,192.640000,0.000000,4.260000,52.980000,10,29.280000,25.84,20,25,25.920000,0.000000,11,21,9,3.39,5,25.83,61.43,77.5,10.088145,7.2,1.450000,61.43,70.190000,0.000000,1.420000,16.96,7,0.000000,1.420000,29.5,29.5

30,07:15-07:30,16.360000,25.920000,165.620000,48.160000,0.000000,272.340000,8.760000,0.000000,1.750000,57.500000,48.160000,8.590000,192.640000,0.000000,4.260000,52.980000,12,29.280000,26.16,26.67,25,25.920000,0.000000,14,28,12,5.04,6,26.17,61.75,78.5,13.25592,7.2,1.850000,61.75,70.190000,0.000000,1.800000,25.21,9.5,0.000000,1.800000,26.66,26.67

31,07:30-07:45,16.360000,25.920000,165.620000,48.160000,0.000000,272.340000,8.760000,0.000000,1.750000,57.500000,48.160000,8.590000,192.640000,0.000000,4.260000,52.980000,15,29.280000,31.66,29.17,25,25.920000,0.000000,17,39,16,9.07,7,31.67,66.67,95,18.32436,7.2,2.350000,66.67,70.190000,0.000000,2.290000,45.34,12.5,0.000000,2.290000,29.16,29.17

32,07:45:08:00,16.360000,25.920000,117.460000,48.160000,0.000000,231.170000,8.760000,0.000000,1.750000,57.500000,48.160000,8.590000,192.640000,0.000000,4.260000,52.980000,20,29.280000,31.66,30,25,25.920000,0.000000,21,49,21,10.81,10,31.67,67.2,95,26.102466,7.2,3.060000,67.2,70.190000,0.000000,2.980000,54.06,15.5,0.000000,2.980000,30,30

33,08:00-08:15,16.830000,25.920000,109.800000,48.160000,0.000000,192.640000,8.760000,0.000000,1.750000,57.500000,48.160000,8.590000,192.640000,0.000000,4.070000,52.980000,27,30.290000,31.66,30.67,26.66,25.920000,0.000000,24,60,25,13.61,13,31.67,68.93,95,35.196417,7.2,3.500000,68.93,70.190000,0.000000,3.410000,68.04,19.5,0.000000,3.410000,30.66,30.67

34,08:15-08:30,16.830000,25.920000,109.800000,48.160000,0.000000,149.790000,8.760000,0.000000,1.750000,57.500000,48.160000,8.590000,192.640000,0.000000,4.070000,52.980000,34,30.290000,31.66,32.33,26.66,25.920000,0.000000,31,74,31,16.4,16,31.67,70.21,95,45.460008,7.2,3.990000,70.21,70.190000,0.000000,3.900000,82.03,22.5,0.000000,3.900000,32.34,32.33

35,08:30-08:45,16.830000,25.920000,109.800000,48.160000,0.000000,149.790000,8.760000,0.000000,1.750000,57.500000,48.160000,8.590000,192.640000,0.000000,4.070000,52.980000,39,30.290000,31.75,32.67,26.66,25.920000,0.000000,37,81,34,19.2,18,31.76,71.7,95.26,47.37042,7.2,4.480000,71.7,70.190000,0.000000,4.360000,96.01,23.5,0.000000,4.360000,32.66,32.67

36,08:45:09:00,16.830000,25.920000,109.800000,48.160000,0.000000,149.790000,8.760000,0.000000,1.750000,57.500000,48.160000,8.590000,192.640000,0.000000,4.070000,52.980000,45,30.290000,32.13,32.67,27.66,25.920000,0.000000,43,91,39,22,22,32.12,73.33,96.38,48.696012,7.2,4.960000,73.33,70.190000,0.000000,4.830000,109.98,25.5,0.000000,4.830000,32.66,32.67

37,09:00:09:15,16.830000,25.920000,109.800000,0.000000,0.000000,149.790000,8.760000,0.000000,1.750000,57.500000,0.000000,8.590000,0.000000,0.000000,3.940000,52.980000,53,28.260000,33,33,28,25.920000,0.000000,50,116,49,24.26,25,33.01,61.67,99.03,47.701818,7.2,5.450000,61.67,70.190000,0.000000,5.320000,121.29,29,0.000000,5.320000,33,33

38,09:15-09:30,16.830000,25.920000,109.800000,0.000000,0.000000,149.790000,8.760000,0.000000,1.750000,57.500000,0.000000,8.590000,0.000000,0.000000,3.940000,52.980000,59,28.260000,32.8,33,28.34,25.920000,0.000000,57,126,54,26.52,28,32.79,62,98.37,47.253456,7.2,6.000000,62,70.190000,0.000000,5.850000,132.59,32,0.000000,5.850000,33,33

39,09:30-09:45,16.830000,25.920000,109.800000,0.000000,0.000000,149.790000,8.760000,0.000000,1.750000,57.500000,0.000000,8.590000,0.000000,0.000000,3.940000,52.980000,62,28.260000,32.15,33,29,25.920000,0.000000,62,126,54,28.78,30,32.15,62.33,96.45,56.844504,7.2,6.580000,62.33,70.190000,0.000000,6.420000,143.9,36.5,0.000000,6.420000,33,33

40,09:45-10:00,16.830000,25.920000,109.800000,0.000000,0.000000,149.790000,8.760000,0.000000,1.750000,57.500000,0.000000,8.590000,0.000000,0.000000,3.940000,52.980000,68,28.260000,31.41,33,29.68,25.920000,0.000000,67,137,58,31.04,32,31.41,62.67,94.22,66.942396,7.2,7.230000,62.67,70.190000,0.000000,7.060000,155.2,37.5,0.000000,7.060000,33,33

41,10:00-10:15,3.500000,25.920000,109.800000,0.000000,0.000000,149.790000,8.760000,0.000000,1.900000,57.500000,0.000000,8.590000,0.000000,0.000000,3.800000,52.980000,69,26.750000,25.84,33,21.66,25.920000,0.000000,70,151,64,33.63,33,25.83,52,77.5,76.591926,7.2,8.180000,52,70.190000,0.000000,7.980000,168.18,36,0.000000,7.980000,33,33

42,10:15-10:30,3.500000,25.920000,109.800000,0.000000,0.000000,149.790000,8.760000,0.000000,1.900000,57.500000,0.000000,8.590000,0.000000,0.000000,3.800000,52.980000,73,26.750000,26,33,22.34,25.920000,0.000000,73,158,67,36.23,35,26,52.33,78,85.812588,7.2,9.090000,52.33,70.190000,0.000000,8.860000,181.14,38,0.000000,8.860000,33,33

43,10:30-10:45,3.500000,25.920000,109.800000,0.000000,0.000000,149.790000,8.760000,0.000000,2.020000,57.500000,0.000000,8.590000,0.000000,0.000000,3.800000,52.980000,76,26.750000,26.16,33,23.34,25.920000,0.000000,70,158,67,38.82,37,26.17,57.67,78.5,69.944472,7.2,9.920000,57.67,70.190000,0.000000,9.680000,194.12,36,0.000000,9.680000,33,33

44,10:45-11:00,3.500000,25.920000,109.800000,0.000000,0.000000,149.790000,8.760000,0.000000,2.020000,57.500000,0.000000,8.590000,0.000000,0.000000,3.800000,52.980000,81,26.750000,26.34,33,23.34,25.920000,0.000000,73,165,70,41.16,39,26.33,58,79,64.778562,7.2,10.660000,58,70.190000,0.000000,10.400000,205.83,38,0.000000,10.400000,33,33

45,11:00-11:15,3.500000,25.920000,109.800000,0.000000,0.000000,192.640000,8.760000,0.000000,2.020000,57.500000,0.000000,8.590000,0.000000,0.000000,3.710000,52.980000,85,26.750000,26.5,33,30,25.920000,0.000000,80,179,76,38.38,40,26.5,68.33,79.5,57.945915,7.2,11.270000,68.33,70.190000,0.000000,10.990000,191.88,38,0.000000,10.990000,33,33

46,11:15-11:30,3.500000,25.920000,109.800000,0.000000,0.000000,192.640000,8.760000,0.000000,2.020000,57.500000,0.000000,8.590000,0.000000,0.000000,3.710000,52.980000,89,28.260000,26.66,33,30.34,25.920000,0.000000,80,179,76,38.71,43,26.67,68.33,80,49.80717,7.2,11.860000,68.33,70.190000,0.000000,11.570000,193.57,40,0.000000,11.570000,33,33

47,11:30-11:45,0.000000,25.920000,109.800000,0.000000,0.000000,149.790000,8.760000,0.000000,2.020000,57.500000,0.000000,8.590000,0.000000,0.000000,3.710000,52.980000,90,28.260000,31.66,33,31,25.920000,0.000000,78,179,76,30.83,43,31.67,68.33,95,52.653294,7.2,12.260000,68.33,70.190000,0.000000,11.970000,154.17,40,0.000000,11.970000,33,33

48,11:45-12:00,0.000000,25.920000,109.800000,0.000000,0.000000,149.790000,8.760000,0.000000,2.020000,57.500000,0.000000,8.590000,0.000000,0.000000,3.710000,52.980000,90,28.260000,31.66,33,31.34,25.920000,0.000000,78,179,76,30.38,43,31.67,68.33,95,55.46043,7.2,12.350000,68.33,70.190000,0.000000,12.040000,151.93,41,0.000000,12.040000,33,33

49,12:00-12:15,13.610000,25.920000,109.800000,0.000000,0.000000,192.640000,8.760000,0.000000,3.850000,57.500000,0.000000,8.590000,0.000000,0.000000,3.710000,52.980000,90,28.260000,31.66,33,28.34,25.920000,0.000000,67,186,79,31.37,43,31.67,76.67,95,53.852175,7.2,12.340000,76.67,70.190000,0.000000,12.030000,156.85,36,0.000000,12.030000,33,33

50,12:15-12:30,13.610000,25.920000,109.800000,0.000000,0.000000,192.640000,8.760000,0.000000,3.850000,57.500000,0.000000,8.590000,0.000000,0.000000,3.710000,52.980000,90,28.260000,31.66,33,28.34,25.920000,0.000000,63,186,79,32.39,43,31.67,76.67,95,55.928286,7.2,12.380000,76.67,70.190000,0.000000,12.080000,161.98,37,0.000000,12.080000,33,33

51,12:30-12:45,13.610000,25.920000,109.800000,0.000000,0.000000,192.640000,8.760000,0.000000,3.850000,57.500000,0.000000,8.590000,0.000000,0.000000,3.710000,52.980000,90,28.260000,35,33,32.34,25.920000,0.000000,57,186,79,23.8,43,35,76.67,105,54.076356,7.2,12.430000,76.67,70.190000,0.000000,12.130000,118.98,32,0.000000,12.130000,33,33

52,12:45-13:00,13.610000,25.920000,109.800000,0.000000,0.000000,192.640000,8.760000,0.000000,3.850000,57.500000,0.000000,8.590000,0.000000,0.000000,3.710000,52.980000,90,28.260000,35,33,32.66,25.920000,0.000000,57,186,79,24.53,43,35,76.67,105,52.000245,7.2,13.770000,76.67,70.190000,0.000000,13.440000,122.65,35,0.000000,13.440000,33,33

53,13:00-13:15,13.610000,25.920000,109.800000,0.000000,0.000000,149.790000,8.760000,0.000000,3.850000,57.500000,0.000000,8.590000,0.000000,0.000000,3.890000,52.980000,90,28.260000,35,33,33,25.920000,0.000000,70,186,79,33.54,43,35,76.67,105,48.822723,7.2,13.790000,76.67,70.190000,0.000000,13.460000,167.68,38,0.000000,13.460000,33,33

54,13:15-13:30,13.610000,25.920000,109.800000,0.000000,0.000000,149.790000,8.760000,0.000000,3.850000,57.500000,0.000000,8.590000,0.000000,0.000000,3.890000,52.980000,90,26.750000,35,33,32.66,25.920000,0.000000,70,186,79,33.23,43,35,76.67,105,44.767971,7.2,13.660000,76.67,70.190000,0.000000,13.320000,166.15,38,0.000000,13.320000,33,33

55,13:30-13:45,13.610000,25.920000,109.800000,0.000000,0.000000,192.640000,8.760000,0.000000,3.850000,57.500000,0.000000,8.590000,0.000000,0.000000,3.890000,52.980000,89,26.750000,35,33,32,25.920000,0.000000,75,186,79,41.67,43,35,76.67,105,44.144163,7.4,13.520000,76.67,70.190000,0.000000,13.200000,208.33,37,0.000000,13.200000,33,33

56,13:45-14:00,13.610000,25.920000,109.800000,0.000000,0.000000,231.170000,8.760000,0.000000,3.850000,57.500000,0.000000,8.590000,0.000000,0.000000,3.890000,52.980000,88,26.750000,35,33,31.66,25.920000,0.000000,75,182,78,41.67,42,35,76.67,105,43.500861,7.4,13.340000,76.67,70.190000,0.000000,13.020000,208.33,37,0.000000,13.020000,33,33

57,14:00-14:15,13.610000,25.920000,157.960000,0.000000,0.000000,272.340000,8.760000,0.000000,3.850000,57.500000,0.000000,8.590000,0.000000,0.000000,4.170000,52.980000,86,27.260000,35,33,31.34,25.920000,0.000000,77,179,76,41.41,41,35,76.67,105,42.730848,7.4,12.890000,76.67,70.190000,0.000000,12.580000,207.08,37,0.000000,12.580000,33,33

58,14:15-14:30,13.610000,25.920000,170.140000,0.000000,0.000000,272.340000,8.760000,0.000000,3.850000,57.500000,0.000000,8.590000,0.000000,0.000000,4.170000,52.980000,83,27.260000,35,33,31,25.920000,0.000000,77,175,75,40.68,40,35,76.67,105,41.502726,7.4,16.320000,76.67,70.190000,0.000000,15.920000,203.41,36,0.000000,15.920000,33,33

59,14:30-14:45,13.610000,25.920000,170.140000,0.000000,0.000000,272.340000,8.760000,0.000000,3.850000,57.500000,0.000000,8.590000,0.000000,0.000000,4.170000,52.980000,81,28.260000,31.66,33,30.66,25.920000,0.000000,70,169,73,39.15,39,31.67,76.67,95,36.921636,7.4,16.320000,76.67,70.190000,0.000000,15.920000,195.73,36,0.000000,15.920000,33,33

60,14:45-15:00,13.610000,25.920000,170.140000,0.000000,0.000000,272.340000,8.760000,0.000000,3.850000,57.500000,0.000000,8.590000,0.000000,0.000000,4.170000,52.980000,78,28.260000,31.66,33,30,25.920000,0.000000,70,162,70,37.61,37,31.67,76.67,95,36.707202,7.6,16.320000,76.67,70.190000,0.000000,15.920000,188.06,35,0.000000,15.920000,33,33

61,15:00-15:15,13.610000,25.920000,170.140000,0.000000,0.000000,272.340000,8.760000,0.000000,3.850000,57.500000,0.000000,8.590000,0.000000,0.000000,4.450000,52.980000,74,28.260000,31.66,33,29.34,25.920000,0.000000,72,155,67,38.86,36,31.67,76.67,95,32.506245,12.01,16.250000,76.67,70.190000,0.000000,15.850000,194.32,37,0.000000,15.850000,33,33

62,15:15-15:30,13.610000,25.920000,170.140000,0.000000,0.000000,272.340000,8.760000,0.000000,3.850000,57.500000,0.000000,8.590000,0.000000,0.000000,4.450000,52.980000,71,28.770000,31.66,33,28.66,25.920000,0.000000,70,148,64,36.35,34,31.67,76.67,95,28.734156,13.01,15.660000,76.67,70.190000,0.000000,15.280000,181.77,34,0.000000,15.280000,33,33

63,15:30-15:45,13.610000,25.920000,170.140000,0.000000,0.000000,272.340000,8.760000,0.000000,3.850000,57.500000,0.000000,8.590000,0.000000,0.000000,4.450000,52.980000,66,28.770000,31.66,33,28.34,25.920000,0.000000,67,138,59,33.84,31,31.67,76.67,95,26.02449,13.61,12.790000,76.67,70.190000,0.000000,12.470000,169.22,32,0.000000,12.470000,33,33

