Block,Time,NR/01102023/31102037/L_NR_2019_11,NR/01102023/22052037/LT-59,NR/01102023/30042040/GNA_LT_36,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01102023/31052040/LT-31,WR/01102023/29112042/L_NR_2019_05,SR/01102023/07102043/L_NR_2018_61,NR/01102023/19072037/LT-05,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/05012040/L_NR_2020_02,WR/01102023/31032046/L_NR_2020_05,WR/01102023/24112044/L_NR_2020_07,NR/30092023/26122029/SH-06,NR/01102023/13082046/L_NR_2021_12,NR/01102023/15082037/GNA_NR_2012_01,WR/01102023/16072048/L_NR_2022_08,NR/26072023/25122043/L_NR_2023_10,NR/01102023/02122045/L_NR_2021_13,WR/01102023/01102023/L_NR_2020_06,WR/01102023/30052048/L_NR_2022_10,NR/22102023/11042047/L_NR_2021_16,NR/01102023/23072042/L_NR_2012_04,WR/01102023/01102023/L_NR_2022_09,NR/01102023/08032047/L_NR_2021_14,NR/01102023/06022042/L_NR_2012_07,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/30042040/GNA_LT_35,L_NR_2019_19,NR/26072023/31072042/L_NR_2023_07,NR/01102023/25072045/L_NR_2021_15,NR/22102023/11042047/L_NR_2021_17,NR/01102023/06022042/L_NR_2012_02,NR/30092023/31122025/SH-07
89,22:00-22:15,2.390000,2.490000,0.000000,0.000000,0.000000,0,6.01,118.510000,0,0,2.840000,22,7.33,26.130000,0,101.410000,6.66,0,0,7.34,15.84,0,132.840000,15.84,0,58.090000,29.050000,0.000000,0,0,0,0,235.850000,26.130000

90,22:15-22:30,2.390000,2.490000,0.000000,0.000000,0.000000,0,6.01,118.510000,0,0,2.840000,22,7.33,26.130000,0,101.410000,6.66,0,0,7.34,15.51,0,132.840000,15.51,0,58.090000,28.080000,0.000000,0,0,0,0,235.850000,26.130000

91,22:30-22:45,2.390000,2.490000,0.000000,0.000000,0.000000,0,6.01,118.510000,0,0,2.840000,22,7.33,26.130000,0,101.410000,6.66,0,0,7.34,15.34,0,132.840000,15.34,0,58.090000,28.080000,0.000000,0,0,0,0,235.850000,26.130000

92,22:45-23:00,2.390000,2.490000,0.000000,0.000000,0.000000,0,6.01,118.510000,0,0,2.840000,22,7.33,26.130000,0,101.410000,6.66,0,0,7.34,15.17,0,132.840000,15.17,0,58.090000,28.080000,0.000000,0,0,0,0,235.850000,26.130000

93,23:00-23:15,2.390000,2.490000,0.000000,0.000000,0.000000,0,6.01,118.510000,0,0,2.840000,22,7.33,26.130000,0,101.410000,6.66,0,0,7.34,15.08,0,132.840000,15.08,0,58.090000,27.110000,0.000000,0,0,0,0,235.850000,26.130000

94,23:15-23:30,2.390000,2.490000,0.000000,0.000000,0.000000,0,6.01,118.510000,0,0,2.840000,22,7.33,26.130000,0,101.410000,6.66,0,0,7.34,15.01,0,132.840000,15.01,0,58.090000,27.110000,0.000000,0,0,0,0,235.850000,26.130000

95,23:30-23:45,2.390000,2.490000,0.000000,0.000000,0.000000,0,6.01,118.510000,0,0,2.840000,22,7.33,26.130000,0,101.410000,6.66,0,0,7.34,14.67,0,132.840000,14.67,0,58.090000,27.110000,0.000000,0,0,0,0,235.850000,26.130000

96,23:45-24:00,2.390000,2.490000,0.000000,0.000000,0.000000,0,6.01,118.510000,0,0,2.840000,22,7.33,26.130000,0,101.410000,6.66,0,0,7.34,14.67,0,132.840000,14.67,0,58.090000,27.110000,0.000000,0,0,0,0,235.850000,26.130000

